step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93
1	-661.319726578227119	-670.370569958678516	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978306263682793	0	3	2	2	2	2	3	4	5	8	5	8	4	4	6	6	4	9	6	8	5	5	5	11	7	11	6	8	7	11	7	7	8	9	9	10	8	8	9	12	10	9	10	14	9	15	10	13	14	10	10	10	9	9	10	11	11	11	10	11	10	10	14	13	17	12	11	13	11	12	13	12	13	13	11	12	12	12	11	11	14	12	13	12	13	13	17	14	14	13	16	14	17	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-280.793512427525457	-289.844355807976797	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999094287524953	0	4	3	3	2	3	3	5	6	7	5	8	4	4	7	6	5	9	6	9	5	5	6	10	7	10	6	8	8	9	8	8	9	10	8	9	8	8	9	11	9	8	9	14	7	16	11	12	11	11	10	10	8	9	10	11	10	10	11	7	10	10	12	14	14	11	11	13	9	11	13	13	12	12	9	11	12	12	12	11	13	11	11	11	13	14	17	13	8	10	16	14	18	0	3	1	5	1	1	5	13	11	11	3	45	3	6	19	11	2	6	22	22	2	3	21	20	2	35	11	9	17	13	2	19	2	12	22	15	14	23	10	55	29	9	3	48	23	72	18	26	15	31	15	39	10	19	14	43	27	28	75	8	43	45	41	41	28	39	69	58	27	42	29	70	18	41	31	36	31	49	18	18	77	39	15	69	80	76	92	57	27	31	23	48	91	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-274.066072807800822	-283.116916188252162	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990338381845766	0	2	3	2	3	3	3	5	4	8	6	8	5	3	5	3	5	9	7	6	6	6	5	10	7	10	7	6	8	12	4	6	5	10	7	5	7	8	9	11	9	8	9	12	8	16	8	13	14	10	9	10	8	9	11	9	11	7	10	12	11	10	13	13	17	8	10	14	12	11	13	11	13	12	10	11	12	13	9	12	15	12	13	13	14	13	15	13	14	12	16	15	18	0	1	1	1	4	1	2	14	7	20	3	58	5	4	2	1	4	58	21	13	5	7	16	42	21	53	8	33	25	75	5	17	9	25	33	5	15	22	47	35	42	28	42	70	27	48	19	44	44	54	27	37	20	45	79	45	62	5	29	24	54	54	66	67	91	15	39	84	39	26	79	54	52	29	66	45	24	47	8	39	50	41	76	44	24	54	49	40	80	51	64	48	83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-275.722933827456870	-284.773777207908211	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993662521720779	0	3	3	1	2	3	2	4	4	4	5	9	3	1	7	4	5	8	6	8	5	5	4	12	7	9	5	9	7	10	7	6	6	9	9	10	9	7	9	12	10	8	10	14	10	16	9	12	13	8	11	10	9	7	10	12	11	11	10	12	10	9	12	14	15	13	10	13	9	11	13	10	12	14	10	10	12	12	11	11	14	11	8	13	7	12	11	13	14	13	8	15	17	0	14	7	1	1	14	1	2	14	6	5	25	1	1	16	2	9	19	17	10	1	6	6	25	23	22	16	18	19	28	32	21	16	20	85	35	16	11	85	12	34	15	34	49	47	81	85	53	58	32	43	42	32	11	8	43	52	34	18	41	28	33	87	77	56	70	47	59	23	69	30	54	57	49	39	50	37	76	59	34	77	55	19	82	32	75	45	47	55	77	17	84	92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-263.723021839715727	-272.773865220167067	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999590112460283	0	3	3	2	2	3	3	5	6	6	5	9	4	4	6	7	4	10	6	8	4	6	5	11	7	11	7	8	7	10	7	6	7	7	8	11	7	8	8	12	9	8	9	14	8	14	10	13	15	8	11	10	8	10	11	9	10	11	11	12	10	8	11	13	11	12	12	13	10	10	14	12	13	13	12	10	13	12	6	11	11	10	14	10	13	14	16	13	13	14	16	10	15	0	4	4	1	1	4	5	5	11	8	5	37	2	7	13	8	2	42	4	22	3	7	17	45	23	31	22	9	11	50	32	14	11	10	15	62	13	37	16	52	42	34	45	54	79	68	31	76	86	16	35	53	15	28	57	38	27	76	18	57	28	22	84	82	56	65	24	36	53	28	73	43	36	53	52	20	28	61	13	28	41	35	26	12	75	55	77	82	24	40	43	22	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-278.318498256399664	-287.369341636851004	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991477414749879	1	2	3	3	3	2	4	5	5	8	4	7	4	5	6	7	5	9	6	8	6	3	5	10	8	12	7	8	7	6	7	8	9	3	9	5	8	9	6	12	10	10	6	15	9	12	9	13	9	11	9	10	7	10	10	12	11	11	10	11	9	10	9	12	17	11	11	12	11	11	13	9	14	13	12	12	12	12	11	11	15	11	13	7	11	12	17	13	15	13	16	14	18	0	1	6	2	2	1	1	1	11	21	6	39	6	11	4	30	22	29	8	43	36	1	2	45	53	16	19	14	7	13	22	15	84	6	11	22	36	12	11	12	43	63	9	48	27	20	20	59	20	35	32	28	23	28	12	79	38	45	30	18	32	32	31	62	92	17	51	32	10	52	58	21	59	67	25	41	79	41	63	19	79	25	70	15	24	54	44	24	46	35	66	68	91	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-267.324192215629182	-276.375035596080522	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995014655677758	0	2	1	1	2	2	2	5	5	9	3	7	3	4	6	5	3	9	3	8	5	3	5	10	7	11	6	9	5	11	6	6	8	10	10	8	8	7	8	12	10	9	8	12	7	15	9	11	13	9	10	8	8	10	11	7	12	10	9	11	11	10	14	12	17	12	10	14	12	12	13	10	13	13	12	12	9	6	11	12	15	13	14	13	14	14	15	13	14	14	16	13	17	0	3	1	1	3	4	1	11	13	43	4	13	2	22	14	13	6	56	5	31	2	6	22	39	32	25	14	45	6	33	9	9	15	59	53	45	27	29	32	67	50	43	78	25	29	85	27	56	79	12	20	16	8	39	10	8	79	25	33	25	32	8	49	54	68	34	28	24	48	79	80	52	24	75	59	48	39	6	37	62	89	59	64	69	58	69	82	70	75	64	88	10	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-280.246758919661659	-289.297602300112999	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991875030239526	0	2	3	2	3	1	4	4	5	9	6	9	5	3	5	7	4	9	5	9	5	5	4	12	7	11	7	8	6	10	7	7	6	10	9	10	8	8	9	12	10	9	10	15	9	16	11	13	15	11	10	9	6	8	10	12	11	7	7	7	8	9	14	14	15	12	10	13	10	11	13	12	13	12	12	11	12	12	11	8	14	12	10	12	12	14	17	11	14	14	14	15	10	0	6	2	1	2	1	6	1	8	53	17	32	3	2	14	9	2	32	5	28	5	5	6	34	23	52	5	19	22	25	11	23	3	28	27	35	59	59	16	88	39	37	62	74	53	73	18	33	85	18	10	53	13	11	37	57	20	22	23	15	3	16	51	77	29	41	35	30	54	51	74	67	93	47	88	54	28	9	53	21	26	55	8	45	20	41	89	35	66	47	60	73	29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-263.473958072509674	-272.524801452961015	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988252854996931	0	4	3	1	2	3	3	4	6	7	6	9	5	5	5	7	2	9	7	8	5	4	5	9	7	10	6	6	7	11	7	8	8	10	10	11	7	9	9	12	8	9	8	13	8	16	10	10	13	11	10	8	9	9	11	11	12	11	10	11	10	11	12	14	17	12	9	14	11	12	11	13	13	12	11	11	13	9	12	12	15	12	12	11	14	11	16	13	14	13	14	14	15	0	3	5	1	1	1	17	5	7	28	22	37	22	7	5	22	4	10	14	25	3	3	6	45	9	37	7	8	28	35	27	6	31	54	18	25	21	10	37	56	10	37	9	54	9	68	52	45	35	31	25	23	21	45	12	28	39	52	37	34	27	67	35	36	81	75	27	72	67	35	21	71	70	36	12	52	60	45	34	58	88	62	30	27	76	9	57	80	80	47	60	49	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-274.205581405652481	-283.256424786103821	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997322721297352	0	3	2	3	3	1	4	4	5	8	4	8	4	4	6	5	5	8	6	9	5	3	5	12	2	11	6	8	8	9	7	8	9	7	9	10	9	8	9	11	10	9	10	14	10	11	10	12	12	8	11	10	7	9	10	9	9	7	10	10	9	11	11	13	15	12	9	13	9	13	12	12	13	13	11	12	13	10	11	9	8	12	12	10	11	14	16	15	13	13	16	12	18	0	3	1	6	25	1	4	22	5	34	1	16	5	5	14	4	11	53	21	15	7	3	25	75	1	80	9	34	27	22	21	23	58	7	12	30	11	53	5	60	31	19	56	59	35	67	56	52	30	16	20	38	17	10	34	28	12	21	57	39	12	43	12	26	68	57	27	40	10	75	39	52	83	92	67	50	46	35	60	28	19	41	59	53	52	89	75	46	38	47	86	60	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
