step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102
24000	-606.282390381560276	-613.137878332519676	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.507327236561503	-1	2	3	1	3	4	5	6	6	7	7	8	9	9	8	12	10	10	10	11	12	13	11	12	12	13	14	14	14	15	17	16	18	17	18	18	18	19	20	19	20	23	22	22	20	21	21	21	22	24	21	21	21	22	22	23	24	27	26	26	27	28	29	30	30	30	30	31	30	30	28	31	31	32	32	29	29	31	31	31	32	32	32	32	34	32	34	33	33	33	33	33	33	35	37	34	35	36	35	37	38	40	0	1	4	1	4	5	5	5	7	6	9	8	11	7	10	19	15	15	12	18	23	16	18	17	23	16	14	24	26	29	28	28	28	24	34	34	34	34	36	36	37	49	53	36	36	37	36	31	39	49	39	39	39	45	34	33	52	59	57	0	0	0	0	71	0	62	27	66	0	62	14	64	62	80	76	62	0	64	64	0	68	0	0	0	64	64	92	75	81	82	78	78	75	96	89	84	89	92	87	99	98	67	1	1	1	2	2	1	2	2	1	2	1	2	2	2	1	2	2	2	1	1	1	1	1	2	1	1	5	2	1	1	3	1	3	5	1	1	1	2	1	1	2	1	1	2	2	2	1	3	1	1	1	1	1	2	3	4	1	1	1	1	1	1	1	2	1	2	13	1	1	2	7	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	2	2	2	3	1	2	2	5
24500	-582.275644000956845	-589.131131951916245	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.559416376092745	0	1	2	2	3	4	5	5	6	7	7	8	9	8	6	11	9	10	10	11	11	12	11	12	12	13	17	14	14	14	16	17	18	16	18	18	19	19	20	19	20	23	22	21	21	21	21	21	21	24	21	21	21	22	22	23	23	27	25	26	27	27	29	31	30	29	30	32	31	30	29	31	31	33	32	31	28	31	31	31	31	32	32	30	34	32	34	33	32	33	32	32	34	36	37	35	35	34	36	35	38	39	0	1	2	2	3	5	5	6	7	6	9	15	11	6	6	12	6	14	10	8	18	19	18	17	23	22	20	24	26	22	28	28	28	28	34	34	32	35	33	36	37	49	53	40	36	37	36	41	39	42	39	39	39	45	45	44	52	59	57	0	0	0	0	71	0	62	1	81	0	62	61	71	65	70	81	84	0	71	71	0	66	0	0	0	91	79	78	67	81	82	78	71	81	96	68	74	90	91	100	64	99	67	1	1	1	1	1	1	2	1	1	3	1	1	2	3	2	1	5	2	2	3	1	2	1	2	1	1	5	2	1	2	2	2	2	1	2	1	2	1	2	1	1	2	1	2	2	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	12	1	1	3	1	2	1	3	1	1	1	2	2	1	2	1	1	1	2	1	3	2	1	1	1	2	3	1	5	2	2	2	1	1	1	4
25000	-588.173613031305308	-595.029100982264708	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.587081928838667	0	1	2	2	3	4	5	6	6	6	7	9	9	8	9	12	10	10	10	11	11	13	12	12	12	13	17	14	13	15	17	15	18	16	18	18	18	19	20	19	20	23	22	21	20	21	21	21	22	24	21	20	21	22	21	22	24	26	25	25	27	28	29	31	29	30	30	32	31	30	28	31	31	32	32	31	31	30	31	32	32	31	31	32	34	31	34	33	33	33	30	32	34	36	37	34	35	36	35	37	38	40	0	1	2	2	3	5	5	6	7	6	9	10	11	6	11	19	15	14	12	12	17	12	21	18	8	16	18	20	16	29	28	20	28	28	34	34	32	35	36	36	37	49	53	40	36	37	36	41	44	42	52	36	39	45	45	38	53	59	57	0	0	0	0	91	0	63	2	83	0	62	60	91	65	66	82	70	0	71	91	0	67	0	0	0	92	78	92	81	74	68	71	91	75	97	93	84	68	64	85	99	100	67	1	1	1	1	1	1	2	2	1	1	1	3	1	2	1	2	1	2	1	2	1	2	1	2	2	1	5	1	1	2	2	3	3	2	2	2	1	1	2	1	2	1	1	2	2	3	3	1	1	1	1	2	1	2	1	2	3	1	1	1	1	1	1	1	1	1	9	1	1	2	2	1	2	2	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1	1	2	2	2	1	3	2	3	4	1	2	1	4
25500	-567.273739457846318	-574.129227408805718	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616697543480030	0	1	2	2	3	4	5	5	6	7	7	6	9	9	9	12	10	10	10	10	12	13	12	12	11	13	17	14	14	15	17	16	18	17	18	18	19	19	20	19	20	23	22	20	20	21	21	21	22	24	21	21	21	22	22	21	23	27	26	25	27	28	29	30	30	30	30	32	30	29	28	31	31	33	32	31	31	31	31	29	32	31	32	31	32	31	34	32	33	33	30	33	34	36	35	34	35	34	35	37	38	40	0	1	2	2	3	5	5	6	7	8	9	8	9	10	10	19	13	8	12	14	25	16	20	18	20	16	28	20	22	29	24	24	31	32	32	31	32	35	40	36	37	49	53	36	40	32	44	41	39	42	39	39	39	45	45	38	52	59	57	0	0	0	0	71	0	62	23	82	0	62	60	71	70	66	76	66	0	64	91	0	76	0	0	0	78	91	85	67	81	82	71	78	75	96	81	84	90	72	85	98	92	67	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	1	4	2	1	1	1	2	2	1	1	2	4	1	1	3	3	1	1	2	1	2	1	1	1	1	1	1	2	1	4	1	1	2	1	1	1	1	2	2	2	2	1	3	1	1	1	1	2	1	2	10	1	1	1	3	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	2	2	2	2	2	2	3	6
26000	-561.285242197688376	-568.140730148647776	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610569442349345	0	1	4	2	2	4	5	6	6	7	7	8	7	9	7	12	9	10	10	11	12	13	10	11	12	11	15	14	14	14	16	17	17	17	18	18	19	19	20	19	20	22	22	20	20	21	21	21	21	24	21	21	21	22	21	23	24	26	25	26	27	28	28	30	28	30	30	32	30	30	28	31	31	32	32	31	31	30	31	31	32	30	32	32	34	32	34	33	33	32	32	33	31	35	35	35	35	36	36	37	38	40	0	1	2	2	2	5	5	7	7	5	7	10	9	15	8	19	8	15	12	23	20	26	14	10	20	19	21	24	22	26	28	31	31	31	34	34	32	35	40	36	37	49	53	36	36	37	44	37	39	42	39	39	39	45	45	38	43	59	57	0	0	0	0	71	0	63	60	70	0	63	61	78	66	67	93	66	0	71	78	0	70	0	0	0	91	79	64	67	81	82	71	78	67	76	89	84	82	91	85	92	100	67	1	1	2	1	1	2	2	1	1	2	2	1	1	2	1	2	3	3	2	1	1	2	1	3	1	1	3	3	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	2	4	2	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	3	3	1	2	2	2	1	3	2	1	2	4	2	3	1	7
26500	-574.425740759925702	-581.281228710885102	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.613530310311324	0	1	2	2	3	4	5	5	6	6	7	8	9	8	9	10	10	10	9	9	12	13	12	9	12	12	17	13	14	15	16	17	18	17	18	18	19	19	20	19	20	23	22	20	20	21	21	21	22	24	21	21	21	21	22	21	23	27	26	26	27	28	28	31	27	30	30	32	31	30	28	31	31	32	32	31	31	29	31	32	32	30	32	32	34	30	34	33	33	32	30	33	31	36	37	35	35	36	36	37	38	39	0	1	2	2	3	5	5	6	5	6	8	8	14	6	12	19	12	10	14	14	18	26	10	14	18	16	31	25	26	29	24	31	31	31	31	34	32	34	36	36	37	49	53	36	36	37	36	41	39	42	44	44	44	45	54	44	52	57	57	0	0	0	0	71	0	63	62	93	0	63	60	91	70	66	93	66	0	71	86	0	93	0	0	0	86	71	71	81	81	82	78	64	66	81	81	84	90	92	92	64	100	66	1	1	1	1	1	1	1	1	3	2	1	2	1	4	1	1	2	4	1	1	2	1	3	1	2	1	1	1	2	1	3	1	2	1	2	1	2	2	1	1	1	1	1	2	1	2	3	1	1	1	1	1	1	1	1	1	2	3	2	1	1	1	1	3	1	2	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	3	2	3	1	1	2	1	2	1	4	4	2	3	3	3	5	1	8
27000	-556.234126335607584	-563.089614286566984	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631345019806140	0	1	2	2	3	4	5	6	6	6	7	9	9	9	9	10	10	10	10	11	12	13	12	12	11	12	17	14	14	13	16	17	18	16	18	18	19	19	20	19	20	23	22	21	20	20	21	21	22	24	21	21	21	22	22	23	24	27	26	26	27	26	28	31	30	30	30	31	31	30	28	30	31	32	32	31	28	31	31	32	31	31	32	32	34	32	34	33	32	33	33	33	31	36	34	35	34	35	36	36	38	40	0	1	2	2	3	5	5	6	7	6	9	8	9	5	10	12	15	14	12	17	18	26	20	18	8	19	21	24	30	26	28	31	31	28	31	31	32	35	40	36	37	49	53	36	36	32	40	37	39	42	39	39	39	45	45	44	52	59	57	0	0	0	0	71	0	63	63	63	0	63	60	71	70	67	66	77	0	71	71	0	70	0	0	0	86	71	91	68	81	82	71	64	70	76	89	76	82	91	92	85	100	60	1	1	1	1	1	1	1	2	1	2	1	2	2	4	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	2	1	2	1	2	2	2	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	2	1	2	2	1	2	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	2	2	1	3	3	1	1	1	1	1	2	2	1	2	1	2	2	2	1	2	2	1	2	2	2	2	1	9
27500	-552.198225487477657	-559.053713438437057	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.564550765734516	0	1	3	2	3	4	4	6	5	7	7	9	8	8	9	12	10	9	10	10	11	12	12	12	12	13	16	14	13	15	17	16	16	17	18	18	19	19	20	19	20	23	22	20	20	21	21	21	22	24	21	21	21	21	22	23	23	27	26	25	27	27	29	31	29	30	30	32	31	30	28	31	31	31	31	31	31	31	31	32	32	31	32	31	34	32	34	33	33	33	31	33	34	35	36	33	35	36	35	37	38	40	0	1	2	2	2	5	5	6	7	6	8	10	9	5	14	19	15	10	12	18	20	19	20	18	20	19	25	24	22	29	32	28	28	28	33	34	32	35	40	36	37	49	53	36	36	32	44	41	39	49	44	40	39	45	44	33	43	59	57	0	0	0	0	71	0	63	65	82	0	63	61	71	66	67	63	70	0	71	71	0	75	0	0	0	64	71	86	81	81	82	71	91	75	84	89	84	90	72	92	99	99	93	1	1	2	1	1	1	1	2	1	2	1	2	3	3	1	2	1	2	1	1	1	2	2	2	2	1	3	2	1	2	1	1	2	2	2	1	3	1	1	1	1	1	1	2	2	3	1	1	2	1	1	2	1	1	2	4	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	3	2	1	1	1	1	1	3	2	2	1	1	2	2	2	2	4	2	2	2	3	2	2	1	4
28000	-526.104225795870093	-532.959713746829493	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.747116816199300	-1	1	2	2	3	4	5	6	6	7	7	9	9	9	9	12	10	10	10	11	11	13	12	12	12	13	17	14	14	15	17	17	18	17	18	17	19	19	20	19	20	23	22	19	20	21	21	21	22	24	21	21	21	22	22	22	24	27	26	26	27	28	28	29	30	30	30	31	30	30	28	31	31	33	32	31	31	31	31	32	32	32	32	32	32	32	34	33	33	33	33	33	34	34	37	35	34	36	34	37	38	39	0	1	2	2	2	5	6	6	7	6	9	10	11	7	7	19	10	14	14	18	14	16	20	18	21	19	15	24	26	29	28	28	28	24	32	28	32	35	44	36	37	49	53	36	40	37	36	41	39	42	39	39	39	45	44	38	52	57	57	0	0	0	0	71	0	63	63	70	0	63	60	71	70	66	68	70	0	71	71	0	77	0	0	0	79	72	86	81	81	82	64	85	75	84	89	94	82	91	91	99	100	93	1	2	1	1	1	1	1	2	1	1	1	1	2	2	3	2	2	1	1	1	2	1	1	2	1	2	5	1	1	1	2	2	2	2	1	1	2	1	1	2	1	1	1	2	1	2	2	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	2	3	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	2	2	1	2	1	4
28500	-554.883915410736677	-561.739403361696077	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658979294942643	0	1	2	2	3	4	5	6	6	7	7	8	8	7	6	11	10	9	10	11	12	13	12	12	12	12	16	14	14	15	16	16	18	16	17	18	19	19	20	19	20	23	22	21	20	20	21	21	22	24	21	21	21	22	22	22	23	27	26	26	27	28	29	31	30	30	30	31	31	30	29	31	31	33	32	31	31	31	31	32	32	32	32	32	34	32	34	32	32	33	31	33	34	34	37	34	35	35	35	37	36	40	0	1	2	2	3	5	5	6	7	6	9	10	11	15	6	12	14	6	8	18	18	26	18	20	17	19	23	23	22	29	28	28	35	24	32	34	32	35	36	35	37	49	53	40	40	37	36	41	52	42	39	36	39	39	47	36	52	59	57	0	0	0	0	71	0	62	62	63	0	62	61	71	70	63	68	65	0	71	71	0	68	0	0	0	91	91	78	66	76	82	71	71	75	84	89	84	90	92	85	99	99	61	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	3	2	2	3	1	3	1	2	1	3	2	1	1	2	1	1	2	1	2	2	1	1	1	1	1	1	2	1	1	3	1	1	1	1	2	1	2	1	3	2	1	1	1	1	1	1	2	1	2	2	1	1	2	1	2	1	4	1	1	1	2	2	1	1	1	1	1	2	1	1	2	1	1	2	2	1	2	2	2	2	1	1	2	1	6
29000	-562.996528077892094	-569.852016028851494	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.748253202371505	0	1	4	2	3	4	4	5	6	7	7	6	9	8	7	12	8	9	10	11	11	12	11	12	12	13	16	14	13	15	15	17	18	16	17	18	19	19	19	19	20	23	22	21	19	21	21	21	22	24	21	20	21	22	22	22	23	27	26	25	27	28	29	30	30	30	30	31	30	30	28	31	31	33	31	31	31	31	31	32	32	32	30	32	34	31	34	33	33	33	30	32	33	36	36	34	35	35	36	37	38	38	0	1	5	2	2	5	5	6	7	8	7	6	11	15	6	19	6	14	12	11	18	19	18	20	10	22	25	24	22	16	24	31	28	31	34	35	33	34	36	36	32	49	53	36	36	37	36	41	39	42	39	39	52	45	45	33	43	59	57	0	0	0	0	71	0	63	63	65	0	63	61	64	65	65	65	83	0	71	64	0	68	0	0	0	92	64	92	81	81	82	71	91	75	84	89	84	90	79	92	99	99	63	1	1	1	1	2	1	1	1	2	1	3	1	2	1	2	2	2	1	2	3	1	2	2	1	4	1	2	2	1	2	2	2	3	1	1	1	1	2	1	1	2	1	1	2	1	2	2	1	1	1	2	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	2	1	2	3	3	1	2	6
29500	-584.164879559891574	-591.020367510850974	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.524754413046971	-1	1	2	2	3	4	5	6	6	6	7	8	9	6	9	12	9	9	10	11	12	13	11	12	12	13	17	14	14	15	16	16	18	17	18	17	19	19	20	19	20	23	22	22	21	21	21	21	22	24	21	21	20	22	22	23	24	27	26	26	27	28	29	31	29	30	30	32	30	30	28	30	31	33	32	31	31	31	31	32	32	31	30	32	34	32	34	33	33	33	33	31	34	35	37	35	35	36	36	37	38	40	0	1	2	2	3	5	5	6	7	6	9	8	11	6	6	19	8	10	12	17	18	19	14	18	10	16	15	24	22	26	24	28	31	28	36	28	34	35	36	34	32	49	53	40	40	41	40	41	53	49	39	39	40	40	45	38	56	59	57	0	0	0	0	71	0	63	63	82	0	62	61	71	70	67	82	83	0	71	71	0	70	0	0	0	78	79	91	66	81	82	78	71	75	84	89	70	74	79	85	64	100	61	1	1	1	1	1	1	2	2	1	2	1	1	2	2	2	2	3	3	2	2	3	3	3	2	4	1	7	2	1	1	2	1	2	3	1	3	2	1	2	2	4	1	2	2	2	1	1	1	2	2	1	1	1	3	1	4	1	1	2	1	1	1	1	3	1	1	1	1	1	2	1	2	1	2	1	1	1	2	2	1	2	1	1	1	2	1	1	2	1	2	1	2	2	2	2	4	2	4	2	4	1	4
30000	-575.684475912832795	-582.539963863792195	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.597608351231966	0	1	2	2	3	4	4	6	5	7	7	7	8	9	9	11	10	10	10	11	12	13	11	12	12	13	17	13	14	12	17	16	18	16	18	18	18	19	20	19	20	23	22	21	21	21	21	21	22	24	20	21	19	21	22	23	24	25	26	26	27	28	29	31	30	30	30	32	31	30	29	31	31	33	32	31	31	31	31	29	32	31	32	32	34	32	34	32	33	33	32	33	34	34	37	35	35	36	36	37	37	40	0	1	2	2	3	5	5	6	7	6	9	8	8	10	13	12	14	5	12	15	20	19	14	18	18	8	23	15	16	16	28	28	31	28	34	34	32	36	53	36	37	49	53	40	35	31	40	41	53	42	53	39	36	40	54	35	43	57	58	0	0	0	0	71	0	62	62	82	0	62	61	71	65	66	67	70	0	71	71	0	76	0	0	0	91	64	64	66	81	82	71	72	75	90	89	94	68	91	87	91	99	93	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	2	1	3	2	2	1	3	2	2	2	3	4	2	1	1	2	2	1	1	2	1	2	1	1	1	1	1	2	2	2	4	1	1	3	1	1	1	1	2	1	3	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	2	1	2	2	2	2	1	3	1	3	3	2	4	1	6
30500	-560.434701602039809	-567.290189552999209	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.651121632173974	0	1	1	2	2	4	5	6	6	7	7	9	8	9	9	12	9	10	10	10	11	13	12	12	11	12	17	14	14	15	17	17	18	16	18	18	19	19	19	19	20	22	21	21	21	21	21	21	20	24	21	21	20	19	21	23	23	25	26	26	27	28	29	31	30	30	30	32	31	30	29	30	31	33	31	31	30	31	30	30	31	31	30	32	34	32	34	32	32	33	33	31	34	36	37	35	35	35	35	35	37	40	0	1	1	2	3	5	5	6	5	8	7	8	9	10	8	19	10	8	12	10	20	26	18	20	18	19	23	24	26	26	28	34	31	24	34	34	34	34	36	36	37	49	53	36	54	37	40	41	39	42	53	53	39	36	35	38	52	57	58	0	0	0	0	71	0	62	63	76	0	63	61	71	65	63	67	65	0	71	71	0	66	0	0	0	92	78	64	81	81	82	71	71	75	84	68	84	90	64	91	91	100	66	1	1	1	1	1	2	2	1	2	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	2	3	2	1	1	4	2	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	3	1	1	1	2	1	2	3	4	2	2	3	1	2	2	5
31000	-544.685219687504059	-551.540707638463459	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.585985405158425	0	1	2	2	3	4	4	6	6	5	7	9	9	7	9	12	10	10	10	11	12	13	12	12	12	11	17	14	14	15	17	17	18	17	18	18	19	19	19	19	20	23	22	21	21	20	20	21	22	24	21	21	20	22	22	22	23	26	25	26	27	28	28	31	29	30	30	32	31	30	29	30	31	33	32	31	31	31	30	31	31	31	32	32	34	32	34	33	33	33	33	33	34	36	36	34	35	36	35	37	38	40	0	1	2	2	3	5	5	6	7	6	7	10	11	6	10	19	12	9	12	18	18	26	20	20	20	19	25	24	26	29	28	28	31	28	31	34	32	31	36	36	37	49	53	36	36	32	40	37	39	42	53	53	39	36	45	38	43	57	57	0	0	0	0	71	0	63	65	82	0	63	61	71	70	63	76	66	0	71	71	0	70	0	0	0	72	64	91	76	81	82	71	64	75	76	81	84	68	92	64	98	99	60	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	1	2	1	1	2	2	1	1	1	1	2	1	2	1	2	2	1	3	1	1	1	1	1	1	1	1	1	3	1	2	1	2	2	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	2	1	1	1	2	1	1	1	3	1	1	1	2	1	1	1	1	1	1	3	1	1	1	2	2	2	1	2	3	3	2	3	3	2	1	2	6
31500	-541.524613827878852	-548.380101778838252	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684057783628265	0	1	2	2	3	4	5	5	6	5	7	9	9	9	8	12	10	10	10	11	10	11	12	12	12	13	16	14	14	15	16	17	17	17	18	18	18	19	19	19	20	23	22	22	21	19	20	21	22	24	21	21	20	19	22	22	24	26	26	25	27	27	28	31	30	30	30	32	31	30	30	31	31	33	31	31	30	31	31	32	32	30	31	32	34	32	34	33	33	33	33	33	34	35	36	35	32	34	36	37	38	38	0	1	2	2	3	5	5	6	7	6	9	15	11	6	10	19	15	15	12	17	14	19	20	20	18	22	23	24	26	26	23	28	31	24	34	31	34	35	36	36	37	49	52	36	54	31	40	41	39	42	53	53	39	35	54	38	44	57	57	0	0	0	0	71	0	63	62	82	0	63	61	71	66	68	70	66	0	71	71	0	66	0	0	0	71	78	92	97	97	82	78	78	75	84	89	84	82	78	92	92	99	85	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	2	1	2	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	3	1	2	1	1	1	1	2	1	1	3	2	2	1	1	2	1	1	1	1	1	2	2	1	2	2	1	1	1	1	1	1	2	1	2	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	2	2	2	2	2	2	2	2	2	3	2	2	4
32000	-544.315141065546527	-551.170629016505927	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.713185301139007	0	1	2	2	3	4	5	6	6	7	7	8	8	9	9	9	9	10	10	10	11	13	12	11	12	12	17	13	14	15	16	16	17	17	18	18	18	19	20	19	20	23	22	21	20	20	21	21	22	24	21	21	20	19	21	23	24	27	25	26	27	28	29	31	28	30	30	32	31	30	30	31	31	33	32	31	31	31	31	32	32	31	30	32	34	32	32	33	33	33	33	33	34	36	36	35	35	36	36	37	36	37	0	1	2	2	3	5	5	6	7	6	9	10	9	12	10	12	8	13	16	17	20	26	7	20	21	19	25	24	26	29	28	28	31	31	34	34	32	31	40	36	37	43	53	40	54	37	38	46	44	42	53	53	40	36	36	35	53	57	57	0	0	0	0	71	0	65	63	70	0	65	61	71	70	75	82	70	0	71	71	0	66	0	0	0	64	71	71	81	68	82	78	78	75	96	89	84	81	85	85	98	85	97	1	1	1	1	1	1	1	2	1	3	1	1	2	1	1	1	2	2	1	1	1	1	6	1	1	2	3	1	2	1	3	1	1	1	1	1	2	2	1	1	2	1	2	2	1	2	2	1	1	1	1	1	1	1	1	3	2	2	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	1	2	1	2	1	2	2	2	1	2	1
