step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12
1	-75.873064792023229	-82.728552742982600	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.126180906354694	1	2	2	5	6	8	9	12	13	15	20	17	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	4	6	6	7	10	8
500	-55.350867180049292	-62.206355131008664	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.177370951314027	0	1	3	5	6	9	9	13	13	15	20	17	0	1	2	3	4	2	5	5	7	8	9	8	1	1	1	1	1	4	2	3	2	1	3	2
1000	-67.945495672786421	-74.800983623745793	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.221263386939164	-2	2	2	6	6	8	9	12	10	15	20	17	0	1	1	1	2	4	5	7	5	4	4	8	1	1	2	4	2	1	1	2	2	4	7	3
1500	-58.602236074423899	-65.457724025383271	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.411361802359208	1	3	2	5	5	7	10	12	14	15	20	18	0	3	1	2	3	2	6	7	6	9	2	8	1	1	1	1	1	2	2	2	4	1	8	2
2000	-60.908693670596833	-67.764181621556205	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.328020311571138	0	2	1	6	5	7	8	12	13	16	19	17	0	3	1	3	3	4	2	4	2	8	12	8	1	1	1	2	2	1	3	3	6	2	1	1
2500	-53.483356651318928	-60.338844602278300	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.803258476040235	0	3	3	5	5	8	10	12	13	15	20	15	0	1	1	3	1	4	6	7	6	8	8	8	1	2	1	1	3	1	1	1	2	2	3	1
3000	-52.246106607839991	-59.101594558799363	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.661195642617894	0	2	3	6	6	6	10	13	12	15	20	18	0	1	2	2	2	2	3	9	7	9	12	9	1	1	1	1	2	2	3	1	1	2	1	3
3500	-44.395991638711990	-51.251479589671362	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.758166523451080	1	3	2	5	5	8	9	12	13	14	21	16	0	3	1	2	3	4	6	7	8	9	10	8	1	1	1	1	2	1	1	1	1	1	3	2
4000	-52.131469443753140	-58.986957394712512	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.564825509949053	1	2	3	5	6	7	8	12	13	14	20	17	0	1	2	3	1	4	6	3	6	9	10	10	1	1	1	1	3	1	1	4	3	1	3	2
4500	-51.012437545381609	-57.867925496340980	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.646991810632058	-1	1	2	5	6	8	9	12	14	15	20	18	0	1	2	3	3	4	2	6	8	9	10	9	1	1	1	1	1	1	4	2	1	1	3	2
5000	-57.480667716832784	-64.336155667792156	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.386831155244926	1	3	2	6	7	8	9	12	12	16	21	17	0	3	1	3	4	1	3	6	7	8	9	10	1	1	1	2	1	3	3	2	1	1	6	1
5500	-61.034766213119127	-67.890254164078499	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.557681973904571	1	3	2	6	6	8	9	12	13	14	20	17	0	3	1	2	2	2	3	4	4	7	12	4	1	1	1	1	1	3	4	3	3	2	2	5
6000	-53.346383116119505	-60.201871067078876	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658664490334045	1	2	3	5	6	8	8	9	13	15	20	16	0	1	2	2	2	5	5	5	7	9	12	10	1	1	1	1	1	1	1	2	2	1	4	1
