step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100
24500	-593.729594180415006	-591.733866120356652	-1.995728060058303	0.000197580128279	0.000027524627363	0.139308682519460	0.604288891895070	-1	1	0	3	3	3	3	2	6	5	7	5	7	6	6	7	7	7	5	7	7	8	9	10	11	9	9	10	9	9	8	10	9	11	11	11	10	12	12	12	14	13	14	13	11	12	13	14	14	15	14	15	15	17	14	18	16	17	16	17	17	20	19	20	16	19	19	20	20	19	19	18	21	22	21	21	25	27	28	28	27	30	32	33	31	35	33	34	33	34	34	34	34	37	39	36	35	36	37	42	0	1	1	2	2	2	2	2	4	4	14	3	19	10	12	9	10	14	5	12	19	4	9	14	15	8	17	19	19	21	10	14	16	33	29	20	16	10	35	26	30	30	23	29	29	35	36	25	25	51	17	44	37	43	30	65	10	42	55	52	65	56	58	67	47	48	58	54	65	65	47	61	66	69	67	66	76	77	77	78	76	80	82	82	80	88	83	83	85	79	83	85	87	86	94	89	90	0	89	98	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	3	2	1	3	3	1	2	2	1	2	3	1	1	1	2	1	3	1	2	2	2	2	2	2	1	1	2	2	1	4	1	3	2	2	1	6	2	1	1	1	1	1	1	1	2	1	2	2	1	3	1	1	1	1	1	1	1	2	1	4	1	1	1	1	1	1	1	1	3	1	2	1	1	2	1	1	1	2	3
25000	-603.584778115443896	-601.987344533927967	-1.597433581515951	0.000174400913070	0.000042055276100	0.241141375696215	0.541503524901873	-1	1	0	3	2	3	5	3	5	5	6	7	6	6	5	6	7	7	8	8	6	8	8	11	10	7	10	11	9	10	9	9	9	11	11	12	11	12	12	11	13	14	13	14	11	12	14	14	17	16	14	15	15	17	15	18	17	17	18	18	17	19	17	18	16	17	18	19	20	20	20	20	20	23	21	22	24	26	27	27	28	30	31	34	32	35	34	33	34	35	33	36	33	36	40	35	36	37	38	41	0	1	1	2	3	2	5	2	3	4	4	4	8	5	1	4	10	10	18	26	7	12	17	18	19	4	29	17	13	31	4	14	15	18	7	20	9	19	27	19	46	34	17	45	29	27	25	26	29	35	30	43	17	44	43	61	52	51	42	35	65	56	41	44	36	47	43	63	56	56	60	65	56	62	60	72	76	76	76	78	80	81	82	88	83	93	83	83	82	88	83	89	83	84	87	82	96	0	92	14	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	1	2	2	1	1	1	1	1	2	1	1	1	2	1	1	2	2	3	2	3	2	3	2	1	1	1	3	2	2	1	1	3	3	4	1	1	1	3	2	1	1	1	2	2	3	1	1	2	3	2	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1	1	1	17
25500	-653.421182470589429	-651.770428964887969	-1.650753505701435	0.000172725477915	0.000037991439027	0.219952722006980	0.433791951735327	-1	1	1	1	3	3	4	2	5	5	5	6	6	4	8	7	7	7	7	8	7	7	8	11	9	9	9	11	10	9	9	9	8	10	10	12	12	11	12	13	14	14	13	14	12	13	14	14	16	16	15	15	15	16	14	18	15	17	18	18	17	20	18	18	17	18	20	18	19	19	21	19	20	20	22	22	25	27	27	29	28	30	33	32	34	35	34	34	33	35	33	34	34	35	40	34	36	38	39	42	0	1	1	1	4	4	8	4	4	4	8	4	8	4	9	5	10	10	10	13	13	2	14	10	16	14	19	12	7	17	22	9	14	10	23	9	35	10	31	20	37	45	16	16	29	23	29	12	45	55	17	19	19	55	38	61	37	45	40	53	46	65	49	54	51	7	64	33	65	61	64	65	69	56	73	73	76	76	62	79	76	81	81	82	80	83	83	91	77	88	78	77	84	85	94	81	87	0	83	59	1	1	1	1	1	1	1	1	2	2	2	3	2	2	1	1	1	1	1	1	1	4	2	3	1	2	2	3	2	1	1	3	2	2	1	3	1	2	2	2	1	1	3	4	1	4	2	3	2	1	3	4	5	1	1	1	1	2	3	2	2	2	1	1	2	8	1	4	1	1	2	1	1	1	1	1	3	2	2	1	2	1	2	2	2	1	1	1	4	1	3	7	1	1	3	3	1	1	3	16
26000	-663.034206401503184	-661.060388382599626	-1.973818018903525	0.000141553726403	0.000020209123532	0.142766453739872	0.459238620648016	0	2	1	3	1	3	4	4	5	5	5	5	6	5	7	7	8	7	5	8	7	8	8	11	10	6	10	10	9	10	9	10	9	11	10	12	13	13	12	10	12	15	12	13	13	13	15	15	16	15	14	15	16	15	16	18	17	18	17	17	19	18	18	18	18	18	19	19	21	19	19	20	21	22	22	22	25	26	27	29	26	30	31	33	34	36	33	35	31	34	32	35	35	36	40	34	36	37	38	43	0	1	1	5	1	2	5	2	3	1	8	1	7	5	9	10	9	10	6	11	7	14	16	4	33	7	23	33	14	29	17	13	15	20	23	34	31	29	27	19	31	45	10	32	24	35	44	14	47	23	16	45	37	44	52	19	46	42	52	38	66	43	42	30	24	13	58	66	70	66	47	62	66	69	51	48	68	66	81	76	65	79	78	82	89	83	83	83	80	83	77	77	84	90	86	89	88	0	92	64	1	1	1	1	1	1	2	1	3	2	1	2	2	1	2	1	1	1	1	3	2	1	1	4	1	1	1	1	2	1	1	2	1	1	2	1	2	2	1	2	2	1	3	2	2	2	1	7	1	3	3	1	2	1	1	6	2	2	1	3	1	2	1	5	3	5	1	1	1	1	2	1	2	1	4	4	3	4	1	3	4	1	2	1	2	2	1	2	2	2	3	3	1	1	2	2	1	1	2	14
26500	-646.267321534825555	-644.665914853071740	-1.601406681753850	0.000148153424970	0.000035469987217	0.239413886141041	0.510950809681855	-1	1	1	1	3	3	4	4	5	6	6	5	6	6	7	5	8	7	8	8	6	8	9	10	9	9	9	10	7	10	10	9	9	12	10	12	12	12	13	13	12	14	13	14	12	14	14	13	13	16	14	15	16	17	16	17	15	17	17	18	19	19	17	20	18	19	16	19	21	20	21	19	22	23	22	23	23	27	28	28	28	29	31	34	33	35	32	35	34	34	32	35	34	36	39	34	36	37	37	41	0	1	1	1	2	2	6	5	4	4	4	4	8	7	10	1	29	16	29	21	6	12	29	18	15	11	29	11	9	22	17	29	5	31	1	20	24	29	17	19	25	41	18	24	32	37	40	35	28	39	18	45	37	57	19	48	49	38	38	52	42	48	51	43	48	48	43	63	61	48	21	20	35	69	60	65	62	76	56	78	73	79	78	87	83	91	79	89	91	83	73	85	91	88	87	81	88	0	89	68	1	1	1	1	1	1	1	1	2	3	2	2	1	1	1	2	1	1	1	2	1	1	1	2	1	2	1	2	2	1	1	1	3	1	5	1	1	2	3	3	2	1	4	3	2	1	1	1	1	1	4	2	2	1	4	2	1	2	3	2	2	2	1	3	2	4	1	1	1	3	8	5	6	1	2	2	2	1	5	1	5	1	2	1	1	2	1	1	1	1	3	1	1	1	3	3	1	1	2	9
27000	-608.931484112414296	-607.413014429334794	-1.518469683079483	0.000130213926415	0.000036774752498	0.282417967959644	0.604871772414426	-2	0	1	2	4	3	4	2	5	5	3	6	6	7	6	4	7	7	7	7	7	8	8	10	10	9	10	9	10	11	8	9	8	12	10	13	12	12	11	12	14	14	13	13	11	14	14	12	17	17	14	15	15	18	16	16	16	15	18	16	19	18	19	19	18	18	19	20	20	19	21	20	20	23	22	23	25	26	25	28	27	31	33	33	33	36	31	35	34	34	32	36	34	36	39	35	35	37	38	43	0	1	1	1	8	2	11	2	3	5	4	1	8	9	5	4	10	10	16	13	9	9	10	18	15	21	19	18	23	23	5	19	15	30	17	9	28	24	31	11	34	40	31	32	14	31	29	4	60	39	40	44	34	58	53	41	51	29	42	29	65	56	53	57	56	56	57	64	65	56	51	66	56	73	71	73	73	79	73	78	48	81	91	79	82	90	77	83	82	87	87	87	82	90	86	77	84	0	89	81	1	1	2	2	1	1	1	2	1	1	1	4	2	1	1	1	1	1	2	1	1	2	2	1	2	1	2	1	1	1	3	1	1	1	1	3	1	1	1	6	1	1	3	2	2	4	2	6	1	3	1	2	1	1	1	1	2	2	2	3	1	1	2	1	1	1	1	1	2	1	4	1	2	1	1	2	3	1	2	1	7	2	1	4	1	1	4	1	2	2	1	3	2	1	1	5	1	1	2	10
27500	-625.000917045974006	-622.907943004538993	-2.092974041435006	0.000196773601287	0.000024703843578	0.125544500973613	0.592631600405338	-1	2	0	1	3	3	4	3	5	5	6	6	7	6	8	7	7	7	8	8	7	8	8	9	10	9	9	10	9	11	9	9	10	11	10	12	13	11	12	13	13	15	14	13	13	11	14	13	17	16	14	15	14	17	17	17	14	16	18	17	19	18	16	19	16	18	19	19	19	20	19	18	22	22	22	23	25	26	26	28	27	31	34	33	32	35	33	35	34	35	33	35	34	37	38	34	36	36	38	42	0	3	1	1	4	4	5	2	5	7	6	3	9	7	4	10	4	10	13	9	14	9	16	16	12	21	23	22	18	17	12	9	17	27	23	6	27	10	35	19	36	37	45	24	18	35	32	19	16	27	22	45	46	16	51	48	40	42	63	45	48	48	47	45	36	65	59	54	47	48	54	56	56	62	67	56	70	73	77	79	77	80	91	82	82	87	78	91	81	83	82	96	82	90	86	84	85	0	96	50	1	1	1	2	1	1	1	1	1	1	2	3	1	1	3	1	4	1	1	2	1	3	1	1	3	1	1	1	1	2	2	2	2	1	1	4	2	2	1	2	1	1	1	2	3	1	3	2	3	4	5	1	2	5	2	2	1	1	1	3	3	3	1	3	2	1	1	1	2	3	1	1	4	3	1	3	2	2	1	1	1	2	1	1	1	1	3	1	4	1	1	1	1	1	1	1	2	1	2	8
28000	-666.857928617466087	-665.210612343123785	-1.647316274342351	0.000187764999589	0.000041533807887	0.221201011783041	0.481584765280598	-2	1	0	3	2	4	4	3	5	6	6	6	6	6	8	6	8	7	7	8	6	8	9	10	9	10	8	10	10	10	10	9	9	11	11	9	11	13	12	12	13	14	13	13	13	12	14	14	16	15	12	15	15	18	16	18	16	18	17	17	19	19	16	19	18	18	16	20	21	19	20	19	21	21	22	22	25	27	28	26	27	30	33	32	33	35	34	31	34	35	33	35	34	34	38	35	35	37	36	42	0	1	1	2	3	8	1	2	6	1	6	4	6	5	9	5	16	5	11	11	8	5	27	10	7	11	10	10	9	23	27	14	18	32	27	11	10	10	23	36	8	20	14	32	10	4	51	4	45	31	16	28	51	48	39	6	47	44	49	44	51	65	35	46	57	40	18	49	65	65	58	65	72	6	66	66	72	76	76	66	76	81	56	79	88	87	82	77	85	91	82	88	79	84	86	89	81	0	82	56	1	1	1	1	1	1	3	1	1	3	1	1	1	2	2	1	1	3	1	1	2	3	1	2	2	1	1	2	3	1	1	2	2	2	1	1	2	3	2	2	4	3	2	2	3	4	1	6	1	2	3	3	1	2	3	5	1	3	1	2	4	1	2	2	1	3	4	2	1	1	1	1	1	9	3	2	2	3	4	4	3	1	7	2	1	1	2	3	1	1	1	2	2	1	1	1	3	1	3	9
28500	-645.209775364156030	-643.758587085198542	-1.451188278957433	0.000145940946510	0.000048877812745	0.334915004414640	0.542895330170708	0	1	1	1	4	3	4	2	5	5	4	6	6	6	6	5	8	7	7	8	7	8	7	10	11	9	9	10	9	10	8	10	9	11	10	13	12	12	12	12	14	15	13	13	12	13	14	14	16	14	14	16	14	18	16	17	17	16	17	17	18	19	19	19	19	19	19	19	21	16	19	18	21	23	22	23	25	27	25	29	28	29	33	33	31	36	34	34	34	35	32	36	34	36	38	36	34	37	38	41	0	1	1	1	1	2	8	4	7	1	6	11	8	2	16	1	7	10	5	21	8	12	10	17	7	13	23	13	18	29	5	29	7	33	17	14	17	28	27	26	28	48	14	32	16	16	32	28	43	35	10	44	37	38	34	48	42	46	47	42	70	59	57	55	28	72	55	61	62	48	36	70	36	57	64	71	48	76	76	78	79	74	81	91	80	93	82	77	84	87	81	87	91	97	90	89	19	0	89	63	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	2	2	1	2	1	2	1	1	1	2	1	1	2	1	1	2	1	3	1	1	3	1	1	1	1	2	1	3	1	4	3	2	2	2	2	5	2	1	3	3	2	2	1	2	1	1	1	1	2	5	1	2	1	2	1	3	1	3	3	1	2	6	2	1	1	1	3	3	1	1	1	3	4	1	1	2	1	1	1	1	1	9	1	2	10
29000	-654.348788806957714	-652.648085079323891	-1.700703727633807	0.000173898080212	0.000035353152328	0.203298117408797	0.465405784319627	-1	1	0	2	2	3	4	3	6	4	7	6	5	7	7	6	7	7	8	7	6	9	9	10	10	9	9	11	9	7	9	8	9	9	10	12	12	12	12	12	11	15	13	13	13	13	14	14	16	17	15	15	14	17	17	17	15	17	17	17	19	18	18	20	18	18	19	20	20	19	20	19	21	23	22	22	24	26	27	28	26	30	33	34	34	35	33	33	34	34	34	35	35	36	39	36	34	37	37	42	0	1	1	1	3	2	8	2	7	4	2	4	6	4	12	4	10	10	3	8	8	16	14	18	9	6	4	22	10	13	16	9	19	15	16	30	23	28	14	4	17	40	36	41	27	23	27	27	52	51	45	44	19	38	47	20	12	51	36	27	7	40	52	67	57	56	59	62	56	66	61	48	66	65	57	56	68	76	76	70	75	78	76	87	82	90	80	78	88	87	88	76	84	91	86	85	80	0	89	97	1	1	1	1	1	1	1	1	1	1	3	2	1	2	1	2	3	1	4	1	2	1	1	2	2	3	4	1	2	1	2	1	1	1	3	4	2	1	4	4	2	2	1	1	2	3	2	2	1	1	1	2	3	3	2	4	4	1	3	5	7	4	1	1	1	1	1	1	2	1	1	3	1	2	4	3	2	2	2	3	2	2	6	1	2	1	3	3	1	1	1	5	1	1	1	1	5	1	2	5
29500	-648.857821596725898	-647.244558100444692	-1.613263496281229	0.000203698665181	0.000047749592106	0.234412886620894	0.510087309815425	-1	0	1	2	4	3	5	3	4	5	6	6	6	7	8	6	8	8	7	8	7	8	9	10	11	10	8	10	9	10	9	8	8	12	11	12	11	13	12	11	13	13	13	12	12	14	14	15	16	15	11	15	16	18	16	18	17	16	16	17	18	20	17	19	18	19	17	20	21	18	21	18	20	22	20	22	24	26	28	28	26	30	33	33	32	34	32	33	35	34	33	35	34	37	38	35	35	36	37	42	0	1	1	2	1	4	8	2	3	4	9	4	6	8	19	10	10	9	6	11	7	12	16	5	9	14	10	16	7	16	16	7	19	51	31	20	10	32	23	26	51	30	17	29	18	24	36	25	14	35	29	34	35	50	28	9	44	29	29	24	9	30	58	57	25	70	45	70	72	59	64	58	70	48	53	73	74	76	78	68	76	80	82	82	77	83	82	82	88	88	78	84	91	83	84	83	91	0	89	56	1	1	1	1	2	1	1	2	2	1	1	2	2	2	1	1	1	2	2	1	1	1	1	3	5	2	1	2	1	3	1	1	1	1	1	2	3	2	2	1	1	2	2	1	2	2	1	2	4	2	1	1	3	3	3	6	3	3	4	2	5	6	1	1	3	1	2	1	1	1	1	1	2	3	1	1	1	2	1	2	2	1	2	1	5	1	2	1	1	1	3	1	1	2	2	1	1	1	1	7
30000	-615.517608433644227	-613.717012840227312	-1.800595593416892	0.000168932074720	0.000029805946997	0.176437464857106	0.542209169602094	-1	0	0	3	3	4	4	3	6	5	6	7	6	7	4	7	7	7	6	7	6	7	8	11	11	9	10	11	9	10	9	8	9	11	11	13	12	12	13	12	14	14	13	13	13	13	15	14	16	16	14	16	16	17	15	17	17	16	18	18	19	19	19	20	18	16	20	19	18	20	20	20	21	24	21	23	24	26	27	29	28	31	33	33	32	35	32	34	35	34	33	34	34	37	40	36	34	37	39	42	0	1	1	2	1	8	2	2	8	7	7	5	7	7	4	7	19	7	4	7	8	4	17	16	9	21	9	27	19	23	23	10	15	13	17	11	17	24	35	11	9	38	27	32	18	31	31	20	45	28	16	32	27	52	43	66	42	44	58	38	69	65	44	14	56	48	24	59	56	56	56	69	65	72	71	75	73	77	75	78	78	80	87	82	75	83	79	82	80	83	76	82	91	93	86	91	91	0	92	63	1	1	1	1	2	1	2	2	2	1	1	2	1	1	1	2	1	2	2	2	2	2	1	2	2	2	1	1	2	1	1	2	2	2	2	2	3	1	1	2	5	1	2	2	3	2	3	2	2	2	4	3	4	1	1	1	1	2	1	2	1	1	3	6	1	1	4	1	1	2	1	2	1	2	1	1	1	1	4	2	1	1	1	1	5	1	2	2	3	1	6	1	1	2	3	2	1	1	2	9
30500	-584.262500979399078	-582.596617894771043	-1.665883084627987	0.000138840717624	0.000029798692894	0.214625027901778	0.519426142846027	-1	1	0	3	3	4	3	3	4	5	5	7	7	6	7	6	7	7	7	7	6	7	9	10	9	9	9	10	9	9	9	9	10	12	11	12	11	12	11	12	13	14	13	14	12	13	14	14	17	17	14	15	15	14	15	16	16	17	17	17	17	20	18	19	17	18	20	18	21	19	20	20	21	23	22	23	24	27	26	29	27	30	32	33	32	35	31	33	34	34	33	35	34	36	39	35	35	37	39	43	0	1	1	3	1	2	3	2	3	9	4	7	14	3	5	10	10	10	5	21	11	9	14	14	15	11	17	5	16	8	16	10	25	31	23	21	27	29	31	28	37	38	32	32	28	34	46	30	54	41	29	44	46	38	46	26	34	54	52	14	48	66	52	24	48	61	58	58	62	65	50	48	48	69	50	56	73	77	73	79	76	78	82	87	74	87	78	87	87	83	79	78	83	89	86	88	89	0	94	85	1	1	1	1	2	1	1	2	2	1	1	2	1	3	3	1	1	1	2	1	1	2	1	2	1	2	1	2	2	2	2	3	1	1	1	3	1	2	1	1	1	1	2	2	1	1	1	2	1	2	3	1	1	1	1	3	2	1	1	7	1	1	2	3	2	1	1	1	1	1	2	3	3	1	3	3	2	3	3	2	2	1	1	2	4	2	2	2	2	1	4	3	1	1	1	1	1	1	1	6
31000	-619.280554241278082	-617.528185127879965	-1.752369113398150	0.000195027678024	0.000036763227389	0.188502615428984	0.603922809624323	-1	1	1	3	1	3	3	3	5	5	6	7	7	6	8	7	7	6	7	7	6	8	6	10	9	9	8	11	7	11	10	9	10	11	9	12	13	12	12	13	13	15	13	14	10	14	14	14	17	16	14	15	16	18	16	18	16	17	16	17	18	20	18	20	16	18	20	20	21	20	19	20	22	22	22	22	22	25	28	29	27	30	32	34	32	36	33	35	33	34	33	35	34	36	39	34	36	37	37	40	0	1	1	5	1	2	2	2	6	7	9	3	6	7	14	4	10	4	6	4	9	7	1	16	15	4	10	22	9	10	27	29	15	16	27	20	24	45	23	13	31	41	34	38	14	34	38	28	52	47	45	47	31	59	51	55	45	57	27	9	51	56	52	61	48	57	71	53	62	55	51	66	69	56	67	65	69	71	70	81	78	79	82	83	80	88	82	87	83	85	83	89	85	84	88	85	84	0	92	68	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	2	1	2	2	1	1	2	2	1	1	3	1	1	1	3	1	2	1	1	1	3	2	1	3	3	2	1	1	1	2	1	1	1	2	1	3	1	3	1	1	1	2	1	3	5	3	1	2	1	1	1	1	3	1	2	3	1	1	2	1	3	1	3	3	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	6
31500	-601.436614262789931	-599.782067190203406	-1.654547072586514	0.000143192513381	0.000031300692280	0.218591681512316	0.573689473152205	0	1	1	2	2	3	4	4	5	5	7	5	6	6	7	6	6	7	7	8	7	9	8	11	10	10	9	9	8	10	9	10	10	11	10	12	13	11	12	12	13	14	12	13	12	14	14	14	17	14	14	15	16	15	15	16	16	18	17	17	19	17	18	16	16	18	18	19	21	19	21	19	20	22	21	23	25	27	27	28	28	30	32	31	33	35	30	35	34	34	33	36	35	37	39	36	35	37	38	42	0	1	1	1	3	4	4	4	5	4	14	3	6	3	7	7	10	16	10	11	8	7	17	18	15	13	17	14	5	18	9	18	15	26	12	20	24	7	35	26	24	36	10	45	24	37	13	9	54	31	45	44	37	51	38	43	51	64	50	32	62	56	52	24	9	56	55	65	62	56	61	62	66	72	62	72	76	76	77	79	79	80	82	80	82	90	77	91	85	83	83	85	87	86	94	89	85	0	92	67	1	1	1	1	1	1	1	1	2	2	1	2	2	1	2	1	1	1	1	1	2	2	1	2	2	3	2	1	3	2	2	2	2	1	3	2	1	3	1	1	1	1	4	1	1	1	3	4	1	2	1	1	1	1	3	1	1	1	2	4	1	1	2	2	5	1	2	2	2	1	1	1	1	1	3	3	2	2	1	1	1	1	1	1	1	1	4	1	1	2	1	2	2	1	1	1	1	1	1	13
32000	-700.649584928067497	-699.007406990328718	-1.642177937738764	0.000220558341902	0.000049205357373	0.223094519791272	0.403357546840894	-1	1	1	3	3	3	4	2	5	5	6	7	6	5	7	6	8	8	7	8	7	7	8	9	9	10	10	11	10	11	9	10	9	11	11	13	13	13	11	11	13	14	14	13	12	13	12	12	15	17	14	15	13	18	17	16	15	17	18	17	16	19	18	19	18	16	19	20	19	19	20	19	20	23	23	22	23	26	27	29	27	30	33	34	32	35	33	32	34	33	34	36	34	34	40	35	35	38	39	42	0	1	1	3	1	8	2	2	1	4	8	14	6	5	14	4	16	10	9	6	7	7	16	5	14	11	12	18	4	25	23	18	19	33	23	11	9	35	23	14	39	6	18	18	29	31	26	12	13	53	38	44	29	45	32	13	46	44	57	27	12	29	51	58	9	19	38	35	49	13	66	19	48	76	65	66	63	56	62	81	73	74	77	59	71	83	65	77	90	82	83	89	88	82	86	83	88	0	97	71	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	3	2	1	1	3	2	2	2	2	3	1	1	1	1	1	2	5	3	1	1	3	1	6	2	2	1	2	1	2	5	2	1	1	1	2	3	5	1	2	2	3	5	3	2	1	5	4	4	4	3	6	2	7	5	1	4	3	1	5	4	1	2	4	2	7	5	1	7	3	1	2	1	1	1	1	2	2	2	1	2	11
32500	-654.911853438692788	-653.268168957039052	-1.643684481653736	0.000178450191471	0.000039711572906	0.222535894069954	0.435080123802448	-1	0	0	2	3	4	5	4	4	5	6	7	5	7	7	6	7	7	7	8	6	8	8	8	10	9	10	11	10	10	9	9	10	11	11	12	13	12	12	11	12	15	13	14	12	11	13	15	17	16	13	15	15	16	15	17	17	18	18	16	19	19	17	19	18	19	19	19	18	20	21	17	21	22	23	23	24	27	27	28	27	31	33	32	31	35	31	33	33	35	33	35	34	36	39	34	34	37	39	42	0	1	1	1	1	2	9	4	5	1	6	5	6	21	7	1	9	9	13	21	8	5	17	9	12	11	23	31	12	15	23	18	12	25	18	12	23	29	10	12	35	43	38	41	29	23	18	12	16	9	34	32	47	17	38	4	42	38	47	39	65	72	34	69	72	72	52	56	13	66	57	48	65	70	62	66	74	76	66	48	73	78	78	78	81	83	78	82	78	91	79	81	80	83	88	85	85	0	82	48	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	4	1	2	1	1	1	2	1	2	2	1	1	2	1	2	1	1	2	1	2	3	2	1	4	2	1	1	1	1	2	1	2	4	4	5	2	2	1	5	2	9	1	2	2	2	1	1	3	1	1	2	2	1	7	1	2	1	2	1	2	3	1	2	3	7	2	2	2	3	2	1	2	1	3	1	3	4	3	2	3	1	1	1	4	16
33000	-672.264668529373921	-670.438603874773094	-1.826064654600879	0.000172949885430	0.000029510440340	0.170630008032716	0.533652815399899	-2	1	0	2	2	4	3	3	6	5	7	4	6	6	7	5	7	8	7	7	5	8	9	9	11	8	9	11	10	10	9	9	10	11	10	12	11	13	12	12	12	14	14	14	12	13	14	14	17	16	15	15	16	18	15	17	15	16	17	17	19	18	16	18	19	16	19	19	20	20	21	19	20	23	22	23	25	26	27	29	28	30	33	34	32	34	32	35	34	34	32	35	35	37	40	36	35	38	38	41	0	1	1	2	1	2	3	2	10	5	21	3	6	12	14	1	9	16	13	8	8	12	16	7	16	19	14	11	10	17	9	9	15	30	19	13	35	24	35	7	17	39	9	16	30	37	31	13	23	42	38	45	41	38	48	7	18	7	43	63	62	66	46	38	47	22	55	56	62	62	52	62	62	72	41	48	76	76	66	77	77	79	91	80	82	91	82	87	81	87	78	80	90	87	86	90	84	0	79	41	1	1	1	1	2	2	2	1	1	2	1	2	1	1	1	3	1	2	1	3	1	3	2	3	2	1	2	2	3	2	1	2	2	1	2	3	1	3	1	5	2	1	5	5	1	1	2	3	3	1	1	2	2	3	1	7	3	5	1	1	1	1	1	2	3	5	2	2	1	1	2	1	1	1	5	3	1	2	4	2	2	1	1	1	1	1	1	1	3	2	2	3	1	2	2	1	1	1	5	20
