step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	Tinf_116	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	alpha_116	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115	kappa_116
24500	-656.910403440523169	-663.765891391482569	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.462022149900723	1	0	2	2	2	3	3	4	2	2	4	6	5	6	5	5	5	9	7	8	7	7	7	8	7	8	6	5	9	8	8	9	11	13	8	9	11	9	8	9	9	10	10	12	9	11	9	10	12	10	9	11	12	12	12	11	11	12	10	12	12	13	13	12	14	12	12	14	13	14	13	14	13	16	14	12	14	15	14	16	14	16	17	17	15	15	16	18	16	15	17	15	18	17	17	19	16	17	18	17	17	17	19	20	20	20	20	20	21	22	22	22	25	27	28	28	2	0	2	2	2	2	10	9	2	2	4	17	1	8	1	6	1	31	27	14	16	13	13	22	8	11	2	3	5	2	28	2	51	33	11	23	1	1	21	15	13	22	26	45	1	13	22	15	46	40	23	2	56	41	18	12	8	1	11	2	47	35	45	26	50	51	21	36	46	19	2	60	57	22	53	2	1	18	66	81	67	70	69	30	67	21	42	58	76	69	79	70	77	34	92	93	68	19	69	65	73	0	90	73	93	95	90	89	63	89	90	0	0	113	111	0	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	2	2	2	1	3	4	1	4	1	1	1	1	6	2	1	2	1	2	1	1	4	4	2	2	1	1	1	4	1	1	2	2	3	4	4	4	1	2	3	2	2	2	3	2	1	4	9	1	2	3	1	4	5	4	1	1	1	1	1	4	2	5	3	2	2	1	1	1	2	2	1	1	1	5	3	2	2	1	2	4	1	2	3	4	5	3	3	1	1	1	3	1
25000	-745.566655685413821	-752.422143636373221	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.510250738279911	1	0	3	2	2	4	3	2	4	4	4	6	4	5	6	5	5	7	7	7	7	5	8	6	5	8	6	9	7	9	9	9	9	12	7	8	12	9	8	9	10	11	9	11	9	9	9	9	11	9	11	10	11	13	12	12	11	12	11	12	14	12	13	14	12	12	13	15	15	14	10	14	13	14	14	13	14	13	14	16	14	16	17	15	18	15	17	17	17	16	17	17	18	18	16	17	17	17	19	15	18	18	20	18	21	21	21	22	22	21	24	25	25	26	28	27	2	0	1	1	2	2	5	2	7	2	8	9	8	8	1	3	8	16	1	24	25	9	16	9	1	27	1	19	8	2	2	16	8	44	24	9	26	25	10	25	23	12	21	47	24	1	8	18	43	35	40	6	47	31	49	26	11	39	31	1	60	24	66	33	32	8	37	59	29	55	30	48	38	33	62	2	60	30	51	68	65	36	72	36	41	18	12	69	80	77	61	19	33	72	81	81	34	84	28	39	79	0	61	74	96	80	47	104	94	95	98	0	0	106	112	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	3	1	1	1	2	1	2	1	2	1	3	3	6	1	4	1	1	2	2	3	1	2	1	2	1	2	2	3	4	1	1	1	1	4	1	2	1	2	4	2	2	6	2	3	1	3	2	4	1	4	4	1	1	3	2	2	1	5	1	3	2	1	1	2	1	4	4	2	7	1	1	2	2	4	5	2	1	1	1	1	4	3	1	1	4	2	3	2	9	1	2	3	4	1	1	2	1	1
25500	-668.364040829478540	-675.219528780437940	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.508907381701778	1	0	2	3	3	3	3	3	3	5	4	4	5	4	5	7	6	9	6	7	6	7	8	7	7	8	6	8	9	9	7	10	9	12	8	7	11	6	8	9	11	10	10	9	10	10	9	10	11	11	12	11	11	13	12	12	12	11	11	13	13	12	13	12	13	13	11	16	14	14	13	14	12	15	14	12	14	13	15	17	16	15	16	16	17	16	16	17	18	16	16	15	18	18	17	18	19	17	18	17	19	18	19	20	17	20	20	20	22	22	24	22	25	26	28	28	2	0	1	3	1	1	3	3	1	1	4	2	1	1	1	38	7	31	2	12	9	10	15	17	1	15	12	27	31	12	2	12	13	50	31	12	19	12	6	14	39	8	28	2	4	1	1	36	18	26	59	48	36	48	15	29	33	7	32	1	57	17	59	30	48	13	31	2	62	67	59	60	48	15	15	47	47	56	78	46	53	54	78	41	68	65	67	91	84	41	54	62	70	68	90	81	85	69	50	7	67	0	77	49	87	93	2	75	101	93	107	0	0	113	113	0	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	3	2	2	1	2	1	3	2	1	1	1	2	2	3	2	1	1	2	2	1	4	2	1	3	1	4	4	5	4	2	1	2	1	1	3	1	3	2	1	3	1	5	1	2	1	1	1	3	2	7	1	1	1	1	1	6	3	2	2	1	1	5	2	1	2	3	1	1	2	1	1	3	2	1	2	1	1	1	2	2	3	8	7	1	2	3	1	1	7	2	1	4	2	1	1	1	1	1
26000	-710.574399007746251	-717.429886958705652	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.507389903356545	1	0	3	1	3	3	4	4	4	4	3	4	5	6	6	6	6	10	5	7	7	7	7	8	8	9	8	7	7	9	10	9	10	13	9	7	11	8	7	9	9	10	10	11	9	9	11	8	9	10	13	10	11	13	13	12	11	10	11	11	10	13	14	13	12	12	14	16	13	15	11	14	14	15	14	14	15	15	14	17	15	15	18	16	16	17	16	17	19	16	18	16	18	18	17	18	17	18	18	16	19	16	20	17	21	20	21	22	21	22	24	25	24	27	29	26	2	0	1	2	2	1	2	6	11	2	2	5	1	11	2	9	2	24	2	10	7	8	5	29	19	16	1	19	19	39	17	8	13	65	39	9	49	21	9	20	20	2	49	2	39	2	1	15	14	1	48	39	21	44	48	52	21	17	1	49	22	50	32	8	32	36	21	40	57	62	11	66	65	60	37	8	35	20	66	46	71	51	65	54	49	44	60	76	97	54	90	75	68	86	75	75	42	72	73	32	100	0	47	1	83	74	68	81	101	73	99	0	0	108	114	0	1	1	2	1	2	1	3	1	1	3	1	1	2	1	4	1	4	1	2	2	2	1	2	1	2	1	3	1	1	1	1	2	2	1	1	1	1	1	1	1	1	6	1	4	1	3	7	1	1	5	2	1	2	1	3	1	1	2	4	1	3	1	3	5	2	3	3	2	1	1	3	1	1	3	2	5	4	5	1	5	2	1	3	2	3	3	1	1	1	1	1	1	1	1	1	2	6	2	2	3	2	1	4	6	1	2	1	3	1	4	3	1	1	2	1	1
26500	-682.870820900948956	-689.726308851908357	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.434310486634015	1	0	2	3	2	3	3	4	3	4	3	5	5	5	5	7	5	10	7	7	5	7	8	8	8	9	7	7	9	8	9	10	10	13	8	8	11	9	9	9	10	9	8	11	10	11	9	11	10	10	12	12	10	12	12	11	11	11	12	12	13	13	13	13	13	12	12	16	12	15	10	15	14	14	13	13	14	14	14	17	15	14	18	14	17	16	16	16	18	16	18	16	18	17	16	18	18	16	17	17	18	19	19	19	20	19	20	21	20	21	25	25	25	28	28	29	2	0	1	1	2	2	5	1	2	2	1	4	4	1	2	1	2	35	1	15	4	21	11	15	7	9	8	2	36	2	28	9	35	17	7	27	43	28	28	14	22	28	28	2	2	1	13	35	23	28	18	30	20	28	41	50	28	23	45	2	57	17	22	2	43	22	53	74	12	57	2	59	71	42	18	1	28	62	69	20	51	25	87	1	77	2	56	64	63	61	94	73	86	67	70	26	2	8	2	76	65	0	81	92	41	99	77	104	44	106	90	0	0	103	111	0	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	1	3	1	1	1	2	2	2	3	2	5	1	4	1	4	1	3	2	1	2	1	1	2	1	2	1	7	5	4	2	2	1	2	1	2	1	3	1	1	3	3	1	4	1	3	3	6	3	2	2	1	3	2	5	1	2	3	1	5	4	1	1	5	2	2	1	4	2	10	4	2	3	2	1	1	1	3	1	4	10	5	6	2	2	1	3	2	4	1	3	1	3	1	4	1	1	4	1	1
27000	-710.650767421881369	-717.506255372840769	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.427800839607711	1	0	2	3	3	3	3	4	4	4	2	5	5	5	5	6	5	9	8	7	7	5	6	7	6	9	6	8	9	8	10	8	10	12	8	9	11	9	8	8	11	11	8	11	9	10	11	10	10	10	12	11	11	11	11	10	12	12	11	12	13	11	14	14	13	12	13	12	13	15	12	15	12	14	14	13	15	14	14	16	15	16	18	16	17	16	16	18	16	16	17	17	19	16	18	18	19	18	18	17	18	17	19	20	19	20	20	22	21	21	23	24	22	28	27	28	2	0	2	1	1	1	1	1	2	1	2	6	4	2	2	8	7	25	8	4	1	7	12	12	8	27	1	23	27	8	1	21	30	9	27	27	22	1	14	25	7	30	23	33	16	40	2	28	25	23	18	1	38	46	1	19	31	16	29	11	42	31	49	69	23	35	42	21	22	8	2	24	9	1	31	13	41	8	58	42	42	37	84	79	45	1	68	82	64	58	67	89	87	69	94	91	80	48	43	22	1	0	83	83	101	68	77	104	32	100	83	0	0	110	94	0	1	1	1	1	1	1	1	1	1	2	1	1	1	3	3	1	1	2	2	2	3	1	1	1	1	1	2	1	2	2	4	1	1	4	1	1	2	2	2	1	4	2	1	1	3	1	5	1	2	4	2	3	1	1	2	1	1	3	1	3	2	1	2	1	5	2	1	2	3	5	4	4	5	7	2	3	3	5	1	2	2	2	1	1	4	8	2	2	1	2	2	1	1	2	2	1	1	3	6	7	8	1	1	1	1	3	3	1	7	2	2	1	1	4	5	1
27500	-697.589275894789580	-704.444763845748980	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.447193735092924	1	0	2	3	3	3	3	4	3	4	2	6	3	6	5	6	5	10	7	7	7	7	7	7	5	8	8	7	8	9	8	9	10	12	8	8	11	10	8	9	11	10	9	12	11	10	10	10	11	10	12	12	11	12	9	12	10	11	10	12	13	11	13	14	11	12	12	15	14	15	14	15	13	14	13	14	14	14	14	15	15	15	17	15	18	16	17	18	17	16	18	17	15	17	18	17	18	18	18	17	17	18	18	20	20	21	19	22	22	22	24	23	22	27	28	29	2	0	2	11	2	1	3	11	11	2	2	13	2	1	1	13	8	35	1	8	13	25	16	4	2	13	2	25	16	20	24	9	8	14	17	12	25	1	19	39	3	24	20	7	1	16	11	15	36	36	27	15	19	9	24	33	11	24	22	33	1	22	66	1	32	2	43	54	62	40	55	31	40	18	40	67	18	18	34	8	19	60	84	63	64	2	2	34	81	47	96	82	36	44	73	81	68	86	94	71	1	0	90	101	95	33	58	61	32	64	47	0	0	99	104	0	1	1	1	1	2	1	1	1	1	2	1	2	2	2	1	1	1	1	3	1	2	1	1	2	2	2	3	2	2	1	1	3	3	3	2	2	3	2	1	1	4	2	1	5	5	3	4	3	2	1	2	4	2	5	1	1	4	1	2	2	6	2	1	7	1	5	2	2	2	3	1	3	2	2	2	2	2	2	1	5	3	1	1	1	2	8	6	2	1	5	1	1	3	3	3	1	1	1	1	1	5	1	1	2	1	5	3	3	8	4	6	1	1	5	3	1
28000	-619.741920043151140	-626.597407994110540	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.451271237318016	1	0	2	2	2	3	3	3	3	3	4	4	5	6	5	5	6	10	7	7	7	8	7	7	7	9	6	8	9	10	9	8	10	12	9	9	11	9	9	8	10	10	8	12	10	11	9	9	11	10	13	11	11	13	11	11	11	12	11	13	12	12	13	13	14	12	14	14	14	15	12	14	13	15	13	13	15	15	14	16	16	15	17	17	17	16	15	15	18	16	17	16	16	18	17	19	18	18	18	16	18	18	18	18	21	20	20	21	21	20	24	25	25	28	29	26	2	0	2	2	1	1	5	4	4	2	1	4	1	11	1	10	2	29	1	27	8	20	10	16	1	23	2	12	24	21	1	2	16	13	32	15	2	19	3	6	28	2	12	13	1	12	1	15	28	2	66	28	24	31	29	18	33	13	18	1	18	18	49	39	44	26	58	28	71	75	55	40	44	13	41	32	1	34	56	1	57	19	56	28	44	77	31	31	34	58	52	32	34	77	53	81	87	71	26	1	70	0	47	56	26	84	77	1	92	99	97	0	0	116	111	0	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	3	1	3	1	2	1	2	1	2	1	2	3	1	1	4	3	3	4	1	2	4	2	3	2	1	4	2	4	3	3	3	1	1	4	1	2	1	2	1	1	1	3	1	5	1	1	1	1	1	1	1	3	1	1	1	2	1	4	2	3	6	1	1	6	3	5	3	7	1	1	3	2	2	2	3	4	2	1	3	1	1	4	4	7	1	1	3	3	6	1	2	9	2	1	3	1	1	1	3	1
28500	-968.004690162715747	-974.860178113675147	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.453463683072875	1	0	2	2	2	3	4	3	3	4	2	6	5	6	4	6	6	10	6	7	8	7	6	5	8	9	7	8	8	8	6	9	10	12	8	8	10	9	8	10	8	9	9	12	10	11	10	10	11	10	11	12	11	11	12	11	11	11	12	12	14	12	13	13	13	13	12	15	13	14	12	14	12	15	14	12	14	14	14	16	16	15	16	16	17	17	17	17	17	15	16	16	18	16	17	18	18	17	19	18	16	19	19	21	20	19	20	20	21	22	24	23	23	26	28	28	2	0	1	1	2	2	4	2	1	1	1	6	2	24	2	3	13	13	11	9	14	16	6	5	16	14	12	17	9	6	2	17	41	20	19	23	24	16	19	36	10	16	31	22	8	17	16	30	27	1	32	1	22	43	41	11	47	2	50	50	51	17	46	23	9	43	21	24	42	58	1	67	13	21	32	39	1	54	55	2	71	56	79	1	16	41	42	52	70	16	61	23	53	75	51	83	31	44	12	69	58	0	90	77	95	86	90	24	97	68	92	0	0	97	25	0	1	1	1	1	1	1	2	2	1	2	1	1	3	1	2	2	1	3	3	3	1	1	2	1	1	1	1	1	2	3	3	1	1	2	1	1	2	1	1	1	2	1	2	3	2	3	2	1	2	5	2	5	2	1	1	4	1	5	1	2	1	5	1	4	3	2	2	5	3	2	6	1	4	2	2	3	7	1	1	8	2	2	1	5	5	6	5	2	2	5	1	5	4	1	3	1	5	2	8	3	3	1	4	3	2	1	5	6	2	3	4	1	1	4	11	1
29000	-726.089638212575778	-732.945126163535178	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.428447470407691	1	0	2	2	2	3	4	4	3	4	1	5	5	5	5	6	2	8	7	7	6	7	7	7	7	8	7	8	8	9	9	9	11	12	8	8	12	9	8	9	10	8	9	11	9	9	10	10	12	10	13	12	11	12	10	11	12	11	11	12	14	11	13	12	14	11	13	15	13	14	13	14	12	12	12	13	15	15	13	16	14	16	18	15	17	16	16	17	18	17	15	16	18	16	17	17	17	18	18	17	19	18	18	20	20	21	20	22	20	21	24	23	25	28	28	27	2	0	11	1	2	1	3	17	2	1	2	17	1	11	1	1	1	11	7	14	8	1	6	5	1	10	1	16	24	1	7	29	7	26	15	10	38	1	21	1	35	2	36	1	27	10	42	15	53	7	44	48	29	45	4	38	50	36	42	36	47	24	42	48	76	22	21	60	6	44	55	46	43	2	35	1	61	17	23	1	76	36	91	71	71	65	73	42	68	77	60	61	63	67	75	84	33	82	55	67	88	0	67	1	54	98	1	1	86	44	109	0	0	78	107	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	3	2	1	1	3	2	2	2	2	4	1	1	5	3	1	4	2	1	2	1	4	1	4	1	4	1	5	1	2	1	2	1	3	1	1	1	2	3	1	1	2	2	3	2	3	4	1	1	2	5	3	5	2	2	3	2	4	2	7	1	7	3	8	1	4	2	1	2	1	4	4	2	1	2	1	2	2	3	1	2	1	7	2	1	1	3	6	5	2	8	7	2	8	2	1	1	6	6	1
29500	-783.181962694463891	-790.037450645423291	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.460741835045560	1	0	2	2	3	2	4	2	4	4	4	4	4	5	5	6	4	7	7	6	8	6	7	7	7	8	7	8	8	8	8	10	11	12	9	9	11	7	8	9	11	11	10	10	10	11	11	10	11	10	12	11	9	12	13	11	11	10	11	12	11	11	12	12	12	11	14	16	12	14	14	13	13	15	14	12	14	15	13	14	15	15	18	17	17	16	15	17	17	16	16	16	18	17	17	19	18	17	16	15	18	19	19	20	19	21	19	22	21	21	24	24	25	28	28	27	2	0	1	2	2	2	5	2	8	8	8	3	1	8	6	9	8	12	1	11	15	4	14	14	8	22	2	25	38	16	17	28	35	57	15	24	23	2	27	18	21	20	23	29	18	36	22	16	28	28	20	8	25	38	15	58	13	11	16	40	2	8	61	15	23	8	62	62	45	76	2	54	54	60	76	13	13	21	62	8	28	65	67	77	82	32	79	76	58	54	81	26	91	78	38	85	81	63	65	1	82	0	90	105	68	88	2	75	86	86	94	0	0	102	87	0	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	4	2	2	2	1	1	2	2	4	1	1	2	3	2	1	1	2	1	1	3	1	1	1	3	2	2	1	1	2	3	1	1	3	3	1	2	6	1	2	3	3	1	4	3	1	2	3	3	2	3	1	1	8	1	1	2	1	4	6	4	2	5	4	1	2	2	1	4	1	2	5	3	1	4	1	1	4	1	1	3	1	6	1	1	2	1	1	2	9	4	2	3	3	1	1	4	7	1
30000	-592.025687074069765	-598.881175025029165	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.415238395788734	1	0	3	2	2	2	2	4	3	3	4	5	1	6	5	5	5	10	8	7	6	7	7	7	7	8	8	9	7	10	9	9	10	13	7	8	12	9	8	9	9	10	9	12	10	12	9	10	11	10	12	12	11	13	12	11	11	11	11	11	12	12	13	14	13	12	12	15	14	14	13	14	13	13	14	12	14	15	14	17	15	15	18	15	16	17	16	17	18	16	18	15	18	18	16	17	18	17	18	18	18	18	17	17	20	20	21	20	21	22	24	24	24	28	29	28	2	0	2	2	1	2	2	7	7	2	1	6	2	16	2	7	8	19	29	12	12	15	4	10	1	4	29	9	8	6	12	8	1	61	8	10	27	1	29	22	13	2	1	40	29	43	1	1	15	29	33	15	15	49	47	36	21	29	18	2	23	1	55	21	43	8	18	24	33	33	1	8	29	40	42	28	34	7	76	2	63	60	87	41	11	29	74	36	85	77	49	63	59	95	68	92	68	71	79	1	1	0	51	2	86	82	103	86	43	51	93	0	0	102	79	0	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	3	2	2	3	1	2	1	5	2	3	4	1	2	2	1	4	1	1	3	4	4	2	1	2	4	4	3	2	1	4	3	1	2	2	3	1	1	5	3	6	1	5	2	3	1	5	2	2	5	4	3	2	1	1	1	6	1	7	1	4	1	3	4	7	2	4	1	1	4	1	3	2	1	1	2	3	3	8	8	1	2	8	2	2	2	2	6	5	2	1	1	4	6	1
30500	-738.647588234501882	-745.503076185461282	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.400620809407395	1	0	2	3	3	3	4	4	3	4	4	5	5	7	5	6	5	10	7	6	6	6	7	8	7	9	8	8	8	9	9	8	11	12	8	8	11	8	8	9	10	11	7	11	11	12	10	10	11	10	12	9	11	12	11	12	11	11	11	10	13	13	13	13	13	13	14	14	14	13	12	14	14	16	15	12	15	13	13	17	16	15	16	17	18	15	14	17	19	16	16	15	18	17	18	17	19	17	18	16	19	17	20	21	21	21	20	21	21	21	24	24	24	27	28	29	2	0	1	1	2	2	5	6	1	2	2	4	2	13	1	9	10	38	2	3	15	7	3	7	1	14	2	17	20	2	2	8	36	58	4	12	36	2	13	20	1	36	22	12	2	8	1	2	50	11	58	43	30	47	16	55	2	14	28	13	2	31	43	39	40	71	57	28	64	46	29	25	30	58	73	21	58	36	47	18	44	63	50	75	62	1	13	2	85	63	66	69	90	37	100	86	95	32	59	28	86	0	93	32	83	97	90	88	89	99	104	0	0	107	91	0	1	1	1	1	2	2	1	1	1	2	2	2	2	1	2	1	1	1	4	1	1	1	2	2	3	1	3	1	1	5	4	2	2	1	2	1	2	3	2	2	4	1	1	4	6	5	4	5	1	3	1	1	1	1	1	1	5	3	2	2	7	2	3	3	2	1	3	2	1	1	3	2	2	1	1	3	2	2	1	6	2	1	2	1	3	3	3	9	1	2	1	1	1	3	1	1	1	5	4	4	2	1	1	5	2	1	2	2	1	1	1	1	1	3	5	1
31000	-666.646225586377000	-673.501713537336400	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.469902039266706	1	0	1	2	3	4	4	3	4	4	4	6	4	7	4	7	5	7	8	8	7	7	8	7	7	9	6	8	8	10	8	10	11	13	5	8	10	8	9	9	8	10	9	9	10	11	9	10	11	11	12	12	11	12	11	11	11	10	11	12	13	11	14	13	14	12	14	15	14	14	13	13	12	15	13	13	14	15	15	16	15	15	18	17	17	17	16	16	19	16	18	16	17	17	17	18	19	17	18	18	17	18	18	20	20	21	21	21	21	23	24	25	24	27	29	28	2	0	2	1	2	1	3	4	8	2	1	7	1	35	1	2	8	5	27	27	9	10	12	8	1	38	1	35	27	7	17	24	27	50	2	21	27	35	31	41	1	1	14	22	35	35	16	2	10	2	37	46	38	33	22	9	2	9	35	35	54	16	23	7	50	21	54	40	54	60	15	42	22	10	33	56	61	62	48	23	38	9	39	88	67	8	74	1	85	23	48	82	77	78	81	59	80	70	73	82	59	0	88	41	33	100	82	50	99	109	109	0	0	110	113	0	1	1	1	1	2	2	2	1	1	3	2	1	1	1	2	2	2	1	2	1	2	1	1	2	3	1	3	2	1	3	2	3	2	1	3	1	2	3	1	1	5	3	1	1	2	4	1	3	3	5	2	1	2	1	2	3	5	3	4	3	1	2	4	3	2	2	1	2	1	1	3	1	2	4	1	2	1	2	2	4	4	4	3	1	1	8	1	6	1	4	3	1	1	1	1	4	2	2	3	1	3	1	1	5	3	1	5	4	2	2	1	1	1	2	4	1
31500	-622.354197062570393	-629.209685013529793	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.529317488182831	1	0	2	3	2	3	3	4	3	4	3	6	3	6	5	6	6	10	7	7	7	7	6	8	7	7	5	7	7	9	8	9	8	13	8	6	11	10	9	10	11	10	9	12	9	12	11	10	11	11	13	12	11	11	11	11	11	12	10	12	13	11	13	13	13	12	13	14	15	14	13	14	12	14	13	13	15	13	14	14	14	15	16	17	16	14	17	15	18	15	17	15	17	17	17	16	18	17	19	17	19	18	18	20	19	20	20	21	21	22	24	24	25	27	28	27	2	0	2	1	2	1	1	6	2	2	1	7	2	2	2	6	1	28	7	4	27	7	10	23	7	15	1	13	36	16	2	28	16	53	21	10	25	1	19	36	26	29	26	40	1	62	4	8	31	29	49	23	48	32	24	30	24	20	29	42	50	12	23	29	32	1	44	60	63	30	32	58	42	60	41	32	47	18	50	1	52	71	79	48	73	23	45	30	69	18	86	54	82	66	34	68	80	72	100	51	65	0	90	61	100	67	90	50	99	50	90	0	0	98	113	0	1	1	1	2	1	1	1	1	2	2	2	1	2	3	2	2	2	2	3	2	1	2	1	1	2	1	2	2	1	2	3	1	1	1	1	1	1	4	1	2	1	1	1	1	4	1	3	3	2	2	1	3	1	1	2	1	1	2	2	1	1	2	2	2	2	5	1	1	1	2	1	1	1	1	1	2	1	2	2	5	2	1	1	3	2	5	5	3	1	2	1	2	1	2	3	1	2	2	1	2	2	1	1	5	1	3	3	4	1	4	3	1	1	5	2	1
