step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63
13000	-455.030778111569020	-461.886266062528421	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.520741367140836	0	4	6	6	6	7	8	8	9	9	8	8	11	11	11	12	11	12	11	13	13	13	13	14	15	13	16	16	16	16	18	17	19	18	19	18	20	20	21	19	18	21	21	21	20	22	23	23	23	24	25	26	25	25	28	27	28	30	30	31	33	36	38	0	0	2	2	2	0	5	4	11	3	5	3	5	10	6	11	12	9	3	15	19	8	15	4	4	8	8	20	23	24	32	27	29	22	30	23	33	23	45	29	32	38	40	41	31	42	42	38	39	33	48	50	48	49	48	54	54	30	55	56	57	42	62	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	2	1	2	1	1	3	1	4	4	4	5	2	2	1	1	1	1	2	1	2	1	4	1	2	1	1	1	1	1	1	1	1	1	4	1	1	1	1	2	1	2	6	1	1	2	6	1
13500	-352.232921195226425	-359.088409146185825	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.670501684392187	-1	4	6	6	6	8	7	8	8	8	8	9	10	11	12	11	9	12	11	11	13	12	13	15	13	14	15	15	14	16	18	17	18	19	19	19	19	21	20	20	18	21	21	21	20	21	23	23	20	22	25	26	25	26	28	27	29	30	29	31	34	35	36	0	0	2	2	2	0	5	5	3	3	5	11	7	11	11	17	5	9	11	12	14	9	11	19	18	8	15	21	14	24	29	27	29	41	30	30	41	37	30	5	24	41	34	34	16	49	41	30	35	31	43	50	48	49	54	44	56	55	56	52	58	60	61	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	2	2	2	1	2	1	1	2	1	1	1	2	1	2	2	1	1	1	7	2	1	1	1	4	1	3	3	1	1	2	3	1	2	1	3	1	1	1	2	2	2	1
14000	-315.105290777782955	-321.960778728742355	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.827499558606309	1	4	6	6	7	8	7	8	9	9	9	10	9	11	9	11	10	12	11	13	12	13	14	14	12	15	16	15	14	17	18	17	17	16	20	18	20	21	19	19	19	21	19	21	21	19	21	23	21	24	26	26	26	23	29	27	28	29	30	32	34	34	37	0	0	2	2	4	0	3	4	5	3	5	3	7	10	3	5	11	9	11	12	14	19	19	19	17	21	11	24	19	34	28	24	23	25	30	23	46	40	30	23	30	39	34	46	40	30	39	49	39	38	48	48	37	37	48	54	56	57	55	58	57	60	61	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	3	1	1
14500	-346.554399259068248	-353.409887210027648	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.546962056459127	0	4	6	6	6	7	8	9	9	7	8	9	11	11	11	11	11	11	11	12	13	13	13	14	14	15	15	15	15	16	17	18	16	18	19	19	20	21	20	18	19	21	20	21	22	21	23	22	21	25	24	26	26	23	29	27	29	29	31	32	32	33	37	0	0	2	2	2	0	3	5	11	4	5	3	7	8	7	4	5	9	5	12	11	13	8	15	14	21	22	24	17	22	9	19	22	16	30	26	26	35	30	4	30	41	40	32	43	33	42	39	35	45	35	51	48	49	52	49	54	56	52	58	56	61	61	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	3	2	1	1	1	1	2	1	3	3	2	3	2	2	4	1	1	6	2	1	1	2	1	4	2	1	1	2	2	1	2	1	1	2	3	1	3	1	2	1	2
15000	-328.692747835639409	-335.548235786598809	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.577837331318547	1	4	6	7	7	8	8	8	9	8	8	10	10	11	11	11	10	13	11	12	11	14	14	13	15	15	17	15	15	17	16	17	16	18	19	20	20	21	21	19	20	21	21	22	21	21	19	22	24	24	24	26	26	24	26	26	28	31	30	33	35	35	38	0	0	2	2	2	0	5	3	11	3	3	11	7	4	4	4	5	19	4	12	8	8	8	19	7	21	33	3	22	28	18	26	23	30	30	31	27	36	31	31	34	47	21	47	18	47	30	25	39	40	48	46	49	48	51	54	48	56	48	58	58	58	61	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	2	1	1	3	1	1	3	3	1	3	2	1	4	1	1	2	1	1	1	1	2	2	1	2	2	1	1	5	1	3	1	1	3	2	2	1	3	1	1	1	1	4	3	4	2	3	2	2
15500	-338.791776845659967	-345.647264796619368	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.695799345148958	0	4	6	6	7	7	8	8	9	9	8	8	10	12	11	10	11	13	11	11	10	13	13	14	15	14	17	16	16	16	17	16	17	17	19	19	20	20	21	20	18	20	20	21	20	22	22	21	22	23	25	23	26	25	27	27	28	31	31	32	34	35	37	0	0	2	2	2	0	3	3	11	4	5	3	7	21	7	11	11	9	11	12	4	19	21	22	23	19	32	26	23	15	17	24	24	30	30	41	29	41	36	25	34	31	41	36	41	42	30	35	42	40	48	46	39	49	48	36	52	54	55	58	58	61	61	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	2	1	3	2	1	2	1	2	1	1	2	1	1	2	2	2	1	2	1	2	1	3	1	1	2	1	2	2	1	1	1	3	1	1	1	2	1	1	2	2	4	1	4	2	1	2	1	2
16000	-403.661085350903249	-410.516573301862650	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.572212728108878	0	4	6	6	7	7	8	9	8	8	8	10	9	12	10	11	10	13	12	12	12	13	14	13	14	12	16	13	13	17	18	18	18	17	19	19	19	21	20	20	19	20	21	20	21	19	23	22	23	24	25	26	26	25	29	27	27	30	31	31	33	35	37	0	0	2	2	2	0	3	4	5	3	5	3	7	12	10	11	8	9	17	12	8	5	29	5	6	4	25	14	8	8	30	18	29	24	34	28	18	35	37	37	8	46	42	23	36	34	42	34	39	32	48	50	43	49	51	54	54	49	55	57	54	51	61	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	3	1	1	1	3	1	3	3	3	1	1	1	6	1	2	2	3	1	2	3	1	1	1	4	1	1	2	1	1	1	2	2	3	2	1	2	1	2	2	1	2	1	1	5	5	3
16500	-343.653465717330391	-350.508953668289791	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.597206999151280	1	5	6	6	7	8	8	8	9	8	6	8	10	12	12	10	11	12	11	12	12	14	12	14	14	14	16	14	15	17	18	17	18	18	19	20	19	21	21	20	19	22	21	21	21	21	19	23	23	24	24	25	26	26	28	28	29	30	30	29	32	36	37	0	0	2	2	11	0	5	2	5	4	2	4	7	16	12	5	11	9	5	12	4	2	19	16	15	21	19	15	23	19	10	23	24	14	30	33	20	37	34	32	30	47	37	35	12	21	34	39	39	32	48	49	44	49	48	39	56	54	55	53	54	57	61	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	3	5	1	2	1	1	2	1	1	2	4	2	2	3	1	1	2	1	1	2	1	2	1	1	5	5	1	1	1	2	1	1	3	1	2	3	1	3	1	1	4	3	2
17000	-365.689089821695973	-372.544577772655373	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.481628192631061	0	4	7	7	5	6	6	8	8	9	9	10	11	12	12	11	10	12	12	12	12	14	14	14	14	14	16	15	16	14	18	17	18	18	20	19	18	20	19	20	19	20	21	21	22	22	21	22	22	24	25	26	26	24	28	27	29	31	31	33	33	35	34	0	0	6	2	2	0	5	2	5	2	2	5	7	8	17	9	9	11	7	12	5	14	9	5	10	19	21	16	24	15	27	28	21	30	39	29	26	36	15	29	34	33	36	28	27	47	31	44	39	40	48	32	49	49	51	39	51	54	48	58	54	55	61	1	1	1	1	1	1	1	2	2	2	3	2	2	2	1	1	1	1	5	1	5	1	4	5	3	1	2	1	1	2	1	1	3	2	1	1	2	1	3	2	1	1	1	3	5	1	1	1	2	2	2	5	2	1	1	3	3	4	5	1	4	4	1
17500	-342.721031301815515	-349.576519252774915	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.540787157909857	0	5	6	6	7	8	8	9	9	8	8	10	10	11	12	10	10	12	11	12	13	13	14	14	15	14	17	16	15	17	16	16	18	18	19	19	19	21	20	19	19	22	21	22	21	21	22	22	22	24	25	26	24	26	28	27	27	30	29	33	35	34	37	0	0	2	2	4	0	3	4	5	2	3	11	7	6	4	2	11	17	9	12	4	3	15	5	19	3	25	29	8	15	18	23	30	21	34	33	33	32	30	32	17	43	34	40	41	41	37	34	39	29	48	47	48	39	56	49	30	51	45	54	56	60	61	1	1	1	1	1	1	1	1	1	2	1	1	1	1	4	3	1	1	1	1	4	4	1	3	2	5	1	1	4	3	3	1	1	2	1	1	1	2	2	2	6	1	1	1	1	1	2	2	1	4	1	2	1	3	1	3	3	2	5	3	3	1	1
18000	-374.477888055815924	-381.333376006775325	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.492516292347827	0	4	6	6	6	7	8	8	8	9	7	7	10	11	12	11	11	13	12	12	12	11	13	14	14	15	16	14	14	16	16	17	18	16	19	17	19	20	20	19	19	20	22	21	21	21	23	21	24	23	25	26	24	26	27	26	28	30	31	32	34	36	36	0	0	2	2	2	0	5	2	4	3	2	2	7	7	22	11	11	16	11	12	8	11	4	15	16	21	25	20	17	19	21	30	36	15	30	28	33	25	35	31	33	30	2	37	41	15	45	34	39	4	32	44	36	37	35	39	54	56	55	58	56	43	61	1	1	1	1	2	1	1	2	1	2	1	3	1	1	1	2	2	1	2	3	2	2	3	1	2	2	1	1	1	2	2	1	1	2	2	1	1	3	1	2	1	2	8	1	1	4	1	2	1	8	4	3	2	4	3	3	1	2	3	1	4	4	1
18500	-334.407141819859305	-341.262629770818705	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.662983016583901	-1	4	6	7	5	6	7	8	9	9	8	10	10	10	10	11	10	13	11	12	12	12	14	15	14	14	16	16	14	16	15	18	16	18	19	19	19	20	20	19	19	22	21	21	21	18	22	23	22	25	25	26	26	25	27	27	29	30	29	32	34	36	37	0	0	5	2	2	0	5	3	11	4	3	9	7	9	2	14	5	19	5	15	4	9	14	16	13	21	29	23	15	11	23	21	31	25	34	34	34	40	34	23	32	46	36	38	32	19	36	43	34	40	49	50	37	49	51	47	54	54	56	57	58	60	61	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	4	1	2	1	2	2	2	1	1	1	1	3	1	3	1	1	1	1	1	1	1	2	1	2	1	1	2	3	2	1	3	4	2	1	4	1	1	2	2	3	1	1	2	2	1
19000	-355.762052195438400	-362.617540146397801	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618529277905375	-1	4	5	6	7	7	8	7	9	9	8	10	10	11	11	12	10	12	11	13	13	14	14	14	14	14	16	16	16	16	16	17	16	18	19	19	19	21	20	19	19	21	20	21	21	22	23	22	24	22	25	27	26	24	29	26	27	30	29	32	34	35	37	0	0	2	2	2	0	3	2	5	8	3	11	7	11	5	9	5	3	11	12	19	8	3	16	21	15	25	18	8	23	22	27	24	30	30	29	31	18	30	32	33	31	15	18	41	23	42	16	41	40	46	54	48	48	48	45	56	48	49	56	52	59	61	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	1	4	1	1	1	3	4	1	1	2	1	2	3	1	1	1	1	2	1	2	1	4	2	1	2	2	4	4	2	4	1	3	3	2	1	1	2	1	3	2	1	3	3	3	3	3	1
19500	-364.077492920436953	-370.932980871396353	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.512432219310345	1	4	6	6	6	7	7	8	8	8	7	9	9	12	11	11	10	12	9	12	12	12	12	13	14	14	16	15	16	16	17	18	18	18	19	17	19	20	21	19	19	22	20	22	20	21	23	22	23	22	24	26	26	26	28	27	28	30	30	33	34	33	37	0	0	2	2	2	0	5	4	5	5	5	3	7	9	13	3	19	19	11	12	3	19	3	3	10	21	16	22	24	15	13	29	28	36	31	9	27	26	41	14	31	41	34	32	33	38	39	41	42	37	36	37	48	51	52	35	54	39	51	54	57	56	61	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	2	1	2	1	2	3	1	3	4	3	1	3	2	2	2	4	1	2	1	1	5	1	2	2	4	1	2	1	2	1	1	1	2	1	1	4	2	2	1	1	5	1	4	2	4	4	3	1
20000	-357.696738603785093	-364.552226554744493	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619945508885487	-1	4	6	7	6	7	8	8	8	8	7	10	10	10	9	11	11	13	11	11	10	13	13	15	13	14	17	15	15	16	15	17	19	18	19	20	19	20	21	20	17	21	20	22	19	21	22	22	24	24	24	24	26	25	28	27	28	30	30	32	34	36	37	0	0	2	2	2	0	4	2	3	4	2	3	3	1	11	8	4	16	15	12	8	17	17	15	13	21	9	18	17	22	23	23	41	22	27	27	24	33	35	31	30	36	23	36	18	45	43	36	42	40	48	42	52	49	48	54	39	56	55	57	58	53	61	1	1	1	2	2	1	1	2	1	1	2	2	2	6	1	2	2	1	1	1	1	1	1	2	2	2	3	1	1	1	1	2	1	2	1	2	3	1	1	2	1	1	3	1	2	1	1	1	2	1	1	1	1	1	2	1	4	2	2	2	2	5	2
20500	-354.620957451308414	-361.476445402267814	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582014359741631	0	4	4	6	7	7	8	6	8	8	9	8	10	10	10	11	11	13	11	13	13	13	12	14	14	14	16	15	16	15	17	17	16	18	19	20	20	20	19	19	19	20	21	21	20	19	22	22	23	24	25	26	27	24	28	26	28	31	30	32	34	33	38	0	0	1	2	2	0	4	2	8	5	8	4	5	4	12	9	5	5	15	11	2	15	8	14	18	21	25	18	12	16	28	21	24	33	30	33	19	40	32	31	34	34	46	24	35	30	37	36	34	29	48	43	48	45	51	45	35	57	55	58	62	56	61	1	1	2	2	3	1	1	2	1	1	2	1	1	2	1	1	2	3	1	1	4	1	2	2	1	1	1	1	3	2	1	2	1	1	2	2	4	1	1	1	1	1	1	3	1	2	1	1	3	4	1	2	3	2	2	3	4	2	1	1	1	3	2
21000	-600.325551861697249	-607.181039812656650	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.541074913026549	1	3	5	5	7	8	8	9	9	8	9	7	11	11	10	9	10	13	9	11	11	13	13	14	14	14	15	16	14	16	16	18	18	18	19	17	19	20	20	19	19	21	20	22	22	20	23	22	24	23	26	26	26	24	27	27	26	31	31	33	33	35	37	0	0	1	2	2	0	5	2	5	2	4	2	3	7	19	3	3	8	2	15	4	5	21	15	4	21	11	23	2	17	13	28	23	36	27	18	36	33	35	23	34	34	37	34	31	32	42	46	39	40	48	48	48	45	48	54	54	56	44	58	58	58	61	1	1	2	1	2	1	1	3	2	1	1	2	2	1	1	2	3	3	3	1	3	2	1	2	4	2	3	2	5	2	1	1	2	1	2	2	1	1	1	3	1	1	1	2	3	1	1	1	2	2	2	2	2	1	3	1	1	2	6	1	1	2	2
21500	-374.813140302672650	-381.668628253632050	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.594627993631544	1	3	6	6	7	7	7	8	9	9	8	9	9	12	10	12	10	11	11	12	12	13	13	14	14	13	17	14	15	15	17	17	16	18	19	20	19	20	21	19	18	21	21	22	20	22	22	21	24	21	24	27	26	24	28	27	27	29	30	30	35	35	37	0	0	2	2	4	0	3	4	3	3	5	3	7	2	10	5	5	3	5	19	4	15	4	22	20	3	33	15	23	19	15	14	25	30	22	34	31	40	30	29	30	36	32	38	40	30	42	36	34	33	48	47	43	30	56	35	31	57	48	56	58	59	61	1	1	1	1	1	1	1	1	2	2	1	2	2	6	1	2	2	2	2	1	3	2	2	1	1	3	1	2	2	2	3	2	1	2	3	1	1	1	3	2	2	1	2	1	1	5	1	1	4	2	1	2	1	5	1	3	4	2	4	2	2	3	1
22000	-332.733041692521113	-339.588529643480513	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.708653359505271	0	5	7	7	6	7	8	8	9	9	9	9	10	11	12	12	10	13	12	12	13	14	13	13	15	15	16	16	15	15	17	18	17	18	19	19	20	19	20	20	19	18	21	22	21	22	23	22	24	23	26	26	26	24	28	26	28	29	30	32	33	35	38	0	0	5	2	2	0	5	4	5	3	5	3	7	12	10	11	11	19	14	12	8	19	14	16	24	21	4	13	23	16	30	30	25	30	25	31	35	31	42	36	34	30	30	37	35	42	42	43	42	43	48	48	44	39	48	47	37	56	55	58	52	60	61	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	3	3	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	1	1	2	2	1	2	1	2	1	1	2	2	1	4	2	1	2	3	1	2
22500	-455.702153821191530	-462.557641772150930	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.476182633149408	0	3	6	7	6	6	8	8	8	9	8	10	11	11	11	10	10	12	11	13	11	13	13	14	14	15	16	16	13	16	15	17	17	19	20	19	20	19	20	19	19	21	20	21	18	21	23	22	23	24	26	25	25	25	28	27	28	30	30	31	33	35	36	0	0	1	2	2	0	2	5	5	5	5	7	7	8	9	11	3	17	5	5	4	14	8	15	13	21	22	26	8	17	25	26	3	22	45	27	14	30	31	16	30	34	36	15	20	41	42	35	35	44	48	12	48	41	48	37	56	39	48	56	54	59	58	1	1	3	1	2	1	3	1	1	1	1	1	2	1	2	1	2	1	3	4	2	1	2	2	2	2	3	1	3	3	1	1	6	6	1	1	4	2	3	5	2	1	1	5	3	2	1	1	2	1	2	9	2	3	3	4	1	4	5	2	4	2	5
23000	-373.093521464574678	-379.949009415534078	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.487719548441915	0	3	7	6	6	7	8	8	9	9	7	9	10	12	12	11	9	13	11	13	13	12	14	15	14	14	15	15	15	14	14	17	17	18	19	18	20	20	21	19	20	20	21	21	22	21	22	21	22	22	25	26	26	25	28	25	29	30	29	32	33	35	37	0	0	5	2	2	0	5	3	11	2	4	11	3	17	19	2	5	16	7	19	4	9	4	25	18	8	21	23	15	15	16	11	27	23	30	32	12	18	31	29	36	34	42	36	34	42	42	34	30	36	39	33	39	39	56	39	34	41	56	57	36	60	52	1	1	1	2	1	1	1	1	1	3	1	1	2	2	1	4	2	1	2	1	3	1	4	1	1	3	1	1	1	1	1	5	2	3	2	1	6	3	3	2	1	1	1	1	2	1	1	1	4	2	2	4	2	1	2	2	5	6	2	1	7	2	5
23500	-380.840432630550140	-387.695920581509540	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.512185481935505	0	4	6	5	6	6	7	8	9	9	8	9	10	11	11	10	10	11	10	12	12	14	14	12	14	15	16	16	16	16	17	16	18	19	19	18	18	20	20	18	17	22	21	19	21	21	22	23	23	23	24	26	26	25	28	26	28	30	29	32	35	33	37	0	0	2	2	2	0	5	2	5	2	5	7	7	9	12	8	2	11	8	17	17	5	11	14	17	2	21	25	22	25	28	22	29	41	30	25	21	20	30	27	30	14	44	29	40	34	31	38	33	23	36	48	48	39	49	49	52	52	55	58	58	57	36	1	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	4	1	1	2	1	6	4	1	2	7	3	1	1	1	1	1	1	1	1	3	2	4	1	1	1	6	1	1	1	2	2	2	2	3	4	1	2	2	2	2	1	2	1	1	3	2	10
24000	-358.976154812882157	-365.831642763841558	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.604446231606754	1	4	4	6	6	8	8	9	8	8	8	8	10	12	10	11	10	12	10	12	13	13	14	14	14	14	16	15	15	16	18	17	18	18	17	19	19	20	21	16	19	20	22	19	21	21	21	22	23	25	26	26	26	25	27	26	28	30	29	32	34	34	38	0	0	1	2	2	0	5	11	5	2	5	5	7	16	10	8	11	9	9	12	14	15	14	19	16	21	24	24	23	24	35	29	26	32	25	28	8	34	32	23	33	31	33	35	36	42	30	35	30	40	54	42	54	30	30	31	39	49	55	58	56	60	58	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	2	1	2	1	2	1	2	2	1	1	1	1	1	1	1	2	1	1	2	5	1	3	1	1	1	2	1	1	1	3	3	2	4	1	3	1	6	6	3	2	3	1	1	3	1	5
24500	-360.721726737041422	-367.577214688000822	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.504912738523749	0	4	6	6	6	6	7	9	8	8	9	9	11	11	12	11	9	12	10	13	11	13	13	14	13	14	16	15	14	16	17	18	18	19	20	17	19	20	20	20	18	21	21	22	21	20	23	22	24	24	24	25	27	26	26	28	28	27	30	32	34	34	36	0	0	2	2	2	0	5	4	5	4	5	5	19	17	13	11	3	19	5	12	4	5	3	16	10	8	16	24	19	25	17	28	36	14	33	26	32	30	41	28	22	46	35	46	37	33	42	39	39	37	48	44	38	38	34	58	54	51	54	58	60	60	55	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	3	1	2	2	2	4	3	2	3	4	4	1	2	1	5	2	1	5	1	1	1	2	1	3	2	1	1	2	1	1	1	1	3	3	1	2	3	3	4	1	1	2	2	2	1	1	4
25000	-347.360559467157486	-354.216047418116887	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683599605018010	0	3	7	6	5	8	7	8	8	8	8	9	10	10	10	11	10	12	10	13	11	12	13	12	14	13	17	16	15	16	16	17	18	18	18	19	20	20	19	19	20	20	19	21	21	22	22	23	23	23	25	24	27	25	28	27	29	30	31	31	35	32	37	0	0	5	2	2	0	5	3	3	3	3	3	7	3	9	11	4	9	5	19	8	19	19	9	18	21	28	25	15	19	20	29	26	30	29	32	35	35	30	31	34	30	32	25	37	42	43	44	34	44	52	45	51	38	52	52	56	56	55	58	56	59	56	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	2	1	1	1	1	1	2	2	1	1	3	1	1	1	1	1	2	2	1	2	1	3	1	1	1	1	2	1	1	2	2	2	2	2	1	1	1	1	3	1	3
25500	-396.384495912888326	-403.239983863847726	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617838965287334	1	4	6	6	6	7	8	7	8	8	8	7	10	11	10	12	10	9	11	13	12	12	13	14	15	14	16	16	15	16	18	14	17	16	19	19	19	21	21	20	19	20	20	22	21	22	23	23	23	21	25	26	26	26	27	28	29	31	30	32	34	34	38	0	0	2	2	2	0	3	3	3	2	5	3	7	5	10	3	3	8	9	14	11	15	19	16	20	3	3	23	23	21	20	23	29	26	30	17	25	27	30	29	30	36	24	50	37	42	42	37	39	29	48	49	38	39	48	43	32	57	55	58	37	59	57	1	1	1	1	1	1	1	1	1	3	2	1	1	2	1	3	1	1	1	1	2	1	1	1	1	5	4	1	1	2	2	1	1	1	2	5	2	4	3	4	1	1	3	1	1	1	2	2	1	2	1	2	3	2	2	4	7	2	2	1	7	2	4
26000	-345.997086372369665	-352.852574323329065	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.570248481427972	-1	4	6	6	6	7	8	8	8	8	8	9	10	11	11	11	10	13	10	12	12	13	12	14	14	14	15	16	16	17	17	18	19	18	20	17	19	21	20	20	19	21	21	21	21	21	22	21	22	24	25	26	26	25	28	26	28	31	30	32	34	32	36	0	0	2	2	2	0	3	2	5	2	2	3	7	7	12	8	11	9	8	15	19	15	17	16	23	15	14	18	23	17	14	29	31	16	32	27	34	36	14	36	28	39	34	37	33	33	43	41	41	40	39	47	44	42	51	35	56	56	55	56	54	59	39	1	1	1	1	1	1	1	2	1	2	1	3	1	2	1	2	1	3	1	1	1	2	1	2	1	2	1	2	2	5	3	1	1	3	1	1	1	2	4	2	1	1	1	1	1	1	1	1	2	2	3	2	2	2	2	2	2	2	1	3	4	1	8
26500	-350.977675476703212	-357.833163427662612	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.551818366371605	0	3	5	5	6	8	7	8	8	7	8	9	10	12	12	11	10	12	11	10	12	13	10	14	14	14	16	15	13	17	17	17	19	19	19	19	18	19	20	20	20	21	21	22	21	21	23	23	22	24	25	26	26	25	29	27	29	29	30	33	35	35	37	0	0	1	2	2	0	5	5	5	4	5	8	7	20	20	11	11	9	8	12	23	8	4	16	29	22	25	22	23	14	25	20	23	28	30	30	25	31	30	37	37	33	38	35	40	19	36	44	34	40	34	34	48	39	51	49	33	56	51	54	58	54	57	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	3	2	2	1	1	1	1	1	2	1	3	5	2	1	1	2	1	2	2	1	1	1	1	1	6	2	1	2	2	4	3	1	3	2	2	4	1	2	4	4	5	5
27000	-370.540497469241757	-377.395985420201157	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.470506519795801	0	5	6	7	7	7	8	8	8	9	8	10	10	11	11	12	9	13	10	13	12	13	13	15	14	14	16	15	15	15	17	17	17	18	19	19	19	20	20	19	19	22	22	21	22	22	23	23	22	25	26	27	26	26	28	27	28	29	30	32	34	35	36	0	0	2	2	2	0	3	2	3	4	5	8	7	8	8	4	3	15	11	14	2	5	3	22	11	21	23	21	23	25	29	29	23	30	34	24	31	25	41	25	22	34	35	38	24	30	24	38	31	45	17	51	41	49	54	41	54	56	34	41	60	48	61	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	4	4	3	1	3	1	2	1	2	1	1	1	2	2	1	2	1	5	1	2	2	2	1	1	3	3	4	1	2	1	6	1	4	2	1	4	1	1	5	7	1	6	2
