step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74
11000	-423.479374306409284	-430.334862257368684	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616038143236197	0	1	2	5	11	9	11	13	13	15	12	13	15	14	19	16	16	16	16	16	17	16	19	16	17	18	19	18	19	17	18	19	17	20	19	21	18	21	18	18	18	19	20	20	19	21	21	22	23	20	21	22	22	23	23	22	22	25	27	29	30	31	31	33	32	34	35	36	37	39	37	39	42	42	0	1	2	2	6	0	6	7	11	6	5	11	6	12	12	8	13	13	14	14	14	14	14	12	24	7	37	17	19	14	16	20	20	14	14	12	7	26	17	17	17	17	20	17	28	31	33	12	38	42	45	21	44	36	23	15	51	57	56	59	56	60	60	62	62	61	62	62	62	69	65	65	0	70	1	1	1	2	1	1	1	2	1	3	1	1	3	1	3	2	1	1	1	1	1	1	2	2	1	3	1	1	2	1	1	1	1	3	2	4	3	2	1	1	1	1	2	2	1	2	2	5	1	1	2	2	1	1	2	2	1	2	2	2	5	1	1	1	1	2	2	3	2	2	2	3	1	1
11500	-425.182135252996829	-432.037623203956230	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.594838505957311	0	2	3	5	12	9	11	13	13	15	12	14	14	15	18	15	15	15	16	17	17	16	17	18	17	18	19	17	19	19	17	18	21	19	18	20	19	21	18	17	19	19	21	20	20	21	21	21	20	19	21	23	22	20	23	23	24	25	27	30	28	30	31	32	32	33	36	36	36	39	37	40	41	43	0	1	2	2	7	0	6	7	5	11	6	11	11	12	25	8	13	13	12	14	14	14	14	12	12	16	16	18	19	23	11	20	20	22	14	15	7	26	17	17	17	18	14	50	28	10	20	25	37	28	41	23	50	24	33	34	28	28	56	56	56	61	62	60	63	60	63	66	65	69	66	67	0	73	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	2	1	2	1	3	1	2	2	1	1	4	1	1	1	2	2	4	1	2	3	2	2	1	1	1	3	2	1	1	2	3	3	2	4	3	2	1	1	1	2	2	2	3	2	2	2	1	1
12000	-431.549609914528332	-438.405097865487733	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.620423344054134	0	1	4	3	11	9	12	13	13	14	12	11	14	14	18	16	16	16	16	16	16	16	17	18	16	17	20	17	19	18	17	19	20	19	19	20	19	21	17	18	20	19	21	18	19	21	20	22	22	20	21	22	21	23	24	22	24	26	27	29	29	30	31	32	31	32	35	36	37	38	38	40	40	42	0	1	2	2	6	0	5	7	11	11	12	6	6	12	6	7	13	13	14	11	14	14	14	25	13	16	7	17	19	23	10	20	20	22	23	25	8	37	13	39	13	17	20	17	28	31	20	15	38	42	45	21	44	26	43	22	45	57	56	56	56	60	61	60	62	65	65	62	67	67	63	67	0	73	1	1	1	2	1	1	1	1	1	1	1	1	3	1	4	2	1	1	1	1	1	1	2	1	1	1	3	1	2	1	2	1	2	2	1	2	2	1	1	1	3	2	2	1	1	2	2	2	1	1	1	2	2	3	2	3	3	1	2	5	3	1	1	1	1	1	3	3	1	2	3	2	1	1
12500	-418.261368855812179	-425.116856806771580	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.656746442249041	-1	1	3	5	12	11	12	12	13	15	12	13	15	15	18	16	16	16	15	17	17	17	19	17	17	18	17	19	18	19	18	18	20	20	18	20	19	21	18	17	19	19	21	18	20	18	21	20	22	21	22	23	19	22	24	24	24	26	27	29	28	31	30	31	32	35	36	36	37	40	37	39	41	43	0	1	2	2	6	0	6	6	6	6	6	6	11	12	24	5	13	13	12	19	19	14	20	12	14	16	7	40	14	19	10	20	20	22	19	15	16	26	17	17	17	17	20	17	42	10	20	15	38	42	45	33	44	16	43	43	28	57	56	56	56	60	59	61	62	62	62	65	67	67	65	62	0	73	1	1	1	3	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	2	2	2	1	2	2	1	1	2	3	1	1	1	2	2	2	1	2	2	1	1	1	1	1	1	2	1	1	2	1	2	2	2	1	3	2	1	2	2	2	1	1	2	3	1	1
13000	-417.156352140195054	-424.011840091154454	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.637357309082590	0	2	3	4	11	10	12	13	14	14	12	13	14	15	19	16	16	15	16	17	16	16	16	17	17	18	20	19	19	18	18	18	20	19	17	21	19	20	18	17	19	19	21	19	20	21	22	21	23	20	21	20	22	24	24	24	23	25	25	28	28	31	31	33	30	35	35	36	37	39	36	38	42	43	0	1	2	2	6	0	6	7	11	11	5	5	5	12	24	7	13	13	12	14	14	14	12	12	19	12	7	17	14	19	10	19	20	22	23	15	8	26	17	17	17	17	20	40	28	31	20	25	38	17	45	21	44	27	47	47	28	57	56	59	56	60	61	63	60	62	62	67	66	69	62	67	0	69	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	2	1	1	1	1	2	1	2	4	1	2	2	2	1	1	2	1	1	3	1	1	1	2	2	2	1	1	2	3	4	2	1	1	2	2	2	1	1	2	1	1	2	2	1	2	1	1	2	3	1	2	1	3	2	1	3
13500	-412.885864521999849	-419.741352472959250	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.715648742643081	1	2	4	5	12	10	11	13	13	14	12	13	14	14	18	16	16	15	16	17	17	16	18	17	16	16	19	18	20	18	18	17	20	19	18	20	20	21	19	18	19	19	19	19	20	20	22	21	22	21	22	19	21	24	24	23	24	25	28	30	28	30	32	33	32	34	35	37	36	40	37	38	41	41	0	1	2	2	6	0	6	7	11	6	6	6	5	11	25	11	13	13	14	14	14	14	14	11	12	8	16	17	23	14	10	14	43	22	14	52	26	16	40	13	40	17	23	17	28	10	33	36	38	17	45	21	44	37	43	34	28	57	56	61	56	59	60	65	62	63	62	66	67	67	65	65	0	70	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	2	3	2	1	2	1	1	2	3	1	1	2	2	1	2	1	1	2	1	2	1	2	1	2	1	1	1	2	1	1	1	2	3	2	3	1	2	1	2	1	1	1	2	1	2	2	1	2	2	2	1	1
14000	-406.880623506267852	-413.736111457227253	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591580747472962	0	1	3	5	10	9	11	12	13	15	13	13	14	15	19	15	15	16	14	17	17	17	17	17	18	17	19	17	19	18	19	19	21	20	18	21	19	19	19	18	18	17	21	19	20	19	21	21	22	19	22	21	21	22	24	23	23	25	27	29	29	30	31	32	32	33	35	36	37	39	37	39	41	43	0	1	2	2	6	0	6	7	6	12	5	5	11	19	25	7	13	13	12	14	14	14	14	12	22	8	8	17	14	14	10	20	20	22	23	11	26	16	17	17	17	17	20	42	28	10	20	15	38	42	45	21	44	38	43	35	28	57	56	56	59	60	62	60	62	62	62	66	62	68	65	65	0	73	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	2	3	1	2	2	2	1	2	1	1	4	1	2	2	1	1	1	2	1	2	2	2	1	1	1	1	2	1	2	1	3	3	1	2	2	1	1	1	1	1	1	2	2	4	2	2	3	1	1
14500	-446.231174715705208	-453.086662666664608	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633634038596129	0	1	3	5	10	8	12	11	14	15	12	13	15	14	17	15	15	16	17	18	17	16	18	17	17	18	20	17	20	17	18	19	21	19	17	20	17	20	17	18	18	17	22	20	21	20	21	21	23	19	19	23	21	24	23	23	24	26	27	28	29	31	31	31	32	35	35	36	36	38	37	40	41	42	0	1	2	2	6	0	8	5	5	5	5	11	11	12	12	7	11	5	14	14	14	14	14	12	12	8	26	13	19	14	10	20	23	22	14	9	16	26	18	17	17	17	20	41	51	10	20	15	38	42	28	14	44	16	33	34	28	57	56	56	60	61	59	59	62	63	65	67	67	67	67	71	0	73	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	1	1	1	1	2	1	3	2	2	3	1	1	1	1	2	1	2	1	2	2	1	2	2	2	1	5	1	3	1	3	3	1	2	3	1	2	2	2	1	2	2	1	1	1	2	2	1	1
15000	-402.425549581209907	-409.281037532169307	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.798508211452775	0	1	3	4	11	10	11	12	14	14	13	13	15	15	17	17	16	16	17	18	16	16	19	17	16	18	19	17	19	18	18	18	20	19	17	20	19	20	18	18	19	20	21	20	20	21	21	21	21	18	21	22	21	23	22	23	23	24	28	29	28	31	32	33	31	35	34	36	38	39	36	38	41	42	0	1	2	2	6	0	6	7	5	6	5	5	9	12	25	6	13	13	14	19	14	14	14	12	12	8	26	13	19	14	10	22	20	22	14	15	26	16	17	13	28	50	20	17	28	31	23	36	26	17	50	34	44	16	33	23	51	57	56	56	56	60	60	62	61	62	62	66	63	69	67	67	0	73	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	2	1	2	1	1	2	1	2	1	1	2	1	2	1	1	2	2	2	1	1	1	2	1	2	1	3	1	1	2	1	1
15500	-405.163889160345775	-412.019377111305175	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634510134473177	1	2	4	6	11	10	11	13	13	15	12	13	15	15	19	17	15	14	17	17	16	17	18	18	17	16	19	18	19	19	18	19	19	20	18	20	20	20	18	18	19	18	22	19	20	22	21	21	22	21	21	21	21	23	24	22	23	25	25	29	27	30	31	32	30	34	34	36	37	40	38	39	41	43	0	1	2	2	6	0	6	7	6	11	5	6	18	12	23	8	6	5	14	14	14	14	14	25	14	8	16	17	19	14	10	20	20	22	14	15	16	7	17	17	13	17	20	17	28	10	20	25	38	40	28	21	40	37	47	34	28	57	56	61	56	60	62	62	61	65	62	66	67	71	62	68	0	73	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	3	1	1	1	1	1	2	1	2	2	1	2	1	2	2	1	1	2	1	1	1	4	1	2	2	2	3	2	1	3	2	2	1	1	2	2	1	2	2	1	2	1	2	1	2	1	1	1	2	1	2	1	1	1	4	1	1	1
16000	-425.536473204866695	-432.391961155826095	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.751715584292204	0	1	3	5	12	10	12	13	12	14	11	13	15	15	18	16	16	15	16	16	16	16	18	18	17	19	19	17	20	19	18	17	20	18	18	20	20	21	19	18	20	19	22	19	21	20	22	21	23	20	20	23	21	21	24	23	23	25	28	27	30	30	31	32	31	35	35	37	36	39	38	39	42	40	0	1	2	2	11	0	6	7	6	5	6	11	6	12	25	7	18	11	14	12	12	14	14	16	12	16	16	17	19	23	10	20	34	14	21	34	26	26	13	17	17	40	33	40	28	10	33	16	37	42	28	34	44	37	47	34	28	57	56	56	59	56	62	63	59	63	65	66	63	71	65	68	0	69	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	2	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	1	1	1	2	3	1	2	1	1	2	2	1	1	1	2	3	1	2	2	1	3	1	1	1	2	3	1	1	1	3	1	1	2
16500	-435.192228728396742	-442.047716679356142	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.714439853786066	-1	0	2	5	12	9	11	13	13	14	13	13	14	14	19	15	15	12	16	16	16	16	18	18	16	19	19	18	18	19	18	18	20	19	17	20	18	21	19	18	18	20	21	20	20	22	20	22	22	20	21	22	21	23	24	23	24	25	27	28	30	30	29	33	32	34	36	34	38	40	38	39	42	43	0	1	2	2	6	0	6	7	5	5	7	5	18	12	25	8	13	6	14	14	14	14	14	25	12	16	37	17	19	23	10	20	20	22	14	15	16	27	13	17	17	41	20	41	28	10	20	36	26	13	45	12	44	37	52	23	51	45	56	56	59	59	60	60	60	62	60	65	66	67	67	69	0	73	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	3	1	2	1	1	1	2	1	2	1	2	1	2	1	1	3	2	1	2	3	1	6	1	3	2	3	2	2	2	3	1	1	1	2	2	3	3	1	2	2	2	1	1	1
17000	-450.556607844573136	-457.412095795532537	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.615888585620901	0	1	3	4	11	10	12	13	13	15	12	14	14	15	18	15	15	16	16	17	16	16	18	17	17	17	18	19	18	18	18	19	19	19	18	20	20	21	18	18	19	19	21	19	21	21	22	20	22	21	22	22	20	23	24	23	24	25	27	29	30	30	32	33	31	34	35	36	37	39	37	39	41	43	0	1	2	2	6	0	6	5	11	6	6	6	6	12	12	7	13	13	12	14	14	14	14	9	12	8	16	40	19	21	10	20	20	22	19	15	27	37	13	18	13	13	20	17	40	10	33	24	38	17	45	23	44	37	43	52	28	57	36	52	22	60	61	60	59	62	62	63	63	69	68	67	0	73	1	1	1	2	1	1	1	2	1	2	1	2	1	1	2	2	1	1	1	2	1	1	2	1	2	3	2	1	1	1	2	1	1	2	1	2	1	1	2	1	2	2	3	2	1	2	2	1	1	3	1	3	1	1	2	1	2	1	4	4	6	1	1	1	3	3	2	2	3	1	1	1	1	1
17500	-422.300191059059273	-429.155679010018673	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607787603163611	1	2	4	5	12	10	12	13	14	14	13	12	15	14	18	15	16	16	17	17	16	17	17	16	18	17	19	18	20	18	18	18	21	19	19	20	19	22	19	19	19	19	20	20	19	21	20	21	20	21	22	23	22	23	23	23	24	26	27	30	29	30	31	32	29	34	35	35	37	39	37	39	40	43	0	1	2	2	6	0	6	7	5	5	6	6	5	12	14	8	12	13	14	14	14	14	14	12	24	16	8	17	19	23	10	20	20	22	23	24	26	49	17	13	17	17	20	40	28	10	19	36	37	42	45	22	44	26	43	34	28	57	34	56	56	61	61	62	59	63	62	62	63	69	66	71	0	73	1	1	2	2	1	1	1	1	1	1	1	1	2	1	3	1	1	1	2	2	1	2	1	2	1	1	2	1	1	1	2	1	2	1	1	3	1	2	2	2	2	1	2	1	1	3	1	1	1	1	2	3	2	3	2	2	3	1	3	3	3	1	1	1	1	2	2	3	2	1	2	1	1	1
18000	-427.031070803455691	-433.886558754415091	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.730588674924740	0	1	3	5	11	9	12	13	13	13	11	12	14	15	19	15	16	15	16	17	16	16	17	16	18	19	20	17	18	18	17	19	20	19	18	21	19	21	18	19	18	19	21	19	19	22	21	22	22	21	22	22	20	23	23	24	24	26	26	29	29	31	30	30	31	35	36	37	37	38	37	40	41	41	0	1	2	2	6	0	5	7	5	5	6	11	9	12	25	8	13	13	14	14	14	14	14	12	24	16	16	17	19	23	10	20	20	23	14	25	7	8	17	17	13	17	33	17	28	31	20	25	26	40	45	21	44	37	20	34	51	57	56	56	56	61	60	60	63	65	65	65	67	67	62	67	0	68	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	3	2	1	1	1	2	2	1	1	1	2	3	5	1	2	2	2	1	2	1	2	2	2	1	1	2	2	1	2	2	3	1	1	1	3	2	1	1	1	1	1	3	4	1	1	3	1	1	2
18500	-445.583965535341576	-452.439453486300977	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.598374648860688	0	1	3	4	12	9	12	13	13	15	12	14	14	15	16	17	15	15	17	17	17	17	18	17	16	16	19	19	19	16	18	18	21	20	18	20	19	20	17	18	18	19	21	19	20	19	21	20	22	21	21	22	22	23	24	24	24	26	28	28	28	30	31	32	31	35	36	37	35	39	36	40	40	43	0	1	2	2	6	0	6	11	6	8	6	11	7	12	5	8	11	11	14	14	15	14	14	11	12	7	7	40	19	14	10	20	20	22	14	15	26	26	17	18	17	17	20	39	28	10	20	15	38	42	45	36	44	37	47	21	17	57	56	56	56	59	62	61	60	60	62	62	63	67	62	68	0	73	1	1	1	2	1	1	1	1	2	1	2	1	1	1	2	2	2	2	1	1	1	1	1	2	1	2	3	1	1	1	2	1	2	1	2	2	1	3	1	1	1	2	2	1	1	2	2	2	2	2	1	1	2	2	2	3	3	1	2	2	2	1	1	1	2	4	2	3	2	1	3	1	1	2
19000	-411.700370426582253	-418.555858377541654	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.708136778725322	-1	2	3	5	11	9	11	13	13	13	12	13	14	14	19	15	16	15	16	17	17	17	17	15	17	17	19	18	19	18	18	19	21	18	17	20	18	21	18	19	19	18	21	19	21	20	22	22	22	20	19	20	22	24	24	24	24	26	27	29	30	30	32	32	31	34	34	36	37	40	38	39	41	42	0	1	2	1	6	0	6	7	6	5	5	5	6	12	25	8	18	13	14	14	14	14	14	12	24	16	26	17	19	14	10	20	20	22	14	25	7	26	17	17	17	17	32	17	51	10	43	25	38	42	28	40	44	27	47	52	28	57	56	59	60	60	62	62	62	65	62	66	67	67	62	67	0	73	1	1	1	3	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	3	1	1	2	3	2	1	2	2	1	2	2	1	3	1	3	1	1	1	1	1	2	1	2	3	1	1	1	1	1	1	1	1	1	2	1	1	2	4	2	1	1
19500	-427.399913257673688	-434.255401208633089	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.720536122292540	0	2	4	6	12	10	11	12	14	15	12	12	14	13	17	15	15	14	15	17	17	15	18	16	18	17	18	17	20	19	18	18	21	20	18	20	20	21	19	18	20	18	22	19	21	21	20	22	22	19	20	21	21	23	24	24	24	26	28	28	30	30	30	33	32	34	33	37	38	39	37	39	41	43	0	1	2	3	6	0	6	7	5	11	6	6	11	12	12	7	18	11	5	14	14	12	14	12	15	16	16	17	19	22	10	20	20	22	21	15	26	37	17	28	17	17	47	17	51	10	20	36	37	42	28	34	44	37	47	52	50	57	56	56	60	56	59	63	62	63	65	66	71	71	65	71	0	73	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	2	2	2	2	1	1	2	1	2	2	1	1	2	2	1	1	2	1	2	1	2	1	1	2	1	2	1	2	1	1	2	1	2	2	2	2	3	1	2	2	1	3	1	1	1	2	1	2	1	1	2	1	1	1
20000	-409.871079027349253	-416.726566978308654	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.754076676322020	-2	0	2	5	11	10	11	13	14	13	12	13	14	15	17	15	16	16	17	17	17	14	18	18	17	17	18	18	19	19	17	18	19	19	19	20	20	22	19	18	18	18	21	19	20	21	22	22	21	20	21	22	21	23	24	23	25	26	27	29	26	30	32	33	32	32	34	35	35	40	37	40	40	42	0	1	2	2	6	0	6	7	11	11	6	11	11	22	12	7	13	13	14	14	14	12	14	25	11	8	16	17	19	23	10	20	20	21	14	15	26	49	17	17	13	17	33	41	28	31	33	15	37	42	45	21	44	46	43	34	51	57	56	61	56	61	62	62	59	62	63	66	65	65	68	67	0	73	1	1	1	3	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	3	3	3	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	2	3	1	1	1	3	1	1	1	2	2	1	2	1	2	1	1	1	2	1	1	2	1	3	1	3	1	1
20500	-394.534051195675431	-401.389539146634831	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590449845504761	0	1	3	5	11	9	11	13	14	14	13	14	15	15	18	16	16	16	16	17	17	16	17	18	17	18	18	18	20	17	17	19	20	19	18	20	19	20	18	18	19	18	20	18	19	22	21	21	21	19	20	21	22	22	24	23	23	25	27	29	29	29	31	31	30	33	34	36	38	40	36	40	41	43	0	1	2	2	6	0	6	7	5	5	6	5	11	12	25	8	13	13	14	14	14	14	14	25	12	16	16	17	19	14	10	20	20	22	23	15	26	26	17	17	17	17	20	17	28	31	20	25	37	17	45	21	44	26	33	22	50	57	56	56	56	59	59	65	59	62	62	66	61	69	67	68	0	73	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	2	2	1	1	1	2	1	1	3	2	2	1	2	1	1	2	2	2	2	2	1	3	3	2	1	2	1	2	2	2	2	4	1	1	2	1	1
21000	-388.283634281400509	-395.139122232359910	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.711446310666808	1	2	3	5	11	10	11	13	12	14	12	13	14	14	18	16	16	15	16	17	16	17	18	17	18	19	18	18	18	19	18	19	20	19	17	20	19	21	18	19	17	18	20	19	20	20	21	21	22	19	21	19	21	23	22	24	24	25	27	29	30	31	32	33	30	33	34	35	36	39	37	40	40	43	0	1	2	2	6	0	6	7	6	5	6	5	11	12	12	8	13	5	14	14	14	14	22	12	12	16	16	17	19	35	10	20	20	20	19	25	16	37	17	28	17	17	20	17	39	31	20	15	38	42	45	21	44	26	43	34	28	57	56	59	60	65	62	62	59	62	62	66	63	67	69	71	0	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	2	1	2	1	2	1	2	3	2	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	3	2	1	2	1	1	1	1	1	1	1	2	1	2	2	1	2	1	2
21500	-399.187439458745473	-406.042927409704873	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666607382010135	0	2	3	6	11	10	11	12	14	14	13	13	16	15	18	15	16	14	15	17	16	17	17	16	18	18	20	18	19	18	19	18	21	20	17	20	19	21	18	18	20	19	21	19	20	21	21	22	21	20	22	21	21	24	24	23	24	26	27	30	29	30	32	32	32	33	35	36	38	40	37	38	41	42	0	1	2	2	6	0	6	7	6	6	5	6	18	12	12	8	12	12	12	14	14	12	14	12	24	8	8	13	19	14	10	20	20	22	14	25	16	37	17	17	17	17	20	17	28	15	20	36	26	42	28	23	44	37	47	34	51	57	56	59	56	61	60	60	62	60	63	66	66	69	65	68	0	73	1	1	1	2	1	1	1	1	2	2	1	2	1	1	4	2	2	1	1	1	1	2	1	2	1	3	2	1	2	1	2	1	2	2	1	1	2	1	1	1	2	1	2	1	1	2	2	1	2	1	3	1	1	2	2	2	1	1	3	2	3	1	1	1	1	1	2	2	2	1	3	1	1	1
22000	-410.696687566319440	-417.552175517278840	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.721350452923846	0	2	4	4	12	10	11	12	13	15	12	14	14	15	18	16	16	15	17	18	15	16	17	17	16	17	19	19	18	17	18	19	21	19	18	21	20	20	17	18	19	20	22	19	20	20	19	21	22	20	22	21	21	22	24	22	23	25	27	28	29	30	32	32	30	34	35	37	37	39	35	39	40	42	0	1	2	2	6	0	6	7	8	6	6	11	5	12	25	6	13	13	14	14	12	14	14	25	12	8	26	16	19	14	16	20	47	23	23	25	16	16	17	17	17	28	47	17	28	12	23	15	38	40	45	34	44	16	20	22	28	57	56	59	60	59	62	62	61	62	66	71	67	69	63	68	0	73	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	3	1	2	1	1	2	2	1	2	3	3	3	2	2	1	1	2	1	1	1	1	1	1	2	1	2	2	1	1
22500	-410.226030844834611	-417.081518795794011	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.744168555379345	1	2	3	6	10	9	11	13	13	13	13	12	15	14	18	16	16	16	15	16	16	16	16	17	18	19	19	18	20	19	18	19	20	20	18	20	20	21	19	18	19	18	20	20	20	21	21	21	22	20	21	23	22	23	24	23	24	25	28	27	30	30	32	32	30	35	34	36	38	40	37	39	41	43	0	1	2	2	6	0	6	7	6	6	5	5	9	12	12	8	13	13	14	14	14	14	14	12	12	8	16	17	19	24	5	20	20	22	23	25	16	16	17	17	17	17	20	17	28	31	20	24	38	42	45	47	44	38	47	34	51	57	60	56	60	59	59	65	59	63	65	63	66	66	67	71	0	73	1	1	1	2	1	1	1	1	2	3	2	1	1	1	2	1	1	1	1	1	1	1	1	3	3	3	1	1	2	1	3	2	2	2	1	1	1	2	1	1	1	1	2	2	1	2	3	3	1	2	1	2	1	1	1	1	2	1	1	2	2	1	2	1	1	2	2	2	1	2	2	1	1	1
