step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22
30000	-216.321597576602358	-214.891083102327684	-1.430514474274682	0.000309995079111	0.000110765075089	0.357312365753753	0.385480004643603	0	3	4	4	5	6	8	11	10	12	13	14	14	18	17	16	21	22	22	26	24	28	0	1	1	1	1	1	1	2	6	9	10	10	7	12	12	9	10	15	8	7	7	17	1	2	2	2	2	2	4	4	2	1	1	1	4	2	1	3	6	3	6	8	6	4
30500	-227.891565014298209	-226.456448672629421	-1.435116341668780	0.000313352729571	0.000110279952695	0.351935510011043	0.440307111193129	0	3	5	4	5	5	8	7	9	12	13	14	14	18	15	17	19	22	22	25	23	28	0	1	1	1	1	1	8	6	4	9	9	9	3	9	9	6	12	15	14	16	16	13	1	1	3	2	3	2	1	1	2	2	2	3	5	5	2	5	3	4	2	4	3	6
31000	-240.038159161552983	-238.444476051995565	-1.593683109557419	0.000450831359157	0.000109460501754	0.242797000542259	0.366762183343222	-1	3	3	4	4	5	8	10	10	10	13	14	14	17	18	16	21	23	22	23	26	28	0	1	1	1	1	1	1	7	2	4	9	11	10	11	12	13	12	15	10	14	18	18	1	3	1	3	2	3	3	1	3	3	2	1	2	2	2	1	5	4	5	4	2	3
31500	-249.485847075167982	-247.874272791802213	-1.611574283365778	0.000534684158245	0.000125710503908	0.235111704675877	0.309237527735151	-1	3	3	4	6	3	8	10	10	11	13	14	13	17	16	13	18	22	23	26	26	27	0	1	1	1	1	1	6	4	5	5	5	5	5	10	10	5	5	15	12	7	11	17	1	2	3	2	4	3	3	2	3	1	3	4	2	2	2	2	6	3	4	9	9	4
32000	-198.066179533108084	-196.217039191197159	-1.849140341910935	0.000466910765306	0.000077349900156	0.165663132880899	0.418029173929526	0	2	5	3	5	5	8	11	9	11	11	15	14	14	18	15	20	22	22	26	26	27	0	1	1	2	1	1	1	4	7	9	9	7	7	11	11	7	9	11	12	12	18	18	1	1	2	1	2	2	4	3	1	2	1	5	2	1	5	3	6	6	3	5	2	2
32500	-271.366680816842290	-269.871476166984451	-1.495204649857832	0.000760904675239	0.000226784486025	0.298045856996806	0.380236905473991	0	3	4	2	5	4	7	8	10	12	14	12	14	18	15	16	20	22	22	25	27	28	0	4	2	1	2	2	5	5	8	2	8	3	10	13	9	8	16	9	15	16	15	16	1	1	1	1	1	1	1	2	1	4	4	3	1	3	3	4	2	4	4	5	6	4
33000	-216.390638280480630	-214.781484907800802	-1.609153372679825	0.000317470201339	0.000074961380421	0.236120996884781	0.371025574444255	0	2	5	4	6	5	9	10	9	11	13	15	14	17	17	17	19	22	20	25	26	28	0	1	4	2	4	1	5	5	3	9	9	11	8	11	10	6	12	9	16	16	18	19	1	1	1	1	1	2	1	2	2	1	2	1	2	2	3	6	2	8	1	4	2	3
33500	-213.981522890354256	-212.472414405508914	-1.509108484845329	0.000170520787696	0.000049187963028	0.288457282497512	0.459179621512388	-2	3	5	5	4	5	9	11	10	12	14	13	14	17	16	17	20	22	20	24	26	28	0	1	2	1	2	1	3	3	4	9	10	10	4	12	10	13	10	11	8	19	20	21	1	2	1	3	1	3	2	3	2	1	2	1	2	2	2	2	5	4	4	2	1	2
34000	-234.144192060722872	-232.668436094656784	-1.475755966066085	0.000399930210163	0.000125149565640	0.312928512173165	0.371948060825651	-1	3	4	1	5	4	7	8	10	11	12	14	14	17	18	16	19	20	22	25	26	27	0	1	1	1	1	4	3	4	5	5	9	11	6	11	11	8	11	11	8	13	10	16	1	2	2	1	3	2	1	4	4	2	1	1	4	3	4	3	4	4	6	5	9	4
34500	-217.261647368097584	-215.550839646863892	-1.710807721233679	0.000342547597977	0.000068588301446	0.200229988038823	0.245365021220275	-1	4	4	3	5	4	8	10	9	12	14	15	14	18	16	17	19	23	22	23	26	28	0	1	1	1	1	1	4	4	4	9	9	9	8	9	9	13	10	15	8	14	14	14	1	3	2	2	3	3	2	4	2	2	3	2	2	5	3	1	3	4	5	2	3	5
35000	-233.415153958031425	-231.849374569594005	-1.565779388437413	0.000444987397670	0.000113892874664	0.255946292546871	0.280559781129394	-2	2	3	4	5	4	9	11	10	11	13	12	14	17	17	16	20	21	21	26	23	28	0	1	1	1	3	1	3	1	6	6	10	7	9	11	11	13	11	11	9	9	9	14	1	1	2	3	1	3	3	6	4	4	1	1	2	3	2	1	4	3	4	9	7	6
35500	-252.434850164749122	-250.983329940128840	-1.451520224620271	0.000585750780209	0.000195985510797	0.334588561242859	0.345109996614637	0	2	4	2	3	4	8	10	11	12	13	13	15	18	15	16	21	21	19	25	27	27	0	1	1	1	4	4	5	3	3	8	8	7	12	3	11	12	15	15	12	12	3	17	1	2	2	1	1	1	2	4	3	1	2	3	2	8	1	2	4	2	2	7	12	2
36000	-258.536298183114752	-256.851358078261740	-1.684940104853012	0.000461857061489	0.000096193052904	0.208274509419429	0.498401613730668	0	4	4	4	5	5	7	10	10	12	13	15	13	17	17	17	20	23	22	25	25	28	0	1	1	1	1	1	1	6	7	9	9	10	8	11	10	5	14	11	17	8	16	8	1	2	2	2	2	2	2	3	2	1	2	2	1	3	2	5	1	4	1	8	3	6
36500	-271.094049673328300	-269.620451698132399	-1.473597975195917	0.000433960962520	0.000136568627074	0.314702562831734	0.260331713382451	-1	2	5	5	4	3	9	8	9	12	12	12	15	18	18	15	20	22	22	24	27	29	0	1	5	2	1	1	3	4	6	6	9	8	8	13	9	10	12	11	10	10	15	8	1	3	1	2	1	3	2	2	3	5	2	1	4	1	6	2	4	6	5	5	5	15
37000	-208.880954958069196	-207.295585639302288	-1.585369318766915	0.000321830516974	0.000079349514423	0.246556837335514	0.350679663467372	0	4	5	2	4	4	8	11	9	11	13	14	14	16	17	16	20	22	23	25	26	29	0	1	1	1	4	1	6	6	2	9	10	9	8	11	11	8	11	12	8	8	8	13	1	2	3	1	1	2	1	6	1	1	1	2	2	1	2	3	3	3	7	5	8	7
37500	-205.998217822351108	-204.464498444155964	-1.533719378195154	0.000402681537130	0.000110014646591	0.273205092478424	0.226166754698203	-1	2	4	4	5	5	9	10	10	12	13	14	15	18	17	14	20	22	22	24	24	28	0	1	1	1	1	1	1	1	6	8	9	10	7	11	10	8	14	11	13	8	7	13	1	2	4	2	4	5	4	4	3	1	1	1	3	3	3	2	1	3	3	7	9	7
38000	-195.785291364874894	-194.350777281315715	-1.434514083559169	0.000261937684049	0.000092365764360	0.352624956179939	0.309299379040006	-1	3	3	4	6	5	8	11	10	12	12	14	14	18	18	16	17	23	22	25	26	28	0	1	1	1	1	1	2	1	6	9	9	10	8	10	10	13	11	11	8	8	8	7	1	2	2	2	4	4	3	6	3	1	1	2	1	3	5	1	3	5	5	6	7	8
38500	-188.397238408710251	-186.690712103035480	-1.706526305674764	0.000371263535165	0.000074816616788	0.201518893457613	0.367832360957576	-1	3	5	4	4	3	9	9	10	12	13	14	13	16	17	17	20	22	21	25	25	28	0	1	1	1	1	1	1	4	7	7	10	9	7	9	11	7	11	11	7	16	7	16	1	2	3	2	2	2	5	3	1	2	1	3	2	3	2	4	3	3	6	4	8	6
39000	-240.029534593362172	-238.580320953648254	-1.449213639713924	0.000504551935426	0.000169971489436	0.336876102343616	0.344967448360243	-1	2	4	4	4	5	8	10	11	11	13	14	13	18	18	17	20	22	20	25	25	27	0	1	2	1	2	5	5	1	7	8	10	8	7	7	9	4	9	11	12	6	4	13	1	1	1	3	1	1	2	5	2	1	1	3	2	5	4	7	5	5	4	9	10	5
39500	-231.687640863632367	-230.211351796043175	-1.476289067589186	0.000413375303464	0.000129177451416	0.312494361258610	0.292768723655963	-1	2	4	5	3	5	8	7	9	12	13	15	15	18	17	17	20	22	23	25	26	27	0	1	1	5	2	1	2	1	3	7	9	7	8	13	13	9	15	17	7	16	13	13	1	1	3	2	1	3	3	3	3	1	2	4	4	2	1	7	1	1	6	5	6	7
40000	-245.510229965179690	-243.811525833629531	-1.698704131550152	0.000440052688482	0.000089733913573	0.203916294393851	0.395189988538075	0	2	4	5	6	6	8	11	7	10	11	14	14	17	17	16	20	23	22	25	27	28	0	1	2	3	4	2	5	4	1	6	10	11	8	16	10	9	11	12	12	18	20	16	1	1	1	1	1	2	1	2	6	2	1	2	1	1	3	7	4	6	4	1	2	5
40500	-197.376107013232684	-195.919806605417762	-1.456300407814920	0.000280852192021	0.000092677414110	0.329986436789709	0.332610017287660	-2	2	4	5	4	6	8	11	9	12	11	14	12	17	18	16	20	21	21	25	26	28	0	1	1	1	1	1	5	2	6	11	9	10	6	11	12	8	12	15	14	19	19	19	1	2	2	4	2	5	2	5	2	1	1	1	3	3	1	2	2	2	2	2	4	3
41000	-213.871456822395345	-212.411426053922696	-1.460030768472652	0.000369469802330	0.000120638234328	0.326517170191415	0.471776769481725	-1	2	4	3	6	5	6	10	9	12	14	15	15	18	18	17	19	22	22	25	25	28	0	1	1	1	6	4	1	5	3	7	10	11	7	12	11	8	14	15	13	13	16	21	1	2	3	2	1	1	4	2	2	2	1	1	4	2	2	3	1	2	4	6	2	2
41500	-240.582275909852854	-239.014386142222406	-1.567889767630447	0.000350748489482	0.000089404584453	0.254896563017649	0.353343385585499	-1	4	4	5	5	6	8	10	9	12	14	15	15	17	16	14	19	22	22	24	27	28	0	1	1	1	1	1	4	1	5	8	9	8	9	10	13	8	15	15	6	12	13	13	1	2	3	3	3	3	1	5	3	2	3	3	3	2	1	2	1	3	8	4	6	5
42000	-204.967817280665571	-203.426391324727405	-1.541425955938156	0.000451384446696	0.000121338382823	0.268813832004252	0.483012523474711	0	2	3	4	5	5	8	11	11	11	13	15	13	17	15	16	20	22	22	25	25	26	0	1	1	2	4	1	5	5	7	7	10	11	8	16	11	6	14	12	16	16	8	8	1	1	2	1	1	2	2	4	2	1	1	1	1	1	1	5	2	4	3	4	8	6
42500	-248.275164766896637	-246.843196304099791	-1.431968462796857	0.000533304462344	0.000189635578402	0.355585958476780	0.316448863514063	0	4	5	4	3	5	8	8	10	10	13	14	14	16	17	16	20	23	22	26	26	29	0	1	5	1	1	1	1	1	8	3	7	7	7	8	7	3	9	19	12	15	11	15	1	2	1	2	1	2	5	4	2	2	3	3	3	5	4	5	4	1	4	6	6	7
43000	-196.148977837012637	-194.458896761517337	-1.690081075495287	0.000241735426524	0.000049948638233	0.206625230532407	0.393676287314710	-1	3	4	3	5	3	8	11	10	11	13	14	15	16	17	15	19	21	21	25	24	29	0	1	4	1	6	1	1	1	7	9	10	11	7	12	11	7	11	12	13	13	19	21	1	3	1	2	1	3	6	6	2	1	1	1	5	2	3	3	3	5	3	5	1	4
43500	-280.227673254833292	-278.647922407406895	-1.579750847426391	0.000545875502553	0.000136016306231	0.249170929259587	0.158905005620577	0	3	1	5	5	5	9	10	9	11	13	14	15	16	16	17	20	23	22	24	26	28	0	3	1	2	2	2	6	4	6	1	9	9	8	9	11	8	9	9	10	12	12	17	1	1	1	1	1	1	1	2	2	5	2	3	3	5	2	7	5	8	5	5	6	5
44000	-212.782290958870732	-211.153830104606385	-1.628460854264347	0.000422753657669	0.000096522237860	0.228317924893608	0.368964074490211	0	2	2	4	6	5	8	9	10	12	13	15	14	18	17	15	20	22	23	25	26	28	0	1	1	2	1	1	4	2	8	9	10	10	8	15	16	3	12	12	13	13	13	13	1	1	1	1	3	2	2	4	1	1	1	1	3	1	1	7	2	3	4	5	9	8
44500	-177.559868046542789	-176.009897778122763	-1.549970268420028	0.000267499543088	0.000070655478967	0.264133082815421	0.356894990748345	0	4	4	3	4	6	8	9	10	11	12	14	13	17	17	16	19	22	22	25	26	28	0	4	1	1	1	1	1	1	8	9	10	11	8	11	11	13	11	10	8	7	8	8	1	1	2	2	2	3	6	7	1	1	1	1	2	3	3	2	4	5	7	8	7	8
45000	-227.579138172716455	-226.045413108402698	-1.533725064313770	0.000493102899372	0.000134716594868	0.273201790212927	0.238233858003584	-1	4	5	5	5	6	8	7	10	11	13	12	15	18	17	16	20	21	22	24	26	28	0	1	1	1	1	1	1	1	7	6	6	3	7	15	16	3	16	9	10	7	8	7	1	3	4	3	2	4	3	3	1	3	3	4	2	1	1	8	3	5	6	7	7	7
45500	-246.618712167711635	-245.192644350817545	-1.426067816894078	0.000664285397767	0.000240976989163	0.362761231803241	0.305209968413732	0	3	4	5	6	6	7	10	10	11	13	15	14	16	17	16	18	23	22	25	26	28	0	1	2	2	2	2	5	7	6	6	6	13	6	6	12	10	13	12	16	14	9	10	1	1	1	1	1	2	1	1	2	4	5	1	3	3	2	4	1	3	2	4	8	8
46000	-229.227064878249820	-227.796244087356683	-1.430820790893144	0.000426386872927	0.000152197290661	0.356946473552862	0.394986429567745	0	4	4	4	4	5	8	10	10	12	13	14	13	16	18	16	18	23	22	25	27	28	0	1	1	1	1	4	1	4	7	9	9	9	8	10	10	8	9	11	16	18	8	13	1	2	2	1	1	1	4	2	2	1	2	3	2	2	2	3	4	5	3	1	7	5
46500	-307.582765118951386	-306.095614211116981	-1.487150907834397	0.000629129020869	0.000191243588678	0.303981508298870	0.351276931951420	0	3	3	5	6	5	7	9	10	10	13	14	15	17	17	15	20	22	23	26	27	29	0	1	1	3	4	3	5	2	6	6	8	6	2	16	13	10	14	14	12	16	7	8	1	2	2	1	1	1	1	3	3	4	2	2	3	1	2	3	2	2	3	5	12	9
47000	-264.459236697092820	-263.009382181801527	-1.449854515291315	0.000442434768285	0.000148762489836	0.336235984374201	0.295344800251171	-1	2	5	4	6	5	7	9	11	11	11	14	11	17	16	16	21	22	22	26	26	29	0	1	2	2	1	1	3	4	6	3	8	11	5	9	12	5	9	15	5	6	8	6	1	1	1	1	4	3	1	2	3	3	1	2	2	3	1	3	4	5	6	11	7	9
47500	-256.871570327227232	-255.384408405065727	-1.487161922161533	0.000584865490012	0.000177783424055	0.303973182024809	0.265789645650449	0	3	2	5	5	6	8	10	10	11	13	13	14	15	18	16	20	22	20	25	27	28	0	1	1	1	3	1	1	2	5	7	10	8	7	10	11	14	9	9	9	6	7	4	1	1	2	3	2	3	3	3	2	2	1	2	4	2	2	1	6	7	4	6	9	9
48000	-224.666042250813092	-223.092982720790047	-1.573059530023045	0.000646279185888	0.000163098457654	0.252365326340911	0.404619592028928	0	4	5	4	4	4	7	9	9	11	13	14	13	16	18	14	21	22	20	24	27	28	0	1	1	1	1	1	1	4	3	7	8	3	3	9	13	3	16	16	16	17	18	17	1	2	3	1	2	1	3	3	2	2	2	5	3	3	2	4	4	5	3	1	3	4
48500	-237.258208101352011	-235.720393222844535	-1.537814878507487	0.000283359935053	0.000076748232358	0.270850684461486	0.370014355283239	-1	2	4	5	4	4	8	10	10	8	14	14	14	17	17	16	21	21	19	26	26	28	0	1	2	3	2	1	4	5	6	6	9	10	6	12	10	6	11	15	16	19	16	19	1	2	1	1	1	3	1	3	4	2	2	3	4	2	4	6	4	3	1	3	5	5
49000	-200.419130531650296	-198.882413163060221	-1.536717368590085	0.000389552390991	0.000105754487006	0.271476929553168	0.390112212599813	-1	2	5	4	5	3	8	10	10	12	13	14	13	18	16	17	19	23	21	25	26	29	0	1	2	2	1	2	6	1	5	8	8	8	5	10	12	8	12	14	16	8	16	16	1	1	1	1	3	1	3	5	2	1	2	2	3	3	1	5	2	3	2	8	4	5
49500	-242.209369294479643	-240.734360387831316	-1.475008906648331	0.000477691906133	0.000149775341100	0.313539624969229	0.229980995951525	0	3	5	4	3	5	7	11	10	12	14	13	15	16	16	16	18	23	22	26	27	28	0	1	1	1	1	1	5	5	2	3	8	8	9	6	12	8	12	12	10	13	18	15	1	1	2	2	1	3	2	5	5	5	2	1	3	8	3	3	2	5	4	6	3	5
50000	-258.162509065026825	-256.668131781342026	-1.494377283684780	0.000542831838922	0.000162112366755	0.298641964474587	0.437694925865106	0	2	4	3	5	5	8	9	10	12	13	14	14	18	18	15	19	22	20	26	27	28	0	1	1	2	3	4	5	6	8	8	9	9	7	11	9	7	9	14	15	14	8	14	1	1	1	1	1	1	1	2	1	2	2	2	3	3	4	2	3	2	1	4	9	8
50500	-235.742756869275837	-234.137839766424264	-1.604917102851580	0.000415994066544	0.000098968975401	0.237909584198566	0.278125325481773	0	2	3	4	2	5	7	11	10	11	12	15	15	18	17	15	20	22	23	24	26	28	0	1	2	3	1	1	3	5	7	6	9	9	7	11	12	7	9	15	13	16	8	16	1	2	1	1	1	3	2	4	2	3	1	1	6	3	1	5	4	2	4	6	6	6
51000	-192.215501336180779	-190.615058184792758	-1.600443151388023	0.000394246805984	0.000094552357229	0.239830369692189	0.502722696068576	0	2	4	4	5	5	9	10	11	12	14	14	14	17	16	15	19	23	21	26	26	28	0	1	2	2	3	1	1	1	8	9	10	10	8	15	12	8	10	11	8	8	7	8	1	1	1	1	1	3	3	5	1	1	1	2	2	1	1	2	5	3	3	6	8	8
51500	-250.136033356211612	-248.627473106769145	-1.508560249442482	0.000611915341861	0.000176733908174	0.288820848381957	0.291303345558987	0	2	4	5	5	4	7	11	11	11	12	13	14	18	16	16	20	22	22	24	26	28	0	1	2	3	2	1	1	5	6	5	8	11	7	13	11	8	13	12	16	16	13	8	1	1	1	1	1	2	4	2	5	2	1	1	4	3	2	2	4	4	2	4	5	10
52000	-204.700917952553510	-203.101259248115952	-1.599658704437572	0.000503768255167	0.000120990324142	0.240170600074683	0.386636892509241	0	4	3	4	5	5	8	11	10	11	12	14	14	16	17	15	19	22	23	26	27	28	0	1	1	1	1	1	1	5	7	3	9	8	8	9	9	10	11	11	8	14	18	18	1	2	2	2	2	2	5	3	1	4	1	2	1	4	4	2	4	6	7	5	3	4
52500	-213.578414755663090	-212.034983501033281	-1.543431254629796	0.000424125905934	0.000113537687380	0.267698072179681	0.334788220938851	0	4	3	4	6	6	8	11	10	12	14	14	13	18	17	17	20	23	21	25	26	27	0	1	1	1	1	3	3	3	7	9	10	9	7	11	12	13	12	14	5	5	8	7	1	2	1	2	4	2	4	4	1	1	1	3	2	2	3	3	2	3	8	7	6	5
53000	-234.216408713665942	-232.535616883587721	-1.680791830078222	0.000530443581920	0.000111194008844	0.209624572025944	0.351607258928929	0	3	4	5	4	6	8	9	10	10	14	15	14	17	18	16	19	23	21	24	26	28	0	1	1	2	2	2	1	4	7	7	10	8	8	10	9	11	10	10	3	13	7	17	1	1	2	1	1	1	4	2	1	1	3	3	2	3	3	2	4	5	6	7	11	6
53500	-234.163531364325763	-232.566318301068549	-1.597213063257211	0.000672015452841	0.000162115694387	0.241238045497276	0.232950643590642	0	3	4	4	6	5	8	9	11	11	14	14	14	18	17	16	20	19	23	24	26	29	0	1	1	1	6	4	1	1	3	8	8	8	7	7	8	8	10	10	11	12	2	18	1	2	2	2	1	1	4	4	4	1	3	3	4	6	8	3	4	4	4	6	11	6
54000	-251.992710360690438	-250.455149425754172	-1.537560934936279	0.000505756154828	0.000137057533068	0.270995284505767	0.305704219105592	0	4	4	2	5	4	7	9	11	10	13	15	15	16	17	16	20	23	22	25	27	28	0	4	4	1	6	1	5	5	8	7	10	9	10	9	9	8	14	12	15	8	13	18	1	1	1	1	1	2	1	2	1	2	2	1	3	2	5	4	2	4	2	11	5	3
54500	-209.121445186258967	-207.569847824575106	-1.551597361683847	0.000466549186795	0.000122825108001	0.263262934493591	0.342943680151424	0	2	5	4	6	5	8	10	10	12	12	15	14	16	18	16	19	23	22	25	26	27	0	1	1	2	1	2	1	4	5	5	7	7	7	13	16	5	14	10	8	7	5	18	1	1	4	1	5	2	4	4	2	2	2	4	4	1	1	4	2	6	6	9	7	2
55000	-205.267270076744296	-203.723643693967603	-1.543626382776685	0.000307228691269	0.000082211348938	0.267590076300296	0.252710689878825	0	2	2	1	4	5	8	11	10	12	13	15	14	17	16	16	19	21	20	26	25	25	0	1	1	1	1	2	2	4	7	8	10	10	8	11	12	8	12	12	8	8	7	8	1	1	1	1	2	1	3	6	2	1	1	1	2	3	1	3	3	4	5	7	9	6
55500	-245.387796719391417	-243.951432525550786	-1.436364193840635	0.000514917960056	0.000180489089278	0.350520089177275	0.457252217503447	0	4	4	4	5	5	9	11	10	12	14	14	14	17	18	16	21	21	23	23	26	27	0	1	1	1	3	1	5	1	4	8	8	10	9	8	12	4	10	8	8	9	18	8	1	1	2	2	1	2	4	5	2	1	1	1	2	2	2	5	4	6	4	6	4	6
56000	-188.310061304550658	-186.784334982496745	-1.525726322053916	0.000369931881408	0.000102819880714	0.277942739952016	0.223378579107328	0	4	3	4	5	6	8	10	10	11	12	14	15	17	18	16	20	22	22	26	26	28	0	1	1	1	3	1	1	1	7	9	9	11	8	8	11	8	12	11	16	16	8	19	1	2	1	2	1	4	4	6	1	1	1	1	2	3	2	3	3	5	3	4	6	2
56500	-208.869673723439035	-207.370946758978903	-1.498726964460147	0.000398833728024	0.000117871906284	0.295541470046974	0.268819355948789	0	4	3	5	5	6	7	10	9	12	12	14	14	17	17	17	18	23	21	25	25	29	0	1	1	1	1	1	1	1	7	9	9	6	6	11	9	12	14	10	4	4	18	21	1	3	1	3	2	5	4	5	1	2	2	3	4	2	4	2	1	6	10	8	1	3
57000	-229.167486117004728	-227.501845284390328	-1.665640832614409	0.000408767955974	0.000087765859404	0.214708266929797	0.417042894065054	-1	3	3	5	5	6	8	11	10	11	13	14	14	17	17	16	20	22	23	25	25	27	0	1	1	3	3	3	1	1	7	6	9	11	10	11	12	7	12	12	16	16	16	16	1	2	2	1	1	2	4	5	1	3	3	1	2	3	2	4	3	2	4	5	5	5
57500	-225.510528179353997	-224.025206381085070	-1.485321798268915	0.000414003434527	0.000126425258291	0.305372486668349	0.376752975115905	-1	3	4	4	5	5	9	10	11	11	13	14	14	18	17	15	20	23	19	25	26	28	0	1	1	1	1	1	6	1	8	8	9	8	6	9	9	8	19	11	10	14	14	18	1	2	3	3	4	3	1	5	1	1	1	2	5	5	4	2	1	4	4	5	4	2
58000	-199.705739868426605	-198.034508181492129	-1.671231686934475	0.000425336576150	0.000090513195795	0.212803696813780	0.432410891973892	-1	3	5	1	3	4	8	10	10	11	13	15	14	18	18	16	20	22	23	24	26	28	0	1	4	1	1	4	5	2	7	9	10	11	8	9	9	13	10	10	14	8	18	14	1	2	1	1	2	2	2	3	1	1	1	1	2	5	4	1	4	6	3	6	2	5
58500	-229.932203894918246	-228.299439236045714	-1.632764658872536	0.000411187752937	0.000093196462247	0.226651843546257	0.331543725180309	-1	4	3	2	4	5	7	9	10	10	13	13	15	17	17	17	21	22	22	26	25	28	0	1	1	1	1	1	1	1	5	6	10	8	9	8	12	5	16	15	8	18	18	21	1	2	2	2	4	5	3	5	5	2	2	2	2	4	2	9	2	3	6	2	2	1
59000	-225.751684692183289	-224.287517017052437	-1.464167675130855	0.000247390280032	0.000079854273582	0.322786625131317	0.348381405266762	-1	4	3	5	4	5	6	10	9	12	14	14	15	17	16	16	20	23	22	24	25	28	0	1	1	1	1	1	1	1	4	9	10	9	7	10	11	8	14	17	8	13	13	20	1	2	2	3	2	2	2	4	1	2	1	1	6	3	1	2	2	1	6	3	5	3
59500	-234.900875364416947	-233.324772815276788	-1.576102549140173	0.000411110684066	0.000103148248649	0.250901405987881	0.303296698462077	-1	3	5	3	6	2	9	9	10	11	14	14	15	17	18	15	20	22	21	25	27	28	0	6	4	1	1	1	1	1	7	7	9	9	3	9	10	7	12	12	8	14	7	13	1	1	1	3	3	1	5	4	1	1	2	1	8	3	3	3	2	5	5	2	9	6
60000	-220.202965728256260	-218.749889130327972	-1.453076597928274	0.000530251209727	0.000176610819507	0.333070092566280	0.342052322365514	-1	3	4	4	5	6	7	8	10	11	12	13	11	16	16	16	20	21	22	26	27	28	0	1	1	2	2	1	2	1	6	6	9	11	7	8	12	8	16	16	14	8	8	18	1	1	2	1	1	3	2	4	1	3	1	1	2	4	3	5	3	3	3	9	8	4
60500	-211.621624064363289	-210.121514537487144	-1.500109526876136	0.000509263869265	0.000150015339426	0.294572909016330	0.411468656490025	0	4	4	5	5	5	8	10	10	12	13	15	12	17	18	16	20	22	22	24	25	28	0	1	1	1	1	1	1	4	7	9	10	9	3	11	11	5	14	14	16	2	12	16	1	2	2	2	3	2	4	1	1	1	1	3	4	1	3	4	2	2	2	7	7	5
61000	-242.538458091489190	-241.085421024587475	-1.453037066901727	0.000436831198044	0.000145512148655	0.333108416492350	0.335338904177587	0	4	2	3	6	6	8	10	10	12	14	15	15	18	17	15	18	22	22	25	25	27	0	3	1	3	3	2	2	6	4	9	10	7	9	11	11	9	11	10	12	18	18	13	1	1	1	1	2	1	2	3	3	1	1	6	2	2	2	3	2	6	3	1	2	4
61500	-208.901737399056799	-207.469979603678070	-1.431757795378731	0.000409864936750	0.000145844076809	0.355834480414666	0.317299007120738	0	2	5	4	5	5	8	10	9	11	13	14	14	18	18	17	17	20	22	26	26	27	0	1	2	2	1	1	2	7	6	9	10	10	6	17	10	6	11	14	16	16	16	6	1	1	2	1	2	3	2	1	1	1	1	2	5	1	3	4	2	1	2	3	4	8
62000	-236.690775802465680	-235.151164252110192	-1.539611550355500	0.000524049868963	0.000141405825910	0.269832766468349	0.395941647845890	-1	2	5	5	4	5	7	10	9	11	12	14	14	17	17	17	19	21	23	26	26	27	0	1	5	1	1	1	3	6	2	2	9	11	6	12	9	10	12	12	16	18	13	16	1	2	1	2	1	2	1	2	2	4	2	1	4	2	4	3	1	5	3	3	8	4
62500	-241.684048702535108	-240.063618676403109	-1.620430026131989	0.000463885988748	0.000107387974039	0.231496481125922	0.300226291814385	-1	3	4	5	4	4	5	9	10	12	13	14	14	17	18	15	20	22	22	24	24	28	0	1	2	1	1	2	1	5	7	7	9	9	4	11	11	10	14	11	14	14	10	20	1	2	1	3	2	1	4	3	3	4	1	2	4	4	3	2	2	3	2	2	6	2
63000	-212.487657078269706	-210.899005563272908	-1.588651514996810	0.000349673009028	0.000085689956390	0.245057394129150	0.322842700018535	0	1	4	3	4	4	6	9	10	11	14	15	15	16	17	16	20	21	23	26	26	28	0	1	4	2	1	4	3	2	8	8	10	10	8	10	12	8	14	15	13	19	17	19	1	1	1	1	2	1	1	4	1	1	2	2	4	2	1	3	2	2	2	2	2	3
63500	-218.938061582852129	-217.426668978566084	-1.511392604286039	0.000304070006154	0.000087254291727	0.286954615584923	0.450363181918759	-1	3	3	4	5	5	7	9	10	11	14	14	14	18	17	17	20	20	23	25	26	28	0	1	1	3	3	4	1	1	7	9	10	10	8	10	11	13	10	11	14	14	14	14	1	2	3	1	2	1	5	3	2	1	1	2	5	6	1	1	4	3	2	3	5	4
64000	-260.371604045544984	-258.932362983217558	-1.439241062327437	0.000617089469423	0.000214328724891	0.347321961419666	0.466724444610026	-1	2	4	2	5	4	8	11	9	11	14	13	15	17	17	16	21	20	22	25	26	28	0	1	2	1	4	2	6	3	3	7	7	8	7	12	12	7	14	16	8	11	16	7	1	1	1	2	1	1	2	3	3	1	3	1	4	2	2	3	2	2	4	6	6	10
