step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110
24500	-640.101070074695826	-646.956558025655227	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.500940122927193	1	3	2	3	3	4	3	6	5	5	5	7	5	7	7	6	6	6	6	7	8	8	7	9	9	7	7	10	9	9	10	9	10	12	10	12	12	11	11	12	9	12	13	13	11	12	14	12	12	14	13	13	15	14	15	14	15	14	15	15	16	15	14	18	16	16	15	20	17	17	16	15	19	17	18	20	18	20	20	20	20	20	20	20	22	21	23	22	22	23	23	24	24	25	26	28	29	27	31	30	32	30	30	30	31	31	33	34	36	37	0	1	1	1	3	3	1	3	3	7	7	7	7	10	6	9	13	6	13	17	11	16	19	16	6	6	19	20	21	6	32	22	11	30	27	21	29	29	15	22	15	31	21	38	41	21	27	20	23	45	25	29	54	34	52	45	30	33	49	35	50	42	51	43	41	45	43	39	47	63	39	30	64	72	71	64	67	67	59	52	57	74	46	46	86	67	74	83	83	84	52	85	77	83	90	98	94	94	103	94	100	98	94	96	100	94	103	107	102	108	1	1	1	1	1	1	1	2	2	1	2	2	1	1	2	1	1	2	1	1	2	2	1	2	2	1	1	2	1	2	1	1	4	2	1	2	1	2	3	2	1	1	3	1	1	2	4	3	3	2	3	2	1	1	1	1	3	2	1	2	1	2	1	2	2	2	1	5	2	1	3	3	1	1	1	1	2	2	2	3	2	2	4	5	1	4	3	2	1	2	4	2	4	2	2	1	2	1	1	2	1	2	2	1	1	3	2	1	3	2
25000	-637.746948409121501	-644.602436360080901	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.575135169932368	0	1	2	2	4	4	3	5	6	5	4	6	4	6	7	6	5	6	5	7	7	10	7	8	8	6	8	9	9	9	9	9	12	11	10	10	11	11	11	12	12	12	11	12	10	11	14	11	13	14	13	15	16	13	14	14	15	14	15	14	14	15	15	17	14	18	16	19	17	18	16	17	19	17	18	19	19	21	21	19	20	21	19	20	22	20	21	24	21	24	23	25	26	26	27	29	27	27	31	30	32	28	29	29	30	31	34	33	37	36	0	1	1	1	3	3	4	3	3	7	7	7	7	10	18	3	13	6	13	13	11	32	19	16	18	6	19	20	21	25	9	16	21	15	19	21	21	29	6	32	26	32	29	35	18	36	23	28	27	25	25	36	6	15	33	34	25	36	60	27	45	31	45	52	41	72	33	51	59	63	65	54	36	57	71	64	52	80	69	67	74	74	52	80	67	67	54	89	52	78	86	78	85	89	86	98	94	94	103	102	96	98	98	98	96	96	103	103	106	108	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	3	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	4	2	3	2	2	1	2	2	4	2	1	1	2	1	4	1	3	3	2	2	4	4	1	2	3	1	1	2	2	3	2	1	1	1	2	3	1	2	1	1	4	1	1	1	2	1	2	1	2	2	2	1	4	2	4	2	3	2	2	2	2	2	3	2	1	1	1	1	1	1	1	1	1	1	3	2	3	1
25500	-631.696411170684883	-638.551899121644283	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.587757755937560	0	3	2	2	3	4	3	5	6	5	5	6	4	6	7	7	4	6	6	8	10	8	7	9	9	7	8	9	9	8	9	11	11	11	9	11	12	12	10	12	13	13	13	14	10	13	14	10	12	15	14	14	15	14	14	14	15	15	16	15	15	15	13	19	17	16	16	19	17	17	15	17	19	18	17	17	20	21	20	19	21	21	21	20	22	19	22	24	21	24	22	25	26	26	26	29	27	28	31	31	31	30	30	29	31	31	35	34	34	37	0	1	1	1	3	3	4	3	3	7	7	7	7	10	18	9	7	6	13	17	11	9	19	16	18	6	19	20	11	15	9	22	12	30	27	21	29	21	15	22	18	32	21	33	25	36	35	28	35	34	34	36	63	26	21	39	34	46	60	49	51	42	30	44	54	63	29	65	47	54	54	66	76	66	34	52	80	52	47	67	74	72	58	67	84	76	74	83	80	80	86	85	85	83	85	98	94	97	103	102	102	98	98	98	94	96	103	103	106	108	1	2	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	3	2	1	1	2	1	3	1	2	1	2	2	1	1	4	1	2	2	2	1	1	3	1	2	2	1	1	2	1	1	4	2	2	2	2	1	2	2	1	1	1	1	3	2	1	3	2	2	2	2	3	2	1	1	2	2	2	2	2	2	2	2	3	1	1	1	1	1	1	1	2	1	2	1	2	2	2	2
26000	-645.308828996272155	-652.164316947231555	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.498220298248512	1	3	2	3	3	4	3	6	4	5	4	6	4	6	7	6	5	6	6	8	9	8	8	9	9	8	9	9	8	10	9	11	11	10	10	10	12	11	11	12	13	13	12	13	9	12	15	12	12	14	12	13	12	14	14	14	12	15	16	16	15	15	14	18	16	17	16	19	17	17	17	15	17	16	15	19	19	20	20	19	20	18	20	20	22	20	23	22	22	23	22	24	26	25	27	28	29	27	30	31	30	29	31	29	31	31	33	32	36	35	0	1	1	1	3	3	1	3	3	7	7	7	7	10	6	9	13	1	13	17	29	16	19	9	15	6	19	20	18	25	22	31	20	18	19	29	29	21	26	22	45	31	21	33	18	36	23	20	19	51	6	36	26	30	21	57	26	46	49	49	53	31	51	36	39	74	46	25	59	72	53	34	52	72	41	73	67	67	47	67	82	74	58	67	77	67	66	64	83	78	84	85	84	89	92	94	98	94	102	104	98	96	99	94	104	94	99	103	106	108	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	2	2	1	1	1	1	1	2	2	2	1	2	1	1	2	2	2	1	1	2	1	3	2	2	1	4	2	2	2	2	1	2	2	2	2	2	3	1	2	3	1	1	5	1	1	2	3	2	1	1	1	2	2	2	2	1	2	2	2	1	2	5	2	1	2	1	2	4	1	2	2	1	2	1	1	2	1	1	2	1	2	2	1	4	2
26500	-621.482969556752437	-628.338457507711837	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.662272131667029	0	2	2	1	3	5	2	6	5	6	4	7	4	7	7	7	6	7	6	8	9	9	7	8	9	8	8	10	10	11	10	11	12	11	10	11	12	11	11	13	12	12	11	13	11	12	11	12	13	13	12	15	16	13	15	13	14	13	16	15	14	15	14	18	16	17	16	18	16	16	15	18	19	18	17	18	19	21	19	19	20	19	21	20	23	21	22	22	23	23	23	25	26	25	27	28	28	28	29	30	32	27	31	30	32	31	35	32	36	36	0	1	1	1	3	3	4	3	3	7	7	7	7	10	9	9	13	3	13	17	11	9	19	16	6	6	19	20	21	25	16	16	43	26	27	29	21	21	25	32	26	31	29	21	25	36	27	20	47	51	45	36	30	30	33	34	45	36	35	47	51	31	51	37	71	57	36	53	47	63	39	66	52	66	71	36	67	84	69	67	82	74	64	52	84	80	66	83	64	80	86	84	85	88	85	102	94	94	102	102	103	94	97	98	100	99	99	96	106	100	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	3	2	1	2	2	1	1	2	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	3	1	1	1	2	2	1	1	1	1	1	3	2	1	2	1	2	1	1	3	1	3	1	2	1	2	1	1	3	2	1	2	2	1	1	2	2	2	1	3	1	2	1	1	2	2	2	2	1	2	1	2	2	1	1	2	1	1	2	2	2	2	2
27000	-605.035900595159774	-611.891388546119174	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.670657495760487	0	1	2	2	4	3	3	6	4	5	4	7	4	6	6	6	5	7	6	7	9	9	8	9	9	8	8	9	8	10	10	10	12	10	10	12	12	10	11	13	12	12	13	14	12	13	13	13	12	14	13	14	15	14	15	15	14	14	15	16	16	16	13	17	17	14	16	19	17	17	17	15	18	17	16	19	20	21	21	18	20	18	20	19	21	20	22	23	21	24	22	25	26	25	26	28	28	27	29	29	30	30	30	30	31	31	34	34	37	36	0	1	1	1	3	3	4	5	3	7	7	7	7	10	6	9	13	6	13	17	29	16	19	16	18	6	19	20	12	18	16	9	21	18	27	29	29	29	18	32	15	32	21	33	18	36	27	28	35	30	26	36	30	34	43	51	34	46	47	49	57	31	34	43	53	45	52	54	59	63	75	57	36	72	53	73	67	67	69	37	74	30	73	67	80	67	82	46	83	91	86	85	85	88	78	98	94	94	98	98	96	98	99	100	100	102	99	99	108	107	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	1	1	2	2	2	2	2	2	2	3	1	2	2	4	1	2	1	3	1	2	2	1	2	2	1	3	1	1	1	2	1	1	2	2	2	2	2	1	1	1	2	2	2	1	1	3	1	1	1	2	2	2	3	2	4	1	2	1	1	3	4	1	1	2	2	2	1	3	1	1	1	1	1	1	2	1	1	1	1	2	3	3	2
27500	-613.076880448180418	-619.932368399139818	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.626244720176989	0	2	2	2	4	4	3	5	4	5	5	6	4	6	6	6	6	6	6	7	9	10	8	10	10	8	8	10	9	9	10	9	10	10	10	11	12	11	12	13	12	13	13	14	12	11	14	12	13	15	14	15	15	14	13	14	15	15	16	16	15	15	15	17	16	16	15	19	16	18	17	18	18	18	16	19	20	20	20	17	20	21	20	21	21	20	22	24	22	23	20	24	26	25	26	28	28	26	29	27	31	28	28	29	32	31	34	34	36	36	0	1	1	1	3	3	4	3	3	7	7	11	7	10	6	9	13	6	13	17	11	32	19	16	6	18	19	20	12	18	32	16	29	26	27	29	33	29	25	22	18	31	36	43	25	29	27	28	27	45	45	21	51	41	33	45	45	29	49	35	51	31	54	43	53	57	36	26	49	63	75	66	36	57	41	52	80	80	69	67	74	57	73	80	77	76	74	76	83	86	52	85	85	88	85	98	98	94	103	98	96	98	98	94	96	104	99	103	106	107	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	2	1	2	2	3	1	2	1	1	1	2	1	1	1	2	3	2	1	1	1	1	4	1	3	2	1	3	1	1	1	2	1	4	2	2	1	3	1	3	1	1	2	4	2	2	1	1	3	1	2	2	1	2	1	1	1	3	1	2	1	1	2	3	1	1	2	2	3	1	2	2	1	1	1	1	2	2	1	3	2	1	2	2	2	2
28000	-632.151808304893393	-639.007296255852793	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.556992160522060	0	3	2	2	4	4	3	5	4	5	5	6	4	7	7	7	5	6	6	7	9	8	8	9	9	7	9	10	10	10	10	11	11	11	10	11	13	12	11	13	12	12	10	13	11	12	14	13	12	14	13	15	15	14	14	15	14	14	16	15	16	15	14	19	17	16	15	19	17	18	16	18	18	18	17	18	19	20	19	20	20	20	20	18	22	20	23	23	22	24	22	24	27	25	26	28	29	27	31	31	31	29	29	28	31	31	33	33	35	36	0	4	1	1	3	3	4	3	3	7	7	7	7	10	18	9	13	6	13	17	11	16	19	16	6	6	19	20	12	18	9	22	43	18	19	43	33	36	25	32	45	32	21	43	26	21	35	28	19	45	45	36	45	34	29	34	51	46	35	49	50	42	34	46	41	57	36	61	49	63	53	66	52	66	30	46	67	84	69	73	74	74	37	52	52	84	66	83	64	67	86	85	92	88	78	98	94	94	103	98	96	98	98	76	97	96	96	99	106	103	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	2	1	1	2	2	1	2	1	2	2	3	2	1	2	2	1	1	1	1	2	1	1	1	2	3	1	2	2	2	2	1	2	2	1	2	2	1	1	2	2	1	2	3	3	3	2	2	2	2	2	1	1	2	2	4	3	2	2	1	1	1	2	3	2	3	1	3	2	2	4	2	1	2	1	2	1	2	1	1	2	2	2	1	4	1	1	2	1	2	3
28500	-631.575831212490243	-638.431319163449643	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.626812065851873	0	2	2	1	3	4	3	6	3	5	3	6	4	6	6	6	6	6	5	7	8	7	8	9	9	9	7	10	10	10	10	10	11	12	10	11	12	11	12	13	12	12	12	13	12	12	13	13	12	14	11	14	15	13	13	14	13	14	16	15	14	15	14	19	17	17	17	18	17	17	16	17	19	18	17	17	19	21	20	18	20	20	20	20	21	20	22	23	22	24	22	25	27	26	26	29	29	27	30	30	32	30	30	27	32	30	34	34	34	36	0	1	1	1	3	3	4	5	3	11	4	7	11	10	6	9	13	6	11	17	11	16	19	22	18	5	19	20	21	18	16	22	21	26	27	7	36	21	30	22	18	31	33	36	51	21	27	28	35	30	18	46	41	34	33	45	51	46	47	47	45	31	45	33	53	50	52	34	59	63	30	57	76	72	71	52	67	52	60	36	74	74	43	64	80	67	74	78	64	64	86	85	92	88	85	98	98	94	104	98	98	98	104	36	97	96	103	96	106	104	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	1	2	1	1	3	1	2	1	2	2	1	1	2	3	4	1	1	1	2	2	1	1	1	1	2	2	1	2	2	2	1	2	1	1	1	1	1	1	1	1	3	1	2	1	1	1	3	1	2	3	2	1	1	1	2	1	4	4	4	1	2	4	1	1	1	2	1	1	2	1	2	2	1	2	2	1	1	2	1	3	1	2	6	1	1	2	2	2	4
29000	-632.940076038780944	-639.795563989740344	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.614540973013774	0	2	2	2	3	4	1	4	4	5	2	7	4	7	7	6	6	6	6	7	8	10	7	9	9	9	7	8	9	9	9	11	12	11	11	11	12	11	11	10	12	12	12	13	11	12	13	13	11	14	13	15	15	13	14	15	14	14	15	15	13	15	14	17	17	17	16	17	17	17	14	15	18	19	17	18	18	21	20	19	20	21	20	21	22	20	23	23	23	24	22	24	26	25	26	28	29	27	30	31	32	30	29	30	30	32	35	34	36	37	0	1	1	1	3	3	1	3	3	13	7	7	7	10	18	9	13	6	13	17	12	16	19	16	6	12	13	20	21	18	16	24	29	25	27	29	12	29	15	16	18	31	38	33	30	29	27	20	27	41	45	36	6	30	33	57	51	46	35	49	34	31	34	36	53	72	33	25	59	63	30	51	52	53	71	52	67	67	69	76	74	72	43	80	86	52	74	64	78	91	67	85	85	88	85	88	94	88	103	98	97	96	98	88	96	102	99	102	102	107	1	1	1	1	1	2	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	2	1	3	2	1	1	1	1	2	2	1	2	2	2	1	2	1	2	2	4	1	1	1	1	1	3	3	2	1	1	2	4	2	1	1	1	1	2	2	1	3	2	2	1	2	2	3	1	2	2	1	2	3	2	2	2	2	2	1	1	3	4	1	1	2	2	2	2	1	2	2	2	1	3	2	2	2	1	3	2	1	1	4	1	1	2	2	3	1
29500	-617.682813019216269	-624.538300970175669	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.630311035570815	0	2	3	2	4	4	3	4	5	5	5	6	4	7	7	6	5	6	6	8	10	8	7	9	8	8	8	9	9	11	10	9	11	10	11	12	13	12	10	13	12	12	12	14	10	13	14	13	13	13	14	14	14	14	14	15	15	14	16	14	15	16	12	18	16	16	16	19	17	17	16	17	17	16	16	18	18	20	21	19	20	19	21	21	22	20	21	24	22	23	23	25	25	23	26	29	29	26	31	31	31	29	30	30	31	31	34	34	36	36	0	1	1	1	3	3	4	3	3	7	7	7	7	10	18	3	13	6	13	17	29	16	19	16	6	6	19	20	11	25	22	22	21	6	27	21	33	29	25	32	25	31	7	33	18	38	35	20	35	45	45	36	41	41	38	51	51	46	49	35	45	31	34	52	30	57	52	41	60	63	26	66	44	51	53	52	67	67	59	64	74	74	38	80	77	80	72	94	78	76	86	85	85	83	85	98	94	94	103	96	96	98	102	83	97	94	103	104	106	106	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	2	1	1	2	2	1	1	1	2	2	1	1	1	1	2	2	1	3	2	2	1	2	3	1	2	2	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	2	3	2	2	4	1	2	1	2	2	1	2	3	1	2	2	4	1	2	1	2	1	2	2	2	2	2	1	2	2	2	1	1	1	1	2	1	4	1	3	2	3	2	3
30000	-654.682889872340979	-661.538377823300380	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.506587391010699	0	1	1	2	3	4	3	5	5	6	5	7	4	7	7	6	6	7	6	8	10	9	7	10	8	8	9	9	9	10	9	10	12	11	9	11	13	12	11	12	12	12	13	13	9	12	13	10	13	13	13	14	16	15	15	15	15	14	15	16	16	16	12	18	16	18	16	19	17	17	16	17	18	19	17	19	18	21	20	19	20	20	20	20	22	20	22	23	23	25	22	24	26	25	25	28	28	26	31	30	31	29	30	30	30	32	33	35	36	36	0	1	1	1	3	3	4	6	6	7	7	7	7	10	6	9	13	6	13	17	11	9	13	16	6	6	19	20	12	18	9	22	21	45	19	21	29	29	26	22	18	31	33	21	25	29	35	28	35	34	45	36	18	45	43	39	51	46	49	49	45	42	45	33	9	57	29	53	49	63	41	51	52	54	71	33	67	80	69	77	66	74	38	80	77	80	65	21	83	78	67	64	85	83	77	98	98	94	103	94	96	98	102	88	94	105	103	98	106	107	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	3	2	2	2	2	2	2	1	1	2	2	1	1	2	1	1	2	1	1	2	2	2	1	2	1	1	2	1	2	1	2	2	4	3	1	2	1	1	1	2	3	2	1	3	6	2	3	2	2	2	2	2	3	1	1	3	2	1	1	1	1	1	3	1	2	1	4	6	2	2	3	4	2	3	3	2	1	1	1	2	2	2	1	3	2	1	2	4	3	2
30500	-628.873570868439174	-635.729058819398574	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.651348816666086	1	2	2	2	4	4	3	5	5	5	5	7	4	6	7	6	5	6	6	6	9	8	8	9	9	9	8	9	9	11	9	10	12	12	11	12	12	11	12	12	12	12	13	12	10	12	14	12	10	14	13	15	16	14	14	14	14	13	15	16	15	15	15	16	17	16	15	19	17	17	14	18	18	19	17	20	19	19	20	19	19	21	20	19	22	20	21	23	22	23	22	24	26	24	27	28	28	26	30	30	31	29	31	30	32	32	34	32	37	37	0	1	1	1	3	3	4	3	3	7	7	11	4	10	6	9	13	6	13	17	12	16	19	16	6	18	19	20	7	26	22	22	21	25	27	38	38	21	30	32	30	31	21	12	18	12	27	28	13	51	45	36	54	30	33	45	45	38	49	59	26	42	56	46	54	57	29	54	59	63	30	66	43	66	71	78	64	67	69	67	72	57	84	67	84	80	57	76	83	86	52	85	85	83	85	94	98	94	96	96	102	98	99	83	100	104	99	99	106	107	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1	2	3	1	1	2	2	2	2	1	1	2	1	1	1	1	2	2	1	2	2	2	3	1	1	2	1	2	1	2	2	1	2	1	3	2	1	2	1	1	2	3	2	1	2	1	3	2	1	1	2	2	2	2	1	2	1	2	1	1	2	2	1	1	3	2	2	2	2	2	2	1	1	1	2	2	1	5	1	1	2	1	3	2
31000	-613.877765267783730	-620.733253218743130	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.584981540238534	0	3	2	4	3	4	2	5	5	5	4	6	5	6	6	7	5	6	6	7	7	9	8	9	9	8	7	9	7	11	10	10	9	11	10	12	12	11	11	11	13	12	13	13	11	12	14	13	11	14	14	14	16	15	14	13	14	14	16	15	15	15	13	17	17	17	16	20	17	16	17	16	16	18	17	18	18	19	20	19	19	21	20	21	21	21	20	23	22	24	22	23	26	26	25	28	29	26	30	31	31	29	30	30	31	31	34	32	37	37	0	1	1	7	3	3	1	3	3	7	7	17	4	10	6	9	7	6	7	17	4	16	19	16	6	18	19	20	7	25	22	22	29	18	27	21	29	33	25	32	30	31	33	29	6	21	35	28	35	34	45	36	50	30	33	34	34	46	49	49	25	31	25	52	54	51	43	41	60	50	34	51	52	57	54	29	67	67	69	67	74	74	43	77	77	77	66	84	64	78	67	85	85	88	85	98	94	88	98	99	94	96	102	96	97	96	103	103	106	107	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	2	1	1	1	1	3	1	2	3	1	1	1	2	1	2	2	4	3	2	2	1	2	2	1	1	2	2	1	2	1	2	2	2	1	2	2	1	2	2	4	1	1	4	1	1	2	1	5	1	2	2	2	1	2	4	2	1	2	1	1	3	2	3	1	2	2	2	1	2	2	2	1	2	1	1	2	1	2	2	1	2	2
31500	-601.254215515605893	-608.109703466565293	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.556911173144367	0	2	1	2	4	5	3	5	4	5	5	6	4	6	6	6	6	6	6	8	9	9	7	10	9	8	8	9	9	11	10	10	9	12	11	11	13	11	12	13	13	13	13	13	11	12	14	13	12	15	12	15	15	13	14	14	14	13	15	15	13	15	14	19	17	17	16	19	17	17	17	18	18	18	15	19	20	20	20	19	21	20	20	20	22	20	22	23	21	22	23	23	25	25	27	27	27	28	31	30	32	29	30	30	29	31	35	33	36	37	0	1	1	1	3	3	4	3	3	7	7	7	7	10	6	9	13	9	13	17	11	16	19	16	6	18	19	20	11	6	22	16	11	25	27	21	21	29	26	22	25	32	36	21	18	21	27	20	35	45	6	36	39	25	33	51	61	46	49	49	39	42	51	46	39	51	52	41	59	50	75	66	46	66	30	36	52	67	59	67	82	74	52	46	84	73	74	64	73	84	67	85	92	88	85	94	94	97	103	102	98	98	96	98	97	102	99	99	102	108	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	2	3	1	1	2	1	2	1	2	1	3	1	2	2	1	2	2	2	3	3	1	3	3	2	1	1	2	1	1	1	2	2	1	1	1	3	3	2	1	3	2	1	1	1	4	1	2	4	3	2	3	2	1	2	2	4	1	2	2	2	2	1	3	1	1	1	2	2	1	1	1	1	2	1	2	1	1	1	2	1	3	2
32000	-590.523265741496630	-597.378753692456030	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.646084629223591	0	2	2	1	4	4	3	5	5	5	4	6	4	6	6	6	5	6	6	8	9	10	7	9	9	8	7	9	9	11	10	8	11	12	10	11	12	11	10	12	12	13	13	12	11	13	13	13	10	15	13	14	15	14	15	14	14	14	16	15	15	15	13	18	15	15	16	18	18	15	16	17	18	18	18	19	19	19	19	19	20	19	20	19	22	21	22	23	21	23	22	25	25	25	27	27	29	28	30	30	31	29	31	29	32	31	34	34	36	37	0	1	1	1	3	3	4	3	5	7	7	7	7	10	6	5	13	6	13	17	11	32	19	16	18	6	19	20	11	18	32	9	29	18	27	21	21	21	25	22	18	31	33	29	25	33	27	20	21	51	45	36	34	25	21	30	30	29	49	49	34	40	45	52	51	51	52	54	59	63	65	66	52	51	71	52	64	67	60	67	82	72	64	52	78	84	82	83	83	80	86	90	85	88	92	94	94	94	94	97	98	96	98	98	97	104	103	97	106	108	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1	2	1	1	3	2	1	2	2	3	2	1	2	1	1	2	3	1	1	1	1	1	2	2	1	1	1	2	2	2	2	1	1	2	3	2	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	2	3	2	1	1	1	3	2	1	2	2	1	2	1	1	2	1	1	1	2	1	3	1	1	1	1	1	1	1	2	3	3	2
