step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110
1	-14178.896734747533628	-14184.835931966619682	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.185797452524220	-1	1	2	4	3	4	4	4	3	4	6	5	5	6	5	6	6	6	8	7	8	10	8	9	8	10	10	9	10	12	11	9	9	11	11	11	12	11	12	11	14	12	12	12	13	13	13	13	15	15	14	15	16	14	14	14	15	15	18	15	15	16	15	15	15	16	16	16	17	16	18	17	16	18	20	21	17	18	18	18	18	18	18	19	20	19	18	19	19	19	20	20	20	22	19	21	21	23	22	22	21	21	23	22	24	23	24	25	26	27	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	3	3	3	2	3	4	3	3	4	3	4	4	4	5	4	5	6	5	5	5	6	6	5	6	7	6	5	5	6	6	6	7	6	7	6	8	7	7	7	7	7	7	7	8	8	8	8	9	8	8	8	8	8	10	8	8	9	8	8	8	9	9	9	9	9	10	9	9	10	11	11	9	10	10	10	10	10	10	10	11	10	10	10	10	10	11	11	11	12	10	11	11	12	12	12	11	11	12	12	13	12	13	13	14	14
500	-1524.848386721606857	-1530.787583940692002	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.191316451183407	-1	1	3	3	3	5	5	4	1	4	6	5	4	6	6	3	6	6	9	7	8	11	9	8	8	10	10	10	7	10	11	10	6	12	9	11	9	12	13	11	11	12	12	12	14	13	12	13	15	12	15	14	16	14	14	12	15	12	18	13	16	16	14	15	15	16	16	14	18	17	19	17	15	18	18	22	18	19	18	18	18	19	19	20	20	20	19	20	20	19	19	21	21	23	20	22	20	23	22	22	21	21	23	23	25	22	23	26	27	28	0	1	1	1	2	4	4	2	0	4	12	8	4	7	7	9	13	13	12	14	7	30	17	18	4	15	0	21	9	16	17	25	0	26	29	29	16	13	34	0	16	32	33	26	56	43	27	30	29	30	37	32	33	30	29	27	16	29	29	33	30	42	48	29	42	37	16	37	67	33	29	48	29	29	54	29	37	68	41	50	30	60	37	30	52	30	29	74	29	67	49	29	29	29	16	58	41	35	37	29	29	0	37	29	41	58	59	58	41	41	1	1	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	3	1	2	4	3	2	1	1	2	1	2	4	5	1	1	5	1	4	2	1	1	1	2	3	1	5	2	5	2	4	1	8	2	6	4	3	3	1	5	1	4	10	3	1	6	9	2	5	7	3	11	7	2	6	6	6	5	5	8	4	7	10	2	11	1	2	11	7	10	14	7	4	10	10	8	6	1	7	11	8	6	2	8	11	12
1000	-1242.242872228988745	-1248.182069448073889	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.378288524544090	0	1	2	2	3	4	3	5	3	4	6	6	5	7	5	4	6	5	8	7	8	8	8	9	8	10	10	9	7	12	11	10	7	11	12	11	11	11	12	9	11	13	10	13	12	11	14	13	16	15	13	15	16	14	14	15	14	15	17	14	15	15	14	16	14	14	14	16	18	16	19	17	16	16	20	21	18	18	18	19	19	18	17	18	20	20	18	17	20	19	21	21	20	22	20	21	21	24	21	22	21	22	23	23	24	23	24	26	25	28	0	1	1	1	2	1	4	5	0	4	5	5	7	7	7	9	13	7	5	13	17	16	13	13	17	21	0	7	16	29	21	25	0	26	27	29	29	32	34	0	29	32	33	34	27	33	27	22	54	37	16	32	43	30	22	45	37	30	41	33	37	42	48	41	32	29	22	36	41	43	29	57	63	67	71	29	30	68	61	41	64	53	48	37	65	57	73	66	48	57	58	74	81	37	29	37	80	67	51	84	50	0	58	41	47	71	97	67	51	95	1	1	1	1	1	2	1	1	1	2	2	1	1	3	1	1	1	1	3	1	1	2	2	3	1	1	1	4	2	2	2	1	1	1	1	2	3	1	1	1	2	2	2	2	1	2	4	2	1	3	5	2	4	1	3	2	1	2	4	4	3	1	1	2	1	3	5	4	3	3	8	2	1	1	1	9	4	1	2	4	2	1	1	6	3	4	2	3	4	2	4	3	1	7	13	8	1	10	5	2	3	1	5	9	8	3	1	7	8	8
1500	-1009.661555824560878	-1015.600753043646137	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.554779566318797	0	1	2	4	2	4	4	4	3	5	6	5	3	7	6	6	6	5	8	7	9	10	8	10	8	10	10	9	10	12	11	10	9	11	11	11	13	12	13	8	12	12	11	12	13	13	12	13	16	16	14	15	16	15	14	14	14	15	19	15	13	17	15	15	15	15	14	16	17	16	18	17	16	16	20	22	17	18	18	18	19	18	17	17	20	19	18	20	19	19	19	20	19	22	17	22	21	23	23	22	22	22	24	22	25	23	24	26	26	28	0	1	1	1	2	1	13	1	0	4	5	5	1	7	7	9	4	13	5	7	17	9	17	18	17	33	0	7	9	36	17	25	0	26	27	22	29	25	34	0	29	25	33	34	27	33	35	36	61	16	22	32	43	37	41	27	48	37	69	33	22	42	48	22	42	61	22	61	22	43	22	57	63	67	58	93	66	67	49	51	71	70	48	57	52	83	73	67	84	83	74	74	71	72	16	84	93	45	74	83	93	0	99	71	95	92	104	75	95	105	1	1	1	2	1	2	1	1	1	1	2	2	1	2	1	2	1	1	3	1	1	3	1	2	1	1	1	2	3	1	3	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	1	4	2	3	2	1	1	3	1	1	1	2	2	2	1	2	2	1	2	2	3	3	4	2	1	1	2	1	1	2	1	2	1	1	2	2	3	1	1	3	1	1	2	2	1	5	10	4	1	5	5	2	2	1	1	3	6	2	1	3	7	1
2000	-1064.569201539850155	-1070.508398758935300	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.566664633266307	-1	2	3	2	4	4	4	5	3	4	5	6	6	6	5	6	5	6	8	8	7	8	8	8	9	11	10	10	10	11	11	10	8	10	12	10	11	12	13	11	13	12	11	13	13	13	14	13	13	15	13	13	16	14	14	14	14	15	19	14	15	16	14	14	16	16	17	16	17	14	18	17	15	18	21	21	18	18	18	17	18	17	18	20	18	19	19	20	18	20	20	20	19	22	19	22	20	24	22	22	21	22	24	22	25	23	24	25	27	28	0	1	2	1	2	3	4	5	0	4	5	5	17	7	10	9	7	7	12	14	15	9	17	18	21	34	0	21	16	36	23	25	0	33	27	22	36	32	34	0	29	32	33	34	27	43	35	36	29	29	22	42	46	49	41	27	48	37	50	43	49	42	30	51	42	49	68	49	51	43	51	63	63	58	58	50	68	68	30	51	69	60	48	72	65	83	73	79	48	89	74	74	80	83	30	90	80	95	58	89	93	0	92	69	10	92	101	99	56	98	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	3	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	1	2	1	1	2	2	3	1	2	1	1	2	1	2	2	2	1	2	2	1	2	2	1	3	2	2	2	2	1	2	3	3	1	1	5	2	1	2	2	1	1	1	2	2	3	1	1	1	1	2	6	2	2	2	5	2	1	1	1	3	7	2	1	1	8	1
2500	-749.405180575796294	-755.344377794881552	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.493623146423081	0	1	3	3	3	4	4	5	4	5	6	5	5	6	6	6	6	6	8	7	8	10	8	10	9	10	10	10	10	13	12	10	9	11	11	11	11	12	13	11	14	13	12	13	13	13	13	14	16	15	13	15	17	15	15	14	16	13	19	14	16	16	15	15	15	17	16	14	16	17	18	16	16	18	20	21	17	18	19	18	17	19	19	19	20	19	17	20	19	18	19	20	21	23	20	21	21	24	22	23	21	18	22	22	25	23	24	26	27	27	0	1	1	1	2	3	4	5	0	4	12	5	4	7	4	9	13	13	12	14	15	9	17	18	21	33	0	21	16	37	23	25	0	26	27	29	29	32	34	0	22	25	33	34	27	33	35	29	37	16	16	42	43	68	41	27	48	37	81	43	68	42	36	51	42	67	68	22	51	43	69	48	63	49	50	81	68	67	68	41	51	70	72	48	62	72	63	79	72	57	74	91	81	89	68	90	50	102	74	84	50	0	74	101	102	92	101	103	102	105	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	3	2	1	2	2	1	2	2	6	3	1	2	1	1	2	1	1	1	2	1	2	2	1	1	1	2	2	2	3	1	1	1	2	1	2	1	1	2	2	2	1	2	3	2	1	1	1	2	1	1	1	2	2	6	2	3	4	2	2	2	1	2	1	5	2	2	2	4	2
3000	-699.095645636734503	-705.034842855819761	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.682782350716869	0	2	2	1	3	3	3	5	3	4	5	5	5	6	4	6	7	7	8	5	8	9	9	9	8	10	10	10	10	12	11	9	10	11	11	12	13	11	12	11	13	11	12	12	13	13	13	14	13	15	13	14	14	14	13	12	16	16	17	15	16	16	16	16	16	15	17	16	17	16	18	16	17	18	19	21	17	18	18	19	19	18	17	19	19	19	18	19	18	20	20	20	20	21	18	19	21	24	22	22	19	19	23	21	25	23	23	25	27	27	0	1	1	1	2	1	4	5	0	4	5	5	7	20	7	9	13	13	12	7	15	16	17	13	15	21	0	21	9	22	23	25	0	26	27	29	36	25	34	0	16	32	33	34	56	33	35	29	30	29	22	42	43	30	22	27	30	49	50	53	49	42	48	51	52	54	68	54	50	53	51	48	57	58	58	80	66	61	68	69	69	70	48	48	52	89	73	95	72	84	74	74	69	57	61	83	101	102	92	83	71	0	92	80	102	92	104	103	105	105	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	3	2	1	1	1	3	2	1	1	1	1	1	1	1	2	1	1	4	1	1	1	1	2	2	2	1	2	2	2	1	1	3	1	2	1	1	1	2	2	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	3	2	1	1	1	1	1	2	1	2	2	1	1	2	2	2	2	1	1	2	1	4	2	1	1	1	1
3500	-678.427662553003302	-684.366859772088560	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.730199090984463	-1	1	1	1	3	5	3	4	4	4	7	6	5	5	5	7	6	7	9	7	7	9	8	8	8	10	10	9	8	11	11	10	9	11	12	12	13	11	13	10	15	12	13	13	14	12	13	13	14	13	15	15	15	13	13	13	16	15	17	16	15	16	14	16	16	15	16	16	17	16	19	16	16	16	19	21	17	18	18	19	19	19	19	19	21	19	18	19	20	16	19	20	20	20	20	21	22	23	22	23	21	20	23	22	24	23	24	25	25	27	0	1	1	1	2	1	4	5	0	4	5	5	7	7	7	9	13	13	11	14	15	16	17	18	21	33	0	21	9	22	23	25	0	26	27	30	29	32	34	0	55	32	33	34	56	33	35	16	54	22	29	42	43	30	16	27	48	49	41	43	54	52	48	50	52	54	54	54	50	53	55	48	63	58	74	71	54	67	61	69	59	60	90	57	62	72	73	67	83	48	74	74	71	83	88	90	93	102	92	83	93	0	92	101	102	74	97	103	105	105	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	2	1	2	1	2	3	3	1	1	3	1	1	1	2	2	1	1	1	2	1	1	2	1	2	1	3	2	1	1	2	1	2	1	1	1	1	2	1	2	2	2	1	2	1	2	2	2	1	1	1	2	2	2	1	2	1	1	2	1	3	3	1	1	1	1
4000	-684.424498660825634	-690.363695879910892	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.696044456895116	0	1	2	2	3	4	4	4	3	3	6	5	5	5	5	7	6	6	9	7	8	10	8	9	7	10	9	10	11	13	12	10	10	10	11	11	9	11	11	11	13	13	12	12	13	14	14	14	14	15	13	14	13	14	14	14	15	16	18	16	15	16	15	16	16	16	17	16	17	16	17	17	16	19	20	21	17	18	18	18	19	19	18	19	20	19	18	16	17	19	20	20	19	21	19	22	21	23	22	22	19	22	23	22	24	24	23	26	25	27	0	1	1	1	2	1	4	5	0	4	5	5	7	7	7	9	13	13	12	14	15	9	17	21	15	21	0	21	37	37	23	21	0	21	27	37	16	32	34	0	29	32	33	34	35	33	35	29	30	41	16	42	43	22	51	27	30	49	69	53	30	42	22	51	52	49	54	36	51	53	51	63	48	58	58	69	54	88	67	51	59	60	72	48	62	72	73	54	63	83	58	74	69	83	88	90	101	102	92	94	69	0	92	101	102	74	104	103	102	109	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	2	2	4	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	2	1	1	2	1	1	3	1	3	1	1	1	2	1	1	2	2	1	2	2	2	2	2	2	1	1	2	2	2	2	1	1	2	1	1	1	2	2	1	2	2	1	1	2	1	1	1	2	2	1	1	1	1	1	1	2	1	1	2	1	2	2	1
4500	-675.648250284223423	-681.587447503308681	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.798062164165476	0	1	2	2	3	4	4	4	2	4	6	5	4	7	5	6	6	6	8	6	7	11	7	10	8	10	11	8	10	13	12	9	9	11	12	11	13	11	12	10	13	13	11	12	12	14	13	13	15	15	13	15	17	14	15	14	16	16	15	14	16	16	16	16	16	16	15	13	16	16	19	17	17	18	20	20	16	18	18	18	18	18	18	19	20	18	19	19	17	20	20	21	20	22	20	22	22	23	22	22	20	21	23	21	22	22	24	25	25	27	0	1	1	1	2	3	4	5	0	4	12	5	4	20	7	9	13	13	12	7	15	29	13	18	13	25	0	21	16	22	23	25	0	26	27	29	36	32	34	0	29	32	33	34	27	33	35	36	37	41	22	42	70	68	41	45	48	37	51	43	68	42	48	51	52	54	54	36	59	60	64	30	63	58	58	81	68	67	54	69	69	60	57	57	62	57	73	67	48	72	74	74	80	89	88	90	101	102	92	83	80	0	74	93	102	92	104	103	102	109	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	3	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	2	2	1	1	1	1	2	2	2	2	1	2	1	2	1	1	1	2	1	2	1	1	2	1	1	1	1	1	2	1
