"","type","n","prop.ances.ok","msup.ances","msup.kappa","merr.date","prop.imp.ok","mu.ok","mu1.ok","mu2.ok","merr.pi","time"
"fb16abfa7f","base-fixedMu",96,0.67741935483871,0.450201612903226,0.566666666666667,0.756705729166667,1,1,1,1,0.356149146408812,671
