step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96
24500	-562.144910072052426	-559.831962314807811	-2.312947757244657	0.000108825409121	0.000011048793450	0.101527699636562	0.685490953131368	-1	1	5	5	6	9	11	14	12	14	13	14	14	16	16	16	17	16	17	17	15	17	17	19	19	18	20	20	19	19	21	23	20	21	24	25	25	27	26	27	26	28	29	28	27	29	30	29	28	28	31	30	31	28	30	30	33	31	31	31	32	31	31	32	32	33	31	33	32	32	31	35	33	35	31	34	36	33	35	33	34	36	34	35	36	37	36	37	36	36	36	38	39	40	42	44	0	1	1	1	3	0	6	7	7	7	9	9	11	8	9	21	10	12	18	9	13	0	16	16	19	21	18	25	21	12	30	19	18	30	30	32	32	36	12	28	32	25	39	28	28	42	25	45	41	45	35	43	40	39	54	50	47	48	49	49	71	52	32	56	43	67	40	55	62	59	42	57	58	70	47	62	52	60	80	71	57	76	60	44	44	80	81	66	76	83	76	68	90	93	93	95	1	1	2	2	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2	1	3	3	1	2	2	1	2	1	1	1	6	4	2	4	1	3	3	1	5	1	1	1	3	1	2	1	1	2	1	1	1	2	1	1	4	1	2	1	3	1	1	1	2	2	1	1	1	1	3	1	1	1	1	1	2	3	3	1	1	2	1	1	1	2	2	1	1	1
25000	-565.313242475813581	-562.825484596963406	-2.487757878850170	0.000126434400019	0.000011030006850	0.087238970159287	0.657379225465497	1	2	5	5	7	9	11	14	13	14	14	15	15	16	17	17	17	18	18	16	16	17	19	18	19	17	21	20	19	21	23	21	22	22	24	24	25	26	26	29	27	28	29	26	27	28	28	29	28	30	31	31	30	29	27	31	34	31	32	31	33	31	29	32	31	33	31	31	32	29	33	33	31	35	32	34	35	35	34	32	35	37	34	35	34	37	36	35	37	37	38	38	38	39	42	43	0	1	2	2	3	0	6	7	7	7	9	9	11	8	9	21	10	12	12	9	13	0	24	16	18	21	18	25	26	19	18	18	27	19	30	34	30	35	34	41	19	32	44	32	36	39	36	39	41	45	41	53	55	39	36	45	72	54	70	49	52	43	42	48	48	68	31	44	50	41	80	55	48	51	42	61	45	50	53	65	57	76	60	53	67	61	81	39	56	83	79	84	90	90	93	95	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	2	1	1	1	2	3	1	2	2	1	2	1	1	1	4	3	1	2	1	1	1	2	1	2	2	1	3	2	1	2	1	1	2	1	1	1	1	1	1	1	4	2	1	1	1	3	1	2	2	1	2	2	2	1	1	2	1	2	2	2	1	4	3	1	2	2	1	1	2	1
25500	-544.092294107355769	-541.941704796997215	-2.150589310358589	0.000149291563532	0.000017679698508	0.118423962413929	0.713219108068787	-1	1	5	4	7	8	11	13	13	13	15	15	14	16	17	15	17	18	18	16	17	16	19	18	17	19	21	20	19	20	21	21	22	22	21	24	26	27	27	28	28	27	29	28	27	28	29	27	30	29	31	31	30	29	31	30	34	31	31	32	32	32	31	33	32	33	32	31	32	32	32	33	33	35	32	33	35	36	35	34	35	36	32	35	35	36	36	35	37	36	37	39	40	40	42	44	0	1	4	2	3	0	6	7	7	7	13	13	7	8	9	13	8	9	25	9	16	0	16	16	12	11	18	25	21	19	19	19	28	28	30	34	35	36	36	38	36	32	38	48	32	48	48	36	43	42	39	43	44	48	53	50	72	41	39	49	56	43	40	52	52	61	53	41	38	49	43	58	58	59	36	71	83	60	71	71	57	77	41	48	58	71	81	62	79	60	71	62	74	90	93	95	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	3	1	2	1	1	3	2	1	2	2	2	1	1	2	2	1	1	1	1	2	2	1	1	2	2	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	3	1	1	1	1	2	5	1	1	1	2	1	1	1	2	4	2	2	1	1	1	2	2	3	2	2	1	1
26000	-579.294993762716672	-577.018110383235694	-2.276883379480953	0.000114769803734	0.000012043060629	0.104932310046481	0.575575643614054	0	2	5	5	6	7	11	15	14	13	15	15	13	17	17	15	17	17	18	17	18	17	17	18	17	17	19	20	19	20	22	22	22	22	24	24	26	27	26	29	27	28	28	27	27	28	30	30	30	29	31	29	30	30	30	30	34	30	32	32	33	32	28	33	32	32	32	32	32	32	29	34	31	35	32	34	35	35	35	32	35	36	32	34	35	35	35	36	35	36	38	38	39	41	41	42	0	1	1	2	1	0	6	6	7	7	13	9	7	8	12	13	10	12	25	7	23	0	16	16	12	16	18	19	26	25	30	19	27	25	32	19	35	36	34	38	32	36	36	36	32	38	50	42	36	36	31	32	44	52	39	43	58	28	58	58	36	56	39	50	49	41	45	53	51	52	39	55	48	59	42	49	80	70	48	43	57	50	58	53	50	61	57	54	76	83	79	84	83	93	93	93	1	1	2	1	2	1	3	3	2	1	1	1	1	1	1	1	2	1	1	4	1	1	1	2	1	1	1	1	1	2	1	2	2	3	1	2	1	2	2	1	2	2	2	1	2	1	1	1	4	4	4	2	1	1	3	2	2	5	1	1	4	2	1	2	1	2	2	1	1	1	2	3	1	1	2	2	2	1	3	2	1	4	1	3	3	1	1	3	1	2	2	2	4	1	1	2
26500	-592.035820651647441	-589.507699995365215	-2.528120656282264	0.000176382104860	0.000014883263175	0.084380800344364	0.540854147615161	-1	1	5	5	6	8	11	13	12	14	14	14	13	17	16	15	16	18	18	16	17	17	18	18	20	19	21	19	20	19	23	22	22	23	21	24	25	27	26	29	27	27	28	27	26	28	28	30	29	29	32	30	30	29	29	29	33	29	32	30	33	33	31	31	31	32	31	33	33	30	31	34	32	35	33	33	35	35	34	33	35	36	35	34	35	36	34	36	37	37	38	38	39	41	43	43	0	1	2	1	4	0	6	7	7	8	13	9	9	8	9	13	10	12	12	9	16	0	16	16	28	21	19	19	26	19	35	27	18	19	25	30	30	39	32	41	32	39	19	32	32	39	39	58	39	41	40	38	54	43	44	37	40	44	41	45	56	52	41	44	36	58	45	53	71	36	45	62	71	67	65	67	37	41	60	52	57	76	70	65	58	62	56	84	71	67	86	84	90	90	83	93	1	1	2	3	1	1	1	1	1	1	1	1	1	2	2	1	1	3	2	1	1	1	2	2	1	1	2	1	1	1	1	1	2	3	1	2	2	1	2	1	3	1	4	2	2	2	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	3	1	3	2	1	2	2	1	1	2	1	1	5	4	2	2	1	2	2	1	2	1	2	2	2	3	2	2	1	3	3	2
27000	-610.609089726311367	-607.374494864272151	-3.234594862039209	0.000149238460891	0.000007562710059	0.050675342094288	0.506538464020974	0	2	6	4	6	7	11	14	14	13	14	15	13	16	15	15	17	17	18	16	18	18	19	19	20	18	21	21	19	21	23	23	22	22	23	24	25	26	27	29	26	27	28	27	28	29	28	29	28	29	31	30	31	29	31	30	33	30	32	31	32	32	30	32	31	32	32	33	32	32	32	32	33	33	33	34	36	34	35	34	34	35	34	36	35	36	37	37	37	35	37	38	40	40	43	43	0	1	4	2	1	0	6	7	7	7	13	9	7	8	9	13	10	15	9	15	16	0	16	16	12	16	12	19	16	18	28	19	25	19	34	31	35	30	35	47	33	32	18	32	42	41	41	49	42	41	38	45	54	44	41	30	51	32	51	46	52	52	39	45	50	43	48	67	50	58	50	32	48	59	51	46	71	35	46	51	57	62	60	73	43	80	57	53	76	58	64	55	90	59	94	93	1	1	1	1	2	1	2	2	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	2	3	1	4	2	3	2	1	2	2	2	1	1	1	2	3	1	3	3	5	2	1	2	1	1	1	2	3	1	2	1	3	4	1	4	1	1	1	1	1	2	1	2	2	1	1	1	2	3	2	1	1	2	2	4	3	2	1	1	1	2	4	1	2	3	1	2	2	3	3	3	1	1
27500	-576.917449455325141	-574.713463878540210	-2.203985576784957	0.000140392014806	0.000015779554366	0.112396380862106	0.551935009657235	0	1	3	5	7	9	12	15	13	14	15	15	14	16	16	16	16	18	17	16	17	18	18	19	20	19	21	20	20	19	22	23	22	23	23	25	25	27	25	28	26	26	27	26	27	28	30	29	29	28	31	30	30	29	30	31	34	30	31	31	32	32	32	32	31	34	32	32	32	33	31	35	32	34	32	32	36	35	34	33	34	35	33	34	35	35	37	36	36	37	38	39	39	41	41	43	0	1	2	2	3	0	6	9	7	7	13	9	7	8	12	13	10	12	12	9	16	0	16	16	19	21	30	30	21	19	18	33	18	25	30	34	35	19	32	39	36	25	37	36	32	35	46	44	46	43	40	46	44	44	44	50	46	41	48	42	48	52	31	45	48	58	55	44	45	59	50	57	41	38	56	48	80	48	62	38	48	84	45	44	58	80	81	85	76	60	74	58	83	93	90	93	1	1	1	2	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2	1	2	1	1	1	1	5	2	1	1	2	1	1	2	3	1	3	1	1	2	1	2	2	2	2	3	1	1	3	1	1	4	2	1	2	1	2	2	1	2	1	2	3	1	2	2	2	2	2	3	1	2	3	2	1	2	1	2	3	2	4	3	1	2	2
28000	-600.561747438987823	-597.868434900282409	-2.693312538705455	0.000138871319465	0.000010282662729	0.074044538272196	0.606129105820907	-1	2	6	5	7	9	11	14	13	13	15	14	14	17	17	15	16	17	17	15	18	16	17	17	19	18	21	21	20	20	23	22	22	22	24	25	24	27	26	29	28	26	28	27	27	28	29	29	29	29	31	30	28	30	31	30	35	30	32	31	31	33	28	33	31	33	32	33	32	31	32	34	32	35	32	32	34	35	34	33	33	35	34	36	35	37	36	36	37	36	39	39	39	40	41	43	0	1	2	1	1	0	6	7	7	7	13	9	9	8	20	13	10	12	12	9	16	0	16	16	19	24	12	19	26	19	12	28	20	19	25	19	28	39	33	28	28	37	28	35	36	32	44	30	42	45	58	63	36	46	41	45	72	41	70	49	49	52	39	52	38	48	54	75	40	49	53	81	49	59	48	38	49	77	80	40	46	58	50	44	58	62	72	71	76	80	79	55	83	93	93	95	1	1	3	4	4	1	1	2	1	1	1	1	1	2	1	1	2	1	2	2	2	1	1	2	2	1	4	2	1	1	4	1	3	1	3	4	2	1	2	5	2	1	3	2	1	3	1	4	2	2	1	1	2	1	1	1	1	2	1	1	1	2	1	2	2	2	1	1	2	1	2	1	2	2	2	3	2	1	1	1	2	3	3	3	2	2	1	2	3	2	2	3	2	1	1	1
28500	-578.029843452966588	-575.561356079130974	-2.468487373835561	0.000139740464503	0.000012388850901	0.088656145129639	0.583984833765395	1	2	4	5	6	8	11	14	14	15	14	15	13	16	17	16	18	17	16	17	17	17	19	18	19	18	22	20	20	20	23	22	22	22	22	24	25	26	26	28	27	27	29	25	27	29	30	30	27	29	31	30	30	30	29	30	32	29	31	31	32	33	31	32	31	33	32	33	32	33	32	35	33	34	32	33	35	35	35	34	34	35	34	32	36	36	35	36	35	35	38	38	39	39	41	44	0	1	1	2	3	0	6	7	7	7	13	11	7	7	9	13	10	9	9	9	16	0	16	16	15	21	15	19	26	19	33	19	18	30	30	25	35	32	36	42	37	37	38	36	38	40	46	41	44	45	39	43	44	30	41	45	54	41	40	49	54	43	46	52	52	53	53	84	56	54	43	57	58	75	43	54	38	52	71	71	57	60	73	48	68	75	81	53	76	75	52	68	78	90	93	91	1	1	2	1	1	1	1	2	2	2	1	1	1	2	2	1	1	2	1	2	1	1	2	1	1	1	2	2	1	2	1	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	1	2	1	1	2	3	1	2	1	1	1	2	1	1	1	1	1	2	2	1	1	1	6	2	1	2	1	3	1	1	1	2	1	3	1	2	5	3	1	2	1	3
29000	-602.866981729643726	-600.234728224137712	-2.632253505506002	0.000150658845459	0.000011695817053	0.077631134218047	0.586618619532629	0	2	5	6	6	8	11	15	13	13	14	15	13	16	15	16	17	18	18	16	17	17	19	19	19	18	21	21	19	20	22	22	23	23	24	24	25	28	27	28	28	26	29	27	28	26	29	29	29	30	31	30	30	30	31	28	33	29	33	31	32	32	31	33	32	33	32	32	32	32	32	33	31	34	32	34	35	36	32	34	34	36	34	36	36	36	35	36	36	36	38	39	38	41	39	43	0	1	2	3	3	0	6	10	7	7	13	9	7	10	9	13	10	12	12	15	13	0	26	21	9	16	12	12	16	18	19	19	25	19	18	19	28	35	19	35	37	31	38	42	42	32	42	40	38	45	40	43	44	32	19	46	55	33	60	49	50	43	58	39	42	39	44	40	50	32	52	54	58	64	43	71	71	83	52	79	35	76	70	38	68	71	72	58	62	83	76	86	90	95	55	93	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	2	1	1	2	1	1	1	3	1	2	3	2	1	2	2	2	3	2	2	2	2	3	2	2	3	1	1	1	2	2	1	1	1	1	1	2	3	5	1	1	2	1	2	1	2	1	3	2	3	2	1	1	4	1	3	1	1	1	1	2	1	1	1	4	2	1	4	2	2	1	3	2	1	3	1	1	1	3	2
29500	-617.058297353633634	-614.887739328066459	-2.170558025567158	0.000121506642085	0.000014108082288	0.116109556199843	0.444950436208090	0	1	4	5	7	8	10	14	13	14	15	15	14	17	16	15	17	16	17	16	17	17	19	18	18	18	20	20	19	21	22	21	22	21	24	25	25	27	27	28	27	27	26	27	27	27	30	29	28	29	31	30	31	29	30	30	34	30	32	31	32	32	31	32	30	32	31	33	33	33	31	34	32	34	32	34	34	35	35	33	34	36	32	34	35	37	36	37	36	35	39	39	39	41	41	44	0	1	1	2	1	0	6	7	7	9	13	8	9	8	9	13	8	9	12	9	16	0	24	16	19	21	9	25	26	19	27	12	18	28	32	12	30	31	28	37	36	31	31	25	36	25	44	41	46	27	38	46	46	46	54	32	63	30	49	49	52	63	28	71	30	42	44	67	43	63	43	50	48	50	39	75	71	83	61	45	40	52	46	68	55	79	72	68	77	50	61	67	90	90	90	93	1	1	2	2	3	1	1	2	2	1	1	1	1	2	1	1	2	2	2	1	1	1	1	2	1	1	4	2	1	2	1	2	4	1	1	3	2	3	4	2	1	3	2	3	1	5	2	2	1	4	1	2	3	1	1	6	1	4	3	2	1	1	4	1	5	2	1	1	2	2	2	3	1	2	2	1	2	2	1	3	2	3	3	1	3	1	1	2	1	3	5	3	2	3	2	3
30000	-576.214554182575171	-574.471921298405391	-1.742632884169726	0.000096918521343	0.000018523994315	0.191129559745261	0.605926547907766	0	1	4	5	6	8	10	14	14	14	15	15	14	16	15	15	16	18	17	16	17	18	17	18	19	18	22	21	19	20	22	22	23	23	23	24	24	27	26	28	26	27	29	27	27	28	29	29	29	29	31	30	30	28	30	30	35	30	31	31	32	32	29	29	31	34	31	33	32	33	32	33	32	34	32	33	36	35	35	33	34	36	34	35	34	35	36	37	36	36	38	39	39	40	41	44	0	1	1	2	1	0	6	7	7	6	13	8	7	10	9	13	10	12	12	15	16	0	16	16	12	21	18	25	26	19	19	18	18	28	32	25	35	36	34	41	25	41	36	32	36	44	41	39	42	38	47	50	44	39	39	50	72	48	36	49	47	52	41	45	47	51	47	53	45	41	59	73	48	60	52	43	80	74	80	62	72	79	59	68	44	76	57	44	79	74	79	66	49	90	90	93	1	1	1	2	3	1	1	2	2	3	1	1	2	1	1	1	1	2	1	1	1	1	1	2	3	1	1	1	1	1	2	2	2	2	1	3	1	1	1	1	4	1	3	2	2	1	2	1	1	1	1	1	2	1	3	1	1	1	4	1	2	2	1	1	1	2	1	2	3	3	1	1	2	2	1	1	1	1	1	1	1	1	2	1	4	1	1	3	1	1	2	2	7	2	1	3
30500	-609.960862470416600	-607.881308702155138	-2.079553768261436	0.000144114220058	0.000018346491384	0.127305212330542	0.476255250664346	0	2	5	5	7	9	12	14	12	14	15	14	13	16	16	16	18	16	18	17	17	18	19	19	20	19	21	20	19	21	23	22	23	22	22	24	25	27	25	29	28	25	27	26	27	27	29	30	30	29	31	30	29	28	30	31	35	31	33	31	33	31	30	32	31	31	31	31	33	31	32	33	33	34	32	33	35	35	34	33	34	37	34	35	36	36	35	36	36	36	38	38	39	41	42	44	0	1	2	2	3	0	6	7	6	7	13	7	9	8	12	13	10	9	12	9	16	0	16	16	19	21	15	19	21	28	25	19	18	25	19	27	31	31	30	42	44	32	33	31	35	44	38	54	40	45	37	54	32	38	36	63	72	41	50	49	62	50	28	63	40	50	54	53	56	45	63	38	48	70	52	50	71	55	71	55	72	85	60	66	51	71	72	55	71	56	56	79	25	90	90	95	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	2	2	2	2	2	1	1	2	2	2	1	2	2	1	1	2	1	3	1	2	1	1	2	2	3	1	2	2	1	2	1	1	1	1	2	2	1	2	1	3	1	1	2	3	1	1	1	4	1	1	2	2	2	1	1	1	2	1	1	1	2	2	2	2	1	1	1	1	3	3	2	1	3	2	2	3	2	8	2	2	1
31000	-573.111407151080130	-570.709512515317215	-2.401894635762917	0.000141433719560	0.000013271712073	0.093836972638938	0.547812728590043	0	2	5	6	7	7	11	13	13	15	15	15	14	17	17	16	17	18	16	16	17	18	19	18	19	19	21	18	19	19	22	23	22	23	22	24	25	26	27	29	26	28	29	26	27	28	29	28	28	29	31	31	29	30	30	30	33	30	31	31	31	32	32	31	31	33	31	32	30	33	32	31	32	34	31	33	34	36	33	34	34	35	35	35	36	36	36	36	37	37	39	39	38	39	42	43	0	1	1	2	3	0	6	7	7	7	13	7	9	7	9	13	10	19	9	9	16	0	16	16	19	21	12	15	21	28	25	25	18	30	30	32	30	30	32	42	28	34	39	36	41	37	39	45	39	45	40	43	44	39	44	45	72	48	49	49	43	39	51	50	47	67	53	54	42	59	55	48	48	62	44	43	76	79	43	71	57	77	41	68	68	80	81	73	62	60	82	68	38	83	90	94	1	1	2	1	1	1	2	1	1	2	1	1	1	3	4	1	2	1	1	2	1	1	2	2	1	1	3	1	1	1	2	2	2	2	1	1	3	3	2	1	3	3	1	1	1	2	1	1	1	1	1	1	2	2	2	2	2	1	2	1	2	3	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	3	1	1	1	3	1	2	1	1	3	2	3	2	2	7	2	2	2
31500	-572.529884811506008	-569.812744980472075	-2.717139831033883	0.000135911399605	0.000009882353936	0.072711736943450	0.601619330147279	1	2	5	4	7	8	11	14	12	14	15	14	14	16	15	16	17	16	16	17	17	16	19	17	20	19	21	21	20	21	22	22	22	23	23	24	25	27	26	28	26	28	28	27	27	29	30	29	29	29	30	31	30	29	30	30	34	30	33	31	32	31	30	32	32	33	31	32	33	32	32	34	33	34	33	34	34	36	34	33	33	35	33	34	36	35	36	35	35	36	37	39	40	40	42	42	0	1	1	2	4	0	6	7	7	7	13	9	9	8	9	13	10	12	12	15	16	0	16	16	19	21	18	19	26	19	30	27	27	28	30	34	35	39	36	44	30	45	32	32	32	30	42	32	43	39	30	41	54	41	54	50	73	34	39	49	56	50	40	48	46	51	54	54	48	60	62	51	62	70	52	43	64	49	83	58	58	71	45	68	73	46	72	68	62	76	82	88	90	79	93	83	1	1	2	1	1	1	2	2	1	2	1	1	1	1	2	1	1	2	1	2	1	1	2	1	2	1	2	3	1	2	1	1	1	1	1	1	2	1	1	1	3	1	3	3	3	3	1	5	1	1	4	3	1	1	1	1	1	4	2	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	3	1	3	1	1	2	2	4	1	2	3	2	2	1	1	1	2	2	3	1	3
32000	-628.671173276678132	-626.522071498043147	-2.149101778634972	0.000152684126729	0.000018108243198	0.118599382832176	0.599562183738854	0	2	4	5	7	7	11	15	12	14	15	15	14	15	16	16	18	17	17	17	17	16	18	19	19	18	20	21	20	21	22	21	23	22	23	24	26	27	25	27	28	27	29	27	27	28	30	29	29	29	31	29	29	29	30	29	32	30	33	32	32	33	30	31	32	32	30	32	32	32	32	34	32	34	32	32	35	34	35	34	34	37	35	35	35	35	36	35	36	34	36	39	39	39	41	42	0	1	1	2	3	0	6	7	7	7	13	9	9	7	9	13	8	8	15	12	16	0	16	16	19	16	15	15	26	27	25	12	28	27	28	25	27	37	25	25	27	19	38	39	39	36	50	31	40	45	52	42	42	31	40	45	53	44	53	40	53	48	41	52	58	41	53	67	42	55	54	57	48	48	48	36	54	76	71	58	48	86	90	55	58	60	57	68	66	60	42	91	83	59	94	83	1	1	2	1	2	1	2	3	1	1	1	2	1	3	2	1	1	1	1	1	1	1	1	2	1	1	3	3	1	1	1	4	1	1	1	2	3	1	4	4	4	4	1	2	1	2	1	3	1	1	1	2	1	2	2	1	1	2	1	3	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	3	2	1	2	2	2	1	1	2	3	2	2	2	2	1	4	2	2	2	1	3
32500	-535.195185668232511	-532.751732216244704	-2.443453451987824	0.000164733771160	0.000014916756651	0.090550690037566	0.706438908850709	0	2	3	4	7	8	12	13	12	15	15	14	14	15	16	16	17	17	18	16	17	17	17	19	18	19	21	21	19	20	22	23	21	22	23	24	26	28	26	28	27	26	28	28	27	28	30	29	29	30	31	30	30	30	30	30	33	31	31	31	33	32	32	33	30	32	31	32	32	32	30	32	33	33	29	33	36	34	35	33	35	37	34	34	36	36	36	36	35	36	38	39	38	40	42	44	0	1	1	2	3	0	6	9	6	7	13	9	9	8	12	13	10	12	12	9	16	0	16	23	12	21	19	30	21	19	19	30	18	25	30	30	31	41	32	41	32	32	45	28	39	31	41	37	32	38	39	43	41	46	44	38	72	49	46	46	38	43	58	58	43	38	48	54	71	56	43	47	67	59	44	71	80	62	80	62	57	76	60	54	68	73	81	73	76	60	62	85	90	90	94	95	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	3	2	2	1	1	1	2	1	2	3	3	2	2	1	2	1	2	2	1	3	1	2	2	1	2	1	2	1	2	1	1	1	1	2	2	1	3	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	2	1	2	3	2	1	2	1	1
33000	-572.241802638725062	-570.298838735213167	-1.942963903511923	0.000093032690250	0.000013758926682	0.147893462447024	0.514741254333413	0	1	6	5	7	9	11	13	13	14	14	15	13	16	18	15	16	18	18	17	17	16	18	19	20	18	20	21	19	21	21	21	22	22	24	25	24	27	25	27	27	28	29	27	26	27	29	29	29	30	32	30	31	29	30	29	32	30	33	31	32	32	30	33	32	33	31	33	32	31	33	33	32	34	31	33	35	35	35	34	35	36	34	34	35	37	36	35	37	37	39	39	40	39	42	44	0	1	4	2	4	0	6	7	7	8	13	9	7	8	9	13	10	9	12	9	16	0	16	16	19	21	15	19	26	19	25	19	27	28	32	32	19	28	35	30	30	25	44	19	39	36	44	44	38	45	63	39	54	41	36	45	41	38	49	49	58	43	40	42	56	53	54	41	56	41	69	37	58	59	52	38	71	60	52	71	72	59	60	73	84	77	81	84	64	60	71	84	90	90	90	95	1	1	1	1	1	1	1	1	2	1	1	1	1	2	3	1	1	3	1	2	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	2	3	3	1	3	2	5	1	3	1	1	1	1	1	2	1	3	1	1	2	1	2	2	2	2	1	3	2	2	1	1	1	3	2	2	1	4	1	1	1	2	1	2	3	1	1	1	2	1	1	2	1	1	2	2	2	4	1	1	3	1
33500	-576.413658360974864	-573.942420636993120	-2.471237723981737	0.000139531802106	0.000012341828893	0.088451727181368	0.544024420214279	0	2	5	5	6	9	11	14	12	15	15	14	14	16	17	16	18	18	18	16	17	17	18	19	19	18	21	20	20	20	22	23	22	22	23	24	26	28	26	28	26	26	27	27	27	26	29	29	29	30	31	30	31	29	30	28	34	30	33	31	30	32	31	32	31	34	31	32	31	30	32	32	32	32	32	32	35	34	34	34	34	37	35	34	35	34	36	37	35	36	39	39	39	40	42	43	0	1	2	2	3	0	6	7	7	7	13	9	9	8	12	13	10	12	12	9	16	0	16	16	18	21	12	25	26	18	19	25	18	19	31	30	35	27	36	32	31	30	32	41	31	27	42	44	43	43	38	43	44	44	25	39	68	48	39	49	32	55	43	60	46	48	44	58	32	38	55	46	58	38	32	42	52	43	43	58	72	76	46	75	84	76	57	84	71	78	82	38	90	93	93	95	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	2	2	2	1	1	1	2	1	1	4	1	1	1	2	2	2	2	1	3	2	3	1	2	2	3	2	1	2	3	1	1	2	1	1	2	2	1	6	1	1	1	4	2	4	1	2	1	3	3	2	2	3	1	1	2	1	2	4	2	3	3	3	2	2	2	4	1	1	1	1	1	2	1	1	6	1	1	2	1
