step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66
10000	-421.338546977184819	-427.277744196270021	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.611035828066187	1	3	5	4	5	6	5	6	8	7	7	7	7	7	9	10	8	10	9	10	11	11	11	13	10	11	11	12	14	9	12	13	14	12	13	15	13	16	16	16	18	18	19	19	19	20	21	23	22	23	22	26	25	27	26	29	28	31	30	30	32	33	33	31	33	36	0	1	1	2	4	4	4	4	13	6	6	4	5	6	4	9	11	12	14	17	12	8	30	20	12	18	19	19	35	17	18	14	30	21	27	18	23	21	33	35	36	33	32	40	29	38	36	38	46	40	43	40	48	53	46	54	54	53	53	57	57	64	61	56	58	61	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	2	1	1	2	1	1	2	1	1	1	2	3	1	1	2	1	3	1	2	2	2	3	2	2	2	3	3	1	3	2	3	2	1	3	1	1	3	3	2	2	2	1	1	1	3
10500	-385.051147411687282	-390.990344630772483	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.634229922194307	1	2	4	4	5	6	7	7	7	7	7	7	8	7	9	9	8	9	9	9	11	10	10	12	10	11	11	13	13	12	12	12	13	12	13	13	14	16	15	16	18	14	18	18	19	20	19	22	21	23	22	25	26	28	27	29	27	30	31	30	31	32	34	31	33	35	0	1	1	2	4	4	4	4	5	6	5	6	9	6	7	9	9	12	14	17	19	8	17	20	18	18	14	27	27	13	18	14	23	21	14	26	23	32	33	27	36	30	38	40	40	43	36	43	43	40	43	45	48	53	46	54	53	56	60	55	60	64	59	58	57	59	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	2	2	2	1	4	1	2	2	1	2	3	1	1	2	2	1	3	2	2	3	2	3	2	1	2	1	1	1	1	1	1	1	2	1	3	2
11000	-394.824711162404924	-400.763908381490126	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.619392941372931	0	2	3	3	4	6	5	7	7	7	7	7	8	8	9	9	9	9	9	10	11	9	11	12	10	12	11	12	13	12	13	11	13	13	13	14	15	15	15	15	17	17	19	18	20	21	20	23	22	22	22	26	25	27	27	29	28	29	30	30	32	32	34	31	34	33	0	1	1	2	4	7	4	4	5	6	5	7	9	6	4	9	13	12	14	17	14	7	17	20	18	18	19	27	14	23	26	14	23	14	21	31	33	29	33	27	36	37	38	40	40	32	41	51	43	40	43	45	51	53	51	54	53	55	57	54	55	64	61	58	59	60	1	1	1	1	1	1	1	3	2	1	1	1	1	1	3	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	1	2	2	2	6	2	1	2	3	1	2	2	1	2	2	2	1	2	1	2	1	1	1	2	1
11500	-416.043232739058055	-421.982429958143257	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.710433555465722	0	2	4	3	4	5	6	8	7	7	6	8	7	7	8	9	9	10	9	8	10	10	9	12	11	11	11	12	13	12	11	14	13	11	12	14	14	16	15	15	17	18	18	19	20	21	21	22	21	22	23	26	25	26	27	27	28	30	31	30	31	31	34	32	33	35	0	1	1	2	4	4	4	4	5	6	5	10	5	6	9	9	9	12	14	9	12	15	9	20	18	18	21	19	21	23	18	35	30	14	14	18	30	32	33	29	36	37	38	40	44	38	36	43	38	44	43	45	43	51	51	54	51	56	57	54	56	58	61	62	55	63	1	1	2	1	1	2	2	3	2	2	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	3	2	1	1	1	2	2	3	1	2	1	3	4	2	2	2	2	2	3	2	2	1	2	1	1	2	2	1	2	1	2	1
12000	-386.761517578794098	-392.700714797879300	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.739614610065919	0	3	4	4	5	6	6	7	8	7	7	8	7	8	9	10	8	11	10	9	11	11	10	11	11	12	11	12	13	12	13	13	12	12	13	15	14	15	15	15	18	17	18	20	21	21	20	22	19	21	22	26	25	26	28	29	28	30	31	30	30	31	34	32	33	34	0	1	2	2	4	4	4	4	13	6	5	6	5	6	8	9	13	12	14	17	14	15	17	20	12	19	14	19	14	23	18	34	23	14	19	31	23	21	33	19	36	37	38	40	40	49	36	46	43	40	46	50	51	53	53	54	54	54	57	57	57	58	61	62	57	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	1	2	1	1	1	1	2	2	1	2	2	2	3	2	2	2	2	3	1	2	1	1	2	1	3	1	1	2	2	1	2	2	1	2	1	1	1	2	2
12500	-409.441498012385409	-415.380695231470611	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.654103461925942	1	3	4	4	5	6	6	7	7	7	6	7	8	8	10	10	8	9	8	9	11	10	10	12	11	11	11	13	11	13	13	12	13	12	14	14	14	16	15	13	17	16	18	20	20	21	20	23	20	22	21	25	25	26	27	28	28	29	31	30	32	31	35	32	33	35	0	1	1	2	4	4	4	4	5	6	5	6	9	6	8	9	9	12	6	17	14	8	17	13	18	18	14	19	14	23	18	21	23	27	29	31	23	32	33	29	36	30	38	35	35	49	18	51	38	45	43	45	51	53	51	54	54	56	57	55	57	58	65	62	54	65	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	1	1	1	3	2	1	2	1	2	1	2	1	2	2	1	2	2	2	1	3	2	1	5	1	3	2	1	2	1	1	4	1	1	1	2	1	2	1	1	1	4	1
13000	-407.663806155487464	-413.603003374572666	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.714360803035974	1	2	3	4	5	5	7	8	6	7	7	7	7	9	6	10	8	10	9	9	11	10	9	10	11	12	12	12	13	13	13	14	12	13	14	14	14	14	16	15	17	17	19	20	19	21	19	22	20	22	21	27	25	27	27	28	28	30	31	30	30	33	33	29	33	35	0	1	1	2	4	4	4	15	4	6	4	4	9	12	4	9	13	6	6	17	14	8	11	20	18	12	18	14	21	23	18	14	23	27	29	26	33	21	37	35	36	37	32	40	40	43	31	46	43	45	49	50	46	51	51	55	53	56	61	57	57	64	59	54	61	65	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	3	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	2	2	3	3	2	1	2	1	1	2	1	3	2	3	2	1	1	1	1	1	1	2	1	1	1	1
13500	-397.973006948872523	-403.912204167957725	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.696774511363505	0	2	4	3	5	5	6	5	6	7	8	7	6	8	8	10	8	9	10	9	11	11	10	12	11	11	10	12	14	12	12	14	14	12	13	15	14	16	15	16	16	17	18	20	20	21	19	22	20	22	23	26	24	26	28	27	28	30	30	30	32	31	34	32	32	34	0	1	1	2	4	4	4	4	4	6	9	6	5	12	7	17	13	12	14	13	14	15	20	20	12	18	14	19	35	23	18	21	17	27	21	31	30	32	20	29	31	37	38	29	35	43	41	43	43	29	43	44	51	53	54	54	56	56	57	57	57	58	61	62	55	57	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1	2	1	2	1	1	2	1	1	3	1	1	1	1	4	3	2	2	3	1	4	3	2	1	1	1	1	1	1	1	1	2	1	1	1	1	4
14000	-454.451726371413713	-460.390923590498915	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.601857005841557	0	1	4	3	4	6	5	8	7	5	6	7	7	8	9	9	9	9	9	10	12	10	10	12	10	11	10	12	13	12	12	14	13	11	14	15	13	16	15	15	17	18	19	17	19	21	20	21	21	23	22	27	25	27	26	29	27	29	30	31	31	33	34	32	33	36	0	1	2	2	4	4	4	7	5	4	5	6	5	12	4	13	9	12	14	13	19	8	17	20	18	18	14	19	21	23	26	21	23	14	29	26	17	34	23	27	36	30	14	40	29	32	41	38	43	45	38	50	49	48	49	57	55	55	58	58	55	56	60	54	61	63	1	1	2	1	1	1	1	2	2	1	1	1	2	1	2	2	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	3	3	2	3	1	3	4	1	3	4	2	1	1	2	4	2	3	4	2	1	1	2	1	1	3	2	2	2	1	1
14500	-422.698025983397542	-428.637223202482744	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.620156446632280	0	2	4	4	5	6	6	7	7	7	8	7	6	9	6	10	8	9	9	9	10	10	10	13	11	10	11	13	13	13	13	13	13	12	13	15	14	15	15	14	18	18	18	19	21	22	21	22	21	19	22	26	25	28	25	28	28	30	30	30	31	33	35	30	33	35	0	1	1	2	4	4	4	15	13	6	9	6	5	6	4	9	13	12	6	17	6	15	17	20	18	12	14	14	14	23	26	14	23	21	21	26	33	21	30	34	36	37	29	29	35	38	41	49	32	40	38	45	49	55	46	53	55	56	54	57	43	64	59	56	56	57	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	2	1	1	1	2	2	2	1	2	1	1	1	2	1	2	1	1	1	2	2	2	4	3	2	1	3	3	3	2	2	1	1	2	2	1	1	1	4	2	3	1	3	4
15000	-444.338836315700121	-450.278033534785322	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.619653051444179	1	2	4	4	5	5	7	5	8	7	6	7	6	8	9	9	8	10	8	9	10	9	10	13	11	12	12	12	12	13	12	14	12	12	13	15	15	16	16	16	18	18	18	17	21	21	20	22	19	20	23	27	25	27	27	28	29	30	31	29	31	33	34	31	33	35	0	1	1	2	4	4	4	4	13	6	2	6	5	6	7	9	13	12	6	11	6	8	17	20	18	12	21	14	21	23	21	27	23	14	27	18	33	32	30	35	36	33	38	40	34	43	36	46	38	44	49	45	51	51	51	55	54	56	57	54	56	64	59	57	53	61	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	3	3	1	2	1	3	1	3	1	2	1	2	1	2	1	2	2	1	1	2	1	3	1	1	3	1	3	1	1	2	2	2	1	1	2	1	1	1	1	1	2	2	2	1	4	2
15500	-437.298570136575961	-443.237767355661163	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.608337936146690	-1	2	4	3	5	6	6	7	7	7	8	7	6	8	8	9	8	11	9	10	9	10	10	12	10	11	11	12	13	13	12	12	13	12	14	14	15	16	15	15	17	17	17	20	19	21	20	22	20	22	22	25	25	27	27	29	29	30	27	31	32	31	35	31	33	35	0	1	2	2	4	4	4	5	13	6	9	6	5	10	6	9	5	21	6	17	6	15	17	20	12	12	14	14	19	23	26	21	23	14	29	31	33	32	33	35	36	30	32	29	35	21	41	38	38	40	49	45	48	53	51	55	59	56	46	57	57	58	54	54	57	59	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	2	2	3	4	3	6	2	3	2	3	2	3	1	1	2	1	1	1	3	1	2	1	4	2	2	4
16000	-426.701505719295540	-432.640702938380741	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.610166991832157	-1	2	3	3	4	6	6	7	7	7	6	8	6	7	9	9	8	10	9	9	12	9	11	12	10	11	11	12	12	12	12	14	13	13	14	14	15	15	14	16	16	17	18	19	19	21	20	21	21	20	23	24	23	27	26	28	28	29	30	29	31	32	35	31	34	34	0	1	1	2	4	4	4	4	13	6	4	7	5	11	8	11	11	12	14	17	14	8	17	20	12	18	14	19	27	17	26	21	30	19	29	26	30	34	23	35	36	37	38	35	40	38	41	32	43	40	49	45	46	48	51	55	53	54	57	55	60	58	61	54	62	61	1	2	2	1	1	2	1	2	1	1	3	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	2	2	1	2	1	1	1	2	2	1	1	2	2	1	1	1	2	2	2	3	2	4	1	2	1	2	2	3	2	1	2	1	1	2	2	3	1	2	1	2
16500	-421.215134196771601	-427.154331415856802	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.609637438716170	-1	2	4	4	5	5	6	7	6	7	7	7	7	8	10	10	9	10	10	10	11	10	10	12	10	12	11	12	12	11	12	13	13	13	13	15	14	15	15	14	18	16	17	20	20	21	20	22	22	22	22	25	25	26	27	28	28	29	30	31	29	32	34	30	33	35	0	1	2	2	4	4	4	4	5	6	5	6	9	6	7	9	13	12	14	17	14	8	17	20	12	15	14	19	14	23	21	18	30	27	21	31	33	21	23	21	36	37	32	40	35	21	41	43	43	45	46	45	51	53	51	54	55	56	61	61	57	58	60	56	61	60	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	1	2	2	1	1	2	1	2	1	2	1	1	3	1	1	1	2	1	2	2	2	2	1	2	2	3	4	2	2	2	1	1	2	2	1	3	1	1	1	1	1	1	2	2	2	2	2
17000	-371.086489999562161	-377.025687218647363	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.789523477619119	-1	2	4	4	5	6	7	6	7	7	8	7	8	9	9	10	9	11	10	10	11	9	10	12	11	10	12	13	13	12	11	13	13	13	12	14	14	15	15	15	16	17	19	17	21	22	20	22	21	23	22	26	25	27	27	28	28	29	29	30	30	33	34	31	33	34	0	1	1	2	4	4	4	4	5	6	5	6	9	6	4	9	13	26	14	17	14	8	13	20	26	12	21	21	35	23	26	21	23	27	14	31	23	32	23	29	31	37	38	35	44	38	36	43	43	45	43	45	51	53	53	54	54	56	57	57	57	64	59	58	57	60	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	3	2	2	2	1	3	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	2
17500	-383.889583681951251	-389.828780901036453	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.732069779699844	1	2	4	4	5	5	6	7	8	7	7	7	7	8	9	10	8	9	10	9	11	9	11	13	11	10	11	13	13	13	12	13	13	12	14	15	14	15	15	14	16	16	18	19	19	21	20	22	21	22	23	26	26	28	27	29	28	30	31	30	32	33	35	31	33	35	0	1	1	2	4	4	4	4	13	6	5	7	5	12	4	9	13	12	14	17	14	8	17	23	26	18	12	19	14	23	26	27	23	27	21	31	23	14	33	14	36	37	38	40	40	43	41	43	43	45	43	50	49	53	49	54	55	56	57	54	57	64	59	58	57	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	1	1	2	1	1	3	1	2	1	1	1	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	2	1	2	1	2	1	2	2
18000	-406.826687004265636	-412.765884223350838	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.667242047278214	0	2	3	3	4	7	7	7	7	6	7	8	6	8	9	9	9	10	10	10	11	10	10	13	11	11	11	12	14	11	12	13	13	12	14	14	14	14	15	16	17	17	18	19	18	22	19	22	21	20	23	25	24	26	27	28	28	30	30	30	31	33	34	31	32	33	0	1	2	2	4	10	4	4	13	4	13	7	5	6	8	9	13	12	14	13	10	15	17	20	18	12	14	19	14	23	26	14	20	14	32	31	33	21	33	35	36	30	29	35	35	43	41	43	43	35	46	44	51	51	53	53	54	56	56	57	56	64	59	58	57	65	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	3	3	1	1	2	1	1	2	1	2	1	1	3	2	2	1	2	1	1	1	1	1	3	2	3	2	2	1	2	2	3	1	3	1	1	1	2	1	1	1	1	2	2	2	1	2	1
18500	-415.872332119151963	-421.811529338237165	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.630444461694839	0	3	3	4	5	6	6	6	6	6	7	7	7	8	9	9	8	11	9	10	10	9	10	11	10	10	11	13	13	12	12	13	14	13	14	14	14	14	15	15	16	16	17	19	20	22	17	23	21	23	21	26	24	27	28	29	29	30	30	30	32	32	35	31	34	35	0	1	1	2	4	4	4	4	5	4	9	10	9	6	8	9	13	12	14	17	14	8	17	20	12	12	21	19	21	23	18	21	5	27	19	26	23	21	37	29	36	37	32	35	35	38	31	51	43	40	43	50	43	53	48	54	54	56	57	56	57	64	59	58	57	61	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	4	1	2	2	2	2	1	1	1	2	2	2	2	3	2	1	3	3	3	2	2	1	2	2	1	1	1	1	2	1	3	1	2	1
19000	-455.663586827113477	-461.602784046198678	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.526730949682875	0	2	5	4	4	6	6	7	8	7	7	5	6	8	9	9	8	11	9	10	11	11	11	13	10	9	11	13	14	12	10	14	14	12	14	13	14	15	15	14	17	17	18	19	20	21	19	22	21	22	22	26	24	26	27	28	28	30	31	30	30	32	33	32	34	35	0	1	1	2	2	12	4	4	13	6	5	4	5	6	8	13	13	12	6	17	14	15	20	17	26	12	19	19	14	17	12	28	23	21	21	31	23	27	30	14	36	33	38	40	29	43	36	43	43	29	46	45	46	49	53	54	53	56	53	55	57	54	59	58	55	61	1	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	2	2	1	1	1	2	1	2	1	2	1	2	2	3	2	1	3	1	2	2	1	2	2	4	2	1	1	2	4	2	3	2	2	4	1	2	2	2	2	1	2	1	3	2	1	3	2	1	3	2
19500	-440.158273523077128	-446.097470742162329	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.594708071046518	0	3	4	4	5	6	6	7	8	5	7	7	7	9	6	10	8	10	8	9	11	11	10	12	11	10	11	13	13	13	13	13	13	12	12	14	15	15	16	16	17	18	17	20	21	21	21	23	21	21	22	27	25	27	27	28	28	29	31	30	31	31	33	31	34	36	0	1	2	2	4	10	4	15	13	4	5	6	5	19	4	9	13	6	6	17	14	8	17	20	12	12	14	21	35	23	26	21	23	27	14	26	33	19	33	21	36	23	32	35	40	36	36	49	43	40	43	45	48	46	53	51	53	54	57	57	57	58	59	54	57	61	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	2	2	2	2	1	1	1	1	2	1	1	1	1	3	1	5	2	2	2	4	2	4	2	4	3	1	3	3	2	3	1	3	2	2	1	1	1	1	1	1	2	2	2	2
20000	-417.512480030367556	-423.451677249452757	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.679929368905183	1	3	4	4	5	7	6	7	8	5	7	8	6	8	8	10	9	10	9	10	12	10	10	12	11	11	11	12	14	12	13	14	13	13	13	14	15	15	14	16	17	18	18	17	21	22	20	20	21	22	22	25	26	28	27	28	28	31	29	30	30	33	34	30	34	36	0	1	2	2	4	10	4	4	13	4	5	6	5	6	8	9	13	6	14	17	14	15	17	20	18	12	14	19	35	23	18	21	30	27	21	26	39	32	23	35	26	30	38	40	40	38	36	32	43	40	43	50	43	53	48	53	51	64	56	54	59	64	59	56	55	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	3	1	2	2	1	1	2	5	2	2	1	2	2	2	3	1	3	1	4	1	1	2	1	2	3	1	3	1
20500	-402.489000823636673	-408.428198042721874	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.659275729303181	1	3	4	4	5	6	6	8	7	7	7	7	8	8	10	9	9	9	7	10	10	10	10	12	11	11	9	11	12	13	12	13	13	13	13	13	14	16	15	15	17	17	19	19	21	21	19	22	21	22	22	26	25	28	27	29	26	29	30	28	31	30	33	32	33	33	0	1	1	2	4	4	4	4	5	6	5	6	9	19	4	9	13	12	6	17	14	8	17	20	18	18	14	19	21	23	18	21	23	21	29	31	23	32	23	35	31	37	38	40	35	38	36	43	43	40	43	45	51	57	51	55	53	57	53	57	57	55	59	58	54	61	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	2	1	2	1	1	2	3	2	4	1	1	3	2	2	2	1	3	1	1	1	1	1	2	2	1	2	2	1
21000	-394.449567971643376	-400.388765190728577	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.676459023863473	1	3	4	4	5	6	6	8	6	7	6	7	7	7	10	9	8	9	10	10	10	11	9	12	11	12	10	12	14	11	12	13	13	11	14	14	14	15	15	13	18	16	19	17	20	21	19	23	22	22	23	26	24	27	26	27	28	30	30	30	30	33	32	32	33	35	0	1	1	2	4	4	4	4	5	6	5	6	9	6	8	9	13	12	14	17	14	8	17	20	19	18	14	21	21	23	18	21	30	27	19	26	33	32	37	21	36	37	38	40	29	43	36	43	46	35	46	45	43	55	51	55	55	56	57	57	57	58	61	58	61	61	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	2	1	2	1	2	2	1	1	2	1	1	1	1	2	2	1	2	1	3	1	1	1	1	3	1	2	3	1	2	1	1	1	1	1	1	2	1	2	1	2
21500	-404.168989123979998	-410.108186343065199	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.743670540932646	1	2	4	3	4	5	6	7	6	7	7	8	7	8	8	9	8	8	10	9	11	11	10	13	10	10	12	11	13	12	13	14	12	11	14	14	13	16	15	16	16	16	19	19	18	22	18	22	20	22	20	26	25	27	24	28	29	30	31	30	31	33	34	31	32	34	0	1	1	2	4	4	4	4	5	6	5	6	9	6	4	9	13	8	14	17	14	15	17	20	18	18	14	19	21	23	26	21	23	14	29	31	23	34	37	35	36	33	38	45	40	43	41	49	43	40	38	50	46	53	43	54	53	54	57	57	60	64	61	58	57	60	1	1	1	1	1	1	2	2	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	2	2	1	3	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1	2	2	2	1	2	3	1	1	1	1	1	1	1	2	1	1	2
22000	-433.215298513681034	-439.154495732766236	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.599537127716359	0	3	4	4	5	6	6	7	7	5	8	8	8	8	7	9	8	9	9	10	11	11	10	11	10	11	12	11	13	13	13	14	13	13	14	15	14	14	15	16	17	16	18	19	19	21	20	23	21	23	23	27	25	27	27	27	29	29	31	30	32	31	35	28	31	35	0	1	1	2	4	10	4	4	5	4	9	6	9	6	4	9	5	10	14	13	6	15	17	20	18	18	19	14	21	23	26	27	23	21	29	31	23	27	33	27	36	30	32	40	27	38	41	43	45	40	46	40	49	53	46	48	56	54	57	57	56	64	61	53	46	61	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	3	2	1	1	1	1	2	1	1	2	2	1	2	1	1	1	2	1	1	3	1	1	2	2	4	3	1	3	1	3	1	5	2	1	3	1	1	1	1	1	3	2	2	2	4	2
22500	-417.263990878023378	-423.203188097108580	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.593414311862718	1	3	4	4	5	6	6	8	8	7	8	7	7	8	10	9	9	10	9	8	11	11	10	11	11	11	10	13	12	12	13	13	12	12	13	15	14	14	14	15	17	15	19	19	21	21	17	22	21	22	22	26	25	26	28	28	28	29	30	28	31	32	34	31	31	33	0	1	1	2	4	4	4	4	7	7	7	7	5	7	4	9	13	12	14	13	14	8	7	20	18	18	14	21	14	17	18	21	23	27	21	31	30	32	30	21	26	37	38	40	44	32	36	49	38	45	49	50	51	49	49	54	51	56	54	54	60	64	59	58	55	59	1	1	1	1	1	1	2	2	1	1	1	1	1	1	3	1	2	2	1	1	2	2	2	2	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	2	3	1	2	1	1	4	1	1	3	1	1	2	1	2	3	1	3	1	2	1	1	1	2	1	2	1
23000	-410.295813479009382	-416.235010698094584	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.648378084135224	0	1	4	4	5	5	6	6	8	6	7	8	7	8	8	9	8	11	10	9	10	10	10	11	11	9	11	12	12	12	12	12	13	12	14	15	15	16	16	16	18	17	18	18	19	21	20	23	22	23	22	26	23	27	27	29	28	30	29	29	31	32	34	29	33	36	0	1	1	2	4	4	4	4	13	6	5	6	5	6	8	13	13	26	14	13	6	15	17	9	26	12	12	14	21	23	12	27	23	27	29	12	30	32	33	29	31	33	38	40	40	43	36	49	43	45	38	45	46	53	53	55	53	57	55	55	56	64	61	57	61	63	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	2	1	1	1	3	1	1	2	1	2	1	1	2	1	2	1	2	3	2	1	1	1	2	3	1	2	3	5	3	1	2	2	1	3	1	1	1	1	2	2	1	1	1
