step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105
1	-2095.078939524692942	-2101.934427475652228	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.878362510018825	-1	2	3	5	5	7	7	8	8	10	9	10	9	10	10	10	12	11	13	13	12	12	13	12	12	12	12	13	13	13	14	14	14	15	14	14	14	16	15	13	13	14	16	15	16	15	17	15	16	16	16	16	15	17	17	16	16	17	17	16	16	17	18	17	18	18	17	17	17	18	18	19	20	19	21	21	20	20	20	21	23	22	22	24	23	23	23	27	25	24	25	25	27	25	25	28	28	28	29	30	30	31	33	35	36	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	4	4	5	5	6	5	6	5	6	6	6	7	6	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	9	8	7	7	8	9	8	9	8	9	8	9	9	9	9	8	9	9	9	9	9	9	9	9	9	10	9	10	10	9	9	9	10	10	10	11	10	11	11	11	11	11	11	12	12	12	13	12	12	12	14	13	13	13	13	14	13	13	15	15	15	15	16	16	16	17	18	19
500	-596.060431254047558	-602.915919205006958	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.240834002530665	-1	2	3	5	5	7	7	9	8	10	10	10	9	10	10	10	12	11	14	13	13	12	12	12	12	13	13	14	12	12	14	14	13	15	14	15	13	16	14	13	13	15	16	15	17	15	16	15	16	16	15	17	15	17	17	16	17	17	18	16	15	16	18	17	18	19	14	17	17	19	15	19	20	20	22	22	21	19	21	21	23	23	23	23	24	23	22	28	26	25	25	24	27	25	25	27	28	28	29	30	30	31	33	34	35	0	1	1	3	1	3	4	4	7	7	5	5	7	3	4	1	8	11	1	9	12	12	11	13	12	2	3	22	13	1	14	25	1	17	18	2	3	24	23	29	10	9	36	18	34	3	10	1	32	20	2	27	6	48	3	44	18	62	29	27	27	29	50	12	22	12	8	32	16	52	31	27	2	13	1	80	18	8	3	18	41	12	5	3	87	5	23	5	2	82	64	5	25	76	81	85	71	91	5	3	16	16	60	91	57	1	1	3	2	3	1	2	2	1	1	3	2	1	4	3	5	1	1	8	2	2	1	2	1	1	4	5	1	3	6	2	1	9	2	1	6	5	2	2	1	2	4	1	1	2	6	4	8	1	2	4	3	4	1	7	1	4	1	3	1	1	2	1	4	3	4	2	2	4	1	1	4	10	7	15	1	6	6	10	4	3	9	12	11	2	7	6	15	12	1	3	11	8	2	1	2	6	2	11	14	13	10	8	4	8
1000	-609.156353445078594	-616.011841396037994	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.333792623251575	-1	2	3	5	5	6	7	8	8	11	9	10	8	9	11	11	11	12	13	13	11	12	13	12	12	12	12	12	12	11	14	15	13	14	14	14	14	15	15	13	14	14	16	15	17	14	18	15	16	17	16	16	14	17	18	17	17	18	18	17	15	17	18	17	18	18	18	17	17	18	17	18	19	19	22	21	20	20	20	22	23	22	21	24	23	23	23	27	26	25	26	25	27	25	24	28	28	28	28	30	31	31	30	35	37	0	1	1	2	3	2	5	1	3	11	4	3	2	3	11	4	5	30	2	10	12	7	10	9	30	10	12	15	17	9	25	2	2	25	20	28	13	12	16	12	15	29	5	4	61	8	40	34	30	49	12	39	4	9	41	37	52	64	31	12	40	38	38	43	57	15	1	30	9	39	46	16	5	9	2	32	7	51	23	79	74	44	16	70	65	43	68	1	1	55	83	40	84	60	73	14	84	39	71	8	52	64	32	87	65	1	1	1	2	1	3	1	5	3	1	2	3	3	4	1	3	3	1	5	1	1	2	1	2	1	1	1	1	1	1	1	6	4	1	1	1	4	2	2	2	3	1	4	6	1	2	1	1	2	1	3	1	4	5	4	1	1	1	3	4	1	1	2	1	1	3	9	3	5	1	1	4	7	5	14	2	7	2	3	1	2	4	5	3	3	5	4	16	16	4	3	6	1	3	3	9	3	5	6	13	7	7	7	5	9
1500	-609.731868132316663	-616.587356083276063	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.326181275175010	-1	3	4	4	6	7	7	9	7	11	9	11	9	9	11	10	12	11	12	13	12	10	12	12	13	12	10	12	13	13	14	14	14	15	14	14	14	15	15	12	14	14	15	15	17	16	17	14	16	15	16	16	15	17	18	16	16	17	15	16	16	17	18	18	18	18	15	16	17	18	19	19	18	19	21	20	20	20	21	21	24	22	22	24	24	22	22	28	25	24	25	24	27	25	24	29	28	27	30	29	30	31	34	35	36	0	1	1	1	2	3	4	6	2	13	9	11	6	3	22	13	3	5	3	16	11	9	27	5	12	2	5	16	21	16	12	3	2	42	11	40	23	5	5	15	11	17	20	7	3	5	28	17	6	36	24	37	17	59	9	40	20	59	19	18	26	8	28	18	61	15	2	12	59	59	67	61	17	42	2	28	21	9	27	69	86	18	79	83	44	22	3	60	3	55	74	70	25	33	76	61	38	29	32	67	87	5	101	91	24	1	1	3	2	2	2	2	1	2	1	2	1	1	2	1	1	3	3	2	1	2	2	1	2	1	4	2	1	1	1	1	6	5	1	3	1	2	3	4	1	2	1	1	5	5	4	2	1	4	1	2	1	1	1	4	3	1	1	2	3	2	6	3	3	1	2	7	3	1	2	2	1	2	3	9	4	3	4	6	2	1	6	1	1	3	4	10	6	10	2	4	3	7	7	2	6	6	8	9	8	5	10	3	4	10
2000	-571.286445677891152	-578.141933628850552	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.315886862204989	0	2	3	5	5	8	6	8	9	10	9	10	9	10	11	11	13	11	11	13	13	12	14	12	11	12	12	14	13	14	13	13	14	15	13	15	14	15	13	14	14	15	16	15	17	14	17	15	15	16	16	16	16	16	17	17	15	14	16	16	17	17	18	17	18	17	16	17	17	18	18	19	20	19	22	21	20	20	19	21	23	22	23	25	24	23	24	27	23	25	26	26	27	25	26	29	27	29	29	30	29	31	32	35	36	0	1	1	2	2	2	3	2	2	11	2	13	4	8	3	13	25	8	1	7	25	1	13	5	2	2	4	17	10	13	11	5	13	32	15	40	7	15	10	20	27	25	13	13	22	5	8	15	12	21	9	23	23	29	31	48	29	19	17	35	67	10	54	34	69	49	1	23	7	51	46	30	23	64	1	62	12	58	16	32	12	9	76	74	19	9	54	67	25	29	82	73	83	86	87	67	46	93	80	25	34	18	93	51	89	1	1	1	1	2	3	1	3	3	1	4	1	2	1	5	1	2	2	5	3	1	5	3	4	4	4	4	1	1	2	2	5	3	1	1	1	3	2	2	1	1	3	5	3	1	4	3	2	2	1	2	1	2	2	2	1	1	1	2	3	1	4	1	1	1	1	9	2	9	1	2	4	4	1	9	2	6	4	3	6	6	6	1	3	6	4	4	5	5	6	2	4	3	2	1	6	9	1	4	6	6	10	3	9	7
2500	-609.757254376413584	-616.612742327372985	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.341434189087496	-2	2	3	4	5	7	8	8	8	11	9	10	8	9	9	10	12	11	14	13	11	12	14	13	13	12	13	13	13	13	15	14	15	16	14	14	14	15	15	13	12	15	15	15	15	16	18	15	16	17	16	15	15	17	17	17	16	17	18	17	16	17	19	16	18	18	16	16	17	19	18	20	21	19	22	22	18	20	19	22	23	22	21	21	23	21	23	27	23	25	25	25	28	24	26	29	28	28	28	31	29	29	33	35	36	0	1	1	1	4	2	2	5	2	5	8	8	3	8	4	1	10	7	41	7	3	8	26	2	14	15	6	18	13	12	28	12	36	48	3	7	9	8	40	7	12	3	27	36	41	3	53	18	27	31	9	26	26	20	18	10	22	31	52	40	24	35	77	35	34	35	2	20	1	48	39	42	36	35	62	49	56	64	18	79	53	25	52	57	64	8	36	94	52	66	80	40	84	21	89	99	64	50	94	67	9	88	90	94	84	1	1	2	4	1	4	3	2	3	3	1	1	2	1	2	5	1	1	2	3	4	2	1	6	3	2	3	1	3	2	2	2	1	1	5	4	3	3	1	2	1	5	1	1	3	7	2	2	1	1	3	1	2	1	3	3	2	1	1	2	2	2	1	1	1	2	7	1	9	2	3	3	3	2	1	3	1	2	3	1	2	5	3	2	2	5	4	2	6	4	2	5	3	6	1	1	6	6	1	9	7	1	4	6	6
3000	-584.919142068774818	-591.774630019734218	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.390302003247523	-1	2	4	5	6	7	7	7	9	10	10	8	9	11	10	10	12	12	13	13	11	11	11	12	12	11	13	12	12	12	13	14	15	15	15	14	14	17	15	14	13	15	17	15	15	16	18	15	17	16	17	16	15	17	16	15	16	16	18	13	17	17	18	17	18	19	17	18	17	18	19	20	19	19	22	19	18	20	20	22	23	22	23	24	23	23	22	27	24	24	23	25	26	25	25	29	29	28	29	30	30	31	33	35	37	0	1	2	3	3	5	4	4	5	13	2	5	7	6	5	12	5	11	28	12	12	7	13	9	16	9	9	15	14	7	13	5	32	60	19	24	24	56	18	21	8	21	42	11	16	22	9	5	39	31	25	2	41	33	16	22	19	44	22	8	18	35	58	23	24	61	32	25	36	45	55	36	28	5	62	35	21	30	52	11	23	15	28	80	13	12	50	78	32	80	32	56	86	45	59	29	61	52	16	41	3	89	96	74	104	1	1	1	1	1	1	1	2	1	1	4	1	1	2	1	1	4	1	1	1	2	2	1	1	1	1	2	1	1	3	1	4	1	1	1	1	2	1	1	1	3	1	1	1	2	2	5	3	1	2	2	6	1	1	3	2	1	1	3	2	4	1	1	3	3	1	2	2	2	1	2	3	4	4	3	2	4	3	2	5	5	4	6	1	7	7	2	3	6	1	5	5	2	4	4	8	5	4	9	11	13	4	2	8	1
3500	-585.894466685275688	-592.749954636235088	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.370938047374501	0	3	4	5	5	6	7	8	8	11	8	11	9	9	11	9	12	12	12	12	12	12	13	12	11	12	13	12	14	13	13	15	14	16	15	15	15	15	14	13	14	12	16	16	15	15	17	13	17	17	17	16	16	16	17	17	16	18	17	16	16	18	18	17	17	16	15	16	17	17	18	19	21	20	21	21	17	20	20	22	23	23	22	24	23	23	24	26	23	23	24	24	28	25	24	29	29	28	28	30	30	31	33	35	37	0	1	2	3	3	5	4	6	7	14	3	6	3	5	13	8	13	15	3	16	13	12	13	2	13	5	15	25	23	12	16	48	26	22	42	27	15	40	1	12	40	3	18	39	21	33	31	3	37	39	15	28	10	19	18	35	19	36	38	3	23	54	61	33	38	41	25	28	42	12	38	51	23	42	36	20	1	32	7	36	52	25	34	34	71	33	35	45	41	60	82	74	55	81	76	46	93	39	29	2	5	78	102	95	104	1	2	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	1	5	1	1	1	2	3	1	3	1	1	1	1	2	2	1	1	2	2	2	1	7	1	1	4	2	1	1	1	3	4	1	2	2	2	3	2	2	1	3	1	1	5	1	1	1	1	1	1	2	2	2	3	1	1	3	5	3	6	5	2	6	4	2	5	2	4	2	7	5	5	4	3	1	2	6	1	1	9	1	6	6	13	13	7	1	4	1
4000	-638.675761198892133	-645.531249149851533	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.297517861918264	0	3	3	6	5	8	7	8	8	10	9	10	9	11	10	11	12	12	12	13	10	11	12	13	12	11	11	12	13	13	14	15	13	14	14	14	14	16	16	12	13	14	17	15	16	15	17	15	16	16	16	17	14	16	18	15	17	16	17	16	16	16	19	17	18	17	15	18	15	18	18	20	20	17	21	21	20	21	21	21	24	20	22	24	22	23	23	27	24	25	26	25	27	24	24	26	28	29	29	29	29	31	33	36	36	0	1	1	3	3	2	4	7	7	9	5	3	7	6	9	12	5	22	12	15	5	2	15	12	10	13	8	11	7	8	40	13	8	22	9	30	5	23	18	2	27	11	69	8	5	23	5	18	53	16	14	36	9	23	13	29	33	28	32	16	32	13	48	35	18	8	10	27	2	27	12	34	53	42	54	52	34	67	10	63	44	62	5	65	58	7	45	80	4	86	49	16	63	44	85	89	84	91	8	7	1	35	30	36	102	1	1	3	2	1	2	1	1	1	1	1	3	1	2	1	1	4	1	1	2	2	4	1	2	1	2	1	2	2	3	1	3	3	1	3	1	4	2	2	6	1	3	1	5	8	3	5	1	1	3	3	2	4	2	4	1	2	2	1	3	1	4	2	1	2	4	2	3	3	3	5	4	2	2	3	2	3	4	4	1	6	2	8	4	3	8	4	3	9	1	4	8	5	4	1	1	2	2	12	13	12	9	11	8	1
4500	-637.942011890920980	-644.797499841880381	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.379117244794036	-1	2	3	5	5	5	7	7	8	10	10	11	10	9	11	10	12	11	13	13	12	11	14	13	13	12	12	12	13	11	15	14	14	15	14	15	13	15	14	13	13	15	15	14	16	14	17	15	17	16	16	15	14	17	17	16	15	17	14	16	16	18	18	16	19	18	18	17	17	18	17	19	20	18	22	20	20	18	20	22	23	20	22	24	22	24	23	27	25	24	24	24	28	25	25	26	29	29	30	31	30	32	34	34	35	0	1	2	1	1	2	2	4	8	9	3	14	6	2	14	9	1	13	22	1	5	7	40	8	10	16	16	30	22	7	19	13	7	29	20	14	3	29	41	12	30	7	37	21	17	22	17	26	60	59	7	16	15	42	20	43	15	15	30	34	46	7	52	16	54	42	9	48	20	35	60	57	52	64	45	54	78	16	62	50	27	2	65	73	15	61	61	83	3	70	82	18	90	15	34	5	51	62	94	80	21	20	44	100	101	1	1	1	2	2	1	3	1	1	1	3	1	2	3	1	1	5	1	1	8	2	2	1	3	2	1	1	1	1	1	1	2	2	1	1	3	4	1	1	1	2	5	2	1	2	2	2	1	1	1	6	3	1	1	2	1	3	3	1	1	1	6	1	3	1	2	6	1	3	2	1	1	2	1	3	2	1	4	1	3	4	8	2	2	5	6	3	2	12	3	2	5	3	8	5	9	6	4	4	5	9	8	11	2	2
