step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101
1	-2831.389779110782001	-2838.245267061741288	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.070607868920988	1	3	2	3	5	4	6	8	6	8	8	10	8	10	11	11	10	12	13	13	11	12	14	14	12	13	13	14	14	15	16	16	15	15	16	15	15	16	18	17	17	17	17	17	18	17	20	18	19	20	18	19	20	20	19	19	22	21	22	20	21	22	21	22	22	21	23	22	23	25	23	23	24	24	25	26	25	25	26	26	27	26	26	26	27	28	27	31	31	29	30	29	30	29	31	30	31	32	33	38	38	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	4	3	4	4	5	4	5	5	5	5	6	6	6	5	6	7	7	6	6	6	7	7	7	8	8	7	7	8	7	7	8	9	8	8	8	8	8	9	8	10	9	9	10	9	9	10	10	9	9	11	10	11	10	10	11	10	11	11	10	11	11	11	12	11	11	12	12	12	13	12	12	13	13	13	13	13	13	13	14	13	15	15	14	15	14	15	14	15	15	15	16	16	19	19
500	-970.695089990561883	-977.550577941521283	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.139349428090271	0	4	1	1	4	2	4	9	6	6	8	11	9	8	10	10	11	13	14	12	11	13	14	14	13	13	10	12	14	15	16	16	15	13	14	15	14	17	18	17	17	18	16	16	17	17	20	18	19	20	18	19	21	19	20	20	22	20	22	21	21	23	21	22	23	21	21	22	24	26	23	24	24	25	25	26	25	24	27	26	27	27	27	26	28	28	28	32	32	29	31	29	30	29	32	31	30	32	33	38	38	0	4	1	1	3	4	6	7	6	7	6	27	10	10	10	8	10	14	8	15	15	10	10	27	8	13	9	8	21	8	23	20	21	21	16	8	25	17	6	20	34	36	37	35	37	35	11	40	20	30	11	46	9	35	8	14	46	45	25	44	9	38	37	55	35	35	46	35	35	6	67	45	15	40	27	11	25	30	11	15	27	45	24	27	58	58	30	16	16	35	39	51	11	11	45	11	35	67	8	35	76	1	2	1	1	2	1	1	2	2	1	4	1	2	2	2	1	2	2	3	1	1	2	4	3	2	2	2	2	2	4	1	2	2	2	3	3	1	3	10	4	2	3	2	1	3	2	6	1	5	3	5	1	9	2	6	9	3	2	5	2	7	4	3	1	6	5	2	4	6	12	2	3	6	5	6	8	7	5	11	11	10	8	7	9	7	5	7	11	11	9	5	6	14	13	9	12	11	8	14	13	6
1000	-784.362824264259757	-791.218312215219157	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.284908658133550	1	3	2	2	5	4	6	9	6	8	7	10	6	11	11	11	11	11	14	13	11	11	15	13	12	13	13	14	14	15	15	17	15	16	17	15	14	17	18	18	18	17	18	17	18	15	20	18	17	21	17	18	20	20	20	16	23	21	22	21	22	22	22	23	22	21	24	23	22	25	23	24	24	25	25	27	25	25	25	25	27	26	26	25	27	28	27	32	32	30	31	29	31	29	32	31	31	32	33	38	38	0	4	1	1	3	4	6	13	4	13	6	6	4	10	9	6	10	10	11	15	13	10	15	16	11	10	12	11	21	27	20	23	29	21	24	12	8	31	24	26	21	16	37	25	35	16	28	56	17	37	24	27	45	46	28	15	50	25	37	44	51	49	53	53	25	52	60	16	24	25	51	58	49	49	68	16	45	68	51	49	68	16	16	24	75	72	69	58	67	39	68	81	16	37	64	16	68	84	79	71	90	1	1	1	1	2	1	1	2	3	1	2	2	3	2	2	3	2	2	3	1	3	2	3	1	3	2	2	3	1	1	1	1	1	2	2	2	2	2	4	3	4	3	2	2	1	2	3	1	4	4	3	4	1	4	3	1	1	4	4	2	4	2	1	3	5	2	2	8	5	8	3	2	5	3	1	9	4	1	3	5	3	7	10	5	1	2	3	5	4	4	5	2	13	7	4	12	4	4	5	8	5
1500	-653.514638219365224	-660.370126170324625	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.428478024611007	1	4	2	2	5	4	6	7	6	8	9	10	9	10	11	10	10	12	13	14	12	13	15	14	12	14	13	14	15	15	14	16	14	15	16	14	14	16	18	16	17	16	17	16	18	16	20	19	19	20	19	19	20	20	19	19	21	21	21	20	21	20	19	23	23	22	23	22	23	25	24	23	24	25	22	25	25	25	27	26	28	26	25	27	27	29	26	32	31	28	29	28	31	28	32	31	30	32	32	37	38	0	4	1	1	3	4	6	6	6	7	8	9	10	10	10	9	10	13	11	15	13	10	10	25	16	17	6	11	21	16	15	15	21	21	24	16	16	31	24	13	29	27	37	24	35	24	55	38	26	27	44	27	63	27	28	38	52	37	50	44	54	20	43	75	52	57	51	37	44	46	69	45	40	38	63	27	58	52	67	62	68	75	27	67	75	77	68	94	90	71	72	87	43	64	82	68	90	79	83	78	98	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	2	1	2	2	1	2	2	4	1	1	2	4	2	1	2	2	2	1	2	1	1	2	1	2	5	1	2	2	1	1	1	1	1	3	3	2	3	1	3	2	1	1	4	1	2	1	3	1	1	2	1	2	6	2	4	1	3	4	5	1	6	3	2	2	3	3	2	6	2	2	2	1	2	2	2	2	1	7	2	3	7	1	3	3	4	3
2000	-588.293255805825879	-595.148743756785279	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.512531843950715	1	2	2	4	5	4	6	8	6	8	8	10	9	10	10	12	10	12	13	13	12	11	13	14	12	12	14	13	14	15	14	15	16	15	15	15	16	16	17	17	16	17	17	17	19	17	21	18	19	20	19	19	21	20	18	20	22	21	22	20	20	23	21	23	22	21	23	22	22	25	24	24	24	24	22	23	25	26	26	26	26	26	26	27	25	29	27	31	32	30	29	30	30	29	30	30	31	32	34	39	37	0	1	1	2	3	2	6	6	6	7	9	9	10	10	10	6	13	10	11	15	15	13	17	16	12	13	25	11	21	27	15	20	21	21	24	25	16	20	24	15	29	36	16	35	37	24	28	31	38	37	44	46	37	46	19	48	52	37	43	44	52	49	45	75	54	27	27	37	35	52	60	68	31	62	53	66	68	71	71	74	58	64	60	71	64	45	81	75	90	79	87	81	75	64	64	87	79	71	97	90	98	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	4	1	2	2	3	1	1	2	1	1	2	2	2	1	1	3	1	2	2	1	1	2	2	2	4	2	1	2	1	2	2	3	2	1	3	1	1	2	1	2	1	2	2	2	2	1	1	1	1	1	3	4	4	3	2	1	1	4	1	1	1	1	1	1	1	2	2	3	2	1	6	1	3	1	2	1	1	4	2	4	1	2	4	2	4	3
2500	-567.795356567360841	-574.650844518320241	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.626812786558835	0	3	3	4	5	5	6	7	7	9	8	10	8	10	11	11	10	13	13	12	11	12	15	15	12	14	13	15	14	16	16	15	15	16	17	15	15	14	19	16	18	17	18	17	18	18	20	16	19	21	19	20	20	21	19	19	23	22	22	20	20	21	22	23	23	21	23	21	23	25	22	23	23	24	22	26	26	26	26	25	24	27	26	24	25	29	26	31	31	29	28	29	31	30	31	31	31	33	33	39	38	0	1	1	2	3	2	6	6	6	13	8	6	7	10	13	9	10	10	11	15	13	13	26	27	16	22	25	11	21	25	38	20	29	29	24	12	16	20	44	20	34	36	37	36	37	24	55	38	40	43	16	46	45	51	28	48	66	50	43	44	44	49	53	75	54	52	60	45	51	66	46	68	62	62	53	61	68	84	84	73	68	75	67	67	64	81	81	94	79	79	87	87	64	85	64	92	90	78	78	98	99	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	3	1	1	2	1	1	1	1	1	3	2	2	1	1	1	1	1	2	2	1	2	3	1	1	1	1	2	1	1	1	2	2	3	1	1	1	2	1	1	1	2	2	2	1	2	1	1	1	2	1	2	2	3	1	1	1	1	4	3	1	1	2	2	2	2	1	1	4	1	1	2	1	1	1	4	2	2	1	1	4	3	3	3
3000	-568.417712158071026	-575.273200109030427	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.643894208292116	0	2	2	3	6	5	7	7	4	9	9	10	8	10	11	11	10	12	13	13	12	13	14	13	13	13	13	14	14	16	15	17	15	15	16	16	15	16	18	18	17	18	17	17	19	16	20	18	20	21	19	18	20	20	17	19	22	21	19	21	20	22	22	23	22	21	23	21	21	24	22	23	23	24	22	26	25	25	26	26	25	27	26	27	27	26	27	31	31	29	30	28	30	29	32	30	29	33	31	37	38	0	1	1	2	3	9	6	6	4	13	8	9	7	13	13	12	13	14	11	15	15	13	18	16	16	13	16	11	21	27	26	20	21	20	12	24	24	20	24	31	34	36	37	35	37	24	55	38	38	43	46	46	45	39	19	38	35	45	43	51	52	49	53	75	61	52	69	45	35	57	39	58	62	62	53	57	68	67	51	73	72	64	78	67	75	77	58	94	97	67	87	81	64	64	88	92	67	90	84	98	98	1	1	1	1	2	1	2	1	1	1	1	3	1	1	1	1	1	1	2	1	1	2	1	2	2	2	1	2	2	2	1	2	2	1	3	2	1	2	2	2	2	2	1	1	1	1	1	1	2	2	1	1	1	2	2	2	4	2	1	2	1	2	2	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	3	2	1	2	1	2	2	1	2	1	1	2	2	2	2	2	1	2	2	2	2	2	3
3500	-605.725933120597688	-612.581421071557088	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.514044367135169	-1	1	3	3	6	5	6	8	4	9	9	9	8	10	11	12	9	12	14	13	12	12	14	15	12	13	13	15	14	15	15	16	16	15	16	15	16	15	19	18	17	18	16	17	18	17	20	17	20	20	18	18	21	20	18	19	22	21	22	21	22	20	21	22	23	22	22	23	23	25	23	23	24	24	25	26	25	25	26	27	27	25	26	26	27	29	26	29	32	29	29	30	27	29	30	31	30	31	33	38	37	0	1	1	2	3	9	6	6	2	13	7	6	7	17	13	9	13	17	11	15	15	14	14	12	12	17	16	25	21	16	22	15	29	21	24	16	16	20	24	31	34	30	27	27	37	35	55	38	38	37	43	46	39	46	43	48	46	45	63	51	39	40	45	63	54	52	60	58	35	66	67	58	62	48	53	66	58	69	71	73	72	64	71	71	75	77	58	82	84	67	87	87	64	82	64	92	78	90	90	98	99	1	1	3	1	2	1	1	2	2	1	1	2	1	1	2	4	1	1	2	1	1	1	2	2	2	2	1	1	1	2	1	2	1	2	1	1	2	1	2	2	1	2	3	2	1	1	1	1	2	1	1	1	1	2	1	1	3	1	1	2	2	1	2	1	2	3	1	1	4	1	1	1	3	4	2	1	1	2	2	2	2	2	2	2	2	2	3	2	3	3	3	2	3	2	4	1	2	1	2	3	2
4000	-584.398212612473912	-591.253700563433313	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.557532844159691	0	4	3	2	5	4	6	7	7	8	8	9	9	10	12	11	10	12	13	14	12	11	13	14	11	13	12	14	14	16	15	16	15	15	13	15	15	16	19	18	18	16	17	16	18	16	20	18	19	21	19	20	21	20	18	20	21	21	23	20	22	23	20	22	21	20	23	23	20	24	23	23	23	24	25	25	25	24	25	26	26	27	26	26	26	28	28	31	31	29	29	28	30	29	32	30	31	31	34	38	38	0	4	1	1	3	4	6	4	6	9	8	6	10	13	14	9	13	14	11	18	10	13	17	25	12	17	12	8	21	37	20	20	29	21	9	16	16	31	27	38	29	36	37	24	43	27	55	31	38	37	44	46	63	39	19	48	39	45	37	51	39	38	45	50	46	35	39	58	44	57	46	58	49	73	64	66	58	39	67	73	58	75	78	69	64	77	81	82	90	79	81	81	82	64	94	92	67	67	97	98	99	1	1	1	1	1	1	1	3	2	1	1	2	1	1	1	2	1	1	2	1	2	1	2	2	1	2	2	3	2	1	1	1	1	2	3	2	2	1	2	2	2	1	1	1	1	3	1	1	1	3	2	2	1	1	2	1	2	2	4	1	1	4	1	1	3	3	2	1	2	1	4	1	2	1	1	2	2	3	1	2	2	1	1	4	3	2	1	2	1	2	2	1	2	3	2	2	5	3	2	2	2
4500	-580.747412266723359	-587.602900217682759	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.614160118302029	1	2	3	3	6	5	6	9	7	8	9	10	8	10	11	12	10	13	14	14	10	13	14	15	13	14	14	14	13	16	17	15	15	14	15	16	15	17	19	17	18	17	18	17	19	16	17	19	20	21	19	20	21	21	19	19	22	21	21	20	22	22	20	22	23	21	24	22	22	26	23	23	25	23	26	26	25	25	27	27	26	26	26	27	27	28	28	31	31	29	30	29	29	30	32	30	31	33	32	39	38	0	1	1	2	3	4	6	9	6	7	9	6	7	10	14	12	10	14	11	14	10	13	17	12	16	10	25	11	21	25	20	20	29	29	25	16	25	20	35	20	34	36	37	25	37	35	24	26	38	45	44	39	45	39	19	40	39	43	43	51	66	49	45	63	54	24	69	58	44	66	60	45	49	49	64	57	58	71	69	73	58	64	67	67	69	77	81	93	90	71	87	87	82	64	93	92	78	97	79	98	99	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	2	3	2	1	2	2	3	1	4	1	2	2	2	1	1	1	1	1	2	1	2	1	2	2	1	1	2	2	1	1	3	2	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	3	1	1	3	2	2	2	2	1	3	2	1	1	4	2	2	2	1	2	2	2	1	2	1	3	1	1	2	4	2	1	4	1	2	3	2
