step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23
66000	-160.810547554501454	-159.097401749278276	-1.713145805223178	0.000195627907420	0.000039034204602	0.199532904668444	0.833547352037409	0	6	8	10	11	12	13	13	13	14	15	14	15	17	17	18	18	19	18	16	19	18	22	0	1	2	2	4	4	5	5	5	9	4	4	8	9	12	14	11	14	6	12	20	11	16	1	3	1	2	1	1	1	1	1	1	2	2	1	2	1	1	2	1	2	1	2	2	2
66500	-166.103036565820389	-164.579425996319287	-1.523610569501115	0.000181108252243	0.000050570830269	0.279229850889499	0.497134705267724	0	7	8	10	10	12	13	9	12	12	14	14	15	16	15	18	19	19	20	19	18	20	20	0	1	1	3	8	4	10	3	4	8	9	3	5	11	4	8	6	15	17	21	12	16	16	1	5	4	1	1	1	1	1	1	2	1	3	3	1	3	4	3	2	1	1	2	1	1
67000	-163.442537626407358	-162.063223507432724	-1.379314118974629	0.000178862912244	0.000080141525034	0.448061166109716	0.606129499528735	0	6	8	10	10	13	12	12	13	11	15	14	15	17	16	19	18	18	19	20	18	19	20	0	1	2	3	2	4	4	4	10	4	9	4	7	11	4	14	6	12	6	12	12	6	5	1	2	1	1	2	2	1	1	1	1	1	2	2	1	2	1	2	2	3	3	2	4	4
67500	-147.369314417733733	-145.764812678845800	-1.604501738887947	0.000282866143997	0.000067346615367	0.238086518293618	0.799860388472260	1	5	8	10	11	12	13	13	14	12	15	14	16	17	16	19	18	20	19	19	20	21	21	0	1	2	3	3	4	5	5	10	4	12	4	7	11	12	17	7	17	17	15	20	9	16	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1
68000	-179.840281970459841	-178.368167941401197	-1.472114029058649	0.000219273573664	0.000069276911098	0.315938258955044	0.557123285565345	-1	7	9	10	10	13	13	12	12	14	15	14	15	17	16	15	17	18	19	19	18	21	21	0	1	2	3	2	4	5	5	4	9	10	4	8	6	12	5	12	12	17	15	15	2	16	1	3	1	1	2	2	2	2	1	1	1	2	1	2	1	2	2	2	1	1	1	6	3
68500	-189.071979844465915	-187.606305291601018	-1.465674552864898	0.000241016833893	0.000077476501464	0.321456805371578	0.522874867516256	0	6	8	10	10	12	10	13	14	13	13	14	13	16	15	17	18	18	19	19	20	19	19	0	1	2	2	2	5	2	6	13	7	4	7	7	11	12	8	14	16	4	12	15	14	8	1	3	1	3	2	1	1	1	1	2	1	1	2	1	1	2	1	1	3	3	2	1	3
69000	-157.566829887677926	-155.767463008043478	-1.799366879634456	0.000237139025828	0.000041908834678	0.176726856880806	0.632725094655694	1	5	9	10	11	11	13	13	13	13	14	15	15	16	16	18	17	20	19	18	20	19	20	0	1	2	2	3	3	4	5	4	6	6	3	8	11	4	13	3	17	17	12	20	17	13	1	1	2	2	1	2	2	1	1	1	2	2	1	1	2	1	4	1	1	1	1	1	3
69500	-170.196315967014044	-168.818206533363877	-1.378109433650159	0.000205341501641	0.000092741242724	0.451643929662310	0.542786460126712	1	6	8	10	10	12	13	12	14	12	15	13	15	17	16	16	18	20	18	20	18	20	20	0	1	2	2	2	4	8	4	10	4	6	10	7	11	5	7	16	6	6	4	12	16	13	1	2	1	2	2	1	1	1	1	1	1	1	1	1	2	2	1	5	2	4	2	1	2
70000	-170.852881840012401	-169.464774945198911	-1.388106894813498	0.000199630577898	0.000084946385230	0.425517904741183	0.626755660855134	1	5	7	10	11	12	13	12	13	14	12	14	15	16	16	18	17	19	19	20	19	19	21	0	1	2	2	4	2	5	5	11	5	4	6	7	10	12	14	9	6	17	12	2	6	18	1	2	1	2	1	4	1	1	1	2	1	1	1	1	1	1	2	3	1	3	5	2	2
70500	-163.126919072593353	-161.640975212988138	-1.485943859605213	0.000241353282898	0.000073588030907	0.304897575966988	0.817505571825771	0	6	8	11	10	13	13	12	13	12	14	14	15	16	16	19	18	19	19	18	20	21	21	0	1	2	3	3	4	8	5	10	5	10	4	8	11	12	17	6	13	6	15	20	17	18	1	3	1	1	2	1	1	1	1	1	1	2	2	1	1	1	2	2	2	1	2	3	1
71000	-188.865371656431591	-187.261930854352016	-1.603440802079565	0.000278640002385	0.000066466712107	0.238539734200851	0.663259038456831	1	6	9	10	11	11	11	12	13	13	15	14	15	16	16	16	18	19	17	16	20	20	20	0	1	1	2	2	2	2	2	7	4	9	7	10	11	12	11	16	7	7	12	20	9	16	1	2	4	1	1	3	2	3	1	1	1	1	1	1	2	1	1	5	2	1	2	5	2
71500	-178.142563248304072	-176.723801029905474	-1.418762218398592	0.000295211005612	0.000109915535256	0.372328717988456	0.762467017774980	1	6	8	9	10	12	12	12	11	13	13	14	15	17	16	17	18	19	18	19	18	19	20	0	1	2	3	4	4	9	5	4	8	9	6	10	13	10	11	9	16	12	15	15	8	8	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	4	2
72000	-169.311139430345690	-167.780428589470802	-1.530710840874891	0.000217054265241	0.000059682471402	0.274965669695564	0.547718385450707	0	6	8	10	9	12	11	12	13	14	13	14	16	16	16	18	19	19	20	19	18	20	21	0	1	2	5	3	4	2	4	5	8	4	7	8	11	2	14	15	8	17	21	12	15	15	1	4	1	1	1	1	3	1	2	1	1	1	2	2	5	1	2	4	1	1	3	3	2
72500	-179.753211698726545	-178.091083258373715	-1.662128440352831	0.000226522526461	0.000048911318304	0.215922535689478	0.781381807573719	1	6	8	10	10	12	11	12	14	13	14	14	14	17	17	19	18	20	18	18	19	20	21	0	1	2	3	2	4	4	5	8	4	10	4	8	11	12	17	9	16	9	9	20	17	22	1	2	1	2	2	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	2	1
73000	-199.509989955107272	-197.748811758996851	-1.761178196110411	0.000274404808001	0.000051089900089	0.186184420241162	0.446980991599691	0	6	8	11	10	12	12	12	14	13	14	14	16	16	17	18	17	19	20	20	17	21	21	0	1	2	3	2	5	5	5	10	7	6	4	9	11	5	10	6	7	6	21	12	11	6	1	2	1	1	4	1	1	1	1	1	1	2	1	1	3	3	3	4	3	1	1	3	5
73500	-184.477597291198748	-183.059578805259207	-1.418018485939542	0.000231465948601	0.000086417886027	0.373350320207073	0.743111635001775	-1	4	7	11	10	12	13	13	13	14	14	15	16	16	16	16	18	19	20	20	19	20	21	0	1	1	5	3	5	5	5	5	6	9	7	8	10	8	9	16	16	13	15	12	16	16	1	3	3	1	2	1	2	2	1	1	1	1	2	1	2	1	1	2	2	2	2	2	3
74000	-149.824872353235776	-148.355074195978375	-1.469798157257395	0.000157362384084	0.000050024419956	0.317893124501711	0.690599889906554	0	6	8	11	10	12	13	12	13	13	14	14	16	16	16	17	19	19	20	18	20	19	21	0	1	2	5	3	4	5	5	4	5	9	4	5	11	12	13	13	13	17	15	20	7	13	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	2
74500	-169.232072562107533	-167.727282466978068	-1.504790095129471	0.000205727141603	0.000059939046405	0.291352156736053	0.535455119488863	1	6	8	11	10	12	11	12	14	12	14	14	15	17	16	19	16	19	20	20	20	20	21	0	1	2	5	3	5	5	5	4	4	10	10	10	11	12	17	10	5	17	15	15	10	16	1	2	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	4	1	3	2	4	1
75000	-162.422462005563773	-160.889437928192677	-1.533024077371086	0.000222581580661	0.000060900458711	0.273609606553330	0.624091142911563	1	6	8	10	11	12	12	13	13	14	14	15	15	16	16	18	18	19	20	20	19	21	21	0	1	2	3	4	4	4	5	4	9	9	10	8	11	12	9	11	13	17	12	12	16	20	1	3	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	3	2	1	1
75500	-174.499903680690664	-173.084837715235722	-1.415065965454954	0.000222580826806	0.000084024611412	0.377501569286559	0.434374198327455	-1	7	9	11	9	13	13	11	13	13	14	15	14	17	17	18	16	19	19	19	20	20	21	0	1	2	5	2	8	4	5	4	5	2	10	8	5	12	6	11	9	11	12	15	11	16	1	3	1	1	1	1	1	1	1	2	4	1	2	5	2	3	1	4	3	3	1	5	2
76000	-175.952392690486619	-174.415552739392439	-1.536839951094169	0.000186724569963	0.000050678320762	0.271406814714177	0.561831645476202	1	7	8	11	10	12	13	11	12	12	14	15	16	17	16	17	17	18	19	18	20	20	20	0	1	2	3	3	5	8	5	5	2	10	4	5	11	4	5	4	7	17	13	15	17	13	1	2	1	3	1	1	1	1	1	2	1	2	3	1	2	2	3	2	1	1	2	3	2
76500	-164.006310871070866	-162.497080577809783	-1.509230293261083	0.000270096028811	0.000077889390082	0.288376657830312	0.708575709066360	0	6	8	10	10	12	11	11	14	12	14	15	15	17	17	18	17	19	19	20	20	21	21	0	1	2	2	3	8	5	5	8	7	10	9	7	12	12	17	8	17	17	15	12	11	18	1	3	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	4	1
77000	-176.211965612580997	-174.759274622026680	-1.452690990554308	0.000207442060346	0.000069170406900	0.333444465335855	0.755239704161693	0	7	8	11	11	13	12	9	13	12	14	14	15	17	16	17	18	20	17	19	18	19	22	0	1	2	8	8	5	5	3	10	4	9	4	7	9	12	11	16	17	6	15	15	11	14	1	4	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	2	2
77500	-171.397505394894750	-169.933941048637479	-1.463564346257275	0.000281409513068	0.000090986260952	0.323323330331346	0.576174456731479	0	5	8	10	10	12	12	12	13	12	15	14	15	17	17	17	18	20	20	19	19	21	21	0	1	2	2	2	4	5	5	4	3	8	10	5	11	12	11	8	17	17	15	12	18	16	1	2	1	2	2	1	1	1	1	2	1	1	2	1	2	1	3	2	2	1	2	1	2
78000	-153.933092401776122	-152.547479940387689	-1.385612461388440	0.000153730078187	0.000066315275294	0.431374758123298	0.625209384168228	0	6	8	10	9	13	12	12	14	13	14	14	14	16	17	18	18	19	20	20	19	20	21	0	1	2	5	2	5	4	4	10	4	7	6	8	11	12	10	6	17	17	15	15	18	13	1	2	1	1	2	2	1	1	1	2	1	1	1	1	2	2	3	1	1	2	1	1	3
78500	-183.284934598787373	-181.720924524352881	-1.564010074434487	0.000212101949091	0.000054474970376	0.256833898083084	0.418305176031700	-1	5	7	11	10	12	12	13	14	13	15	15	14	16	17	18	16	19	18	20	19	18	21	0	1	2	5	3	2	5	4	10	4	9	2	7	7	6	14	4	16	12	15	12	6	6	1	2	1	1	2	4	1	1	1	1	1	4	2	3	3	2	3	1	2	2	2	3	4
79000	-169.036954953284322	-167.672928715233923	-1.364026238050410	0.000350404480458	0.000180671332577	0.515607940687968	0.656944510862408	0	7	7	10	9	11	12	12	14	13	15	14	15	17	16	18	16	18	18	17	19	20	22	0	1	1	5	3	5	4	4	8	8	10	4	7	17	11	10	12	13	17	12	15	18	5	1	3	3	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2	1	6
79500	-164.775262097668616	-163.330708884576239	-1.444553213092383	0.000230249710555	0.000078662618679	0.341640467164481	0.679609921814255	0	6	8	9	11	13	12	10	13	12	14	15	16	17	16	17	18	19	19	18	20	20	21	0	1	2	3	8	5	8	3	10	4	10	4	7	11	12	13	6	16	11	15	20	17	16	1	2	1	1	1	1	1	1	1	2	1	3	2	2	1	1	2	1	2	1	1	1	3
80000	-190.850928169583540	-189.306648985290224	-1.544279184293313	0.000249097366661	0.000066566167290	0.267229510222190	0.751116250906188	1	5	8	9	10	10	12	13	13	12	14	14	16	16	16	17	17	19	20	18	20	20	19	0	1	1	3	3	4	5	6	10	4	9	7	7	12	12	8	12	8	23	12	15	12	16	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	3	1
80500	-164.321594684053736	-162.667583693936280	-1.654010990117451	0.000175919424683	0.000038488173951	0.218782968510810	0.725987674987555	1	7	9	10	10	11	13	12	13	14	13	14	14	16	16	19	17	18	19	19	17	20	20	0	1	2	2	2	2	6	5	6	4	6	2	8	10	12	10	9	8	9	21	12	16	16	1	2	1	1	2	2	1	1	1	2	1	3	1	1	1	2	2	2	3	1	1	1	1
81000	-168.878677301531070	-167.444666080960019	-1.434011220571056	0.000182501171324	0.000064460110803	0.353203819655671	0.659817288004428	0	4	8	10	10	13	12	12	12	14	14	14	15	15	15	18	17	20	19	18	18	19	22	0	1	2	3	3	4	5	5	5	9	9	4	7	11	12	10	6	16	9	15	12	10	16	1	3	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	3	1	3	3	3
81500	-181.369130201573995	-179.984806011271587	-1.384324190302415	0.000223031081533	0.000096917792475	0.434548367917979	0.551507189052901	0	6	9	11	11	12	13	13	13	14	15	15	15	17	16	17	18	19	19	19	18	21	22	0	1	2	2	3	5	5	6	3	4	7	7	7	12	9	8	5	17	8	12	12	16	9	1	3	1	3	1	1	1	1	3	2	1	2	1	1	3	2	3	1	4	2	2	2	5
82000	-176.428349588833385	-174.906525435574537	-1.521824153258861	0.000186941167527	0.000052404809880	0.280327819566863	0.603028810111706	0	7	9	10	11	12	11	12	13	13	14	14	15	17	16	18	17	19	20	20	19	18	19	0	1	2	2	2	4	2	2	8	5	9	7	9	11	12	13	6	22	16	15	15	10	11	1	3	1	1	2	1	2	3	1	1	1	2	1	2	1	2	2	1	1	2	1	3	2
82500	-167.184818221387332	-165.563993073496505	-1.620825147890821	0.000176961880697	0.000040937992813	0.231337916687315	0.523671680167726	0	6	9	9	11	12	12	13	13	13	13	15	15	17	16	18	18	20	16	20	18	21	22	0	1	2	2	4	4	5	5	4	4	4	11	2	5	12	8	11	14	6	21	15	14	13	1	3	2	1	1	2	1	1	2	2	3	1	3	4	1	2	3	1	2	1	2	2	3
83000	-167.521173135646819	-166.107430394196740	-1.413742741450066	0.000261806610714	0.000099333090456	0.379413988765125	0.536581713359507	1	6	9	10	8	13	12	12	14	13	12	15	15	16	17	17	17	19	19	19	19	20	21	0	1	5	5	2	4	4	4	8	5	5	6	10	13	11	4	11	13	17	16	15	10	7	1	3	1	1	1	2	1	1	1	3	2	2	1	1	2	3	1	2	1	1	1	3	3
83500	-177.421171955405839	-175.902845321868966	-1.518326633536868	0.000203319420119	0.000057439350711	0.282507940842639	0.621728453833216	0	5	7	11	10	13	12	12	12	13	15	14	14	16	16	19	16	19	18	18	19	17	21	0	1	2	5	3	4	5	2	4	9	6	6	10	11	4	17	6	10	6	8	12	8	16	1	3	1	1	1	1	1	4	1	1	1	1	1	1	1	2	1	4	2	2	3	3	1
84000	-179.735513296305072	-178.213682831381419	-1.521830464923661	0.000275991686904	0.000077367072107	0.280323921981602	0.471956592554882	1	6	7	9	11	13	12	13	12	12	14	13	16	16	17	18	19	19	18	19	20	20	21	0	1	1	3	2	7	4	7	4	4	9	10	11	11	12	14	6	16	7	12	17	19	13	1	2	3	1	1	1	1	1	2	2	1	1	1	1	2	1	3	1	2	3	1	2	3
84500	-162.617272449017918	-160.772064936962323	-1.845207512055605	0.000169778895670	0.000028266651103	0.166490958675317	0.533409179435731	0	6	8	10	10	13	13	10	14	12	14	15	16	16	16	17	18	19	19	19	20	21	20	0	1	2	2	3	5	5	2	5	2	6	6	7	11	12	5	9	17	16	15	20	9	13	1	3	1	2	1	1	2	1	2	4	1	1	1	1	1	4	2	1	1	1	1	4	2
85000	-158.749132778517776	-157.149870811070258	-1.599261967447517	0.000172968028117	0.000041571666833	0.240343069672293	0.544140712382456	0	6	7	9	10	11	13	12	14	13	15	14	15	16	16	17	18	17	19	17	20	21	21	0	1	2	3	4	2	5	5	5	4	10	4	8	11	12	4	16	13	16	12	20	16	16	1	3	1	1	1	2	1	1	3	2	1	2	2	1	1	3	1	1	1	2	2	2	3
85500	-169.868937163714861	-168.426393586572487	-1.442543577142380	0.000179353929293	0.000061654178272	0.343757053524191	0.626402250157160	1	6	7	11	10	12	12	13	13	14	14	12	15	15	16	17	18	18	20	19	20	20	22	0	1	2	5	3	5	2	7	5	9	9	5	5	9	7	14	8	8	17	15	20	16	7	1	2	1	1	1	1	2	1	1	1	1	1	4	1	2	1	3	3	1	1	1	2	5
86000	-180.315871934914043	-178.952481504641042	-1.363390430273014	0.000176228508616	0.000091823447223	0.521047632666674	0.543096274626313	1	5	9	11	8	13	12	10	14	14	15	15	15	16	16	18	18	19	18	19	17	20	19	0	1	5	5	2	8	8	5	7	2	9	4	7	8	12	6	15	14	6	12	13	16	10	1	2	1	1	2	2	1	1	1	4	1	2	2	3	1	3	1	2	2	2	1	1	2
86500	-163.453299030397233	-161.976641669440170	-1.476657360957052	0.000214599240545	0.000066996888014	0.312195363989190	0.668211949873756	1	7	8	10	10	12	13	12	14	13	15	14	15	16	16	17	17	19	18	20	17	20	21	0	1	2	3	3	4	8	5	6	8	12	4	8	11	4	7	12	13	12	15	15	15	16	1	2	1	1	1	1	1	1	1	1	1	2	2	1	3	2	1	2	1	2	1	2	2
87000	-157.433896404672907	-156.069840772262381	-1.364055632410538	0.000174376947457	0.000089868910571	0.515371509146392	0.695599670027791	1	6	8	11	9	13	12	11	13	12	14	14	15	15	16	18	16	20	20	19	18	20	21	0	1	2	5	2	5	2	5	4	5	10	10	8	11	12	9	6	11	16	15	12	16	16	1	2	1	1	1	1	3	1	1	3	1	1	2	1	1	3	2	3	1	1	3	1	1
87500	-167.088462679840319	-165.534848205640372	-1.553614474199945	0.000223969749478	0.000058723366329	0.262193293805650	0.699965921271078	0	5	9	11	10	13	12	13	13	14	15	14	15	15	16	18	18	20	20	20	18	18	21	0	1	2	3	2	4	5	5	4	9	5	4	8	9	12	13	6	22	17	15	15	2	17	1	2	2	1	2	1	2	1	1	1	2	2	1	1	2	1	3	1	1	2	1	5	1
88000	-176.462922793696464	-175.096056446296643	-1.366866347399827	0.000190082996856	0.000094409315524	0.496674174363205	0.440879882867654	1	7	9	11	10	12	11	11	13	13	12	15	14	16	16	18	17	19	19	20	20	21	22	0	1	2	5	2	7	3	3	7	4	4	4	6	6	12	14	5	7	2	12	15	18	9	1	3	1	1	2	1	1	1	1	1	1	2	1	2	1	2	3	4	7	3	2	1	6
88500	-173.456974083336064	-172.090003421846546	-1.366970661489507	0.000263864641182	0.000130899957712	0.496087528534476	0.724092250269248	0	6	8	9	10	13	12	12	13	13	13	14	14	16	17	19	18	17	19	20	18	19	21	0	1	1	2	4	5	5	5	5	8	4	4	8	6	14	18	7	6	17	17	11	9	16	1	3	4	1	1	1	1	1	1	1	2	2	1	1	1	1	3	2	1	1	1	2	1
89000	-157.068576468705572	-155.614023146427456	-1.454553322278120	0.000215226926109	0.000071379456241	0.331647426887474	0.637955940908412	0	6	8	10	10	13	12	13	12	14	14	14	15	16	17	17	18	17	19	18	18	20	22	0	1	2	3	3	7	5	3	4	9	4	9	10	10	12	10	11	13	17	15	15	8	14	1	2	1	1	1	1	1	3	1	1	1	1	1	2	2	1	2	1	1	1	1	3	3
89500	-170.610517878723016	-169.248855625968957	-1.361662252754047	0.000210194562819	0.000113817872162	0.541488184258751	0.486447874159627	1	6	8	11	9	13	12	12	14	11	14	14	15	16	16	17	19	19	19	19	19	20	21	0	1	2	5	3	8	10	5	3	5	8	8	7	4	12	13	6	8	15	15	12	4	18	1	2	1	1	1	1	1	1	2	1	1	1	2	3	2	1	2	4	1	2	2	4	1
90000	-174.622809811495472	-173.133003864436688	-1.489805947058778	0.000223806659605	0.000067587673603	0.301991342538699	0.474864718859645	0	6	8	10	10	12	11	12	14	13	15	14	15	15	16	18	19	20	19	20	18	19	21	0	1	2	3	3	5	4	7	8	8	4	4	8	4	4	13	13	10	16	12	12	8	22	1	4	1	1	1	1	1	1	1	1	3	2	2	3	3	2	2	4	1	4	3	4	1
90500	-188.467914701594424	-187.106282227338369	-1.361632474256050	0.000242114581824	0.000131223098271	0.541987588200642	0.730361407497247	1	5	6	10	11	13	12	13	12	13	15	13	14	16	17	18	18	19	19	19	20	19	22	0	1	2	2	2	4	4	4	4	9	9	9	7	12	8	11	8	13	5	15	17	11	18	1	3	1	2	3	2	1	2	1	1	1	1	1	1	2	1	3	2	3	1	1	2	2
91000	-168.972393945204971	-167.452812326096335	-1.519581619108647	0.000185027958946	0.000052126254460	0.281720961291877	0.442917643151152	1	6	7	9	10	12	12	12	14	13	15	13	15	16	16	18	19	19	19	19	18	20	22	0	1	2	2	2	4	5	5	10	7	4	4	8	13	12	7	14	13	16	12	15	16	7	1	3	1	2	2	1	1	1	1	1	2	2	2	1	2	4	2	2	1	2	1	1	5
91500	-174.411850441922553	-172.833162504278249	-1.578687937644317	0.000179885057796	0.000044912327133	0.249672361248631	0.506401812706928	-1	5	9	11	10	11	12	13	14	14	15	14	15	17	16	19	16	19	20	19	18	19	21	0	1	2	5	3	3	5	2	5	7	4	6	7	9	12	7	6	7	8	12	12	8	18	1	3	2	1	1	1	1	5	1	1	2	1	2	2	1	2	3	5	3	3	2	2	1
92000	-167.637943397950778	-166.148529965511926	-1.489413432438841	0.000214761161253	0.000064918743681	0.302283445023462	0.531320411261476	1	6	7	10	11	13	12	12	13	13	15	13	15	17	17	16	19	20	20	19	20	18	21	0	1	2	2	2	7	4	2	7	5	5	4	9	4	12	13	6	9	17	15	20	9	14	1	2	1	2	3	1	1	2	1	1	2	1	1	3	2	1	3	3	1	1	1	3	2
92500	-197.484981218385030	-195.943472354515791	-1.541508863869230	0.000227249555247	0.000061077291861	0.268767486893477	0.326458789087423	0	6	8	11	11	13	11	11	13	13	13	13	15	15	16	17	18	18	18	20	20	19	20	0	1	2	2	3	8	3	3	7	5	8	4	11	11	5	14	9	15	11	15	15	5	16	1	4	1	3	2	1	2	1	1	1	1	1	1	2	2	1	2	1	4	2	2	4	1
93000	-203.742682073780543	-202.207642034737489	-1.535040039043056	0.000216217091676	0.000058906319887	0.272440626363313	0.533502684799057	1	5	7	10	9	12	11	10	13	14	14	14	15	16	15	17	19	19	18	19	19	19	22	0	1	2	5	2	8	8	3	5	9	4	8	9	10	9	7	9	9	2	9	15	10	17	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	3	3	3	7	3	2	3	2
93500	-189.670924142320388	-188.186219925982869	-1.484704216337521	0.000203532739383	0.000062249651266	0.305845887274297	0.452246480758846	-1	6	8	10	9	12	13	11	13	14	15	15	16	16	17	18	18	20	19	20	20	19	21	0	1	2	3	2	5	3	5	5	8	8	5	9	4	4	13	6	9	5	12	12	5	13	1	4	2	1	2	1	2	1	3	2	2	3	1	2	4	1	3	3	4	3	2	6	2
94000	-190.580435801405542	-189.077092421355701	-1.503343380049832	0.000230296034376	0.000067324334178	0.292338226147089	0.534594775568889	-1	6	9	10	10	12	12	11	13	12	14	15	15	17	17	18	17	20	19	18	19	21	21	0	1	2	2	3	5	5	5	5	2	9	6	8	13	12	13	6	17	7	12	15	16	4	1	5	2	2	1	1	2	1	1	4	1	1	2	1	1	1	2	1	3	2	1	2	4
94500	-181.145211306475659	-179.668787311278408	-1.476423995197262	0.000313150240458	0.000097823354066	0.312384732397851	0.604374808970094	1	6	8	11	10	13	12	12	13	11	15	14	15	15	13	17	18	20	19	20	19	20	22	0	1	2	5	3	8	5	5	10	5	15	4	9	15	4	14	5	8	4	4	2	17	17	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	4	4	4	4	1	2
95000	-169.732658190254767	-168.137565585335039	-1.595092604919716	0.000256914878533	0.000062217565146	0.242171903398979	0.590771950295634	1	6	9	11	9	12	12	13	13	14	14	14	16	15	15	18	17	19	19	19	19	20	20	0	1	2	5	2	4	5	5	4	9	6	4	8	8	12	7	4	6	17	15	12	10	16	1	3	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	5	1	1	2	3	1
95500	-175.343804656057671	-173.897329061926655	-1.446475594131028	0.000155908497991	0.000052954541295	0.339651410781287	0.429245318510476	0	6	8	10	10	13	12	12	12	14	14	14	13	15	15	19	18	18	20	19	20	20	21	0	1	2	2	2	7	5	5	4	7	9	2	7	11	12	17	4	7	12	15	15	9	5	1	3	1	2	2	1	1	1	1	1	1	3	1	1	1	1	3	3	4	2	2	4	5
96000	-164.154338352475321	-162.655968437506004	-1.498369914969316	0.000233464964100	0.000069057281058	0.295792909759759	0.627291451785864	0	7	9	11	10	11	12	12	12	14	13	14	15	16	16	17	18	19	20	19	20	19	22	0	1	2	5	2	5	2	5	5	6	9	4	8	11	10	10	7	16	17	12	12	17	13	1	2	2	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	3	3	1	3
96500	-162.094317503492448	-160.595315855958887	-1.499001647533566	0.000205854023196	0.000060798656535	0.295348400729047	0.592002430607243	1	6	8	11	9	13	12	12	12	13	15	14	14	16	16	17	17	20	19	19	18	20	21	0	1	2	5	2	4	5	2	5	4	10	9	9	4	12	14	6	16	17	21	15	7	13	1	3	1	2	1	1	2	3	1	1	1	1	1	2	2	1	1	1	1	1	1	4	3
97000	-194.933699745057680	-193.543532852338217	-1.390166892719455	0.000218688084038	0.000092053855718	0.420936769933470	0.584147124700183	1	7	6	11	10	13	12	11	12	14	14	14	15	16	17	18	19	20	19	18	18	21	20	0	3	1	5	2	4	5	2	3	8	4	9	10	6	13	6	11	11	10	9	12	14	7	1	1	1	1	2	1	1	1	3	2	2	1	1	1	1	1	2	3	1	2	1	3	3
97500	-184.804793153016050	-183.405995529758968	-1.398797623257080	0.000286733119316	0.000115770172830	0.403755844829753	0.690378615398801	0	6	8	11	10	11	9	10	14	14	13	14	15	16	16	19	18	16	17	19	20	20	21	0	1	2	5	7	8	3	7	11	11	8	2	9	12	12	15	8	11	6	15	20	18	16	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	4	1	2	1	1	1	1
98000	-171.771749322855186	-170.349619398110036	-1.422129924745149	0.000161300772527	0.000059329102322	0.367816603679866	0.571745876224910	1	6	8	10	10	11	12	12	13	13	15	14	14	16	15	17	17	19	19	17	19	21	20	0	1	2	2	2	2	6	4	8	5	9	2	8	11	10	8	6	8	6	12	17	16	13	1	3	1	2	2	2	1	1	1	1	1	4	1	1	1	2	4	2	3	1	1	2	3
98500	-167.294470216586831	-165.784607265552836	-1.509862951033991	0.000188879274247	0.000054389448409	0.287958796039541	0.441864735535591	0	6	8	10	11	13	12	12	13	12	15	14	16	16	16	18	18	19	19	19	18	20	21	0	1	2	3	2	5	2	4	10	4	9	7	5	11	12	13	6	16	5	15	15	8	19	1	3	2	1	2	1	4	1	1	1	1	1	2	1	2	1	3	1	4	1	1	2	1
99000	-181.882359721688175	-180.475032112496393	-1.407327609191795	0.000172190965776	0.000067015484486	0.389192802214137	0.534776652716203	0	5	8	10	9	13	12	11	14	13	15	13	15	17	15	18	17	18	19	19	17	20	19	0	1	2	5	3	7	5	2	10	8	6	2	5	11	12	2	8	12	13	21	12	12	16	1	2	1	1	1	1	1	3	1	1	1	4	3	1	1	7	2	3	2	2	2	2	1
