step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92
5000	-972.822131025718363	-971.268842888651079	-1.553288137067291	0.000024589440975	0.000030427085596	1.237404527706561	0.398678982774841	-1	0	2	3	3	4	3	4	5	5	5	7	4	5	8	6	7	8	7	6	8	7	8	7	7	8	10	10	10	9	8	11	11	11	10	11	12	11	12	12	12	13	11	14	13	14	12	15	13	14	17	12	13	14	14	16	15	14	16	17	16	15	16	16	17	19	19	19	22	19	22	22	26	24	20	26	25	25	28	31	27	30	33	28	33	33	36	37	43	46	49	55	0	1	2	2	1	1	1	4	5	5	5	3	5	13	5	6	11	10	3	6	16	6	3	14	11	3	24	20	22	24	24	20	25	18	20	30	10	29	32	30	31	43	10	9	29	39	30	34	31	31	48	34	43	47	31	55	37	31	49	56	48	52	37	40	63	64	64	64	66	23	19	75	69	70	66	72	66	74	77	77	77	77	84	81	82	77	86	70	70	70	23	70	1	1	2	1	2	3	2	1	1	1	1	2	1	1	2	1	1	2	3	1	1	2	3	1	1	3	1	2	2	2	1	2	3	1	2	1	5	1	1	2	2	1	3	5	2	1	2	4	2	2	1	1	1	1	2	1	2	2	2	1	1	2	3	2	1	2	2	1	1	4	6	2	2	2	1	2	3	1	2	3	1	2	2	1	1	4	1	10	13	17	22	23
5500	-903.802144846008787	-902.439301187890237	-1.362843658118550	0.000050777160899	0.000031319221666	0.616797416610322	0.436644316590767	0	1	5	2	3	2	3	4	6	5	5	6	5	4	7	6	7	7	6	7	8	8	9	8	8	8	9	10	11	9	8	10	11	11	10	11	12	12	11	10	10	13	11	14	13	13	13	15	13	13	16	14	12	16	15	16	15	14	15	16	16	17	16	17	17	19	20	19	24	21	21	24	24	24	23	24	26	26	28	30	28	29	31	32	34	31	33	39	43	48	48	54	0	1	8	2	1	1	1	4	6	5	5	3	1	5	13	6	11	10	3	14	16	9	3	14	11	19	20	20	22	24	13	14	25	10	24	30	34	22	32	30	20	43	10	22	29	14	36	34	31	41	52	34	43	36	24	41	37	41	46	50	34	52	37	40	63	55	64	64	68	44	23	75	68	70	68	66	73	74	77	79	77	77	82	82	73	64	86	70	70	71	12	23	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	2	1	1	2	2	1	3	2	2	2	1	1	2	1	2	2	2	2	1	2	1	2	1	1	1	1	2	3	1	4	2	3	3	2	2	2	1	4	5	2	2	2	2	1	2	1	2	3	1	3	2	1	2	3	4	1	3	2	2	2	1	1	2	1	1	2	2	2	6	6	1	8	11	15	20	19
6000	-820.258768958393830	-818.825571863668870	-1.433197094724906	0.000123876108284	0.000043870383306	0.354147251747630	0.292736752048242	-1	1	5	2	2	3	2	4	4	6	4	5	5	5	7	5	6	7	6	7	7	5	9	8	9	8	7	9	11	9	8	11	12	11	11	10	10	12	11	11	12	14	10	13	14	13	13	16	13	13	16	14	13	15	13	17	15	15	15	16	15	16	17	18	16	19	19	21	23	18	21	23	25	23	22	26	27	23	27	30	27	30	33	31	32	32	35	40	43	46	49	54	0	1	4	2	2	1	1	4	1	9	1	2	11	9	11	9	3	10	4	6	16	5	8	3	6	3	22	20	22	27	14	31	13	43	28	31	18	22	23	30	31	53	10	6	41	14	30	44	31	31	32	37	43	30	20	41	37	39	41	31	34	52	57	40	57	40	49	67	75	23	44	54	75	70	50	67	64	70	73	79	72	73	73	81	73	80	86	71	70	33	70	70	1	1	2	1	1	2	1	1	2	1	2	2	1	1	1	1	1	1	2	2	1	2	2	2	3	2	1	1	3	1	2	1	4	1	1	1	3	4	1	1	2	1	2	4	1	4	2	1	2	3	3	2	1	4	3	2	2	2	2	3	2	1	1	3	1	5	3	1	1	4	6	4	2	2	3	2	5	2	1	1	2	3	5	1	4	1	1	9	12	19	19	18
6500	-812.766660428870637	-811.147341219084183	-1.619319209786468	0.000332378154229	0.000077092948818	0.231943489176023	0.312266128545371	0	1	2	2	3	5	2	4	5	3	5	6	4	5	8	6	7	7	6	6	8	8	9	6	8	8	8	10	11	8	9	10	11	11	10	10	11	12	10	11	11	10	11	12	13	14	13	15	13	13	16	14	13	16	12	16	16	15	16	16	14	16	17	18	18	20	19	20	23	22	22	23	24	22	23	26	27	26	28	30	28	30	32	30	33	33	36	40	43	47	49	53	0	1	2	2	2	7	1	10	1	1	10	3	5	5	5	5	11	7	9	10	16	1	18	4	17	19	14	24	21	14	5	11	27	18	14	13	7	33	13	27	5	22	18	29	17	43	18	43	33	55	42	55	28	58	15	40	34	33	27	50	34	48	39	49	39	60	30	54	40	39	61	54	71	59	68	65	60	71	73	79	60	66	79	79	73	83	86	59	51	59	81	70	1	1	1	1	1	2	1	1	3	2	1	2	1	1	3	1	1	2	1	1	2	4	1	2	1	1	2	2	1	2	3	3	2	2	3	4	4	1	3	1	4	1	2	1	3	1	4	2	1	1	4	1	2	1	2	2	2	3	6	2	2	1	3	2	4	2	6	1	8	5	6	3	2	3	2	4	6	2	2	1	6	4	3	1	4	1	2	11	13	17	11	17
7000	-841.259150294573146	-839.694291486369593	-1.564858808203606	0.000305910348882	0.000078437632232	0.256407253036948	0.345232716603111	-1	1	4	2	4	4	1	3	6	6	3	5	7	5	8	6	7	7	7	6	7	8	8	8	8	8	10	10	10	9	8	10	11	10	10	12	11	12	10	10	12	13	11	15	13	12	13	16	11	12	16	15	14	16	14	16	15	14	13	16	15	14	17	19	17	19	20	19	23	19	22	23	25	23	23	25	27	25	29	30	24	30	31	30	33	32	34	37	43	48	50	54	0	1	8	1	2	1	1	1	11	1	4	3	5	2	20	14	12	12	3	2	16	17	3	12	17	8	23	9	22	19	14	5	23	20	24	39	26	31	31	26	28	18	13	26	24	40	40	44	26	5	58	13	43	50	36	31	34	14	41	40	34	31	57	46	44	26	55	40	64	60	26	60	67	62	54	47	44	70	32	73	56	47	71	67	83	83	86	66	71	71	82	58	1	2	1	1	1	3	1	1	2	4	1	1	2	2	1	1	1	1	2	3	1	1	3	2	1	3	1	2	1	1	1	3	1	2	1	1	2	2	1	1	1	3	3	5	4	1	2	1	1	4	1	3	1	2	1	3	3	6	1	2	3	4	2	4	1	5	3	4	3	2	8	3	2	5	5	5	7	4	14	1	5	9	3	5	1	1	1	10	10	14	9	17
7500	-837.723299056364453	-836.118152802482996	-1.605146253881448	0.000315524454295	0.000075035530734	0.237812092573158	0.262867713737896	0	1	4	2	4	5	4	3	6	5	5	6	7	6	6	6	7	7	5	6	7	7	8	7	7	8	9	10	10	10	10	11	8	9	10	12	10	13	12	10	13	14	12	14	12	13	12	16	14	13	15	16	13	15	13	17	15	15	15	17	15	17	15	17	17	20	19	21	24	21	23	23	25	24	24	25	26	24	27	31	27	30	32	31	32	31	35	40	43	47	49	54	0	1	2	2	4	8	1	4	5	4	1	6	2	3	7	7	7	19	3	8	16	10	8	10	20	10	18	24	26	23	25	3	14	18	20	24	18	24	15	14	37	34	37	34	16	15	17	1	11	9	29	40	3	50	23	14	10	14	42	9	20	41	46	47	44	52	53	49	13	49	45	23	29	52	42	62	27	71	42	76	46	38	36	64	76	48	76	82	71	83	71	39	1	1	2	1	1	1	2	1	1	2	2	1	3	1	1	1	2	1	1	2	1	1	3	1	1	2	1	2	1	1	2	5	1	2	2	3	2	4	4	2	2	4	1	3	3	4	3	8	4	3	2	5	5	1	3	5	4	4	1	5	4	4	1	3	2	2	3	3	10	3	7	6	9	2	5	3	6	1	7	3	7	8	9	5	2	5	3	5	8	9	13	20
8000	-833.069955414806373	-831.492368909291145	-1.577586505515284	0.000310911631662	0.000077788326493	0.250194327171486	0.332648241635937	0	1	4	2	3	5	3	3	4	5	4	6	6	5	7	7	8	6	6	6	6	8	8	8	7	7	9	9	11	9	9	10	11	12	10	11	12	13	11	12	12	13	10	12	12	11	12	17	13	13	17	14	14	16	15	16	14	14	14	16	15	17	16	18	18	20	20	20	23	21	22	21	25	23	24	25	27	26	27	29	27	31	32	30	32	32	34	39	42	47	49	52	0	1	4	2	2	5	1	2	1	7	1	3	5	5	7	1	4	11	9	5	6	6	3	11	7	2	20	6	12	9	16	7	20	20	11	25	11	41	31	31	20	27	10	22	27	15	5	36	35	13	52	42	5	11	17	5	34	1	23	13	7	52	59	41	30	53	49	41	49	56	56	18	37	47	41	49	41	71	53	40	61	50	61	59	68	55	75	74	74	86	67	56	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	4	3	1	1	2	1	1	2	2	3	4	3	2	2	3	1	5	4	3	3	3	5	1	1	2	3	2	2	2	1	2	5	4	2	2	1	1	5	5	5	7	1	9	4	5	7	1	1	3	4	4	5	3	4	3	4	6	4	5	6	6	7	2	5	7	4	9	9	7	6	10	3	7	11	7	14	14
8500	-828.348759860007590	-826.689597747421544	-1.659162112586076	0.000381015485357	0.000082664714985	0.216958937792212	0.283184641464559	0	2	4	1	4	4	2	3	5	6	4	5	5	5	8	6	7	7	7	7	7	7	9	7	9	8	9	11	10	10	10	11	11	10	10	11	10	12	12	11	12	14	11	13	14	14	13	16	12	14	16	15	13	15	14	17	14	14	15	16	16	17	16	18	17	19	19	20	24	21	21	23	26	25	20	25	26	25	27	30	26	31	32	31	33	32	35	39	44	47	49	54	0	4	2	1	7	7	1	2	1	3	1	1	8	5	12	6	14	3	8	11	6	6	4	12	15	4	7	35	19	13	22	12	17	22	9	23	18	14	37	21	13	29	27	40	34	10	33	53	19	53	1	29	37	30	11	61	23	14	50	35	20	53	38	57	34	57	62	40	31	65	58	39	25	72	20	56	11	70	38	59	42	14	39	38	31	27	64	73	68	69	86	84	1	1	1	1	1	1	1	1	3	1	2	3	1	1	1	1	1	1	2	1	2	2	3	1	1	3	4	1	2	3	1	3	2	2	2	1	2	3	1	2	5	3	1	1	2	5	2	2	2	1	8	2	2	2	5	1	3	7	1	4	3	2	2	3	4	3	1	5	7	1	3	5	6	2	5	3	12	3	6	7	7	13	7	10	12	9	9	7	12	11	9	12
9000	-857.151857207662260	-855.599849656796664	-1.552007550865545	0.000318444271729	0.000083765048720	0.263044608293156	0.239476195892901	0	1	4	2	3	4	2	2	6	5	5	7	6	5	7	7	7	8	6	7	7	7	5	9	8	8	8	11	10	8	8	11	10	12	11	10	12	12	12	10	11	11	11	13	14	13	13	16	14	12	17	14	13	15	15	16	16	14	14	16	14	17	15	18	18	19	18	21	24	21	22	23	25	22	24	25	25	25	29	29	27	31	30	31	34	31	32	40	44	47	50	55	0	1	2	2	4	1	1	2	23	1	7	14	5	1	11	3	13	12	2	19	6	7	2	22	17	10	13	17	24	13	10	8	1	6	20	13	32	12	24	18	22	22	22	1	11	38	40	39	27	40	28	53	33	41	3	1	37	50	26	40	14	42	41	51	2	54	60	31	24	55	32	51	27	47	49	44	33	71	71	26	36	64	34	33	60	36	41	73	73	82	86	88	1	1	2	1	1	2	1	1	1	2	2	1	1	3	1	1	1	1	3	1	1	2	2	1	1	2	1	2	1	1	1	5	6	5	1	2	1	2	2	1	2	2	3	5	6	1	3	3	3	1	3	1	2	1	7	11	2	1	3	3	4	4	2	1	7	2	1	6	8	4	7	3	9	3	5	7	8	2	3	11	9	6	7	14	8	8	11	7	15	9	8	8
9500	-824.163332663535584	-822.667552545229455	-1.495780118306095	0.000247885651706	0.000073778955010	0.297633019508998	0.255488342560456	0	2	5	1	4	3	3	3	5	5	4	6	6	6	7	7	7	7	6	6	7	7	8	7	9	9	9	11	10	9	9	10	10	9	11	12	12	11	9	12	13	14	12	14	14	13	13	16	13	13	15	15	13	15	15	17	16	15	14	16	14	16	17	18	17	19	18	19	23	22	22	24	23	24	23	26	26	24	28	31	27	30	33	29	33	32	33	39	43	48	49	54	0	4	1	1	7	1	1	4	1	1	1	10	5	5	10	9	1	1	4	5	6	13	14	13	6	8	20	3	7	21	22	20	1	22	20	38	29	15	11	1	35	34	10	19	12	35	10	59	11	38	44	42	10	29	1	31	39	43	30	11	47	52	37	32	45	27	50	47	29	25	47	43	45	55	59	56	36	60	41	53	44	39	47	60	67	69	36	74	80	88	82	80	1	1	3	1	1	2	2	1	3	2	2	1	1	1	1	2	3	3	2	1	2	1	1	1	3	3	2	4	3	1	1	2	6	1	1	1	1	2	3	7	2	3	4	3	4	1	3	1	4	1	1	1	6	4	6	4	4	1	3	5	1	1	2	4	2	5	3	3	6	5	3	7	3	5	4	6	6	4	8	10	6	10	9	6	7	4	9	8	6	5	10	11
10000	-870.703127498597837	-869.146450261380664	-1.556677237217173	0.000309232570104	0.000080582303656	0.260588021594718	0.291368364643461	-1	1	5	0	4	3	2	3	3	5	5	7	6	5	8	6	7	5	5	6	8	8	9	9	6	9	10	11	11	10	9	9	11	12	11	12	11	13	12	10	12	13	11	14	13	14	12	16	11	11	16	15	14	14	13	15	16	14	15	14	15	15	17	19	16	17	19	19	23	22	22	22	26	23	23	25	26	26	28	30	25	30	33	31	33	32	36	39	44	46	48	53	0	4	2	1	1	1	1	1	4	1	9	25	9	6	17	5	14	6	4	14	16	3	12	25	9	14	3	26	22	23	9	17	20	27	6	23	6	1	25	3	23	25	40	10	29	50	7	5	25	25	24	41	43	23	6	54	20	40	17	3	39	10	53	13	5	35	22	32	41	55	55	36	60	37	30	25	24	42	30	57	46	46	36	44	59	66	67	73	70	88	80	85	1	1	2	1	3	3	1	3	1	2	1	1	1	1	1	1	2	1	2	1	1	2	2	2	2	3	2	1	1	1	3	1	2	1	4	2	6	7	3	3	2	5	1	5	1	2	5	6	2	3	3	2	2	3	5	1	5	2	3	3	2	4	2	7	3	2	6	5	6	7	4	6	7	4	6	12	8	8	10	6	5	6	10	8	9	8	8	6	10	4	8	11
10500	-827.072517519775374	-825.450028166949096	-1.622489352826292	0.000314068295587	0.000072446940338	0.230672568216701	0.269958381200114	0	1	4	3	3	4	4	2	5	6	5	7	7	4	8	6	8	8	7	5	7	5	9	8	9	8	9	10	10	9	10	10	11	12	10	9	11	12	11	10	12	14	12	14	13	13	11	17	14	13	17	15	13	14	14	16	15	14	14	16	15	16	16	18	16	19	20	20	22	22	22	22	25	24	22	24	24	25	29	30	24	30	32	32	32	32	36	40	43	47	49	53	0	1	4	8	8	1	1	2	7	1	1	3	2	5	1	6	1	11	2	14	16	1	13	5	12	1	22	20	25	5	5	20	25	47	10	5	6	30	9	26	35	24	40	23	27	5	11	30	37	20	39	55	47	37	14	58	30	32	28	42	40	52	35	6	46	38	50	44	50	64	48	59	6	46	31	48	49	11	26	46	66	31	67	51	81	59	47	74	84	88	88	87	1	1	1	1	1	2	2	1	1	3	3	2	2	1	5	1	5	2	3	1	1	3	1	2	1	4	2	2	1	3	4	2	1	1	3	3	4	2	4	1	1	2	1	3	1	5	3	4	1	4	4	1	2	2	4	2	4	1	2	1	3	1	2	8	2	4	3	3	4	3	3	4	11	6	7	2	5	9	9	12	2	8	6	7	5	8	13	8	5	3	5	8
11000	-852.953305336721428	-851.199599836609991	-1.753705500111440	0.000291276057954	0.000054802836157	0.188147410884464	0.302915362746873	0	1	4	3	3	4	2	2	5	5	4	6	7	4	7	7	7	8	6	6	6	8	8	9	8	9	9	10	10	9	9	10	11	11	11	11	12	10	12	11	13	12	12	14	10	12	10	16	13	13	16	15	13	15	15	16	16	14	16	17	15	17	15	17	18	20	18	18	23	21	22	22	26	22	24	24	25	25	29	30	28	29	31	29	34	33	35	40	44	47	49	54	0	1	5	8	2	8	1	2	3	1	7	3	5	5	5	21	1	10	11	11	6	15	19	6	7	3	15	11	22	20	14	13	26	8	13	6	6	4	27	14	31	47	6	15	22	20	6	10	35	1	13	18	46	46	14	49	42	17	15	13	43	58	34	17	18	67	55	54	65	48	48	37	32	51	41	13	31	51	25	52	31	25	68	68	66	55	17	79	88	88	89	87	1	1	1	1	1	1	2	1	1	2	1	1	2	1	3	1	4	1	1	1	1	1	1	4	4	3	1	3	1	2	3	1	1	3	2	4	4	4	2	3	2	1	5	3	1	3	4	6	1	7	6	2	1	2	4	3	3	4	4	6	2	1	3	4	7	2	1	1	3	3	3	5	9	2	5	12	7	6	9	8	8	10	5	5	6	11	14	5	2	3	4	10
11500	-878.510541516914145	-876.916720296146082	-1.593821220768050	0.000278814413520	0.000067678182509	0.242735594815040	0.270256081623841	0	1	3	2	3	4	2	3	3	4	5	5	7	4	7	7	7	7	6	7	6	5	5	8	8	8	9	8	9	6	9	11	11	11	10	12	12	13	9	11	12	10	11	15	13	11	10	16	12	12	15	16	13	16	14	17	15	13	15	15	14	17	17	18	18	19	20	17	23	21	22	24	25	24	22	24	26	26	28	28	27	28	32	31	33	33	34	40	42	47	49	53	0	1	2	2	2	1	1	4	1	1	10	7	12	1	2	9	11	14	3	4	9	1	5	23	13	2	13	10	21	14	10	6	22	22	13	39	47	37	8	17	24	26	9	21	35	29	13	49	22	32	20	33	37	60	29	33	43	1	6	13	24	30	59	20	44	9	56	47	26	44	20	52	49	62	23	41	36	51	47	40	51	51	41	51	71	72	72	69	88	88	89	75	1	1	2	1	2	2	1	1	2	2	1	3	1	2	3	1	1	2	2	3	1	2	1	2	1	3	1	3	2	2	3	3	3	3	2	2	1	1	3	2	3	1	3	6	2	1	2	1	3	1	6	4	1	1	2	2	3	8	4	3	4	8	1	5	2	9	1	4	7	5	8	4	7	5	10	6	5	6	9	8	7	7	7	6	6	4	4	10	1	4	3	12
12000	-862.565336019777305	-860.989265860609180	-1.576070159168090	0.000367398036573	0.000092186372240	0.250916888669968	0.334466813659648	0	1	4	3	4	4	3	4	5	6	5	6	5	6	8	5	7	7	5	7	8	7	8	8	9	8	9	10	10	9	10	10	10	11	10	10	12	12	10	12	11	13	11	15	13	11	12	16	10	13	14	15	13	16	15	16	16	13	16	16	16	16	17	18	18	20	20	19	23	21	21	24	26	25	24	25	26	24	29	31	27	31	31	32	34	33	36	39	44	48	49	54	0	1	2	2	4	2	1	4	6	13	5	7	3	5	4	6	11	11	7	11	16	13	1	14	17	4	20	26	22	23	22	2	9	10	26	14	49	15	23	27	5	49	15	8	9	19	26	29	5	13	38	18	36	36	20	7	30	40	20	15	37	29	43	47	40	60	54	23	47	62	48	59	33	71	59	59	59	71	30	60	60	65	36	47	30	60	66	73	79	87	82	79	1	1	2	1	1	1	2	1	1	1	1	2	1	1	3	1	1	1	1	1	2	1	3	1	1	3	1	1	1	1	1	4	3	2	1	1	1	2	1	2	3	2	2	5	3	3	2	3	3	3	1	4	2	2	5	6	4	1	3	4	2	4	4	4	4	2	2	5	7	2	4	5	7	3	5	4	5	3	9	8	6	9	11	9	14	6	11	11	5	3	7	16
12500	-818.153482067951586	-816.585933693551624	-1.567548374399985	0.000307675469515	0.000078477465336	0.255065720579199	0.319540570340285	0	1	5	2	3	4	2	4	5	4	5	7	7	4	6	6	8	8	6	6	8	7	9	8	8	7	8	10	10	9	8	9	10	12	10	11	10	11	11	11	11	11	12	14	12	13	13	16	13	12	16	13	14	16	14	14	15	13	15	16	15	16	13	19	18	19	18	20	23	20	21	23	24	25	21	24	25	25	29	29	27	29	33	31	33	33	34	40	43	47	49	54	0	1	2	2	1	4	1	5	6	1	14	10	5	5	14	6	10	6	4	11	16	9	2	11	11	8	19	25	26	5	26	20	6	23	25	22	10	22	37	14	25	26	30	1	37	50	13	47	11	38	38	42	40	55	37	46	36	13	33	25	26	34	18	39	42	59	59	57	58	49	49	50	36	75	50	50	31	70	76	66	33	14	68	36	66	75	40	87	77	74	87	87	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	3	2	2	1	1	1	5	1	2	2	1	1	1	3	1	2	3	2	1	2	4	2	1	4	2	2	2	7	1	1	3	1	5	1	3	1	1	1	2	1	2	2	3	4	3	2	2	3	2	2	2	2	6	3	3	6	6	3	5	5	9	3	3	5	7	12	7	10	7	5	11	4	9	9	7	10
13000	-827.502241303922005	-825.914804681343753	-1.587436622578234	0.000331824044299	0.000081499328517	0.245610075332325	0.316946808731045	0	1	4	2	3	4	4	4	5	6	5	6	6	4	8	7	7	7	6	6	7	7	7	8	8	8	10	9	8	9	9	10	12	11	8	11	11	12	11	11	12	13	10	13	12	14	12	16	13	13	16	16	13	16	15	15	15	14	15	15	13	16	17	18	18	19	19	20	23	22	22	23	25	24	23	24	27	25	28	30	28	29	32	31	34	31	35	40	42	46	49	54	0	1	5	2	2	4	4	4	1	7	5	14	5	5	13	3	6	12	2	6	19	19	12	20	14	1	35	19	22	13	35	15	27	18	5	1	8	43	1	4	27	40	18	22	10	27	12	43	6	6	13	26	34	30	5	32	32	45	1	41	32	5	48	27	50	24	51	32	52	51	25	46	56	36	46	42	24	75	46	30	52	60	25	62	74	49	32	50	77	85	80	87	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	2	1	3	1	1	1	1	1	3	5	1	2	1	2	1	2	1	2	2	6	5	1	6	5	1	2	2	2	2	2	2	3	6	5	6	5	1	3	7	2	3	1	7	2	1	5	1	4	3	7	2	5	3	3	6	4	6	9	4	5	9	1	8	10	5	7	12	8	6	8	13	10	7	6	7	9
13500	-819.709651185744292	-818.163807584524534	-1.545843601219771	0.000240193247455	0.000063980273832	0.266369993787263	0.282870484155589	-1	1	4	2	3	5	3	4	5	4	4	7	5	6	7	7	7	6	6	5	8	6	8	8	9	8	8	9	10	10	9	11	11	11	9	11	12	10	10	11	13	13	10	14	13	13	12	16	12	14	17	16	13	16	13	17	16	14	15	15	16	17	15	18	18	20	20	20	24	20	22	24	26	24	23	25	27	26	27	31	26	30	33	32	32	32	35	39	42	48	49	53	0	1	4	2	2	7	1	4	5	1	5	8	5	5	22	10	22	1	10	5	5	1	19	1	12	19	22	12	23	23	21	11	14	21	18	18	34	5	27	10	13	37	18	29	16	49	30	11	38	1	12	43	34	33	27	49	36	47	39	35	40	22	33	30	43	58	44	30	39	50	50	47	33	62	64	47	60	74	48	56	60	68	40	47	55	66	45	69	69	85	87	88	1	1	1	1	1	1	2	1	1	3	1	2	1	2	1	2	1	3	1	2	3	3	1	4	1	2	1	1	1	1	1	4	3	1	1	3	1	3	2	4	4	1	2	3	4	1	1	7	1	7	4	4	1	3	3	4	2	1	2	3	3	4	2	3	3	3	2	5	8	3	4	6	8	3	2	5	6	1	4	7	6	4	11	15	9	5	11	9	7	8	8	8
14000	-915.968917820291722	-914.299294498687118	-1.669623321604627	0.000396851828988	0.000084667581830	0.213348095298874	0.286547947391441	-1	1	4	3	3	4	4	4	5	5	5	6	4	5	7	6	8	7	6	6	7	7	8	8	8	9	9	10	11	9	8	11	11	11	11	11	8	12	11	11	12	12	9	14	13	14	12	15	12	12	16	16	12	14	13	16	15	15	14	16	15	15	15	19	17	20	19	18	21	21	23	23	24	24	24	24	26	26	27	30	27	31	32	28	32	31	35	39	42	45	50	54	0	1	4	2	1	2	5	5	1	8	7	4	2	5	20	5	15	10	6	6	1	12	8	11	20	19	14	20	43	6	3	43	14	3	21	10	5	10	20	15	15	9	18	55	26	20	37	45	37	6	43	18	36	34	25	13	30	32	45	7	40	47	38	40	50	33	27	52	26	49	70	46	44	49	27	56	40	23	78	84	43	36	65	72	55	70	46	70	87	74	83	88	1	1	1	1	2	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	4	1	1	2	1	1	2	3	1	2	3	1	3	3	2	3	3	3	2	2	3	2	2	1	2	3	1	1	2	3	4	4	1	2	1	5	3	2	1	5	2	1	1	4	3	4	5	1	4	6	2	5	4	6	9	4	8	7	1	1	14	11	9	3	7	5	11	10	5	10	6	8
