step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58
14000	-251.800283214124846	-258.655771165084218	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.723298113285936	3	2	1	6	7	5	6	6	6	6	5	6	7	7	7	7	7	7	8	7	7	6	8	8	8	8	8	9	10	9	9	9	9	10	11	9	10	11	8	11	9	9	11	11	12	10	12	12	13	14	13	14	13	14	14	13	15	15	2	3	0	6	8	2	11	11	6	6	3	0	7	11	9	9	9	11	12	12	10	6	7	14	16	16	20	18	41	21	39	25	26	26	28	18	36	41	21	30	18	26	37	41	36	39	29	42	48	47	38	56	46	47	47	45	47	56	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	3	1	1	2	1	2	2	1	1	1	2
14500	-274.169885161911452	-281.025373112870852	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.737708851013047	3	2	1	5	7	5	6	3	5	4	4	5	6	9	7	6	7	7	9	7	7	8	8	8	8	8	8	8	10	9	9	9	9	9	11	9	10	11	10	11	9	11	11	11	12	12	10	12	13	13	13	13	13	14	14	14	12	14	2	3	0	10	10	10	11	3	10	2	8	0	11	24	9	9	9	11	20	12	6	17	7	5	16	16	20	18	18	17	21	25	26	26	18	28	41	29	31	31	28	25	37	29	38	21	28	42	42	29	44	45	46	43	45	35	41	52	1	1	1	1	2	1	2	2	1	2	1	1	2	1	1	1	2	2	1	1	2	1	2	1	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	2	2	1	1	1	2	2	1	2	1
15000	-292.311687182180890	-299.167175133140290	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.602738042171417	3	2	1	6	6	5	6	4	5	4	5	5	7	9	8	5	7	7	9	6	8	8	8	7	7	8	8	8	10	8	9	9	7	10	11	9	10	11	10	11	10	11	11	11	12	12	9	12	12	14	13	14	13	14	14	11	15	15	2	3	0	6	11	10	11	3	10	1	8	0	7	24	17	10	6	7	12	12	10	17	8	8	16	2	20	18	47	4	4	16	16	25	28	18	36	18	30	30	47	34	37	41	56	39	18	42	42	41	44	45	31	43	29	41	47	56	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	3	1	3	2	2	4	2	1	1	1	3	3	2	3	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	3	2	2	4	2	3	1	3	3
15500	-289.600952638577382	-296.456440589536783	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.523567754042230	3	2	1	6	6	5	6	4	6	6	6	5	5	9	8	7	7	7	8	7	6	8	7	8	8	8	6	9	10	9	9	9	9	10	11	10	10	11	10	11	8	11	11	10	12	12	12	12	13	14	13	12	12	14	13	14	15	15	2	3	0	6	8	2	13	3	6	6	3	0	8	8	6	5	9	11	27	27	6	9	11	5	16	16	12	41	41	4	21	25	26	26	28	18	18	29	21	21	18	34	29	18	28	31	38	26	48	29	44	28	40	29	45	55	50	52	1	1	1	1	1	1	1	2	1	1	3	1	1	3	2	1	1	1	2	1	1	2	1	2	1	1	1	1	2	3	3	1	1	2	2	2	3	1	3	3	1	1	1	2	2	3	1	4	1	4	3	2	1	1	1	1	1	2
16000	-268.036187317766348	-274.891675268725749	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.646858376073482	3	2	1	6	6	5	6	4	6	4	6	6	5	8	8	7	5	7	9	7	8	8	7	8	8	8	8	8	9	6	9	9	9	10	11	10	9	11	8	11	9	11	11	10	12	10	10	12	13	14	13	14	13	13	14	14	15	13	2	3	0	6	3	10	13	3	17	2	13	0	8	8	9	9	10	5	12	12	10	17	5	8	16	16	20	18	18	10	21	9	26	26	28	41	18	47	4	21	18	34	47	41	41	39	18	42	42	51	44	47	46	43	58	45	52	45	1	1	1	1	4	1	1	3	1	1	1	1	1	2	2	1	1	1	2	1	2	3	1	3	1	1	1	1	2	1	1	3	1	1	3	1	2	1	1	2	2	1	1	1	2	2	2	1	1	1	2	3	1	1	1	2	1	1
16500	-278.252464021507933	-285.107951972467333	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617453323544419	3	2	1	4	7	5	6	4	6	5	6	5	5	9	8	7	7	7	9	6	7	8	7	8	8	8	8	9	10	7	8	9	9	9	11	10	9	11	10	11	8	11	11	11	12	12	12	12	13	14	13	14	13	14	14	14	15	15	2	3	0	2	11	4	8	3	10	2	13	0	8	5	9	9	9	8	12	12	10	17	8	7	16	16	12	18	41	10	21	16	26	26	29	18	18	41	31	22	18	26	37	41	38	39	41	42	48	47	44	45	31	37	45	45	47	45	1	1	1	2	1	1	2	3	1	2	1	1	1	2	2	1	1	3	2	1	2	1	2	2	1	1	3	2	2	2	1	2	1	1	1	2	2	3	2	3	1	2	2	3	1	2	2	1	1	2	2	2	3	4	2	2	3	1
17000	-267.426007833406061	-274.281495784365461	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.761550175088376	3	2	1	5	6	4	6	4	6	5	6	6	5	8	8	7	7	7	9	7	7	8	6	7	8	8	8	9	9	9	8	9	9	10	11	10	10	8	10	10	11	11	11	11	12	11	12	12	13	14	13	14	13	14	14	13	15	15	2	3	0	6	8	2	13	3	4	6	13	0	8	24	21	9	9	13	27	12	10	9	13	5	16	16	20	18	38	21	6	9	26	26	28	29	18	18	30	30	29	34	37	28	29	30	38	42	34	44	44	56	46	37	41	47	47	45	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	2	1	2	4	1	1	2	1	1	1	1	1	1	2	1	1	2	3	2	2	1	1	2	2	1	2	3	2	1	1	2
17500	-253.385932908845035	-260.241420859804407	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.662647630123453	3	2	1	6	7	5	5	5	6	6	6	6	4	9	8	7	7	7	9	7	8	8	8	8	8	8	8	9	8	9	9	9	9	9	10	10	9	11	10	10	10	11	10	11	12	11	11	12	13	14	10	14	13	13	14	14	15	15	2	3	0	6	8	2	13	13	6	6	7	0	3	5	9	9	9	13	12	12	4	6	13	5	16	16	20	29	18	21	21	16	15	26	28	29	18	41	31	30	29	34	37	51	28	39	18	42	42	44	29	45	46	37	45	45	47	52	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	2	2	2	2	2	1	2	2	3	1
18000	-238.291282494481123	-245.146770445440495	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.742290967410424	3	2	1	6	7	5	5	6	6	6	6	6	7	9	8	7	7	7	7	7	8	8	8	8	8	8	8	8	9	9	9	9	7	10	11	10	10	10	10	11	10	11	10	11	12	12	12	12	13	12	13	13	13	14	14	14	14	15	2	3	0	6	8	2	3	7	6	6	7	0	11	5	17	9	9	7	12	12	4	17	13	5	16	16	20	18	28	4	21	16	9	26	18	29	18	29	31	30	18	26	29	41	35	31	29	42	42	44	50	45	46	43	52	45	47	56	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	3	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	1	3	1	2	2	1
18500	-248.757077112105065	-255.612565063064437	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622616542109464	3	2	1	6	7	5	5	6	6	6	6	4	7	9	8	7	7	7	9	7	7	8	8	8	8	8	6	9	10	9	9	9	9	10	11	9	10	11	10	11	11	11	11	10	12	11	12	12	13	13	13	14	13	14	13	14	15	15	2	3	0	6	8	2	3	7	6	6	7	0	11	24	16	6	9	7	20	12	10	17	11	5	9	17	12	18	28	21	21	25	16	26	28	18	28	28	21	30	29	34	37	18	35	39	41	42	34	44	38	45	46	38	45	45	47	55	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	2	1	2	2	1	2	2	1	2	2	1	1	1	2	2	2	1	1	1	2	1	1	1	1	2	3	2	2	2	3	1	2	1	2
19000	-282.136741642189349	-288.992229593148750	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.696807929234637	3	2	1	3	4	5	3	6	6	6	5	6	6	9	8	6	7	7	9	7	8	8	8	8	8	8	8	8	9	9	9	9	9	10	10	10	10	10	10	10	11	11	11	11	12	11	12	12	11	14	12	14	13	14	13	14	15	15	2	3	0	2	3	4	3	11	6	4	5	0	7	8	9	6	9	11	27	12	17	9	13	13	9	16	20	18	28	6	10	25	25	25	18	18	18	29	30	6	29	34	29	38	28	39	29	34	26	44	44	45	46	43	35	55	47	45	1	1	1	1	2	2	1	1	1	2	1	1	2	2	2	1	1	2	1	1	1	2	2	2	2	2	1	1	1	2	2	1	1	1	3	2	2	1	1	3	2	1	1	1	3	1	2	2	1	1	1	2	2	1	1	1	2	2
19500	-291.371429156918850	-298.226917107878251	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.637425871645681	3	2	1	6	6	5	6	4	6	5	5	5	7	8	7	7	7	7	9	6	8	8	8	8	8	8	8	9	10	9	9	9	9	10	11	9	10	9	10	11	11	9	11	11	12	11	12	12	13	13	13	14	13	14	13	14	15	15	2	3	0	6	8	1	11	3	6	2	8	0	11	8	9	4	9	7	27	12	4	17	13	8	16	16	20	18	38	4	10	16	16	26	28	18	36	18	30	31	18	26	37	29	28	39	41	32	42	44	18	45	30	37	29	35	54	54	1	1	1	1	1	1	1	2	1	1	1	1	2	3	1	1	1	1	1	1	2	1	1	3	1	1	2	2	1	1	2	2	2	1	2	2	1	2	1	1	2	1	1	1	3	1	1	2	3	2	3	2	3	4	3	3	1	1
20000	-262.294695885396948	-269.150183836356348	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706288111083071	3	2	1	6	7	4	6	4	6	6	5	6	7	6	8	7	7	7	9	7	7	8	8	8	8	8	8	9	9	9	9	9	9	10	11	10	8	8	10	8	11	11	11	11	12	12	12	12	13	13	13	14	13	13	14	14	14	13	2	3	0	6	11	1	11	3	6	2	8	0	11	8	17	9	9	7	27	12	10	17	11	14	16	16	20	18	18	21	21	16	26	17	38	38	18	18	31	21	36	16	37	29	35	31	41	34	34	44	44	58	46	43	58	45	41	45	1	1	1	1	1	1	1	2	2	3	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	2	1	2	1	3	2	1	1	1	1	1	1	3	3	2	1	2	1	2	2	2	1	1	1	2	1	2	2	1
20500	-269.930582310237924	-276.786070261197324	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677716861003573	3	2	1	3	5	5	6	3	6	6	4	6	6	8	8	7	7	6	8	7	8	8	8	7	8	8	8	9	10	9	9	9	9	10	10	8	10	10	10	11	8	11	11	11	12	12	12	12	13	14	13	14	13	13	14	14	15	15	2	3	0	2	11	4	11	3	6	2	8	0	11	8	6	6	9	8	12	12	10	17	7	8	9	16	20	18	41	21	21	25	25	26	28	18	28	36	31	21	18	34	37	29	29	39	41	42	34	44	44	45	46	47	45	45	50	35	1	1	1	1	1	2	2	2	1	3	1	1	1	3	2	2	1	2	2	1	1	1	2	1	2	1	1	3	2	1	1	1	1	2	1	2	1	2	1	2	2	1	1	1	1	2	2	1	2	2	2	2	1	1	2	2	1	3
21000	-311.642903307928520	-318.498391258887921	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595777698585551	3	2	1	4	4	5	6	5	6	6	5	5	7	9	8	7	6	7	7	6	7	7	8	6	8	8	8	9	10	6	7	8	9	10	11	10	9	11	8	10	11	11	11	11	12	10	9	12	13	14	13	14	13	14	14	14	12	15	2	3	0	2	3	4	11	3	4	6	5	0	7	5	9	9	4	8	12	12	4	17	8	8	9	30	20	18	37	6	30	22	26	25	28	18	18	47	30	31	18	25	37	18	38	21	18	25	42	44	44	18	31	38	45	45	43	45	1	1	1	2	2	1	1	3	2	1	1	1	1	3	2	1	2	2	2	1	3	1	3	1	2	1	2	1	1	1	1	1	1	1	2	2	1	2	2	3	2	2	2	1	1	3	2	3	2	3	2	3	4	1	2	2	1	2
21500	-260.650977550765049	-267.506465501724449	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.680315003065393	3	2	1	5	5	5	6	4	6	6	6	5	7	9	8	7	7	7	8	7	6	8	7	8	8	7	8	9	10	8	9	9	9	10	11	10	9	9	10	11	11	11	11	11	12	12	12	12	13	14	12	14	13	12	14	14	15	15	2	3	0	2	8	2	5	3	6	4	8	0	7	24	16	6	9	7	12	12	4	17	5	5	9	9	20	18	18	21	30	25	26	25	28	38	18	18	31	21	18	34	37	38	35	40	29	42	42	47	44	45	46	43	45	45	56	45	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	2	1	1	2	2	2	1	1	2	2	2	1	2	2	1	3	2	1	2	2	1	1	2	1	2	1	1	2	1	1	2	1	1	3
22000	-270.749946203689035	-277.605434154648435	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.676758682070823	3	2	1	6	7	5	6	6	6	6	5	6	7	9	8	7	7	7	9	7	8	8	8	8	8	8	8	9	9	9	8	9	9	10	11	9	9	10	10	9	11	11	10	11	12	11	12	12	13	14	13	14	13	14	13	12	15	14	2	3	0	6	8	2	11	11	6	6	3	0	7	5	9	6	9	11	12	12	4	17	13	8	16	16	20	18	18	4	4	16	25	26	28	18	18	29	40	10	18	33	37	38	37	31	38	34	48	38	44	56	46	29	28	41	50	56	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	3	1	2	1	1	2	1	1	1	1	2	2	1	2	1	2	2	2	2	1	1	3	3	1	1	1	2	2	1	1	1	3	2	2	2	4	3	1	1	2
22500	-262.944765779967213	-269.800253730926613	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619591445964361	3	2	1	6	7	5	6	5	6	6	5	6	7	9	7	7	7	7	8	7	8	8	7	8	8	8	8	9	10	7	9	9	9	9	11	10	10	11	10	11	11	11	11	11	12	11	12	12	12	14	13	14	13	14	14	13	14	15	2	3	0	6	3	2	8	3	6	6	3	0	7	5	9	9	9	8	12	12	30	17	8	8	17	9	20	18	18	10	21	25	26	16	28	28	18	29	21	30	18	26	29	28	41	31	41	42	42	44	41	45	46	37	45	29	47	35	1	1	1	1	4	3	1	3	1	1	3	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	2	2	1	1	1	1	2	2	1	2	1	2	3	2	1	1	2	1	2	1	1	1	2	2	2	2	2	2	2	1	3
23000	-268.682769177410762	-275.538257128370162	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.630546879268801	3	2	1	6	4	5	6	6	5	4	6	5	7	9	8	6	7	7	9	7	7	8	8	8	8	7	8	9	9	8	9	9	9	9	11	10	10	11	10	11	11	10	11	11	12	12	12	11	13	14	12	14	12	13	14	13	15	15	2	3	0	6	3	10	5	5	10	2	5	0	7	24	17	9	9	5	20	12	6	9	11	8	26	16	12	18	18	6	22	25	26	25	28	18	29	29	30	30	29	25	37	36	35	31	38	42	42	44	38	45	31	36	45	45	50	45	1	1	1	1	2	1	1	2	1	2	2	1	1	1	1	1	1	2	2	1	2	3	1	2	1	1	3	2	2	2	1	1	2	1	2	2	1	2	2	2	2	2	1	1	1	3	1	1	3	3	1	2	2	2	2	1	1	2
23500	-297.741055530174549	-304.596543481133949	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675576766342811	3	2	1	6	4	5	6	5	6	3	5	5	7	7	7	6	7	7	6	6	8	8	8	8	7	7	8	8	10	9	7	9	9	10	11	10	10	11	10	11	9	10	11	11	11	11	9	12	13	14	13	14	13	13	14	13	15	15	2	3	0	6	3	10	11	5	6	2	5	0	7	8	9	10	9	8	12	12	31	16	8	14	16	16	20	18	41	9	6	25	26	16	36	18	41	47	21	30	18	25	37	36	47	30	18	42	34	44	38	45	46	43	56	41	29	56	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	3	1	2	1	1	1	1	2	1	1	1	2	1	1	3	2	2	2	3	1	2	1	2	1	2	1	2	1	1	2	2	2	1	1	2	1	3	1	1	1	1	3	2
24000	-270.130550164760336	-276.986038115719737	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.569404982283906	3	2	1	6	7	5	5	4	6	4	6	6	6	7	8	7	5	7	8	7	7	8	8	8	8	8	8	9	10	9	9	9	9	10	11	10	10	10	10	9	9	11	11	11	11	11	11	12	13	14	12	14	13	13	14	13	15	13	2	3	0	6	11	10	8	3	17	2	7	0	7	8	9	10	10	13	12	12	4	9	14	14	16	16	20	18	18	21	10	25	26	26	41	28	28	41	30	21	18	30	37	38	29	10	29	42	42	44	44	45	39	43	45	28	52	45	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	2	4	1	1	1	2	1	1	1	1	2	2	1	1	1	1	5	1	1	2	2	1	2	1	2	2	2	1	1
24500	-261.065748319733018	-267.921236270692418	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.712057042685268	3	2	1	4	7	4	6	4	6	6	5	6	7	9	8	7	5	7	9	7	7	8	8	8	8	8	8	9	10	8	9	9	9	9	11	10	10	11	10	11	10	11	11	11	11	11	12	12	13	14	12	14	13	13	14	14	15	15	2	3	0	2	8	2	11	3	17	4	8	0	7	24	9	17	6	7	12	12	10	9	13	5	16	16	20	18	18	21	21	16	26	16	41	28	18	41	31	10	18	16	41	28	29	31	38	42	42	44	44	45	46	29	45	45	47	45	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	2	1	1	3	1	1	2	1	1	1	1	1	2	2	1	1	2	1	2	1	1	2	1	1	2	3	1	1	2	1	2	1	1	2	3	1	2	1	2	2	1	2	2
25000	-270.275298814444341	-277.130786765403741	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675293960569157	3	2	1	4	7	5	6	4	5	6	6	6	7	9	8	7	6	7	8	7	7	8	8	8	8	8	8	9	9	9	9	8	9	10	11	9	10	9	10	11	11	9	9	11	12	12	12	12	13	14	13	14	13	14	14	14	13	15	2	3	0	2	7	4	8	3	4	6	8	0	7	11	17	17	9	11	12	12	10	17	7	8	16	10	20	18	18	21	21	16	25	26	28	18	43	18	22	31	43	25	18	38	35	31	41	34	48	44	44	45	46	29	45	35	38	45	1	1	1	2	1	1	2	2	1	1	2	1	1	2	2	1	1	1	2	1	1	2	1	3	1	1	1	2	2	2	2	1	1	2	2	1	1	1	2	1	2	1	2	1	1	1	1	2	1	3	1	2	1	4	1	2	3	2
25500	-290.136740962994509	-296.992228913953909	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.716198862610011	3	2	1	3	7	4	4	3	6	6	6	6	7	9	8	7	7	7	7	7	7	8	5	8	7	8	8	9	10	9	9	9	9	10	10	10	10	11	7	11	8	11	11	11	12	12	11	12	13	14	13	14	13	14	14	12	14	15	2	3	0	2	11	4	8	3	6	4	7	0	8	24	9	6	9	8	12	12	10	17	8	8	10	10	20	18	18	21	39	26	26	26	28	28	18	29	10	30	13	30	37	29	28	31	29	34	42	44	29	56	46	43	35	28	47	52	1	1	1	1	1	1	1	2	2	2	2	1	3	1	2	3	1	2	1	1	1	1	2	4	1	2	1	1	1	2	2	1	1	2	1	1	1	1	1	2	1	2	1	1	3	2	1	2	2	2	3	2	1	3	2	2	2	1
26000	-278.524700925410343	-285.380188876369743	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677151610419116	3	2	1	3	7	5	6	4	6	6	6	6	5	8	8	7	7	7	9	7	8	8	7	8	6	8	8	9	9	7	9	9	9	10	10	10	10	11	8	11	9	11	11	11	12	11	12	12	13	13	13	14	13	13	14	12	14	15	2	3	0	2	7	4	13	3	6	4	13	0	8	3	10	25	9	13	12	12	30	9	11	5	4	16	20	18	18	10	39	22	26	26	28	41	28	41	30	30	18	26	37	41	28	31	29	42	42	44	44	56	46	43	45	28	56	45	1	1	1	1	1	2	1	2	1	2	1	1	1	3	1	1	1	2	2	1	1	2	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	2	1	4	2	3	1	2	1	2	1	1	2	2	2	2	2	1	2	3	1	3
26500	-272.573984041964536	-279.429471992923936	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.692487556467115	3	2	1	5	6	4	6	4	5	6	5	6	7	6	8	7	7	7	9	7	7	8	7	8	8	8	8	8	10	9	9	8	9	9	11	10	10	11	10	11	8	10	11	10	12	12	10	12	11	14	13	13	13	14	14	14	14	15	2	3	0	6	8	2	11	3	6	4	8	0	7	8	17	9	9	11	12	12	10	17	11	14	16	16	20	18	41	21	21	16	17	26	28	18	18	41	31	21	18	34	37	41	38	39	41	42	42	35	44	45	46	29	35	52	44	52	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	2	2	3	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	3	2	2	1	1	2	1	1	1	2	1	2	2	2	1	2	3	1	1	3	3	1	1	2
27000	-283.371647940286209	-290.227135891245609	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593951010797367	3	2	0	5	7	4	6	3	5	6	5	6	5	9	6	6	7	7	9	7	8	8	8	8	8	8	8	9	9	8	8	9	9	10	11	10	10	10	9	9	8	11	11	11	12	12	10	12	12	13	13	11	13	13	14	14	15	15	2	3	0	6	13	2	13	3	6	4	8	0	8	24	9	9	6	13	12	12	17	17	13	5	16	17	20	41	18	6	4	25	25	26	28	18	29	41	30	17	18	34	37	29	52	21	41	42	42	44	44	36	46	37	52	52	38	29	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	3	2	2	1	1	1	3	1	2	1	1	1	2	3	2	1	1	1	1	2	1	2	1	2	1	1	1	2	1	2	2	1	1	2	2	1	1	3	2	2	4	4
27500	-263.920503184780216	-270.775991135739616	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.707652366485204	3	2	1	6	5	5	6	5	6	5	6	6	7	9	8	7	7	7	8	7	7	7	8	7	8	8	8	9	10	8	8	8	9	10	11	9	10	10	10	10	8	11	11	11	12	12	11	12	13	13	12	14	13	13	14	14	15	14	2	3	0	6	3	2	8	3	10	2	5	0	7	5	17	10	9	11	12	12	4	10	8	5	9	16	20	18	18	21	6	16	25	26	28	41	28	18	31	30	18	34	37	38	35	31	41	42	42	44	44	45	46	47	45	45	41	45	1	1	1	1	3	3	1	2	1	2	1	1	1	3	1	1	1	1	2	1	1	2	3	2	2	1	1	2	2	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	3	2	1	1	2	1	1	1	2	2	2	4	2
28000	-273.513319941157590	-280.368807892116990	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.659599798184793	3	2	1	5	5	5	6	4	6	3	6	6	7	9	8	7	7	6	8	7	7	8	8	8	8	8	8	9	10	9	9	9	9	10	11	10	10	11	10	11	8	11	11	11	12	10	12	12	12	14	13	14	13	13	14	13	14	15	2	3	0	10	3	10	8	3	10	2	5	0	7	8	17	9	9	5	20	12	4	17	5	8	16	21	12	18	18	4	21	25	26	26	37	18	41	28	21	30	18	34	37	29	36	21	29	42	42	44	44	45	46	37	56	45	37	56	1	1	1	2	3	2	2	2	1	1	1	1	1	3	1	1	1	1	1	1	2	1	2	2	1	1	1	2	3	3	2	1	1	2	1	2	2	2	3	2	2	1	1	1	1	2	1	1	1	2	2	2	2	2	1	1	2	2
28500	-273.053780207262832	-279.909268158222233	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.533726486699764	3	2	1	6	7	5	5	3	6	4	5	6	7	9	7	7	7	7	9	7	8	8	8	8	8	8	8	9	10	9	8	9	9	10	11	9	10	11	10	11	11	11	8	11	12	12	12	12	13	14	13	12	13	14	14	14	14	13	2	3	0	6	11	10	8	3	10	2	8	0	7	24	9	9	9	11	12	12	4	17	7	8	16	16	20	18	18	6	4	16	26	26	28	18	18	29	31	17	29	26	18	29	28	39	29	34	34	44	44	29	46	37	58	18	41	45	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	2	1	2	1	3	4	1	1	1	1	2	1	1	2	1	2	2	2	2	1	2	3	1	2	1	1	3	1	1	1	2	2	2	2	1	2	1	5	2	1
29000	-274.705396780690080	-281.560884731649480	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.730573592001656	3	2	1	6	4	4	5	6	5	6	6	6	7	9	8	6	6	7	9	7	7	6	8	8	8	7	8	9	10	7	8	9	9	10	11	9	10	11	10	10	11	11	11	11	12	11	12	12	13	14	12	14	13	14	11	14	14	12	2	3	0	6	3	2	5	5	6	6	7	0	11	8	9	9	6	7	12	12	6	9	13	5	16	17	20	18	18	4	30	16	26	25	28	18	18	29	21	21	37	26	37	29	28	40	41	42	34	44	44	58	46	37	29	58	47	55	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	2	1	1	1	2	1	1	1	3	1	1	2	2	2	2	1	2	1	2	3	1	3	1	1	2	1	1	1	1	3	1	2	2	2	1	2	2	1
