step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83
1	-1325.420989169134145	-1334.471832549585542	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.616531091290762	-1	0	12	10	13	8	15	17	16	15	17	23	18	27	27	24	41	37	25	24	29	37	30	38	30	34	34	39	36	38	38	41	38	39	42	39	45	43	43	38	38	45	43	41	47	39	52	45	53	54	44	48	50	44	44	47	45	53	58	48	52	49	51	54	51	49	55	54	49	49	45	62	64	52	50	62	57	54	56	58	62	55	58	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-435.255496212217622	-444.306339592668962	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973393420603571	0	2	13	12	7	3	15	17	9	16	16	25	20	24	26	19	41	31	24	26	25	32	29	35	28	29	30	34	36	39	36	39	40	38	43	36	45	40	47	35	32	44	37	41	47	36	49	47	48	45	33	49	44	42	44	44	46	53	54	43	50	52	47	51	45	46	49	57	43	45	46	52	61	53	53	59	55	52	57	53	61	57	60	0	1	1	1	2	1	5	7	1	6	9	16	5	11	19	9	21	19	16	3	16	10	14	18	19	13	8	12	25	46	18	29	29	26	29	27	28	28	17	20	16	28	51	43	65	14	33	53	44	29	21	42	34	28	36	29	19	67	42	31	55	49	17	65	43	17	70	42	41	32	44	71	68	70	47	58	46	61	80	46	39	53	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-433.752881533516700	-442.803724913968040	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984519230888146	-5	2	12	7	11	0	9	14	16	13	19	15	16	29	18	21	37	39	24	25	27	35	27	42	32	33	36	39	37	40	37	37	33	39	45	39	46	43	45	37	41	47	42	41	45	37	53	43	49	53	42	41	49	46	43	48	46	45	57	52	46	45	49	58	47	40	51	54	46	49	44	55	60	54	49	58	55	52	51	61	62	53	60	0	1	2	6	4	1	2	7	5	2	3	7	10	20	10	10	20	32	8	11	11	23	3	29	13	15	14	17	14	25	33	26	20	21	34	25	32	25	44	26	11	43	31	31	17	22	57	33	52	61	27	2	37	51	40	35	17	20	75	52	48	36	45	78	51	22	62	39	34	52	28	39	47	69	23	68	41	37	54	53	68	75	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-422.483423352048760	-431.534266732500100	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998749722001051	-3	1	14	10	14	4	13	17	17	13	16	19	22	20	28	24	40	37	22	20	28	33	29	39	30	33	34	35	33	40	39	40	40	32	43	39	47	45	40	42	38	46	45	43	48	34	53	34	54	50	44	42	51	44	39	49	46	52	52	49	45	48	48	50	53	46	52	54	49	40	43	59	62	52	47	49	54	47	56	54	62	58	54	0	1	6	1	2	2	4	4	7	2	10	5	10	9	13	20	25	21	7	11	9	21	8	25	8	25	21	15	25	46	29	48	48	19	26	27	52	36	34	25	34	18	44	55	28	15	39	21	45	46	18	28	51	55	15	18	22	56	62	36	15	55	54	37	66	40	33	78	34	26	27	56	60	37	40	66	60	70	47	43	35	59	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-438.881646041199645	-447.932489421650985	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.974503725694161	-5	1	7	10	13	6	7	20	18	19	18	18	14	30	22	28	37	38	28	26	34	40	31	33	33	32	26	39	32	39	24	42	30	42	41	41	44	35	45	31	38	37	40	38	48	34	46	45	53	50	39	49	45	37	43	48	35	45	54	50	50	41	54	51	47	45	53	54	51	44	40	62	66	52	49	58	55	50	58	53	58	58	45	0	1	1	7	6	2	1	4	7	4	13	13	2	15	4	31	21	57	31	13	15	25	11	16	19	9	10	21	19	38	12	41	15	46	17	46	71	8	26	31	25	26	29	24	34	31	36	29	53	48	38	34	35	29	46	43	13	57	52	39	62	54	39	53	55	43	34	52	43	71	57	79	49	56	17	59	47	56	80	56	52	68	21	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-437.845406263098539	-446.896249643549879	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.971999350778395	-3	3	9	13	15	6	16	19	10	17	15	23	8	22	24	24	41	42	22	22	29	28	27	40	30	28	36	38	33	37	33	40	37	40	38	40	36	38	43	35	36	40	42	42	45	38	52	40	54	52	47	49	51	45	46	43	48	52	54	44	55	47	53	52	49	51	46	51	46	43	47	62	65	55	52	61	48	49	51	54	61	53	60	0	1	2	2	13	1	3	7	6	4	9	11	1	10	11	5	38	21	10	4	8	14	19	23	21	8	15	25	26	19	23	22	31	37	25	29	26	25	41	29	20	35	31	36	34	21	51	22	41	65	48	70	78	46	28	38	24	32	35	35	54	36	51	53	62	36	32	54	17	23	39	69	81	53	41	59	45	18	51	77	69	71	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-437.614364046199910	-446.665207426651250	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999685825726830	0	4	10	8	14	4	16	16	13	16	18	21	12	20	25	26	32	31	28	27	17	40	24	32	30	25	33	40	35	37	39	39	35	38	40	38	34	43	47	38	28	45	34	40	42	40	43	45	48	53	44	49	52	47	36	42	45	54	53	42	54	49	42	56	46	50	56	54	49	46	39	63	63	53	50	57	57	48	55	50	55	47	57	0	1	1	2	4	1	3	2	4	3	13	9	1	13	10	8	19	41	23	26	3	18	3	41	10	14	19	24	19	26	18	24	12	25	27	19	14	28	38	19	23	63	24	40	40	25	34	32	51	60	43	63	51	45	15	33	71	80	71	18	56	44	31	49	24	56	69	65	65	31	27	76	65	82	25	63	82	34	70	51	49	37	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-427.676181797985691	-436.727025178437032	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979232272191061	-1	4	11	11	13	7	18	15	16	19	19	26	20	26	23	24	42	37	12	25	30	36	27	36	27	32	32	33	36	37	37	41	37	40	42	37	49	40	43	41	40	46	41	42	50	32	38	45	52	55	45	51	53	41	41	47	40	53	52	35	51	51	46	56	54	52	48	54	50	38	44	63	59	39	49	60	59	54	50	59	64	52	56	0	1	6	6	2	1	4	19	3	4	19	10	3	10	6	7	26	28	2	13	23	10	11	26	19	16	15	15	27	46	14	31	23	18	31	14	44	70	29	70	29	28	26	41	32	16	28	47	47	61	30	70	40	46	30	47	27	56	42	46	38	70	35	58	39	75	39	34	63	21	24	68	53	27	35	50	56	54	18	68	64	48	37	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-428.289287042404396	-437.340130422855736	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998001503554023	-2	2	12	7	17	12	18	15	12	14	9	24	19	28	29	25	40	40	23	22	27	35	32	38	32	26	33	44	37	34	36	43	30	42	38	37	38	41	44	38	35	45	41	43	43	42	51	46	54	45	41	43	45	45	44	47	48	55	58	45	45	46	48	56	49	40	53	46	50	50	49	57	52	43	52	59	46	50	49	52	52	53	57	0	1	4	2	6	11	3	11	2	11	2	13	5	19	5	10	30	36	9	3	12	15	14	41	21	13	21	22	22	23	12	30	13	36	14	15	25	31	37	27	14	31	22	17	40	36	32	40	63	27	30	40	37	46	34	34	39	68	81	18	43	18	46	73	45	41	43	14	48	18	54	47	38	17	55	49	45	17	45	46	17	39	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-413.730209662824961	-422.781053043276302	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973120797480298	-4	1	15	7	10	9	17	18	13	18	15	24	20	23	26	25	42	35	27	26	28	31	31	37	29	35	35	34	36	37	37	39	35	29	41	35	46	46	41	41	40	40	43	34	47	28	53	43	48	52	40	51	41	45	43	47	47	53	59	41	53	47	52	49	49	51	50	55	45	49	47	52	64	50	49	55	56	56	56	57	59	43	54	0	1	2	2	2	4	9	9	6	5	6	5	11	7	7	8	27	16	8	8	11	19	7	23	15	16	25	12	15	22	28	46	21	13	26	21	48	33	24	36	44	36	24	16	39	16	57	29	39	48	25	82	34	32	18	48	41	43	83	26	65	41	74	37	55	62	82	82	32	35	35	69	78	56	53	63	72	64	61	83	75	21	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
