step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64
24000	-472.568515523543454	-470.929816502865265	-1.638699020678180	0.000307564234677	0.000069016075582	0.224395647479616	0.342265096680315	0	2	2	8	9	11	10	10	11	12	13	12	13	13	15	13	14	15	15	16	18	17	17	18	20	19	21	18	17	21	22	21	23	23	23	24	24	22	23	23	24	21	22	25	23	24	22	24	24	24	26	26	27	28	28	25	29	29	29	30	30	32	34	33	0	1	1	0	4	5	4	0	4	8	12	9	9	7	12	7	4	16	16	19	14	9	15	14	19	12	24	29	18	24	12	24	27	21	31	16	42	14	25	38	28	22	28	43	29	27	26	43	14	33	28	49	42	36	47	22	31	47	22	53	36	60	43	19	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	4	2	2	1	2	3	1	3	3	2	2	1	1	2	4	2	1	3	1	5	2	4	2	1	3	3	1	3	5	1	2	1	5	1	4	1	3	2	3	3	3	4	5	2	4	2	3	8
24500	-441.636915954938956	-440.121475223467314	-1.515440731471630	0.000260698404590	0.000074126480095	0.284338065710907	0.494908972956466	1	2	3	7	10	12	9	10	11	13	14	11	14	11	15	14	15	16	15	14	19	15	18	20	20	19	21	21	20	21	21	22	23	22	19	24	23	21	24	22	23	24	23	24	22	25	21	23	24	24	27	26	26	27	29	28	28	29	32	31	31	31	33	33	0	1	1	0	4	7	4	0	4	9	5	5	6	7	10	5	12	6	13	5	15	6	19	18	17	6	17	15	23	26	29	35	38	22	13	24	45	26	21	24	21	43	47	28	24	17	21	12	48	40	21	43	33	46	47	33	40	20	52	54	55	25	45	40	1	1	1	1	2	2	1	1	2	1	2	1	1	1	1	2	2	2	1	3	1	2	2	2	2	4	3	3	1	1	1	2	1	7	2	2	1	1	2	1	1	1	1	1	1	4	1	5	1	1	4	1	1	2	5	2	4	5	3	2	1	5	4	6
25000	-401.413937388711474	-399.847283290111761	-1.566654098599716	0.000263605367669	0.000067353813826	0.255510024024980	0.480919455558749	1	2	3	8	10	12	9	11	11	12	13	13	14	12	14	14	16	15	16	16	19	17	18	19	20	17	22	20	20	21	22	22	22	23	21	22	24	23	23	22	24	25	23	24	21	25	22	25	22	22	26	26	26	27	29	26	30	28	30	31	31	31	34	33	0	1	1	0	4	5	4	0	4	4	6	14	9	7	7	14	12	15	18	18	12	17	15	19	17	14	28	19	24	25	30	26	21	26	22	29	21	20	30	45	13	29	31	29	22	25	26	41	26	21	19	31	44	47	37	46	55	35	52	53	55	37	45	60	1	1	1	1	1	1	1	1	1	2	1	1	1	2	4	1	1	1	1	1	3	1	2	1	2	2	1	1	1	1	1	2	1	2	2	1	2	3	2	1	3	2	1	2	2	2	3	1	3	1	5	2	1	3	3	1	1	3	2	2	1	4	8	1
25500	-444.006978712161754	-442.553316001523001	-1.453662710638765	0.000294956059849	0.000098073878885	0.332503352991130	0.413289450146306	1	3	4	7	10	11	9	9	11	13	13	12	14	10	12	13	14	16	16	15	17	17	19	19	21	20	21	21	20	21	22	20	22	22	23	22	23	22	23	20	24	24	24	25	24	25	24	25	25	24	27	23	26	28	29	27	30	28	32	31	31	29	31	31	0	1	1	0	4	14	4	0	5	4	14	8	7	7	7	14	14	16	5	6	8	9	20	19	19	15	21	23	16	18	16	13	23	17	24	18	24	15	32	22	20	28	37	13	10	17	29	39	30	32	19	19	46	42	35	45	44	44	46	37	37	32	51	52	1	1	1	1	1	1	1	1	1	3	1	1	3	1	2	1	2	2	3	2	4	2	2	2	2	5	2	1	4	2	4	2	1	5	2	4	2	3	1	2	5	2	1	5	4	6	3	1	1	2	5	2	1	2	4	1	2	1	4	4	5	5	2	4
26000	-417.610150648227659	-416.138343282434050	-1.471807365793631	0.000224055550837	0.000070845301538	0.316195252799930	0.471372870407830	1	2	4	8	10	11	10	9	11	11	13	10	13	12	14	14	15	16	17	16	19	18	17	20	20	19	21	20	19	21	21	19	23	23	23	23	22	21	23	21	24	24	24	24	24	25	23	25	23	24	25	25	25	27	27	27	28	28	31	31	31	32	34	33	0	1	1	0	4	4	4	0	12	4	7	4	7	7	14	14	10	15	18	13	19	18	13	13	20	20	7	22	16	21	18	17	40	20	32	38	31	22	25	18	23	27	25	24	21	27	32	34	19	27	33	21	19	42	40	46	44	37	24	47	53	61	19	19	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	2	3	2	1	4	1	3	1	2	2	1	3	2	1	1	1	2	2	5	2	2	2	2	2	2	1	4	2	1	3	4	2	3	1	3	2	4	5	2	1	10	8
26500	-416.309685035647021	-414.932565170007081	-1.377119865639932	0.000357224029221	0.000162431171205	0.454703933437454	0.458875127338194	1	3	3	7	8	12	9	11	12	12	13	13	14	10	15	13	15	15	16	16	18	16	18	18	18	19	20	20	21	19	22	22	23	20	21	24	23	22	23	21	25	24	24	24	24	23	21	24	25	25	27	25	27	27	28	26	29	29	32	31	31	30	33	32	0	1	1	0	4	4	4	0	4	4	7	14	9	5	13	14	12	16	12	8	18	16	13	12	17	9	30	16	15	23	27	24	29	19	21	31	34	28	25	28	46	32	27	26	18	9	28	35	34	34	37	26	26	32	56	45	53	45	31	54	52	28	60	53	1	1	2	1	1	2	1	1	3	2	2	1	1	1	1	1	1	1	2	3	1	2	2	2	1	3	1	2	3	1	1	2	1	2	2	2	1	2	2	1	2	1	1	3	4	6	1	2	3	3	2	3	3	3	1	1	1	2	3	2	3	5	1	2
27000	-449.483834728495196	-447.961448275801899	-1.522386452693280	0.000213425638500	0.000059755144893	0.279981099334710	0.402939094242255	1	2	3	8	10	8	9	10	11	12	13	13	14	13	13	14	16	14	16	17	18	17	17	19	20	19	22	20	19	21	21	22	21	22	21	24	24	21	22	23	24	24	22	25	23	25	24	23	22	25	27	22	27	27	28	26	29	29	32	30	30	30	33	32	0	1	2	0	7	1	4	0	5	4	7	9	15	7	9	14	10	10	8	8	10	10	13	16	13	13	25	22	21	20	22	10	16	17	17	18	34	25	17	34	12	45	19	24	22	35	28	49	21	24	44	29	18	46	54	41	45	39	52	24	50	55	21	53	1	1	1	1	1	3	1	1	1	2	2	2	1	2	1	1	3	2	3	5	4	2	2	2	4	2	1	2	1	2	2	4	3	2	2	8	1	1	5	1	3	1	3	4	3	3	1	1	2	3	1	3	7	1	1	1	2	5	5	7	2	1	6	2
27500	-457.537149484535234	-456.144769918633756	-1.392379565901453	0.000275653705920	0.000114739174588	0.416243903577506	0.405007727423487	1	2	3	8	10	11	9	10	11	12	14	12	14	11	15	13	15	15	17	17	18	17	18	19	17	20	20	21	21	22	22	20	23	22	22	23	24	22	24	21	24	23	21	24	23	22	24	25	25	24	25	25	27	28	26	28	29	29	29	31	31	30	33	33	0	1	1	0	2	7	4	0	4	9	4	5	8	7	14	14	11	10	17	18	17	13	11	15	17	17	25	16	21	26	21	15	43	19	19	21	38	24	18	20	28	30	10	24	11	22	25	45	19	33	10	12	47	49	30	16	55	24	37	59	62	35	31	31	1	1	1	1	3	1	1	1	1	1	3	1	1	1	2	1	1	2	1	1	3	1	1	1	1	3	1	4	2	2	2	3	1	3	3	2	1	1	4	2	2	1	4	2	4	3	4	1	4	1	9	6	2	2	2	8	2	3	2	1	1	4	5	8
28000	-403.339570018372399	-401.912821047223417	-1.426748971149002	0.000214883972573	0.000077768519024	0.361909350859010	0.666143232080323	0	2	3	8	10	11	10	10	11	12	12	12	15	12	14	13	16	16	16	15	19	18	19	19	20	18	21	21	20	22	22	21	22	21	22	23	23	22	23	23	25	25	23	23	23	25	21	23	24	24	26	25	26	27	28	26	30	30	30	31	31	28	30	31	0	1	1	0	4	4	4	0	5	5	7	7	16	7	7	14	14	10	20	6	16	18	19	16	21	10	29	19	22	13	28	25	32	17	18	28	47	16	47	28	22	50	28	27	35	30	25	31	43	25	30	21	48	34	39	33	53	54	40	62	62	35	45	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	1	2	2	1	1	3	1	3	1	1	1	3	1	1	1	2	3	1	1	3	1	1	4	1	1	1	1	1	1	1	1	1	1	2	1	3	3	2	1	2	3	1	2	4	2	2
28500	-450.882373043716427	-449.409906368443899	-1.472466675272514	0.000296526695189	0.000093596701627	0.315643424841567	0.483031242262424	0	2	3	7	10	11	9	10	12	11	13	12	14	12	13	13	15	15	16	15	19	17	17	17	21	19	20	20	21	20	23	22	22	21	22	22	23	22	24	22	25	25	23	23	23	25	23	24	22	24	26	25	27	27	29	28	30	28	32	31	29	30	33	32	0	1	1	0	7	2	4	0	4	4	7	8	3	7	4	10	6	14	16	12	24	7	13	16	14	14	26	24	26	24	25	26	27	17	19	25	35	19	26	25	30	31	25	22	19	29	32	44	6	27	25	25	27	26	7	40	44	50	42	58	49	37	64	55	1	1	2	1	1	3	1	1	3	2	2	1	5	2	3	1	1	2	2	2	1	4	1	3	5	2	1	1	2	2	1	2	1	2	2	1	1	2	2	1	2	1	1	2	3	2	1	1	4	3	4	4	3	3	9	3	3	2	4	1	3	3	1	2
29000	-400.035768756342634	-398.590857759492280	-1.444910996850380	0.000272714256611	0.000093068560217	0.341267674719988	0.542299962984314	1	2	3	7	9	12	9	10	12	12	12	12	13	10	14	14	16	15	17	16	19	18	18	20	20	18	21	20	20	21	22	20	23	22	23	23	23	20	24	22	24	25	23	25	24	24	23	24	24	24	26	23	26	26	27	28	29	30	32	31	31	32	32	32	0	1	1	0	4	14	4	0	5	8	14	4	11	7	11	12	12	6	18	15	19	16	15	18	21	19	23	23	5	32	13	26	28	25	31	18	40	22	40	25	29	24	27	19	15	32	29	31	35	34	42	19	24	40	39	32	42	56	45	54	41	39	33	45	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	2	1	1	2	1	4	1	6	1	1	1	1	3	1	1	1	1	2	2	1	3	4	2	1	1	1	1	1	4	4	2	2	4	2	1	4	2	3	4	4	3
29500	-373.024867598333742	-371.591592732141066	-1.433274866192657	0.000242917313195	0.000086006524257	0.354056790460756	0.685848531298819	1	2	3	8	9	11	10	10	12	10	12	10	14	12	14	14	15	15	16	17	18	16	17	17	20	18	21	20	20	21	23	20	21	22	21	24	23	21	23	22	24	25	23	25	24	23	24	23	24	25	26	26	27	26	29	26	29	29	32	31	31	29	33	33	0	1	1	0	4	5	5	0	5	5	7	4	8	12	8	14	14	16	16	5	20	18	12	16	26	17	15	24	19	28	38	20	21	33	32	21	21	24	33	35	21	43	30	36	28	27	32	33	33	43	31	31	44	49	34	47	52	56	31	57	58	37	31	45	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	1	1	1	1	3	1	1	4	1	1	1	3	1	1	1	1	2	1	1	1	2	2	2	1	1	4	1	1	1	2	2	1	1	2	1	2	2	1	1	4	1	1	1	4	1	1	3	5	5
30000	-348.028269860636044	-346.588262464566469	-1.440007396069575	0.000189476071983	0.000065650589156	0.346484854095719	0.727872966677875	0	2	3	8	10	12	10	10	12	11	13	12	13	11	15	13	15	15	17	17	18	18	19	18	20	19	20	20	20	22	22	21	23	23	23	23	23	23	24	21	24	24	24	24	23	25	22	24	24	24	26	26	27	27	28	26	29	29	33	30	31	31	32	32	0	1	1	0	4	7	4	0	4	7	4	4	14	4	10	10	12	10	18	18	6	15	21	20	26	17	26	26	24	27	24	25	32	26	47	20	32	40	37	29	23	31	33	31	21	26	26	30	33	25	24	48	44	50	28	46	54	37	45	55	55	54	53	45	1	1	2	1	1	1	2	1	2	1	3	2	1	2	2	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	3	1	2	1	1	1	1	2	1	1	1	3	3	2	1	1	2	3	1	2	2	4	1	1	3	5	1	1	1	2	3
30500	-420.451397129885095	-418.953974143204221	-1.497422986680885	0.000307839200132	0.000091262740961	0.296462376857901	0.476060890263726	1	3	3	8	9	11	9	11	11	12	12	13	15	12	14	13	15	15	16	16	17	17	18	18	21	20	22	18	20	20	23	22	23	22	21	21	22	22	24	21	24	24	22	23	23	23	22	24	23	24	26	25	25	27	28	27	29	28	32	31	32	31	32	33	0	1	1	0	4	7	4	0	7	8	7	11	14	7	10	14	14	6	12	5	11	11	20	21	17	20	22	21	13	20	22	20	9	21	19	18	23	22	21	12	37	6	18	18	36	35	17	49	17	30	31	45	49	27	32	40	44	48	52	57	38	44	45	36	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	3	2	2	1	1	5	2	2	1	2	2	3	3	6	2	2	3	3	2	5	3	1	6	3	4	1	1	4	1	3	2	2	1	1	2	3	2	3	2	3	1	5	4	4	6
31000	-390.776020224660328	-389.292573749632822	-1.483446475027516	0.000231403895383	0.000070998404348	0.306815942877344	0.580943210224701	2	3	3	8	9	11	10	11	11	11	13	13	14	13	15	13	15	15	17	15	17	18	19	18	20	18	22	21	21	21	22	22	21	22	22	23	23	22	24	21	23	24	22	24	24	25	23	24	24	25	25	26	27	27	27	27	30	29	32	31	32	31	33	33	0	1	1	0	4	7	4	0	4	5	10	6	7	10	11	6	6	13	18	16	17	19	15	18	17	13	28	14	22	18	18	10	16	28	25	33	23	18	30	21	27	43	26	32	33	28	25	34	35	33	30	28	51	39	50	28	55	55	45	53	55	32	52	52	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	4	2	1	5	1	3	4	6	3	1	1	1	1	5	2	2	1	2	2	1	1	2	2	1	1	1	2	2	1	2	2	3	1	1	2	3	2	5	3	4
31500	-446.044475660492765	-444.571090131365679	-1.473385529127096	0.000204303407269	0.000064330785510	0.314878671728976	0.489056680376551	1	2	3	7	9	11	10	11	11	13	14	12	13	12	15	14	15	16	16	16	18	18	18	19	20	17	22	21	19	22	23	21	22	22	22	24	23	20	22	22	23	24	24	25	22	24	22	24	25	24	24	25	25	28	28	27	29	28	31	31	31	31	33	34	0	1	1	0	4	5	4	0	4	9	7	8	7	7	16	14	10	10	14	11	17	20	20	18	19	20	22	25	18	38	24	21	38	22	17	28	45	24	19	12	9	38	47	22	22	21	26	32	39	40	29	31	45	43	46	39	46	41	28	51	44	47	40	44	1	1	1	1	1	1	2	1	2	1	2	1	2	2	1	1	1	2	3	2	1	1	1	1	1	1	2	1	2	1	3	1	1	1	3	1	1	1	5	4	5	2	1	4	2	3	3	1	1	1	2	1	2	3	1	3	2	3	4	3	4	4	4	6
32000	-399.096575241538517	-397.600021022373937	-1.496554219164570	0.000215455953134	0.000064007647791	0.297079968598113	0.416308792660905	1	3	3	8	10	12	10	10	11	12	12	13	15	13	14	14	15	15	16	16	19	18	19	18	20	18	21	21	20	21	22	21	23	23	22	24	22	22	22	22	24	25	23	24	23	24	23	23	24	23	27	25	24	27	28	27	29	29	32	31	32	30	33	33	0	1	1	0	4	7	4	0	7	2	4	2	7	4	10	7	14	11	8	13	9	13	12	14	22	11	21	26	26	15	13	26	27	32	27	31	23	28	27	27	28	43	30	27	21	27	29	29	40	39	31	22	38	48	50	38	56	34	57	47	19	27	45	24	1	1	1	1	1	1	2	1	1	3	3	5	3	2	1	2	1	2	3	1	4	1	4	2	1	2	1	2	1	4	3	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	4	3	1	2	4	2	1	3	2	3	7	5	5	7
32500	-475.851693772092347	-474.430415510286025	-1.421278261806296	0.000292426730115	0.000107888082481	0.368940563122987	0.586529938114220	1	2	3	8	9	12	9	11	11	13	13	13	15	11	14	13	16	15	16	17	17	15	19	20	20	19	20	20	19	22	20	21	22	23	21	24	24	22	23	22	24	25	24	24	24	24	21	24	23	25	24	25	26	27	28	27	28	30	32	31	32	31	34	33	0	1	1	0	4	14	4	0	5	6	6	8	15	7	12	14	15	10	12	22	17	10	13	26	12	22	20	29	20	27	18	16	31	25	10	31	27	16	28	31	20	38	34	24	31	32	13	33	19	28	40	19	52	34	40	50	31	21	44	54	58	26	21	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1	2	4	1	1	2	2	2	4	2	1	2	1	1	2	2	1	3	1	3	3	1	3	1	1	2	1	2	6	3	2	1	6	9	4
33000	-398.492716896755610	-396.981778172073859	-1.510938724681735	0.000290176195063	0.000083353598553	0.287251676640173	0.609188216701027	1	3	3	6	7	12	10	10	11	12	12	12	15	12	13	13	16	16	15	16	18	17	18	20	20	18	19	20	20	21	22	21	22	23	22	23	22	22	24	23	25	25	22	24	22	24	24	24	25	24	25	25	26	28	29	27	29	28	32	30	31	31	31	33	0	1	1	0	4	8	4	0	4	7	7	8	7	7	8	14	14	16	5	15	14	15	6	18	20	17	22	23	23	25	18	27	25	35	27	21	25	21	37	27	23	35	25	38	16	25	30	23	25	38	38	21	44	46	37	35	56	42	38	54	57	33	51	61	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	1	2	3	1	3	2	2	2	2	1	1	1	1	1	3	1	1	1	1	2	1	2	1	2	3	2	1	1	3	2	2	2	3	1	2	3	1	2	3	2	1	2	4	1	1	6	2	1
33500	-464.526141011943139	-463.149462785407252	-1.376678226535879	0.000220768501039	0.000100693934102	0.456106435601579	0.526346016670040	1	3	3	8	9	10	10	10	11	11	13	12	14	12	13	14	13	16	17	15	18	17	18	19	20	19	21	20	20	20	22	21	22	23	22	22	23	23	23	22	24	24	24	24	23	25	22	25	25	25	26	25	26	26	27	27	29	29	31	32	30	31	33	32	0	1	1	0	4	5	4	0	5	7	6	8	5	7	8	14	7	14	13	14	16	15	13	20	12	17	24	18	26	22	18	17	29	17	19	18	32	19	32	30	23	33	22	19	36	47	25	43	35	40	28	19	38	43	50	52	56	35	12	58	31	55	27	51	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	2	3	2	1	2	3	2	2	3	3	1	1	1	1	3	3	1	3	3	2	1	2	1	1	4	1	3	3	1	2	1	1	1	2	3	4	1	2	2	1	1	4	8	1	2	2	6	2
34000	-446.852352095889728	-445.339322976457652	-1.513029119432050	0.000292923713061	0.000083743890328	0.285889761032084	0.381990081738501	1	3	3	7	8	10	9	8	10	12	13	12	14	12	14	14	15	15	16	16	18	17	19	18	21	18	21	20	21	21	22	19	22	22	23	22	23	21	24	23	24	23	23	24	24	23	24	24	23	23	26	25	26	27	28	26	30	30	32	31	28	31	34	32	0	1	1	0	4	5	5	0	5	9	7	9	14	7	12	11	15	16	17	13	5	20	21	16	17	17	26	16	23	13	18	15	26	21	15	13	23	20	22	27	23	14	20	25	11	28	32	29	13	23	28	36	18	46	19	40	28	55	11	39	42	46	49	61	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	6	1	1	2	5	1	1	3	1	4	4	2	2	2	5	3	2	2	3	1	4	4	4	1	7	3	5	1	4	2	3	2	6	4	7	1	4	1	8	3	2	3	6	2
34500	-472.251709980322119	-470.828004312408495	-1.423705667913615	0.000258795911315	0.000094658831170	0.365766331813675	0.404626023008295	0	3	3	8	10	10	10	10	10	12	13	12	15	13	15	14	14	16	16	17	17	17	19	19	20	20	22	20	20	21	23	21	22	22	21	24	23	22	22	22	25	25	24	25	23	24	24	25	25	24	27	26	26	26	28	26	30	28	31	31	31	31	33	33	0	1	1	0	4	4	4	0	4	7	7	8	17	5	8	10	6	14	15	19	11	15	15	16	17	14	12	13	11	26	34	10	25	17	28	29	34	16	13	32	40	37	29	40	25	38	13	36	39	20	6	22	28	25	32	30	53	29	38	58	27	52	43	33	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	3	2	4	4	3	3	1	1	6	2	5	1	2	1	3	3	1	2	2	1	2	3	1	5	1	2	2	10	4	3	3	3	3	2	5	4	1	3	1	3	5
35000	-408.082526306300849	-406.639155105372481	-1.443371200928384	0.000206566166711	0.000070827548104	0.342880681921400	0.476120016564103	1	3	2	7	9	12	9	9	11	12	13	11	14	12	13	14	15	15	16	16	18	17	19	20	20	19	20	18	21	21	22	21	23	22	22	22	23	23	22	22	25	23	23	22	23	24	23	25	24	22	27	25	26	26	28	27	29	28	31	31	31	31	32	33	0	1	1	0	4	9	4	0	4	4	9	4	9	12	10	12	14	12	12	12	19	17	13	18	13	20	21	20	24	28	18	28	23	30	26	22	31	28	25	26	43	30	17	16	12	30	26	37	47	23	27	44	36	43	48	37	51	33	56	22	51	34	53	52	1	1	1	1	1	1	1	1	2	3	1	2	2	1	1	1	1	1	2	2	1	1	3	2	4	1	1	1	1	2	4	2	2	1	2	2	1	3	1	1	1	1	4	3	5	2	3	1	1	1	4	2	2	1	2	2	1	2	2	7	2	6	4	4
35500	-379.210300835025691	-377.776207395912422	-1.434093439113250	0.000296306194126	0.000104628376272	0.353108974252000	0.563447445070468	1	2	3	7	10	11	9	10	11	13	14	12	15	11	14	13	16	16	17	16	18	18	18	19	20	20	21	20	21	21	21	22	21	20	22	23	22	20	23	22	22	25	23	24	23	24	23	24	24	24	27	26	27	26	28	27	29	29	32	30	31	31	32	33	0	1	1	0	4	7	4	0	4	12	14	5	6	7	12	5	15	16	15	8	18	20	20	18	21	19	38	10	23	28	24	26	22	15	25	24	38	10	28	30	28	33	26	13	31	37	30	47	34	37	27	45	45	26	39	13	54	42	52	58	55	42	52	45	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	2	2	2	3	2	1	1	1	1	1	1	3	2	1	1	1	2	2	1	2	1	2	2	1	1	2	1	4	1	1	1	1	2	1	2	1	2	3	2	5	2	2	3	1	2	4	4	6
36000	-377.025432368875272	-375.579070872848661	-1.446361496026583	0.000197271356574	0.000067026596230	0.339768516799945	0.662351365024477	1	2	3	8	9	11	9	11	10	11	13	12	14	12	13	14	15	16	16	17	19	17	19	19	19	18	21	21	19	21	23	22	21	21	22	21	24	23	23	21	24	25	24	23	24	24	23	25	25	23	25	23	26	27	28	26	28	28	30	32	31	32	34	34	0	1	2	0	4	9	4	0	5	4	7	9	9	7	9	14	14	16	15	13	20	9	22	18	17	17	17	22	22	22	18	26	21	17	26	18	35	36	32	19	23	38	32	36	52	25	34	35	21	40	30	28	38	50	39	46	30	46	52	54	55	55	24	59	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	3	1	2	2	1	3	1	1	2	3	2	1	3	2	4	1	1	1	2	3	1	1	1	1	2	1	1	4	2	2	1	1	2	3	1	5	2	2	2	2	1	6	4
36500	-399.587073947594831	-398.154164730789262	-1.432909216805573	0.000251568863386	0.000089176816843	0.354482727485237	0.426592844108116	0	1	3	8	9	12	10	11	12	13	11	12	14	12	14	13	15	16	17	16	18	17	18	19	20	18	21	21	20	21	22	22	22	21	23	23	23	22	23	22	25	25	23	24	23	24	23	24	24	24	25	25	27	26	28	28	28	29	32	31	31	32	33	34	0	1	1	0	4	7	4	0	5	11	7	2	10	7	16	14	9	6	9	13	13	17	20	18	17	17	22	16	21	21	24	16	12	19	26	24	13	18	34	29	23	37	20	19	16	34	17	32	22	33	31	18	24	26	33	45	48	42	57	25	54	35	31	31	1	1	1	1	1	2	1	1	2	1	1	5	1	1	1	1	2	1	2	1	2	1	1	1	3	2	2	4	1	2	2	3	5	1	3	3	4	3	2	1	4	1	4	3	4	1	5	1	3	1	1	4	5	3	3	2	2	2	2	4	3	4	6	7
37000	-440.912695572792643	-439.486741774890504	-1.425953797902122	0.000276071184453	0.000100187463878	0.362904459141008	0.458872139112151	0	2	3	7	9	11	10	9	11	12	12	13	14	12	15	13	15	16	16	16	19	17	18	19	20	18	21	20	20	21	22	22	22	20	22	23	24	22	24	23	25	23	23	25	23	25	24	24	23	24	26	23	27	27	29	27	30	30	32	32	31	31	32	33	0	1	1	0	4	5	5	0	5	5	9	6	12	5	16	7	6	16	13	16	13	7	22	15	18	22	17	18	26	19	16	34	34	26	28	19	43	20	28	35	22	30	38	11	15	39	13	16	28	21	28	29	18	42	54	45	53	33	44	62	40	37	44	51	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	1	2	3	3	1	3	1	1	4	3	1	2	4	1	1	2	1	3	1	2	2	1	3	1	1	4	4	1	5	6	1	3	2	2	5	3	1	1	1	3	2	1	5	2	3	3
37500	-451.207940660923157	-449.626739884712663	-1.581200776210480	0.000240845481651	0.000059847812797	0.248490494349901	0.347548686414343	1	2	3	8	10	12	10	10	12	12	14	9	13	12	14	14	15	15	15	16	17	18	19	20	21	20	22	19	20	22	21	22	23	23	22	23	23	22	23	22	23	24	23	24	23	25	23	25	25	24	25	25	26	28	27	26	30	29	31	31	30	29	30	34	0	1	1	0	4	8	12	0	5	5	7	4	9	7	10	14	14	16	16	18	14	20	6	18	10	22	19	18	22	24	20	19	16	15	15	18	22	12	32	9	27	40	23	15	18	26	26	22	34	36	27	19	18	39	33	29	40	27	25	62	34	25	36	63	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	3	1	3	3	5	1	2	2	1	1	1	3	4	3	5	3	4	6	1	5	1	1	3	3	4	2	1	2	1	1	2	6	5	4	2	2	4	2	6	1	3	3	3	3
