step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100
24500	-555.537984506979114	-562.393472457938515	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.627379197117564	0	2	3	4	5	5	6	4	6	6	6	7	7	10	6	8	7	9	7	8	9	10	10	10	10	10	10	10	13	12	11	11	13	12	9	12	12	12	13	13	13	13	12	11	13	12	11	14	13	13	14	14	13	15	13	13	15	15	16	14	13	16	15	16	15	14	16	15	16	15	16	16	15	17	19	16	20	19	18	18	20	18	18	17	19	20	18	18	20	21	19	19	21	21	22	20	25	26	27	32	0	1	2	2	3	3	5	2	4	8	0	5	6	7	8	5	9	10	5	10	17	12	3	16	17	16	21	21	18	25	21	17	26	23	5	18	20	27	22	24	32	35	26	27	30	31	12	42	25	46	47	36	35	33	28	38	47	24	40	41	47	47	23	42	55	4	55	40	60	61	61	60	41	60	60	42	73	46	22	42	69	47	84	73	74	38	54	31	71	43	84	80	76	88	82	74	94	97	97	0	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	2	1	1	1	1	1	1	3	1	2	1	1	1	2	1	1	2	3	1	1	1	3	1	1	2	2	2	1	1	1	1	2	1	1	1	2	1	2	1	1	1	3	2	2	1	1	2	2	2	1	4	2	2	1	1	2	2	1	2	2	1	3	3	3	3	1	3	1	1	1	3	2	3	3	6	1	1	3	2	3	1	2	1	1	1
25000	-594.036311502743843	-600.891799453703243	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.534790656549313	-1	1	3	3	5	5	5	5	7	6	6	7	6	11	8	8	6	10	8	9	9	8	10	10	10	9	10	10	14	12	11	12	13	11	9	12	12	10	12	13	13	11	12	11	12	12	11	14	14	13	13	15	12	13	13	13	16	15	16	12	13	16	15	17	15	16	15	17	16	15	17	15	17	16	18	16	20	19	18	17	19	18	16	17	18	20	17	18	20	21	19	20	21	21	21	23	26	27	27	31	0	1	2	2	3	3	3	2	2	8	0	3	6	19	10	3	2	8	5	15	9	13	19	19	17	12	4	9	18	21	9	38	43	35	12	18	27	9	12	39	27	35	34	21	38	27	35	22	46	31	47	36	12	34	28	31	33	40	40	25	35	34	23	42	55	56	60	40	41	47	63	25	83	41	30	54	84	31	33	39	60	48	67	83	60	74	42	49	54	82	73	39	76	88	82	49	94	78	96	0	1	1	2	1	1	1	1	2	4	1	1	2	1	2	1	1	2	3	2	1	1	1	1	1	2	2	3	1	2	2	2	1	1	1	1	2	1	3	4	1	2	2	1	1	2	1	1	3	1	1	1	2	3	1	2	1	2	1	3	1	2	3	2	2	1	2	1	2	2	2	1	3	1	2	2	2	2	5	2	2	3	2	1	1	3	2	2	2	3	2	1	4	3	2	1	5	2	3	2	1
25500	-599.611189991635001	-606.466677942594401	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.543164783317578	0	2	3	4	5	5	6	4	5	6	6	6	7	10	7	7	6	9	8	9	9	9	10	10	10	9	9	11	12	12	10	11	11	12	11	12	12	10	11	13	12	13	13	11	13	12	10	12	14	14	13	14	13	13	13	13	14	11	16	14	14	16	15	16	14	15	16	16	16	15	16	16	15	17	18	16	20	20	18	18	19	17	14	18	20	18	18	18	20	18	19	20	20	20	23	19	25	24	27	32	0	1	2	2	3	3	5	2	4	8	0	3	5	19	10	3	9	8	5	10	2	12	16	12	9	5	9	38	18	9	27	17	12	26	47	18	20	9	22	58	27	26	26	27	27	31	19	13	46	46	22	36	39	33	28	25	33	6	40	41	35	19	43	42	28	56	83	58	28	19	35	56	83	41	41	57	73	49	22	64	69	61	38	73	67	60	64	32	82	42	83	80	87	49	90	49	98	94	94	0	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	1	2	3	1	2	2	1	1	2	1	1	2	1	2	3	1	1	1	2	3	2	1	1	2	2	1	1	2	1	3	1	1	2	1	1	1	1	2	3	3	2	1	1	3	1	2	2	1	1	3	2	3	2	2	1	3	3	1	3	3	4	2	1	1	2	2	2	2	2	5	2	2	2	1	2	4	3	3	1	2	3	1
26000	-548.539853171069012	-555.395341122028412	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.569502614631910	1	2	3	4	4	5	5	4	7	5	5	7	7	10	7	8	8	9	8	8	10	9	10	11	11	10	8	10	12	11	9	11	12	13	9	12	11	12	11	13	12	13	12	11	12	10	12	13	14	13	14	13	13	14	15	12	15	14	16	13	13	16	16	17	14	16	15	16	15	15	15	16	17	17	17	14	19	20	15	18	19	17	16	18	17	20	18	18	20	20	20	20	20	19	22	22	24	27	27	31	0	1	2	2	3	3	3	2	2	8	0	3	5	7	10	12	2	15	6	10	27	12	5	6	31	35	9	10	18	28	27	2	26	43	19	18	20	27	22	24	9	26	26	31	27	27	35	23	50	31	47	18	22	42	49	28	26	24	40	25	26	48	48	54	28	56	60	58	60	61	61	67	83	60	25	42	74	50	22	54	69	70	60	73	67	67	76	50	82	82	73	87	80	49	90	94	94	94	97	0	1	1	1	1	1	2	1	1	2	1	1	3	1	2	1	1	3	1	1	2	1	1	2	3	1	1	1	3	2	1	1	3	1	1	1	2	1	2	2	1	2	2	2	1	2	1	2	1	1	2	1	2	2	1	1	2	2	2	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	2	3	1	2	3	3	2	2	1	2	1	1	3	2	2	2	2	2	1	1	3	2	2	2	3	2	1
26500	-540.278690474456425	-547.134178425415826	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.731773746466507	1	2	3	5	6	4	4	4	4	6	4	8	6	10	7	7	7	9	9	9	7	9	11	10	11	10	9	10	13	12	10	12	13	12	10	12	12	11	12	12	13	12	13	11	12	11	12	13	13	14	14	14	13	14	13	13	15	15	16	13	13	16	14	15	13	16	15	13	17	15	17	16	17	16	19	16	21	19	19	18	20	17	14	17	19	18	18	19	20	22	19	19	21	21	22	21	25	26	27	31	0	1	2	9	3	3	3	2	2	8	0	16	6	7	10	3	9	10	12	15	4	5	35	16	9	19	21	21	18	17	17	28	26	26	19	18	20	27	22	24	25	14	26	27	27	31	35	23	46	31	53	36	22	42	25	28	43	40	40	32	35	63	23	54	28	56	32	40	74	35	70	67	83	60	56	54	85	56	63	33	69	61	25	83	67	74	33	32	71	89	83	87	87	88	89	88	94	88	97	0	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	3	2	1	1	1	1	1	1	2	3	1	1	1	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	2	1	2	1	1	1	2	2	1	1	1	2	1	1	2	1	2	1	1	4	2	3	2	2	1	2	2	1	2	2	2	1	2	1	1	2	1	1	2	5	1	1
27000	-584.804217983908870	-591.659705934868271	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618777416802936	-1	1	3	3	6	5	5	4	5	6	7	7	7	10	7	8	8	9	9	9	10	9	10	11	10	8	11	11	13	11	10	10	13	12	10	12	11	10	11	13	12	12	12	11	12	11	10	14	13	13	13	14	12	14	14	13	16	14	15	13	13	16	14	17	14	16	15	15	17	16	16	16	17	16	16	16	19	19	18	18	19	18	15	17	19	20	18	18	20	21	18	20	21	21	22	21	26	27	27	32	0	1	2	2	3	3	3	4	4	8	0	3	6	12	4	5	4	10	12	8	9	12	16	13	4	5	17	32	15	38	9	9	3	47	26	18	20	9	17	24	38	35	26	31	17	17	26	47	38	44	43	18	39	42	28	31	42	40	33	31	43	48	34	42	38	31	60	40	56	61	61	31	83	56	60	54	83	44	62	54	69	71	25	83	75	60	76	49	34	71	84	87	80	86	90	88	88	78	97	0	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	1	2	2	1	2	2	1	1	2	3	1	1	1	2	1	3	2	6	1	2	1	1	3	1	1	1	1	2	1	2	2	1	2	2	1	1	3	1	2	2	1	2	1	1	2	1	1	2	2	2	3	2	1	2	2	2	3	2	1	1	1	2	3	1	2	2	1	3	1	1	4	1	2	4	2	1	1	2	1	1	1	4	4	1	1
27500	-552.329540110861785	-559.185028061821185	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.694127398645807	1	2	4	5	6	5	6	4	6	6	6	6	6	10	8	8	8	9	8	8	10	10	8	10	10	10	8	10	13	12	10	10	12	13	10	12	13	11	12	13	11	12	12	11	13	11	12	13	14	13	14	14	13	14	14	13	15	12	16	13	14	17	15	17	13	17	15	15	15	15	17	16	17	17	18	16	21	20	19	16	19	17	17	16	18	19	19	19	18	21	20	17	21	21	21	22	25	25	27	31	0	1	2	2	3	3	3	2	2	8	0	3	6	7	10	6	9	15	5	10	9	19	12	19	17	12	9	9	18	41	27	17	26	33	19	18	36	27	22	58	17	26	19	4	21	31	35	33	46	21	43	18	22	42	44	44	54	24	58	17	5	63	48	54	28	56	60	40	60	43	70	67	84	55	72	54	73	46	63	42	69	61	72	60	67	72	43	49	70	89	83	80	87	88	71	88	96	94	97	0	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	2	1	2	2	1	1	1	1	1	1	2	1	1	2	1	2	1	2	3	2	1	1	1	1	2	1	3	2	2	2	1	1	1	2	2	3	2	1	2	1	2	1	1	2	1	1	1	1	2	1	1	2	2	2	2	2	2	1	3	2	2	3	2	2	1	2	1	1	1	3	2	1	3	1	1
28000	-540.145462424973402	-547.000950375932803	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677747495295706	-1	1	3	4	5	5	6	4	6	5	7	6	7	10	7	9	9	9	8	8	10	10	10	10	10	9	10	11	14	11	10	10	13	12	10	12	13	11	13	14	13	13	12	12	12	11	12	12	13	13	13	14	14	14	14	13	12	14	16	13	14	17	15	16	15	15	14	16	14	15	17	15	15	17	19	16	20	19	18	18	19	18	17	18	19	17	17	18	19	22	19	20	19	19	21	22	24	25	27	31	0	1	2	2	3	3	5	2	4	8	0	3	6	7	10	13	9	10	12	15	9	12	6	13	9	19	9	4	18	27	9	4	26	26	19	18	20	25	26	24	17	43	26	27	9	17	35	12	21	25	23	36	23	42	31	21	26	22	58	32	47	63	39	42	55	56	25	58	41	61	61	67	67	56	74	54	73	17	62	42	69	61	73	73	67	60	76	46	70	82	83	93	64	88	89	94	78	78	97	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	1	2	1	2	2	2	1	2	3	2	2	1	2	2	1	2	2	2	1	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	2	2	7	1	2	2	2	1	2	2	2	1	3	2	2	1	1	2	1	1	2	2	3	1	1
28500	-555.899994509769272	-562.755482460728672	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.659977065541963	0	2	3	4	6	4	5	4	7	5	6	7	6	10	8	8	8	9	8	7	9	11	10	10	11	9	11	11	13	11	9	9	13	11	10	13	12	10	12	13	12	11	12	11	12	11	12	12	13	14	13	14	12	15	14	14	15	12	16	13	13	16	16	16	13	16	15	15	16	15	16	16	16	17	17	16	18	19	19	19	19	15	18	17	18	20	18	17	20	20	20	20	21	20	22	22	24	27	26	30	0	1	2	2	3	3	3	2	4	8	0	3	6	13	10	5	9	8	5	10	9	23	7	13	4	12	38	21	18	21	9	9	35	26	26	15	20	17	16	58	9	26	26	21	27	31	35	23	53	21	43	18	6	23	25	31	53	24	24	41	35	48	48	82	25	56	60	40	56	61	35	60	55	60	60	42	73	44	63	76	69	33	73	73	67	67	76	49	79	64	77	76	80	88	90	31	94	94	96	0	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	3	1	1	1	1	2	2	3	1	1	1	2	1	1	1	3	1	1	3	3	1	2	1	2	1	2	1	1	1	2	1	1	2	1	3	5	2	2	3	1	1	3	1	1	2	2	1	1	1	1	1	1	2	2	2	1	2	1	2	1	4	2	2	2	1	1	1	2	2	1	2	1	2	1	3	1	1	2	7	2	2	3	1
29000	-576.095005806405538	-582.950493757364939	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.581339641354544	-1	3	4	5	6	5	6	4	6	7	6	7	7	11	7	8	8	9	8	9	9	10	10	10	10	8	11	11	13	10	10	11	11	12	10	12	13	12	9	12	12	12	13	11	13	11	11	13	12	13	13	15	12	14	13	14	15	14	17	13	13	16	16	16	14	15	15	17	16	15	16	15	16	17	18	17	20	18	19	17	19	16	17	18	19	19	18	18	19	21	19	19	19	20	22	22	24	26	25	31	0	1	2	8	3	3	3	2	2	8	0	3	6	5	8	12	2	10	3	10	4	39	5	13	17	13	21	25	18	17	21	30	26	26	26	10	20	31	12	24	32	26	26	25	21	21	35	5	30	46	42	29	22	42	28	21	33	24	58	30	42	22	48	42	28	38	9	40	56	61	61	32	41	55	60	64	84	46	63	53	69	43	73	83	60	66	80	49	33	71	83	87	87	88	90	44	94	97	96	0	1	3	1	1	1	1	1	1	2	1	1	2	1	2	2	1	2	1	2	1	2	1	2	1	2	1	1	1	2	2	1	1	1	2	1	2	2	2	1	2	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	3	2	2	2	1	1	2	1	2	2	1	4	2	2	2	2	2	2	3	2	1	2	3	1	3	2	3	1	1	2	3	1	3	4	2	2	1	1	2	1	7	2	1	2	1
29500	-562.531843801615878	-569.387331752575278	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.584146215813825	0	2	3	4	6	4	6	4	5	6	7	8	6	9	8	9	8	9	7	8	8	10	10	10	11	8	10	11	13	12	10	12	11	12	11	12	11	9	12	13	12	12	12	10	12	11	12	11	14	13	13	14	14	14	14	14	15	15	16	14	13	16	16	15	14	16	16	16	14	15	16	15	13	17	18	16	20	19	18	18	17	16	18	16	20	19	17	18	21	19	20	19	20	20	22	21	23	25	26	31	0	1	2	2	3	3	3	2	2	8	0	13	6	12	10	19	9	15	3	8	9	12	13	12	27	5	38	44	18	46	38	25	26	12	26	18	15	21	22	13	28	26	26	9	44	31	23	6	50	38	23	29	39	48	28	32	35	24	40	41	42	64	53	26	28	32	73	24	38	33	61	73	17	60	74	54	84	49	63	54	60	61	84	73	67	75	34	49	90	70	84	87	87	78	90	78	94	97	94	0	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	3	3	2	1	2	2	1	1	1	1	2	1	1	1	2	2	2	1	2	1	1	2	1	2	2	2	1	1	1	3	1	2	2	1	2	2	2	1	2	2	2	1	1	1	1	3	2	2	1	3	3	2	2	1	2	2	1	2	2	1	2	2	1	2	1	1	2	1	2	2	1	2	2	2	1	1	2	1	2	1	2	1
30000	-538.208076126507876	-545.063564077467277	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623115554878429	-1	1	3	4	5	5	6	4	6	6	6	7	6	10	7	8	8	9	8	8	9	10	10	11	10	9	10	11	13	11	10	10	13	12	10	11	12	9	13	13	12	12	12	11	12	12	11	13	13	13	13	13	12	14	13	13	15	15	17	14	13	14	16	16	12	16	15	15	16	15	17	16	16	18	17	17	20	19	19	18	18	16	17	18	19	19	18	18	19	20	19	19	19	17	22	22	25	26	27	31	0	1	2	2	3	3	3	2	8	8	0	5	6	26	8	3	9	15	6	15	17	16	12	16	17	13	38	21	18	21	17	9	43	35	19	18	20	17	22	24	25	23	35	9	32	31	26	22	17	32	42	36	22	42	28	32	43	40	58	41	47	16	62	47	28	67	9	40	60	61	61	60	60	60	60	51	83	44	82	54	69	61	73	73	32	60	64	67	71	51	67	64	87	55	90	74	94	96	78	0	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	2	1	2	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	3	1	2	1	1	4	1	1	1	2	1	2	2	2	2	2	5	2	2	1	2	1	2	4	2	1	2	1	3	2	1	1	2	1	2	4	2	3	1
30500	-558.752790623195210	-565.608278574154610	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621334240702511	0	2	3	5	6	4	5	4	5	6	6	6	6	9	8	8	7	9	8	8	7	11	10	9	10	9	10	9	11	12	10	11	13	13	10	13	12	10	12	13	12	13	12	9	12	12	12	12	14	12	14	15	14	15	14	13	14	14	15	13	13	16	15	16	14	15	14	16	16	15	16	15	15	17	18	16	21	19	16	18	18	15	18	16	18	19	16	18	19	21	19	19	21	20	23	23	26	26	24	30	0	1	2	2	3	3	3	2	2	8	0	3	6	19	10	12	4	10	3	10	9	13	12	13	17	19	21	21	18	38	21	31	26	23	19	29	15	21	22	24	32	26	26	9	38	31	35	19	38	31	61	18	39	42	28	32	33	24	58	44	35	48	48	54	38	56	60	23	60	35	61	67	67	60	49	54	83	31	43	54	69	23	73	73	32	60	54	49	47	80	84	87	87	46	90	49	96	94	94	0	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	2	1	1	1	1	1	1	1	2	2	1	1	2	2	1	3	1	2	2	2	1	1	1	1	3	1	1	3	1	1	2	1	1	2	1	2	2	2	2	1	2	1	1	2	1	3	2	1	1	2	3	1	2	4	1	2	1	2	2	1	3	2	1	2	3	1	1	2	2	4	1	4	2	3	2	1
31000	-546.491094007372453	-553.346581958331853	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.685335424675370	0	2	3	4	5	5	4	4	6	6	7	8	6	10	7	7	7	10	6	9	9	10	10	11	11	9	11	9	13	9	10	12	12	11	10	11	12	11	11	13	12	13	13	12	10	11	11	12	13	13	13	15	14	14	13	12	15	14	17	14	12	17	15	17	13	16	15	17	17	15	16	17	17	18	19	15	20	17	19	18	18	17	15	18	18	19	18	19	19	21	19	17	19	20	22	21	24	26	28	31	0	1	2	2	3	3	3	2	4	8	0	3	6	7	10	3	4	8	3	15	17	12	12	12	21	5	30	17	36	17	21	25	47	26	12	15	18	17	22	24	38	26	33	27	17	31	35	23	46	38	34	18	22	33	45	28	43	24	40	41	47	63	48	54	27	56	60	40	67	61	54	67	83	60	85	42	84	49	62	54	60	61	60	73	67	56	64	50	47	89	83	42	92	55	90	94	78	94	97	0	1	1	1	2	1	1	1	2	2	1	1	2	1	5	1	2	2	3	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	3	2	1	1	2	1	3	2	1	1	1	1	2	1	2	1	2	1	2	1	1	1	2	1	1	1	3	1	2	1	2	1	1	2	3	1	3	4	1	3	2	1	4	1	1	3	3	4	1
31500	-544.585912872174845	-551.441400823134245	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.712394536385415	0	2	4	4	6	5	5	5	7	6	6	7	7	7	7	9	8	9	7	8	10	10	10	9	10	9	9	11	13	11	11	11	10	12	11	12	12	12	12	12	13	12	12	11	13	12	12	12	12	13	14	15	13	15	15	12	15	14	16	13	13	16	15	14	14	16	14	16	16	14	16	16	14	17	17	15	20	18	18	18	19	17	17	17	19	19	18	17	19	21	20	18	21	20	23	22	24	26	26	32	0	1	2	2	3	3	3	2	2	8	0	3	6	7	10	3	8	10	5	8	2	5	6	13	17	5	9	9	18	9	27	25	26	23	26	18	20	27	22	24	25	23	33	9	31	17	33	5	28	38	33	29	39	42	44	21	43	24	58	32	26	63	42	47	38	56	21	58	67	35	51	60	60	60	67	43	83	46	63	64	69	70	73	73	72	41	76	49	82	70	83	76	92	31	90	46	94	94	97	0	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	2	3	2	2	2	1	1	1	2	2	2	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	3	2	3	1	1	2	1	1	2	2	1	1	3	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	2	2	3	2	3	2	2	2	1	2	2	1	3	2	2	1	3	2	2	2	3	1	4	1	3	1	1
32000	-594.880450585947301	-601.735938536906701	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.600149927796716	1	2	3	4	5	5	6	3	6	6	5	7	7	10	8	9	9	10	8	9	8	11	9	11	10	9	10	10	14	12	9	11	12	13	10	13	13	12	12	14	13	10	12	11	12	12	12	14	13	12	14	13	13	15	14	11	16	13	17	14	14	15	15	16	14	15	13	15	15	16	16	17	16	16	18	16	19	19	17	18	18	17	18	18	20	19	17	17	21	20	18	18	21	20	22	22	25	27	27	31	0	1	2	2	3	3	3	2	2	4	0	5	6	19	10	12	9	10	5	10	9	12	5	23	4	7	21	4	36	56	21	17	26	43	13	20	20	27	19	24	32	23	26	27	21	31	23	47	31	28	35	25	5	39	27	17	53	24	53	41	47	25	23	42	25	56	17	24	25	61	26	67	67	60	60	42	73	88	68	34	69	35	73	73	86	74	54	49	90	76	73	54	87	88	90	94	94	97	94	0	1	1	1	1	1	2	1	1	2	2	1	2	2	1	2	1	2	3	2	1	1	2	2	1	5	2	1	3	1	1	1	1	1	1	2	2	2	1	2	2	1	1	2	1	1	2	2	1	2	1	3	1	4	2	1	2	2	1	2	1	1	2	2	2	2	2	2	2	2	1	3	3	1	1	3	3	2	2	1	3	2	4	1	2	1	1	1	2	1	2	1	1	2	2	1	1	1	1	2	1
32500	-592.506207514908283	-599.361695465867683	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.526996144878950	0	2	3	4	6	4	5	3	7	5	6	8	7	10	7	9	8	9	7	9	8	11	8	10	10	9	9	11	13	12	11	11	12	13	11	12	11	10	13	12	11	12	12	11	9	11	10	13	14	14	12	14	14	14	14	11	15	14	16	14	14	16	15	17	15	16	15	17	16	15	17	16	16	17	19	15	20	19	17	18	20	16	17	16	19	20	18	18	18	21	20	20	21	21	23	22	25	27	26	31	0	1	2	2	3	3	3	2	4	8	0	5	6	7	10	19	4	8	3	10	4	12	3	23	21	19	17	27	36	32	38	25	13	23	47	15	9	27	19	24	21	26	26	9	17	17	23	12	31	46	13	36	13	42	28	9	51	40	58	38	35	48	48	42	46	56	41	40	56	33	47	60	25	56	74	42	83	49	48	42	65	61	84	60	67	72	76	31	61	61	73	87	87	49	89	78	94	94	94	0	1	1	1	1	2	1	1	1	2	2	1	1	2	2	2	1	2	3	2	2	2	2	3	1	1	1	1	1	1	1	1	1	4	2	1	2	2	1	4	1	1	2	2	2	1	2	1	1	1	2	3	2	4	1	2	2	2	2	2	2	1	2	1	2	3	3	1	2	3	2	3	1	4	3	1	2	2	2	2	2	2	2	1	1	2	2	2	3	2	4	2	1	1	3	2	2	2	2	2	1
33000	-527.708527006332815	-534.564014957292216	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.584978730162423	0	2	3	4	5	4	6	4	6	7	3	7	7	10	6	9	8	9	7	8	9	11	10	10	10	9	11	10	13	11	10	12	12	12	10	12	12	10	12	11	12	13	12	11	12	12	12	13	13	14	13	15	13	15	15	13	14	13	16	13	14	17	15	16	14	15	15	16	15	15	16	16	16	17	19	16	21	19	18	19	19	17	18	17	19	19	19	18	20	22	19	19	21	21	23	23	24	26	28	31	0	1	2	2	3	3	5	2	4	15	0	5	6	7	8	5	9	15	5	15	9	12	12	13	17	13	21	4	18	38	21	25	26	23	5	15	20	17	23	24	17	26	26	21	21	31	12	22	31	45	26	29	12	42	45	21	47	40	58	25	33	63	48	54	46	56	60	58	60	47	61	67	67	60	72	42	83	50	22	54	69	61	73	73	67	41	33	49	82	33	73	76	92	78	90	88	78	97	97	0	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	2	1	1	2	2	2	2	1	1	1	2	2	1	1	1	2	1	3	2	2	1	2	1	2	2	2	2	2	1	3	1	2	1	2	1	4	1	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	3	4	2	2	2	2	1	2	4	4	2	2	5	2	2	1	1	1	2	2	1	1	1
