step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88
1	-20538.646866417122510	-20537.184784332603158	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.511768509809027	-1	4	4	4	4	4	6	6	6	6	7	7	7	7	7	7	8	8	7	8	8	9	9	10	11	9	10	13	10	11	11	10	13	12	13	11	11	13	14	13	13	15	14	14	15	16	15	15	15	16	17	16	16	18	17	18	18	19	20	20	20	21	21	21	22	24	23	23	24	25	25	24	25	24	25	26	26	26	27	28	28	28	30	30	30	31	32	32	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	5	5	4	5	5	5	5	6	6	5	6	7	6	6	6	6	7	7	7	6	6	7	8	7	7	8	8	8	8	9	8	8	8	9	9	9	9	10	9	10	10	10	11	11	11	11	11	11	12	13	12	12	13	13	13	13	13	13	13	14	14	14	14	15	15	15	16	16	16	16	17	17
500	-991.301329285500174	-989.940353586371998	-1.360975699128158	0.000010016070832	0.000005829176183	0.581982324323157	0.216136262538510	0	3	3	2	5	4	6	6	3	6	7	5	8	7	7	8	8	7	6	9	8	10	10	9	10	9	10	12	10	11	12	10	14	12	13	12	11	14	14	14	14	16	11	14	15	13	14	14	14	15	17	16	17	19	17	19	18	18	20	20	20	22	21	22	23	25	22	24	24	24	25	24	24	25	25	26	27	27	28	28	28	29	31	30	28	31	32	33	0	1	1	0	1	2	2	4	4	6	3	4	5	8	10	8	9	9	12	15	0	15	15	17	17	9	9	19	21	15	24	26	23	25	19	29	22	26	28	24	46	29	9	28	28	9	27	43	31	43	39	43	48	46	43	43	44	52	53	43	46	19	43	52	46	46	52	46	46	46	46	46	46	46	46	52	46	43	46	46	46	43	46	68	46	43	46	46	1	1	2	1	2	1	2	2	1	1	2	2	1	1	1	1	4	2	1	1	1	2	2	1	1	3	3	2	2	3	2	1	3	2	6	2	1	3	2	3	1	4	6	2	2	7	2	2	2	3	2	4	1	4	3	5	2	1	1	5	4	10	7	3	5	7	3	8	7	5	8	10	6	10	5	6	11	10	13	10	10	12	13	4	13	13	14	19
1000	-853.373677444602436	-851.708240597781696	-1.665436846820710	0.000010011641448	0.000015133290752	1.511569389522029	0.340539800620426	0	3	4	3	5	4	7	6	6	6	6	7	6	8	7	7	8	7	8	9	7	9	10	10	11	8	10	12	9	10	12	11	13	12	13	12	11	13	15	13	13	15	11	14	15	13	15	15	15	16	17	16	17	19	17	18	19	17	20	20	20	21	19	21	21	23	22	20	25	26	26	25	26	25	25	24	26	27	28	29	27	29	30	30	31	31	33	33	0	1	1	0	3	1	2	4	4	6	3	4	5	8	10	8	9	9	12	15	0	10	15	17	18	9	18	19	21	15	24	26	15	27	28	29	23	26	44	31	43	29	27	28	44	43	43	41	40	43	44	46	48	46	46	41	39	46	53	46	55	44	46	60	46	46	68	52	63	64	63	46	68	68	76	68	58	46	46	68	63	68	46	74	46	68	76	68	1	1	2	1	1	2	3	2	2	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	2	1	2	3	1	1	2	1	2	1	1	1	3	1	1	1	1	2	1	2	2	2	2	1	4	1	3	3	3	3	4	2	4	4	1	4	4	2	4	5	3	4	10	5	5	1	2	8	11	12	8	4	8	12	2	10	9	5	13
1500	-719.810084663887437	-718.134757370592865	-1.675327293294629	0.000010076124702	0.000015471972882	1.535508277216213	0.447681219612578	0	4	4	2	2	3	7	5	7	5	6	6	6	8	6	8	9	8	8	8	9	9	9	9	11	8	10	10	10	10	12	9	13	11	12	12	12	13	15	13	14	15	12	11	16	14	15	16	15	17	18	16	17	19	17	19	18	18	20	21	20	20	18	21	22	24	20	21	22	26	25	25	24	25	23	25	26	27	28	29	27	29	31	29	31	31	30	33	0	1	1	0	1	1	3	4	8	6	2	4	5	8	10	8	9	9	12	15	0	15	15	18	18	9	18	19	21	15	24	26	22	9	28	29	22	32	44	24	43	29	34	28	39	43	43	41	40	43	44	46	47	52	46	50	39	46	48	58	55	44	52	58	52	46	63	63	67	64	68	58	69	68	69	67	68	67	69	68	71	69	75	74	67	71	76	68	1	2	2	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	2	1	1	2	2	1	2	1	2	1	1	2	2	1	2	2	1	2	2	3	2	2	2	2	1	1	1	1	2	2	1	2	6	2	1	2	2	2	2	3	2	2	3	4	1	2	3	6	2	2	1	3	3	5	1	3	1	2	3	5	5	7	1	4	6	1	10	4	3	11
2000	-580.004048616462683	-578.398225017556001	-1.605823598906674	0.000009931931751	0.000013575135440	1.366817229621521	0.551984993830958	-1	4	3	4	4	4	6	6	6	5	7	6	7	7	7	8	8	9	7	8	7	9	10	11	11	8	10	12	8	11	12	10	14	9	14	11	11	12	15	13	13	15	11	14	15	16	15	15	16	16	18	17	17	18	17	18	18	19	20	20	20	22	21	21	21	25	23	22	24	26	26	23	26	25	25	26	27	24	27	27	28	28	30	30	31	31	33	33	0	1	1	0	3	1	3	4	4	6	3	4	5	8	10	8	9	9	4	15	0	15	15	18	9	9	9	19	21	23	24	26	22	9	28	29	15	26	44	24	43	29	34	28	44	41	43	41	40	43	39	46	48	52	50	50	39	46	53	54	55	28	52	46	46	46	68	63	67	65	78	63	68	68	72	78	67	67	72	74	71	71	72	80	81	77	73	80	1	2	3	1	1	3	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1	2	2	2	2	1	2	3	1	1	1	2	2	3	1	2	2	3	1	1	2	4	1	2	1	1	2	1	2	3	2	1	1	1	1	1	1	2	2	1	2	6	2	2	2	7	1	1	1	2	1	2	2	3	1	1	1	1	2	1	1	1	5	2	2	2	2	4
2500	-535.680724384990526	-534.098601431323573	-1.582122953666968	0.000009962787683	0.000013038964359	1.308766659919522	0.652880110474605	0	4	3	3	5	4	6	6	6	5	7	6	7	7	7	8	8	9	7	8	8	9	9	10	11	9	9	12	9	12	12	10	14	11	13	11	12	14	15	13	14	15	13	14	16	15	15	15	15	16	17	17	17	19	18	18	18	19	20	20	21	21	21	21	21	24	23	22	25	25	26	24	26	24	26	26	26	27	28	28	29	28	29	31	30	32	32	33	0	1	1	0	2	1	3	4	4	6	1	4	5	8	10	8	9	9	4	15	0	15	15	17	9	9	9	19	21	22	24	26	15	9	28	29	22	26	44	24	43	29	34	28	39	43	43	41	40	41	39	46	48	46	52	47	39	46	53	54	55	39	58	58	54	52	68	63	67	58	67	63	67	68	72	67	67	67	75	74	77	71	75	80	77	81	78	80	1	2	1	1	1	2	2	1	2	1	4	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	3	1	2	1	1	4	2	1	1	2	2	1	2	1	3	1	1	1	1	2	1	1	2	1	2	1	2	1	2	2	2	2	1	2	3	1	1	1	6	1	1	1	3	2	1	1	1	1	2	2	2	1	2	1	1	2	2	2	2	3	2
3000	-513.034973521650045	-511.482385770538770	-1.552587751111310	0.000010030370455	0.000012394107824	1.235658032678464	0.678023826300832	0	4	2	4	3	4	7	6	6	5	8	6	8	7	7	8	8	8	8	8	8	9	9	9	12	7	10	12	11	10	11	10	13	13	14	12	11	13	14	13	14	15	13	13	15	15	16	16	16	17	18	17	17	18	17	18	18	18	19	20	20	21	20	22	21	22	23	22	24	24	25	25	25	25	26	25	27	26	27	27	29	27	29	29	30	31	31	32	0	3	1	0	1	3	3	4	4	6	2	4	5	8	10	8	9	9	12	15	0	15	15	17	9	9	18	19	21	15	24	26	23	27	28	29	30	32	44	31	43	36	18	28	44	43	43	43	40	43	39	46	48	52	46	43	39	46	53	54	55	51	58	52	46	52	68	63	67	58	67	67	67	68	72	67	76	67	75	74	77	71	79	80	73	85	78	84	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	1	3	1	1	2	2	2	1	2	2	2	1	1	1	1	1	1	1	2	3	1	1	1	2	2	2	2	2	1	1	1	1	2	2	2	1	2	2	2	1	2	2	2	1	1	1	4	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2
3500	-513.614411520769295	-512.083961276202217	-1.530450244567086	0.000009958737138	0.000011751727302	1.180041920918008	0.634717414535341	-1	5	2	4	4	3	6	5	7	6	6	6	6	7	7	8	9	8	7	9	7	10	9	10	11	9	10	11	10	11	12	10	13	12	13	11	10	13	14	13	14	15	13	13	16	15	15	14	15	16	15	17	16	19	17	18	18	18	20	20	20	22	21	21	22	23	23	22	24	25	24	24	25	24	25	26	26	26	28	27	27	28	30	30	30	31	32	32	0	3	1	0	1	3	2	4	4	6	3	4	5	8	10	8	9	9	12	15	0	23	15	17	18	9	18	19	21	15	24	26	15	9	28	29	15	26	44	24	43	29	34	28	44	41	41	43	40	43	44	46	48	58	46	50	39	46	53	54	55	39	52	46	58	64	68	63	67	64	67	67	71	68	72	67	71	67	75	74	76	76	79	80	81	85	77	80	1	1	2	1	3	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	2	2	1	2	1	2	1	1	2	1	1	1	2	2	2	2	1	1	1	2	2	1	2	1	2	3	2	2	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	2	2	2	1	2	2
4000	-527.549031346163588	-526.147355051527029	-1.401676294636580	0.000010918243723	0.000008892426444	0.814455755891257	0.627577481068283	0	5	3	3	4	5	6	6	6	6	7	6	8	7	7	7	8	7	8	8	9	10	9	10	10	8	11	12	10	10	12	11	12	12	14	12	11	13	15	12	14	14	13	13	16	14	15	14	16	16	18	16	16	18	16	18	18	18	21	21	20	21	21	20	22	24	22	23	25	26	24	24	25	25	25	26	26	26	27	29	28	27	31	29	30	31	32	31	0	1	1	0	3	3	3	4	4	6	2	4	5	8	10	8	9	9	12	15	0	15	15	17	9	9	18	19	21	15	24	26	15	25	28	29	30	32	44	24	43	29	27	28	44	43	43	27	40	43	44	46	48	52	46	50	44	46	53	54	55	57	64	52	64	64	63	63	71	65	67	67	67	68	72	73	67	71	75	74	78	78	79	74	76	85	81	80	1	2	2	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	3	1	2	2	1	1	2	2	2	1	1	2	1	1	2	1	1	2	1	1	2	1	2	1	2	2	2	1	1	1	1	1	2	2	2	2	2	2	1	2	1	2	1	2	1	2	2	1	2	1	1	1	2	2	2	2	1	1	2	2	2	1	2	1
4500	-509.099657907634366	-507.647857022463711	-1.451800885170662	0.000011383784390	0.000011054822109	0.971102555197889	0.677353968973557	-1	4	3	4	4	4	6	6	6	6	7	7	6	7	7	8	7	7	8	9	8	9	10	10	11	8	10	12	10	11	12	10	13	12	13	12	11	12	14	12	14	16	13	13	15	16	14	15	15	17	17	17	17	18	17	19	18	19	19	19	21	18	21	22	22	24	22	23	25	26	26	23	25	24	24	26	26	26	27	29	28	28	31	31	31	32	33	33	0	3	1	0	1	3	2	4	4	6	3	4	5	8	10	8	9	9	12	15	0	15	15	17	27	18	18	19	21	15	24	26	15	27	28	29	22	26	44	24	43	36	27	28	44	41	43	47	40	43	39	46	48	46	46	41	39	46	53	54	55	51	58	58	52	58	63	67	72	64	67	67	67	68	72	67	67	67	75	74	76	71	79	80	76	85	71	84	1	1	2	1	2	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	2	2	2	2	2	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	2	2	2	1	2	1	1	2	2	1	2	1	3	1	1	1	2	2	1	1	1	3	2	1	2	1	1	2	2	2	2	2	1	1	2	1	3	1	3	1
