step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114
24500	-995.746229831796654	-993.618214212985663	-2.128015618810998	0.000266499358449	0.000032281754532	0.121132578778234	0.351746728711336	-1	1	1	5	4	6	6	7	6	7	7	8	8	6	8	7	9	9	9	10	11	11	11	12	10	8	12	13	11	12	14	13	13	16	14	14	15	15	17	16	15	16	17	15	18	17	18	15	20	18	18	17	16	19	19	20	17	19	18	20	20	19	22	22	21	22	21	24	22	21	23	24	23	22	23	21	21	21	21	21	23	24	26	25	23	24	27	26	22	26	26	26	25	28	28	28	28	28	28	29	30	31	29	31	29	34	33	35	31	35	35	37	37	43	0	1	1	5	2	4	5	4	3	14	6	5	14	5	5	0	15	7	7	12	15	18	16	13	18	0	19	29	18	16	18	0	14	48	25	25	16	25	10	27	18	31	20	18	0	53	46	24	51	25	25	44	30	37	12	45	16	46	30	33	53	4	48	41	54	30	30	78	57	54	69	19	70	53	59	61	46	53	25	36	54	71	59	75	80	42	80	61	58	53	89	64	62	38	88	57	76	68	48	55	61	48	86	98	74	98	98	78	88	57	62	96	111	110	1	1	1	1	2	1	1	1	2	1	1	3	1	1	2	1	1	1	1	1	1	1	2	3	1	1	2	1	1	3	3	1	4	1	2	2	4	2	4	3	3	1	3	2	1	1	1	2	2	4	4	1	2	1	5	1	6	1	4	4	2	12	3	3	1	5	5	2	3	1	1	6	1	3	4	1	2	2	5	3	2	1	5	2	1	3	3	2	2	6	2	2	4	7	1	4	3	2	7	5	5	7	3	2	5	3	3	6	2	11	10	3	1	5
25000	-1001.553430591736969	-999.687991938210416	-1.865438653526571	0.000322269216745	0.000052307630750	0.162310354300047	0.417820042513973	0	3	2	4	4	6	6	7	7	7	7	8	9	8	7	7	8	8	9	12	12	9	11	12	11	11	13	13	13	12	13	13	13	16	11	14	15	15	17	16	14	16	16	14	18	18	18	17	18	18	18	19	18	18	19	21	18	19	18	20	19	18	21	23	21	21	20	24	21	21	23	25	21	22	23	22	21	22	22	23	24	24	27	26	21	24	26	26	26	26	26	27	26	27	28	27	28	28	28	28	30	30	28	30	29	33	34	33	32	35	35	37	38	42	0	3	1	2	2	4	4	5	6	5	6	7	14	9	2	0	6	10	9	17	17	12	16	9	10	0	22	7	35	16	9	0	25	22	10	21	23	25	36	22	19	38	38	35	0	23	23	36	20	34	38	42	23	41	28	45	37	57	37	39	37	24	33	25	54	16	53	23	62	54	69	39	54	61	57	58	46	67	9	50	54	71	37	57	12	41	48	58	76	23	53	86	62	38	83	61	58	91	80	36	23	63	86	98	53	74	109	89	104	55	85	107	111	110	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	2	2	1	2	3	2	1	2	3	2	3	3	1	1	3	1	1	1	1	2	5	2	1	1	2	1	3	4	2	3	1	2	1	2	2	5	1	1	1	1	1	2	4	3	6	2	7	2	5	2	2	1	6	1	1	2	2	1	1	7	3	3	1	6	3	7	4	3	4	2	7	3	2	5	5	1	4	3	1	2	8	9	4	1	1	5	6	1	3	1	8	10	1	1	3
25500	-1059.940437676824558	-1058.019179051102128	-1.921258625722502	0.000326211079945	0.000049484787161	0.151695605095000	0.372385930838454	-1	3	1	5	4	6	6	7	7	8	7	8	9	9	8	7	9	10	9	11	11	11	10	13	11	10	12	13	12	12	13	14	13	16	12	14	15	15	18	15	16	16	17	14	17	18	17	16	18	17	19	17	18	19	20	20	18	19	17	19	18	18	21	22	22	22	20	24	21	20	23	25	22	22	23	20	22	22	23	23	23	25	27	25	23	25	27	25	25	25	27	24	24	27	28	27	29	29	28	29	31	30	28	29	29	32	32	36	31	34	35	36	38	43	0	3	1	1	2	3	5	5	6	2	7	6	15	9	11	0	5	3	6	12	9	12	16	2	6	0	19	25	12	23	35	0	17	28	5	17	23	31	33	12	19	29	6	17	0	23	23	31	48	38	20	11	23	5	29	45	23	59	30	18	23	17	24	49	70	47	58	77	54	62	69	44	62	37	58	23	58	61	25	64	62	71	47	66	20	36	64	47	58	58	66	38	62	33	74	88	84	74	17	86	46	38	42	91	59	84	97	74	97	93	54	109	111	108	1	1	1	4	1	3	1	1	1	3	1	2	1	2	1	1	3	3	2	1	2	2	2	4	2	1	2	1	2	1	1	1	2	2	3	3	3	2	3	4	3	2	5	2	1	5	4	1	1	1	4	5	4	8	6	2	5	1	2	4	3	6	4	2	1	3	1	1	1	1	1	4	3	3	2	4	1	2	5	1	4	1	6	2	5	7	2	5	3	4	3	3	3	7	3	1	2	3	11	3	7	8	3	1	5	3	2	9	1	5	6	1	1	5
26000	-1034.102605263512032	-1032.307777118502827	-1.794828145009140	0.000382933225730	0.000068086873708	0.177803515426158	0.259156725232960	0	2	2	4	4	6	4	7	7	9	7	7	8	8	6	6	8	9	8	12	12	10	12	13	8	10	11	13	13	13	14	13	13	16	12	13	16	15	17	17	15	16	16	15	18	16	17	16	19	17	18	18	17	18	18	20	17	19	18	20	18	19	23	23	20	22	20	24	21	22	23	24	20	23	23	22	22	22	23	24	23	23	25	26	22	25	27	25	25	25	25	27	26	27	28	28	28	29	27	28	29	29	27	29	30	34	32	34	31	34	35	38	38	42	0	1	1	2	3	7	2	2	3	14	3	3	7	6	4	0	8	3	5	1	9	25	16	2	7	0	7	10	4	16	4	0	14	14	25	35	16	8	21	12	9	11	36	9	0	16	16	22	35	4	13	11	23	50	9	45	16	59	53	36	16	24	14	52	57	58	58	78	24	73	62	7	42	23	58	58	58	53	33	69	37	24	58	75	49	28	85	23	58	66	78	27	82	51	58	74	58	58	64	27	68	36	49	96	53	66	84	101	66	69	72	107	110	72	1	1	1	2	1	1	1	2	2	1	2	2	3	1	1	1	1	2	2	6	3	2	3	6	2	1	3	1	4	4	5	1	2	4	2	1	6	4	2	6	3	5	2	4	1	5	5	3	4	7	3	4	2	1	6	1	6	1	1	3	5	2	8	2	2	1	1	1	5	2	2	9	2	5	4	2	2	2	4	1	5	6	4	2	1	6	3	5	3	1	1	9	3	5	3	3	4	4	3	9	2	7	5	1	9	6	2	2	6	6	5	3	1	9
26500	-1040.715273003804214	-1038.797956961061573	-1.917316042742532	0.000306318570939	0.000046684371889	0.152404641173974	0.342626354988452	-1	1	2	4	5	7	7	7	7	8	7	6	6	8	8	7	9	9	10	11	12	10	11	12	10	11	12	9	12	12	14	13	13	17	13	13	15	15	17	16	15	16	15	15	15	17	17	17	19	16	18	19	18	18	18	20	16	19	18	20	20	19	21	22	21	22	19	20	22	21	24	21	22	22	23	23	23	23	23	24	24	25	26	25	24	26	26	25	25	27	26	26	25	27	26	26	26	27	28	28	31	29	29	31	28	33	34	36	33	33	34	37	35	42	0	1	2	3	1	4	4	2	3	13	4	2	4	13	11	0	14	6	8	18	4	18	16	14	6	0	19	2	12	16	12	0	17	27	13	25	16	18	24	12	20	22	25	36	0	16	30	27	22	36	8	22	23	38	43	45	16	23	23	39	30	57	25	60	54	47	23	59	52	54	62	43	54	23	66	53	68	67	41	60	54	28	66	76	39	27	64	66	53	77	67	39	38	42	47	88	67	75	80	72	67	87	64	89	59	77	101	95	66	82	82	98	110	82	1	1	1	1	4	2	2	2	3	2	1	2	1	1	1	1	1	1	2	1	4	1	2	3	2	1	1	4	3	2	4	1	2	2	4	2	5	5	1	4	2	4	2	1	1	5	3	2	4	3	5	7	2	2	1	2	6	5	4	2	4	1	6	1	1	2	4	2	2	2	3	4	4	6	1	3	1	2	4	1	2	12	3	1	5	6	2	2	3	2	3	4	4	4	4	1	4	2	2	4	5	1	4	3	6	6	2	4	5	4	3	4	1	9
27000	-1016.263149435403193	-1014.232369489227835	-2.030779946175322	0.000382081891956	0.000051224178226	0.134065966759279	0.374475679325940	-1	2	2	4	5	6	6	6	8	8	7	8	9	9	6	7	7	10	10	11	11	11	12	11	11	10	13	13	10	11	13	13	12	16	13	14	16	15	18	15	15	16	17	15	17	17	18	18	19	17	17	19	18	16	19	20	19	17	18	20	19	19	21	22	18	23	19	23	22	21	23	24	22	22	24	23	21	22	22	24	23	25	25	26	20	24	26	25	24	26	27	25	26	26	28	27	28	28	29	28	29	30	28	28	28	32	33	35	31	32	34	37	37	41	0	1	1	2	3	4	4	4	7	8	4	2	7	17	4	0	2	12	7	14	17	10	16	6	7	0	18	10	12	16	19	0	9	4	7	28	23	20	12	18	28	13	20	8	0	16	16	41	35	12	22	40	23	19	31	45	23	16	23	48	16	50	48	25	58	77	59	57	62	65	69	27	65	37	66	23	59	59	60	7	65	62	68	57	31	60	52	77	77	77	90	43	54	51	88	89	66	77	86	33	91	87	55	78	68	95	109	98	96	93	80	96	110	82	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	2	1	3	1	2	3	2	2	3	1	1	1	1	3	2	1	2	5	3	1	2	3	5	2	2	3	4	5	1	4	5	1	3	6	4	2	4	3	2	1	2	6	2	1	4	1	1	7	1	1	1	3	1	2	1	6	2	5	1	5	1	3	2	10	2	6	2	5	3	2	3	3	2	3	1	3	7	3	2	3	3	3	2	10	1	2	6	3	3	3	1	3	2	3	3	6	2	8
27500	-1031.806254417186437	-1029.845366349846017	-1.960888067340449	0.000224270957607	0.000032491700236	0.144876985335173	0.309568913202768	-1	2	1	4	3	5	7	8	6	9	6	7	8	8	6	7	7	9	9	12	11	10	11	12	9	10	11	11	12	13	12	13	13	14	13	14	15	15	18	17	14	16	16	15	17	17	17	17	20	17	15	19	19	16	19	20	18	20	19	20	19	19	22	21	21	22	21	22	21	22	24	25	23	22	23	23	21	22	22	21	23	25	26	26	24	25	26	25	26	25	26	26	26	25	28	28	29	27	29	29	30	30	28	30	29	33	31	35	32	33	35	37	38	42	0	3	1	2	1	5	9	11	2	14	3	3	11	9	6	0	9	7	9	28	11	18	16	10	12	0	19	19	5	16	27	0	27	28	27	27	16	29	22	20	22	36	33	12	0	23	23	7	36	19	33	33	47	12	51	45	16	23	23	39	30	41	43	44	54	77	61	30	62	65	69	85	54	37	77	30	53	47	31	36	70	69	90	46	39	49	86	66	88	75	76	49	27	38	91	91	83	88	38	87	78	48	31	58	89	88	68	83	88	93	93	47	93	93	1	1	1	1	3	1	1	1	2	1	2	3	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	3	3	1	1	1	1	1	3	3	2	3	3	2	1	2	5	1	3	4	5	3	4	1	3	2	3	2	2	5	4	5	2	4	2	3	4	2	1	1	5	1	1	1	1	3	3	1	6	1	2	5	4	1	3	1	3	2	3	1	2	1	1	1	5	11	5	1	1	3	1	8	2	3	6	8	5	1	6	3	7	3	2	6	9	4	8
28000	-1066.014936422118126	-1064.167702782339575	-1.847233639778475	0.000258379329942	0.000042907387099	0.166063543507496	0.415635085016429	-1	3	2	4	4	5	5	5	7	7	7	7	9	8	7	7	9	8	9	12	11	10	11	11	11	9	12	12	12	12	13	12	14	17	13	15	16	16	17	16	15	17	17	16	16	17	17	17	19	17	18	19	17	18	20	21	17	19	18	21	19	19	21	23	20	23	20	23	21	22	23	25	23	23	23	21	21	22	21	23	23	23	26	23	22	25	27	24	25	26	26	25	26	27	29	27	27	28	28	27	31	30	29	29	29	33	33	34	32	34	36	37	36	42	0	3	1	3	3	4	4	5	7	4	6	7	18	10	6	0	11	7	12	22	14	12	16	15	3	0	22	3	12	16	20	0	19	24	19	12	16	33	35	31	24	38	19	18	0	23	23	38	39	18	34	38	16	20	31	45	23	46	23	49	57	47	36	33	54	61	57	61	62	54	62	41	65	37	59	58	59	58	36	49	65	62	89	37	51	55	63	84	68	46	78	28	2	48	68	67	77	88	38	85	76	87	87	68	88	101	104	83	83	93	93	97	93	93	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	2	3	1	4	1	1	4	2	3	1	1	2	3	2	3	2	2	2	2	2	1	4	5	1	3	4	1	1	3	1	1	4	2	5	2	3	1	3	1	1	1	3	6	1	2	2	1	1	3	3	7	2	4	2	2	2	2	3	2	2	2	1	4	2	3	2	1	1	2	2	6	13	5	3	3	3	3	5	2	4	1	1	2	4	1	2	4	2	3	6	7	5	6
28500	-1053.814523783033110	-1051.910372364862496	-1.904151418170711	0.000383978144245	0.000059445570243	0.154814983963004	0.350803149497121	-1	2	3	3	3	6	7	7	7	8	6	6	9	8	8	6	8	9	9	10	11	11	10	12	11	10	13	13	12	12	13	12	13	16	13	15	15	16	17	13	14	16	16	16	17	17	17	18	17	17	18	18	19	18	18	20	18	18	17	19	19	19	23	23	21	20	20	23	21	22	23	22	21	22	24	22	21	23	20	22	24	25	26	25	23	25	26	25	25	24	26	26	25	25	26	27	29	27	29	28	31	31	28	30	28	33	31	35	31	32	35	38	37	43	0	1	1	1	1	5	3	2	11	9	2	3	12	9	2	0	5	12	17	17	3	8	16	11	18	0	29	25	25	16	3	0	20	33	17	27	23	25	36	10	12	22	29	31	0	23	23	39	25	8	34	20	58	40	44	45	23	59	37	25	46	37	25	28	54	53	61	61	54	54	69	12	62	53	66	58	53	74	3	39	73	69	47	61	28	39	15	76	53	53	76	55	54	41	68	68	75	68	80	39	89	49	92	88	89	105	90	98	88	93	87	74	87	112	1	2	2	3	1	2	4	2	1	1	2	1	2	1	3	1	3	1	1	1	3	3	2	2	1	1	1	1	1	2	4	1	2	1	2	1	3	2	1	3	3	2	3	1	1	3	3	1	2	3	1	3	1	4	1	2	4	1	2	3	1	4	6	4	2	1	1	2	2	3	1	7	1	2	2	2	1	1	8	3	2	3	5	3	6	3	9	2	3	2	2	3	4	4	1	1	2	2	3	5	3	6	1	2	1	3	3	5	3	4	4	9	6	4
29000	-1040.794768684296287	-1038.929954990807573	-1.864813693488635	0.000355368237305	0.000057724829284	0.162436659285605	0.401216036821964	-2	2	1	4	5	6	6	8	6	8	8	7	8	6	7	8	7	9	10	11	11	10	11	12	9	10	11	12	13	13	13	14	14	15	14	12	15	15	18	16	15	17	16	15	17	18	17	17	19	17	18	17	19	18	19	19	18	19	19	20	19	20	22	22	20	22	19	24	20	21	24	23	23	23	23	23	22	21	22	24	24	23	27	25	23	24	26	25	24	26	27	27	25	27	28	27	29	29	28	28	29	30	29	29	29	33	33	35	31	34	35	35	38	41	0	3	1	2	2	4	2	2	4	3	6	5	2	1	6	0	9	1	3	12	10	3	16	12	7	0	5	17	27	16	20	0	36	6	25	20	16	20	52	33	21	8	27	24	0	23	16	14	13	29	27	36	16	30	50	45	23	30	23	39	23	34	28	55	19	67	30	58	54	46	69	79	70	58	66	30	67	58	60	4	70	49	90	57	64	25	79	77	66	75	77	39	59	39	76	78	68	84	85	79	68	87	99	66	83	66	74	109	98	62	62	77	62	113	1	1	1	1	1	1	2	4	1	3	1	1	3	4	1	1	1	4	4	2	2	5	2	3	2	1	4	3	1	3	1	1	1	4	2	1	4	3	1	1	2	4	2	2	1	4	4	4	6	2	3	2	4	3	1	1	4	3	5	1	3	3	4	3	5	1	2	3	1	1	2	1	2	2	1	5	2	1	1	8	2	2	1	3	1	5	2	1	1	1	2	6	3	4	2	3	3	3	2	3	2	2	1	3	1	5	4	2	1	8	9	5	8	1
29500	-1030.136907746212728	-1028.254953429056968	-1.881954317155745	0.000304719761509	0.000048461169719	0.159035204934582	0.332754097413640	-1	1	2	4	4	6	6	8	7	9	7	4	6	8	8	8	7	9	10	11	11	9	12	11	10	8	12	13	12	12	13	13	11	16	14	14	15	14	17	15	16	16	14	14	17	16	18	17	20	18	19	18	19	18	19	19	19	19	18	19	18	18	21	22	21	23	20	24	19	22	23	25	23	23	24	22	22	22	22	22	22	23	27	23	24	25	26	26	24	27	27	26	23	27	28	26	28	27	28	27	29	29	29	31	29	33	33	34	33	35	35	38	38	42	0	1	2	3	1	4	5	2	5	14	12	3	2	13	13	0	6	9	4	9	6	5	16	18	10	0	12	7	33	16	12	0	22	36	8	33	16	25	25	7	18	38	12	19	0	16	23	25	36	36	42	19	23	43	24	45	16	23	23	22	23	35	36	50	54	59	47	23	62	54	69	79	81	47	37	30	59	58	51	44	54	62	59	47	80	39	36	84	30	66	61	35	62	80	76	66	68	77	80	86	66	38	79	101	66	101	77	101	66	93	93	74	82	111	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	1	1	1	3	1	3	3	2	1	1	1	4	4	1	2	4	1	1	1	4	1	4	2	2	4	4	1	7	2	1	3	4	5	3	2	2	4	3	3	3	1	4	4	3	5	3	2	2	2	2	2	1	4	1	3	1	2	1	2	4	4	2	2	1	3	3	3	5	3	1	3	6	1	6	2	4	5	5	2	3	2	3	3	3	1	3	7	3	1	3	2	6	2	4	9	6	7	9	4
30000	-997.312985283008175	-995.255966257114778	-2.057019025893423	0.000316384026750	0.000041242553844	0.130355992582362	0.362858068236071	-2	2	1	4	4	6	5	8	8	9	8	7	9	8	7	8	6	8	9	11	11	8	11	13	11	11	10	12	12	12	13	13	13	17	12	14	15	15	16	14	15	17	17	14	17	14	18	16	19	17	19	18	19	17	16	19	17	20	18	21	19	19	23	23	20	22	19	24	22	19	22	24	22	21	23	22	22	22	22	20	24	24	25	25	24	24	26	26	24	26	26	26	25	26	29	27	28	27	28	27	30	30	28	30	28	32	33	36	33	34	34	37	37	42	0	3	1	3	2	3	4	5	5	22	15	7	14	12	6	0	2	12	12	18	6	12	16	4	9	0	9	19	19	16	9	0	12	44	22	28	16	15	17	22	7	17	36	25	0	23	16	33	31	18	36	24	23	24	29	45	16	67	30	36	46	24	29	51	70	58	30	59	62	54	62	28	70	58	61	37	61	61	28	51	65	69	76	37	31	28	24	78	37	61	61	80	41	33	89	90	77	66	52	64	89	38	24	83	75	77	101	107	90	53	85	104	85	110	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	2	1	1	1	2	1	2	6	1	1	1	2	2	2	2	1	3	2	2	1	3	5	5	3	6	5	2	1	1	1	5	2	3	4	3	3	5	1	2	1	4	1	3	2	2	2	7	3	1	1	3	4	2	1	2	6	2	1	2	3	1	2	4	1	2	1	1	5	6	5	7	2	4	4	4	3	3	8	2	1	3	4	4	1	3	6	6	3	2	5	3	2	4	10	4	3	5	2
30500	-1123.427998777376388	-1121.469181213974480	-1.958817563401834	0.000465568764165	0.000067609877762	0.145219960972026	0.416166157062730	-1	2	2	4	5	6	5	7	7	8	6	6	8	8	6	7	8	10	9	11	11	10	11	11	11	10	12	13	11	12	13	13	13	15	13	14	15	16	16	17	15	17	16	14	18	16	16	18	17	17	18	19	17	19	20	20	17	20	18	21	19	20	22	22	21	21	19	24	21	21	23	24	22	22	23	22	19	21	20	23	23	25	25	26	23	24	26	26	24	26	26	26	25	27	29	28	29	29	28	29	29	30	29	30	29	33	31	34	33	34	35	38	37	42	0	1	1	2	4	3	4	7	12	12	4	4	6	6	4	0	11	15	8	12	9	10	16	14	12	0	22	25	6	16	18	0	25	29	18	24	16	25	29	19	35	9	22	25	0	30	16	22	36	39	9	49	30	5	38	45	23	59	30	28	23	43	60	55	40	58	53	23	40	29	62	44	42	58	66	23	59	46	22	60	47	62	77	89	22	64	50	58	58	30	53	41	85	49	84	89	78	96	72	49	88	25	63	59	75	58	75	58	66	90	85	83	111	110	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	1	1	2	1	2	1	1	1	2	2	1	1	1	1	1	3	3	3	1	4	1	5	3	1	1	2	5	3	2	1	5	1	2	7	3	1	2	1	2	4	3	3	1	1	2	1	1	6	2	5	2	3	3	1	1	4	1	2	6	1	5	3	2	1	7	1	4	4	2	6	2	5	2	7	2	2	3	1	2	6	1	7	4	5	3	6	3	5	5	4	7	6	2	4
31000	-986.276699752366540	-984.519261042204789	-1.757438710161735	0.000315332941410	0.000059018298176	0.187161854744000	0.377905569765720	0	3	2	5	3	5	5	6	8	9	8	8	7	8	7	8	6	7	10	12	11	10	12	13	10	9	10	12	13	12	13	12	12	15	14	14	15	16	17	15	15	16	16	16	17	17	17	18	20	18	18	19	18	18	20	19	18	20	17	17	18	19	22	22	21	23	19	21	21	22	23	24	22	22	23	22	23	21	22	24	22	22	24	26	23	25	27	25	24	27	26	25	25	27	28	27	28	28	28	28	29	30	29	30	28	33	33	35	33	32	34	38	38	41	0	3	1	5	1	2	3	5	13	14	17	18	4	17	17	0	6	7	13	18	15	18	16	4	18	0	12	9	19	16	19	0	18	27	4	8	16	7	20	20	27	22	18	34	0	16	23	18	27	24	60	31	23	38	60	45	23	61	16	31	47	48	29	43	54	53	23	58	62	36	62	51	54	47	53	23	58	58	28	22	54	62	77	68	34	85	55	67	61	23	30	55	70	60	75	89	77	77	64	72	68	50	92	91	77	101	66	67	98	70	70	98	111	70	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	1	2	2	4	2	1	1	4	1	4	2	1	3	2	4	4	4	6	2	2	3	3	3	1	1	4	3	5	5	3	1	4	2	1	2	1	3	1	5	2	1	1	3	3	2	2	3	1	1	7	2	3	2	2	3	5	2	1	5	7	2	1	1	3	3	1	3	3	3	7	7	3	3	6	4	2	3	3	3	2	6	6	2	2	2	2	5	7	3	3	4	5	2	6
31500	-1125.467236748220103	-1123.710518800626687	-1.756717947593472	0.000341299400810	0.000063942909972	0.187351368975548	0.336607347374492	-1	3	2	5	4	7	6	7	4	6	6	8	8	8	6	6	9	9	10	10	11	10	12	12	10	9	11	13	13	12	12	14	13	17	13	14	13	15	17	16	16	17	15	15	17	18	16	18	20	17	17	18	19	18	20	19	18	18	19	19	19	19	22	20	20	22	21	23	22	20	22	25	22	22	24	20	23	22	23	23	23	24	26	25	22	25	26	26	26	26	27	25	26	27	28	27	28	28	28	27	30	30	30	30	29	33	33	36	31	33	35	37	37	43	0	1	1	9	3	11	9	5	3	5	9	10	9	10	9	0	9	12	14	12	13	5	16	7	9	0	18	31	7	16	20	0	8	29	17	35	16	31	25	33	20	8	12	20	0	16	16	35	34	25	13	36	23	1	28	45	16	23	23	31	30	42	20	35	57	54	61	66	54	4	62	40	47	53	74	23	30	61	29	12	51	69	61	53	52	52	49	74	74	37	68	38	69	50	78	68	75	88	38	31	105	43	29	53	84	89	88	106	66	81	54	75	111	111	1	2	2	1	1	1	1	2	1	1	1	1	3	1	1	1	3	1	1	1	1	2	3	4	3	1	1	1	3	3	1	1	3	2	2	1	4	2	3	2	4	6	3	2	1	5	5	4	2	3	5	2	2	11	4	2	6	3	6	3	3	1	7	3	1	2	1	1	2	5	2	4	4	2	1	3	5	2	5	6	5	2	2	3	3	3	3	2	2	5	2	5	2	4	4	3	2	1	6	8	1	10	8	6	2	2	2	2	6	6	8	6	1	5
