step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22
14000	-167.071011140321957	-163.781808489452146	-3.289202650869803	0.000176014745409	0.000008612755938	0.048932013726272	0.518862283927881	0	8	10	15	16	17	18	17	20	20	21	22	25	23	22	24	27	28	30	31	32	31	0	1	2	2	4	3	8	4	7	6	3	9	2	6	4	6	16	13	13	19	19	17	1	4	1	5	1	4	1	1	1	2	6	1	9	2	3	3	1	2	3	1	1	2
14500	-163.764162667267641	-161.096648604431266	-2.667514062836363	0.000218154511730	0.000016477005444	0.075529061091902	0.361694179803648	0	8	12	14	15	17	17	17	18	20	22	21	21	23	22	23	26	28	28	30	32	31	0	1	2	2	4	2	5	4	4	3	10	9	3	10	4	13	16	13	17	19	17	17	1	4	2	3	1	3	1	1	2	4	2	2	5	2	3	1	2	2	1	1	3	2
15000	-155.725737947927826	-153.429193284770349	-2.296544663157479	0.000188156942994	0.000019390357162	0.103054167727076	0.652767012228965	0	8	12	14	16	19	18	18	20	19	21	22	25	23	21	25	26	27	30	31	32	32	0	1	2	2	4	3	5	5	7	3	10	9	11	11	5	10	16	16	18	17	19	18	1	3	2	2	1	4	1	1	1	3	1	1	2	1	2	2	1	1	2	2	2	3
15500	-159.605016633972241	-156.949880991968399	-2.655135642003853	0.000179431182761	0.000013682917297	0.076257187222710	0.669644446079780	1	8	11	15	16	19	17	17	19	20	21	22	24	23	22	23	25	29	27	29	31	32	0	1	2	2	4	3	5	5	7	3	10	9	11	11	4	10	16	19	17	16	10	19	1	3	1	4	1	3	1	1	1	4	1	2	2	1	4	2	1	1	1	2	5	2
16000	-165.606908104657066	-162.102770861939462	-3.504137242717598	0.000249126828391	0.000010670103543	0.042830005953213	0.339856988196044	1	8	12	15	16	18	18	17	20	21	21	22	25	23	23	24	27	28	29	30	32	30	0	1	2	2	4	2	5	4	7	6	3	7	14	10	4	3	11	6	11	10	10	17	1	4	2	3	1	4	2	1	2	2	5	2	1	1	4	6	3	4	5	5	6	1
16500	-168.678166332661988	-166.376772432716308	-2.301393899945678	0.000194333386823	0.000019938437808	0.102599137151665	0.356891365131792	0	8	11	15	15	19	17	18	20	20	21	22	23	22	22	24	26	28	29	30	32	31	0	1	2	2	2	3	5	4	7	3	2	7	10	10	5	6	11	11	6	16	22	20	1	4	2	5	4	5	1	1	2	5	8	3	3	1	4	2	4	3	5	2	1	1
17000	-162.757741005125695	-160.544057300503539	-2.213683704622142	0.000145816031045	0.000016237340965	0.111354978245720	0.345740080384130	1	8	12	15	16	17	17	18	18	21	22	21	24	22	22	24	27	28	31	28	30	32	0	1	2	2	4	3	4	4	4	6	3	9	6	6	4	10	16	16	16	16	16	21	1	3	2	3	1	2	1	1	2	2	6	1	3	3	4	2	2	2	4	2	2	1
17500	-162.702828714521331	-160.626384505692812	-2.076444208828516	0.000150627883106	0.000019238050869	0.127719054882944	0.541740864309667	0	8	11	15	16	17	18	18	19	21	21	21	25	23	21	25	24	28	30	29	32	32	0	1	2	2	4	3	4	5	4	6	3	9	14	6	5	10	10	16	16	17	19	19	1	2	1	3	1	2	1	1	2	2	6	1	1	3	2	2	2	1	1	2	1	1
18000	-162.684531263239904	-160.250304593971805	-2.434226669268092	0.000179992797619	0.000016426997429	0.091264748623344	0.519171975429437	1	8	10	14	16	17	18	17	20	19	22	22	25	23	22	24	27	29	29	30	32	31	0	1	2	2	4	2	5	4	7	2	3	4	14	11	5	2	11	17	17	17	22	19	1	4	1	3	1	4	1	2	1	5	5	4	1	1	4	5	2	1	1	1	1	1
18500	-170.340294907337238	-168.737694165994185	-1.602600741343051	0.000104877444440	0.000025055212282	0.238899912332190	0.404063790590670	0	8	10	16	17	18	18	15	20	20	21	20	24	23	22	24	27	27	29	31	29	31	0	1	2	8	8	3	4	2	4	3	6	4	11	11	8	10	10	16	16	19	10	19	1	5	1	1	1	4	1	4	2	4	2	2	2	1	4	1	6	2	3	1	5	1
19000	-161.793280797779175	-159.822008449492131	-1.971272348287044	0.000111197279610	0.000015920978390	0.143177768789864	0.474840417699476	0	8	12	16	13	18	18	16	19	21	19	21	24	23	23	25	27	27	30	31	32	31	0	1	2	5	2	2	4	5	4	6	3	9	11	11	5	10	10	16	16	17	19	19	1	2	2	2	3	5	1	2	1	2	3	1	3	2	4	2	3	1	2	2	1	1
19500	-165.048306387293849	-163.305012127313347	-1.743294259980498	0.000157314573293	0.000030039044850	0.190948900797016	0.469148357172731	-1	8	10	16	15	19	18	17	19	21	22	22	23	22	22	24	27	28	31	30	33	30	0	1	2	5	2	3	4	5	5	6	6	4	14	6	5	6	16	10	22	10	20	18	1	3	1	1	3	4	1	1	2	1	3	3	1	1	4	3	1	3	1	3	2	1
20000	-169.009632729958440	-166.040125708224593	-2.969507021733849	0.000172879433474	0.000010464335488	0.060529672487325	0.432109496401219	1	6	12	16	14	19	17	18	20	21	21	21	24	23	23	25	27	28	30	29	32	29	0	1	2	5	2	3	5	7	4	3	2	4	14	6	5	6	10	16	18	17	19	17	1	3	2	1	3	2	1	1	2	4	9	2	1	2	4	3	4	2	1	1	1	2
20500	-168.256309209494532	-165.574586056564215	-2.681723152930312	0.000148487639431	0.000011092916093	0.074705989907601	0.340493902078259	1	8	11	14	16	19	18	18	17	21	20	20	25	23	22	23	26	27	31	31	33	32	0	1	2	2	2	3	4	4	5	11	3	5	14	11	5	10	16	10	11	17	22	17	1	4	1	2	4	5	2	2	1	1	4	3	1	1	4	1	2	2	6	4	1	3
21000	-173.302685973364447	-170.582144439435410	-2.720541533929042	0.000179146165719	0.000012992463454	0.072524373614734	0.425900970119207	0	7	10	14	17	19	17	17	19	20	22	21	24	23	20	24	26	28	30	31	31	31	0	1	2	2	4	2	4	4	7	3	3	9	14	10	2	11	11	11	16	11	17	16	1	3	1	3	1	6	1	1	1	5	5	2	1	3	5	1	2	3	4	4	2	2
21500	-159.456083468982001	-157.079746804029838	-2.376336664952149	0.000112814269945	0.000010824632824	0.095950918523049	0.342146728956977	0	8	12	15	15	18	17	17	20	20	22	21	24	23	21	24	26	28	29	30	32	32	0	1	2	2	2	3	4	4	7	3	10	9	11	11	4	3	10	10	16	16	16	19	1	4	2	4	3	3	1	1	2	4	2	1	1	1	3	5	3	5	2	2	4	1
22000	-143.178808264706191	-140.395126658715043	-2.783681605991146	0.000125362660940	0.000008671665229	0.069172632139415	0.532452932900629	0	8	10	15	14	18	16	17	19	20	21	21	25	23	21	25	27	27	29	30	32	31	0	1	2	5	2	3	5	5	5	6	6	9	11	11	5	10	10	16	17	17	19	19	1	3	1	1	3	3	1	1	2	1	1	1	2	1	4	3	3	1	1	2	2	1
22500	-157.293138952791992	-155.403804520780170	-1.889334432011820	0.000146097156792	0.000023026314888	0.157609603043991	0.670261643362646	1	9	11	16	15	18	18	17	19	21	21	21	23	23	22	25	27	29	30	31	31	31	0	1	2	5	2	2	4	4	7	6	6	9	11	11	5	10	10	16	16	19	19	17	1	2	1	1	3	3	1	1	1	2	1	1	1	2	3	2	3	2	3	1	1	1
23000	-153.935564165106996	-151.773708319668231	-2.161855845438759	0.000124599702876	0.000014591745944	0.117108994698529	0.440890300588941	0	9	11	15	14	18	17	18	18	20	21	21	24	23	22	24	26	28	30	31	31	31	0	1	2	5	2	2	4	2	4	6	2	9	14	6	5	10	10	16	18	17	10	19	1	5	1	1	2	4	1	4	1	1	6	2	1	2	5	3	4	2	1	2	6	1
23500	-162.646271947157885	-160.223957104135053	-2.422314843022826	0.000251597981598	0.000023197221804	0.092199554448952	0.613858882831352	1	8	10	14	16	18	17	17	19	19	19	20	25	20	21	24	25	29	30	29	33	31	0	1	2	2	4	4	5	4	7	6	2	9	14	6	11	10	10	16	13	17	20	20	1	3	1	3	1	3	1	1	1	1	6	1	2	1	1	2	3	2	2	3	2	1
24000	-160.772971995368778	-157.136835964472311	-3.636136030896465	0.000148379854646	0.000005875295378	0.039596314416697	0.615058857943961	0	9	12	15	16	18	18	17	18	21	22	19	24	24	22	25	27	29	30	30	32	31	0	1	2	2	4	2	4	4	4	3	6	4	10	11	4	10	16	17	17	16	19	20	1	3	1	3	1	2	1	1	2	4	2	1	1	1	3	2	1	1	2	2	1	1
24500	-180.743455023687972	-178.659904409844330	-2.083550613843646	0.000322607082735	0.000040899015311	0.126776557303479	0.441699391770043	0	8	10	16	17	18	18	15	20	20	21	21	24	23	22	24	26	28	30	30	32	31	0	1	2	8	4	3	4	3	8	3	10	4	14	11	10	3	13	13	13	6	17	18	1	5	1	1	1	3	1	2	2	5	1	2	1	1	2	5	1	2	3	5	3	2
25000	-156.413113341639530	-154.188006727677873	-2.225106613961661	0.000128304513889	0.000014132509044	0.110148182751826	0.367722421641943	-2	7	12	16	15	18	17	18	19	21	22	20	24	24	22	23	27	28	30	30	33	29	0	1	2	5	2	2	5	2	4	3	10	8	11	11	8	3	6	10	22	10	19	17	1	5	3	1	4	5	1	5	1	4	1	1	1	1	2	6	3	3	1	4	1	1
25500	-169.792779138027214	-167.630862181730492	-2.161916956296719	0.000120159682080	0.000014070930355	0.117101927300325	0.429135567322167	1	8	12	15	17	18	17	17	19	21	22	22	25	24	21	24	26	27	30	31	32	31	0	1	2	2	4	2	4	4	7	6	6	9	11	6	4	3	10	10	10	17	18	17	1	4	1	4	1	5	1	1	2	1	2	2	1	3	4	7	3	3	4	2	2	2
26000	-162.801276754022211	-160.874669492760688	-1.926607261261516	0.000173161339329	0.000026102844990	0.150742914622476	0.353186569226545	1	9	11	13	16	18	18	18	20	19	21	21	23	23	21	25	26	28	29	31	30	32	0	1	2	2	4	3	2	2	5	2	10	9	11	11	8	6	6	16	16	19	18	21	1	4	1	2	2	4	6	5	1	4	1	1	1	1	2	3	4	2	2	1	1	1
26500	-161.680957484734847	-157.555542326597163	-4.125415158137697	0.000189223921582	0.000005703948802	0.030143909682125	0.499438727552942	1	8	11	16	15	18	17	17	19	21	22	21	25	23	22	25	26	29	30	30	33	32	0	1	2	5	2	3	5	5	4	2	10	9	11	10	5	11	13	17	17	16	19	19	1	3	1	1	3	2	1	1	2	7	1	1	2	2	3	2	1	2	2	2	1	1
27000	-154.496520756616178	-152.318869400049493	-2.177651356566690	0.000153872097366	0.000017742241859	0.115305127846596	0.437196804967088	0	8	11	16	15	19	17	18	20	20	20	18	24	23	22	23	27	29	30	29	32	29	0	1	2	5	2	3	5	5	12	6	2	4	14	11	5	10	10	16	22	17	19	16	1	3	1	1	3	4	1	2	1	1	5	1	1	2	4	1	4	3	1	1	1	2
27500	-155.949088479666358	-153.917770435490240	-2.031318044176115	0.000163026391400	0.000021843596755	0.133988101970934	0.531286782947393	0	6	11	15	17	18	17	17	19	20	20	21	24	23	21	25	26	27	31	30	33	30	0	1	2	3	4	3	2	4	4	6	3	9	11	11	7	10	10	16	22	16	19	17	1	3	3	2	1	5	5	1	3	1	2	1	2	1	2	2	3	1	1	3	1	2
28000	-156.494723486989699	-153.704036206016582	-2.790687280973104	0.000183219492808	0.000012608233660	0.068814914102680	0.411827014031895	0	8	12	14	15	18	18	17	20	20	22	21	25	23	22	24	27	27	30	29	33	31	0	1	2	2	4	3	5	4	7	6	6	9	11	11	4	3	10	10	10	3	22	17	1	4	2	3	1	3	2	1	1	1	2	1	2	1	3	5	3	3	5	8	1	2
28500	-187.979389144243527	-184.783737302275711	-3.195651841967808	0.000204033624340	0.000010604165632	0.051972637678188	0.325518927188704	1	9	12	15	16	18	18	18	20	20	21	20	23	23	22	25	27	28	29	30	32	32	0	1	2	2	2	3	5	4	2	5	3	7	3	6	9	10	10	10	4	2	10	18	1	5	2	4	4	3	1	1	6	2	5	1	3	3	2	3	3	3	6	11	5	2
29000	-175.527915498255652	-172.615236758505489	-2.912678739750161	0.000152735286696	0.000009621916989	0.062997341331651	0.261366931117465	1	8	11	15	17	19	17	16	19	21	21	21	23	22	23	23	27	28	30	29	32	32	0	1	2	2	2	3	4	4	5	6	2	9	2	3	5	10	10	11	13	2	13	17	1	4	1	4	3	4	1	1	1	1	7	1	6	4	4	1	4	3	3	10	5	3
29500	-175.649287095295364	-173.752400990754722	-1.896886104540642	0.000175283979660	0.000027374838066	0.156174215801438	0.292310393550636	0	8	10	14	17	18	14	16	20	20	19	22	24	23	22	24	26	27	30	30	32	31	0	1	2	2	7	2	2	4	7	6	2	9	2	3	5	10	11	10	17	18	22	18	1	4	1	3	1	5	3	1	3	1	5	1	7	5	2	2	3	3	3	2	1	2
30000	-168.950301144666582	-166.972519802008122	-1.977781342658472	0.000187217701611	0.000026609274240	0.142130119166427	0.496969935875725	-1	8	10	16	16	18	17	18	19	20	22	20	24	22	22	24	27	27	31	30	32	31	0	1	2	2	2	2	4	2	2	3	6	4	14	10	9	11	16	16	17	16	20	17	1	4	1	4	4	4	1	4	4	5	3	2	1	1	2	1	1	2	2	3	1	3
30500	-156.134654982610556	-153.790972613626508	-2.343682368984061	0.000170452582398	0.000016834226403	0.098761932298177	0.383300325363409	0	9	12	15	16	19	17	17	19	21	21	21	25	24	22	24	26	28	29	30	31	30	0	1	2	2	4	3	4	4	7	6	3	9	14	6	5	3	11	10	17	18	17	19	1	4	1	3	1	4	1	1	1	1	4	1	1	3	4	6	2	3	2	1	2	1
31000	-169.923179382239937	-167.831337668988766	-2.091841713251160	0.000173077058996	0.000021754313700	0.125691491557018	0.390495169621534	0	8	12	16	15	18	16	17	19	18	20	20	24	23	22	24	26	27	31	30	32	30	0	1	2	5	2	3	5	2	4	5	3	5	14	6	5	6	10	16	11	18	17	17	1	3	2	1	4	2	1	4	2	2	4	3	1	2	2	3	4	2	5	2	4	2
31500	-168.266194653903597	-165.127161639698016	-3.139033014205586	0.000213661573131	0.000011525825685	0.053944307888933	0.475961559277153	1	9	11	13	17	18	17	17	19	20	21	22	23	22	22	24	26	28	28	30	32	31	0	1	2	2	4	2	4	4	8	3	3	5	10	10	10	14	16	6	3	18	22	17	1	4	1	2	2	4	2	2	2	5	5	3	1	2	1	1	1	4	8	1	1	2
32000	-183.102817735026264	-180.989763962092468	-2.113053772933789	0.000151692423900	0.000018655817543	0.122984504190367	0.426655628018838	0	8	12	14	17	18	17	17	19	19	21	19	21	22	22	25	26	28	28	31	32	32	0	1	2	2	2	3	4	2	4	3	2	4	10	13	5	10	16	17	11	10	18	16	1	3	2	3	5	2	1	5	3	3	6	1	1	1	2	3	1	2	4	5	2	5
32500	-164.190212563529172	-162.238064216330883	-1.952148347198285	0.000195832969610	0.000028657085786	0.146334326866100	0.365352820305030	-2	8	10	15	16	18	17	18	19	20	20	21	23	24	20	24	26	29	30	30	32	32	0	1	2	2	2	3	4	4	7	3	3	9	10	10	5	6	16	17	17	11	19	19	1	4	2	4	3	4	1	2	1	4	5	1	2	2	3	3	1	2	2	5	1	2
33000	-161.446680411763310	-158.663905359751908	-2.782775052011397	0.000255856849301	0.000017710186476	0.069219122037404	0.378169195128192	1	9	11	14	16	19	18	17	20	21	22	21	24	23	22	23	26	29	30	30	32	32	0	1	2	2	4	3	4	4	7	6	3	9	16	6	8	10	6	11	11	17	20	19	1	3	1	2	1	3	2	2	1	1	4	1	1	3	2	1	2	3	4	2	1	1
