step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89
1	-1244.135244218040270	-1253.186087598491667	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.132452729764295	2	2	11	13	12	11	11	14	13	12	12	14	14	15	13	15	14	17	18	15	15	17	15	15	16	15	15	16	16	16	16	15	15	17	16	17	16	19	18	19	19	17	18	19	18	18	18	18	19	17	18	19	22	19	18	20	20	19	20	19	20	23	26	20	22	22	20	26	22	21	26	24	22	22	22	21	24	23	26	26	37	29	27	29	29	30	31	32	35	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-356.303629680409585	-365.354473060860926	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.421511736752225	3	1	9	12	13	6	12	15	14	12	11	14	14	16	14	15	11	17	19	15	15	15	15	14	17	15	16	17	13	14	16	16	15	16	16	17	17	18	18	18	18	17	19	19	18	18	18	19	19	17	17	18	23	15	16	20	20	13	19	19	20	24	27	19	22	20	21	23	18	21	25	24	23	21	23	22	21	22	27	23	35	27	28	29	25	28	29	33	35	2	0	6	17	17	1	17	13	29	11	3	58	58	9	11	13	3	22	16	7	15	29	24	7	26	30	16	54	4	58	15	16	29	21	12	35	35	32	50	42	21	27	38	27	27	32	32	52	26	33	24	34	39	58	21	49	25	7	41	37	45	80	60	50	77	42	56	76	8	56	77	41	27	31	70	46	40	64	80	77	88	68	82	82	78	66	82	72	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-301.117756079188950	-310.168599459640291	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.975241363555138	3	1	11	13	13	9	11	14	10	13	12	12	15	16	13	15	14	15	14	16	14	17	16	15	11	16	16	17	15	17	17	14	11	18	17	17	16	20	19	19	19	18	16	15	13	19	18	18	19	18	14	17	22	17	18	20	20	20	18	16	21	24	26	21	23	23	14	26	19	22	26	22	22	21	15	20	20	22	27	25	25	25	28	29	27	29	30	32	35	2	0	6	7	7	1	6	45	6	7	3	9	32	17	33	8	15	11	11	11	11	20	51	19	9	5	19	18	15	27	26	4	6	29	67	5	12	26	52	22	4	22	18	5	7	50	37	31	60	60	10	10	50	13	75	75	59	59	29	3	39	66	82	41	58	51	12	70	55	57	53	76	40	31	21	40	60	56	62	39	73	47	79	79	63	68	84	86	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-298.649166852409110	-307.700010232860450	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.959337834518823	2	1	12	14	12	10	11	15	12	12	7	14	14	14	14	15	14	17	17	16	15	18	16	16	16	14	16	17	17	15	16	16	12	16	17	16	17	19	17	19	18	18	15	19	19	14	18	18	20	16	18	14	20	20	18	17	16	18	21	18	19	23	26	20	20	21	19	25	22	17	21	24	22	22	21	18	24	22	23	20	36	29	26	27	27	28	32	30	31	2	0	11	10	11	11	6	12	7	6	2	3	7	10	10	12	7	31	4	30	46	37	46	43	46	9	30	27	31	3	12	16	11	4	8	4	21	21	25	50	50	19	10	60	20	3	3	34	46	12	39	11	48	50	25	23	14	36	40	4	39	65	79	17	60	20	26	69	21	20	54	78	65	75	60	24	74	61	69	48	87	63	79	63	63	84	82	72	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-309.189132313044524	-318.239975693495865	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995105135477797	2	0	10	13	9	12	10	13	12	12	13	14	15	11	13	16	15	16	18	14	16	17	14	13	14	16	14	16	17	17	17	13	15	16	16	15	16	18	18	20	19	16	16	17	16	19	14	13	19	17	18	20	23	20	15	19	20	20	20	18	21	24	27	19	23	19	21	25	17	21	23	22	22	17	21	18	24	21	23	20	37	29	21	29	30	27	31	32	33	2	0	5	10	1	7	5	3	5	5	9	48	11	7	6	6	47	48	69	11	15	43	8	6	8	8	8	11	37	23	36	14	12	25	20	15	23	7	21	56	76	32	17	36	8	51	11	14	30	17	50	51	56	35	48	55	47	8	44	26	60	70	64	44	69	19	59	80	48	41	66	59	26	33	40	17	53	64	78	51	89	63	27	53	63	61	85	84	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-266.822104995524228	-275.872948375975568	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998700075476525	3	2	11	12	10	12	9	14	13	13	12	15	14	14	14	15	15	17	16	15	15	18	13	15	14	14	16	15	15	16	16	16	16	18	15	17	16	20	19	19	20	17	18	19	17	17	19	15	20	17	19	19	23	19	19	21	20	18	21	20	20	23	25	20	22	21	18	26	19	22	27	22	22	18	23	21	24	24	25	26	38	29	27	30	30	30	30	29	35	2	0	5	5	7	5	1	23	3	4	3	26	9	11	3	26	9	37	14	14	23	37	6	13	9	11	15	25	3	17	48	13	24	19	9	28	21	74	8	6	43	32	33	18	19	30	46	14	42	21	58	36	73	50	32	74	54	17	43	51	55	32	73	55	34	27	24	49	17	60	55	52	58	16	66	67	62	65	70	73	89	71	57	88	88	71	88	76	87	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-282.008325398774900	-291.059168779226241	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995124561862610	3	0	11	14	12	11	10	15	13	11	12	14	14	15	13	15	13	17	17	15	15	18	16	14	14	16	16	16	15	17	17	11	16	17	16	18	13	20	18	17	17	15	16	19	18	16	17	18	20	18	17	18	22	19	19	19	19	19	20	19	18	22	26	19	21	19	20	20	18	20	24	21	21	22	20	18	20	20	25	24	38	25	25	28	28	31	30	33	35	2	0	7	9	3	7	1	13	5	7	32	9	11	37	5	5	3	21	23	4	12	33	20	15	11	4	4	16	6	12	23	7	10	21	10	46	7	64	37	35	28	32	8	46	43	13	26	47	36	43	33	26	68	46	14	61	35	31	45	28	14	36	74	21	67	18	55	22	30	57	75	58	75	72	22	34	50	45	80	62	88	51	80	79	82	85	84	87	87	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-271.988866074729970	-281.039709455181310	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983430571471271	2	0	10	13	11	12	9	14	14	12	13	14	15	16	14	16	14	15	18	16	16	17	16	14	16	16	15	11	16	17	15	14	16	17	15	17	16	19	19	20	20	18	17	19	17	19	19	17	16	15	18	19	21	19	19	19	20	16	19	20	21	21	22	20	22	22	20	23	21	16	25	24	21	22	21	20	24	24	27	23	35	29	27	28	28	25	30	30	34	2	0	7	28	7	3	1	6	5	28	28	10	17	50	28	13	5	24	27	50	32	49	11	28	31	17	8	3	35	14	32	4	24	70	11	9	12	29	34	44	15	16	35	45	50	35	13	31	8	4	18	58	20	48	22	14	35	50	22	23	46	47	53	52	60	73	47	53	36	17	78	34	57	41	55	49	68	75	68	67	89	72	71	79	83	66	82	82	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-263.927236124536876	-272.978079504988216	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996041960935312	2	1	11	14	12	12	9	14	14	13	12	15	14	14	14	16	15	17	19	12	16	17	14	16	16	16	15	17	17	16	13	16	15	16	16	16	17	19	19	18	18	17	19	18	18	16	15	17	19	17	19	20	22	18	15	19	21	20	19	17	20	22	24	20	21	22	18	26	20	22	27	25	21	21	21	20	24	22	27	25	37	26	25	29	27	29	28	30	32	2	0	7	11	7	7	2	20	7	3	3	5	20	20	3	47	5	25	32	7	27	47	20	8	47	31	15	30	5	7	20	9	4	12	14	5	21	25	44	22	28	24	48	47	55	9	13	23	41	9	60	48	69	60	20	50	43	44	32	46	37	65	62	67	76	58	60	63	45	74	72	70	49	60	69	40	73	52	80	53	89	62	77	85	72	82	71	87	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-262.897243790518814	-271.948087170970155	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995705808242701	3	2	10	11	13	12	11	14	13	13	13	14	14	15	14	15	14	18	18	15	16	15	14	15	15	14	15	17	15	17	17	15	13	18	15	16	17	19	19	19	19	17	16	19	16	18	18	17	20	17	16	18	22	19	16	17	19	19	21	20	20	23	25	19	20	23	21	27	21	20	26	25	21	20	22	21	24	23	25	27	37	28	27	27	26	29	29	31	34	2	0	1	3	6	3	3	33	6	7	4	7	9	33	10	4	4	42	37	13	23	5	9	10	33	10	6	25	23	14	25	33	4	42	7	35	14	56	18	19	36	27	32	9	14	16	30	12	64	5	23	51	64	19	35	36	50	31	30	58	47	40	43	36	10	76	64	79	36	50	72	76	60	52	59	58	66	70	66	72	89	80	59	66	72	68	80	82	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
