step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108
1	-5250.154039218634352	-5256.093236437719497	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.477145778094724	0	1	1	2	3	3	2	3	2	3	3	4	4	4	5	4	4	5	4	7	5	6	5	6	6	7	6	6	7	9	8	8	8	8	8	10	9	9	8	9	10	10	9	9	10	12	12	10	11	10	11	11	10	11	11	12	13	12	12	13	12	11	12	12	13	12	12	15	13	13	12	13	14	13	14	14	14	14	15	14	14	14	15	15	14	16	14	14	16	16	18	17	16	15	16	16	17	17	17	19	18	19	19	19	23	22	24	29	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	2	2	2	3	2	2	3	2	4	3	3	3	3	3	4	3	3	4	5	4	4	4	4	4	5	5	5	4	5	5	5	5	5	5	6	6	5	6	5	6	6	5	6	6	6	7	6	6	7	6	6	6	6	7	6	6	8	7	7	6	7	7	7	7	7	7	7	8	7	7	7	8	8	7	8	7	7	8	8	9	9	8	8	8	8	9	9	9	10	9	10	10	10	12	11	12	15
500	-1003.495906469548686	-1009.435103688633944	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.378156530575428	-1	0	1	1	2	4	3	3	2	3	2	3	4	4	4	3	5	5	4	8	4	7	5	7	7	5	6	7	6	6	8	8	7	8	8	10	10	9	8	10	11	9	10	9	9	12	12	11	10	11	12	10	11	10	12	11	12	12	11	13	12	10	12	13	13	11	12	15	14	12	13	14	12	10	13	15	15	15	15	14	14	14	16	15	15	16	15	15	16	16	18	16	17	16	16	16	17	17	18	20	18	20	18	19	24	22	24	29	0	1	1	2	2	16	2	3	4	2	2	2	9	9	5	3	7	10	0	9	2	12	13	13	14	13	15	10	19	18	13	24	14	26	14	12	14	39	26	29	29	33	35	31	26	59	31	45	33	33	12	20	45	29	62	45	20	26	28	20	25	42	35	20	34	26	49	60	19	43	39	52	35	10	10	10	58	62	47	45	45	62	31	58	58	30	59	34	20	30	30	74	58	26	63	20	58	65	30	49	80	75	49	31	92	74	92	0	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	2	1	1	1	2	2	2	1	1	1	1	1	2	1	1	2	1	2	1	3	2	3	1	2	2	4	1	2	1	2	1	2	1	1	2	7	1	1	2	1	1	1	4	1	3	3	1	2	3	3	4	2	1	8	1	4	3	2	3	5	7	1	2	1	3	3	3	7	2	2	5	2	4	5	5	6	3	4	10	2	4	3	1	10	6	3	7	4	5	4	6	5	1
1000	-843.163621891643857	-849.102819110729115	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.404252663148527	0	1	1	3	4	4	3	3	2	3	3	4	4	4	5	4	4	5	2	7	5	6	5	6	6	6	7	6	6	9	8	9	8	8	7	9	9	9	8	8	10	9	9	10	11	11	12	9	11	11	11	12	10	11	11	12	13	11	11	10	10	10	12	12	14	12	13	15	14	13	13	13	14	13	14	14	14	15	14	15	14	12	16	16	14	16	14	15	17	16	19	17	17	16	16	16	18	18	18	20	17	19	18	20	23	22	24	30	0	1	1	9	2	3	3	3	2	2	2	2	9	9	10	3	2	10	0	23	11	12	9	13	9	23	15	10	19	2	24	24	14	26	23	12	25	34	26	29	29	25	20	31	34	10	24	26	20	35	36	61	39	29	42	13	43	48	30	34	37	42	32	43	45	60	35	53	19	43	60	52	67	28	59	10	56	82	47	34	45	62	47	65	71	87	30	77	49	59	30	75	65	26	63	49	84	85	10	89	80	30	73	63	76	87	76	0	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	2	2	1	1	1	1	2	1	4	1	2	1	2	3	1	2	2	1	1	3	2	1	1	1	3	1	1	1	2	2	3	1	2	2	1	1	1	2	1	4	2	1	1	1	1	1	2	1	1	1	4	2	7	2	3	1	1	4	2	6	1	1	1	3	3	1	3	1	1	1	3	1	4	2	5	2	2	7	2	3	2	2	6	2	1	7	2	4	5	6	5	1
1500	-778.613548254423904	-784.552745473509162	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.585601980955401	0	1	1	3	4	3	2	4	2	3	3	5	4	4	5	5	4	5	4	5	5	7	5	7	6	6	6	7	7	9	8	8	8	8	9	8	9	8	8	9	10	10	10	9	9	11	13	10	11	10	11	9	11	11	11	11	14	13	12	13	11	12	12	11	13	12	13	16	13	14	12	12	14	13	15	14	15	15	15	13	14	14	15	16	15	16	14	15	16	17	17	16	16	15	16	16	16	18	17	19	18	18	19	18	23	22	25	29	0	1	1	9	3	2	3	6	2	2	2	2	9	9	5	6	3	10	0	9	11	12	13	9	9	13	5	18	19	10	24	13	25	26	13	12	5	26	26	29	19	33	20	24	26	30	31	26	35	35	36	14	48	29	42	39	43	56	11	56	52	55	24	35	34	48	49	53	41	43	45	52	49	10	46	10	60	62	63	56	45	62	63	65	71	59	59	34	35	76	75	46	65	80	63	73	94	85	87	49	93	59	49	63	92	76	76	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	2	1	2	1	1	2	2	2	1	1	1	2	1	2	1	1	1	2	2	1	1	2	2	1	1	1	2	2	1	4	1	1	1	2	1	2	1	2	3	1	1	2	2	2	4	2	5	1	1	1	1	3	1	1	2	2	2	1	2	3	1	1	2	2	1	2	1	1	2	2	3	1	4	4	3	3	4	5	1
2000	-718.982476819951785	-724.921674039037043	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.615562814418928	0	1	1	3	3	4	3	3	2	3	3	5	3	5	5	3	4	5	4	8	5	6	5	6	6	6	7	7	7	9	9	8	8	9	8	9	9	8	8	9	8	9	9	9	10	10	12	9	11	10	11	12	10	12	11	13	12	11	12	13	11	12	13	11	11	12	12	15	13	13	13	13	13	13	15	14	14	13	16	15	14	14	16	15	14	16	15	15	17	15	17	17	17	16	17	15	17	17	18	19	18	19	19	19	20	23	24	30	0	1	1	9	2	16	3	3	2	2	2	2	9	9	5	3	8	10	0	24	11	12	13	13	13	13	15	18	19	10	24	24	14	26	25	22	14	26	13	29	29	33	14	24	26	10	31	26	20	35	36	61	26	41	42	53	43	45	46	48	37	55	31	25	39	34	49	48	54	57	58	61	49	10	59	59	34	62	63	77	34	62	63	65	58	76	30	77	49	30	90	87	94	65	83	73	84	85	76	96	93	87	49	63	102	105	102	0	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	4	1	1	2	2	1	1	2	1	3	1	1	1	2	1	2	2	1	2	3	1	1	1	2	2	1	1	1	1	2	2	1	1	2	2	2	2	1	3	1	1	2	2	1	5	2	1	3	1	2	1	2	1	2	2	1	1	3	1	3	3	1	1	1	4	1	1	1	1	3	2	1	2	4	2	1	1	2	1
2500	-706.779279377513376	-712.718476596598634	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.693396236099626	-1	0	1	2	3	3	3	3	3	3	2	4	4	4	5	5	5	6	4	8	6	7	5	6	5	7	6	7	7	9	8	9	8	9	8	10	10	8	8	9	10	11	8	9	10	12	12	10	10	10	11	11	9	10	10	12	12	12	11	12	12	12	11	13	13	12	12	15	13	12	13	13	14	14	14	14	14	14	15	14	15	13	15	15	15	16	15	15	14	16	18	17	17	16	17	16	17	17	18	19	19	19	19	20	20	23	24	29	0	1	1	2	11	3	3	3	4	2	2	2	9	9	5	6	8	10	0	26	5	12	13	13	14	13	15	18	19	10	24	24	25	26	26	12	25	26	26	29	29	55	9	31	34	59	31	26	43	35	22	37	26	29	33	39	43	45	30	48	37	33	24	57	45	48	35	53	41	20	58	61	49	30	59	59	60	62	63	65	65	62	63	65	71	30	76	77	49	74	90	76	81	84	83	73	84	85	86	96	81	76	73	95	102	105	102	0	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	2	2	1	2	2	1	1	3	2	1	1	2	2	1	2	1	1	1	2	2	2	1	2	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	3	1	2	2	2	2	1	1	1	2	2	1	4	1	1	2	1	1	1	2	1	1	1	1	2	2	2	2	2	4	1	1	2	2	1
3000	-711.469749539911504	-717.408946758996763	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.734839743192491	-1	0	0	1	3	2	3	2	3	4	3	2	4	4	5	5	4	6	4	7	5	7	5	5	6	7	6	5	7	8	8	8	8	8	8	9	9	8	7	9	11	9	10	9	11	11	11	10	10	11	12	11	10	10	11	12	12	11	12	13	12	12	12	12	12	12	12	15	12	14	12	13	14	13	14	14	13	15	14	14	13	14	15	15	14	17	14	15	16	17	17	17	16	16	16	17	16	16	18	19	18	20	19	18	22	22	24	29	0	1	1	2	12	3	6	3	4	2	2	2	9	9	5	7	8	28	0	24	11	12	13	4	14	13	15	10	19	18	24	24	25	39	14	22	35	24	24	29	54	33	35	31	34	30	31	26	35	35	22	37	39	29	42	39	43	34	30	58	52	55	47	43	26	48	20	53	54	57	58	61	49	59	30	46	48	62	47	65	34	62	63	65	71	30	59	77	73	59	74	76	81	84	79	89	84	85	87	96	93	86	89	95	102	92	105	0	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	2	1	2	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	1	1	1	2	3	1	1	1	1	1	2	1	3	3	1	2	1	1	2	1	2	2	1	2	2	1	2	2	2	1	1	3	1	2	1	2	2	1	1	1	1	1	1	2	3	1	1	1	2	1	1	2	1	1
3500	-696.571855399893138	-702.511052618978397	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.693414193432602	-1	0	0	2	2	3	2	2	3	3	3	4	4	4	4	4	5	6	4	7	5	6	5	7	6	7	7	7	7	7	8	9	8	8	9	9	8	9	8	9	10	10	9	9	9	10	11	10	12	11	11	11	11	12	12	11	13	10	12	12	13	11	13	11	13	13	10	15	11	13	12	14	15	14	12	14	14	13	14	13	15	15	15	16	15	15	15	14	15	16	18	16	16	15	16	17	18	17	17	17	18	20	19	20	23	21	24	27	0	1	1	2	2	3	3	3	4	2	2	2	9	9	5	6	7	10	0	14	11	12	13	13	14	13	5	18	19	18	24	24	25	26	20	22	14	26	26	29	29	33	20	24	26	30	44	38	67	20	36	37	58	41	42	39	43	45	30	48	52	42	31	43	56	48	20	66	29	43	58	61	57	75	30	46	60	62	63	45	80	62	63	94	71	76	59	66	49	74	59	76	81	65	79	73	94	85	76	89	93	76	100	95	106	102	105	0	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	1	3	1	1	1	3	1	1	2	2	2	2	1	1	1	1	1	3	2	2	1	1	3	1	2	1	1	2	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	3	1	2	2	1	1	1
4000	-673.670090126879700	-679.609287345964958	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.726987331168896	-1	1	1	2	3	3	3	3	3	4	2	4	4	4	5	5	4	5	4	7	5	6	6	6	6	7	7	7	8	10	8	8	8	9	9	9	9	9	8	9	9	10	9	9	10	13	12	11	10	11	11	11	11	11	11	11	14	11	11	14	12	12	11	12	13	12	12	16	13	12	13	13	14	14	14	15	14	14	15	14	15	13	15	13	15	16	14	15	15	16	18	16	15	15	16	16	17	17	17	19	16	19	16	18	23	20	24	28	0	1	1	2	2	3	3	3	4	2	2	2	9	9	5	6	8	10	0	24	11	12	13	13	14	13	15	18	19	18	24	24	25	13	20	22	14	26	13	19	19	33	20	31	39	59	44	39	35	35	36	37	39	29	42	45	43	26	10	66	52	55	31	35	34	48	49	53	54	43	58	61	49	30	59	30	48	62	63	58	34	62	63	34	71	87	30	60	64	74	74	87	84	65	63	89	94	85	87	103	93	92	73	95	102	102	106	0	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	1	1	1	2	2	2	2	1	2	3	3	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	3	2	3	1	1	1	1	2	2	1	1	2	2	1	1	1	2	2	1	2	1	1	2	2	3	1	2	2	1	1	2	1	2	1	2	1	1	1	2	1	1	1	2	2	1	2	1	1	2	1	2	1
4500	-656.976251545790774	-662.915448764876032	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.763993032554043	-1	1	1	3	3	3	3	3	2	3	3	4	3	4	6	5	5	6	4	7	5	7	5	6	7	6	7	6	6	8	9	9	8	8	8	9	9	8	8	10	11	9	9	8	10	12	12	11	12	10	12	11	10	11	10	12	12	12	11	13	13	12	13	13	12	12	12	14	14	12	13	13	14	13	13	13	14	15	14	14	14	14	16	15	15	17	15	14	16	16	17	17	16	14	16	16	17	17	18	20	18	19	19	18	24	21	23	29	0	1	1	9	2	3	3	3	2	2	2	2	9	9	5	6	8	10	0	23	11	12	9	23	14	23	15	10	19	10	24	24	25	26	23	22	25	26	26	29	29	33	20	24	34	30	44	34	35	35	36	37	39	29	42	39	43	48	30	56	52	55	44	49	45	48	35	53	54	20	58	52	49	30	59	46	48	62	47	65	56	62	63	94	71	87	46	48	49	74	74	87	81	65	63	49	84	85	87	96	93	92	96	63	106	102	106	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	4	1	1	1	1	2	2	2	2	1	2	1	1	2	1	2	2	1	1	1	1	1	4	1	2	1	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	3	1	2	1	1	1	2	2	1	1	2	3	1	1	2	2	2	1	1	1
