step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77
22000	-249.741795117515153	-258.792638497966493	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996478891198955	1	5	2	8	6	19	18	21	24	22	23	25	22	20	26	27	26	31	26	26	26	28	26	29	29	28	27	31	29	31	29	30	30	28	33	32	31	33	31	42	33	32	34	34	30	35	25	35	37	34	33	34	33	36	34	35	35	38	35	36	39	37	39	33	42	36	38	44	31	39	41	38	41	40	45	43	41	0	3	1	5	2	7	4	14	8	8	10	14	14	6	11	12	13	25	47	47	12	16	12	19	16	21	15	45	12	45	20	29	34	27	39	32	32	18	26	77	39	18	30	41	23	35	8	36	38	42	28	51	30	59	28	42	33	66	64	59	50	56	49	45	73	35	57	76	26	60	74	56	61	61	68	77	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22500	-227.235160705041750	-236.286004085493090	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978625822237466	1	4	5	9	7	22	17	20	26	19	23	25	23	25	24	30	27	29	29	26	26	29	27	30	28	28	30	32	30	31	28	31	31	32	33	32	33	33	31	38	31	30	34	34	33	35	31	34	36	36	34	35	34	37	36	35	36	37	37	38	38	37	39	35	41	38	39	44	40	41	43	41	40	40	43	38	40	0	1	2	5	2	7	4	10	11	7	10	13	6	15	11	18	21	25	23	12	15	14	12	31	9	12	31	42	26	9	14	31	22	24	28	16	34	33	18	55	23	26	36	16	32	36	17	41	38	52	38	43	33	44	35	51	64	52	55	51	57	55	61	35	49	54	58	69	60	60	72	40	54	46	73	50	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23000	-228.798121379667123	-237.848964760118463	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982724608446332	2	5	4	10	7	22	18	20	25	20	24	25	24	25	27	28	26	31	29	29	25	26	28	29	29	28	30	31	29	31	30	30	28	29	32	32	33	32	32	41	33	32	34	31	33	30	32	34	36	35	33	35	36	34	37	35	34	36	35	37	39	38	40	39	35	38	37	42	39	40	40	41	39	41	43	42	46	0	1	1	5	3	10	5	7	13	7	6	13	6	13	14	14	12	29	23	15	11	13	22	23	6	15	33	20	26	46	33	34	15	15	44	30	47	27	27	69	38	46	36	46	30	19	29	45	51	47	24	45	57	28	42	41	41	42	38	54	59	55	62	55	30	39	54	40	55	73	55	64	55	53	76	72	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23500	-244.566492742758669	-253.617336123210009	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979291651071609	1	3	3	10	5	22	17	21	26	19	21	23	21	26	27	29	25	29	29	27	27	28	27	28	29	27	27	26	31	27	29	29	30	29	32	31	31	30	30	37	31	32	34	33	31	31	32	33	34	35	31	25	36	36	37	33	36	37	38	37	40	35	39	39	41	38	38	41	36	41	43	45	40	38	45	42	44	0	1	1	5	1	11	4	10	12	7	10	13	10	52	17	23	11	24	52	52	52	14	52	15	23	12	14	52	38	17	27	27	21	9	29	15	22	22	26	42	25	41	44	47	39	34	39	51	39	43	38	12	44	43	62	25	50	36	53	49	74	35	40	59	59	57	43	67	62	61	68	65	63	55	76	63	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24000	-237.194241485973066	-246.245084866424406	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.963637197560166	2	5	4	10	7	19	16	18	24	21	23	25	22	26	26	30	26	29	29	27	27	29	29	29	28	24	27	32	28	31	29	27	27	31	33	31	31	33	31	40	32	33	34	33	32	35	31	34	37	33	34	34	36	35	37	36	35	36	38	38	38	36	39	39	40	40	35	42	38	37	43	40	41	41	46	42	45	0	1	1	3	2	8	5	7	13	6	10	9	6	12	9	25	9	33	33	17	15	27	27	14	15	11	9	47	21	17	25	12	17	33	39	22	31	14	23	60	37	30	16	45	37	42	29	45	52	34	22	45	67	44	47	52	39	67	56	45	49	45	70	56	67	61	35	65	67	50	68	61	65	64	77	73	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24500	-223.700432425105703	-232.751275805557043	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994999934908448	0	4	3	10	8	22	16	21	26	22	23	25	23	26	28	29	27	30	28	28	28	29	27	29	25	28	30	31	31	30	28	30	30	32	33	31	32	34	30	41	31	32	34	32	34	35	32	33	36	35	31	34	36	37	37	34	36	37	38	38	38	37	40	38	42	39	39	43	41	40	43	44	40	33	46	40	46	0	3	1	5	2	8	4	7	13	8	10	13	10	25	25	26	25	26	17	14	14	17	11	15	8	9	23	16	31	24	17	23	21	51	28	33	27	47	16	63	19	18	28	20	35	16	30	34	52	39	20	28	56	44	24	47	52	50	53	45	34	56	55	54	70	58	57	70	76	64	73	59	50	33	71	64	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25000	-231.690870495310804	-240.741713875762144	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.965795592920776	1	3	5	10	8	22	18	21	26	22	20	25	24	26	27	29	28	31	27	29	25	29	27	29	27	27	29	30	31	29	30	29	31	30	33	31	31	32	32	41	31	32	34	31	33	32	32	35	37	36	33	31	35	35	35	36	35	32	36	37	38	37	39	38	38	38	39	42	40	39	42	45	41	40	45	39	46	0	1	1	5	3	11	4	7	10	11	7	13	6	12	9	9	15	14	9	15	6	19	14	25	21	9	19	12	32	23	27	26	27	19	47	32	26	16	27	63	30	41	36	30	29	18	37	38	55	54	30	30	51	51	22	34	35	36	57	53	56	50	55	50	51	59	51	73	61	66	70	71	76	76	71	66	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25500	-249.078055333869031	-258.128898714320371	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982192676643211	1	5	4	6	8	21	12	20	25	17	24	25	23	25	26	29	26	31	28	25	27	28	27	30	29	26	30	27	29	29	29	30	30	27	31	29	31	34	31	42	33	33	32	34	32	35	32	29	36	35	29	33	36	37	34	36	35	37	37	38	34	38	40	36	41	39	39	43	40	40	42	43	41	38	39	41	46	0	3	1	2	4	8	4	10	11	7	6	13	6	13	14	21	11	29	23	6	12	6	14	29	34	9	17	9	15	19	23	30	29	14	16	23	24	42	32	63	47	25	33	37	30	18	27	34	61	55	19	35	37	49	52	38	35	57	45	49	47	56	18	38	70	39	59	65	75	67	69	73	67	52	64	63	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26000	-238.388974508290204	-247.439817888741544	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995820697606505	2	3	5	9	6	22	16	20	25	22	24	22	23	26	28	29	27	31	29	28	27	29	28	27	29	29	29	31	28	30	28	30	30	30	32	31	33	34	31	41	32	33	35	33	31	32	33	31	31	35	33	35	36	36	31	35	35	37	37	34	39	35	38	38	39	38	38	43	39	40	39	44	41	40	44	40	41	0	1	1	5	3	8	4	7	6	7	10	8	6	13	14	17	11	15	15	17	12	31	14	9	29	20	13	17	9	25	17	19	15	20	49	34	25	41	22	76	36	28	44	41	19	48	48	22	27	28	34	31	38	39	26	55	42	54	57	34	63	51	62	62	52	58	56	40	58	67	63	70	65	58	59	43	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26500	-249.518371404148525	-258.569214784599865	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984670650480145	1	5	4	7	8	22	13	20	25	21	24	23	24	26	27	30	27	28	28	28	26	26	28	30	29	28	28	31	30	29	30	29	29	30	33	32	33	33	31	41	31	31	34	32	31	34	32	35	36	36	33	35	35	36	37	34	32	36	37	36	40	38	40	35	42	38	37	41	41	41	42	43	33	40	45	43	43	0	3	1	3	2	10	5	7	10	8	12	10	6	13	21	18	13	11	9	14	13	12	9	21	15	22	17	24	32	27	25	22	15	26	23	27	16	16	19	59	29	24	28	32	25	38	17	73	37	37	39	23	42	36	53	38	13	53	49	31	38	52	48	46	61	58	51	60	53	62	70	71	41	48	77	40	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27000	-252.135792864471114	-261.186636244922454	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999601931140591	2	4	5	8	6	22	15	21	23	18	24	19	24	26	23	30	26	28	29	27	24	27	27	29	25	27	29	29	29	29	28	27	31	32	33	31	32	34	28	42	32	33	35	33	34	35	33	34	35	36	33	32	36	37	36	31	33	37	35	35	40	38	40	38	42	37	37	42	41	41	43	42	40	38	44	42	43	0	1	1	5	3	8	5	10	12	7	6	10	6	11	8	20	21	26	20	25	9	15	17	11	6	21	23	9	18	17	13	11	30	23	16	27	16	52	25	50	33	33	35	36	57	44	52	26	35	59	36	16	49	45	34	29	24	56	42	57	54	50	53	53	70	46	38	69	67	73	76	61	64	66	40	38	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27500	-242.930431539585243	-251.981274920036583	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980565483281214	1	5	4	11	5	23	17	19	26	21	24	23	22	24	28	28	27	28	29	29	25	27	28	29	26	29	29	30	31	31	29	31	29	31	32	32	31	33	32	41	33	31	34	30	34	35	30	35	33	35	34	34	36	36	37	34	35	38	37	37	37	34	38	37	40	39	39	39	38	37	43	41	41	40	43	39	43	0	3	1	2	3	13	5	7	21	8	12	10	8	13	25	25	9	25	16	13	12	25	11	18	14	16	12	15	33	33	23	15	22	28	34	27	19	30	18	63	42	19	29	31	37	24	16	56	26	56	36	24	49	36	48	28	41	54	57	46	50	38	45	62	76	61	48	62	61	45	66	76	67	68	72	61	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28000	-237.174406005849050	-246.225249386300391	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991146755309810	1	5	5	10	8	23	17	20	26	22	21	24	24	25	28	30	28	31	28	28	28	27	28	29	29	27	29	30	28	31	29	31	30	32	32	31	33	33	31	42	33	33	33	34	30	32	30	33	35	34	33	32	36	35	35	30	36	32	38	37	39	35	39	37	40	39	38	43	37	41	42	37	41	40	43	41	41	0	1	1	5	3	11	4	7	12	8	8	10	10	12	22	15	9	16	14	22	22	9	14	17	22	10	13	24	22	24	26	28	19	16	47	31	16	30	33	74	30	25	39	58	29	32	22	45	52	51	47	28	62	38	38	21	38	9	57	56	72	37	69	38	45	60	48	66	50	66	76	54	59	63	76	65	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28500	-230.085607775384574	-239.136451155835914	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.964257895758475	1	2	5	10	8	22	16	20	26	22	23	25	21	24	27	30	27	31	29	27	26	29	29	25	28	28	30	32	29	30	29	31	30	32	32	31	29	33	30	42	32	32	33	33	34	34	32	34	36	32	33	35	36	37	35	35	35	30	38	35	39	36	37	38	42	40	34	43	41	39	43	44	40	40	44	41	45	0	1	2	5	3	13	4	7	12	8	6	11	8	8	6	9	21	22	25	12	11	17	21	14	21	20	22	25	15	17	9	39	23	33	22	19	17	22	26	76	30	33	32	39	16	36	26	38	55	27	34	46	60	46	38	30	43	22	62	38	63	42	49	45	61	64	42	65	66	62	70	64	51	64	68	70	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29000	-237.239774459489979	-246.290617839941319	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.970020037309760	2	5	4	10	8	22	15	21	26	22	23	25	24	25	27	30	26	29	29	28	27	28	28	29	27	27	30	32	30	28	30	30	29	31	31	30	33	31	30	41	32	33	35	32	31	34	33	34	34	35	33	35	36	37	35	36	35	36	37	37	39	34	40	31	41	40	38	41	41	41	39	44	39	38	39	42	45	0	3	1	1	2	8	2	7	12	8	6	8	10	13	14	26	13	23	11	21	17	15	12	20	12	17	20	39	23	17	11	23	15	31	24	22	38	24	22	71	35	16	64	39	31	64	25	38	42	37	16	41	52	56	48	48	42	47	50	56	56	42	56	19	59	54	56	73	75	75	74	68	47	59	53	69	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29500	-255.320593161979559	-264.371436542430899	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997500302001803	2	4	5	10	6	22	17	21	26	22	20	25	23	26	27	30	27	29	28	27	28	28	25	28	27	29	30	31	30	29	30	30	30	31	31	32	32	32	31	41	31	28	34	32	33	34	32	35	35	36	33	34	34	37	37	33	32	34	32	37	37	37	36	39	38	39	38	42	35	40	42	41	38	41	45	41	43	0	1	1	5	1	8	4	11	13	8	7	6	8	23	10	42	12	25	25	6	17	13	6	15	23	24	21	31	19	24	19	21	42	31	18	30	19	33	27	43	30	14	59	26	57	12	28	27	46	47	41	59	28	57	50	27	17	38	32	49	69	69	49	49	59	49	54	64	36	60	63	45	54	73	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30000	-235.584306792097834	-244.635150172549174	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.966707327856535	2	5	3	11	7	21	16	19	24	20	24	24	22	25	26	29	26	31	29	28	28	28	29	29	27	28	30	32	29	30	29	29	30	31	28	32	32	26	31	40	30	30	34	29	33	31	32	35	35	35	33	35	34	36	37	34	33	32	38	35	37	37	40	37	40	40	39	36	41	39	42	43	40	38	45	41	46	0	3	1	5	1	8	4	7	13	8	13	13	10	11	11	15	11	16	22	17	14	25	14	26	38	38	32	26	21	20	25	26	44	31	25	18	42	11	30	59	16	22	47	22	36	31	41	18	51	16	19	45	28	53	53	27	41	18	68	51	45	49	74	48	59	64	59	49	61	54	65	70	67	43	65	67	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30500	-251.212031297979536	-260.262874678430876	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988647661814547	2	5	3	11	7	22	17	20	26	22	21	23	24	26	27	26	27	31	28	23	25	27	29	29	27	28	29	31	30	27	29	31	30	28	32	29	32	33	32	41	32	32	33	30	33	32	32	35	37	36	31	33	32	35	34	35	36	35	38	37	38	36	39	37	42	36	38	43	42	39	38	41	41	39	44	40	45	0	1	1	2	2	8	4	7	13	8	8	10	12	13	14	12	21	9	15	11	11	6	30	30	21	14	26	23	23	12	19	26	23	14	19	13	33	51	19	76	15	19	51	14	42	27	13	44	43	54	34	37	18	52	43	37	38	51	48	56	49	38	54	58	40	56	52	72	73	60	54	66	76	59	49	59	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
31000	-241.514180091261011	-250.565023471712351	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985820954811887	1	4	4	10	7	20	16	19	25	22	24	24	23	25	27	27	27	31	27	29	27	27	28	30	28	27	26	32	30	28	30	30	29	32	32	32	31	31	32	41	33	31	33	33	33	35	29	30	34	36	34	32	29	35	36	35	32	38	38	37	32	38	38	37	39	40	38	43	40	38	42	42	39	41	40	38	44	0	1	1	5	2	8	4	7	12	6	6	13	10	13	27	14	14	47	27	19	9	10	27	23	13	6	9	32	30	11	30	15	26	16	29	48	47	31	19	75	37	31	38	23	42	43	17	16	37	57	37	29	27	41	51	41	31	50	55	50	32	43	55	54	67	64	35	74	67	50	66	66	62	75	73	55	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
31500	-226.760766974880340	-235.811610355331680	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990961033086143	0	4	5	10	7	23	17	21	22	21	23	23	22	26	27	30	27	29	29	27	25	27	27	29	29	26	29	31	26	30	28	31	31	31	32	30	32	33	31	42	31	32	33	34	33	35	33	33	37	35	33	34	34	36	32	36	35	38	37	37	39	36	38	35	37	39	39	43	39	37	38	42	40	40	41	39	44	0	1	2	5	3	9	4	7	10	7	13	10	10	21	26	29	21	29	31	29	9	14	6	20	23	21	31	36	21	24	14	19	18	27	25	17	27	55	25	66	18	16	42	51	55	45	18	34	50	41	34	55	28	52	18	38	38	56	57	52	62	44	46	47	54	62	70	75	59	62	64	73	76	58	66	58	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
32000	-231.929510926049602	-240.980354306500942	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997343412396117	2	5	5	9	7	22	16	18	25	21	20	25	23	24	28	29	27	30	28	29	27	27	28	30	25	29	25	31	30	31	27	27	29	31	31	31	31	32	29	39	32	29	34	32	34	34	32	34	37	31	33	33	32	36	36	35	34	35	36	36	38	36	39	38	40	39	37	43	38	40	42	37	41	41	43	42	46	0	1	1	5	3	10	4	7	14	11	8	13	8	6	21	32	12	19	9	22	25	27	9	15	13	31	14	20	33	16	9	12	23	24	20	26	15	16	32	51	33	31	41	39	34	38	24	37	58	39	38	28	37	50	51	43	28	51	58	45	54	30	72	49	66	59	57	66	60	67	73	58	49	69	63	63	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
32500	-245.534598915611127	-254.585442296062467	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995608129074154	2	4	5	8	7	19	17	21	26	22	23	24	21	26	28	29	25	30	27	28	25	29	28	28	27	29	29	29	30	30	30	30	30	31	31	32	32	33	32	38	32	32	34	28	31	34	33	35	36	36	34	31	34	37	37	35	35	38	35	37	39	35	40	39	38	39	38	41	42	41	41	38	40	40	44	42	46	0	1	1	5	1	7	5	7	17	13	8	10	6	13	21	23	11	16	14	12	12	20	12	14	21	24	23	19	44	23	23	27	22	14	44	35	26	52	18	41	45	45	8	14	27	41	22	53	51	57	47	22	39	48	59	42	36	56	53	50	46	38	66	56	38	49	60	72	51	63	40	54	72	66	70	64	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33000	-221.768303568827776	-230.819146949279116	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.962414517086892	2	5	4	9	7	23	18	20	26	21	22	24	23	25	26	29	27	30	29	28	27	28	26	29	28	29	30	32	31	30	29	30	30	31	32	31	31	33	31	41	32	32	33	34	33	35	32	35	36	34	33	34	36	36	37	35	35	36	38	37	34	38	39	39	41	40	37	42	41	39	43	42	41	36	43	43	45	0	3	1	5	1	11	4	7	12	7	7	11	10	11	11	23	23	31	23	17	15	23	12	23	14	21	17	36	26	22	25	16	22	30	39	24	31	31	24	70	27	33	39	47	41	42	26	38	36	32	33	35	56	61	46	50	9	61	44	61	41	44	62	56	49	55	61	65	64	50	40	66	70	44	40	65	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
