step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85
1	-2616.866825594563579	-2615.404743510044682	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.430616084834875	0	1	1	1	3	2	3	3	5	3	4	3	4	6	5	4	5	4	4	5	5	5	5	5	6	6	6	6	8	7	7	8	9	8	9	9	9	11	10	10	10	10	10	10	10	11	11	11	11	11	11	15	12	12	12	12	12	14	15	15	14	14	14	14	14	14	14	14	14	15	14	17	17	15	15	17	16	15	16	16	17	17	19	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	3	4	3	3	3	3	5	4	3	4	3	3	4	4	4	4	4	5	5	5	5	6	6	6	6	7	6	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	11	9	9	9	9	9	11	11	11	11	11	11	11	11	11	11	11	11	11	11	13	13	11	11	13	12	11	12	12	13	13	14	15	16
500	-817.675139002756850	-815.556503625395067	-2.118635377361791	0.000010001886777	0.000026553151361	2.654814231786366	0.232937205622292	0	1	1	1	3	2	3	3	4	3	3	2	4	6	5	3	5	4	4	5	4	5	5	4	4	6	6	5	6	7	7	8	9	6	9	7	6	11	10	10	10	7	10	9	10	11	8	9	11	10	11	15	11	10	12	11	10	14	15	14	14	14	13	13	14	14	14	14	14	15	14	17	17	15	15	17	16	14	16	16	17	17	19	20	21	0	1	1	1	2	4	3	6	6	6	6	4	1	2	7	6	9	10	12	6	10	13	9	12	3	7	28	16	11	34	28	10	16	9	47	21	16	30	31	21	35	11	11	36	37	30	11	21	36	37	30	16	43	11	48	50	34	30	37	36	54	11	28	37	28	38	38	28	37	28	48	46	43	43	11	38	16	44	6	37	30	6	28	9	75	1	1	1	1	2	1	2	1	2	1	1	1	4	5	2	1	1	1	2	3	1	1	1	2	2	1	1	2	3	1	2	5	3	2	1	1	3	4	3	3	1	3	7	2	4	3	3	5	4	3	3	9	1	5	2	1	3	5	7	7	3	10	8	7	9	2	2	7	6	8	5	5	6	3	11	6	11	5	11	9	8	15	14	12	5
1000	-712.382412640429493	-710.638414992604567	-1.743997647824907	0.000010009876794	0.000017035962398	1.701915293157579	0.268147413763854	-1	0	1	1	0	2	2	3	4	3	4	2	4	5	5	4	3	4	4	5	4	5	5	5	6	5	6	6	6	7	7	8	8	5	8	8	7	10	10	9	10	10	10	10	8	10	10	11	11	9	11	15	12	12	12	10	12	11	15	15	14	14	14	14	12	14	14	12	14	15	13	17	17	15	15	17	16	14	16	16	15	17	19	20	21	0	1	5	5	1	4	3	6	6	12	6	4	5	2	3	6	6	10	12	10	10	13	17	19	7	3	10	16	11	34	28	21	16	21	29	9	16	30	31	34	35	35	29	36	37	40	35	36	36	16	38	16	43	35	49	50	30	34	27	32	41	29	37	37	33	30	38	33	27	33	49	66	43	35	35	67	37	44	16	50	34	10	37	43	82	1	1	1	1	1	1	1	1	1	1	2	1	3	4	3	2	1	1	2	2	1	1	2	1	4	2	3	2	2	2	1	3	3	1	1	3	2	3	2	2	2	2	4	2	1	1	2	2	3	5	1	8	2	2	1	1	5	5	7	7	2	8	5	7	3	5	3	4	7	6	1	2	6	4	7	3	9	4	10	6	9	10	12	10	3
1500	-595.598339471387931	-593.605461611939518	-1.992877859448448	0.000010044293089	0.000023333788175	2.323089138150843	0.373957975610876	0	1	1	1	3	2	3	3	3	3	4	3	4	6	4	4	3	4	4	5	4	5	5	5	6	6	6	6	5	7	7	6	8	5	7	8	9	10	10	10	9	9	10	10	10	11	11	10	11	11	11	15	12	12	11	12	12	14	15	15	14	14	14	14	14	14	14	13	11	14	14	17	17	15	15	17	16	15	16	16	17	17	19	20	21	0	1	1	1	1	4	3	6	6	6	6	6	2	5	3	9	6	10	12	16	10	13	17	19	7	15	16	6	11	34	28	21	16	21	29	32	16	34	31	34	35	35	35	36	37	38	35	36	48	11	40	28	47	35	36	50	30	38	28	36	41	35	69	37	50	40	38	28	16	16	48	66	41	47	54	67	37	36	28	28	38	41	37	54	82	1	1	1	1	2	1	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	2	1	2	2	2	4	1	2	1	2	4	1	2	2	4	4	2	3	2	2	2	2	1	1	3	1	1	5	1	9	1	4	3	1	4	3	5	6	2	7	3	3	3	3	4	6	5	6	2	3	6	3	3	2	7	5	7	8	5	7	8	7	4
2000	-580.958629899727043	-579.063092931399979	-1.895536968327065	0.000010171593798	0.000021110114670	2.075398908810644	0.426963939813130	0	1	1	1	3	2	3	3	5	3	4	3	4	6	5	4	4	4	4	5	4	5	5	5	6	6	6	6	7	7	7	7	9	5	8	9	8	8	10	10	10	10	10	10	10	11	11	8	11	10	11	15	12	11	12	12	11	11	15	15	13	14	12	14	11	12	14	14	14	13	13	17	17	14	14	17	14	15	16	15	17	17	19	19	21	0	1	1	1	1	4	3	6	6	6	6	6	2	2	7	6	6	10	12	6	10	5	17	19	1	15	16	16	11	34	16	21	37	21	29	32	28	34	31	34	35	29	35	48	37	38	35	32	48	16	38	37	54	29	49	45	40	34	37	49	41	54	28	63	50	40	30	50	70	28	55	67	41	61	47	67	28	55	80	63	58	43	37	75	82	1	1	1	1	3	1	1	1	2	1	2	1	2	5	2	1	2	1	1	2	1	2	1	1	5	1	2	2	2	2	2	2	1	1	1	2	2	2	3	2	2	2	2	1	2	1	3	1	2	4	2	5	1	3	1	1	1	3	3	3	3	3	3	2	1	2	5	4	1	4	1	2	4	1	3	3	6	3	1	2	5	6	10	4	4
2500	-482.607211813213155	-480.884405320306882	-1.722806492906275	0.000010364644054	0.000017106614081	1.650477719416400	0.597948424044269	0	1	1	1	2	2	3	3	4	3	4	3	4	6	5	4	3	4	4	5	4	5	5	5	5	6	6	6	6	7	7	8	9	5	8	9	9	10	10	10	10	10	10	10	10	11	11	11	11	11	8	15	12	10	12	12	12	12	13	13	14	13	11	14	14	14	14	14	14	12	14	17	17	15	15	17	15	15	16	16	14	16	19	19	21	0	1	1	1	1	4	3	6	6	6	6	6	2	25	3	6	6	10	12	9	10	7	17	19	3	15	16	16	11	34	28	21	28	21	29	32	28	30	31	30	29	35	35	36	37	38	35	36	36	45	30	59	47	35	36	50	51	38	70	49	41	35	37	70	50	58	58	59	70	63	60	58	61	61	35	67	59	55	77	77	58	75	80	75	82	1	1	1	1	2	1	1	1	2	1	2	1	3	1	2	2	1	1	1	1	1	2	2	1	3	1	2	1	2	2	1	3	2	1	2	1	3	3	1	3	4	2	2	1	1	1	3	2	2	1	1	2	1	2	3	1	2	1	1	2	1	3	2	1	2	1	2	1	2	1	1	5	3	1	5	1	1	3	1	1	2	1	3	3	5
3000	-475.062674534753398	-473.435541882307632	-1.627132652445745	0.000010461603778	0.000014841923704	1.418704437616804	0.566239059014275	0	1	1	1	3	2	2	3	5	3	4	3	4	6	5	4	4	4	4	4	4	5	5	5	3	6	6	6	7	7	7	6	9	5	8	9	9	11	9	10	10	10	10	10	10	9	11	11	11	11	10	15	12	12	12	12	12	12	13	12	12	14	11	14	14	14	14	14	14	12	14	17	17	15	15	16	14	14	16	16	16	17	19	20	21	0	1	1	1	1	4	3	6	6	6	6	6	5	5	7	6	6	10	12	6	10	13	17	19	3	15	9	16	11	34	28	21	28	21	29	32	28	46	31	34	35	35	35	36	37	30	35	36	36	45	46	59	47	35	44	50	51	46	70	48	41	43	33	59	56	58	58	59	37	63	60	58	61	61	62	67	59	55	77	77	58	62	52	62	82	1	1	1	1	2	1	1	1	2	1	2	1	1	3	2	2	1	1	1	2	1	1	1	1	2	1	1	2	2	2	1	2	2	1	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	1	2	1	2	1	1	2	2	1	1	1	3	1	1	2	2	2	1	3	1	1	5	4	2	1	2	1	2	2	2	1	2	3	4	3
3500	-491.127485377644177	-489.547789076859488	-1.579696300784679	0.000010759717460	0.000014017722208	1.302796496219649	0.582075224093623	0	1	1	1	3	2	3	3	4	3	4	3	4	5	5	4	4	4	4	3	5	5	5	5	5	6	6	6	7	7	7	7	9	5	8	9	7	10	10	8	9	10	10	10	10	11	10	11	11	10	11	15	11	12	12	12	12	11	13	12	12	13	11	14	12	14	14	14	14	12	13	17	15	15	15	16	14	15	16	15	15	14	19	20	21	0	1	1	1	2	4	3	6	6	6	6	6	7	1	3	6	6	10	12	6	10	13	17	19	3	25	16	16	11	34	28	21	37	9	29	32	16	30	31	34	35	35	35	32	37	40	35	36	44	37	38	59	43	35	44	50	51	30	70	44	41	54	33	59	50	58	58	70	70	63	60	81	41	61	62	67	59	71	77	77	58	61	77	82	82	1	1	1	1	2	1	1	1	2	1	2	1	1	2	3	2	2	1	1	1	2	1	1	1	2	1	2	2	2	1	1	2	2	1	1	2	3	3	2	2	1	2	2	2	3	3	1	1	1	1	1	2	1	2	2	2	1	4	1	1	3	1	2	1	2	2	3	1	2	1	1	2	4	3	2	1	1	2	2	1	2	2	3	5	3
4000	-452.694388434683901	-451.188476856781051	-1.505911577902833	0.000011707482873	0.000013079659246	1.117205071993687	0.573487565256215	-1	1	1	1	2	2	3	3	5	3	4	3	4	6	4	4	4	4	4	5	5	5	5	5	5	6	6	6	8	7	7	8	9	6	9	9	8	10	10	9	10	10	10	10	9	10	11	11	11	10	11	15	11	12	12	12	12	12	14	15	14	12	14	14	14	14	14	14	14	12	14	17	16	15	15	17	15	15	16	16	16	16	19	20	20	0	1	1	1	3	4	3	6	6	6	6	6	5	5	7	6	6	10	12	16	10	13	17	19	7	15	16	16	11	34	16	21	28	21	29	32	28	34	31	30	35	35	35	36	37	34	35	36	36	28	40	69	43	35	44	50	51	40	70	44	47	47	33	70	50	58	58	70	70	28	48	58	61	61	62	67	70	71	77	77	66	75	80	82	82	1	1	1	1	1	1	2	1	3	1	2	1	1	2	1	2	1	1	1	1	2	1	1	1	2	2	2	2	2	1	3	2	2	1	1	1	2	4	3	2	1	1	1	1	1	3	2	2	2	4	2	1	1	2	2	2	1	2	2	2	2	1	2	1	3	2	2	1	2	4	2	3	2	1	2	2	2	1	1	1	1	1	2	4	3
4500	-461.978246541924932	-460.448977061017956	-1.529269480906958	0.000012598530836	0.000014829102818	1.177050166536906	0.603726549402890	-1	1	1	1	3	2	3	3	3	3	4	3	4	6	4	4	5	4	4	4	4	5	4	5	4	6	6	6	6	7	7	8	9	6	9	9	9	10	10	9	10	10	10	10	10	10	11	11	11	11	10	15	12	12	12	12	12	13	14	15	14	12	14	14	14	14	14	13	14	12	14	16	16	15	14	16	16	15	16	16	17	16	19	20	20	0	1	1	1	2	4	3	6	6	6	6	6	5	5	7	6	16	10	12	10	10	1	9	19	3	25	9	16	11	34	16	21	27	21	29	32	28	40	31	34	35	35	35	36	37	40	43	36	36	45	40	59	47	43	49	50	51	38	70	44	41	47	70	70	56	58	40	70	70	33	55	58	61	61	47	67	63	71	70	70	66	75	52	82	82	1	1	2	1	2	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	4	1	1	3	2	2	1	1	1	2	3	3	2	2	1	2	1	2	3	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	3	1	3	2	1	2	1	2	1	2	1	2	3	2	3	2	1	2	2	2	1	2	2	3	2	3	3	2
