step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111
1	-8280.890597800227624	-8279.428515715708272	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.595232721137280	0	1	4	4	4	4	4	4	5	5	6	4	6	6	6	7	7	9	6	8	6	9	7	7	9	9	8	9	10	8	11	9	11	12	10	12	10	12	11	12	14	12	12	13	12	12	11	13	12	14	15	13	13	12	13	13	14	14	15	13	15	14	14	14	13	15	15	14	14	17	16	17	16	15	15	16	17	17	17	19	18	18	18	19	20	21	20	21	20	22	22	21	22	22	22	23	23	23	23	24	26	26	29	27	31	31	33	36	36	37	39	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	3	3	3	2	3	3	3	4	4	5	3	4	3	5	4	4	5	5	4	5	5	4	6	5	6	6	5	6	5	6	6	6	7	6	6	7	6	6	6	7	6	7	8	7	7	6	7	7	7	7	8	7	8	7	7	7	7	8	8	7	7	9	8	9	8	8	8	8	9	9	9	10	9	9	9	10	10	11	10	11	10	11	11	11	11	11	11	12	12	12	12	12	13	13	15	14	16	16	17	18	18	19	20
500	-1276.654480310002782	-1274.297969405987487	-2.356510904015336	0.000010004133201	0.000033262868860	3.324912632692217	0.246753688543204	-2	1	3	4	4	5	4	4	5	5	6	3	6	7	6	7	7	10	7	9	6	10	8	4	9	6	8	7	11	9	10	8	11	12	10	13	7	12	8	12	14	11	13	13	13	10	10	12	9	15	16	13	12	13	12	13	14	14	16	12	16	11	14	13	12	15	13	14	14	15	16	18	17	16	14	17	18	14	18	20	18	19	18	20	21	22	17	21	21	23	23	22	22	23	23	23	24	23	22	23	27	26	30	28	32	32	34	36	37	38	40	0	1	2	12	12	4	12	12	12	5	6	2	3	7	10	4	5	26	9	10	12	13	10	0	17	8	26	12	21	24	24	5	24	18	12	21	24	32	0	28	28	24	24	21	32	39	0	24	26	37	37	32	39	24	1	29	19	24	60	46	47	49	48	32	31	53	62	64	48	37	36	58	37	52	24	65	46	26	24	37	65	52	42	37	46	62	37	69	55	46	62	67	55	0	67	49	79	62	0	78	62	0	67	78	78	49	78	67	78	78	78	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	1	3	1	3	2	1	2	1	1	2	2	3	3	2	2	1	4	2	2	2	1	3	5	3	4	4	3	1	1	7	2	6	4	4	3	5	9	1	4	7	3	2	4	1	1	3	1	2	2	1	2	5	2	2	6	1	5	2	6	7	10	9	3	4	4	6	7	9	7	3	7	8	10	6	4	1	5	11	5	8	1	6	16	1	12	11	15	15	16	14	17	20	19
1000	-1041.777337422750634	-1039.753266273490453	-2.024071149260227	0.000010075706399	0.000024222637333	2.404063434694743	0.271000149269495	-1	1	3	5	4	4	4	4	6	4	6	2	6	7	7	8	7	9	7	8	6	8	8	4	10	7	9	8	10	7	11	10	10	13	10	12	8	13	8	12	13	12	12	14	12	9	11	14	9	14	15	13	12	11	13	14	14	15	14	14	15	13	15	14	12	14	15	15	14	17	16	17	17	16	16	13	18	14	18	20	18	18	18	20	19	21	20	22	21	21	22	21	23	22	19	24	24	23	23	24	27	26	29	27	31	31	33	36	37	38	40	0	1	2	6	12	12	12	12	12	12	12	2	3	7	10	11	5	26	11	10	4	3	10	0	17	9	26	9	21	24	24	17	24	18	21	21	24	32	0	28	9	24	31	41	32	39	0	24	26	37	37	32	39	24	46	19	29	54	46	46	47	49	50	32	54	53	62	38	65	37	41	48	50	38	69	54	60	49	24	37	75	74	76	37	46	62	37	79	55	46	49	62	89	0	67	49	88	78	0	67	49	0	95	78	78	62	78	78	78	78	78	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	1	2	1	1	3	1	2	2	1	2	1	2	1	2	2	4	2	2	3	2	3	2	2	1	1	4	2	1	1	1	1	1	7	1	4	4	2	2	4	4	3	2	2	3	2	2	2	1	3	1	1	1	1	2	4	2	2	3	2	2	1	3	4	9	8	1	1	2	6	5	7	6	2	6	9	8	5	2	1	2	11	1	4	1	4	15	1	5	6	14	12	14	15	17	18	19
1500	-1008.727913766489792	-1006.417515871330011	-2.310397895159805	0.000010051205944	0.000032066277351	3.190291546241636	0.361701793764059	-2	0	4	3	4	4	4	4	4	5	7	2	6	6	6	7	8	8	6	9	6	9	6	5	10	6	9	9	10	8	11	10	11	13	11	12	10	11	10	13	14	11	13	14	12	11	12	13	9	13	16	13	14	13	13	14	14	12	13	12	15	13	14	12	13	16	14	14	15	18	17	17	17	16	15	17	17	16	17	18	18	18	18	19	20	20	21	20	21	23	23	20	22	21	20	23	23	23	21	24	27	25	29	24	32	32	33	35	37	37	40	0	1	2	12	12	4	12	12	4	5	4	2	3	7	10	6	5	26	12	10	4	13	10	0	5	8	18	11	11	24	24	5	37	26	11	29	24	32	0	28	4	24	33	4	38	39	0	24	26	37	37	64	39	24	46	36	11	31	46	46	47	49	50	38	31	53	49	64	65	37	56	54	63	52	65	54	46	67	24	24	75	52	42	37	46	67	37	81	46	60	67	78	85	0	67	67	88	78	0	95	49	0	104	78	49	86	78	67	104	78	67	1	1	2	1	1	1	1	1	1	1	3	2	1	2	1	2	2	2	2	2	3	2	1	1	2	1	1	1	1	2	3	2	1	4	2	2	3	1	1	3	6	3	1	7	1	1	1	5	2	2	2	1	2	3	1	1	3	1	1	1	2	1	1	1	1	2	2	2	2	3	2	2	2	2	1	2	2	1	7	9	2	3	4	5	5	3	6	1	7	8	4	3	1	1	3	6	2	5	1	2	14	1	2	5	15	7	13	13	13	15	18
2000	-911.694116180709216	-909.384419630981256	-2.309696549727967	0.000010039663585	0.000032009080813	3.188262290037438	0.370656951267732	-2	0	3	4	4	4	3	4	5	5	7	1	6	6	6	7	8	9	5	9	5	9	8	7	7	7	8	10	9	8	11	8	11	12	11	13	9	13	9	13	14	12	12	12	12	11	11	13	11	13	15	13	14	13	14	12	14	14	16	13	14	13	14	13	13	16	14	15	12	17	15	17	16	15	15	16	16	16	17	20	18	19	19	20	21	21	21	21	20	23	22	20	21	21	22	23	24	24	23	23	26	26	28	25	32	32	33	37	37	38	39	0	1	2	12	12	12	12	12	12	5	4	2	3	7	10	21	5	26	6	10	12	3	10	0	5	8	26	21	9	24	24	5	24	26	28	29	24	32	0	28	8	24	33	19	32	39	0	24	26	37	37	32	39	24	60	9	12	24	60	46	47	49	50	32	69	53	49	64	24	37	36	58	63	52	69	69	46	67	24	37	76	64	76	37	55	78	37	75	60	46	67	62	89	0	92	67	88	78	0	78	62	0	100	92	62	101	92	104	101	62	62	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	2	1	1	2	2	3	2	1	2	2	1	3	3	1	2	2	2	2	1	2	2	2	1	2	3	3	1	4	2	1	1	4	2	2	4	2	3	4	1	3	6	2	2	2	2	2	1	2	1	1	2	1	2	4	1	1	2	2	2	2	2	1	6	6	1	4	3	5	3	3	6	3	3	6	5	4	1	1	2	5	1	4	1	3	11	1	3	2	11	3	6	8	9	14	14
2500	-801.893857933281765	-799.792866488028949	-2.100991445252774	0.000010211244436	0.000026624820299	2.607402111105273	0.473512612012629	0	1	4	5	4	3	4	4	5	5	6	2	7	6	7	7	7	9	6	8	7	9	8	7	9	8	9	9	10	8	11	9	11	10	10	12	9	12	11	12	14	12	12	13	13	12	11	14	12	13	15	14	14	12	13	12	13	15	16	14	15	14	14	12	13	16	15	14	11	17	15	17	17	16	14	16	18	17	17	20	17	18	18	18	20	21	21	20	20	22	21	21	22	22	21	23	23	21	22	24	26	27	28	27	32	31	34	36	35	38	40	0	1	2	12	6	12	12	12	12	5	6	2	3	7	10	11	5	26	12	10	6	13	10	0	5	8	26	19	21	24	24	5	24	18	4	29	24	32	0	28	29	24	33	35	32	39	0	42	34	37	37	64	39	24	46	11	9	31	46	46	47	49	50	32	69	53	62	38	24	37	56	58	63	64	69	65	46	67	69	51	75	52	69	37	77	78	37	81	77	46	78	67	89	0	67	98	88	67	0	98	67	0	86	101	67	104	101	92	101	92	98	1	1	1	2	1	1	2	1	2	1	2	1	2	1	2	1	2	1	2	2	2	2	2	1	3	2	1	2	1	1	3	2	3	1	2	1	2	2	1	1	2	2	1	2	2	1	1	1	1	2	3	2	1	4	1	3	4	2	2	2	2	1	1	2	1	2	1	1	2	4	2	1	2	2	2	1	3	2	4	4	2	2	2	5	2	2	6	2	1	7	2	5	1	1	3	1	2	3	1	2	8	1	3	1	10	2	4	8	5	10	12
3000	-748.385433123439611	-746.380404460221143	-2.005028663218476	0.000009947218331	0.000023421058231	2.354533443470071	0.521361675064670	0	1	4	4	4	5	5	5	4	5	5	3	7	7	6	7	7	10	7	8	7	8	7	7	8	8	9	9	11	9	11	8	12	12	9	12	9	11	10	11	12	10	12	14	13	11	10	14	12	12	13	13	12	11	13	14	14	15	16	13	15	13	14	15	14	16	16	15	13	18	16	18	17	15	15	14	17	17	16	19	18	17	18	19	19	21	21	21	21	22	23	22	22	21	23	24	24	23	23	25	26	26	29	28	31	32	33	36	35	35	39	0	1	2	12	12	9	12	9	12	5	4	2	3	7	10	9	5	26	4	10	11	3	10	0	4	8	26	6	21	24	24	5	54	26	11	25	24	32	0	28	21	24	31	41	38	39	0	33	26	37	37	38	39	24	46	29	41	54	60	46	47	49	50	52	69	53	49	52	24	51	36	58	63	52	65	69	60	67	76	37	75	64	76	37	77	67	37	75	85	85	86	78	89	0	67	98	88	67	0	78	67	0	100	101	86	104	105	104	104	101	101	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	3	2	1	2	2	1	2	1	1	3	2	1	2	2	2	2	2	1	2	2	2	2	2	1	1	2	2	1	1	1	1	1	2	2	2	2	1	1	2	1	1	1	3	2	2	3	1	1	2	1	2	1	1	3	2	2	2	2	1	1	1	2	1	1	4	2	1	2	5	1	3	7	3	1	2	1	4	1	1	3	1	2	3	1	3	5	1	2	1	7	2	1	3	3	5	8
3500	-704.105094772876669	-702.226698642032034	-1.878396130844657	0.000010060977664	0.000020448916644	2.032497966670090	0.634795499893958	0	1	3	4	3	4	5	5	4	4	6	2	7	7	6	8	6	9	6	8	7	10	7	7	10	6	8	9	10	8	10	9	10	12	9	12	11	12	10	9	13	13	13	14	12	12	12	12	13	13	15	12	13	12	13	14	14	14	16	14	15	14	15	15	13	16	15	14	15	18	16	17	17	15	16	15	16	18	17	20	18	19	17	18	20	20	21	22	20	23	23	21	21	23	22	23	24	23	24	25	25	26	29	27	29	31	33	35	37	37	40	0	1	2	12	12	12	4	12	5	5	9	2	3	7	10	12	5	26	4	10	6	13	10	0	5	8	26	21	21	24	24	5	24	18	21	21	24	32	0	21	9	33	31	36	32	39	0	33	34	37	37	32	39	24	46	29	29	31	60	46	47	49	50	52	31	53	49	52	65	51	29	58	63	52	65	65	60	67	76	37	75	74	76	37	77	67	51	81	77	85	92	67	89	0	67	92	88	92	0	98	98	0	101	101	101	105	105	107	107	107	107	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	3	2	2	1	2	2	2	1	1	3	1	2	1	2	1	2	2	2	2	1	2	1	2	1	1	3	2	1	1	2	1	1	1	1	1	2	1	2	2	1	2	2	2	1	1	1	1	1	2	1	2	1	1	1	2	4	1	2	2	1	1	1	2	2	6	1	2	1	4	1	2	5	2	2	2	1	4	1	1	3	1	1	1	1	1	1	1	2	1	2	2	2	1	2	2	4
4000	-691.998725082982219	-690.081405905851511	-1.917319177130681	0.000010569373645	0.000022514970342	2.130208572131527	0.694086564150034	0	1	3	4	3	4	4	4	6	5	7	2	7	7	7	8	7	10	7	6	7	7	7	7	9	7	8	10	10	8	12	9	10	12	10	12	10	12	9	12	14	13	13	13	13	11	12	13	12	11	14	12	14	12	13	12	14	14	16	14	15	14	13	13	11	15	16	15	14	17	16	16	16	16	15	16	17	18	18	19	18	18	19	18	18	21	20	20	19	23	22	20	22	23	23	22	23	21	23	23	25	25	29	26	30	30	33	36	36	38	38	0	1	2	12	12	12	12	12	4	5	4	2	3	7	20	9	5	26	4	10	6	3	10	0	21	8	26	6	21	24	24	17	24	18	21	21	24	32	0	28	29	24	33	56	32	39	0	33	18	37	37	32	39	24	46	29	36	31	60	46	47	49	50	52	24	53	62	52	65	51	56	58	63	52	69	75	60	67	76	37	75	74	76	37	77	67	84	83	77	85	86	78	89	0	98	78	88	67	0	78	95	0	101	100	104	104	105	107	107	107	107	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	1	2	2	1	1	1	1	1	2	1	1	2	1	2	1	1	2	2	2	1	1	2	3	1	1	2	1	1	1	1	1	2	2	3	2	1	1	1	1	1	2	2	2	1	1	1	1	1	2	2	1	2	1	2	2	1	1	2	1	2	4	2	2	2	4	1	2	2	1	2	2	1	1	2	1	2	1	2	2	1	3	2	1	2	1	2	2	2	2	2	2	3
4500	-651.133905147357609	-649.537742884196518	-1.596162263161113	0.000011706964090	0.000015724854011	1.343205111915212	0.677377256917491	-1	0	3	5	4	4	4	5	5	5	6	3	4	6	6	7	6	9	6	8	7	9	8	6	9	7	9	9	10	8	9	9	12	12	10	11	10	12	11	13	13	11	13	14	11	12	12	13	13	13	14	11	13	12	14	13	14	13	15	13	16	14	14	14	13	16	16	13	14	16	16	17	17	15	16	15	18	18	18	18	18	18	19	19	20	21	21	20	21	22	21	20	22	23	23	23	24	22	23	24	26	26	29	27	31	32	33	36	36	37	39	0	1	2	6	12	12	12	12	12	5	6	2	3	7	10	12	5	26	9	10	11	3	10	0	17	8	26	21	21	24	24	17	42	18	21	21	24	32	0	28	29	31	31	29	32	39	0	33	26	37	37	32	39	31	46	29	56	54	60	46	47	49	50	52	31	53	62	52	65	37	41	58	63	52	54	65	60	67	76	70	75	74	76	37	77	67	84	81	85	85	78	67	89	0	78	92	88	67	0	98	100	0	101	101	104	104	106	107	107	107	107	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	2	1	2	1	1	2	1	1	2	2	3	2	1	2	2	1	2	2	1	1	1	1	3	2	2	1	1	2	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	3	2	2	1	2	2	1	2	2	2	1	2	1	2	4	1	2	1	1	1	1	2	2	1	1	2	1	2	2	1	1	1	1	2	1	2	4	1	2	2	2	3
