step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53
32500	-143.151131915815910	-141.689049831297041	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.767841936453305	0	1	2	3	3	5	4	5	6	6	7	7	8	9	7	8	8	6	9	9	8	10	8	10	10	9	8	10	11	10	10	11	13	12	11	10	12	13	15	15	13	14	13	14	14	15	15	18	16	15	17	17	19	0	1	2	2	2	1	3	4	7	5	10	6	18	17	8	9	9	8	11	11	10	14	8	27	23	18	9	27	26	26	13	20	35	35	25	19	35	13	38	44	32	34	31	29	34	37	41	49	39	36	47	50	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	3	1	1	1
33000	-169.366421719683530	-167.904339635164661	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.803039533498238	-1	1	3	3	5	5	6	5	6	8	7	5	6	7	4	7	7	8	8	8	7	10	8	9	9	9	9	9	9	11	10	11	14	13	12	11	11	12	13	13	14	14	13	15	14	12	15	18	14	15	17	19	22	0	1	1	2	15	4	4	15	5	17	3	15	4	5	3	8	5	16	15	9	5	28	21	23	11	23	21	16	11	28	10	15	35	35	29	8	27	26	21	46	38	39	31	35	38	26	40	44	43	31	40	50	48	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	3	1	1	3	1	1	1	2	1	1	2	1	1	1	2	2	2	2
33500	-146.565055511327841	-145.102973426808973	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.933259225719392	0	2	2	4	4	6	5	5	6	4	6	6	7	9	7	6	8	7	8	8	7	9	9	10	8	9	10	9	11	10	9	11	13	10	11	10	13	12	14	12	15	15	14	13	14	14	15	16	16	17	18	18	21	0	1	1	2	3	5	5	2	8	3	10	3	9	12	6	10	8	8	6	12	8	9	18	17	12	16	22	17	26	17	25	22	35	16	23	23	28	36	29	36	35	33	35	35	44	32	23	39	38	45	41	49	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1
34000	-121.408101607022999	-119.946019522504116	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.983838098963295	0	1	2	4	4	4	5	5	6	7	7	7	7	8	7	6	7	8	8	9	6	11	8	9	10	10	9	9	10	11	12	11	13	10	13	11	12	13	14	15	14	15	12	14	13	14	14	18	16	16	16	18	21	0	1	1	3	3	3	3	4	4	7	6	7	7	13	21	8	7	15	17	19	7	26	11	5	17	20	12	10	20	34	26	26	25	23	30	24	32	32	38	33	32	37	22	43	30	31	38	40	47	39	47	49	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
34500	-158.891815383228163	-157.429733298709294	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.789124325177333	1	2	3	4	4	3	5	5	6	7	6	7	8	8	8	8	7	7	8	8	6	9	8	9	10	8	10	9	9	9	12	11	13	11	12	11	12	11	15	13	13	14	12	15	14	14	15	17	16	16	16	18	21	0	1	1	2	2	2	6	5	5	5	5	9	8	3	12	8	8	6	10	7	5	9	11	7	16	7	22	23	15	10	24	17	28	16	29	30	27	21	42	34	36	33	26	33	35	32	41	47	40	46	45	44	48	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	3	1	1	2	1	1	1	1	1	1	2
35000	-143.415622613713339	-141.953540529194470	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.804693283358153	0	2	2	4	4	5	5	6	6	8	6	6	7	8	6	7	8	7	9	8	7	10	8	9	9	10	9	10	10	11	11	11	13	11	13	10	13	12	14	15	14	15	13	15	14	13	16	18	16	16	18	18	21	0	1	1	3	2	4	3	7	4	8	4	5	5	1	5	12	12	7	14	7	15	20	7	13	13	17	14	17	9	27	9	17	22	25	38	19	38	22	34	33	31	46	22	39	33	18	40	42	45	36	44	42	48	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	3	1	1	1
35500	-136.610645925471118	-135.148563840952249	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.995597264420444	0	2	2	3	5	6	5	5	6	8	7	5	6	8	7	6	7	7	7	8	7	11	9	10	9	9	9	9	10	10	11	11	13	12	11	11	11	13	13	14	13	14	12	13	14	13	16	19	16	16	18	18	20	0	1	1	3	3	4	2	3	12	18	6	2	12	8	4	7	12	8	9	4	9	21	19	16	18	19	16	21	14	28	27	26	22	32	28	24	24	31	32	35	37	34	37	23	22	37	45	52	45	40	49	50	52	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
36000	-133.154845134817890	-131.692763050299021	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.952426886070189	0	1	3	3	3	5	6	5	6	7	4	4	8	9	7	7	6	8	9	8	8	10	9	9	9	10	9	9	10	10	11	12	13	12	11	9	12	12	14	14	14	15	13	14	15	14	15	18	17	16	18	17	20	0	1	1	2	2	5	6	11	4	11	3	5	17	16	11	6	8	16	16	10	16	18	21	10	18	24	17	15	13	16	28	22	26	25	27	16	31	23	26	32	32	33	31	43	29	35	37	50	40	42	52	45	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1
36500	-131.932586715881769	-130.470504631362900	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.925778992210197	0	2	3	4	4	6	5	5	6	7	6	6	8	8	8	7	5	7	9	8	8	10	8	10	10	9	10	9	11	11	10	11	14	13	12	12	12	12	15	13	14	15	13	14	14	12	14	18	16	16	18	19	21	0	1	1	1	3	5	3	5	8	9	3	5	6	11	11	17	3	8	14	6	6	19	17	23	26	6	14	16	14	6	15	25	37	25	30	23	31	30	45	32	35	40	32	37	38	24	34	44	42	33	42	49	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
37000	-123.447382468435521	-121.985300383916638	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.937636860796307	0	2	3	4	4	6	5	5	5	7	6	6	7	8	7	8	7	7	9	9	6	11	8	9	10	9	7	9	11	10	12	11	13	11	11	12	12	12	15	12	15	14	14	14	13	14	14	19	16	17	18	19	22	0	1	2	2	2	7	3	3	2	21	7	9	5	17	4	27	9	5	10	10	8	19	7	14	19	18	21	14	28	10	30	25	29	28	20	30	35	25	45	29	33	31	36	37	25	38	37	50	42	44	39	50	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
37500	-126.478610028478258	-125.016527943959375	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.955372297460297	0	1	2	3	5	6	3	5	6	7	5	7	7	7	7	8	8	8	8	9	7	11	8	10	9	9	9	9	10	8	12	11	14	12	13	10	12	12	14	14	14	15	14	14	13	15	15	18	16	16	18	17	20	0	1	1	2	4	8	2	4	8	11	2	5	4	5	8	9	9	11	11	15	11	8	12	23	6	12	10	21	28	10	25	30	31	29	32	20	25	29	31	32	37	31	34	34	34	43	37	52	41	47	50	46	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
38000	-134.892362254707791	-133.430280170188922	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.992073703791402	0	2	3	2	3	5	4	4	7	7	5	5	6	8	8	7	7	7	9	8	6	10	8	9	9	9	9	9	10	11	10	11	13	11	13	12	11	11	14	13	15	16	13	13	15	14	15	18	16	17	17	19	21	0	1	2	1	2	3	3	2	8	12	5	5	8	21	13	6	12	12	6	10	7	25	9	17	20	20	23	14	10	25	18	26	27	14	29	22	28	26	35	32	43	39	34	32	35	40	44	45	46	41	43	42	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
38500	-147.474175283120218	-146.012093198601349	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.871982386297944	0	2	2	4	3	5	5	5	7	7	7	7	7	8	6	7	8	6	8	8	6	10	8	10	10	10	10	10	10	9	11	11	12	13	13	12	10	13	14	12	15	15	14	14	15	14	15	18	16	17	16	17	20	0	1	1	2	2	3	2	5	7	21	15	6	6	9	6	2	18	5	13	8	4	20	21	10	11	23	19	23	17	10	27	30	37	36	25	29	14	37	38	18	34	43	35	34	35	32	32	47	39	44	47	45	39	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2
39000	-127.668936206488482	-126.206854121969599	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.984170860743894	-1	2	3	2	4	5	5	6	6	8	6	6	7	9	8	8	7	8	9	8	7	9	9	9	10	10	9	10	11	10	11	11	14	11	12	11	12	12	13	14	13	16	14	14	14	11	15	16	16	17	18	15	21	0	1	2	1	2	5	4	5	5	9	6	5	12	13	12	8	11	9	15	21	7	13	8	17	23	15	9	13	19	18	28	26	34	28	28	30	29	29	28	38	28	40	39	38	37	19	45	40	45	44	49	45	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
39500	-167.707230677907887	-166.245148593389018	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.754674525368280	0	2	3	3	5	5	5	5	6	7	4	6	7	9	8	8	7	7	8	9	7	11	8	8	8	10	10	9	11	10	11	12	13	13	12	11	11	12	13	15	14	15	13	14	15	14	15	19	16	17	19	18	19	0	1	1	1	3	3	2	3	2	6	1	8	6	21	7	9	7	5	6	7	8	13	13	12	5	5	16	4	13	19	27	27	32	31	37	24	24	27	31	43	14	33	28	32	39	43	32	47	8	40	43	46	49	1	2	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	3	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	4	1	2	1	1
40000	-149.610566029162328	-148.148483944643459	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.880973549784350	0	2	2	3	4	5	4	5	7	7	5	6	8	9	8	7	8	8	8	8	8	9	9	9	8	10	9	9	10	10	10	11	12	13	13	11	11	13	15	14	15	15	13	14	13	15	14	19	17	17	18	17	20	0	1	1	1	2	3	2	5	4	8	3	5	10	10	6	8	5	10	16	16	12	19	21	17	12	22	18	13	20	12	15	27	22	29	32	18	14	23	43	27	43	38	22	35	15	33	43	49	40	46	42	47	50	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1
40500	-135.152250085483502	-133.690168000964633	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.975521120366899	1	2	3	3	4	4	6	5	5	7	6	5	7	8	6	6	8	8	8	8	5	10	9	7	9	10	8	10	10	10	11	9	13	13	12	12	12	12	15	14	14	15	12	15	14	13	14	19	16	16	18	16	21	0	1	2	1	4	2	6	3	2	11	21	5	7	11	5	21	15	7	16	15	5	24	19	9	19	18	16	8	27	24	25	18	35	36	26	29	22	30	45	43	35	30	22	33	36	26	35	51	44	45	49	33	49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2
41000	-167.583766126430874	-166.121684041912005	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.752310744776398	-1	1	3	4	3	4	6	5	7	5	6	6	8	6	7	8	6	6	8	7	7	9	8	8	8	9	9	9	10	11	12	10	14	11	9	12	12	12	14	14	14	16	13	14	14	15	14	18	17	16	19	18	21	0	1	1	1	2	3	6	6	8	5	4	6	18	6	10	8	6	4	7	8	11	17	8	8	20	6	9	21	35	24	28	16	38	4	20	22	32	22	37	37	38	43	34	31	38	38	22	45	32	33	52	42	52	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	3	1	3	1	1	1	1
41500	-125.716673270320925	-124.254591185802042	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.983298742289297	0	2	2	4	5	4	4	5	5	6	7	6	8	9	6	7	7	6	9	8	6	11	7	10	10	9	7	8	9	9	11	11	14	12	11	11	12	12	14	13	15	15	12	14	15	13	15	18	14	16	17	18	20	0	1	1	2	7	3	1	4	4	6	8	6	18	10	4	5	9	6	27	10	6	26	15	19	20	10	8	12	17	11	26	29	37	31	14	14	30	24	40	31	46	38	22	46	34	22	46	45	32	44	44	45	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
42000	-133.611248103918115	-132.149166019399246	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.968986005533484	0	1	3	3	4	5	5	6	6	8	6	6	7	8	7	7	7	6	9	8	8	11	9	9	10	9	10	9	10	10	11	9	13	12	12	10	13	10	15	14	13	15	13	12	14	14	14	17	15	17	17	19	20	0	1	1	2	4	4	3	3	6	15	6	4	7	15	12	8	12	4	18	8	9	29	13	21	16	16	24	15	20	24	19	10	25	36	23	10	25	20	41	29	27	35	44	30	29	33	33	39	45	42	49	48	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
42500	-124.442770385964351	-122.980688301445468	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.969432892919129	0	1	2	3	4	6	5	5	6	7	6	5	8	8	7	8	7	7	8	8	7	11	9	10	9	9	9	10	11	10	11	11	13	12	13	12	12	10	14	14	15	15	13	13	13	14	14	17	17	17	18	19	21	0	1	2	1	3	5	3	4	12	6	5	4	18	18	12	6	11	12	18	9	5	20	10	17	20	21	10	13	38	14	27	30	36	30	31	28	23	13	37	35	36	45	27	26	34	44	27	40	43	42	48	48	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
43000	-134.548542437971150	-133.086460353452281	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.984555397782465	0	2	2	3	3	5	5	5	7	7	7	6	7	8	8	7	8	7	8	8	7	10	9	6	9	8	9	9	11	10	11	10	14	12	13	11	12	13	14	13	15	15	13	15	14	14	14	18	15	17	18	18	20	0	1	1	2	3	5	5	4	24	6	7	5	24	7	18	7	7	12	18	11	7	17	16	7	9	24	20	20	27	20	19	14	43	22	34	26	28	36	38	37	37	33	30	39	36	38	31	42	35	43	33	39	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
43500	-126.769557909966906	-125.307475825448023	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.994875865244821	-2	0	2	4	3	5	5	5	6	7	6	7	6	8	6	8	7	7	8	8	8	10	8	9	9	10	9	9	11	10	11	11	13	12	11	12	13	12	14	15	15	13	14	12	14	15	15	18	16	16	18	17	20	0	1	2	3	2	4	5	4	4	5	7	6	4	11	4	18	15	6	11	13	15	12	4	20	17	24	10	23	24	12	12	16	35	32	14	25	29	29	34	42	42	32	38	29	38	37	37	50	46	34	47	41	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
44000	-125.915499258880189	-124.453417174361306	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.999606080374249	0	2	2	3	5	4	6	5	7	8	6	6	8	9	6	6	8	7	8	7	5	11	9	9	7	10	9	9	10	10	10	11	13	11	12	12	12	10	14	13	13	15	12	15	14	15	15	19	16	15	18	18	20	0	1	1	1	4	3	8	4	21	18	8	4	15	9	5	6	15	6	12	21	4	23	17	16	21	13	25	9	28	10	10	14	38	12	30	32	24	25	35	29	34	40	30	33	41	33	33	44	39	40	50	49	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
44500	-131.905793382254302	-130.443711297735433	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.992340612389135	1	2	3	4	4	5	6	6	7	7	5	6	5	9	8	6	7	8	8	7	7	10	8	8	8	10	9	8	8	11	11	11	13	12	12	12	12	12	15	15	14	15	13	14	13	14	15	18	16	16	17	17	18	0	1	1	3	1	3	11	6	11	8	3	2	3	23	20	4	13	17	10	13	6	29	5	16	10	19	10	17	8	25	14	27	14	27	26	32	30	22	33	46	34	33	26	38	34	31	46	52	44	46	47	42	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
45000	-119.904831990914261	-118.442749906395377	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.945584198283827	0	2	3	3	4	6	6	5	7	7	6	6	7	8	6	7	8	7	9	8	7	10	8	8	9	9	10	8	10	11	10	11	13	12	11	12	13	12	15	14	13	16	13	14	13	14	16	18	16	14	18	18	21	0	1	2	1	2	8	4	4	11	7	8	8	8	11	5	8	16	7	16	16	6	9	11	16	17	10	25	16	9	17	17	19	32	35	19	30	36	31	37	36	29	46	32	45	31	43	40	42	50	38	49	42	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
45500	-136.564710238953893	-135.102628154435024	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.969443203355576	0	2	2	4	4	4	5	5	6	8	7	5	7	9	8	7	7	6	9	9	7	10	9	9	9	9	9	8	10	9	11	11	12	13	13	11	12	12	14	15	14	15	14	12	15	14	15	18	17	16	19	16	21	0	1	1	2	2	2	2	6	5	12	7	3	5	21	12	9	8	5	5	13	8	11	16	28	28	28	15	9	14	16	26	29	22	44	31	19	31	27	30	38	44	35	35	32	41	33	35	49	34	40	46	41	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2
46000	-112.226054520965008	-110.763972436446124	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.999244377116912	0	2	2	4	4	5	3	5	6	8	5	6	6	8	8	7	8	6	8	8	8	10	8	10	10	9	9	10	10	10	11	12	12	12	13	12	12	13	14	13	15	15	14	15	14	14	16	17	16	16	17	19	19	0	1	1	3	3	3	2	5	11	13	4	7	4	18	12	13	9	5	18	18	12	20	9	14	17	20	16	20	19	17	19	25	31	24	37	29	25	25	34	33	32	38	36	35	31	33	45	39	45	46	44	48	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
46500	-123.904716743834527	-122.442634659315644	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.890272877376703	0	2	1	3	4	5	5	6	7	7	7	5	8	7	7	7	8	7	9	8	7	11	9	9	10	9	9	8	10	10	11	12	14	13	12	11	12	12	12	14	13	15	14	14	14	13	14	18	16	16	17	18	20	0	1	1	3	2	2	4	6	12	12	12	4	10	7	12	7	15	7	9	18	6	29	14	9	13	9	28	10	10	21	24	25	32	38	36	26	30	22	22	35	19	33	32	38	30	22	38	50	47	33	47	50	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2
47000	-149.666289459429350	-148.204207374910482	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.901917501153991	0	1	2	3	3	4	4	6	7	6	6	5	7	9	7	7	7	6	9	7	7	10	8	9	9	8	9	9	11	10	11	9	14	12	13	12	13	11	14	13	14	15	12	15	13	15	16	18	16	16	18	16	21	0	1	1	3	3	3	3	12	4	6	5	7	18	13	6	10	8	7	11	1	11	23	7	9	21	12	23	26	25	13	16	26	36	31	38	29	43	19	43	32	14	33	30	34	29	45	46	47	34	33	44	41	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	2	1	1	1	1
47500	-124.892350322888944	-123.430268238370061	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.935904980147189	1	2	3	4	5	5	5	4	6	8	6	6	8	6	7	7	7	8	9	9	7	10	8	10	9	9	9	10	11	11	11	12	12	12	12	11	11	12	13	15	14	16	13	13	14	15	16	18	16	15	17	17	20	0	1	1	1	8	3	8	2	5	11	7	8	4	4	7	6	6	12	21	23	14	18	12	18	15	18	21	19	26	20	23	19	27	28	25	18	19	28	28	45	33	50	30	30	35	44	50	47	39	35	45	47	48	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
48000	-133.933840412882603	-132.471758328363734	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.960353989467333	-1	2	3	4	5	5	4	6	5	7	6	6	7	9	7	7	7	8	8	9	7	10	9	10	10	10	10	8	8	11	11	12	14	12	13	11	12	11	14	14	13	13	13	13	14	13	16	18	14	16	17	19	19	0	1	2	2	4	7	2	3	7	7	7	7	7	13	5	7	5	11	11	10	6	15	17	28	18	15	18	12	8	27	25	27	44	27	38	25	36	24	46	34	34	31	36	36	35	19	45	51	43	40	45	50	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
48500	-130.256655850407242	-128.794573765888373	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.996320212927500	0	2	2	4	4	4	6	5	7	8	6	7	8	7	7	7	7	7	8	8	6	10	9	9	9	8	8	9	9	11	10	12	12	12	11	11	12	12	14	11	13	16	13	13	15	14	15	18	16	16	18	18	20	0	1	1	2	3	2	5	2	8	12	5	11	12	7	4	8	7	11	15	8	8	27	14	19	17	4	5	15	21	22	18	22	25	29	22	24	24	29	37	24	35	39	34	40	41	30	34	42	41	41	49	49	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
49000	-138.744665268273479	-137.282583183754610	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.958657529313343	0	1	3	2	5	5	3	6	7	7	7	7	7	9	7	6	7	8	8	7	8	10	8	8	10	10	10	10	9	11	12	11	11	12	12	12	12	12	14	13	14	16	12	15	14	13	15	18	14	17	19	17	20	0	1	2	2	3	7	2	3	5	5	5	16	8	9	6	5	5	6	10	8	17	18	8	8	17	24	17	15	10	14	26	25	19	26	32	14	33	22	46	34	18	49	25	39	40	28	41	47	31	40	42	42	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
