step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76
1	-2348.238574442329082	-2346.776492357810184	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.493772250145955	0	1	4	4	6	8	8	8	8	7	9	9	9	10	11	10	12	10	11	12	11	12	12	14	13	14	13	14	13	14	14	15	18	14	15	16	15	17	16	16	17	15	15	16	17	17	16	17	16	18	18	18	18	20	18	17	19	19	20	19	20	20	20	22	22	21	21	21	21	22	22	22	23	27	25	27	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	4	4	4	4	4	5	5	5	5	6	5	6	5	6	6	6	6	6	7	7	7	7	7	7	7	7	8	9	7	8	8	8	9	8	8	9	8	8	8	9	9	8	9	8	9	9	9	9	10	9	9	10	10	10	10	10	10	10	11	11	11	11	11	11	11	11	11	12	14	13	14
500	-727.233610732818875	-725.668802704974155	-1.564808027844696	0.000009970812383	0.000012623383854	1.266033635905962	0.300635596491194	0	2	4	4	6	8	9	8	5	6	8	8	9	11	8	10	12	11	10	12	10	12	12	12	14	13	11	12	13	14	14	12	19	15	16	15	14	18	16	16	16	15	16	16	17	17	17	17	16	19	19	18	19	21	19	15	18	20	21	19	21	20	21	22	23	22	22	22	21	21	23	22	24	28	25	27	0	1	1	2	3	9	5	5	3	3	3	5	10	11	10	6	5	8	12	15	11	15	11	12	19	19	21	6	27	3	27	19	19	26	27	30	19	32	28	6	29	30	15	6	31	34	36	28	15	32	8	25	28	15	34	30	21	12	49	19	37	25	56	27	39	57	26	56	33	56	31	33	32	56	32	19	1	1	4	1	1	2	2	1	1	2	2	1	2	2	1	2	3	2	1	2	2	2	2	1	2	2	1	2	1	6	1	2	5	1	2	1	2	3	3	3	2	1	3	3	2	2	2	3	7	4	5	3	4	8	3	1	5	6	3	5	5	3	6	7	6	3	6	6	2	4	7	1	10	10	7	10
1000	-528.570557036241439	-526.826183390750657	-1.744373645490794	0.000010012768484	0.000017050033136	1.702829059016932	0.468828560838561	0	2	3	5	5	8	9	8	9	6	10	8	10	9	10	10	12	10	11	12	10	13	11	15	13	15	12	14	13	13	14	16	19	14	14	15	14	16	16	15	16	15	16	16	16	17	17	17	15	18	19	19	19	19	17	16	19	19	20	20	19	21	21	21	21	20	22	22	21	23	22	22	23	28	24	28	0	1	1	2	3	4	5	5	6	3	6	5	10	6	10	14	7	8	7	15	6	15	16	8	19	19	21	6	21	15	27	25	32	19	27	30	17	26	28	29	29	30	42	23	31	34	36	39	15	19	37	38	39	43	34	49	31	19	49	58	37	33	56	45	39	45	52	49	37	56	31	50	19	56	73	58	1	1	2	2	1	1	3	2	1	1	2	1	1	1	2	1	1	1	2	1	2	2	1	3	1	2	1	3	2	2	1	2	2	2	1	1	1	1	1	1	2	1	1	2	2	2	2	1	4	3	2	2	2	2	2	1	2	3	3	1	3	1	4	2	2	2	1	5	4	3	5	2	8	9	1	4
1500	-444.646303323742984	-443.129660788334718	-1.516642535408283	0.000010041564669	0.000011496247005	1.144866102452341	0.688055454544136	0	2	4	4	6	7	9	8	9	8	9	10	10	10	11	11	13	10	11	13	11	12	12	14	13	14	12	14	13	13	15	15	17	15	15	16	15	16	17	15	16	14	15	16	17	17	17	18	16	16	17	19	19	20	19	18	19	19	20	19	20	20	20	20	23	21	21	21	21	23	23	22	22	28	24	28	0	1	1	2	2	3	5	5	6	3	6	8	10	11	10	6	5	5	7	15	14	15	11	7	19	17	21	16	21	15	27	19	19	26	27	42	17	26	28	29	40	30	30	16	31	34	36	28	43	25	37	38	39	43	46	49	45	50	49	50	51	51	56	45	39	45	52	49	51	56	31	60	58	63	73	75	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	2	4	2	1	1	1	1	2	2	1	1	1	2	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	3	1	1	1	3	1	1	2	2	1	2	1	1	1	2	1	2	1	2	1	2	3	2	1	3	2	3	3	2	1	5	1	2
2000	-486.865827675260505	-485.222565276620912	-1.643262398639579	0.000009925068921	0.000014469296207	1.457853474019792	0.637060087643992	0	2	3	4	6	8	9	8	7	8	9	8	10	9	10	11	12	9	12	13	12	12	12	15	13	15	13	15	13	14	14	14	16	14	15	16	15	17	16	16	16	15	16	17	17	18	15	18	17	19	19	18	18	21	18	18	18	19	20	20	19	21	21	22	23	22	21	20	22	22	23	23	24	26	24	27	0	1	1	2	4	3	12	5	4	3	6	5	10	6	10	14	7	5	7	15	14	15	14	17	19	25	21	16	21	15	27	19	19	19	27	47	32	26	28	29	29	30	42	23	31	34	30	28	42	33	37	38	39	43	34	49	31	12	49	19	37	51	56	57	28	57	52	49	61	56	45	58	60	70	60	75	1	1	2	1	1	2	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	2	1	2	2	1	1	3	2	2	1	2	1	2	2	1	2	3	2	1	2	4	2	2	2	1	2	2	3	2	2	2	1	2	2	2	2	1	2	2
2500	-456.245019245712456	-454.763314642094031	-1.481704603618421	0.000010012275097	0.000010547686335	1.053475482137282	0.556963163745461	0	1	5	4	7	7	9	9	9	8	9	8	10	10	10	10	12	10	11	12	11	12	12	14	13	14	12	14	13	11	14	15	17	14	15	17	15	16	16	16	17	14	14	16	18	17	15	18	16	17	19	18	19	21	19	17	18	20	19	19	20	20	20	22	22	21	21	21	21	22	23	21	23	26	25	28	0	1	1	2	4	3	12	5	3	6	6	5	10	6	10	4	7	12	12	15	14	15	6	12	19	25	21	16	21	15	27	19	25	19	27	47	19	26	28	29	40	30	30	11	31	34	30	39	42	32	37	38	39	43	46	49	31	50	49	50	25	51	56	45	39	57	52	59	61	56	45	50	60	70	73	75	1	1	2	2	2	1	1	1	2	1	1	1	2	2	1	3	1	1	2	1	1	1	2	2	1	1	1	3	2	1	1	2	2	2	2	1	1	1	1	1	1	2	1	3	3	2	2	1	1	1	2	2	2	3	1	1	2	1	2	1	3	1	2	2	3	2	2	2	1	3	2	2	2	2	1	2
3000	-472.034878970693171	-470.451149422503420	-1.583729548189774	0.000010017986525	0.000013150773532	1.312716232829291	0.661693642020163	-1	2	4	4	6	6	8	9	8	7	8	9	9	11	11	11	13	11	12	13	11	12	12	12	13	15	13	15	14	13	15	14	18	14	14	15	15	17	16	16	18	16	16	16	17	17	17	18	16	18	18	19	18	20	19	18	19	20	19	19	20	21	21	23	23	21	22	22	22	23	23	22	23	25	26	25	0	1	2	2	3	3	5	5	6	3	6	5	10	6	10	9	8	7	8	15	11	15	11	8	8	25	21	16	21	22	27	25	32	19	27	30	17	26	28	29	29	30	30	14	31	34	36	39	30	32	37	38	39	43	46	49	31	50	49	50	37	58	56	31	39	57	52	59	61	56	57	50	58	63	76	73	1	1	1	1	1	1	2	2	1	2	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	2	2	3	2	1	2	2	1	2	1	2	1	2	2	1	1	2	2	1	1	2	1	2	4	2	2	1	2	1	2	2	2	2	2	1	1
3500	-499.274344581952107	-497.624806553361850	-1.649538028590254	0.000010309563936	0.000015186658195	1.473065038320228	0.622508160777671	1	2	5	4	5	6	6	8	9	8	9	9	10	10	10	7	11	8	11	12	11	13	13	15	14	14	12	14	13	13	14	15	18	15	16	17	15	17	15	16	18	16	15	16	18	17	14	18	16	19	17	19	18	19	19	17	20	19	19	16	20	20	21	21	22	22	21	22	22	21	21	23	21	27	25	24	0	1	1	2	2	3	5	7	16	16	16	5	10	16	10	6	12	5	8	15	11	15	9	17	19	19	21	9	21	15	27	19	32	26	27	47	25	26	23	21	40	30	30	23	31	34	30	39	43	60	25	38	39	43	46	49	45	60	49	32	51	37	56	31	53	45	52	59	61	56	45	60	58	56	76	73	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	2	1	1	1	1	2	2	2	1	2	1	1	1	2	2	1	2	2	1	1	1	2	2	3	2	1	2	2	1	2	1	1	2	1	2	2	2	1	1	1	2	1	1	2	2	3	2	3	1	2	2	2	1	3	1	5	1	2
4000	-473.200925967509193	-471.366667621879742	-1.834258345629422	0.000010467545696	0.000020127940521	1.922890150748574	0.691413916516393	-1	0	4	2	6	7	9	8	8	8	9	9	9	11	11	10	11	10	12	12	11	13	13	14	13	13	13	13	13	14	15	16	17	14	15	16	16	17	16	16	17	14	16	14	18	16	17	17	16	19	18	19	19	20	18	17	18	20	19	16	20	20	19	22	21	20	21	22	22	22	22	22	24	27	25	27	0	1	4	2	3	3	5	5	6	3	6	8	10	6	10	6	12	8	5	15	11	15	16	17	19	19	21	16	21	22	27	25	19	19	27	30	25	26	28	29	29	15	42	11	31	34	36	39	42	60	37	38	39	42	34	49	31	60	49	25	51	50	56	57	53	31	52	59	61	56	45	60	72	63	73	75	1	1	1	1	1	2	2	2	1	2	2	1	1	2	2	2	2	1	3	1	1	2	1	2	1	1	1	2	1	1	1	2	2	1	1	1	1	2	2	2	3	2	1	2	2	2	1	1	1	2	1	1	2	2	2	1	2	2	1	1	1	1	2	2	2	2	1	2	1	2	2	2	2	5	1	2
4500	-439.487964647108470	-437.939058668713187	-1.548905978395277	0.000011423683648	0.000014010748974	1.226465070824468	0.754060887847745	0	2	5	4	6	7	8	8	8	6	9	9	10	9	11	11	12	10	11	13	11	12	12	14	14	13	12	14	13	13	14	15	19	14	16	16	16	17	16	16	17	15	15	16	18	18	14	18	17	18	18	18	19	20	18	18	19	19	19	16	19	19	21	23	22	21	22	21	21	21	21	22	23	27	24	28	0	1	4	2	2	4	5	5	6	3	6	5	10	6	10	14	7	12	12	15	6	15	11	17	19	19	21	23	21	15	27	19	25	12	27	47	32	26	28	29	29	30	30	16	31	34	30	39	43	60	37	38	39	42	34	49	31	60	49	25	51	51	56	57	39	27	52	59	61	56	57	50	58	63	73	75	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	2	2	2	1	1	2	1	2	2	1	1	3	2	2	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	2	2	2	3	1	1	1	2	2	2	1	3	1	2
