step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76
5000	-457.444298256688512	-456.022004835804239	-1.422293420884291	0.000013074244790	0.000011546684866	0.883162664612011	0.665636918920741	0	2	5	4	6	7	8	8	8	7	9	9	9	10	9	11	11	11	10	12	11	12	13	14	12	13	13	13	14	13	14	15	18	14	15	16	16	16	16	16	17	16	15	15	18	17	15	16	16	19	17	18	19	19	18	17	19	19	19	17	20	21	20	23	21	20	20	22	22	22	23	23	22	25	26	27	0	1	1	2	4	3	5	5	6	3	6	7	10	6	10	6	8	12	8	15	11	15	11	19	12	19	21	11	21	15	27	25	25	12	27	47	32	25	28	29	29	30	30	23	31	34	30	28	43	60	37	38	39	43	34	49	31	60	49	32	51	37	56	45	39	45	52	59	61	56	66	50	60	63	72	75	1	1	2	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	3	1	2	2	2	2	1	1	2	1	2	1	1	2	3	1	1	1	2	2	2	2	2	2	1	2	2	1	2	1	2	1	1	1	2	2	1	2	1	2	1	1	2	2	1	3	1	1	2	1	2	2	2	2	3	1	1
5500	-413.324097754437787	-411.961289095421478	-1.362808659016284	0.000021274798894	0.000013113153525	0.616370269391438	0.663781352933946	0	2	4	3	5	6	7	8	8	8	8	10	9	9	10	10	12	10	10	12	11	12	12	15	13	14	13	14	13	13	15	14	18	15	15	16	15	18	16	15	17	15	15	16	16	18	15	17	16	16	18	19	19	19	18	18	20	19	18	19	20	21	21	22	21	22	21	22	22	22	23	23	23	26	24	28	0	1	1	2	3	1	5	5	6	6	6	8	10	11	10	14	5	7	8	15	6	15	11	32	19	25	21	23	21	22	27	19	12	25	27	47	32	26	28	21	29	30	30	16	31	34	30	28	30	32	37	38	39	43	34	49	45	50	49	50	51	60	56	57	53	31	52	59	61	56	57	60	58	70	73	75	1	1	2	1	1	3	2	2	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	2	1	1	1	1	1	1	2	4	2	1	1	1	3	1	3	2	1	1	3	1	2	1	1	2	1	2	1	2	2	1	1	2	2	1	2	1	1	2	1	2	3	1	2	2	2	2	3	2	2	1	2
6000	-430.114634603763648	-428.512470622149351	-1.602163981614296	0.000035745055464	0.000008546200831	0.239087636610385	0.511073528827969	0	1	4	4	6	6	9	8	8	8	10	9	10	11	10	11	12	11	11	13	10	12	12	14	13	14	12	14	14	14	13	14	18	15	16	17	16	16	17	17	17	16	15	17	17	18	16	18	16	17	18	18	16	21	18	17	19	19	19	19	20	20	20	22	21	22	22	21	22	22	21	21	22	26	25	27	0	1	1	2	4	3	8	5	6	3	6	5	10	6	10	6	5	7	7	15	9	15	6	17	8	8	21	14	21	22	27	7	17	32	27	47	25	26	53	29	29	30	15	14	31	34	30	53	43	32	37	38	28	43	34	49	27	37	49	50	51	51	56	45	28	35	52	59	61	56	31	32	33	63	73	75	1	1	2	2	1	1	1	1	2	2	2	1	1	2	1	2	2	1	1	1	1	1	2	2	3	3	1	1	2	1	1	2	3	1	2	1	2	2	1	1	2	1	3	3	2	2	1	1	1	2	1	1	1	4	1	1	4	1	2	2	1	1	2	4	3	2	2	1	1	2	4	3	3	2	2	2
6500	-430.072571847900178	-428.345836150299135	-1.726735697601018	0.000059766726341	0.000011688757011	0.195572983933432	0.618700925829002	-2	1	5	5	6	8	8	8	8	7	9	10	9	10	11	10	11	10	12	12	11	12	12	15	14	15	13	13	13	13	15	14	17	13	16	17	15	17	15	16	17	15	15	16	17	17	15	18	14	18	18	18	16	19	18	17	18	20	20	20	18	20	21	22	22	21	21	22	21	22	21	22	23	28	25	27	0	1	1	2	3	4	5	5	3	4	6	5	10	6	10	6	7	8	12	10	6	15	14	17	19	12	21	14	21	20	27	12	25	19	31	47	19	25	28	29	40	15	30	23	31	26	30	53	30	33	37	38	28	30	26	49	31	33	56	33	37	51	56	45	48	31	37	59	60	56	57	50	69	70	72	73	1	2	3	2	1	1	1	1	1	1	1	2	1	1	3	1	2	1	1	2	2	1	1	2	1	2	1	2	1	1	2	2	2	1	1	1	2	2	1	2	1	2	1	2	1	1	1	2	1	1	2	1	2	2	1	1	2	2	2	2	2	1	2	3	2	2	3	1	1	2	2	2	1	3	2	3
7000	-410.570000730637332	-408.906021520315676	-1.663979210321659	0.000083995417017	0.000018082615352	0.215280975968963	0.645432200536357	0	1	5	4	6	9	7	9	8	7	7	9	9	10	11	11	13	9	11	12	11	12	12	15	13	13	13	14	13	15	15	16	18	14	15	17	16	17	16	17	18	14	16	16	18	17	15	17	16	18	18	18	18	20	19	18	19	19	18	20	20	21	20	22	21	22	20	20	21	22	22	22	22	24	26	27	0	1	1	2	3	11	5	5	11	3	3	7	10	3	10	9	5	7	8	15	9	15	9	12	19	19	21	11	21	42	27	19	19	26	27	47	17	26	28	29	23	15	42	6	27	24	42	28	42	37	37	38	39	36	32	49	31	38	49	19	37	33	56	57	39	57	52	59	61	49	45	61	58	56	60	73	1	1	2	2	1	1	1	1	1	1	1	1	1	3	2	2	3	1	1	1	2	1	3	2	1	1	1	3	1	1	1	2	3	1	1	1	1	2	1	2	3	2	1	2	2	1	1	2	1	1	2	1	1	2	1	1	2	2	1	4	2	1	2	1	3	1	1	2	1	3	2	1	1	3	2	3
7500	-451.326745694007514	-449.408269940255593	-1.918475753751919	0.000108324874814	0.000016486555728	0.152195474553237	0.557490898221764	1	2	5	4	6	7	8	8	9	7	9	9	9	10	12	11	12	9	12	12	11	13	11	14	13	15	13	14	13	14	14	15	17	14	15	17	15	18	16	17	17	15	14	16	17	17	16	18	16	19	18	16	18	20	19	17	19	19	19	19	18	20	20	21	21	20	21	21	21	22	23	22	22	27	24	27	0	1	1	2	4	3	5	5	6	3	6	5	10	3	16	6	8	8	18	10	11	16	11	25	7	17	23	14	6	15	16	19	12	12	21	47	25	52	6	29	23	30	20	11	27	17	42	39	22	37	37	19	28	15	34	49	41	33	49	32	25	33	56	27	53	27	38	59	51	56	64	58	58	63	72	73	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	2	2	2	1	1	3	1	1	2	4	1	2	1	4	2	2	1	1	1	5	2	3	1	1	2	3	3	1	1	2	2	2	2	2	3	2	1	1	1	1	1	2	2	2	4	2	3	2	1	1	2	1	2	2	2	1	3
8000	-425.100437520881542	-423.132764395796528	-1.967673125085041	0.000091929045903	0.000013215977799	0.143762808252247	0.560752930694366	-1	2	4	4	6	8	7	9	7	8	9	9	10	11	11	9	12	10	11	13	11	13	12	14	13	14	13	14	13	14	15	15	18	14	15	17	14	18	16	15	18	16	16	15	17	17	16	18	16	19	16	18	19	20	19	18	20	20	18	20	20	19	20	22	21	22	22	22	20	22	23	21	23	27	25	26	0	1	1	2	2	3	5	7	2	3	3	7	10	16	10	6	7	5	12	15	6	15	14	17	5	19	21	23	21	15	29	19	32	17	27	47	17	26	28	21	21	30	30	14	31	34	30	39	15	24	8	25	39	49	25	49	40	37	49	33	37	51	56	35	28	31	38	43	32	56	57	60	60	63	50	75	1	1	2	1	2	2	1	1	2	2	2	1	1	1	2	1	3	2	1	1	1	1	1	1	4	2	1	2	2	1	1	2	2	1	1	1	1	2	1	2	3	1	1	2	1	2	1	1	3	3	3	2	2	1	2	1	3	3	1	1	3	1	1	2	3	3	1	3	2	2	1	1	2	3	3	1
8500	-475.533179262920612	-473.882350874683652	-1.650828388236977	0.000101102007052	0.000022234928462	0.219925688025363	0.517898602065120	0	1	5	4	6	9	9	9	8	7	10	9	9	10	11	11	12	11	12	12	11	9	12	14	14	14	14	15	13	14	14	14	17	14	15	16	16	17	16	16	18	14	16	13	15	17	17	16	16	19	18	19	17	20	19	18	18	19	19	19	21	20	21	22	22	21	21	22	22	23	23	22	22	27	25	27	0	1	2	2	4	10	5	5	3	3	3	5	10	3	22	14	8	7	7	22	6	10	6	12	7	5	21	11	21	22	44	19	32	17	9	42	24	26	6	29	29	6	22	3	31	19	36	28	42	32	25	38	28	49	51	42	31	34	49	33	33	32	59	29	53	41	38	49	61	42	64	60	60	49	60	73	1	1	1	2	1	1	1	2	2	1	3	1	1	3	1	1	2	1	1	1	1	1	2	3	3	4	1	2	1	3	1	1	1	1	3	1	1	2	4	2	2	3	3	4	1	3	1	1	1	2	3	1	1	2	1	3	2	2	2	1	2	4	1	4	2	2	2	3	1	4	1	2	1	4	3	1
9000	-448.257264839864433	-446.258163695507449	-1.999101144357006	0.000104322807637	0.000014478867618	0.138789090768034	0.600730112875707	0	1	4	4	6	6	7	9	8	7	8	10	9	10	11	10	12	10	12	13	11	13	13	14	14	14	13	14	13	14	15	15	16	14	15	16	16	17	15	16	18	15	15	16	16	17	16	17	16	19	18	17	18	19	18	18	18	20	20	18	20	20	21	21	22	21	21	22	20	21	22	22	21	27	25	27	0	1	1	2	3	3	5	7	6	3	6	7	10	11	10	6	18	7	12	13	3	13	9	12	7	17	21	16	21	15	21	19	19	17	23	30	26	25	28	29	29	22	15	16	31	33	22	39	43	32	24	25	28	43	34	42	31	26	49	26	19	32	56	31	28	31	26	49	37	56	31	61	50	63	72	72	1	1	2	1	1	1	1	1	1	2	1	2	1	1	3	2	2	2	1	3	3	2	4	2	4	1	2	2	1	2	2	2	2	1	2	1	1	2	1	2	2	1	2	3	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	4	3	3	3	2	2	4	1	1	3	2	2
9500	-424.863223844705544	-423.130013754224080	-1.733210090481437	0.000086595843793	0.000016777039035	0.193739541073205	0.649769285223171	-1	1	4	5	6	8	9	8	9	8	10	9	9	10	11	7	12	11	11	12	11	13	12	14	13	14	13	15	13	14	14	15	18	14	16	16	16	17	17	16	15	16	15	16	17	16	16	18	17	18	18	18	18	21	19	17	19	19	21	20	20	19	20	21	22	22	22	21	21	22	23	22	21	28	24	25	0	1	1	2	4	4	5	5	6	3	4	8	10	6	10	3	12	5	5	15	11	20	6	17	19	19	21	6	21	15	27	19	17	19	27	30	8	37	28	29	29	30	30	11	31	25	30	28	43	32	25	38	28	42	46	43	31	50	49	58	37	32	56	31	28	45	33	49	33	56	45	60	60	68	72	73	1	1	3	2	1	1	2	1	1	2	3	1	1	1	1	2	1	3	3	1	1	1	2	1	1	1	2	2	1	1	1	2	3	2	2	1	4	1	1	2	2	1	1	2	2	1	1	2	1	1	2	1	2	2	2	1	2	1	3	1	2	2	2	4	3	2	2	2	1	3	3	1	1	4	1	2
10000	-428.002545027159954	-426.219188303932356	-1.783356723227617	0.000084789237274	0.000015311230713	0.180579884959045	0.624990032467835	-1	1	4	4	5	6	9	8	9	8	9	10	9	11	11	10	11	11	11	13	11	13	13	14	13	14	14	15	12	14	15	15	19	14	15	17	15	16	16	16	17	16	15	16	17	18	15	18	16	18	19	19	18	19	19	18	19	19	19	20	20	21	20	22	22	22	21	20	21	23	22	23	22	27	26	25	0	1	1	2	3	3	5	5	6	3	6	5	10	16	10	6	8	7	7	15	11	15	16	17	5	12	21	23	21	15	27	17	8	19	27	42	24	26	28	29	29	30	30	23	31	25	15	28	47	17	37	26	39	47	19	43	27	46	49	26	51	51	49	41	39	45	33	49	33	56	57	58	60	63	76	72	1	1	2	1	1	1	3	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	4	2	1	1	1	2	1	2	4	1	1	1	1	1	1	2	2	1	1	1	1	3	2	1	1	5	2	2	1	3	3	2	3	1	1	2	1	1	2	2	2	3	1	2	1	2	2	2	1	3	1	1
