step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30
26000	-250.216570937715858	-248.356131846778055	-1.860439090937800	0.000605087852133	0.000098826421804	0.163325740974067	0.464679714292337	3	5	7	7	8	8	10	8	7	10	11	12	12	10	11	13	15	14	14	17	19	16	17	17	17	23	22	23	25	27	0	1	1	2	9	9	4	2	1	8	10	10	6	5	6	13	15	10	4	18	24	15	15	13	15	13	17	17	28	28	1	1	2	1	1	1	3	1	2	1	1	1	1	1	1	1	2	2	3	2	1	2	3	2	4	8	3	5	1	1
26500	-233.897654862256360	-231.965626713795302	-1.932028148461063	0.000274672058204	0.000041142578236	0.149787999934534	0.538122211278328	4	6	7	8	8	7	10	8	9	10	10	12	12	11	13	14	14	14	17	15	19	16	16	17	18	22	23	23	25	27	0	1	2	3	2	1	6	6	8	8	5	9	3	6	13	3	14	11	11	13	6	11	13	13	13	21	19	11	22	29	1	1	1	1	1	2	1	1	1	1	1	1	3	2	1	3	1	3	3	2	5	3	2	2	4	2	5	5	3	1
27000	-219.248455632108090	-217.371168971225075	-1.877286660883023	0.000440625325606	0.000070477477048	0.159948765884569	0.543815486335800	3	5	7	7	8	8	9	10	9	10	11	13	12	12	12	13	15	13	16	16	19	17	16	17	18	23	23	24	26	26	0	1	2	1	2	3	5	4	4	9	9	7	5	3	5	11	18	11	18	15	2	14	11	15	23	21	20	20	25	28	1	1	1	2	1	1	1	1	2	1	1	2	2	3	3	1	1	1	2	2	5	3	2	2	1	3	3	4	2	1
27500	-212.517958581527125	-210.800803639156584	-1.717154942370551	0.000277854038058	0.000055111951964	0.198348573047973	0.740854575143826	4	6	6	8	8	7	8	9	9	10	11	12	12	10	13	13	15	13	16	16	18	17	18	18	18	23	22	24	24	27	0	1	1	3	2	3	1	1	7	7	7	9	11	4	13	14	18	4	14	16	15	16	19	20	20	27	23	22	13	29	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	2	1	2	3	1	2	1	1	1	1	1	2	4	4	2
28000	-224.296466660006530	-222.655418217785808	-1.641048442220721	0.000381287923124	0.000085223661838	0.223515240503302	0.519170310887465	3	5	6	7	5	7	10	9	8	10	10	13	13	11	13	14	15	14	16	17	19	17	17	17	17	23	22	23	26	25	0	1	1	2	1	5	4	5	3	5	6	9	7	7	6	13	8	14	13	5	20	13	13	11	12	25	25	17	27	27	1	1	2	1	1	1	2	2	1	2	1	3	1	1	3	1	2	2	1	4	1	2	2	3	2	2	2	4	2	1
28500	-235.823027659644765	-234.150337474598160	-1.672690185046601	0.000257026758321	0.000054569978246	0.212312440162461	0.368640826487866	3	6	5	7	9	8	10	10	9	11	11	13	12	11	13	12	15	14	17	16	18	18	18	17	19	24	23	23	24	25	0	1	1	1	3	3	9	5	4	5	3	8	4	6	13	14	6	11	18	13	12	5	20	13	24	20	11	11	20	29	1	2	1	2	2	1	1	1	1	2	4	2	2	2	1	1	3	2	1	2	2	6	1	2	1	4	5	6	3	1
29000	-223.306319152477641	-221.491200094173081	-1.815119058304574	0.000319430772825	0.000055287744174	0.173082085002170	0.487979301751298	4	6	7	8	8	8	9	10	7	11	11	11	12	10	13	14	15	13	16	17	19	17	16	18	19	23	21	23	26	25	0	1	1	1	2	1	5	7	1	8	5	7	11	4	5	14	5	11	15	11	19	19	13	19	19	24	24	11	27	28	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	3	1	3	3	2	1	3	2	2	4	2	6	4	1
29500	-223.618418067932595	-221.986448412435124	-1.631969655497473	0.000208736604886	0.000047374377634	0.226957689859252	0.457365533410325	3	6	6	7	9	8	10	9	9	10	10	12	12	11	13	12	14	14	17	17	19	17	17	17	19	22	21	20	25	27	0	1	1	1	4	3	4	4	4	8	5	9	11	5	5	4	1	4	15	13	24	11	13	4	19	20	24	17	26	26	1	1	2	2	1	1	2	1	1	1	1	2	1	1	2	2	5	5	2	2	1	3	2	6	2	3	2	3	2	2
30000	-222.257985083074971	-220.405625520423769	-1.852359562651197	0.000396458183262	0.000065412048685	0.164991041795013	0.571295970496944	4	6	8	8	9	7	10	10	8	11	11	13	12	9	13	13	15	14	16	16	18	15	17	17	18	23	22	22	26	25	0	1	1	6	2	1	9	3	1	8	5	7	2	6	5	3	15	11	2	17	22	5	15	13	20	23	25	16	27	27	1	1	1	1	1	2	1	1	2	1	1	1	3	1	2	2	1	2	4	1	2	3	2	2	1	3	2	5	3	1
30500	-217.494757746690709	-215.610537602297740	-1.884220144392979	0.000296649548953	0.000047047160042	0.158595083687098	0.604970786949341	4	6	6	7	8	8	9	10	8	11	10	11	12	11	13	13	15	15	16	17	18	17	16	14	18	23	22	23	26	25	0	1	1	2	2	3	5	5	2	8	1	9	5	2	4	11	15	4	11	23	11	13	24	13	13	24	20	21	27	26	1	2	1	1	2	1	1	1	1	1	2	2	2	2	3	1	1	4	3	1	2	3	1	1	3	5	3	3	2	1
31000	-230.414240100261509	-228.783798453395065	-1.630441646866430	0.000330260179620	0.000075150028961	0.227547956424457	0.523374939711796	3	5	7	6	8	8	10	6	9	10	10	12	12	11	13	13	16	15	16	15	19	18	18	18	19	24	22	24	25	27	0	1	1	1	1	3	8	1	8	8	5	7	1	5	3	10	14	16	3	11	15	17	17	19	11	19	17	11	27	27	1	1	1	1	2	1	2	1	2	2	1	1	4	2	2	2	3	1	4	3	3	1	1	1	5	3	2	6	1	3
31500	-227.510416106440744	-226.044801738794291	-1.465614367646457	0.000275639504673	0.000088620755175	0.321509630052662	0.499556829999850	4	6	7	6	9	8	10	9	8	10	11	12	11	12	13	13	13	14	15	16	20	16	18	16	18	23	22	22	26	26	0	1	1	1	6	2	4	9	2	2	5	7	5	3	14	3	4	14	17	17	1	11	13	17	24	25	25	22	20	20	1	2	2	1	1	1	2	1	1	2	2	1	1	2	1	3	4	1	1	2	7	2	3	2	2	3	2	2	4	6
32000	-228.251490911017584	-226.708660930468767	-1.542829980548805	0.000255378977472	0.000068449608398	0.268031492159557	0.460923964745725	3	6	8	6	8	8	9	10	8	11	11	13	12	11	13	13	15	14	17	16	19	17	18	16	19	23	23	24	27	26	0	1	4	1	2	1	9	3	4	8	2	9	5	5	6	5	4	11	15	13	20	13	20	16	16	20	24	12	27	27	1	2	1	1	1	2	1	1	1	1	2	3	2	1	3	2	5	2	3	2	2	3	1	2	3	5	4	6	2	1
32500	-256.069253312330432	-254.341280295494414	-1.727973016836012	0.000418710104864	0.000081740590597	0.195220009375067	0.375429962709749	4	5	6	8	6	7	9	9	8	10	12	13	13	11	13	14	13	14	14	16	18	16	17	17	18	23	22	24	25	25	0	1	1	6	1	3	1	1	3	1	7	8	5	6	2	4	6	1	4	14	1	11	14	11	14	7	24	23	27	25	1	1	1	1	1	1	4	2	1	4	1	2	4	2	4	3	2	5	2	3	7	2	3	2	4	6	1	3	1	4
33000	-252.683046427517382	-250.970156354250292	-1.712890073267095	0.000451913923870	0.000090206049494	0.199608918268937	0.546970540659460	3	6	6	6	8	8	9	10	8	11	12	10	13	12	12	13	15	14	16	16	19	17	16	17	19	22	23	23	26	25	0	1	1	1	2	3	9	9	4	8	4	7	11	2	1	10	6	16	18	18	24	11	13	14	18	24	24	17	20	25	1	1	2	2	1	1	1	1	1	1	2	1	1	3	4	1	3	1	1	1	1	2	2	2	3	4	2	2	4	2
33500	-210.049196298079778	-208.186063647425897	-1.863132650653873	0.000469221171544	0.000076378544916	0.162777277641889	0.681387960954273	3	5	7	8	9	8	9	9	7	10	11	12	12	11	13	14	14	13	17	16	18	15	18	17	18	23	21	23	27	25	0	1	2	9	6	3	1	9	1	8	5	14	5	3	11	13	18	14	22	15	20	16	22	14	22	25	25	22	28	27	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	2	1	4	2	2
34000	-238.229053957625808	-236.369283727473118	-1.859770230152692	0.000240759568704	0.000039355149042	0.163462450334498	0.328430071035621	4	5	8	7	7	8	8	10	9	11	10	12	12	11	13	14	15	14	16	16	18	18	17	18	19	23	22	23	25	26	0	1	1	1	1	5	1	7	3	8	4	7	4	5	4	11	15	5	3	11	13	19	3	7	21	13	20	19	23	26	1	1	2	2	1	1	2	2	1	1	2	3	2	2	2	2	1	4	4	3	3	1	5	4	1	6	4	3	5	1
34500	-240.376548020538991	-238.604130129238285	-1.772417891300717	0.000388566344722	0.000071225710715	0.183303859642228	0.458928570305529	4	6	7	7	8	8	10	9	7	10	12	11	12	10	12	13	14	13	17	13	18	17	17	16	18	21	21	21	26	27	0	1	1	1	1	3	3	9	1	5	7	3	3	4	5	3	11	3	18	1	15	24	11	16	19	25	25	19	26	27	1	1	2	1	2	1	1	1	2	1	1	1	2	1	2	2	1	3	3	5	2	1	2	2	1	1	2	2	3	4
35000	-237.614582660630816	-235.934954926551939	-1.679627734078873	0.000309779130339	0.000065055654866	0.210006577250068	0.428105643871046	3	5	6	7	8	9	10	9	8	10	10	12	12	8	13	13	14	14	14	16	20	17	17	17	18	23	20	23	26	26	0	1	1	2	1	5	3	3	1	9	9	5	5	4	5	11	14	16	13	19	4	13	20	17	15	17	25	16	28	21	1	1	2	1	2	1	1	2	3	1	2	3	2	1	3	1	4	1	2	1	7	2	1	1	2	3	1	4	1	3
35500	-242.900063100216641	-241.190799848113386	-1.709263252103249	0.000303576369377	0.000060925676227	0.200693078819441	0.534613131591682	3	5	6	8	8	8	10	6	8	9	12	11	12	12	13	12	14	13	15	16	19	17	17	18	18	24	23	23	26	26	0	1	1	8	2	3	9	1	8	8	1	9	1	5	3	3	3	5	11	4	14	14	15	20	17	24	20	17	25	20	1	1	1	1	2	1	2	2	1	1	4	1	4	2	3	3	4	4	1	3	4	1	2	1	2	2	3	4	4	5
36000	-241.420004043341095	-239.932123505928502	-1.487880537412584	0.000275810434629	0.000083689496274	0.303431218570937	0.511278711219105	3	5	7	7	8	9	9	9	8	10	11	13	13	11	11	12	15	14	16	15	20	17	17	18	18	24	22	24	25	27	0	1	1	1	3	4	5	4	2	9	7	7	1	3	3	11	4	15	11	11	19	18	20	19	23	20	13	21	24	29	1	1	2	3	1	1	1	1	2	1	1	3	5	3	3	1	5	2	3	2	2	2	1	1	1	4	6	2	3	1
36500	-214.053650611846962	-212.028380158681045	-2.025270453165919	0.000328948915259	0.000044364562789	0.134867636678285	0.629013253991047	3	5	6	7	8	9	9	8	8	9	11	11	12	10	13	14	15	13	16	17	18	16	17	14	18	22	22	23	26	26	0	1	2	3	2	3	8	4	1	8	6	7	5	3	14	15	18	11	13	24	22	15	11	13	11	23	25	20	20	28	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	2	2	1	2	2	1	4	3	2	3	6	1
37000	-231.314921314182328	-229.770180415157142	-1.544740899025199	0.000297643553257	0.000079463437720	0.266975168287110	0.475424873576988	4	5	5	6	7	8	8	8	9	10	12	13	12	11	13	14	16	14	15	17	19	16	18	17	18	23	22	23	25	26	0	1	1	1	2	3	4	5	7	1	10	9	3	6	14	15	13	5	13	11	5	13	18	18	11	24	23	18	27	24	1	1	1	1	1	2	1	1	1	3	1	1	3	2	1	1	3	5	1	3	4	2	2	2	3	2	2	5	2	4
37500	-258.202879189287103	-256.385472016310132	-1.817407172976975	0.000208841199672	0.000036038507070	0.172564164190838	0.577104273746258	3	6	8	7	9	9	7	8	9	11	12	11	13	12	12	13	16	15	17	17	20	18	17	16	18	23	22	23	27	25	0	1	1	1	4	4	1	7	7	8	4	9	7	3	5	6	11	1	16	11	13	11	18	2	5	21	20	25	26	26	1	1	2	2	2	1	3	1	1	1	2	2	3	2	2	2	1	6	2	1	5	4	1	3	5	1	2	2	2	1
38000	-240.375630189126667	-238.835276236526283	-1.540353952600377	0.000292711229704	0.000078860725591	0.269414759627994	0.474610139163446	3	5	6	8	9	8	7	10	8	10	12	12	13	10	13	13	15	15	16	17	20	18	15	15	19	24	22	23	25	26	0	1	1	7	7	3	1	7	7	1	3	10	5	3	5	11	14	11	13	24	22	15	13	11	17	25	23	19	23	25	1	1	1	1	1	1	2	1	1	3	3	1	1	2	2	1	3	2	1	1	1	3	1	1	3	2	3	5	5	3
38500	-248.095584808262544	-246.485749641673692	-1.609835166588844	0.000216021603701	0.000050945631869	0.235835819175959	0.465565428092540	3	6	7	7	8	7	9	9	8	11	11	13	12	12	11	14	15	14	15	16	19	17	18	18	18	23	21	23	26	25	0	1	2	1	2	2	4	4	2	8	4	9	1	11	1	15	11	11	14	14	16	6	3	20	20	23	23	23	20	27	1	2	1	2	1	1	1	1	2	1	3	1	3	1	4	2	2	1	1	2	2	4	3	1	1	4	2	2	4	3
39000	-236.571561905570405	-234.656493013998443	-1.915068891571964	0.000312382870763	0.000047735658015	0.152811381427251	0.444216177050701	4	5	6	8	9	8	7	9	9	9	11	11	11	11	13	13	14	14	16	16	19	16	18	17	18	23	23	23	25	26	0	1	1	3	7	3	1	3	7	7	7	7	3	5	11	3	13	4	6	11	11	11	12	5	16	25	25	23	24	27	1	1	2	1	1	1	1	1	1	1	1	3	2	1	1	3	2	4	6	2	4	2	4	2	2	3	3	3	3	2
39500	-233.094127644403272	-231.512773776977468	-1.581353867425812	0.000401302480611	0.000099691116607	0.248418889550585	0.602459272813227	4	5	7	8	8	6	9	8	9	10	10	13	12	10	14	14	14	15	16	15	18	17	17	18	17	23	21	23	25	26	0	1	2	1	6	1	5	1	1	4	4	14	14	3	2	1	13	17	18	13	25	9	20	20	14	20	25	21	25	22	1	1	1	2	1	1	1	2	2	1	1	1	1	2	5	4	1	1	1	1	1	4	1	1	2	4	2	1	4	6
40000	-232.797783050183938	-231.073672863536558	-1.724110186647382	0.000268475739698	0.000052708789542	0.196326079970484	0.585124844408009	3	6	8	7	9	8	8	9	9	10	12	12	12	11	14	14	13	14	17	16	17	18	18	15	19	22	21	24	25	25	0	1	1	1	1	4	1	4	7	3	3	9	4	7	11	14	11	3	11	24	11	18	16	13	13	24	20	21	27	27	1	1	3	2	3	1	2	1	1	1	1	1	2	1	1	2	1	4	1	1	2	2	2	1	4	3	2	3	2	2
40500	-251.391454378567119	-249.839768446058599	-1.551685932508512	0.000205976687277	0.000054216309631	0.263215756828844	0.481076118530553	3	5	7	8	6	9	9	8	8	10	11	12	12	11	13	10	16	15	16	17	18	18	14	17	17	21	23	21	25	26	0	1	1	3	1	3	1	5	3	8	7	8	11	5	1	4	23	7	4	16	15	20	1	13	23	24	25	15	27	26	1	1	2	1	2	1	4	2	1	1	1	2	1	2	5	1	1	3	6	4	2	1	3	2	2	3	3	3	1	3
41000	-247.459402502946887	-245.607167671401584	-1.852234831545301	0.000314583651402	0.000051911647458	0.165016990635485	0.478024477194101	3	5	7	6	8	8	8	10	9	10	11	12	12	10	14	14	15	14	17	16	19	17	16	15	18	23	23	24	27	27	0	1	1	1	4	4	1	9	3	3	1	7	5	3	5	8	5	11	4	2	16	13	13	13	19	21	17	21	26	27	1	1	2	2	1	1	2	1	1	1	4	2	1	2	3	2	3	1	6	4	2	4	3	2	1	1	4	2	2	2
41500	-263.365901574594886	-261.817174311116673	-1.548727263478185	0.000313815587295	0.000083099088747	0.264802298264927	0.342387175711658	4	6	7	7	9	8	9	7	9	11	11	13	12	11	14	11	12	15	16	15	19	17	17	17	17	23	21	22	25	26	0	1	1	1	1	2	1	2	8	8	7	9	4	4	6	2	10	3	5	10	13	11	3	16	5	25	25	13	20	27	1	2	2	1	3	1	4	1	1	2	1	3	2	2	3	1	1	3	2	2	4	2	5	3	3	3	3	4	4	2
42000	-259.346303783501128	-257.204128150191764	-2.142175633309380	0.000266287121998	0.000031800486444	0.119421796313991	0.540049987419422	4	5	7	7	7	8	10	9	9	10	12	13	13	12	12	14	15	14	15	15	18	17	17	18	18	23	20	23	26	26	0	1	1	1	1	5	6	1	1	8	4	7	15	4	7	15	15	15	14	5	20	15	1	20	13	24	20	9	28	26	1	1	2	1	1	1	2	2	3	1	2	2	1	2	1	2	1	1	1	4	1	2	5	2	3	3	2	7	1	1
42500	-212.441275593264152	-210.573713979199852	-1.867561614064289	0.000425323154207	0.000068852425005	0.161882616368058	0.600265279735124	3	5	7	8	8	8	9	9	8	11	11	12	11	11	13	14	15	13	16	16	19	15	16	16	19	23	23	22	27	26	0	1	2	2	2	3	3	5	1	8	4	7	3	3	14	6	15	3	13	9	20	18	16	11	24	21	20	20	24	26	1	1	1	1	2	1	1	1	3	1	1	1	2	2	1	3	1	2	2	3	2	1	1	2	1	2	3	3	4	2
43000	-216.822560488811320	-215.310699218564764	-1.511861270246560	0.000304418332186	0.000087261109465	0.286648668097360	0.430084242931224	4	6	8	6	8	7	8	10	9	10	11	13	13	11	13	13	15	14	16	15	20	17	18	17	17	23	22	23	27	26	0	1	2	1	1	1	1	5	7	5	3	7	14	4	4	6	18	16	13	13	12	5	24	20	20	23	23	25	30	27	1	1	1	1	2	1	2	1	1	1	3	2	1	2	3	3	1	1	2	1	3	3	1	1	1	3	2	2	1	2
43500	-229.987482795446567	-228.148669215508448	-1.838813579938118	0.000345625416839	0.000058014244744	0.167852946911633	0.544568178282327	4	6	6	7	9	8	6	8	8	11	9	13	12	12	13	13	15	14	17	16	19	16	18	18	18	22	21	22	24	26	0	1	1	1	4	3	1	7	7	8	3	9	5	5	5	4	11	1	22	18	24	11	11	16	13	20	25	19	25	24	1	2	1	1	1	1	1	1	1	2	2	3	1	2	2	2	3	5	1	1	1	3	6	3	3	4	1	3	3	4
44000	-227.313721913906079	-225.586073109284655	-1.727648804621419	0.000248864750556	0.000048606366574	0.195312379376206	0.492808361669667	3	4	5	8	6	7	10	9	7	10	11	13	12	10	13	13	15	15	16	15	19	17	17	18	18	22	21	23	25	27	0	1	1	5	1	3	4	5	5	8	4	7	14	2	4	3	4	15	4	16	15	20	19	11	13	27	24	14	20	28	1	1	1	1	2	1	1	1	1	1	1	2	1	3	3	3	2	2	3	2	3	1	1	4	4	1	1	7	5	2
44500	-228.754311217873664	-227.291938542742201	-1.462372675131456	0.000260629735387	0.000084545862950	0.324390702483640	0.522186050051666	3	4	6	6	7	9	9	9	8	10	8	12	12	11	12	13	14	14	16	15	19	17	18	16	19	22	22	23	27	25	0	1	1	1	1	1	3	3	3	9	3	9	11	7	5	5	11	4	17	18	7	15	22	13	22	25	25	21	27	27	1	1	2	1	1	2	2	1	1	1	1	2	3	1	2	3	3	4	1	1	5	2	1	3	1	1	2	2	2	2
45000	-229.538827516250933	-227.181617063173178	-2.357210453077756	0.000280769741125	0.000027398053141	0.097581929700492	0.386244176748921	4	5	7	7	9	9	8	9	9	10	12	12	12	12	11	13	15	15	17	17	20	16	17	16	18	22	22	23	26	27	0	1	1	1	1	3	1	4	7	5	7	9	15	15	3	6	3	15	13	13	25	15	13	13	13	20	11	20	20	25	1	1	1	2	2	1	2	1	1	1	2	1	1	1	2	3	3	3	2	2	1	3	2	2	4	3	5	3	4	3
45500	-219.610321335721238	-218.011159183571948	-1.599162152149297	0.000282555512694	0.000067922531741	0.240386503497946	0.614449591334765	4	6	8	7	8	7	9	10	8	11	12	11	11	10	13	13	15	14	15	17	19	17	18	17	19	24	22	22	26	25	0	1	4	1	1	1	6	3	6	9	6	9	3	4	4	6	3	3	11	13	20	17	24	17	24	25	20	11	27	27	1	1	1	2	3	2	1	1	1	1	2	2	1	1	3	2	4	3	2	3	1	2	1	1	1	2	2	5	2	2
46000	-224.043229120946279	-222.299957901513380	-1.743271219432887	0.000254496776728	0.000048597480092	0.190955188969140	0.487030531397478	3	5	6	6	8	8	7	9	9	11	10	12	12	12	13	12	14	15	16	15	18	16	17	17	19	24	21	22	27	25	0	1	1	1	4	1	3	3	7	6	5	9	1	3	5	11	3	15	13	5	20	13	15	13	24	27	25	3	27	13	1	1	2	1	1	3	1	2	1	1	1	1	4	3	2	1	5	1	2	4	2	2	2	2	1	2	1	9	2	6
46500	-224.208562916712225	-222.252869177659306	-1.955693739052918	0.000305930678417	0.000044586363288	0.145740085691849	0.571617521261264	4	5	7	5	7	9	9	10	8	11	11	11	12	10	13	12	15	14	17	15	17	17	16	17	19	23	22	23	26	25	0	1	1	1	2	3	9	9	1	8	5	9	5	1	5	11	13	11	11	16	13	16	20	23	20	25	20	27	24	25	1	1	1	1	1	1	1	1	1	1	2	2	3	3	2	1	1	1	2	2	2	3	1	1	2	2	4	1	4	2
47000	-202.065605234490334	-200.432643145037787	-1.632962089452561	0.000264432953799	0.000059914167035	0.226576023050752	0.712382328422368	4	5	7	7	8	9	7	10	8	9	11	12	13	11	13	14	15	14	17	16	19	18	18	17	19	23	22	23	26	27	0	1	1	1	1	3	1	5	7	7	3	9	11	4	14	12	15	4	16	13	15	13	13	18	20	25	25	22	27	26	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	4	1	2	2	1	2	1	1	2	1	2	2	2
47500	-233.635453656498100	-231.925544888219747	-1.709908768278348	0.000362468021615	0.000072674575072	0.200499273695561	0.516527636448382	3	5	7	8	7	8	9	10	8	11	11	13	11	11	13	12	14	14	13	17	19	18	18	17	19	24	21	21	26	26	0	1	1	2	2	1	9	3	3	6	5	16	4	2	1	4	4	4	11	14	20	19	18	11	24	25	23	11	27	13	1	2	2	1	1	3	1	1	1	1	2	1	2	3	5	2	3	3	1	3	1	3	2	2	2	3	2	5	3	7
48000	-243.258642687580704	-241.292296731146791	-1.966345956433909	0.000267229851861	0.000038475640819	0.143979576199456	0.335215323432222	3	5	8	7	7	8	9	9	8	9	12	12	12	12	14	12	16	15	16	16	19	18	18	17	18	24	22	24	25	24	0	1	1	1	2	1	1	3	1	6	9	8	5	9	4	1	5	13	11	13	6	20	7	6	11	24	24	25	13	24	1	2	3	2	1	3	4	1	3	1	2	2	3	2	2	4	5	2	2	2	4	1	5	4	4	4	2	3	5	4
48500	-242.235330647496170	-240.438774075144295	-1.796556572351880	0.000372051124670	0.000065998920341	0.177392073197853	0.555043116548463	4	6	6	7	8	9	8	7	9	9	9	12	12	12	13	13	15	14	15	17	19	16	17	17	18	23	22	23	26	25	0	1	1	2	3	4	3	1	7	7	8	9	11	7	13	3	16	11	12	4	13	13	19	18	24	24	21	22	24	21	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	3	2	3	2	5	4	2	2	2	1	4	2	2	3	2
49000	-231.720945377121467	-230.003149775099871	-1.717795602021599	0.000315841431640	0.000062587323077	0.198160585682975	0.361888590448106	4	5	7	7	9	9	8	7	8	11	9	12	12	11	14	13	14	14	15	17	19	17	17	17	18	23	22	22	26	25	0	1	1	1	8	3	3	1	8	11	1	8	5	4	8	4	4	3	15	13	19	1	18	13	17	25	20	14	17	26	1	1	1	1	1	1	1	2	1	1	3	2	2	2	4	2	4	4	1	2	2	7	2	2	2	2	3	7	5	1
49500	-218.110078370768406	-216.328933329245530	-1.781145041522878	0.000371019487288	0.000067200716740	0.181124493571069	0.627992066367849	4	5	6	6	8	7	7	10	8	10	10	12	12	12	13	12	16	14	15	15	19	17	17	18	19	21	22	23	24	26	0	1	1	1	3	3	1	7	7	7	5	7	11	4	5	8	18	15	12	13	15	13	15	19	23	25	23	21	23	20	1	1	1	1	1	1	1	2	1	2	1	3	1	2	2	1	1	1	2	1	2	2	2	2	1	1	1	1	2	3
50000	-238.865524469607607	-237.160643176928545	-1.704881292679048	0.000353966265785	0.000071507718295	0.202018455448896	0.586065589385748	3	5	8	8	6	9	8	10	8	10	9	13	11	10	14	14	15	14	15	16	19	16	17	18	19	23	22	20	26	25	0	1	2	5	1	1	5	7	5	11	5	11	6	4	6	3	5	4	13	13	18	11	18	23	23	25	20	16	20	26	1	1	1	1	1	3	1	1	1	1	2	1	1	1	4	3	5	2	2	2	3	4	1	1	1	1	3	2	4	2
50500	-252.465961982496168	-249.653830295959864	-2.812131686536306	0.000520263097388	0.000035240909777	0.067736708510549	0.497292159184551	4	5	8	7	8	7	7	9	8	11	11	10	12	10	13	13	15	14	17	14	18	18	17	16	16	23	21	23	26	27	0	1	7	1	2	1	1	6	7	8	6	9	2	2	2	11	18	3	11	11	24	14	11	20	3	23	24	24	19	19	1	1	1	2	1	1	1	1	1	1	2	1	3	3	4	1	1	2	4	1	1	5	2	1	5	3	3	3	5	4
51000	-240.732770430247143	-238.769490280160340	-1.963280150086802	0.000277603011462	0.000040108772131	0.144482482085960	0.369911824149387	3	5	6	6	8	7	7	9	9	11	11	13	13	10	14	12	16	13	17	16	19	18	16	18	18	23	22	23	25	26	0	1	1	1	7	3	1	2	7	8	7	8	5	3	5	4	13	1	5	16	12	15	11	11	11	19	25	16	27	26	1	2	2	2	1	1	2	2	2	1	2	2	3	2	3	3	2	6	5	2	3	4	2	2	2	3	2	7	2	1
51500	-224.662414044901794	-222.891547459861812	-1.770866585039969	0.000295954863185	0.000054365849374	0.183696421775759	0.416909978431195	4	5	6	8	7	9	9	8	9	10	11	12	12	10	13	14	13	14	16	16	19	18	18	17	19	24	22	23	25	26	0	1	1	2	2	1	5	5	8	8	5	7	5	4	5	6	4	4	11	4	14	17	17	11	22	19	25	23	27	24	1	1	1	1	1	3	1	1	1	1	2	1	3	1	2	2	3	3	2	4	5	2	4	3	1	4	2	2	2	4
52000	-251.224260069437378	-249.433143068336847	-1.791117001100518	0.000398544689659	0.000071217127658	0.178692953401224	0.384931727568358	3	5	7	8	7	9	9	10	9	10	11	11	11	11	13	14	16	14	16	16	19	16	15	18	18	22	23	23	26	27	0	1	1	1	2	2	4	5	1	4	7	7	9	6	11	13	11	4	3	14	16	6	15	22	23	19	23	16	16	20	1	1	2	2	1	3	1	2	3	2	1	2	1	1	2	2	3	4	4	3	2	3	1	1	2	3	6	3	7	4
52500	-227.170576078834557	-225.450404378976089	-1.720171699858458	0.000348278183349	0.000068773235554	0.197466389919911	0.476946214718816	4	6	7	7	9	8	9	9	8	11	11	12	12	11	14	12	15	15	14	16	18	16	15	18	18	23	22	23	26	27	0	1	1	1	2	3	1	9	1	8	5	8	5	5	7	9	13	19	14	15	6	13	13	20	20	20	23	15	23	26	1	1	2	1	1	1	3	1	2	1	1	2	2	1	2	1	1	1	2	1	3	2	2	1	1	4	4	4	5	4
53000	-238.657479560449104	-236.900626043349035	-1.756853517100067	0.000346297412924	0.000064866940611	0.187315695092993	0.425817676467024	3	6	8	7	8	8	9	10	8	11	11	12	12	12	12	13	15	13	16	17	20	16	17	18	18	24	22	22	26	26	0	1	1	1	4	2	6	6	2	7	5	11	5	4	3	11	13	2	5	16	5	11	16	11	14	21	25	20	18	24	1	2	2	2	1	1	1	1	1	1	2	1	2	2	2	1	2	5	3	3	5	2	2	4	3	2	2	2	6	4
