step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66
9500	-430.977565646949699	-436.916762866034901	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.696476050213144	1	-1	2	1	3	3	3	3	4	4	5	4	6	4	4	5	8	6	5	7	6	4	8	7	8	8	7	9	11	10	12	10	10	10	10	10	11	10	12	12	13	12	10	12	12	13	14	14	13	14	13	14	14	16	16	16	15	17	18	18	17	17	21	19	23	24	2	0	1	0	1	1	3	2	8	2	5	5	7	5	7	12	22	11	5	8	15	8	18	19	11	24	21	24	18	23	24	27	25	12	24	23	35	10	33	33	34	35	23	38	24	35	30	37	40	35	34	34	44	40	53	48	40	41	62	54	52	41	64	62	64	65	1	1	1	1	1	1	1	2	1	3	1	1	2	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	2	2	1	2	2	2	1	3	1	1	2	1	1	2	2	2	2	1	1	2	2	2	2	2	1	1	2	2	1	1	2	1	2	1	2	1
10000	-430.152632168810840	-436.091829387896041	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.693162100007784	1	0	2	1	2	3	3	3	4	5	5	3	5	5	4	4	6	6	6	7	6	8	8	7	7	8	7	9	11	10	11	9	9	9	11	10	10	10	13	12	13	13	12	12	11	13	13	12	13	13	12	12	13	16	14	15	16	16	18	19	17	18	20	20	19	24	2	0	1	0	1	3	3	2	8	3	5	5	7	5	7	12	9	11	5	10	15	17	18	5	5	14	21	24	18	23	24	27	25	25	28	23	28	18	25	33	34	35	36	38	24	35	36	37	40	37	34	34	38	40	53	50	49	25	52	54	41	41	65	59	59	65	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	2	1	1	2	1	2	1	2	2	1	2	1	1	1	3	1	1	1	1	2	1	2	2	2	1	1	3	2	2	1	2	2	1	1	1	4
10500	-471.068444168706549	-477.007641387791750	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.593099513510791	0	-1	2	1	1	2	3	4	3	4	4	5	5	3	5	3	7	6	5	6	7	7	9	6	7	8	7	9	11	8	12	9	9	9	11	9	11	11	13	12	14	13	13	13	13	13	14	14	13	13	13	13	15	16	15	17	16	18	16	18	17	18	20	19	21	23	2	0	1	0	1	1	3	1	2	9	5	16	7	5	7	5	9	5	11	7	7	8	18	12	14	14	15	24	11	11	25	27	25	11	28	30	28	18	33	34	25	35	36	29	29	35	30	28	25	37	34	34	44	25	38	48	40	34	51	57	41	59	64	41	61	64	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	2	1	2	2	2	3	1	3	3	1	1	3	2	2	2	1	4	1	1	1	3	2	2	3	1	2	1	1	1	3	3	4	1	3	2	1	3	1	1	1	4	1	1	1	1	1	3	2	3
11000	-409.137473499753696	-415.076670718838898	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.721003705798491	1	-1	2	1	2	3	2	2	4	3	4	4	5	5	4	5	8	7	5	7	6	6	8	6	8	9	7	9	11	9	12	10	10	10	11	10	11	9	12	11	13	13	12	12	12	12	14	13	13	13	14	14	14	14	14	16	16	15	16	17	18	19	20	21	21	23	2	0	1	0	1	1	1	2	8	3	5	5	7	5	7	12	22	5	5	13	15	8	18	19	11	18	21	24	25	23	24	27	25	18	28	30	28	18	25	25	34	28	18	38	24	35	30	37	33	37	34	33	18	39	44	48	40	34	41	57	59	59	62	59	62	65	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	2	1	1	2	1	1	2	1	1	2	1	2	2	1	1	1	1	2	2	2	1	3	2	2	1	2	1	2	1	2	2	3	1	1	2	2	2	2	1	1	1	1	2	1	1
11500	-401.749258361540910	-407.688455580626112	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.715882301699347	0	-2	2	1	2	2	2	4	3	3	4	4	4	4	4	5	8	6	5	6	6	7	8	7	7	8	7	9	11	8	10	9	9	10	11	9	11	9	13	11	13	14	12	13	12	13	13	13	14	13	14	15	14	16	15	17	17	18	18	17	17	18	20	20	22	24	2	0	1	0	1	1	1	6	2	1	3	5	7	5	7	12	9	5	11	13	15	9	18	11	11	14	21	24	38	18	24	27	25	25	28	30	28	18	33	33	34	35	36	29	24	35	36	37	40	37	41	41	38	40	44	48	49	51	52	54	52	52	52	62	62	65	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	3	1	2	1	3	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	2	2	1	2	1	2	1	2	1	1	1	2	2	2	2	2	3	2	1	1	1	2	1	2	1
12000	-388.406889899340683	-394.346087118425885	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.757918656084184	1	0	2	1	2	3	3	4	5	3	4	5	5	4	4	4	7	7	5	7	6	8	9	7	7	8	7	8	9	10	9	10	10	9	11	11	11	10	13	12	13	13	13	13	13	13	14	14	14	13	12	14	15	15	15	15	16	16	16	17	17	18	20	20	22	23	2	0	1	0	1	1	3	2	2	1	5	5	7	5	7	5	8	5	11	13	15	17	18	19	11	19	21	19	12	23	24	27	25	25	28	30	28	18	33	33	51	35	36	29	31	35	36	37	40	37	34	41	44	49	44	50	49	51	52	49	59	59	62	62	64	65	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	3	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1
12500	-434.652490026910300	-440.591687245995502	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.658720330200557	1	0	2	1	2	3	2	3	2	4	3	4	5	4	4	5	7	6	5	6	5	8	8	7	7	8	7	9	8	9	12	10	9	9	12	10	11	9	12	12	12	14	12	11	12	14	13	13	13	13	14	14	13	16	14	17	15	16	18	17	18	17	19	20	22	24	2	0	1	0	1	3	1	3	2	3	5	5	7	11	7	11	8	11	11	13	8	17	12	19	11	14	21	24	12	23	24	27	25	11	28	30	28	29	33	33	25	35	36	38	24	35	30	37	34	28	41	41	44	33	53	48	40	41	52	57	52	52	62	61	64	65	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	3	1	2	2	2	1	2	1	2	2	1	2	2	1	2	1	2	2	2	1	2	1	3	1	2	2	2	2	2	1	1	3	1	2	2	2	2	1	2	2	1	1	1	1
13000	-438.953883817649057	-444.893081036734259	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.663654583372510	1	0	2	2	2	3	2	4	5	4	4	4	4	4	4	4	6	7	5	6	6	7	6	7	7	6	7	8	10	9	12	10	9	9	10	10	10	9	12	12	12	13	12	12	11	13	13	12	12	11	14	15	13	15	12	16	17	18	18	19	17	18	20	20	22	23	2	0	1	0	1	1	1	2	2	1	5	5	7	5	7	5	8	5	5	13	15	17	11	11	5	14	21	24	38	18	19	27	24	25	28	30	28	11	33	25	34	35	30	38	24	35	23	37	33	37	25	41	38	33	38	48	40	51	61	57	41	41	59	58	64	65	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	3	1	1	1	1	1	3	1	1	2	1	1	1	2	1	2	1	2	2	2	2	2	3	1	2	1	2	1	2	3	1	2	2	2	1	1	2	3	1	1	1	1
13500	-444.191769388290083	-450.130966607375285	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.576220917140861	0	-1	2	2	2	2	3	3	2	5	5	4	5	4	5	5	8	6	5	7	7	7	7	6	6	8	8	8	11	9	11	10	9	10	11	11	11	10	13	12	12	13	13	12	13	13	12	13	14	13	14	14	13	16	16	16	17	17	16	18	17	18	20	19	20	24	2	0	1	0	1	2	3	2	2	3	5	5	8	5	7	6	8	5	5	7	15	10	19	11	5	14	21	24	18	23	19	21	25	11	28	30	28	11	33	34	25	35	36	29	24	35	36	37	40	37	34	41	44	34	53	50	54	41	52	57	59	59	59	62	62	65	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	3	1	2	2	1	1	1	1	2	2	1	1	2	1	2	2	1	3	1	1	2	3	1	1	2	1	1	1	3	1	1	1	2	2	2	1	1	3	3	1	1	3	1	1	1	1	2	1	1	1
14000	-441.887235920096487	-447.826433139181688	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.632114252987522	0	-1	1	1	2	2	2	3	5	4	4	4	5	5	3	5	7	6	5	7	5	8	7	6	8	8	8	9	12	9	11	9	10	9	11	11	11	10	12	12	12	14	13	13	12	13	13	14	14	12	14	15	15	17	13	15	17	17	16	18	17	18	20	20	23	23	2	0	1	0	1	1	1	2	10	3	3	5	7	5	7	11	9	11	5	13	15	8	11	11	5	14	21	24	38	23	19	27	34	11	28	30	28	11	33	33	25	35	36	38	19	28	30	37	40	37	41	41	44	40	38	48	49	51	41	54	52	52	59	62	64	63	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	2	1	1	2	1	2	2	1	3	1	2	2	1	1	3	1	1	2	1	1	1	2	1	1	1	1	1	1	3	1	1	1	2	1	1	2	1	3	2	1	2	1	2	1	2	2	2	1	2	3
14500	-410.965582205410271	-416.904779424495473	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.785328010235326	1	0	2	2	2	3	2	3	3	4	3	4	5	4	3	5	7	7	5	7	6	6	8	6	6	8	7	9	11	9	10	9	10	9	11	11	11	10	12	13	13	11	13	13	13	13	13	14	12	13	14	14	14	16	15	16	16	17	17	18	17	18	19	20	22	25	2	0	1	0	1	3	1	2	2	2	5	11	7	5	7	12	10	11	11	13	10	8	18	19	10	14	21	24	34	18	11	27	34	14	28	30	28	18	33	49	34	28	36	29	24	35	30	50	33	28	41	34	38	40	44	48	49	41	41	57	41	59	59	59	64	65	1	1	1	1	1	1	1	2	1	3	1	1	1	2	1	1	3	2	1	1	2	1	1	1	1	2	1	2	1	1	3	1	1	2	1	1	1	2	1	1	2	1	1	2	4	1	2	1	1	2	1	2	2	1	1	1	2	2	2	1	2	1	1	2	1	1
15000	-381.197563973167348	-387.136761192252550	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.765161795992366	1	-1	3	2	2	2	3	2	2	4	4	3	5	4	4	5	7	7	5	7	6	8	8	7	7	7	6	9	12	9	12	8	9	10	11	11	11	11	11	12	12	13	13	12	12	14	13	13	13	13	13	15	13	16	15	17	17	17	17	17	17	18	20	20	22	24	2	0	9	0	1	1	1	2	2	1	5	5	7	5	7	12	8	5	10	13	15	17	18	19	11	14	15	24	34	23	24	27	25	11	28	30	28	18	33	34	34	35	36	38	19	35	30	37	33	37	34	41	38	39	53	48	49	51	52	54	52	59	59	59	64	65	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	3	1	1	1	2	2	1	1	1	1	1	2	2	2	1	2	1	1	2	2	2	1	2	2	2	1	1	1	1	2	2	1	1
15500	-416.748182798412245	-422.687380017497446	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.704297481936913	1	0	2	1	2	3	2	3	4	4	4	4	6	3	4	5	6	6	5	6	6	8	8	6	7	8	8	9	12	10	11	10	9	9	11	11	10	9	12	11	13	13	12	12	12	13	14	12	14	13	12	15	15	16	16	16	16	17	18	19	17	18	20	19	23	24	2	0	1	0	1	3	1	2	2	3	5	5	7	5	7	12	2	11	5	7	15	17	18	5	5	18	21	24	18	18	19	27	25	11	28	23	28	18	25	33	51	35	36	38	19	35	36	37	40	37	25	25	29	40	44	50	49	51	52	54	52	52	64	62	64	64	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	3	2	2	2	1	1	1	2	2	1	1	1	3	2	2	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	1	2	2	2	2	3	2	2	2	1	1	4	1	2	1	2	1	1	2	2
16000	-435.175046376220848	-441.114243595306050	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.711589580936709	1	0	2	0	2	2	2	2	4	4	4	3	4	5	4	4	7	7	5	7	6	6	9	6	6	8	7	8	9	9	10	9	10	10	12	11	11	9	12	12	12	14	12	13	11	13	13	14	14	13	14	12	13	16	15	17	16	17	16	19	17	16	20	20	22	23	2	0	1	0	1	1	1	2	1	1	5	5	7	5	7	12	22	11	11	13	15	9	18	11	5	14	21	19	5	18	19	27	25	25	28	23	28	18	33	33	33	35	36	38	19	35	36	50	33	37	41	34	38	40	53	48	49	51	51	49	52	52	59	59	59	65	1	1	1	1	1	1	1	1	3	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	2	1	2	3	1	1	2	2	2	3	1	2	1	1	1	1	1	1	2	3	1	1	1	2	1	1	1	2	2	1	2	1	1	1	2	1	3	2	2	2	1
16500	-407.100392706603486	-413.039589925688688	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.689368955308033	1	0	3	2	2	3	3	4	5	5	5	4	5	4	4	5	5	6	5	7	6	7	8	6	7	9	7	9	11	9	11	10	9	10	11	10	11	9	13	12	12	14	12	13	13	14	13	13	13	12	13	14	15	16	14	16	16	15	18	17	17	18	20	20	22	23	2	0	1	0	1	1	1	2	8	3	5	5	7	5	7	12	8	11	5	13	15	17	11	5	24	14	15	24	18	23	24	21	11	33	28	30	28	11	33	33	34	35	36	29	31	35	36	37	33	37	34	41	44	39	38	48	40	34	52	49	52	61	58	62	64	63	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	2	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	2	1	2	1	1	2	2	1	2	3	2	2	2	1	3	1	1	1
17000	-399.399596811939887	-405.338794031025088	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.771051468670119	1	0	2	1	2	3	2	4	4	2	4	4	5	5	4	5	8	6	5	7	6	6	7	7	7	7	8	9	12	9	11	10	10	10	11	11	11	10	12	12	13	13	12	11	10	13	13	12	14	12	13	13	14	15	15	15	16	18	18	17	16	19	19	20	22	25	2	0	1	0	1	1	1	2	3	1	5	5	7	5	7	12	8	5	5	13	15	8	18	19	5	18	21	24	38	23	24	27	25	5	28	30	28	18	33	33	25	35	36	38	24	35	36	37	40	37	34	25	44	40	38	48	40	41	52	54	52	61	59	59	62	64	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	4	1	1	2	2	1	1	3	1	1	1	2	2	1	1	1	1	2	2	2	2	3	2	2	2	2	1	1	2	1	1	2	2
17500	-402.712678536517672	-408.651875755602873	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.677762652089331	1	-1	2	2	2	2	2	3	4	5	4	4	5	4	3	5	7	7	5	7	6	6	8	7	8	8	8	9	9	9	11	10	9	10	11	10	11	10	11	11	13	14	12	12	13	14	13	13	12	13	13	14	14	15	15	16	17	18	16	19	17	18	20	20	23	24	2	0	1	0	1	1	1	1	2	1	5	5	7	5	7	12	22	5	5	10	15	8	18	19	19	14	21	19	19	23	24	27	25	25	28	30	28	18	33	33	34	35	36	29	24	35	36	37	40	37	25	41	38	39	38	48	49	41	52	54	59	59	62	62	62	64	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	3	2	1	1	2	1	1	2	2	1	2	3	1	2	1	1	2	1	1	1	2	2	1	1	2	1	1	3	1	1	1	1	1	2	1	2	2	3	2	2	3	1	2	1	1	1	1	2	2
18000	-419.669449147580508	-425.608646366665710	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.694891242040116	1	0	2	1	2	2	3	3	5	5	4	4	5	4	4	5	7	6	5	7	6	5	8	7	7	8	7	9	12	9	10	8	10	9	11	11	10	9	12	13	14	13	12	11	13	13	12	13	12	14	12	13	14	17	16	16	17	17	16	19	17	18	20	21	22	25	2	0	1	0	1	1	1	2	15	3	5	5	7	5	1	12	9	11	14	13	15	8	18	19	11	14	21	24	25	23	24	15	34	25	28	30	28	18	33	33	34	35	36	38	31	35	36	28	33	37	18	34	44	40	53	48	40	51	52	54	41	59	62	62	64	65	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	2	1	2	2	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	2	1	2	4	2	2	2	1	2	3	2	2	1	2	1	1	1	1	1
18500	-401.027249356660548	-406.966446575745749	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.797246813212668	1	0	2	2	2	3	3	3	5	5	4	4	5	5	4	5	8	7	5	6	7	7	8	7	7	7	5	9	12	9	11	8	9	9	11	10	11	10	11	13	13	14	12	13	11	13	12	12	12	13	13	14	14	15	14	17	17	18	17	19	16	18	21	20	23	24	2	0	1	0	1	1	1	2	8	8	5	5	7	5	7	12	22	11	11	13	15	8	18	19	11	14	15	24	38	23	24	21	25	25	28	30	28	11	33	49	25	35	36	38	19	35	36	37	33	37	34	41	44	49	38	50	54	59	52	54	52	61	59	59	63	63	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	3	1	1	1	2	1	2	1	1	2	1	1	1	1	2	2	1	1	2	2	1	2
19000	-429.586300226216906	-435.525497445302108	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.580447083841587	1	-1	2	1	2	3	2	3	4	5	4	4	6	5	4	5	6	7	4	7	6	7	8	7	8	9	7	9	11	9	11	10	9	9	10	9	10	9	13	13	13	13	11	12	13	13	13	13	13	13	13	15	13	15	15	14	17	17	17	19	18	19	20	21	23	24	2	0	1	0	1	1	1	2	6	3	5	5	15	5	7	12	8	11	5	13	15	17	18	11	11	14	15	24	18	23	24	27	25	25	28	11	28	18	33	33	34	35	36	38	24	28	23	37	33	37	25	49	44	33	53	50	40	41	41	57	52	61	62	62	64	65	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	3	1	1	1	1	3	1	1	2	2	2	1	1	1	2	3	3	2	3	2	2	1	1	3	1	1	2	2	4	1	2	1	1	1	1	1
19500	-416.952246235986365	-422.891443455071567	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.698430013371609	0	-1	1	2	2	2	2	2	4	4	4	3	4	5	4	4	8	7	5	7	6	7	9	6	4	6	7	10	11	8	11	9	9	10	11	10	11	10	12	11	13	13	13	12	11	14	13	14	14	12	14	14	15	15	15	16	17	16	18	19	17	16	20	21	20	25	2	0	1	0	3	3	1	2	2	8	5	5	7	5	7	12	22	11	5	13	15	9	30	11	5	14	15	24	18	18	24	27	25	25	28	30	28	18	33	34	34	35	36	29	24	28	23	37	40	28	34	34	44	34	38	48	49	52	62	57	62	41	59	65	62	65	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	2	2	2	1	2	1	2	2	1	1	2	2	1	2	1	2	2	1	1	1	2	2	1	2	1	1	1	1	2	2	1	2	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2
20000	-410.582490815772417	-416.521688034857618	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.751658956358959	1	0	2	2	2	3	2	4	5	4	4	4	5	4	4	5	6	7	6	7	5	8	7	7	7	9	7	9	11	9	11	9	10	8	10	11	10	10	13	12	12	12	12	12	10	13	13	11	13	13	13	15	14	16	14	14	14	16	17	18	17	18	20	21	23	25	2	0	1	0	1	3	1	1	3	3	5	5	7	5	7	12	8	5	11	13	15	17	11	11	5	14	21	24	38	23	24	27	25	25	24	30	28	24	33	33	25	35	36	38	24	35	36	37	40	28	41	33	44	57	38	48	40	51	52	54	52	59	52	62	64	62	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	2	2	1	1	1	1	2	1	2	1	2	1	1	2	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	2	1	1	1	1	1	2	2	1	3
20500	-448.594291321870401	-454.533488540955602	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.611103085074135	1	0	3	1	2	2	2	4	4	3	4	3	5	5	5	4	6	8	4	7	7	8	9	6	6	9	7	8	12	8	10	10	10	10	11	10	10	10	11	13	13	12	12	13	11	14	13	13	12	13	13	14	15	16	16	16	17	17	17	18	17	18	21	21	20	23	2	0	1	0	1	1	1	2	2	1	5	5	3	5	7	12	8	11	12	13	15	17	30	11	11	25	15	24	25	25	24	21	25	11	31	30	28	18	25	33	34	35	36	38	26	35	36	37	25	28	34	25	38	33	53	48	40	25	41	57	52	61	62	65	61	64	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	2	1	1	2	1	4	1	2	2	1	1	1	1	3	1	2	1	1	2	1	1	1	2	2	2	2	2	2	3	1	1	2	5	2	1	2	1	2	1	1	1
21000	-412.286471004138718	-418.225668223223920	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.793941456503675	1	0	3	1	2	2	3	4	4	4	5	3	5	5	5	5	6	6	5	7	6	8	7	7	8	7	8	9	11	9	11	8	10	9	12	11	10	10	13	12	12	14	12	12	11	14	12	12	13	13	13	14	13	16	15	16	17	17	18	19	16	18	21	21	22	25	2	0	1	0	1	2	1	2	7	3	5	5	7	12	7	12	8	12	5	13	7	17	5	19	14	14	21	19	18	23	24	21	25	25	28	30	28	11	40	33	34	35	36	38	24	35	36	37	33	35	41	41	29	39	38	48	54	41	61	57	52	61	62	62	64	65	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	1	2	1	2	1	2	1	1	1	1	3	3	1	2	1	1	1	2	1	1	3	1	2	2	2	1	1	2	1	1	1	1	1	1	2	1	2	2	2	1	2	1	1	1	1	1	1	1	1
21500	-394.710639549817358	-400.649836768902560	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.663258718595764	1	0	2	1	3	2	2	4	5	5	4	4	5	4	4	5	6	6	5	6	6	8	8	7	7	8	7	9	10	9	12	9	9	9	11	11	11	10	12	11	13	14	12	12	13	13	13	13	14	14	14	15	15	17	15	16	17	17	17	19	16	18	20	20	22	24	2	0	1	0	3	1	1	2	8	3	5	5	7	5	7	12	8	5	11	13	15	17	18	19	5	14	21	24	18	23	24	27	25	5	28	30	28	25	33	33	25	35	36	29	31	35	36	37	40	37	34	41	44	49	44	48	49	61	52	57	41	59	62	62	64	65	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	3	1	3	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	1	1	1	1	2	1	1	1	2	1
22000	-411.145689035074327	-417.084886254159528	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.721533654473501	0	-1	3	1	2	2	2	1	5	4	4	4	5	4	5	5	6	7	6	6	7	8	8	7	8	8	7	9	12	10	10	10	9	10	11	10	11	10	13	12	13	13	13	13	13	13	13	14	13	13	13	15	14	16	16	16	15	18	18	18	17	19	20	19	22	24	2	0	1	0	1	1	1	2	3	3	5	5	7	5	10	12	3	11	11	13	15	17	18	19	11	14	15	24	18	23	24	27	25	25	28	23	28	18	33	33	33	35	36	38	24	35	30	37	33	37	34	25	29	40	53	48	49	52	41	54	52	61	52	61	59	65	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	2	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	2	2	1	2	3	2	2	1	1	1	2	3	1	2	1	2	1	3	1
22500	-434.524339107879598	-440.463536326964800	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.732056886779731	2	0	1	2	2	2	3	3	3	4	4	4	5	5	5	5	7	6	5	7	6	8	7	7	7	8	7	9	12	9	11	10	10	9	11	10	11	11	11	11	11	12	13	13	11	13	13	13	14	12	12	15	14	15	16	16	16	17	17	19	17	19	20	18	22	25	3	0	2	0	3	3	3	2	2	1	5	5	7	5	7	12	8	11	11	13	15	17	18	19	5	14	21	24	25	23	19	27	34	25	28	30	28	18	25	33	34	35	36	38	24	35	30	37	40	37	34	34	44	39	53	48	49	41	51	54	52	64	59	52	64	65	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	3	2	1	2	3	1	4	2	1	2	1	1	1	2	1	1	1	1	3	1	2	1	3	1	2	1	2	3	1	1	1	2	1	3	4	2	1	1	1	1	1	1
