"","type","n","prop.ances.ok","msup.ances","msup.kappa","merr.date","prop.imp.ok","mu.ok","mu1.ok","mu2.ok","merr.pi","time"
"b35635109c","base",123,0.605042016806723,0.360084033613445,0.51270325203252,0.787855691056911,1,1,1,0,0.393665268740704,1634
