step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88
1	-3038.558484900864187	-3037.096402816345289	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.053614717475894	0	2	2	1	2	4	4	3	7	5	6	5	5	5	6	5	7	8	8	8	7	8	8	9	8	8	8	8	8	8	8	9	9	8	11	9	9	9	9	10	9	9	12	9	11	11	12	10	11	10	11	10	12	12	11	13	12	13	12	11	11	14	14	13	14	14	15	14	14	13	13	13	14	14	14	16	15	16	15	17	16	15	18	15	17	17	16	19	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	4	3	3	3	3	3	3	3	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	5	5	4	6	5	5	5	5	5	5	5	6	5	6	6	6	5	6	5	6	5	6	6	6	7	6	7	6	6	6	7	7	7	7	7	8	7	7	7	7	7	7	7	7	8	8	8	8	9	8	8	9	8	9	9	8	10
500	-911.706692223658706	-909.903684011440077	-1.803008212218680	0.000010011400643	0.000018480656146	1.845961100248007	0.116952928487711	-1	3	1	1	2	5	5	4	6	5	6	4	5	2	3	6	7	9	8	8	7	7	8	10	8	6	8	9	8	7	9	6	9	7	12	8	10	7	9	10	9	9	10	10	11	12	12	11	10	10	9	9	12	13	12	13	12	13	12	11	12	14	14	13	14	15	15	15	15	14	14	13	14	14	15	16	15	16	16	17	17	16	19	16	17	17	17	20	0	1	1	1	3	14	4	5	2	5	14	0	14	1	4	14	3	30	13	11	15	12	12	13	11	15	15	2	30	10	21	12	11	15	19	26	10	10	21	15	27	17	30	32	34	36	32	32	15	26	38	21	34	27	13	40	32	46	15	49	52	39	47	51	53	30	36	27	57	58	15	60	39	51	47	51	43	36	15	32	70	34	40	38	32	58	32	75	1	2	1	2	1	2	2	1	1	1	3	1	3	2	1	3	4	2	1	1	2	3	3	3	1	2	3	3	1	1	2	1	1	2	2	2	3	1	1	4	1	1	2	2	2	2	5	2	3	3	2	1	3	3	3	2	5	1	3	1	2	4	1	4	2	5	3	4	2	1	7	1	3	4	2	4	2	3	7	9	2	7	6	5	8	2	7	5
1000	-737.152462948929042	-735.182645485070793	-1.969817463858219	0.000009944737444	0.000022512369584	2.263747002984608	0.606503763800104	-1	3	1	1	1	4	4	4	7	5	5	5	5	2	6	6	4	9	9	8	7	8	9	9	8	7	8	8	7	6	9	7	9	8	12	10	9	9	8	11	10	9	12	8	11	11	10	10	9	10	11	9	12	11	11	13	11	12	13	11	12	13	15	14	15	15	14	15	15	14	13	14	14	15	13	16	16	16	14	17	16	14	18	15	17	18	16	19	0	3	1	1	1	14	4	5	17	5	14	0	14	1	7	6	3	30	13	6	15	12	12	13	11	15	15	17	30	10	15	12	16	15	19	26	29	10	21	52	27	17	30	32	34	26	44	44	34	26	38	15	45	27	19	40	32	46	60	49	52	39	75	51	45	10	26	27	57	71	58	60	39	51	47	51	43	46	26	44	58	60	15	38	44	71	44	75	1	1	1	1	1	1	2	1	2	2	2	1	2	1	2	1	2	2	2	3	1	2	3	2	2	1	2	2	1	1	2	1	2	1	2	2	2	2	1	2	1	2	3	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	2	2	3	1	1	2	4	4	4	1	1	1	1	3	3	1	2	2	3	3	5	2	2	7	4	4	2	7	4
1500	-631.417707350072419	-629.905835213092473	-1.511872136979918	0.000009942906077	0.000011261412069	1.132607708623714	0.636248817364518	-1	1	2	2	2	5	4	3	7	5	6	5	6	3	5	6	4	9	8	8	6	9	7	10	8	8	8	8	7	6	8	7	9	8	11	9	8	10	9	11	10	10	12	8	11	11	12	11	10	10	11	9	13	12	10	14	10	13	13	12	10	13	14	13	15	14	16	14	13	14	14	14	12	14	13	16	15	16	15	18	16	16	18	15	18	17	17	20	0	1	2	1	1	14	4	5	17	5	14	0	6	3	7	6	1	30	13	6	15	12	12	13	6	21	15	17	30	10	21	12	6	21	19	26	29	18	34	52	27	28	30	32	34	26	57	32	34	36	38	15	45	27	19	40	32	46	60	49	52	39	75	51	53	18	26	27	57	58	58	60	39	51	57	64	43	79	36	69	70	72	73	74	75	58	32	85	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	2	2	2	2	1	2	1	2	1	1	1	2	1	1	1	2	2	2	2	1	1	1	1	1	1	1	3	1	2	2	1	2	1	1	1	2	2	2	1	2	2	1	1	2	1	1	1	2	1	2	4	3	1	1	1	1	1	1	2	1	2	1	3	3	1	1	5	1	2	2	6	1
2000	-604.403510584040646	-602.737908283374054	-1.665602300666615	0.000010020693913	0.000015150987724	1.511969915044089	0.649778371832078	0	2	3	1	2	5	4	4	7	4	6	5	6	4	5	6	4	9	8	9	7	8	7	9	7	8	9	8	8	6	9	8	10	8	11	10	10	10	10	11	10	9	12	9	10	12	13	9	11	10	11	9	13	12	11	13	12	12	13	11	10	14	15	13	14	14	16	14	14	14	13	13	11	14	13	17	16	16	16	18	15	16	18	16	16	17	17	19	0	1	1	1	1	14	4	5	17	5	6	0	14	1	7	6	2	30	13	11	15	12	12	13	14	21	21	17	10	10	21	12	6	21	19	26	29	18	21	52	27	28	18	32	34	26	57	32	34	26	38	21	45	27	19	40	44	50	60	34	52	73	75	51	45	18	26	27	44	58	58	49	39	64	32	64	43	46	36	69	70	72	73	74	75	71	75	85	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	1	1	1	1	1	2	1	2	1	1	2	2	3	2	3	1	1	1	1	1	3	1	2	2	2	3	1	1	5	1	2	2	3	1
2500	-588.666282308312134	-586.671208657292709	-1.995073651019442	0.000010069958389	0.000023450540198	2.328762373361216	0.596794137131515	0	2	2	1	2	5	3	4	8	5	6	5	5	4	5	5	7	8	7	8	7	7	8	9	8	8	8	9	8	7	9	8	9	7	12	9	9	9	10	10	9	9	10	9	10	11	12	10	9	11	11	9	13	12	11	14	13	12	12	12	11	15	15	12	14	15	15	14	14	13	14	13	15	14	13	16	15	16	16	17	17	15	18	15	18	18	16	19	0	1	1	1	1	14	4	5	17	5	6	0	14	2	7	14	3	30	13	11	15	12	22	13	6	15	21	9	30	10	21	12	6	15	19	26	29	30	15	52	27	17	18	32	34	36	44	32	34	36	38	21	45	27	19	40	44	26	49	49	52	39	75	51	53	43	36	54	57	58	58	49	39	64	47	64	18	50	46	57	58	72	62	74	75	71	75	87	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	2	1	1	1	2	1	1	2	1	2	1	1	1	3	1	1	1	1	1	2	1	2	1	2	1	1	2	2	2	2	2	2	2	2	2	1	2	1	1	1	2	2	2	1	1	1	2	2	1	1	2	3	2	2	3	2	1	1	1	2	2	2	2
3000	-590.772545628489524	-588.989386745743445	-1.783158882746036	0.000010071503659	0.000018102010114	1.797349306272696	0.660707526750942	-1	2	1	1	2	5	4	4	8	5	6	2	5	4	6	5	7	8	8	7	7	8	9	9	7	7	9	8	8	7	9	9	9	8	12	10	10	9	9	10	10	10	13	10	10	12	13	10	9	10	12	8	13	13	11	14	11	12	12	11	10	15	15	14	14	14	15	14	15	14	14	13	13	14	14	17	15	17	15	17	16	15	17	15	17	18	16	19	0	1	1	1	3	14	2	5	17	5	6	0	14	2	7	14	2	30	13	14	15	12	22	13	14	15	21	17	30	10	15	12	14	21	19	26	29	18	21	52	27	28	30	32	34	50	32	32	34	26	38	21	45	27	19	52	44	36	49	49	52	39	75	51	53	30	50	27	44	58	58	60	39	51	32	64	43	36	26	69	70	72	73	74	75	71	75	87	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	3	1	2	2	1	1	1	1	1	1	3	2	1	3	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	2	2	1	3	1	2	2	1	1	3	1	1	1	3	2	3	3	2	1	1	2	1	2	2	1	3	5	1	1	1	2	1	2	2	1	2
3500	-593.125505382359052	-591.559922690702820	-1.565582691656200	0.000010501059098	0.000013314845854	1.267952663568718	0.599426000877504	0	2	3	2	2	5	4	4	8	5	7	5	5	4	6	5	6	8	8	6	8	9	9	8	8	8	9	7	8	7	9	8	9	7	11	9	10	9	10	11	10	9	12	9	10	11	11	10	10	10	10	10	12	13	11	13	13	14	13	11	11	14	15	12	14	15	15	14	14	14	12	13	14	14	13	16	14	16	16	17	15	16	19	15	17	17	17	19	0	1	1	1	1	14	4	5	17	5	14	0	14	1	7	14	2	30	13	6	15	12	12	13	14	15	21	17	30	10	15	12	6	15	19	26	29	18	15	52	27	28	30	32	34	36	32	32	34	36	38	21	45	27	19	40	44	71	49	49	52	15	75	51	53	10	36	27	44	71	26	60	39	64	47	64	30	26	46	69	70	72	73	74	75	58	75	87	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	2	2	2	2	2	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	1	3	1	2	1	2	1	2	1	1	1	1	2	1	1	2	1	2	1	1	4	1	1	1	5	2	2	2	1	2	1	2	1	1	3	3	3	5	2	1	1	3	1	2	2	2	2
4000	-601.276711328658052	-599.737509219652679	-1.539202109005410	0.000011610298318	0.000013957109017	1.202131817349663	0.594891380993823	0	2	2	1	2	4	4	4	8	5	6	6	6	3	6	5	6	9	7	8	7	8	8	10	8	8	8	8	8	7	8	8	7	8	12	10	10	8	10	10	9	9	12	9	11	11	12	10	9	10	10	9	13	13	11	12	12	14	12	11	10	12	15	13	13	14	15	15	13	14	12	13	13	14	14	15	16	15	14	17	16	16	19	16	18	17	16	19	0	1	1	1	1	14	4	5	17	5	14	0	6	2	7	14	2	30	13	11	15	12	12	13	14	15	21	17	30	10	15	12	14	15	19	26	29	30	15	52	27	28	18	32	34	50	32	32	34	26	38	15	45	27	19	40	44	71	60	49	52	15	47	51	45	18	46	54	44	71	50	60	62	64	47	64	43	50	36	69	70	72	73	74	75	58	75	75	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	3	1	1	1	1	1	1	3	2	1	1	1	1	1	2	1	2	1	3	2	2	1	2	1	1	1	2	1	2	1	2	1	1	2	1	3	1	3	2	2	2	1	1	2	1	3	2	1	2	3	3	1	2	1	2	2	1	1	1	1	2	2	2	3	1	2	4	2	2	2	2	3
4500	-566.267753531558697	-564.660075789153780	-1.607677742404941	0.000012001376886	0.000016457989078	1.371341741370938	0.749757631335947	0	2	2	2	2	5	4	3	7	5	5	4	6	3	5	5	6	9	8	7	6	7	8	8	8	8	8	8	8	8	7	8	9	8	11	10	9	10	9	11	10	9	13	10	11	11	12	11	12	11	11	9	12	12	10	14	12	14	13	11	11	13	13	13	14	14	16	13	14	13	12	13	14	14	13	16	16	17	15	18	17	16	18	16	16	18	16	20	0	1	1	1	1	14	4	5	17	5	14	0	6	2	7	14	3	30	13	11	15	12	22	13	6	15	21	17	10	10	15	22	6	21	19	26	29	18	21	52	27	28	30	32	34	26	44	44	60	36	38	15	45	27	13	40	44	71	49	34	52	39	47	51	53	18	46	27	57	71	26	60	62	64	47	64	43	46	46	69	70	72	62	74	75	58	75	87	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	1	1	2	3	2	1	1	2	1	1	1	1	2	1	3	2	2	2	1	2	1	2	2	2	2
