step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15
43500	-70.606413397325326	-69.232156201748936	-1.374257195576391	0.000052033819121	0.000036387282881	0.699300637462897	0.766436094399335	0	3	1	2	3	4	5	4	5	5	6	9	7	10	9	0	3	1	3	3	2	4	5	5	6	6	5	9	12	8	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2
44000	-73.713777082919421	-72.334498095690478	-1.379278987228940	0.000093163524342	0.000041752497594	0.448163569259853	0.753600015367272	-1	2	1	3	5	3	4	3	4	5	7	7	7	8	10	0	3	1	3	8	2	4	2	8	6	6	5	8	5	12	1	1	1	1	1	1	1	1	1	1	2	1	3	1	2
44500	-69.609789564304762	-67.846554916770643	-1.763234647534116	0.000121951929297	0.000022640499122	0.185651012266702	0.937832091488109	0	1	2	2	5	4	4	3	5	5	5	10	7	10	9	0	1	2	2	8	3	4	2	8	6	6	13	9	5	13	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1
45000	-78.072940419492483	-76.551792002005698	-1.521148417486788	0.000139699044902	0.000039219928186	0.280745857739544	0.759698904931991	-1	1	3	2	4	2	5	2	4	6	5	10	8	9	8	0	1	2	2	8	2	4	2	8	11	6	13	5	15	8	1	1	1	1	1	1	1	1	2	1	1	1	2	1	3
45500	-73.046751438993368	-71.336391174724156	-1.710360264269218	0.000104613979265	0.000020960868791	0.200363937388877	0.687651517383686	-1	1	2	2	4	3	5	2	4	5	7	8	8	10	8	0	1	2	2	8	2	4	2	8	6	6	5	9	12	5	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2
46000	-70.810230655233980	-69.233875434945588	-1.576355220288386	0.000092681419788	0.000023242711309	0.250780699762099	0.805809962604254	0	1	3	3	5	3	5	3	5	5	5	8	8	10	9	0	1	2	2	6	1	4	2	8	6	3	8	9	12	12	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
46500	-64.182754077468346	-62.154390516663092	-2.028363560805247	0.000138219055895	0.000018578931706	0.134416572199579	0.988225925159989	-1	1	2	2	5	4	3	3	4	5	7	8	7	10	9	0	1	2	2	8	3	4	2	8	6	10	5	9	13	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
47000	-82.549416092813857	-81.135335457741206	-1.414080635072658	0.000066628260848	0.000025246944908	0.378922466040362	0.761914534209243	-1	0	1	2	4	3	3	2	5	5	6	9	7	8	8	0	1	2	3	8	3	4	3	5	6	6	8	9	8	11	1	1	1	1	1	1	1	1	1	1	2	2	1	3	2
47500	-73.150643651833647	-71.613709861764292	-1.536933790069354	0.000098213366626	0.000026650508307	0.271353169352054	0.838901204445948	0	1	2	2	4	3	4	3	4	6	7	8	8	8	10	0	1	2	2	8	3	4	2	8	6	6	5	9	5	12	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2
48000	-74.027461581019452	-72.081410743125303	-1.946050837894143	0.000157143473414	0.000023157639586	0.147366219437288	0.934953146088249	0	1	2	2	4	3	5	2	3	5	6	8	7	9	8	0	1	2	2	8	2	4	2	8	6	6	8	5	12	13	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1
48500	-75.705069511918765	-73.558156066343116	-2.146913445575644	0.000110649846191	0.000013151643895	0.118858221206319	0.799798628186298	0	1	2	3	5	4	4	2	4	3	6	7	7	7	9	0	1	2	2	8	10	4	2	8	2	6	8	9	5	12	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2
49000	-67.691193890967440	-66.052263544225838	-1.638930346741601	0.000154489654221	0.000034653364715	0.224308643121466	0.934619229231307	-1	2	1	3	3	4	5	4	4	3	6	9	7	9	10	0	3	1	3	2	10	4	5	5	3	6	13	9	13	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
49500	-79.365871352227984	-77.696782195934944	-1.669089156293038	0.000117847252234	0.000025163867355	0.213529521293852	0.692953356480631	-1	2	0	2	5	3	4	4	3	5	6	9	5	10	10	0	3	1	3	8	3	4	9	2	6	6	5	9	5	11	1	1	1	1	1	1	1	1	1	1	2	2	1	2	3
50000	-72.718568926536960	-71.285849233682299	-1.432719692854659	0.000083886938138	0.000029755043165	0.354704127072050	0.902319771803409	0	2	1	2	4	4	5	2	5	6	6	6	6	9	9	0	3	1	3	8	2	4	3	5	6	6	5	9	12	8	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3
50500	-73.466397940857860	-72.041598353427219	-1.424799587430643	0.000112779177175	0.000041092748959	0.364364681391453	0.847962750535169	0	2	1	2	5	3	3	4	5	4	6	8	8	6	8	0	3	1	3	8	3	4	2	8	6	10	8	9	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
51000	-77.351851879793813	-75.713309793022660	-1.638542086771147	0.000106001815790	0.000023792607029	0.224454711945151	0.623528177595791	0	2	1	2	4	3	4	3	5	6	5	7	8	9	9	0	3	1	3	8	2	3	2	8	11	6	5	9	12	5	1	1	1	1	1	1	2	1	1	1	2	2	1	1	3
51500	-61.376613134377592	-59.900037967828325	-1.476575166549264	0.000077104741938	0.000024076883016	0.312262027087568	0.894432819132854	0	2	1	2	5	3	4	3	5	4	5	8	7	10	10	0	3	1	3	8	3	4	2	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
52000	-72.209009905040929	-70.845243206452054	-1.363766698588877	0.000067899342248	0.000042575967772	0.627045363952821	0.863713921469993	-1	2	1	3	5	3	4	3	4	5	6	10	7	8	9	0	3	1	3	4	3	4	3	8	6	6	5	9	5	13	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1
52500	-79.421999981700097	-78.044781780399205	-1.377218201300892	0.000104795549511	0.000047618556032	0.454394831215235	0.520915011096392	0	2	1	3	5	3	4	3	4	5	6	10	8	8	8	0	3	1	2	8	2	4	3	8	6	6	5	8	8	8	1	1	1	1	1	1	1	1	1	2	2	2	2	2	3
53000	-73.693049483230766	-72.326892982845692	-1.366156500385071	0.000116030442213	0.000058111357029	0.500828540519194	0.760096031296620	0	3	1	2	4	3	3	2	5	4	7	9	6	10	9	0	3	1	3	8	3	4	3	5	6	6	5	9	12	5	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2
53500	-71.658134051747695	-69.849637436877188	-1.808496614870502	0.000124816108432	0.000021792560575	0.174597340433832	0.821383536614179	0	3	1	2	5	2	4	3	5	5	6	8	6	8	9	0	3	1	3	8	3	4	3	8	6	6	13	5	5	12	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1
54000	-65.650692572928250	-64.229332335554844	-1.421360237373406	0.000112359325573	0.000041441701900	0.368831885460482	0.949230426449365	-1	2	1	3	5	3	4	3	5	4	4	10	7	8	8	0	3	1	3	8	3	4	2	8	6	6	15	9	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
54500	-66.158212118149763	-64.153955354674281	-2.004256763475485	0.000087406888802	0.000012062262934	0.138001284554728	0.761540664017161	0	3	1	2	5	3	4	3	4	4	6	9	6	10	10	0	3	1	3	8	3	4	3	8	6	2	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
55000	-68.682406135988131	-67.318705568609374	-1.363700567378761	0.000069076871946	0.000043267354840	0.626365288712086	0.855349818859886	0	3	2	3	5	4	4	3	5	6	5	9	6	8	7	0	3	1	3	8	3	4	3	8	6	6	14	9	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
55500	-70.431272311243106	-68.962463238986203	-1.468809072256908	0.000060985334570	0.000062116957785	1.018555661342966	0.869782312103706	-1	1	2	2	5	3	4	3	5	6	7	8	7	10	10	0	1	2	2	8	3	4	2	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1
56000	-79.188579222228967	-76.027065611903083	-3.161513610325887	0.000100250851591	0.000005328226074	0.053148935788801	0.917234586378707	-3	0	2	2	5	2	3	3	4	5	7	8	6	10	9	0	1	2	2	8	2	4	3	8	6	6	5	9	5	12	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
56500	-64.004940784374995	-62.175451726062946	-1.829489058312046	0.000095606672680	0.000016241268189	0.169875885577105	0.832591954770173	0	1	2	2	5	3	4	3	4	6	6	8	7	10	10	0	1	2	2	8	2	4	3	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
57000	-72.276058803410578	-70.447344945654436	-1.828713857756147	0.000142700277524	0.000024265620857	0.170046066326067	0.740708865049512	-1	1	3	3	5	3	5	3	5	4	5	7	8	10	9	0	1	2	2	8	2	4	2	8	6	6	5	9	8	12	1	1	1	1	1	1	1	1	1	1	1	1	2	4	1
57500	-69.409720609294197	-67.890080485036904	-1.519640124257296	0.000120633421817	0.000033980553427	0.281684403172594	0.802961749342199	0	1	2	3	4	3	5	3	4	5	4	8	7	9	10	0	1	2	2	8	2	4	2	8	6	6	5	9	13	12	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1
58000	-70.345353623809302	-68.901494852420797	-1.443858771388501	0.000115901039718	0.000039680747982	0.342367489354377	0.979893622075242	-1	1	2	2	4	3	4	3	5	5	7	9	6	10	8	0	1	2	2	8	2	4	2	5	6	8	11	9	12	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
58500	-70.960456616601178	-68.835786093292114	-2.124670523309065	0.000087668604537	0.000010655471518	0.121542615789361	0.748421311349348	0	2	1	2	5	4	5	3	5	5	6	9	6	10	9	0	3	1	3	8	3	4	2	8	6	6	2	9	12	5	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2
59000	-77.527985579234652	-75.954419784274904	-1.573565794959749	0.000123481286217	0.000031132158464	0.252120458232792	0.814434285831503	0	2	1	3	5	2	5	3	5	5	6	9	7	10	8	0	3	1	3	8	3	4	3	8	6	6	8	11	13	8	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1
59500	-68.545034526561039	-67.110196802635713	-1.434837723925322	0.000092966973143	0.000032747983174	0.352253946397522	0.846732459023890	0	3	1	3	4	4	5	3	5	5	7	9	7	7	9	0	3	1	3	8	3	4	3	5	6	6	11	9	5	14	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1
60000	-67.308115847099316	-65.933409778499566	-1.374706068599751	0.000081851935694	0.000037871181322	0.462679116878230	0.979389458239019	0	3	1	2	5	3	5	3	4	5	6	7	6	8	7	0	3	1	3	8	3	4	3	8	6	6	5	9	5	5	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
60500	-66.255525411729124	-64.688568451262697	-1.566956960466428	0.000118044309740	0.000030143719210	0.255359358499736	0.974688862533423	-1	2	1	2	3	4	5	4	5	5	5	7	8	9	9	0	3	1	3	3	3	4	5	5	6	6	8	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
61000	-68.427809675874954	-66.833001165540423	-1.594808510334524	0.000084123968892	0.000020383037057	0.242297615360332	0.903631682835630	0	2	1	2	2	4	3	4	5	5	6	7	7	10	9	0	3	1	3	3	3	4	5	5	6	6	8	9	12	12	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
61500	-82.760009620574706	-80.174734697298092	-2.585274923276614	0.000157873393513	0.000012720042789	0.080571162154997	0.599532884216179	-1	3	1	2	4	2	5	3	5	5	4	9	7	9	9	0	3	1	3	8	3	4	3	5	2	6	9	9	5	5	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2
62000	-71.941544834891772	-70.570887510464843	-1.370657324426931	0.000068004043870	0.000032519566707	0.478200484202061	0.887761527333443	-1	2	0	2	4	2	4	3	5	5	6	8	7	10	9	0	3	1	3	8	3	2	3	5	6	6	5	9	12	12	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1
62500	-67.875114904607855	-66.364482178010519	-1.510632726597332	0.000104374723409	0.000030002762409	0.287452377632232	0.730377386001450	0	2	1	3	4	3	4	3	5	5	5	8	7	9	9	0	3	1	3	8	3	4	3	8	6	6	5	9	12	8	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3
63000	-62.579923303154146	-60.642878670795341	-1.937044632358807	0.000075904457135	0.000011303213950	0.148913705152419	0.759029625886476	0	2	1	2	4	3	4	3	4	5	6	8	6	9	9	0	3	1	3	8	3	4	3	8	6	6	8	9	12	12	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
63500	-67.120195005112294	-65.755531884188741	-1.364663120923546	0.000091489561609	0.000046726352618	0.510728784750893	0.757678787075649	-1	2	1	2	5	3	4	3	4	5	4	9	6	7	10	0	3	1	3	8	3	4	3	8	6	6	5	9	5	12	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
64000	-60.074344902847066	-58.705513035936825	-1.368831866910240	0.000071819835745	0.000034937088379	0.486454584813400	0.926025321904185	0	2	1	3	5	3	4	3	5	5	5	8	7	9	10	0	3	1	3	8	3	4	3	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
64500	-71.644138480996673	-70.186718638226196	-1.457419842770472	0.000092902189211	0.000030558732913	0.328934475845666	0.693902389645170	1	2	3	3	4	3	5	3	4	5	4	8	7	9	9	0	1	2	2	8	2	4	2	8	6	6	8	9	5	5	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2
65000	-70.706047803449906	-69.090313237955755	-1.615734565494155	0.000049950837154	0.000011658452110	0.233398532926781	0.890125297975892	0	1	2	3	3	2	4	2	5	5	6	8	7	9	10	0	1	2	2	8	2	4	2	5	6	6	9	9	12	12	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1
65500	-65.794136635015576	-64.094509284211640	-1.699627350803931	0.000167284659898	0.000034064245616	0.203630420367920	0.897582181681350	-1	1	3	2	5	3	4	3	5	5	7	8	7	7	9	0	1	2	2	8	2	4	2	8	6	6	11	9	5	12	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
66000	-65.040858705137822	-63.667738353537104	-1.373120351600718	0.000123205133691	0.000057707630595	0.468386575025848	0.926534870776902	0	1	2	2	5	3	4	3	5	5	7	10	7	8	9	0	1	2	2	6	3	4	2	8	6	10	15	9	5	14	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
66500	-65.223738860255693	-63.478341838275519	-1.745397021980180	0.000094359022880	0.000017963757856	0.190376683731057	0.854665533893800	0	1	3	3	5	3	4	3	5	6	6	9	8	10	10	0	1	2	2	8	2	4	2	8	6	6	5	9	13	12	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
67000	-78.003611891469035	-76.333318015356880	-1.670293876112158	0.000194769338173	0.000041509394324	0.213120785401257	0.944883153820404	0	1	2	2	4	3	3	3	4	6	4	6	7	8	8	0	1	2	2	8	2	4	2	8	6	8	5	9	12	12	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
67500	-66.050105446611681	-63.753839681220299	-2.296265765391378	0.000076795932785	0.000007916158191	0.103080435429369	0.976838726129780	-1	1	2	3	4	3	5	3	4	6	5	8	6	10	9	0	1	2	3	8	3	4	3	8	11	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
68000	-66.719501106207957	-65.252049440030746	-1.467451666177209	0.000109274160380	0.000034957643034	0.319907679113872	0.789722818198755	-1	2	1	2	5	3	4	3	5	5	6	8	7	8	9	0	3	1	3	8	3	4	3	8	6	6	5	9	5	12	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
68500	-65.940585789970527	-64.404888078172206	-1.535697711798319	0.000123432210137	0.000033581190223	0.272061807736441	0.969244300305429	0	2	1	3	5	3	5	3	5	5	6	9	7	8	6	0	3	1	3	8	3	4	3	8	6	6	13	9	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
69000	-64.109280849649522	-62.744470161960692	-1.364810687688825	0.000071533519240	0.000045566377477	0.636993369837855	0.985213717126821	0	3	1	3	5	4	5	3	4	5	3	8	6	10	10	0	3	1	3	8	11	4	3	8	11	3	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
69500	-66.205748448107187	-64.831354892293191	-1.374393555813999	0.000062409663302	0.000043688424435	0.700026600414202	0.940968619448271	1	3	2	3	5	4	4	3	4	6	6	7	6	9	9	0	3	1	3	8	3	4	3	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
70000	-75.796253828710476	-74.389519557795992	-1.406734270914483	0.000164669678632	0.000064244817840	0.390143579398071	0.691623999353540	-1	1	2	2	3	4	4	2	4	6	6	9	7	10	8	0	1	2	2	8	2	4	2	8	6	5	13	9	12	9	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2
70500	-72.823736618605309	-70.991105044795574	-1.832631573809736	0.000121227210577	0.000020510332240	0.169189179082232	0.742995251175700	-1	2	1	2	5	4	4	3	5	5	6	9	7	9	10	0	3	1	3	8	2	4	2	2	6	6	3	9	8	12	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1
71000	-69.434187341257640	-67.752868417000954	-1.681318924256691	0.000164204618585	0.000034392995568	0.209452059657923	0.904682116111223	0	2	1	2	5	4	4	3	5	6	6	9	7	8	9	0	3	1	3	8	2	4	3	8	6	6	3	9	5	14	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1
71500	-62.718838973354799	-60.974488597909243	-1.744350375445556	0.000111961748735	0.000021346749405	0.190661093147323	0.926039504491391	0	2	1	2	4	4	4	3	4	5	6	9	7	10	10	0	3	1	3	8	3	4	3	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
72000	-65.593840756403480	-64.209999352729540	-1.383841403673937	0.000080017260279	0.000034868816667	0.435766190257746	0.976124166632213	0	2	1	3	5	3	5	3	4	6	4	9	7	8	7	0	3	1	3	8	3	4	3	8	11	6	5	9	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
72500	-78.422510899149842	-77.061568456454751	-1.360942442695088	0.000115192383255	0.000066864908004	0.580462927448894	0.799371909278644	0	2	1	3	5	4	5	3	5	5	6	9	8	9	9	0	3	1	3	8	2	4	3	8	6	6	5	9	9	5	1	1	1	1	1	2	1	1	1	1	1	3	2	2	2
73000	-71.695543340381164	-69.678985693260870	-2.016557647120288	0.000078796715578	0.000010728338874	0.136152107300638	0.907903937914810	-1	2	0	3	3	3	4	4	4	5	6	8	6	9	10	0	3	1	2	3	2	4	5	5	6	6	13	9	12	12	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
73500	-67.824623770100132	-66.458087517720116	-1.366536252380010	0.000063605575635	0.000041417910061	0.651167914878860	0.925539770359717	0	2	1	3	3	3	4	4	5	5	4	9	7	10	8	0	3	1	3	3	3	4	5	8	6	6	13	9	15	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
74000	-64.477462045281030	-62.898811127892941	-1.578650917388083	0.000133593418834	0.000033356922836	0.249689865920041	0.949636363662190	0	3	1	2	3	3	4	4	5	6	6	7	8	9	9	0	3	1	3	3	3	4	5	8	6	6	8	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
74500	-78.234390858142305	-76.871853463442278	-1.362537394700022	0.000092419344460	0.000048951776790	0.529670244638512	0.637793299591186	0	2	1	3	4	3	5	3	4	6	4	9	8	10	10	0	3	1	2	8	2	4	3	8	6	6	10	9	8	12	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1
75000	-77.502809015642569	-76.139948367699390	-1.362860647943180	0.000088268019074	0.000046444515390	0.526176024766009	0.948493089261722	-1	2	1	0	4	3	2	3	5	4	7	8	7	8	9	0	3	4	1	8	3	4	2	5	6	6	8	9	5	12	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
75500	-64.254238887142051	-62.596552800426515	-1.657686086715536	0.000154426235342	0.000033584374587	0.217478425945882	0.980443167752763	-1	3	2	1	4	4	3	3	5	5	6	7	7	9	10	0	3	4	1	8	3	4	3	5	6	6	9	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
76000	-70.632752050945996	-69.243908515919557	-1.388843535026436	0.000094470790587	0.000040041892774	0.423854744146880	0.909169752318813	-1	3	2	1	4	3	3	3	5	6	4	8	7	9	10	0	3	4	1	8	3	4	3	8	6	6	8	9	12	12	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1
76500	-67.705231041087131	-65.775661791268774	-1.929569249818362	0.000154695839184	0.000023238382757	0.150219830601331	0.971192649058298	-1	3	1	2	5	3	5	3	4	6	6	8	7	8	8	0	3	1	3	8	3	4	3	8	6	6	5	9	13	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
77000	-67.716690965034630	-66.218786883815028	-1.497904081219599	0.000092663733688	0.000027439748889	0.296121770592941	0.736225753908194	0	3	2	3	5	4	4	4	5	6	6	9	8	9	9	0	3	1	3	8	3	4	3	8	6	6	5	9	8	5	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2
77500	-63.578938093789176	-61.881851701237068	-1.697086392552109	0.000150194910121	0.000030702714415	0.204419140372402	0.950112701364940	-1	3	1	2	4	3	3	3	5	5	6	10	7	10	9	0	3	1	3	8	3	4	3	5	6	6	15	9	15	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
78000	-68.460794723618861	-66.396819597781459	-2.063975125837397	0.000114823104012	0.000014858261608	0.129401323330605	0.962630798355132	-1	2	1	2	5	3	4	3	4	5	5	9	7	10	10	0	3	1	3	8	2	4	3	8	6	6	5	5	12	12	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1
78500	-71.326019761087409	-69.933090452462935	-1.392929308624477	0.000078797841359	0.000032709900866	0.415111636334667	0.706196855722073	0	1	2	3	5	3	5	3	4	5	6	9	7	9	9	0	1	2	2	8	2	4	3	8	6	6	5	9	8	11	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2
79000	-65.051916621628337	-63.628287505585782	-1.423629116042552	0.000097420591022	0.000035642791933	0.365865075950018	0.944240738853933	-1	1	2	3	5	2	5	3	5	5	6	7	7	9	8	0	1	2	2	8	2	4	3	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
79500	-68.867839268480978	-67.504070974753262	-1.363768293727716	0.000056988601167	0.000029505055908	0.517736096410439	0.930748495748373	0	1	2	3	3	3	5	4	5	5	6	8	7	9	9	0	1	2	2	2	2	4	5	5	6	6	5	9	8	12	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1
80000	-81.289089653477376	-79.739926362654302	-1.549163290823079	0.000138647078797	0.000036681456020	0.264567103312066	0.700648919077960	0	2	2	2	4	4	5	3	4	3	6	8	6	10	8	0	1	1	1	8	10	2	2	2	2	10	3	9	12	5	1	2	1	1	1	1	1	1	1	1	3	2	1	1	2
80500	-69.845783215893249	-68.106171398898852	-1.739611816994399	0.000137104184259	0.000026318377396	0.191958965642127	0.850558934178882	0	2	1	3	5	3	5	3	4	5	7	9	7	7	9	0	3	1	2	8	3	4	2	8	6	6	5	9	5	5	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2
81000	-77.306282702846460	-75.710509051862630	-1.595773650983830	0.000103199639425	0.000024961011893	0.241871115364015	0.703116978390582	-1	2	1	3	4	3	4	3	5	5	5	9	7	9	7	0	3	1	3	8	2	4	2	5	5	6	5	9	5	5	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1
81500	-80.710412929015348	-79.153322367315212	-1.557090561700142	0.000140853786391	0.000036674537287	0.260373101972590	0.840147613436158	0	3	1	2	4	3	5	3	5	6	6	9	8	9	9	0	3	1	3	8	3	4	3	8	6	5	9	9	5	8	1	1	1	1	1	1	1	1	2	2	1	2	1	1	3
82000	-67.964329956246445	-66.341984321296948	-1.622345634949496	0.000078611684813	0.000018138063618	0.230729867466844	0.933640854402564	-1	2	1	3	4	4	4	3	5	6	6	7	6	9	9	0	3	1	3	8	3	4	3	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1
82500	-72.321632517318278	-70.432556698016029	-1.889075819302254	0.000138475071910	0.000021831865429	0.157659173797459	0.809354979465870	0	2	1	2	5	3	4	3	4	5	5	8	8	8	7	0	3	1	3	8	2	4	3	8	6	6	5	9	8	8	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2
83000	-65.173132908389704	-63.457669022994033	-1.715463885395669	0.000100411939639	0.000019966557638	0.198846449036666	0.808509448071972	0	2	1	2	4	3	4	3	5	5	6	9	7	8	8	0	3	1	3	8	3	4	3	8	6	6	13	9	5	8	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
83500	-67.318074759744533	-65.876915078727663	-1.441159681016872	0.000086496673312	0.000029861895248	0.345237499945220	0.902040538416313	-1	2	0	1	5	3	4	3	5	5	6	8	7	10	9	0	3	1	3	8	3	4	2	8	6	10	5	9	12	5	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2
84000	-64.957831518598681	-63.359050323057012	-1.598781195541673	0.000116303808510	0.000027977163708	0.240552429589436	0.851384047921659	0	1	2	2	4	3	4	3	5	5	5	9	7	7	8	0	1	2	2	8	2	4	2	8	6	6	14	9	8	5	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
84500	-72.472328382381335	-71.110976381165429	-1.361352001215906	0.000040553073518	0.000022193590117	0.547272701966844	0.869134593917530	0	1	3	2	3	3	3	2	4	5	6	8	8	10	10	0	1	2	2	8	2	4	2	5	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	2	3	2	1	1
85000	-62.711610232493115	-61.173496954981985	-1.538113277511127	0.000076391325884	0.000020677680610	0.270681001677706	0.830395977607840	0	2	3	3	4	3	5	3	5	5	6	8	7	10	9	0	1	2	2	8	2	4	2	5	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1
85500	-73.424069277144014	-71.924511926707112	-1.499557350436902	0.000166077385926	0.000048985982926	0.294958778720064	0.948416602261451	0	1	2	2	4	4	5	3	5	6	7	8	8	9	9	0	1	2	2	8	2	4	3	8	6	9	9	9	12	12	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
86000	-62.601744971100572	-61.237498988601601	-1.364245982498975	0.000069225795528	0.000035572948056	0.513868389434959	0.919659065935290	-2	0	2	2	5	4	4	4	5	5	6	8	7	9	10	0	1	2	2	8	3	4	3	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
86500	-70.721759318762594	-69.226984491223931	-1.494774827538668	0.000092692051739	0.000027655151967	0.298355160423009	0.795494292950612	-1	1	2	3	5	2	4	3	5	6	5	7	8	9	9	0	1	2	2	8	2	4	2	8	6	6	5	9	12	5	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
87000	-65.692152414116322	-64.306938434264680	-1.385213979851635	0.000081048837801	0.000035041054064	0.432344929484590	0.711228552322316	0	1	3	2	5	4	4	3	4	6	6	7	6	9	9	0	1	2	2	8	3	4	2	8	6	6	5	9	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
87500	-79.724394094340482	-78.050913577471491	-1.673480516868988	0.000102783619484	0.000021794977726	0.212047190349463	0.533231126502085	0	1	3	3	5	3	5	2	5	6	6	9	7	8	9	0	1	2	2	8	2	4	2	8	6	6	5	5	5	8	1	1	1	1	2	1	2	1	1	2	2	2	1	1	4
