step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8
25000	-50.023696628284178	-48.662061241714021	-1.361635386570160	0.000124344934806	0.000067387285198	0.541938321037596	0.714418994359054	6	11	11	13	13	16	14	18	0	1	1	1	2	5	0	6	1	3	2	3	1	2	1	1
25500	-40.861900610035939	-39.494301179008076	-1.367599431027865	0.000149511163841	0.000073659099813	0.492666219166820	0.724319854323618	7	10	11	13	13	15	14	16	0	1	1	3	3	5	0	3	1	1	1	1	1	1	1	2
26000	-43.081763280346564	-41.590453620913408	-1.491309659433157	0.000178172613833	0.000192250640273	1.079013413660954	0.911661424540957	7	9	11	13	13	15	13	18	0	1	2	3	3	5	0	3	1	1	1	1	1	1	1	2
26500	-47.007344931897208	-45.607540514731767	-1.399804417165439	0.000141938045374	0.000114648716014	0.807737740169435	0.695617468703411	7	9	9	13	14	16	15	17	0	1	1	3	3	5	0	5	1	1	1	2	2	1	1	2
27000	-48.298757148559311	-46.421045984966270	-1.877711163593039	0.000116367537896	0.000018603130713	0.159865294474555	0.668127153553809	8	11	11	13	12	15	14	18	0	1	1	3	3	3	0	3	1	1	1	1	1	2	1	2
27500	-48.447334269044482	-47.070915395042789	-1.376418874001696	0.000284299267373	0.000129908054498	0.456941221475602	0.986894692392057	7	9	11	13	13	15	15	17	0	1	1	3	3	5	0	6	1	1	2	1	1	1	1	1
28000	-44.188952500575709	-42.806045079256045	-1.382907421319668	0.000159334855199	0.000069815582109	0.438168924321310	0.616742285621976	8	11	11	13	14	15	14	16	0	1	1	1	4	5	0	4	1	2	1	2	1	1	1	1
28500	-45.769103033223459	-44.406063454407622	-1.363039578815836	0.000089893718683	0.000047137616936	0.524370530297374	0.540485921000791	8	11	11	14	14	16	14	17	0	1	1	1	3	5	0	4	1	1	1	3	1	1	1	2
29000	-50.870362777366708	-49.035603083497080	-1.834759693869628	0.000195994847649	0.000033069624340	0.168727008576143	0.554757051862425	8	11	12	13	15	15	12	18	0	1	2	3	1	3	0	3	1	2	1	1	3	1	1	3
29500	-48.324586714845303	-46.779961063423663	-1.544625651421643	0.000155161019416	0.000041433981620	0.267038601419590	0.656291215120828	7	9	11	14	13	16	14	18	0	1	1	5	1	5	0	3	1	1	1	1	2	1	1	2
30000	-42.984962045195346	-41.618039789596793	-1.366922255598554	0.000194135052310	0.000096360689049	0.496359044400695	0.689361760073932	7	10	11	14	13	15	14	18	0	1	2	3	3	5	0	3	1	2	1	2	1	1	1	4
30500	-47.707570445203437	-46.334277034074255	-1.373293411129184	0.000144477745242	0.000067578447389	0.467742954290235	0.548029909334216	7	10	12	13	14	15	14	17	0	1	1	2	2	4	0	5	1	2	2	2	2	1	1	2
31000	-43.989392316926356	-42.623515611417396	-1.365876705508956	0.000172199778721	0.000086539311896	0.502551818233759	0.790761975814296	7	10	12	14	14	16	14	19	0	1	1	3	3	5	0	4	1	1	2	1	1	1	1	3
31500	-42.612798613749746	-41.229133432061758	-1.383665181687990	0.000160205155120	0.000069883850667	0.436214743614498	0.680262736586455	8	10	12	13	14	16	13	16	0	1	1	3	3	5	0	5	1	1	2	1	1	1	1	1
32000	-45.207911426594237	-43.421003922318491	-1.786907504275744	0.000114110470456	0.000020507010672	0.179711910661798	0.541651380975582	8	10	11	12	14	15	13	18	0	1	1	3	3	5	0	5	1	1	2	1	2	1	1	3
32500	-45.637999062474840	-44.260583330102996	-1.377415732371845	0.000136176176181	0.000061793663618	0.453777344546139	0.649016880715984	7	9	11	14	15	15	14	18	0	1	1	3	3	3	0	4	1	1	2	1	1	2	1	2
33000	-48.759335561479901	-47.352702560059761	-1.406633001420138	0.000145486497850	0.000056784355041	0.390306701174899	0.606686466861451	7	10	11	14	14	16	14	19	0	1	1	3	2	3	0	6	1	2	2	2	2	3	1	1
33500	-42.090093665975594	-40.290469968228436	-1.799623697747160	0.000313541453879	0.000055392207692	0.176666297252782	0.866848171862358	8	11	11	14	14	15	14	17	0	1	1	3	3	5	0	6	1	1	1	1	1	1	1	1
34000	-42.552308150617939	-40.905085905573209	-1.647222245044731	0.000109790395369	0.000024289518166	0.221235364757616	0.762684867397188	7	9	11	12	14	15	14	18	0	1	1	3	3	5	0	5	1	1	2	1	1	1	1	2
34500	-49.077071564760672	-47.705688699491667	-1.371382865269005	0.000155198539437	0.000106036662128	0.683232345567849	0.721842698476446	7	11	10	14	12	15	14	17	0	1	1	2	3	5	0	4	1	3	1	1	1	2	1	1
35000	-41.646372906005439	-40.151619669021684	-1.494753236983758	0.000299304288685	0.000089303635726	0.298370718703788	0.945357373285311	8	10	10	12	15	14	14	18	0	1	1	3	6	3	0	5	1	1	1	1	1	1	1	1
35500	-47.893421284736029	-46.489236670777871	-1.404184613958156	0.000111595279115	0.000044005173772	0.394328273748698	0.543200192127396	8	11	12	14	14	16	15	19	0	1	1	3	3	5	0	5	1	1	3	1	1	1	1	2
36000	-43.911159360130895	-42.451638289031493	-1.459521071099404	0.000209594209874	0.000068534194912	0.326985153611354	0.848755142102014	8	11	10	12	14	15	14	17	0	1	1	3	3	5	0	5	1	1	1	1	2	1	1	2
36500	-47.031056770835747	-45.651083178812399	-1.379973592023350	0.000112114394010	0.000050021061766	0.446160925253169	0.889123889262423	7	8	12	13	13	14	14	17	0	1	1	3	3	5	0	3	1	1	1	1	1	1	1	2
37000	-40.183653691476444	-38.802787815431550	-1.380865876044893	0.000155271561466	0.000068886793651	0.443653641403781	0.894276302852170	8	10	11	13	15	16	13	18	0	1	1	3	3	5	0	5	1	1	1	1	2	1	1	1
37500	-42.108946312675045	-40.710904113556829	-1.398042199118214	0.000241884289759	0.000097999127801	0.405148792006862	0.845229661638706	8	10	11	13	15	14	14	18	0	1	1	3	4	3	0	6	1	1	1	1	1	1	1	1
38000	-50.207051123303025	-48.740498024278978	-1.466553099024048	0.000258653417117	0.000082947152015	0.320688405895635	0.699627350970613	8	10	11	13	13	15	14	19	0	1	1	3	1	5	0	5	1	1	1	1	2	1	1	5
38500	-44.701631895637767	-43.317200132111033	-1.384431763526736	0.000208931328019	0.000090734527114	0.434279186247940	0.794770206127775	7	11	12	13	14	15	14	16	0	1	1	3	3	5	0	3	1	2	1	1	1	1	1	2
39000	-44.394367581932428	-42.732424537739568	-1.661943044192860	0.000261826344921	0.000056551091001	0.215987016196536	0.528990366052889	8	11	12	14	14	16	14	18	0	1	2	3	3	3	0	4	1	1	1	1	1	2	1	2
39500	-53.529374022311430	-52.163816572019513	-1.365557450291914	0.000191939953178	0.000096850057922	0.504585190932613	0.711712775278616	8	11	11	13	15	15	13	17	0	1	1	1	3	2	0	6	1	2	1	4	1	2	1	1
40000	-45.238491760582413	-43.089781400523584	-2.148710360058829	0.000215386706385	0.000025554687686	0.118645612419236	0.664369919954408	7	9	11	13	13	16	14	18	0	1	1	3	3	5	0	3	1	1	2	1	1	2	1	3
40500	-40.277765492517162	-38.893160767740731	-1.384604724776429	0.000158920205099	0.000068947215405	0.433848014238365	0.802999807555139	8	10	11	14	13	15	15	17	0	1	1	3	3	5	0	5	1	1	1	1	1	1	1	2
41000	-48.138121497478309	-46.732000074448386	-1.406121423029926	0.000115576304822	0.000045205886660	0.391134555905510	0.379715308596475	7	10	10	14	12	15	14	18	0	1	1	3	3	4	0	3	1	1	2	2	1	1	1	4
41500	-52.568791708985785	-51.198176473488346	-1.370615235497442	0.000169419390110	0.000081046879097	0.478380184486414	0.561842637931013	8	11	11	14	15	15	12	18	0	1	1	1	3	1	0	3	1	2	1	3	2	4	1	3
42000	-56.779276646941653	-55.415634558371394	-1.363642088570260	0.000149397226774	0.000077509485195	0.518814752244636	0.604100945046976	7	8	10	12	14	15	14	17	0	1	1	1	3	4	0	3	1	1	2	4	3	1	1	3
42500	-54.588081841943684	-53.134652440116319	-1.453429401827366	0.000172095602270	0.000057261132176	0.332728619563675	0.577876821672753	7	9	12	14	13	16	15	19	0	1	1	3	1	3	0	5	1	1	1	1	3	1	1	4
43000	-43.095996464507770	-41.595744554985771	-1.500251909521997	0.000172259820620	0.000050725972206	0.294473615628401	0.834201095323999	8	11	11	14	13	15	15	19	0	1	1	3	3	5	0	3	1	1	1	1	1	1	1	3
43500	-43.199924567127269	-41.557725599369647	-1.642198967757619	0.000169214757631	0.000037749562199	0.223086701936559	0.751871485014728	7	10	12	13	15	15	14	17	0	1	1	3	3	3	0	5	1	1	2	1	1	1	1	1
44000	-43.398745607835842	-42.033994543739375	-1.364751064096469	0.000125524638792	0.000064029041431	0.510091421468200	0.943611183246096	8	10	11	13	14	15	14	16	0	1	1	3	3	3	0	5	1	1	1	1	2	1	1	1
44500	-46.674346277609075	-45.229677865629910	-1.444668411979168	0.000194860704898	0.000066548887282	0.341520304551871	0.946696525121176	8	10	12	14	15	15	14	17	0	1	1	3	3	4	0	5	1	1	2	1	2	1	1	1
45000	-43.367428606976823	-41.740233299256595	-1.627195307720230	0.000132327594518	0.000030278237715	0.228812726664165	0.517369809412671	8	10	12	14	14	16	15	17	0	1	1	3	3	3	0	3	1	1	2	1	1	2	1	2
45500	-49.381679564314545	-47.968974063795869	-1.412705500518675	0.000148054860264	0.000056399536732	0.380936746223060	0.552098228212875	7	10	11	14	14	16	14	19	0	1	1	3	3	4	0	4	1	2	3	2	2	1	1	2
46000	-42.703601086386428	-41.342525404049162	-1.361075682337267	0.000146045922037	0.000080949902120	0.554277045128407	0.784100382142612	7	10	11	13	14	15	13	17	0	1	1	3	4	5	0	4	1	1	2	1	1	1	1	1
46500	-52.810113425827900	-50.872638645698757	-1.937474780129142	0.000082013979909	0.000012206891219	0.148839151960887	0.911254492564477	7	8	11	14	13	15	15	19	0	1	1	3	3	5	0	3	1	1	2	2	1	1	1	4
47000	-52.708481070430601	-51.335116393065270	-1.373364677365328	0.000154130070742	0.000072052643102	0.467479465589286	0.621004478319947	8	10	11	12	13	15	13	16	0	1	1	1	3	5	0	3	1	1	3	2	1	1	1	3
47500	-43.091055240260182	-41.729603775204808	-1.361451465055374	0.000138287739140	0.000082337909537	0.595410048997326	0.956330999157664	8	10	11	13	15	16	15	17	0	1	1	3	3	5	0	6	1	1	1	1	1	1	1	1
48000	-49.001243506791582	-47.603857872006365	-1.397385634785214	0.000385832278842	0.000156792567380	0.406374935375726	0.587732409837515	6	9	11	13	14	15	14	19	0	1	2	3	3	3	0	2	1	1	1	1	1	2	1	5
48500	-51.702616262330537	-50.340976789263721	-1.361639473066816	0.000197796823873	0.000107180036041	0.541869348266945	0.393547616554065	7	10	11	11	15	16	14	18	0	1	2	1	3	4	0	5	1	2	1	2	3	2	1	1
49000	-44.192120411341079	-42.396271551428086	-1.795848859912992	0.000205547264755	0.000036497039346	0.177560326037581	0.682800847361711	8	10	10	12	13	15	14	17	0	1	1	3	3	5	0	4	1	1	1	1	2	1	1	3
49500	-43.438956326558710	-41.775833324541786	-1.663123002016928	0.000108656287989	0.000023423828614	0.215577294678690	0.465702832527203	7	9	11	13	14	16	14	18	0	1	1	3	3	5	0	5	1	1	2	1	2	2	1	2
50000	-50.136361712975464	-48.754600493824341	-1.381761219151126	0.000156290148782	0.000068956304675	0.441206980811370	0.726118200022551	8	10	12	14	14	15	13	17	0	1	1	3	3	5	0	3	1	1	3	1	1	1	1	3
50500	-36.501736988304110	-34.739672615760924	-1.762064372543183	0.000280271309012	0.000052117628764	0.185954206113429	0.939111710011325	8	10	11	13	14	16	14	18	0	1	1	3	3	5	0	6	1	1	1	1	1	1	1	1
51000	-46.117745565233122	-44.314315691966172	-1.803429873266948	0.000166025670120	0.000029182873256	0.175773259854147	0.646195718958509	7	10	11	14	14	15	13	19	0	1	1	3	3	5	0	5	1	1	1	2	1	1	1	3
51500	-50.025717464593406	-48.652235832848504	-1.373481631744899	0.000193505245083	0.000090376430171	0.467048994626840	0.546618564534309	8	11	12	13	13	15	14	18	0	1	1	3	1	5	0	3	1	2	1	1	3	1	1	2
52000	-40.955741496299730	-39.575474546385401	-1.380266949914329	0.000248184251121	0.000110523572044	0.445328708589753	0.775593033332346	8	10	10	12	14	16	14	18	0	1	1	3	3	5	0	6	1	1	1	1	1	1	1	1
52500	-46.981172647967547	-45.390751067976083	-1.590421579991467	0.000178892088674	0.000043695644431	0.244256997358049	0.720136643288935	7	10	11	13	14	16	14	17	0	1	1	1	4	4	0	3	1	1	2	3	1	1	1	3
53000	-42.630851367322755	-41.219436423982089	-1.411414943340665	0.000186646792055	0.000071459870078	0.382861496259756	0.497830392902202	8	10	12	14	14	15	14	18	0	1	1	1	3	5	0	4	1	1	2	2	1	1	1	2
53500	-46.137587197708037	-44.776754369989703	-1.360832827718336	0.000121331728838	0.000069238172034	0.570651821225523	0.977322562973120	6	8	11	13	14	16	14	18	0	1	2	3	3	5	0	3	1	1	1	1	1	1	1	2
54000	-43.269293362158514	-41.908437272745239	-1.360856089413274	0.000088590319361	0.000050041939924	0.564869167244978	0.716482809130859	7	10	11	13	14	15	15	19	0	1	1	3	3	5	0	4	1	1	2	1	1	1	1	3
54500	-49.380288224281514	-48.016173662886807	-1.364114561394707	0.000118950796392	0.000061247891795	0.514901065422777	0.865701532946275	7	10	10	12	14	13	14	15	0	1	1	3	6	3	0	5	1	1	2	1	1	1	1	1
55000	-50.695593688441456	-49.329708361270477	-1.365885327170977	0.000256796008647	0.000129039461187	0.502497923807120	0.597259052192887	7	10	10	13	13	15	13	18	0	1	1	2	2	5	0	6	1	2	2	1	2	1	1	1
55500	-46.046649023235084	-44.675179556080167	-1.371469467154916	0.000113332178386	0.000053812174972	0.474818147308653	0.813155665035930	8	10	11	13	14	16	13	18	0	1	1	3	3	5	0	5	1	1	2	2	2	1	1	1
56000	-43.804224446161285	-42.391495063585687	-1.412729382575598	0.000136053072383	0.000051822812007	0.380901446029458	0.521880546625292	7	10	11	13	14	16	14	18	0	1	1	1	3	5	0	4	1	2	2	2	2	1	1	2
56500	-47.487787874497513	-46.069579990793422	-1.418207883704095	0.000167565612620	0.000062516931591	0.373089267027528	0.514163617113755	8	11	11	12	14	15	14	18	0	1	1	1	1	5	0	5	1	1	2	2	3	1	1	2
57000	-44.635203663835753	-43.253972534308303	-1.381231129527453	0.000172294803339	0.000076265850480	0.442647421759519	0.687296785268832	8	10	11	14	14	15	15	18	0	1	1	1	3	5	0	3	1	1	1	2	2	1	1	3
57500	-45.566444538546250	-43.908102126652494	-1.658342411893754	0.000254407620405	0.000055269322690	0.217247119412473	0.895280813123464	7	9	11	13	14	15	14	17	0	1	1	3	3	4	0	5	1	1	2	1	1	1	1	2
58000	-45.534364051422486	-44.070714782681122	-1.463649268741363	0.000079054029504	0.000025554028189	0.323247636452954	0.689662031133072	7	10	11	13	14	16	14	18	0	1	1	3	1	5	0	3	1	1	2	1	3	1	1	2
58500	-47.272552001065293	-45.681344777765872	-1.591207223299418	0.000319855671234	0.000078013938583	0.243903565262448	0.260060482428384	8	10	11	12	14	15	14	19	0	1	1	1	3	3	0	5	1	1	1	2	1	2	1	3
59000	-43.532313125192879	-42.167057590470591	-1.365255534722289	0.000186312917960	0.000094382451524	0.506580287383956	0.704159412364203	8	10	11	13	14	15	15	18	0	1	1	3	1	3	0	5	1	1	1	1	2	2	1	2
59500	-47.430421223838508	-45.593794988413251	-1.836626235425258	0.000258690280065	0.000043543662549	0.168323535535692	0.540928944854431	8	10	11	13	13	16	14	17	0	1	1	3	3	4	0	6	1	1	1	1	2	1	1	1
60000	-46.389250952125337	-44.615940600297876	-1.773310351827464	0.000217167085873	0.000039758675326	0.183078734818369	0.481144704047921	8	10	11	14	14	15	15	18	0	1	1	3	1	3	0	1	1	1	1	2	3	2	1	5
60500	-53.201284825837085	-51.575671981750681	-1.625612844086404	0.000343902487183	0.000078903132467	0.229434608377046	0.543614837673405	8	10	12	13	15	16	14	19	0	1	2	1	3	4	0	5	1	2	1	3	1	2	1	1
61000	-44.325954011943487	-42.636047244010918	-1.689906767932571	0.000165264769509	0.000034157042347	0.206680724806556	0.689667850625511	6	9	11	13	13	15	14	17	0	1	1	3	3	5	0	6	1	1	2	1	1	1	1	1
61500	-45.785591309231400	-44.424153983636906	-1.361437325594495	0.000099147523997	0.000054088354416	0.545534091377931	0.544597036206072	8	9	10	12	14	16	14	16	0	1	1	3	4	5	0	5	1	1	1	1	1	1	1	1
