step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88
1	-2293.612794811263484	-2292.150712726744587	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.994620012398422	-1	1	2	3	2	3	2	4	3	6	6	4	6	4	5	6	7	6	6	6	6	6	6	8	6	7	6	6	7	9	8	8	7	9	8	8	9	7	10	9	10	9	11	8	9	8	8	10	9	10	9	11	10	10	10	11	11	11	13	13	12	13	12	11	14	12	13	13	13	13	13	13	13	15	13	13	15	14	17	17	18	17	18	16	17	19	19	20	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	3	2	4	4	3	4	3	3	4	4	4	4	4	4	4	4	5	4	4	4	4	4	5	5	5	4	5	5	5	5	4	6	5	6	5	6	5	5	5	5	6	5	6	5	6	6	6	6	6	6	6	7	7	7	7	7	6	8	7	7	7	7	7	7	7	7	8	7	7	8	8	9	9	10	9	10	9	9	10	10	11
500	-227.458638139257005	-225.996556054738136	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.934462724555336	0	2	2	3	2	4	3	4	2	5	6	4	6	4	5	6	7	6	6	6	6	6	4	6	7	8	7	5	6	9	8	8	7	9	7	8	8	7	10	8	10	9	12	9	10	8	8	10	9	11	8	11	9	10	10	10	11	11	14	13	12	14	12	10	14	12	13	13	12	13	14	10	12	16	13	11	15	12	14	14	17	17	17	15	16	17	18	19	0	1	1	3	1	2	2	9	1	4	14	5	8	4	8	8	10	15	6	3	14	28	9	7	28	33	13	7	6	25	19	27	28	8	29	18	25	11	34	18	17	38	50	38	38	27	10	53	31	40	35	56	33	32	44	26	39	54	63	55	30	70	54	25	43	17	57	66	52	76	44	31	72	80	57	49	75	41	78	69	62	84	85	75	84	84	82	87	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-234.506259093288747	-233.044177008769879	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.902759998537586	0	1	3	4	1	2	2	3	3	7	5	4	7	4	5	5	7	5	5	7	4	6	6	8	6	6	6	6	8	10	9	6	7	10	9	8	9	7	10	9	9	8	11	9	10	9	8	9	10	10	10	11	11	9	10	11	12	10	14	12	13	14	12	11	13	12	12	13	12	13	13	14	14	16	13	13	15	14	15	17	17	17	18	16	16	19	20	20	0	1	5	5	1	5	1	6	1	15	3	6	19	3	7	3	27	8	8	22	6	12	4	27	11	19	9	21	22	35	33	14	15	46	25	13	10	28	24	36	42	15	37	32	38	36	38	26	46	24	37	32	28	47	24	41	41	24	68	64	29	71	55	55	34	51	51	60	58	69	55	70	66	77	34	69	61	75	75	77	77	74	80	62	62	80	85	85	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-219.138641983801818	-217.676559899282950	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.963988817713825	0	1	3	3	3	3	2	4	2	5	6	4	5	4	4	6	7	6	5	6	7	6	6	9	6	8	6	6	7	8	8	9	8	9	9	9	10	7	10	9	10	8	12	8	9	9	7	10	10	11	9	11	10	10	10	11	12	11	14	14	13	12	12	11	14	12	13	12	13	13	14	13	14	15	14	13	16	15	18	17	17	17	18	16	16	20	19	20	0	1	1	9	2	2	2	7	1	5	19	6	6	7	1	4	19	15	15	3	19	13	12	42	4	17	13	4	20	18	23	33	16	18	44	25	26	27	42	27	42	12	45	16	21	28	15	26	24	24	47	17	11	45	31	37	52	24	43	69	66	36	24	37	58	39	52	36	57	63	76	54	57	59	43	53	60	66	78	78	71	84	82	73	67	79	78	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-204.197124409507410	-202.735042324988541	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.993688104764105	-1	1	1	3	2	4	3	4	3	6	5	5	6	4	5	5	8	6	6	7	5	6	6	8	5	7	5	7	7	10	8	7	7	9	9	9	9	7	11	10	10	9	10	8	7	9	7	9	10	9	10	12	10	10	11	12	11	11	12	14	12	13	11	12	12	11	14	13	12	14	13	14	12	15	14	12	16	15	16	17	18	17	16	16	18	20	18	20	0	1	1	3	3	7	2	4	2	12	4	14	7	9	7	9	38	9	7	10	9	15	21	18	4	15	4	21	16	42	38	7	11	38	44	47	24	15	35	35	24	12	42	26	16	47	27	45	26	20	45	43	31	31	36	54	37	54	53	57	42	65	51	40	34	35	76	61	30	62	63	59	50	62	39	51	67	68	78	75	79	74	75	75	84	81	79	87	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
2500	-233.185426611288335	-231.723344526769466	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.917506453786897	0	2	3	4	2	3	3	4	3	6	3	4	7	5	6	6	8	6	7	5	6	6	5	7	7	8	7	6	7	8	7	8	7	7	8	7	9	6	10	10	10	9	11	8	10	8	9	10	9	10	9	11	10	11	10	11	10	10	14	14	11	13	13	11	15	12	13	13	13	11	13	11	13	15	12	14	16	15	16	17	18	18	18	16	14	19	19	21	0	1	2	7	1	5	1	6	2	14	1	6	4	5	23	23	38	7	8	9	20	12	9	14	8	27	23	8	18	29	7	31	23	8	34	22	18	11	27	15	29	46	57	21	47	16	36	33	21	30	24	35	26	50	17	32	30	16	72	67	49	54	54	24	63	50	37	39	55	47	41	47	66	69	41	68	74	62	59	78	79	79	79	85	71	83	83	81	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-255.363574853094860	-253.901492768575991	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.864310491942478	-2	0	2	4	2	4	3	3	4	7	6	2	6	3	5	6	7	7	6	5	7	6	6	9	5	6	6	6	7	9	9	9	7	9	8	8	10	7	10	9	11	9	11	8	8	8	6	10	10	10	8	11	11	10	10	11	11	11	12	13	12	12	13	12	14	11	11	12	12	13	13	12	14	15	13	14	14	14	16	17	19	16	17	16	17	19	18	19	0	1	2	12	1	1	3	3	3	25	20	2	8	12	8	12	25	15	9	9	6	9	7	13	8	25	4	14	11	13	23	44	28	17	47	27	21	20	36	26	11	33	33	18	11	13	6	44	35	25	23	44	44	44	32	40	54	35	43	55	54	57	42	24	69	24	18	54	37	55	49	24	24	70	43	63	69	70	76	78	83	58	79	75	76	73	78	83	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	2	2	1
3500	-209.408385901398248	-207.946303816879379	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.982908787539808	-1	1	1	2	2	4	3	4	4	6	6	4	6	4	5	6	8	6	6	7	6	6	7	5	6	8	6	5	8	8	9	9	5	7	8	9	10	6	10	9	10	9	10	9	8	7	8	10	9	10	10	11	9	10	10	12	11	11	13	13	12	13	12	11	15	12	12	13	13	14	10	13	13	15	13	13	15	15	17	17	18	17	18	16	16	19	18	21	0	1	1	1	2	4	5	2	4	12	24	5	9	2	7	7	15	33	28	27	5	6	15	4	6	18	12	7	27	11	26	17	14	38	18	29	44	8	29	27	32	11	26	18	19	16	23	32	38	17	21	51	10	32	34	52	30	42	54	37	39	56	32	47	59	41	43	55	58	76	47	63	52	73	48	56	59	75	74	78	85	77	77	70	69	80	74	86	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-203.636056629631440	-202.173974545112571	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.994008058113875	0	1	2	4	1	3	2	5	3	5	7	4	5	5	4	7	8	6	6	6	6	7	6	8	6	8	6	6	7	10	9	7	7	8	8	8	9	5	10	10	10	8	11	8	9	8	8	10	10	8	9	10	10	10	8	11	12	11	12	13	12	13	12	11	14	10	12	13	12	11	14	13	13	15	14	13	16	14	16	15	19	17	18	16	16	19	18	20	0	1	1	9	1	2	5	6	2	3	27	7	12	15	3	20	18	38	15	4	38	8	14	20	15	25	6	12	10	50	32	38	23	19	14	29	23	3	11	28	34	18	50	28	11	20	38	33	45	21	33	22	32	37	25	52	54	44	70	54	45	69	41	37	61	51	49	43	64	52	69	56	48	76	57	57	78	67	68	76	87	79	85	59	65	83	82	87	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-240.015397807780346	-238.553315723261477	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.922955058669143	-1	1	1	2	2	4	1	4	4	5	6	3	5	5	6	7	7	5	7	6	7	6	7	6	6	7	7	6	8	9	8	8	6	10	8	8	10	8	10	9	9	10	9	9	8	8	7	11	9	10	9	10	8	10	10	11	11	11	12	13	11	12	12	10	14	11	12	12	14	12	13	13	12	15	12	11	16	15	18	17	17	15	18	15	17	18	19	20	0	1	1	7	3	5	1	4	4	12	18	7	6	3	8	10	13	6	9	9	10	12	28	9	10	6	10	9	11	17	15	28	18	31	20	28	31	10	32	35	31	49	23	15	26	47	13	32	35	49	47	45	15	26	46	35	41	44	52	73	54	37	64	20	68	30	55	39	54	54	30	34	43	59	54	49	56	61	82	74	65	48	74	60	84	74	85	83	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	2	1
