step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87
5000	-568.154605010429350	-566.693942826907232	-1.460662183522124	0.000014541207573	0.000014483765843	0.996049727705135	0.683321327410334	-2	0	2	3	3	4	4	3	6	7	8	7	9	9	9	5	7	11	10	10	11	10	12	13	12	11	12	12	13	11	12	14	13	13	15	11	13	14	15	15	14	15	14	13	13	16	14	16	16	17	16	18	17	18	18	19	19	17	18	18	21	20	20	19	19	22	22	21	20	20	22	24	21	20	21	22	22	24	22	23	24	26	24	23	23	25	26	0	1	1	1	1	2	4	2	7	8	6	6	17	10	11	4	1	14	10	17	13	3	22	30	20	22	22	13	20	14	22	21	21	23	34	11	10	27	0	27	31	41	44	28	26	21	27	31	44	17	37	53	49	50	51	49	52	49	49	51	69	54	60	49	49	51	74	60	49	54	74	79	55	38	65	63	60	51	61	69	66	67	67	75	70	52	0	1	1	3	2	2	2	1	1	1	2	2	1	1	1	1	1	6	1	1	2	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	3	1	1	2	1	1	1	1	2	1	2	2	2	8	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	2	2	1	1	2	1	3	2	1	2	5	1	1	1	2	1	1	2	2	1
5500	-474.917775601095457	-473.469950001560505	-1.447825599534962	0.000023975232589	0.000023009754364	0.959730183196068	0.794237767074755	0	4	1	2	2	6	3	4	5	6	8	7	7	8	9	8	9	12	10	11	11	9	12	11	12	11	12	12	13	10	11	11	13	14	13	12	14	10	15	13	12	14	15	13	14	14	16	14	15	17	17	17	17	18	18	19	17	18	18	19	20	21	20	19	19	21	23	20	19	21	20	24	22	21	22	22	21	24	23	22	23	25	22	24	23	27	27	0	1	1	1	1	2	4	4	7	4	6	6	5	4	12	4	6	14	11	30	22	12	17	17	20	22	20	32	20	14	22	12	23	33	32	21	35	22	0	26	31	31	44	17	26	27	44	41	44	18	44	49	49	50	51	55	49	53	57	51	69	54	42	49	59	51	74	60	53	55	55	74	56	58	65	52	60	66	69	61	76	66	65	75	61	79	0	1	2	1	1	1	1	1	2	1	1	1	1	2	3	1	3	1	2	1	1	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	4	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1
6000	-427.841604447927011	-426.480718441707893	-1.360886006219137	0.000050978620104	0.000029426254640	0.577227366697619	0.670622875329697	-1	3	1	1	1	6	4	4	6	7	9	8	8	10	9	8	9	11	11	11	10	9	12	12	12	12	12	13	13	11	12	14	13	14	16	13	14	13	13	15	14	15	15	14	11	15	15	15	15	17	16	16	17	18	17	18	18	18	17	20	21	20	20	19	19	21	22	21	19	20	21	24	21	22	20	22	24	23	22	23	25	25	25	22	23	27	27	0	1	1	1	1	2	4	1	8	7	6	6	9	13	8	9	13	17	15	17	12	12	21	14	20	45	12	21	20	13	22	23	23	23	37	19	25	19	0	45	31	28	44	17	22	45	28	41	44	37	44	49	49	50	51	59	52	53	49	51	69	50	53	52	59	51	69	60	53	42	70	61	58	63	57	52	68	66	69	76	85	79	72	75	61	69	0	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	3	2	1	1	2	1	2	2	1	1	2	2	1	3	1	1	1	1	1	1	5	1
6500	-511.051290773961568	-509.340999996431663	-1.710290777529902	0.000208404918751	0.000041761168471	0.200384754456540	0.725742363557050	-1	3	1	3	3	5	3	4	5	6	10	8	8	8	9	8	8	12	10	11	12	9	12	13	12	11	10	12	12	12	13	14	13	13	14	13	14	13	14	15	14	11	13	14	13	15	15	14	16	18	16	17	18	17	17	19	18	18	18	19	21	21	18	20	19	21	22	21	21	21	20	22	22	22	22	23	23	23	21	23	24	25	24	23	23	28	26	0	1	1	3	1	2	1	7	7	4	6	6	8	8	14	4	7	11	14	14	15	12	11	27	20	22	14	20	16	14	15	33	26	13	25	22	29	42	0	26	42	15	17	11	26	25	29	42	44	46	13	43	43	20	13	26	55	49	49	44	53	54	52	59	59	44	39	57	71	56	59	61	64	56	71	50	63	68	52	60	76	71	74	75	66	81	0	1	2	1	1	2	1	2	1	1	2	2	1	2	3	1	2	3	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	2	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	2	2	2	3	3	4	3	1	1	2	3	2	1	1	1	1	3	4	1	1	1	1	1	1	2	1	2	4	1	1	2	1	2	1	1	1	2	1
7000	-500.264302311279437	-498.724683379565931	-1.539618931713481	0.000175153484265	0.000047261419963	0.269828602961164	0.662064799325822	0	3	2	3	2	5	4	4	6	6	9	7	9	10	10	8	9	11	10	12	12	9	11	11	11	11	10	12	13	11	13	15	14	13	15	13	13	12	13	15	14	14	14	13	13	14	15	16	16	18	18	17	17	17	17	18	18	18	16	19	20	19	20	19	19	21	22	18	20	20	21	23	21	21	21	22	23	24	22	22	24	25	24	23	24	26	27	0	1	1	1	1	2	4	3	4	4	6	8	2	16	22	9	16	4	6	16	6	12	22	27	16	17	22	14	30	14	21	33	19	23	29	21	27	19	0	45	23	17	37	17	26	28	31	38	30	46	59	44	15	14	44	48	53	49	44	52	57	29	56	46	57	55	65	43	53	57	57	73	64	69	52	66	60	66	61	69	79	76	79	75	75	61	0	1	2	1	2	1	1	1	1	2	2	1	2	3	1	1	1	1	4	2	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	3	4	1	2	3	4	2	1	1	1	2	1	1	2	1	2	1	2	1	4	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	3	1
7500	-525.419550223941883	-523.707273149356524	-1.712277074585332	0.000184641029199	0.000036889681620	0.199791356123972	0.602638204422817	-1	3	1	2	1	5	4	4	5	8	9	6	8	8	10	7	8	11	10	11	9	10	11	13	12	12	13	12	12	11	12	15	12	14	14	13	14	12	16	15	14	13	14	13	14	15	16	16	15	17	17	17	17	16	17	18	18	16	19	19	20	20	20	16	20	20	23	20	20	20	21	23	21	20	21	22	22	23	20	22	24	24	25	24	23	27	27	0	3	1	1	1	2	4	5	7	8	14	6	12	9	16	8	16	10	10	19	16	21	12	21	14	15	21	17	19	19	13	24	21	44	18	10	23	19	0	22	30	30	33	30	23	43	27	36	43	38	37	58	43	18	44	58	52	16	49	44	49	16	53	43	52	37	71	56	53	53	41	79	51	55	59	70	58	66	58	62	72	61	75	80	71	52	0	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	3	2	2	2	2	2	1	1	2	1	2	1	2	3	2	1	1	2	2	1	1	1	1	1	2	1	1	3	2	1	2	2	2	1	1	4	2	3	2	5	1	1	1	2	1	2	1	1	4	1	2	1	1	1	3	2	2	1	1	2	3	1	1	4	1
8000	-498.869707481716603	-497.232068015205186	-1.637639466511435	0.000159022063921	0.000035747373423	0.224795053855109	0.621211404410894	-1	2	1	3	2	5	3	4	5	6	9	8	8	10	10	7	8	8	11	10	12	10	12	12	12	11	13	13	13	12	12	11	14	13	16	13	13	12	13	15	14	14	15	13	13	14	15	16	16	16	18	18	18	16	18	19	18	17	19	19	20	20	20	18	19	22	22	21	20	20	21	24	20	21	21	22	24	23	22	22	24	26	25	24	23	27	27	0	1	1	1	1	2	1	2	4	4	6	6	8	7	12	5	9	7	13	17	26	12	22	15	19	22	25	20	20	19	22	12	32	22	44	24	13	20	0	26	19	31	13	14	26	39	45	47	17	13	16	58	35	38	43	54	44	43	64	43	49	15	59	58	44	63	28	55	51	55	73	71	59	52	49	69	63	68	69	59	52	84	74	75	69	69	0	1	2	1	2	2	1	2	1	1	1	2	1	2	4	1	3	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	3	1	1	2	2	1	3	2	1	1	1	1	2	3	5	1	1	3	1	1	2	2	1	2	2	5	1	1	3	1	5	1	1	1	1	1	1	2	3	1	2	1	1	2	2	1	2	2	1	4	1
8500	-529.578239021268928	-527.891608645076758	-1.686630376192179	0.000221777839218	0.000046069770548	0.207729368772375	0.635069974014115	-1	2	2	3	0	5	3	4	6	7	8	8	8	8	9	7	8	10	10	12	12	10	13	12	10	12	13	13	12	11	11	15	12	13	15	13	13	12	15	13	13	14	14	14	12	15	16	17	16	17	19	18	19	15	18	16	19	17	18	19	17	21	21	18	19	21	21	20	18	21	21	23	21	19	20	23	23	23	22	22	24	26	24	23	23	28	26	0	1	5	1	1	2	1	1	4	9	6	4	8	10	11	4	9	17	12	30	6	6	11	25	9	31	25	30	25	10	12	40	31	45	36	45	25	19	0	33	31	41	38	19	12	27	43	12	19	14	64	61	64	27	23	32	69	44	44	49	46	54	57	43	47	60	40	60	61	36	27	57	65	55	52	80	73	57	69	51	79	76	51	63	62	57	0	1	1	2	2	1	2	2	3	2	1	1	2	2	1	1	2	1	1	1	1	3	2	2	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	4	2	4	1	1	1	1	2	1	1	1	2	1	1	4	1	2	2	1	4	1	1	3	3	2	2	1	1	1	1	2	2	1	1	2	3	1	1	4	1
9000	-567.171626384347405	-565.634960889586864	-1.536665494760554	0.000192483014962	0.000052260411491	0.271506613200919	0.553465789155793	0	3	1	4	2	5	2	3	5	4	9	8	7	9	8	6	8	10	11	11	12	9	12	12	11	12	12	12	12	10	13	15	13	14	16	13	14	14	15	14	14	13	13	11	14	16	15	15	16	17	18	17	17	15	17	19	18	17	19	20	21	19	20	19	18	21	23	21	19	19	22	24	21	20	20	23	23	22	23	21	24	24	24	24	23	28	28	0	1	1	5	1	2	1	5	7	7	6	6	4	4	6	8	16	2	18	15	16	16	15	17	13	22	18	4	19	12	26	30	23	6	24	30	24	19	0	19	12	22	18	11	17	42	26	31	34	54	27	49	17	20	30	49	38	27	52	16	65	15	59	49	52	53	80	44	19	13	51	69	69	42	58	70	73	55	68	21	70	54	66	75	66	76	0	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	4	1	2	3	1	2	2	2	1	1	4	1	1	1	2	1	6	3	2	1	2	1	1	2	1	2	1	2	1	2	1	1	2	2	1	5	1	3	1	2	2	1	7	3	5	1	2	1	2	1	5	4	5	2	2	1	2	2	2	2	2	2	4	3	4	2	2	1	3	1
9500	-542.765587310832416	-541.083629603400482	-1.681957707431913	0.000229029646509	0.000047922935681	0.209243372688816	0.671917735105490	-1	2	1	4	3	6	1	4	5	7	9	7	9	8	8	7	9	10	10	11	11	9	12	12	10	8	13	11	12	12	13	13	11	14	15	14	13	14	15	12	15	15	14	13	12	15	13	16	14	15	18	14	19	15	18	17	17	17	16	20	20	18	20	19	19	21	21	20	20	20	22	24	22	21	21	23	22	23	22	22	25	25	24	21	23	27	26	0	3	1	7	1	2	1	2	4	3	12	2	8	9	9	9	16	9	6	16	22	6	5	15	10	12	25	11	25	13	40	21	22	24	44	24	23	45	0	22	31	31	16	12	17	13	33	47	28	30	59	23	43	28	37	54	44	59	36	57	43	29	51	19	52	68	53	55	64	23	20	80	84	64	64	66	44	55	63	69	78	49	77	53	73	74	0	1	1	1	1	2	3	1	1	1	3	1	2	2	1	2	1	1	2	2	1	1	1	5	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	2	1	3	1	2	1	1	1	1	2	2	2	1	2	1	1	3	4	3	1	2	2	1	1	1	1	4	5	1	1	1	2	1	4	2	1	1	1	3	1	1	1	3	1
10000	-552.572615078262743	-551.082924571747412	-1.489690506515372	0.000210328322483	0.000063535385660	0.302077175864791	0.494664432319492	-1	3	1	2	3	6	3	4	4	7	9	8	8	9	10	7	7	12	11	12	12	10	9	13	11	11	13	13	12	11	13	14	12	13	14	13	12	11	15	14	15	14	14	14	12	15	15	14	16	17	17	17	19	15	17	19	18	18	16	20	20	19	20	17	18	20	22	19	21	20	21	22	21	21	22	23	24	24	22	21	23	25	24	23	22	27	28	0	3	1	1	1	2	4	4	7	9	2	2	10	10	7	6	7	5	10	16	16	6	6	11	10	23	22	45	10	22	33	23	15	22	20	26	17	16	0	45	31	26	38	37	12	37	27	31	16	27	38	43	51	25	46	50	52	24	43	47	52	10	35	37	64	43	39	51	58	27	56	69	63	34	66	75	68	55	80	50	70	68	74	57	63	53	0	1	1	2	1	2	1	1	1	1	1	2	3	1	1	3	1	1	4	2	3	2	2	1	2	2	1	2	1	2	1	1	3	1	1	1	1	2	2	1	1	1	2	2	1	3	1	1	1	4	1	3	1	1	2	1	1	1	3	1	2	2	6	3	2	1	3	4	1	2	3	1	1	1	4	1	1	2	3	1	2	2	2	1	2	1	4	1
10500	-526.635744850558012	-525.013902472383734	-1.621842378174294	0.000209072693042	0.000048281313544	0.230930748734810	0.640696220525687	0	3	1	2	3	5	3	4	5	8	9	8	9	9	9	7	7	10	10	12	12	10	11	10	12	12	11	12	12	11	13	13	13	13	14	13	13	12	14	15	15	13	15	13	12	15	16	16	16	17	17	16	19	17	17	18	18	16	19	19	20	19	21	18	20	21	23	18	20	19	22	23	20	20	20	23	23	23	23	23	25	25	24	23	23	26	27	0	3	1	1	1	1	4	3	7	17	6	6	16	7	10	4	6	16	14	15	17	12	19	9	27	22	15	22	10	13	8	11	28	21	21	30	38	19	0	34	37	17	44	19	13	32	41	28	44	20	43	6	44	37	30	33	49	43	55	51	55	16	60	49	55	52	62	52	52	52	58	69	31	35	55	58	68	63	69	57	79	83	77	61	60	79	0	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	1	1	3	1	1	1	1	3	1	5	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	3	1	3	2	1	3	2	2	1	1	1	2	7	1	1	1	2	1	1	2	2	3	2	3	3	1	3	2	1	2	2	1	1	1	2	2	2	1
11000	-507.516742004521006	-505.958809842041546	-1.557932162479481	0.000205362960965	0.000053381377118	0.259936732834422	0.637808508570749	0	3	1	2	1	6	3	3	5	6	9	8	7	9	9	7	8	10	11	11	12	10	13	12	12	10	12	11	12	11	11	15	13	14	16	14	12	13	16	15	14	14	14	12	13	16	13	17	16	18	18	18	18	17	16	19	19	18	17	19	21	20	19	19	19	20	23	21	20	20	21	23	21	21	20	21	23	23	23	22	25	26	24	23	23	26	26	0	1	1	1	1	2	4	5	7	9	6	6	9	4	17	7	10	16	15	14	22	15	17	17	17	12	20	12	18	26	22	12	19	45	15	33	11	28	0	36	17	31	24	17	37	36	15	41	19	29	49	44	44	37	11	59	59	49	55	44	69	29	39	49	23	53	19	65	64	51	57	69	66	35	52	62	60	73	69	70	78	49	80	70	64	73	0	1	2	1	1	1	1	1	1	1	1	2	1	1	3	1	2	1	1	1	1	1	1	3	2	2	1	1	1	1	1	1	3	1	1	4	1	2	1	1	1	2	2	1	2	1	1	2	2	2	3	1	3	2	2	3	1	1	1	1	2	1	4	2	2	2	1	6	1	1	1	1	2	1	2	1	1	2	1	1	1	1	5	1	1	2	2	1
11500	-568.260475018545549	-566.403321946081064	-1.857153072464453	0.000278636066742	0.000045696137048	0.163999361540771	0.536083639462084	-1	3	2	2	1	6	4	3	6	8	10	7	8	9	10	7	8	11	11	11	13	9	13	13	10	11	11	12	12	12	12	13	12	14	15	14	12	13	14	14	14	13	14	12	13	15	15	15	17	17	18	17	16	18	17	18	19	18	18	19	20	21	20	19	20	21	22	20	19	21	20	24	21	20	21	22	23	24	22	22	24	23	25	23	21	26	28	0	1	1	1	1	1	4	5	7	6	13	6	12	10	10	6	3	14	17	25	28	12	15	18	14	22	15	9	6	6	12	29	11	44	43	24	15	44	0	32	19	33	15	2	13	39	22	22	46	20	28	47	43	18	28	33	30	28	49	55	56	47	58	53	53	35	61	55	49	60	56	79	69	55	69	66	55	60	58	71	76	21	60	75	57	85	0	1	2	2	2	1	3	1	2	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	2	3	2	3	1	1	1	1	1	1	1	1	1	1	1	1	6	3	1	3	3	1	4	4	1	1	4	2	3	3	3	1	1	1	4	1	1	2	3	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	5	3	1	1	2	1
12000	-537.442944081330211	-535.835207112358830	-1.607736968971392	0.000173319702132	0.000041027512784	0.236715804834191	0.602893669104147	-1	4	2	3	2	6	4	3	3	7	10	8	7	7	9	8	9	11	11	12	11	10	12	12	10	12	13	13	11	12	12	14	13	13	15	13	13	13	13	14	15	14	14	14	11	16	15	17	16	16	19	17	19	17	17	18	18	18	16	18	19	20	20	17	19	20	23	21	20	21	21	23	21	22	22	22	21	23	22	21	23	25	24	24	24	27	28	0	5	1	1	1	9	8	1	1	7	12	6	8	7	5	5	12	9	8	10	12	12	21	22	8	17	18	11	14	21	17	16	23	45	42	11	18	20	0	26	30	37	19	17	17	36	38	42	28	28	15	19	27	38	44	29	43	16	44	27	58	50	58	44	64	17	61	58	52	53	52	58	65	66	64	66	55	51	69	56	66	78	74	75	54	79	0	1	1	2	2	1	2	1	1	2	1	1	2	2	2	4	3	1	3	4	3	1	1	1	1	3	1	1	1	2	1	2	2	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	2	1	5	2	3	1	1	4	3	5	1	2	1	2	1	2	1	4	1	1	1	1	2	2	1	2	3	1	2	2	1	1	1	1	1	1	3	2	1
12500	-500.873180679933228	-499.261779452791870	-1.611401227141372	0.000191719714357	0.000045089322570	0.235183547612211	0.632382804300885	-1	2	1	1	3	6	4	3	5	7	10	7	9	10	9	7	9	12	11	11	12	9	12	11	11	10	13	13	12	9	12	14	13	13	15	12	13	13	16	14	13	14	14	14	14	16	15	17	16	16	17	16	17	17	17	17	19	18	18	19	20	20	21	19	20	21	22	20	20	20	20	23	21	21	22	22	22	22	22	22	24	25	23	24	22	26	27	0	1	1	1	1	5	4	3	8	9	17	5	9	1	12	9	12	10	11	30	17	6	14	30	14	22	25	14	20	9	15	24	17	19	38	17	11	19	0	33	17	27	36	11	24	32	43	42	37	20	43	28	49	38	44	49	49	52	43	51	43	29	62	59	49	55	61	55	52	46	33	67	49	60	59	47	60	55	61	52	76	49	51	67	62	80	0	1	1	1	1	3	2	1	1	1	1	1	1	2	4	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	2	1	2	2	1	1	1	1	1	2	4	1	1	2	2	1	2	2	2	4	1	2	1	2	2	2	3	1	3	1	4	3	1	1	1	1
13000	-493.666240931329980	-492.065597847421770	-1.600643083908182	0.000189371684514	0.000045400691244	0.239743821050703	0.601438511882525	-1	3	1	2	1	5	3	3	5	7	9	7	7	9	9	8	8	11	11	10	13	9	13	12	11	11	10	12	13	11	13	15	13	12	15	13	13	13	16	14	14	14	14	12	13	15	15	15	16	18	17	16	18	17	17	18	19	17	17	19	21	20	20	19	19	20	20	21	20	20	21	24	20	19	21	21	23	23	22	22	24	25	25	24	23	28	27	0	1	1	1	1	2	4	5	7	6	13	6	2	10	10	12	10	14	27	13	26	12	12	27	20	22	15	20	27	11	26	21	13	22	21	25	18	22	0	24	27	22	11	19	26	44	11	40	33	37	43	43	49	17	44	47	47	49	38	55	53	37	50	59	58	55	65	57	53	15	38	67	57	50	73	67	68	68	69	58	79	72	50	75	56	72	0	1	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	2	3	2	1	1	1	3	1	2	2	1	1	1	3	4	1	3	1	2	1	3	2	1	1	1	2	1	1	1	5	4	4	1	1	1	1	1	1	1	2	1	1	3	2	2	4	1
13500	-556.177526780584230	-554.424362233109946	-1.753164547474271	0.000197177556414	0.000037126767096	0.188291039664074	0.525423202562036	-1	3	1	2	3	5	3	4	6	7	10	8	8	9	7	7	8	10	11	9	11	9	12	12	11	11	13	13	13	11	13	14	14	14	14	13	13	13	15	14	15	14	13	13	13	15	16	16	17	17	18	16	19	16	17	17	19	18	17	19	19	19	19	18	18	21	22	21	19	20	20	22	20	21	22	22	24	23	23	22	24	26	24	23	23	28	28	0	1	1	1	1	2	4	7	8	1	6	6	4	8	5	2	2	4	15	10	6	2	16	30	10	16	21	11	19	16	12	37	31	45	44	8	12	11	0	45	32	28	12	16	26	36	35	42	44	23	49	11	49	18	12	33	16	38	44	51	44	30	58	23	44	60	63	63	36	51	64	52	62	58	52	28	68	68	59	70	67	55	72	71	70	38	0	1	2	1	1	1	1	1	1	1	5	3	2	2	2	2	2	1	3	2	1	4	3	2	1	2	1	1	1	1	1	2	1	1	1	1	5	2	2	1	1	1	1	2	4	1	1	1	1	2	2	1	4	1	4	5	1	6	2	2	1	4	3	1	4	2	1	1	1	2	1	1	2	1	2	3	4	1	1	3	1	2	3	2	1	1	8	1
14000	-537.140199436826606	-535.577971484914883	-1.562227951911711	0.000176963094090	0.000045609578971	0.257734976922279	0.522121247239615	0	2	2	1	2	5	4	4	6	6	9	8	7	9	9	8	7	9	11	11	12	10	12	11	11	11	12	13	13	10	13	15	14	13	16	14	13	14	15	13	14	12	14	13	12	15	15	16	16	17	17	16	18	17	18	18	18	17	18	19	21	20	19	19	19	21	22	20	21	18	21	24	22	21	22	21	23	23	23	23	24	25	24	23	24	26	27	0	1	1	1	1	2	4	5	4	5	6	2	6	7	17	5	5	17	6	14	26	17	26	17	10	15	18	18	16	11	42	23	22	30	24	24	20	40	0	26	42	22	19	19	22	22	37	41	43	17	44	44	52	29	19	34	13	24	52	35	55	14	33	52	59	52	32	70	58	52	46	80	20	64	49	28	66	51	74	47	77	56	67	65	75	69	0	1	2	1	1	1	2	2	1	2	3	2	4	1	1	2	2	3	1	2	1	1	2	1	2	1	2	1	2	2	1	1	1	2	2	2	2	1	1	1	1	1	1	2	1	1	3	1	1	1	4	2	2	1	1	4	2	4	4	1	1	1	5	2	1	1	2	4	1	2	1	3	1	4	1	4	4	1	3	1	3	1	3	1	2	2	3	1
14500	-508.924726554625238	-507.495825774871435	-1.428900779753808	0.000169665959217	0.000060954126033	0.359259608197238	0.669334281778494	0	2	1	1	2	4	3	4	5	7	10	8	9	9	9	8	7	11	11	11	12	10	11	12	12	11	11	12	13	11	12	14	12	13	15	14	13	14	14	14	14	14	13	13	13	15	16	16	16	15	19	18	18	17	17	18	18	15	19	18	20	20	20	19	17	19	22	21	20	19	20	23	20	20	22	22	23	24	23	22	22	25	24	24	23	28	27	0	1	1	1	1	2	4	5	4	3	12	8	9	17	17	6	9	14	11	10	6	12	22	20	15	13	14	26	30	14	26	23	16	23	38	26	20	45	0	34	31	28	27	13	33	28	30	28	58	25	47	65	49	16	27	38	58	44	49	44	44	25	51	49	47	44	56	57	53	28	59	44	51	54	71	53	60	68	69	54	53	68	75	75	66	82	0	1	1	1	1	1	1	2	1	2	3	1	2	2	1	1	2	1	1	1	2	3	1	1	1	2	1	1	1	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1	3	1	1	2	2	1	1	2	1	1	4	3	2	2	1	1	2	4	4	1	2	1	3	2	2	1	3	1	2	1	1	1	2	2	2	2	2	3	2	1	1	2	3	1
15000	-460.944037563111124	-459.320789761316973	-1.623247801794141	0.000204713931651	0.000047160086779	0.230370675796422	0.732652819872649	0	3	1	3	1	6	4	3	5	7	10	7	8	9	9	8	8	11	10	11	12	9	13	12	11	11	12	12	12	12	11	13	13	13	16	13	14	14	14	13	14	14	13	14	14	15	15	16	16	16	18	18	19	17	17	18	17	18	18	19	21	21	20	19	19	20	22	21	21	20	22	23	21	20	21	21	22	22	22	22	25	24	23	22	22	28	28	0	1	1	1	1	2	4	3	7	4	6	6	5	4	13	7	9	14	16	16	15	16	24	18	10	19	31	11	15	26	16	27	21	17	21	27	26	30	0	22	31	32	11	43	27	29	37	41	44	47	44	49	49	29	38	47	49	49	57	51	53	50	65	52	52	44	60	60	53	59	66	79	66	52	59	66	44	60	57	70	47	80	78	75	63	61	0	1	1	1	1	1	1	1	1	1	2	2	1	3	2	1	2	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	4	2	3	1	5	1	1	1	1	3	1
