"","type","n","prop.ances.ok","msup.ances","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi"
"ec0141cbad","zuper",85,0.75,0.690327380952381,1.02536764705882,NA,1,1,0.010167003851571
