step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85
1	-704.566402840882688	-713.617246221334085	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.609302371702829	1	4	4	8	4	5	5	10	7	6	8	7	7	8	10	9	13	9	8	10	8	9	10	9	10	10	10	11	10	10	12	10	13	11	11	12	12	11	10	12	11	11	12	12	13	12	12	13	11	12	12	11	12	14	13	14	15	13	12	12	12	12	15	13	15	17	14	13	15	18	15	15	16	14	18	14	15	16	17	18	16	17	18	18	22	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-265.745930735217598	-274.796774115668939	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.971277422072991	-1	5	5	7	4	6	3	9	7	5	8	7	7	9	11	9	13	9	9	10	7	9	9	8	10	7	9	12	6	11	11	10	13	10	12	13	13	11	7	12	11	12	12	12	11	11	13	12	8	13	13	11	11	14	6	12	13	14	12	9	11	12	12	12	13	14	9	13	16	19	15	13	17	10	15	12	16	14	17	18	17	17	16	11	22	0	7	5	10	7	7	1	13	2	5	39	55	10	26	24	26	35	6	9	27	5	11	39	55	8	29	6	53	3	27	18	13	63	60	49	40	63	27	5	25	27	45	52	34	22	23	30	45	55	76	20	67	67	13	5	31	60	42	84	13	39	15	46	84	30	43	55	48	66	79	35	38	63	14	58	34	72	31	51	56	71	69	44	16	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-240.734494618913089	-249.785337999364430	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992697307431041	2	5	4	6	3	4	5	10	6	6	8	8	7	8	10	10	14	9	9	11	7	8	11	9	10	9	10	11	8	9	12	8	12	11	11	13	10	11	9	12	11	11	13	12	14	12	12	14	10	11	10	12	13	12	13	14	15	12	11	12	12	13	16	13	14	17	14	13	11	18	15	16	16	12	16	14	10	13	17	18	15	17	14	16	18	0	1	1	3	1	1	5	14	1	2	21	3	10	21	4	39	64	10	29	16	6	21	25	13	30	11	29	19	10	13	42	4	50	27	24	40	4	27	29	37	39	77	41	12	46	35	35	47	12	27	22	51	41	59	31	49	36	12	8	69	24	31	65	31	69	81	78	77	8	75	67	48	64	39	23	26	19	52	81	84	67	17	25	43	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-256.166072883195966	-265.216916263647306	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997190249571364	1	4	4	8	4	3	4	10	7	6	7	7	5	9	11	9	14	9	8	11	8	10	9	9	11	10	10	11	11	6	11	10	13	11	11	13	13	12	10	12	10	7	13	9	14	11	10	12	12	13	12	11	11	14	14	9	14	13	13	13	11	13	15	10	15	17	15	10	14	18	14	12	16	14	18	13	15	15	18	19	16	14	19	12	22	0	6	6	30	6	1	6	18	5	6	13	2	6	42	68	11	59	42	10	56	7	24	42	21	44	24	44	6	23	13	24	12	20	32	4	15	20	20	42	42	9	5	61	10	72	8	42	41	29	25	64	24	7	18	68	11	20	68	8	34	44	27	69	11	57	43	22	21	48	71	43	39	68	62	77	41	57	37	65	65	41	84	79	28	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-249.939104020960087	-258.989947401411428	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.963152912880092	1	4	5	8	3	5	6	11	6	7	7	8	6	9	10	10	11	10	8	8	8	9	10	10	10	10	9	12	9	11	13	10	11	11	10	11	13	10	11	12	11	12	13	13	13	11	12	13	10	13	13	12	12	9	11	12	15	11	11	12	13	11	14	13	14	17	13	13	13	18	14	16	16	15	18	15	16	15	18	14	13	18	18	15	17	0	5	5	10	1	1	6	25	2	6	2	2	2	13	14	19	23	19	13	10	7	13	14	11	19	11	19	26	6	14	15	4	14	24	19	21	33	9	4	25	29	23	41	62	42	15	27	26	12	20	17	36	18	20	16	46	8	38	15	49	59	22	31	52	51	77	34	8	56	65	51	59	52	26	43	50	78	31	57	60	47	77	60	43	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-250.331946604529321	-259.382789984980661	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998470362077502	0	5	5	6	3	4	6	11	7	6	9	7	8	9	11	9	13	7	9	8	8	7	10	9	8	11	11	11	11	10	12	9	13	11	8	11	13	12	11	12	11	11	12	11	13	13	13	12	11	11	10	10	12	15	12	14	15	9	12	12	13	13	14	11	14	16	13	11	14	18	15	15	16	14	13	15	15	15	17	13	16	17	16	16	19	0	1	1	2	1	1	3	58	4	6	22	3	4	9	19	13	30	10	4	9	6	10	13	12	22	32	51	58	52	32	64	21	44	32	4	21	26	23	9	14	51	30	52	14	41	19	42	8	19	32	21	6	50	53	52	55	63	5	15	21	39	24	61	30	36	61	29	24	47	82	33	43	45	60	48	80	33	15	84	64	34	36	74	40	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-258.255304156777811	-267.306147537229151	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.971715758763666	2	5	3	9	5	6	5	9	7	7	9	7	7	6	11	9	12	8	9	11	8	10	9	9	10	11	11	12	9	8	11	10	10	10	10	12	12	11	11	11	7	11	11	13	12	12	11	14	11	10	10	11	12	11	11	14	15	12	12	9	13	10	14	13	10	15	14	13	14	17	15	15	16	9	14	14	15	16	18	19	15	17	18	19	15	0	3	1	18	1	3	3	30	7	14	13	3	6	5	18	9	14	7	9	8	10	6	10	10	16	60	35	8	21	10	11	14	8	30	4	27	60	10	60	19	7	24	34	65	20	33	29	55	50	11	18	19	38	19	25	35	76	27	42	7	33	16	68	49	19	8	58	27	44	78	76	40	63	13	17	51	48	48	76	66	69	58	72	82	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-251.183278043108885	-260.234121423560225	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997694803172628	1	3	3	8	3	5	6	10	7	7	9	6	5	9	7	8	14	9	9	10	8	9	10	8	9	11	9	11	9	11	13	10	12	11	9	12	11	12	7	13	12	12	13	13	11	13	11	12	11	12	12	11	13	13	11	14	13	10	12	12	12	10	16	13	14	16	14	13	15	17	15	15	15	11	17	14	15	15	15	12	12	17	16	17	16	0	1	1	39	1	3	13	15	12	12	15	13	2	10	6	9	16	4	39	16	12	16	14	7	7	25	39	58	15	11	59	24	25	27	15	49	16	28	6	59	27	28	27	38	62	35	9	30	62	11	58	18	26	37	21	44	49	21	37	45	13	18	56	33	40	41	41	14	30	77	36	36	50	22	17	23	33	40	40	26	32	79	29	73	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-250.978627719340238	-260.029471099791579	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999122400330419	1	5	5	9	3	4	5	9	7	7	7	8	7	9	10	9	13	9	9	10	7	9	10	8	11	9	11	10	6	10	13	11	9	11	12	11	12	11	10	13	12	11	11	12	13	9	13	12	9	9	13	10	13	14	13	15	14	13	11	12	7	12	16	14	16	12	14	14	13	16	15	14	16	14	19	14	13	15	16	18	16	17	17	14	16	0	5	1	24	1	5	5	21	29	2	2	13	2	9	49	5	41	29	21	24	29	9	46	13	26	13	30	49	2	49	34	14	2	15	16	22	33	12	50	33	49	14	33	30	34	29	43	59	24	29	41	18	48	40	27	67	77	42	19	59	3	39	36	51	69	8	55	60	33	60	72	44	74	30	83	60	36	77	56	84	27	59	54	66	23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-260.718177421043379	-269.769020801494719	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989250474037859	0	3	3	8	1	5	5	10	8	6	9	7	6	8	10	9	13	8	9	9	8	10	8	10	10	11	10	11	10	10	7	11	14	11	11	12	12	11	10	11	12	12	12	13	11	12	13	14	12	12	13	7	12	14	11	13	15	12	10	10	12	11	15	14	15	17	14	14	9	19	9	16	14	14	19	13	14	14	18	17	16	9	19	18	22	0	5	1	2	1	2	2	52	7	7	4	13	6	13	18	9	40	31	4	52	7	11	10	82	4	21	19	71	20	4	5	71	21	11	52	35	15	39	14	27	12	59	24	55	4	11	53	42	9	69	39	5	62	58	10	32	74	15	23	23	8	25	42	56	49	63	53	51	18	84	21	45	26	15	63	30	76	46	57	54	58	3	67	65	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
