step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64
26500	-183.283643276652100	-181.525235397061294	-1.758407879590810	0.000001537897251	0.000002671277900	1.736967732655999	0.922628723404409	1	2	4	4	3	2	5	6	7	5	6	5	3	8	6	8	9	7	6	8	7	7	8	10	8	8	8	7	12	10	9	10	9	9	11	9	6	10	10	11	11	13	13	13	12	13	13	11	14	14	13	14	15	15	17	17	16	18	20	20	19	24	22	22	0	1	2	1	1	1	4	7	19	13	4	5	1	8	10	37	26	7	5	6	15	37	28	31	37	15	18	1	39	28	14	16	11	18	31	18	4	20	23	17	26	35	29	45	30	40	45	31	42	41	45	32	49	41	49	50	52	57	58	61	56	63	58	61	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
27000	-174.226039722103224	-172.853084289503386	-1.372955432599827	0.000000360299817	0.000000249405078	0.692215388557935	0.865164101513720	1	2	3	5	3	3	5	6	6	5	5	4	6	8	7	9	9	8	7	8	7	6	6	9	8	5	9	9	11	10	10	8	9	9	9	10	9	7	10	12	11	12	12	13	12	13	13	13	13	14	14	14	16	13	17	17	18	19	21	19	20	21	22	24	0	1	2	2	2	1	2	4	12	6	3	6	12	7	22	11	21	15	9	38	10	12	3	32	8	5	20	32	34	35	32	9	19	14	22	33	9	10	33	29	37	30	31	45	30	37	45	19	34	31	43	42	50	40	51	43	53	55	58	56	56	57	59	63	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1
27500	-181.117561430999956	-179.615895076368361	-1.501666354631597	0.000004904454441	0.000005425171654	1.106172300875451	0.957743927632849	1	2	4	4	3	3	5	6	6	5	5	6	5	8	7	8	8	7	9	9	7	7	7	9	8	7	9	5	10	9	9	10	10	10	10	10	7	10	10	12	12	13	9	13	12	12	12	13	14	14	13	11	13	14	18	15	18	18	20	20	20	22	22	24	0	1	6	1	2	2	5	4	11	3	5	2	5	9	4	21	10	11	17	18	13	10	8	26	12	28	7	4	23	18	23	43	8	7	16	14	13	25	23	24	36	33	21	33	29	34	38	52	47	45	41	34	29	45	42	47	50	50	58	57	58	60	59	62	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
28000	-177.030194194073630	-174.902801424688079	-2.127392769385547	0.000000066992821	0.000000179437407	2.678457260454001	0.876139770955507	1	3	3	4	3	2	6	5	6	6	6	4	5	8	6	9	9	8	8	9	7	5	8	10	8	7	8	8	10	7	10	9	8	9	11	9	10	8	10	12	11	12	12	12	13	12	14	13	14	15	15	12	15	13	16	17	19	17	19	21	20	23	23	21	0	1	1	2	1	1	4	3	6	8	8	5	12	21	12	33	21	5	21	21	10	12	22	26	26	10	10	10	19	10	14	30	21	28	38	15	16	11	32	20	20	16	24	24	40	39	32	41	40	54	54	34	42	25	42	46	58	50	58	56	57	64	64	57	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1
28500	-150.969019148419989	-149.604903859833854	-1.364115288586143	0.000001019300219	0.000000642690539	0.630521339264447	0.995031300203542	1	2	3	4	3	3	5	7	7	5	5	5	4	8	5	9	8	7	6	9	6	6	6	9	8	7	7	9	11	8	8	8	10	8	11	9	9	9	9	11	11	14	12	13	13	13	12	12	13	15	14	14	15	16	16	17	19	18	21	19	21	24	24	23	0	1	2	5	1	1	3	15	15	4	6	5	2	11	4	14	23	22	4	8	12	13	4	9	23	10	15	18	25	7	21	21	34	22	37	32	12	32	32	9	20	43	40	24	41	36	38	40	41	51	43	47	52	50	52	46	56	53	57	56	60	61	61	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29000	-158.703666769226146	-156.225411494173841	-2.478255275052312	0.000000092122368	0.000000340118165	3.692025875104808	0.984689274220327	1	3	4	5	2	3	5	5	4	5	5	5	6	9	7	7	8	7	8	7	7	7	8	9	9	8	7	9	11	9	8	9	9	10	11	10	10	8	11	12	10	12	11	13	13	12	12	14	13	14	14	14	15	15	17	17	18	18	20	20	21	23	24	22	0	5	6	6	1	5	2	2	5	6	1	9	8	38	12	13	22	6	16	13	3	12	15	15	18	13	12	17	32	23	20	20	17	16	33	17	28	4	25	37	24	30	34	43	35	41	34	46	46	35	47	43	44	39	54	53	55	55	57	58	59	59	59	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
29500	-181.791801788281560	-179.613097880037685	-2.178703908243881	0.000000400634877	0.000001129186688	2.818493230427181	0.864783444136700	1	2	3	4	2	3	5	5	6	6	5	4	4	8	6	9	8	7	7	8	8	6	6	10	8	7	7	9	11	9	9	9	10	9	10	9	9	10	11	10	11	11	13	10	12	12	12	13	14	15	13	14	15	15	18	17	19	17	20	20	20	24	22	22	0	1	5	3	1	5	6	13	4	8	13	2	6	15	12	26	10	7	13	22	22	7	12	8	23	11	11	27	19	27	7	19	17	14	14	14	23	21	21	25	28	34	39	20	37	33	38	39	45	37	47	48	33	49	47	50	55	49	57	57	57	61	61	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	1	1	1	1	2
30000	-156.063850828372409	-154.373928016983115	-1.689922811389289	0.000000428678905	0.000000088597477	0.206675615816693	0.947905795896533	-1	1	4	5	2	2	4	6	7	5	5	6	6	8	6	7	9	7	8	8	8	6	7	9	9	7	9	9	10	9	9	8	8	7	10	9	9	9	11	11	11	12	12	11	13	11	12	12	13	13	14	15	15	13	17	17	18	19	21	20	21	23	23	23	0	1	5	6	2	1	5	11	10	7	2	11	11	15	3	10	21	3	13	12	22	7	11	32	18	12	34	8	33	32	11	13	15	4	14	23	19	21	38	28	31	17	39	24	46	17	28	39	40	44	45	43	51	48	53	47	55	56	60	57	58	59	61	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
30500	-176.775736947704956	-175.390948141969034	-1.384788805735912	0.000000682988686	0.000000296001361	0.433391309198918	0.833926334941859	1	2	4	4	3	3	5	4	7	6	6	6	6	7	7	9	8	7	9	8	7	6	6	8	8	7	8	8	11	9	9	9	10	10	10	9	9	10	11	11	11	13	12	14	13	11	12	12	14	14	15	13	15	15	17	18	19	18	20	21	20	23	23	21	0	1	1	1	2	1	1	1	7	4	3	4	6	10	11	28	14	7	21	15	10	4	4	9	14	13	13	11	16	26	21	12	19	31	21	24	23	17	31	7	30	35	31	47	39	25	40	24	43	48	52	32	45	39	49	54	58	47	58	61	58	58	60	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	2	1	1	1	2	1	3	1	1	1	3	1	1	1	2	1	1
31000	-183.901510876775035	-182.233787337504907	-1.667723539270132	0.000000000790702	0.000000001199578	1.517104721960323	0.905553902885130	0	2	3	4	3	2	4	6	6	6	6	5	5	8	4	7	9	7	8	8	7	6	8	9	6	7	9	7	11	9	8	10	9	9	10	9	7	10	11	12	11	12	13	14	13	12	13	12	12	14	14	13	15	15	17	17	18	17	20	19	20	23	23	23	0	1	2	1	6	1	5	7	4	7	7	2	6	28	6	15	10	13	15	4	13	15	10	26	15	12	9	12	33	14	22	24	16	16	31	14	11	28	26	29	17	38	29	52	34	19	49	41	38	46	45	42	23	42	53	53	55	51	57	55	57	60	59	60	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2
31500	-162.877971059842253	-161.472810221065316	-1.405160838776925	0.000000016474487	0.000000013619541	0.826704994161659	0.914026121534608	1	2	3	4	3	3	6	6	7	5	6	5	5	9	5	9	8	7	8	8	7	7	8	10	8	8	8	9	11	10	9	7	10	10	10	10	9	10	11	12	10	13	12	13	13	12	11	14	13	14	14	15	16	16	16	17	17	18	20	18	21	22	23	23	0	1	1	5	1	1	5	15	12	4	4	3	4	9	2	25	12	8	15	21	10	13	15	14	4	9	15	17	41	17	18	11	17	14	16	23	32	37	28	24	25	34	33	41	46	37	31	46	34	40	43	42	48	50	48	52	55	51	60	52	59	61	62	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
32000	-159.344616549029155	-157.875562373246993	-1.469054175782167	0.000003554388164	0.000001132172572	0.318528117917667	0.996039985598281	1	2	3	2	3	3	5	5	4	6	5	3	5	8	6	7	8	7	9	9	7	5	7	9	9	7	9	8	12	7	10	10	9	9	11	9	9	10	10	11	11	14	12	12	14	13	13	11	13	15	15	14	15	13	17	16	19	18	21	19	20	23	23	23	0	1	1	1	4	4	4	3	2	7	5	4	5	16	12	11	23	13	14	26	3	5	7	26	18	22	15	22	31	11	34	18	18	26	27	18	15	17	19	32	28	49	40	28	46	40	48	17	48	49	47	44	44	41	51	52	58	45	57	55	60	59	60	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
32500	-203.712711454201326	-202.081641505030632	-1.631069949170684	0.000003150761983	0.000000716183502	0.227304856922365	0.911741488211833	1	3	2	5	3	3	5	6	6	5	6	4	5	8	4	9	8	5	8	6	7	7	7	8	8	7	7	8	11	8	9	8	9	10	9	9	7	10	10	10	11	12	10	13	13	11	13	13	14	14	13	15	15	14	17	16	18	17	20	19	18	22	23	24	0	1	1	6	1	3	12	1	12	2	7	2	2	26	2	24	20	5	11	10	13	10	11	11	37	8	18	8	22	23	17	26	26	9	8	30	9	25	19	37	8	29	16	29	43	38	40	29	42	33	17	40	11	42	50	51	58	49	57	55	53	61	61	59	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	2
33000	-145.103869634652256	-143.726075010931339	-1.377794623720919	0.000000132132228	0.000000059803766	0.452605442109021	0.981001156826426	1	3	3	4	2	3	6	6	6	5	6	5	5	8	7	7	8	7	8	8	7	6	6	9	8	8	8	9	11	9	9	8	9	10	10	8	10	10	11	12	12	11	12	12	13	11	13	14	11	12	15	14	16	15	18	17	19	18	20	21	21	23	23	23	0	5	1	6	1	5	6	13	12	6	4	4	4	18	12	11	8	9	22	15	12	13	12	32	23	8	22	22	30	9	21	12	16	24	32	9	36	14	28	34	30	20	49	30	29	38	42	43	37	30	47	47	51	47	53	53	58	53	57	58	55	60	60	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33500	-172.283810556252064	-170.527717785199798	-1.756092771052278	0.000000407460352	0.000000705449010	1.731331664681568	0.909818850328699	1	3	3	4	2	3	5	5	6	5	5	5	5	9	6	9	6	8	8	7	7	5	8	6	7	7	8	8	11	10	9	9	9	9	8	10	9	9	11	11	11	13	13	14	14	13	13	14	12	15	13	14	14	15	18	16	17	18	20	19	21	20	24	23	0	1	1	5	1	1	3	2	2	6	2	6	3	35	2	13	13	17	15	8	17	3	15	3	12	4	7	25	37	27	15	25	21	18	20	28	17	19	32	33	16	41	39	42	49	39	41	49	33	46	36	33	49	42	57	48	41	56	58	57	60	58	59	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	4	1	1	1	1	1	1	1
34000	-157.572729046378242	-155.893006772659106	-1.679722273719122	0.000000130270142	0.000000201416464	1.546144502609507	0.890214829081422	1	2	4	4	2	3	5	6	6	4	6	5	4	8	6	7	7	6	8	8	8	7	6	10	8	8	8	8	12	9	9	9	8	10	9	9	10	10	9	11	11	12	12	12	13	12	12	13	13	13	14	14	14	14	17	17	19	19	20	20	20	23	23	22	0	1	5	5	1	5	6	4	3	6	4	6	5	22	12	4	7	2	18	13	17	7	7	26	11	18	9	23	38	13	7	17	23	27	22	22	22	20	27	30	20	30	40	35	41	40	37	44	29	38	29	46	45	46	51	52	56	56	57	55	55	64	60	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
34500	-175.050683861189043	-173.451430346263379	-1.599253514925669	0.000000661646400	0.000000159024560	0.240346747062792	0.942338696561613	1	3	3	5	2	3	5	7	7	5	4	6	5	8	6	8	8	6	8	7	7	6	6	8	8	8	8	9	8	10	9	10	10	9	10	9	9	9	11	12	11	12	12	14	12	13	14	13	13	15	14	14	15	15	16	17	18	19	20	21	20	22	23	23	0	1	1	11	1	5	11	11	22	5	5	5	2	4	13	12	22	11	18	13	13	11	11	23	20	22	18	29	7	36	29	29	26	9	19	24	8	19	37	41	31	32	30	49	32	43	45	43	41	41	30	30	40	51	47	53	50	57	57	57	55	61	58	61	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	2	1	2	1	1	1
35000	-168.361194275735841	-167.000361660843652	-1.360832614892197	0.000001847380833	0.000001051251609	0.569049754354003	0.967235314063876	1	3	3	4	2	2	3	6	6	5	5	4	5	8	6	7	8	7	7	8	7	4	7	9	9	8	7	6	11	9	9	8	10	9	10	9	9	10	10	12	11	12	13	13	13	11	13	13	12	14	14	15	15	15	17	16	17	19	19	21	20	24	23	23	0	5	6	5	1	1	6	12	4	4	6	5	22	28	10	9	16	11	10	9	12	2	4	13	22	6	22	2	32	9	28	9	18	23	25	18	27	31	32	39	20	41	38	41	29	24	24	29	38	40	29	45	48	48	52	50	52	55	55	59	57	60	61	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
35500	-237.676115310936353	-235.153419262085919	-2.522696048850444	0.000000030106731	0.000000115321184	3.830411938405309	0.660176246001468	1	2	3	4	3	2	5	6	7	5	6	6	6	8	7	7	7	7	8	8	8	7	5	10	7	6	9	8	12	10	9	10	9	10	10	10	9	9	8	11	11	14	10	12	12	13	11	13	12	15	15	15	16	15	15	16	17	18	20	20	20	22	22	22	0	1	6	1	6	1	3	23	5	5	23	5	10	5	12	8	4	23	15	23	13	12	3	7	7	1	11	9	40	12	16	39	14	28	14	19	20	39	11	39	16	29	6	30	30	38	37	37	33	34	12	46	36	42	38	27	52	29	34	58	57	59	61	40	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	3	1	1	2	2	3	2	2	3	1	3	1	4	3	1	3	4	1	2	1	1	5
36000	-175.526492632033438	-173.929330997150799	-1.597161634882635	0.000001028798129	0.000001384402790	1.345650570387901	0.867867529640951	1	3	2	4	3	3	5	7	7	5	6	6	5	8	7	7	9	8	8	8	6	7	8	8	6	8	9	9	11	9	10	9	8	9	11	9	8	10	10	12	10	14	12	13	12	12	14	14	13	14	13	15	15	13	16	17	18	18	19	20	20	22	22	21	0	1	1	3	1	1	6	13	10	5	4	10	3	13	10	25	19	16	25	8	6	4	11	12	13	21	25	19	27	24	15	22	9	26	36	33	21	21	36	41	33	40	24	37	28	34	43	40	29	44	23	51	47	46	42	42	55	56	56	58	52	60	60	60	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1
36500	-204.693471616106677	-201.226265249605262	-3.467206366501421	0.000000068505840	0.000000507776636	7.412165668402498	0.867652330677345	0	2	4	4	2	3	5	5	6	6	6	5	5	7	6	7	7	6	7	8	7	5	7	8	8	8	8	7	10	9	9	9	9	8	10	9	9	9	10	12	11	11	13	14	13	12	12	13	14	15	13	13	16	14	18	17	18	16	20	20	21	24	22	23	0	1	2	2	1	5	5	6	12	5	8	6	3	15	4	12	15	3	13	23	12	6	22	10	7	13	16	18	19	25	12	26	9	10	31	27	18	8	37	30	20	22	39	47	30	38	34	42	46	47	25	8	50	31	56	29	50	50	56	55	56	60	56	59	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	1	2	4	1	2	1	2	1	1	1	1	2	2	2	1
37000	-175.502256180758536	-173.779745939197909	-1.722510241560621	0.000000355087530	0.000000585808989	1.649759395308205	0.873449592072070	1	3	3	4	3	2	5	6	7	4	5	4	5	7	5	7	8	7	9	8	7	6	7	9	8	7	9	9	11	6	8	10	10	10	10	9	10	8	11	12	12	13	12	13	13	13	12	12	12	14	15	15	14	16	17	17	18	18	20	20	19	23	22	23	0	6	1	5	1	1	10	7	10	3	10	6	3	13	2	10	16	13	22	3	5	10	7	21	14	13	21	13	27	4	9	13	38	31	9	18	23	8	38	33	26	33	28	47	37	37	32	35	29	42	42	41	40	46	52	52	52	54	58	55	58	63	55	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1
37500	-169.366997749864680	-167.425215625418076	-1.941782124446612	0.000000678452532	0.000001487285431	2.192173161595009	0.968961158402857	1	3	4	5	3	2	6	6	7	5	5	3	5	8	7	9	7	6	8	7	7	7	6	9	8	8	9	9	10	9	9	9	10	8	10	9	10	10	10	12	11	13	11	14	14	12	12	13	13	15	15	14	16	12	18	16	18	18	18	19	20	22	23	24	0	1	2	2	1	1	4	2	11	5	2	1	1	20	4	18	11	10	18	11	10	8	3	34	18	18	19	18	17	26	23	26	14	23	36	22	24	22	25	37	34	41	17	54	47	29	25	16	46	48	49	54	42	27	53	48	53	51	53	53	57	61	53	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
38000	-167.744073773465885	-164.564782873870257	-3.179290899595627	0.000000022678114	0.000000140153517	6.180122165752731	0.947583638260166	0	2	3	3	2	3	5	7	7	4	5	6	6	9	6	9	8	7	7	8	8	3	7	9	9	6	8	8	11	8	10	9	9	10	10	9	9	10	10	12	11	13	13	13	11	12	12	14	11	13	15	14	16	16	17	17	18	16	21	20	21	23	22	23	0	1	5	5	1	5	3	26	7	5	2	11	3	9	4	9	26	11	7	13	13	5	10	19	8	7	26	13	36	7	16	9	20	27	20	8	21	21	9	33	23	29	49	39	25	49	45	34	37	16	42	46	48	52	53	42	56	51	48	57	55	61	60	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
38500	-154.827730966679383	-153.374865904185413	-1.452865062493960	0.000000117235452	0.000000114202213	0.974126951488202	0.975622746320324	1	3	3	4	3	2	5	5	6	6	5	5	5	7	6	8	8	7	7	8	6	6	5	10	8	8	8	7	10	8	8	9	9	9	10	9	9	10	10	10	11	13	12	12	13	12	13	12	12	12	14	15	15	15	18	18	18	17	20	20	20	22	23	24	0	1	1	6	1	1	5	4	7	3	4	4	5	4	4	23	10	12	12	10	7	23	3	20	22	9	19	1	34	14	19	31	30	30	33	14	28	25	27	14	30	48	40	40	46	29	44	29	38	24	43	17	51	50	52	53	54	53	57	55	58	59	62	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
39000	-172.171482725388358	-170.775489604141427	-1.395993121246930	0.000000235718973	0.000000187095498	0.793722692724005	0.939120369865756	1	3	4	4	3	2	5	6	5	5	6	5	6	7	5	9	8	8	8	8	7	7	7	10	9	7	9	8	9	9	9	9	9	10	11	9	8	9	11	12	10	12	13	14	11	13	13	13	12	13	15	14	15	15	18	18	17	18	21	20	20	23	22	22	0	1	6	6	6	1	4	4	3	3	4	3	12	15	4	21	9	8	26	13	15	11	3	21	37	12	17	26	9	22	8	37	23	16	30	18	13	14	24	45	13	38	42	27	34	49	42	45	33	45	40	42	44	50	51	36	54	53	55	58	54	59	60	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1
39500	-175.186000181021086	-173.066856065630645	-2.119144115390430	0.000000618714006	0.000001643419292	2.656185695727190	0.896564668896940	0	2	4	4	1	2	6	6	7	6	6	3	5	8	7	8	8	8	8	8	7	6	7	9	8	7	8	7	11	9	10	10	10	9	10	9	9	10	11	12	9	13	12	12	13	12	13	11	13	14	14	13	13	16	17	17	19	18	20	19	20	22	21	23	0	1	2	6	1	1	4	3	7	3	12	5	2	28	22	8	9	26	26	3	7	4	8	23	7	7	21	7	41	18	27	27	18	9	14	21	15	17	36	21	14	44	41	24	31	27	34	25	39	53	40	29	46	42	48	47	56	51	40	54	58	61	57	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	1	1
40000	-173.948895989670120	-172.403339630601153	-1.545556359068962	0.000000155246528	0.000000189103190	1.218083220758717	0.916432165814601	1	2	3	4	3	3	5	6	6	5	5	5	5	8	6	8	9	7	7	9	7	6	7	9	9	7	9	8	12	10	9	8	9	10	10	9	9	7	7	11	10	12	13	13	12	12	13	13	12	15	15	14	16	15	16	18	18	15	20	20	20	22	22	24	0	1	1	3	2	2	2	13	4	5	5	5	5	18	13	7	21	12	12	26	11	4	4	38	26	8	26	9	34	17	26	26	39	28	32	9	8	13	11	36	16	30	46	49	30	17	42	29	20	39	52	46	45	47	51	47	55	43	58	56	56	61	59	60	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	3	1	1	1	1	1	2	1	1	1	1	1	1	1	2
