step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107
1	-3977.886909042221760	-3976.424826957702862	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.779264111645417	0	1	2	1	2	2	2	4	3	3	3	5	3	3	3	3	3	5	4	4	4	4	4	4	4	4	5	5	4	5	5	5	5	5	8	5	5	5	5	6	5	7	7	6	6	7	6	6	6	6	7	6	8	6	7	8	7	7	8	8	8	7	8	7	7	7	9	8	8	8	11	8	8	9	10	9	11	9	9	10	10	10	12	10	10	11	11	13	11	11	11	12	14	12	13	14	15	15	15	16	16	16	16	17	18	17	18	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	3	3	3	3	4	3	3	3	3	3	4	3	3	3	3	3	3	3	3	4	4	3	4	4	4	4	4	6	4	4	4	4	5	4	6	6	5	5	6	5	5	5	5	6	5	6	5	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	8	6	6	7	8	7	8	7	7	8	8	8	9	8	8	8	8	10	8	8	8	9	11	9	10	11	11	11	11	12	12	12	12	13	13	13	13
500	-936.795449733681721	-934.638852240577421	-2.156597493104357	0.000010019434248	0.000027632019760	2.757842316733675	0.335278944194195	0	1	1	1	2	2	2	2	1	2	3	4	3	3	3	2	3	4	4	2	4	4	4	4	4	4	4	4	2	5	5	4	5	5	8	5	5	3	5	6	5	7	6	5	6	7	6	6	6	6	7	6	8	5	6	8	5	7	8	7	8	7	8	7	7	7	9	8	7	8	11	8	8	9	10	8	9	9	9	9	10	10	12	10	10	11	11	13	11	11	11	12	13	12	13	14	15	15	14	16	16	16	16	17	18	15	18	0	1	1	1	2	2	2	3	1	3	20	5	6	7	8	9	29	6	11	3	11	5	13	13	38	14	16	16	9	10	14	6	18	20	20	22	23	6	26	54	29	6	20	38	57	26	10	33	34	37	39	54	66	26	24	26	26	26	46	47	49	40	52	52	40	52	20	16	32	37	57	60	65	54	66	20	32	10	73	14	10	52	20	10	80	66	34	63	20	20	85	63	20	85	32	40	32	34	82	77	77	20	43	34	77	67	42	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	3	1	2	1	3	4	1	1	1	1	1	3	3	4	2	1	2	3	1	1	1	2	1	1	1	2	4	1	3	1	1	2	1	2	1	1	1	4	5	2	3	5	1	1	3	2	6	4	5	1	6	7	3	8	7	1	4	6	5	7	7	1	2	9	2	8	7	10	8	2	6	6	12	9	9	9	6	10
1000	-777.632772263668926	-775.749198180789108	-1.883574082879856	0.000010053884781	0.000020564586673	2.045436875396041	0.395116892749754	0	1	1	1	2	2	2	2	1	3	3	5	3	3	3	3	3	4	4	2	4	3	4	4	4	4	5	5	2	5	5	5	5	5	8	5	5	3	5	6	5	7	7	6	6	7	5	6	5	6	7	6	8	5	7	7	5	7	8	8	8	7	8	7	7	7	9	8	7	8	11	8	8	9	10	9	9	9	9	9	10	10	12	10	10	11	11	13	11	11	11	12	14	12	13	14	15	15	15	16	16	16	15	17	18	14	16	0	1	1	1	2	2	2	3	1	3	20	2	6	7	8	9	29	6	11	3	11	5	13	13	38	14	16	16	9	10	14	18	18	20	34	22	23	6	26	54	29	18	20	25	57	26	10	33	20	37	39	54	65	26	13	45	26	45	46	47	49	40	52	52	40	40	20	16	32	37	58	47	65	54	66	20	69	30	73	73	10	66	76	30	80	75	11	66	20	43	85	86	34	85	69	66	32	35	82	95	77	20	34	76	77	76	77	1	1	1	1	1	1	1	1	1	2	1	4	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	2	3	4	2	1	3	2	1	3	1	2	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	6	4	2	2	3	3	1	4	3	7	2	3	1	1	7	3	3	4	1	1	8	6	5	2	1	1	7	2	5	6	10	6	2	3	5	11	5	8	8	3	5
1500	-718.405090139959384	-716.250558217200933	-2.154531922758417	0.000010183962286	0.000028028302075	2.752200105107539	0.510258943939489	0	1	1	1	2	2	2	2	1	3	3	5	3	3	3	3	3	4	4	2	4	4	4	4	4	4	5	5	2	5	5	5	5	5	7	5	5	3	5	6	4	6	7	6	6	7	4	6	6	6	7	6	8	5	6	8	5	7	7	8	8	7	8	7	7	7	9	8	8	8	10	8	8	9	10	9	10	6	9	9	10	10	12	9	10	11	11	13	10	11	11	12	12	12	13	14	15	12	14	16	15	16	16	17	17	17	18	0	1	1	1	2	2	2	3	1	3	20	5	6	7	8	9	29	6	11	3	11	5	13	13	38	14	16	16	9	47	14	18	18	20	34	22	23	6	26	54	29	18	20	38	57	26	10	33	20	37	26	54	66	26	24	45	26	45	26	78	49	40	52	40	40	40	20	28	32	37	58	47	65	54	66	20	69	47	73	73	47	66	87	60	80	82	43	66	35	43	85	86	34	85	69	75	32	67	82	95	77	20	98	93	77	102	101	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	1	2	2	4	1	1	3	1	1	4	1	3	1	1	1	2	2	1	1	2	2	1	1	2	1	1	1	7	2	3	3	2	4	1	4	3	6	1	2	1	1	5	2	1	1	1	1	3	5	3	3	1	1	3	1	4	3	10	3	3	2	5	11	2	5	7	1	3
2000	-671.021309848953251	-669.050848001397640	-1.970461847555602	0.000010287424216	0.000023305124382	2.265399374232319	0.566769761236255	0	1	1	1	2	2	2	2	1	3	3	5	3	3	3	3	3	3	4	2	4	4	4	4	4	4	5	4	2	5	5	4	5	4	8	5	5	3	5	6	5	7	7	6	6	7	4	6	5	6	7	6	8	5	7	8	5	7	8	8	8	7	8	7	7	7	9	8	7	8	11	6	8	8	10	7	11	8	9	9	10	10	9	10	10	11	11	13	11	11	11	12	12	12	12	11	15	14	15	16	16	16	16	16	18	17	18	0	1	1	1	2	2	2	3	1	3	20	5	6	7	8	9	29	6	11	3	11	5	13	13	38	14	16	16	9	47	14	18	18	20	34	22	23	6	26	54	29	18	34	25	57	26	10	33	34	37	39	54	66	26	24	58	26	45	46	72	49	52	52	52	52	52	34	28	32	50	58	47	65	54	66	34	69	72	73	73	72	66	76	60	80	82	67	82	67	35	85	86	76	85	77	82	69	93	66	95	77	20	98	76	77	102	100	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	2	1	3	1	1	1	1	1	2	3	3	2	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	4	1	2	1	3	2	1	3	2	2	3	2	1	1	4	2	1	2	1	1	2	2	2	3	1	1	2	2	1	1	6	2	5	2	4	7	2	8	6	1	2
2500	-664.654527719510952	-662.763790912938362	-1.890736806572603	0.000010535493783	0.000021738567814	2.063364875220620	0.560729986472880	0	1	1	1	2	2	2	2	1	2	3	3	3	3	3	3	3	3	4	2	4	4	4	4	4	4	5	4	2	5	5	5	5	5	8	5	5	3	5	6	5	7	7	6	6	7	4	6	6	6	7	6	8	5	7	8	5	7	7	6	8	7	8	7	7	7	9	8	8	8	10	8	8	8	9	9	11	9	9	9	10	10	11	10	10	10	10	13	11	11	11	11	12	12	13	14	14	15	15	16	16	15	16	16	15	16	18	0	1	1	1	2	2	2	3	1	3	20	5	6	7	8	9	29	6	11	3	11	5	13	13	38	14	16	16	9	47	14	18	18	20	34	22	23	6	26	54	29	18	34	25	57	26	10	33	34	37	39	54	66	26	24	45	26	45	26	47	49	52	40	52	52	40	34	28	32	50	46	60	65	54	66	35	69	47	73	73	30	66	76	72	80	75	67	75	76	67	85	86	76	85	77	75	32	76	82	97	95	93	93	93	77	102	105	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	2	2	3	1	1	1	1	1	3	2	2	1	1	2	2	1	1	1	2	1	1	1	2	2	1	1	3	2	2	1	2	1	1	1	4	2	2	1	3	2	1	3	2	1	1	3	1	1	5	2	2	2	1	1	1	3	2	1	1	1	1	2	2	3	6	5	3	2	2	3	2	2	4	1	2
3000	-647.977966709070074	-646.164591642391542	-1.813375066678506	0.000010763266097	0.000020142643293	1.871424817746177	0.604379348295850	0	1	1	1	2	2	2	2	1	2	3	5	3	3	3	2	3	3	4	2	4	3	4	4	4	4	4	5	2	5	5	5	4	5	8	5	5	3	5	6	3	7	5	5	6	7	4	6	6	6	7	6	8	5	6	8	5	7	7	6	8	7	8	7	7	7	9	8	8	8	10	8	8	9	10	8	11	8	9	9	10	10	12	10	10	11	11	13	10	11	11	12	12	12	13	12	13	13	15	16	16	16	16	17	15	17	18	0	1	1	1	2	2	2	3	1	3	20	5	6	7	8	9	29	6	11	3	11	5	13	13	38	14	16	16	9	47	14	18	18	20	20	22	23	6	26	54	29	18	20	38	57	26	10	33	34	37	39	54	66	26	24	58	26	45	26	47	49	52	52	52	40	52	34	28	42	50	58	60	65	54	66	34	69	60	73	73	47	66	35	72	80	75	76	82	76	35	85	86	34	85	77	75	69	89	82	97	105	93	83	103	95	102	105	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	2	1	2	3	2	1	1	1	1	1	3	2	2	1	2	2	1	1	1	2	1	1	1	2	1	1	1	2	2	2	1	2	1	1	1	4	2	1	2	2	2	1	3	2	3	1	2	1	1	4	3	4	2	1	1	2	3	2	2	1	1	4	2	2	1	5	1	4	2	1	3	4	1	2	1	2
3500	-630.269471922793400	-628.318147932546822	-1.951323990246583	0.000010895165721	0.000024148751170	2.216464787125455	0.608155263680842	0	1	1	1	2	2	2	2	1	3	3	5	3	3	3	2	3	3	4	2	4	3	4	4	4	4	5	5	2	5	5	4	5	5	8	5	5	3	5	6	5	6	6	5	6	7	4	6	6	6	7	6	8	5	6	8	5	7	8	8	8	7	8	7	7	7	9	7	7	8	9	7	8	7	10	8	11	9	9	9	10	10	12	8	10	11	11	13	10	10	11	11	14	12	13	14	14	14	15	16	16	16	15	17	15	16	18	0	1	1	1	2	2	2	3	1	3	20	5	6	7	8	9	29	6	11	3	11	5	13	13	38	14	16	16	9	47	14	18	18	20	20	22	23	6	26	54	29	18	34	38	57	26	10	33	20	37	39	54	65	26	24	46	26	45	46	72	49	40	40	40	40	52	34	28	32	50	58	47	65	54	66	20	69	72	73	73	72	66	89	72	80	75	89	75	76	34	85	75	35	85	77	75	69	83	96	95	105	93	89	93	97	98	101	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	2	1	2	2	4	2	1	1	1	1	2	3	1	2	1	2	1	1	3	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	4	2	3	2	2	3	1	2	2	2	4	2	1	1	1	2	2	1	1	1	1	3	2	2	1	1	3	2	2	3	4	1	1	3	1	2	2	2	1	1	2
4000	-605.656798295348608	-604.028381292444351	-1.628417002904214	0.000011576187943	0.000016459313927	1.421825043663021	0.708345296836293	0	1	1	1	2	2	2	2	1	3	3	5	3	3	3	3	3	3	4	2	4	4	4	4	4	4	5	5	2	4	5	5	5	5	7	5	5	3	5	6	5	6	6	5	6	7	5	6	6	6	7	6	8	5	6	7	5	7	7	8	8	7	8	7	7	7	9	8	8	8	11	7	8	9	9	9	11	9	9	9	10	9	12	10	10	11	11	12	11	10	11	12	11	12	13	14	14	15	15	16	16	16	15	17	15	17	18	0	1	1	1	2	2	2	3	1	3	20	5	6	7	8	9	29	6	11	3	11	5	13	13	38	14	16	16	9	10	14	18	18	11	20	22	23	6	26	54	29	18	34	38	57	26	30	33	20	37	39	54	65	26	24	45	26	45	26	72	49	40	40	52	40	40	20	28	32	37	58	47	65	54	66	35	69	72	73	73	72	66	76	72	80	75	67	75	76	76	85	86	67	85	77	82	69	93	96	95	105	103	89	103	97	98	101	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	2	2	2	1	1	1	1	1	2	2	1	2	1	2	1	1	2	1	2	1	1	1	2	1	1	1	3	1	1	1	2	1	1	1	5	2	2	2	2	2	1	2	2	2	2	1	1	1	3	2	2	1	1	1	1	3	2	1	1	1	1	2	2	4	6	2	1	2	1	1	3	1	1	2	2
4500	-577.287605952364174	-575.469640108585736	-1.817965843778447	0.000012583409782	0.000023691017745	1.882718448731831	0.731644383922240	0	1	1	1	2	2	2	2	1	3	3	4	3	3	3	3	3	4	4	2	4	3	4	4	4	4	5	5	2	5	5	5	5	5	7	5	5	3	5	6	3	6	7	6	6	6	6	6	6	6	7	6	8	5	5	8	5	7	8	8	8	7	8	7	7	7	9	8	8	7	10	7	8	9	9	9	11	9	9	9	10	10	12	10	10	11	11	13	11	9	11	12	13	12	13	14	14	14	15	16	16	15	16	17	15	17	18	0	1	1	1	2	2	2	3	1	3	20	5	6	7	8	9	29	6	11	3	11	5	13	13	38	14	16	16	9	10	14	18	18	20	20	22	23	6	26	54	29	18	20	38	57	26	30	33	20	37	39	54	66	26	24	58	26	45	46	72	49	40	40	40	40	40	34	28	32	50	45	47	65	54	66	35	69	60	73	73	30	66	76	78	80	82	35	75	90	35	85	86	67	85	77	75	77	93	96	97	105	98	93	103	97	102	105	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	2	2	2	1	1	1	1	1	2	4	2	1	2	1	1	3	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	4	2	3	1	3	1	1	2	2	2	2	1	1	1	4	3	1	1	1	1	1	2	2	1	1	1	1	2	2	3	2	1	1	1	1	1	3	1	1	2	2
