step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106
1	-519.903298512385277	-526.758786463344677	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.230144592374101	1	2	1	3	3	4	5	5	6	5	6	5	5	6	7	8	7	7	9	11	8	7	7	8	9	11	9	9	9	11	10	10	11	9	12	10	10	10	11	11	10	10	11	12	10	11	11	13	12	11	12	12	12	11	12	13	13	13	12	12	13	13	13	13	13	13	14	14	13	13	13	14	14	14	14	15	16	18	15	17	15	15	17	16	16	17	17	17	16	16	17	19	17	18	17	19	20	20	21	20	22	21	22	24	25	25	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	2	3	2	2	3	3	4	3	3	4	5	4	3	3	4	4	5	4	4	4	5	5	5	5	4	6	5	5	5	5	5	5	5	5	6	5	5	5	6	6	5	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	7	7	6	6	6	7	7	7	7	7	8	9	7	8	7	7	8	8	8	8	8	8	8	8	8	9	8	9	8	9	10	10	10	10	11	10	11	12	12	12
500	-586.701911920511179	-593.557399871470579	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.443115089161580	0	2	1	2	3	4	6	6	6	5	6	4	6	5	7	8	8	7	9	12	8	7	8	8	8	9	10	10	9	10	9	9	11	8	12	9	8	10	12	11	10	11	10	12	10	11	11	13	12	10	13	12	12	12	11	12	13	14	11	12	13	13	14	13	11	13	13	13	13	14	14	14	13	15	14	16	17	19	15	17	15	13	17	15	17	17	17	16	16	16	16	19	17	18	17	19	20	19	21	21	21	21	22	24	26	24	0	3	1	3	1	4	12	4	6	12	2	4	10	2	5	14	6	10	8	55	13	8	6	4	9	22	21	24	13	15	10	13	31	7	45	22	11	34	28	21	22	30	6	17	17	37	31	23	28	1	31	0	0	43	34	47	31	37	27	45	24	14	47	1	0	0	65	56	55	47	61	44	55	8	82	9	59	0	50	57	68	14	71	39	79	56	51	75	62	42	73	41	45	80	20	86	52	60	82	79	98	94	10	52	101	0	1	1	1	1	1	1	1	2	2	1	3	1	1	2	2	2	2	1	1	1	1	1	2	3	1	1	2	1	2	2	2	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	3	1	4	3	1	1	1	1	1	2	3	1	1	2	3	1	7	1	1	1	1	1	2	1	1	1	4	1	6	2	1	3	2	1	5	1	3	1	4	3	1	1	2	2	3	4	1	2	1	4	2	3	2	1	2	6	10	3	1
1000	-472.484705556604979	-479.340193507564379	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700095867993441	1	2	2	3	3	3	6	5	6	4	5	5	5	7	8	8	7	6	10	11	8	7	7	8	8	11	9	10	9	11	10	10	12	9	12	10	10	10	11	11	10	10	12	13	11	12	11	12	12	11	10	12	13	11	12	14	14	14	11	13	13	14	13	13	13	14	14	14	14	13	13	13	14	15	14	15	15	17	16	17	15	15	17	17	15	17	17	17	16	15	17	20	18	18	16	19	21	20	21	20	21	19	23	21	25	25	0	1	1	1	1	2	12	4	10	5	6	5	4	13	10	9	4	11	4	29	10	10	9	18	14	22	15	16	22	34	17	29	31	16	19	34	21	34	15	29	12	17	18	48	41	39	31	41	37	8	24	0	0	16	31	49	51	40	32	47	47	43	45	36	0	0	13	20	52	54	49	29	27	59	33	65	10	0	85	68	53	61	66	81	44	62	57	85	90	52	81	96	95	76	67	78	86	58	90	55	83	86	49	33	103	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2	2	1	1	1	1	1	1	5	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	3	3	1	1	3	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1	4	2	3	2	1	6	2	1	1
1500	-567.524863461018867	-574.380351411978268	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588691071606202	1	2	2	4	4	5	4	5	3	6	7	6	6	6	8	8	8	6	9	12	9	6	7	8	8	11	10	8	9	11	9	10	12	10	12	10	10	8	12	11	10	11	11	13	9	12	11	13	11	12	12	13	12	11	12	13	12	14	13	13	13	14	14	13	13	13	14	14	14	13	14	14	12	14	15	15	16	19	15	17	14	14	17	15	17	16	16	17	16	16	16	19	17	18	16	19	19	21	22	20	22	21	21	25	26	24	0	1	1	2	2	3	2	7	3	7	5	1	9	9	1	5	2	5	6	29	8	3	8	12	6	45	25	10	11	11	18	15	41	3	47	22	45	23	31	28	11	25	5	35	16	10	29	20	31	19	34	0	0	19	32	51	38	57	3	12	17	55	30	49	0	0	56	33	65	40	70	54	24	50	46	20	59	0	68	61	56	37	75	73	90	44	20	72	75	27	53	72	89	63	56	72	34	82	60	60	82	100	80	33	96	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	4	2	3	1	2	2	2	2	1	1	2	1	1	1	2	1	2	1	1	3	1	2	1	1	2	1	1	2	3	1	1	3	1	1	1	2	1	1	1	2	1	1	2	1	5	3	3	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	1	2	1	2	1	1	1	2	2	1	1	3	2	2	1	1	1	3	3	4	4	3	4	1	2	8	3	1
2000	-546.793841080110269	-553.649329031069669	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.672011113885272	0	2	2	4	3	4	4	4	6	6	6	6	5	6	8	8	8	8	10	11	8	6	7	9	10	10	9	9	9	12	11	10	11	9	12	9	9	11	11	11	10	11	12	13	11	12	11	13	13	12	13	11	12	9	12	12	12	14	12	12	13	13	14	14	12	13	14	15	13	13	13	15	14	15	14	15	16	18	13	18	15	13	18	17	16	18	16	17	15	16	17	19	16	17	16	18	19	17	21	20	23	21	22	24	26	25	0	1	1	3	2	2	2	5	3	7	6	3	3	7	23	10	13	11	23	54	13	8	13	12	23	54	13	18	6	18	16	34	16	16	19	18	21	17	27	22	12	16	40	33	15	41	26	24	10	33	38	0	0	23	33	37	34	47	39	8	36	35	57	51	0	0	30	49	47	33	39	82	13	18	29	67	31	0	10	93	44	65	88	68	44	95	79	55	20	73	58	80	53	81	64	85	76	70	92	63	103	48	52	40	101	0	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	4	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	2	5	4	2	1	2	1	3	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	4	1	5	6	4	2	1
2500	-529.960892799044700	-536.816380750004100	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.627203142372240	1	2	2	3	4	4	5	6	6	6	6	5	4	6	8	8	8	7	10	11	6	7	8	8	9	10	9	9	9	11	10	10	11	6	12	8	10	10	12	10	10	10	11	12	8	12	11	13	12	11	12	12	11	12	12	11	14	14	11	12	14	13	14	13	12	14	14	15	11	12	13	15	14	14	12	15	16	18	14	15	15	16	16	16	15	17	16	15	16	15	17	20	17	17	17	19	19	21	20	19	23	21	22	24	25	26	0	1	1	1	2	2	4	13	3	4	4	4	3	13	4	8	34	8	23	28	5	34	11	6	18	18	16	9	22	25	16	36	28	5	47	7	24	16	42	21	12	29	1	19	2	28	19	15	38	4	45	0	0	41	19	24	60	43	28	20	3	33	46	70	0	0	30	47	41	47	69	30	23	26	50	51	4	0	41	75	48	81	65	61	39	38	37	43	48	46	54	61	81	80	54	77	75	53	100	64	99	89	32	46	93	0	1	1	1	1	1	1	1	1	2	2	1	1	1	1	3	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	1	4	1	2	2	1	1	1	5	2	1	1	1	1	1	1	2	1	1	5	1	1	1	1	1	1	3	1	1	1	2	3	2	1	2	5	1	2	2	1	1	2	1	1	3	2	2	1	2	2	3	1	1	2	2	4	7	1	3	2	2	5	5	3	1
3000	-460.108218944022838	-466.963706894982238	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.518907539183692	1	3	2	4	3	4	6	5	7	6	7	5	5	7	8	8	7	8	9	11	8	8	8	8	10	10	9	8	9	11	11	11	11	9	10	10	9	10	11	12	10	10	11	9	11	11	10	13	12	10	12	12	12	12	12	12	12	13	12	12	12	13	14	13	13	13	15	15	13	12	14	14	13	13	14	15	17	18	15	18	16	13	17	16	16	17	18	15	16	17	16	19	17	18	16	20	21	20	20	19	22	22	21	23	24	25	0	1	1	5	1	3	6	3	4	6	6	5	5	12	10	7	10	13	21	41	5	1	7	7	1	21	17	14	11	11	17	19	7	6	7	17	16	4	50	36	23	14	28	2	36	19	24	45	46	23	11	0	0	43	26	24	25	70	37	30	5	16	52	53	0	0	82	65	38	39	38	36	25	45	54	57	18	0	56	67	54	56	67	64	88	73	91	60	64	68	54	76	37	81	38	87	86	5	75	44	99	79	4	4	99	0	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	3	4	1	1	4	1	1	1	1	1	2	1	3	3	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	3	2	1	1	1	4	3	1	1	1	1	1	1	2	1	3	1	1	1	1	1	2	1	1	2	2	1	1	2	1	2	1	2	2	1	2	2	3	1	3	2	1	6	2	5	1	3	7	8	1	1
3500	-397.641272791782626	-404.496760742742026	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.736174166077089	-1	1	2	4	3	4	5	6	6	5	6	6	5	6	7	8	6	8	9	12	7	7	8	6	8	9	9	10	9	12	10	11	12	9	11	9	11	9	12	11	11	10	10	12	9	9	10	12	11	11	13	13	12	11	13	13	13	13	12	13	14	12	14	11	13	10	14	14	13	13	13	15	14	15	15	16	16	18	16	18	16	14	17	15	17	17	16	18	17	15	16	19	17	18	17	18	21	20	20	19	21	20	22	23	24	25	0	1	1	3	1	3	6	5	5	6	6	4	5	5	10	24	10	10	24	49	4	6	15	4	15	22	10	18	24	32	7	45	42	7	16	8	34	10	32	29	34	24	1	46	9	9	16	34	1	25	7	0	0	36	44	43	37	37	38	43	29	66	64	38	0	0	35	53	54	10	27	44	16	47	37	53	39	0	61	52	75	49	55	58	72	90	70	84	90	47	57	86	75	79	74	89	88	49	88	49	52	75	90	97	80	0	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	1	2	1	1	1	3	1	1	2	1	1	1	2	1	1	1	2	5	1	2	2	2	1	6	1	4	1	1	2	1	2	1	1	1	1	4	1	1	1	1	1	1	1	1	4	1	1	2	2	2	2	2	1	1	2	1	2	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	4	1	2	2	2	3	1	2	1
4000	-486.803034426224770	-493.658522377184170	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.696374319948143	0	3	2	4	3	4	5	4	5	5	6	5	5	6	7	9	7	7	10	11	8	7	6	9	9	12	9	9	10	11	10	8	10	8	11	10	9	11	11	11	11	8	9	12	10	9	12	13	13	12	9	11	12	11	12	13	13	13	12	11	14	14	13	13	13	11	14	12	11	13	13	13	14	13	14	15	17	19	15	18	15	15	18	15	14	18	17	16	16	16	16	18	17	18	16	19	20	21	21	21	22	22	21	24	26	25	0	1	1	5	3	3	5	3	4	2	8	8	5	3	1	2	3	23	11	24	23	8	4	18	21	19	22	15	23	33	21	7	6	7	23	17	21	22	46	28	24	22	4	33	51	17	29	27	26	36	17	0	0	27	60	40	51	35	52	10	6	20	69	44	0	0	69	19	15	53	20	69	31	33	47	57	59	0	45	89	60	56	81	85	38	76	52	65	58	72	63	95	26	90	48	81	95	24	77	42	78	97	6	103	104	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	3	2	2	1	1	2	1	1	1	1	2	1	1	1	1	3	1	2	1	1	1	1	1	1	2	1	1	3	3	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	3	1	2	1	1	1	2	1	1	2	3	1	2	2	3	1	2	1	1	2	2	10	2	8	1	1	8	2	1	1
4500	-405.793069739681528	-412.648557690640928	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.513751372087660	0	3	2	4	3	4	5	4	6	6	7	6	6	7	7	8	7	7	9	11	8	7	7	8	9	11	8	10	9	12	10	9	11	9	13	10	10	10	11	11	10	9	11	13	11	11	11	14	13	10	11	12	12	10	13	14	12	13	12	13	12	12	13	13	12	13	14	13	13	14	13	13	13	13	14	15	15	18	14	17	15	16	18	16	15	18	17	16	15	16	16	19	17	18	15	20	20	19	20	20	22	21	21	25	24	26	0	3	1	3	3	3	8	3	6	6	5	8	1	5	6	12	4	9	3	38	18	7	5	10	18	29	15	17	11	19	15	11	34	17	43	27	17	24	16	21	21	9	8	53	7	42	9	19	20	24	8	0	0	24	33	57	33	33	28	54	17	50	26	26	0	0	26	15	47	31	27	51	23	4	54	74	8	0	38	56	64	16	40	38	55	73	76	35	46	95	79	87	95	63	35	83	87	8	70	8	87	99	64	43	101	0	1	1	1	1	1	2	1	1	1	1	2	1	3	2	2	1	2	1	3	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	1	2	3	1	2	2	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	2	2	1	1	2	1	3	2	1	1	3	1	2	2	1	4	3	5	1	2	1	1	2	1	1	1	1	3	1	1	1	5	3	7	2	1	3	11	1	1
