step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24
18500	-149.842485725317090	-156.697973676276462	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.514385493680388	3	4	5	6	7	7	7	6	6	7	8	8	8	9	10	7	10	10	12	14	13	14	24	27	0	1	2	2	1	1	8	3	1	4	10	4	8	2	6	1	16	9	13	3	8	18	0	23	1	1	1	1	2	2	1	1	2	1	1	1	1	2	2	2	2	2	2	4	3	2	1	1
19000	-141.922087491733947	-148.777575442693319	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.651723436687557	3	4	5	5	7	7	7	6	6	6	8	7	8	9	9	8	9	11	12	12	14	14	24	26	0	1	2	2	1	1	8	2	1	4	10	4	8	2	6	1	16	9	13	3	19	18	0	23	1	1	1	1	2	2	1	1	2	1	1	1	1	2	1	2	1	2	3	2	1	2	1	1
19500	-155.482474919939961	-162.337962870899332	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.689900843939879	2	4	5	5	7	5	8	6	7	8	6	7	8	9	10	7	8	10	12	11	13	13	25	26	0	1	2	2	1	1	8	2	1	11	4	4	8	2	6	1	16	9	13	3	19	9	0	23	1	1	1	1	2	2	1	1	2	1	1	1	2	2	2	2	1	2	2	2	1	3	1	1
20000	-150.912834878573676	-157.768322829533048	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.732114460266277	2	4	5	5	8	6	7	6	6	6	8	8	8	10	10	8	10	10	12	13	14	15	24	28	0	1	2	2	1	1	8	2	1	4	10	10	8	16	6	1	16	9	13	3	19	18	0	23	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	4	1	2	1	2
20500	-159.948384482521845	-166.803872433481217	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.709998096675483	3	4	5	5	6	6	8	5	7	7	7	7	7	8	10	7	10	11	13	11	12	15	24	26	0	1	2	2	1	1	13	2	5	4	4	4	8	2	1	6	16	9	15	3	8	18	0	23	1	1	1	1	2	2	1	1	1	1	1	1	1	2	4	1	2	1	1	2	4	2	1	1
21000	-142.898765745887573	-149.754253696846945	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.629077695381329	3	4	5	5	7	6	8	6	6	7	7	6	8	9	10	7	9	10	12	12	14	16	23	26	0	1	2	2	1	1	8	2	1	4	4	4	8	2	6	6	16	9	13	3	13	18	0	23	1	1	1	1	2	2	1	1	2	1	1	1	1	2	2	1	1	2	2	3	4	2	1	2
21500	-161.411324286924639	-168.266812237884011	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.689388369442449	3	4	5	6	8	6	8	5	6	5	8	8	7	10	9	8	10	10	11	11	12	16	24	27	0	1	2	10	1	1	8	2	1	2	10	10	8	2	6	6	16	9	13	3	8	18	0	23	1	1	1	1	3	1	2	1	1	1	2	2	1	3	2	1	1	2	2	3	4	2	1	2
22000	-150.632953611230846	-157.488441562190218	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.547482267038107	2	4	5	6	7	6	7	6	4	5	7	7	8	9	10	7	8	9	12	14	14	14	24	28	0	1	2	10	1	1	8	2	1	2	10	10	8	2	6	1	16	9	13	3	13	18	0	23	1	1	1	1	3	2	1	1	1	1	1	1	2	2	2	2	1	2	2	4	3	2	1	2
22500	-166.555591185878228	-173.411079136837600	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.647088782714920	2	3	5	5	6	6	7	6	5	8	7	7	7	9	11	7	6	10	12	12	14	15	24	28	0	1	2	2	1	9	8	2	1	3	4	9	8	2	6	17	1	9	13	3	19	15	0	23	1	1	1	1	1	1	1	2	2	2	1	1	1	4	3	1	2	3	3	4	1	2	1	2
23000	-167.572736547526489	-174.428224498485861	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.589148922621006	2	4	5	5	8	5	8	6	6	7	7	6	7	8	11	8	10	10	12	13	12	15	25	27	0	1	2	2	1	1	13	2	1	4	4	4	8	2	1	6	9	9	13	3	13	17	0	23	1	1	1	1	2	1	1	2	1	1	1	1	1	2	4	2	2	2	3	3	2	3	1	1
23500	-148.843749808452174	-155.699237759411545	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.751164885178524	3	4	5	5	7	5	8	6	6	6	8	6	8	9	9	7	9	10	12	12	14	14	24	27	0	1	2	2	1	1	8	2	1	4	4	4	8	10	16	1	16	9	13	3	19	18	0	23	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	3	1	2	2	2	1	2	1	2
24000	-161.802676880464276	-168.658164831423647	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.490897137823388	3	4	5	5	8	6	8	6	4	7	8	8	7	9	10	7	10	10	13	11	13	16	24	27	0	1	2	2	1	9	8	2	1	4	4	4	8	2	6	9	16	9	13	3	13	9	0	23	1	1	1	1	2	1	1	1	1	1	2	2	1	2	2	2	1	2	2	3	3	5	1	2
24500	-149.697208510918699	-156.552696461878071	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.508883636499473	2	3	5	5	7	6	7	6	7	6	7	8	7	8	11	7	9	9	11	13	14	16	24	27	0	1	2	2	1	1	8	2	1	4	4	4	8	2	6	1	16	9	13	3	13	18	0	23	1	1	1	1	2	2	1	2	2	1	1	1	1	3	2	2	1	1	2	4	4	4	1	2
25000	-152.448556883331975	-159.304044834291346	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.553363822801996	3	4	5	5	7	7	7	6	6	7	7	6	8	9	10	9	10	9	12	13	15	15	24	28	0	1	2	2	1	1	8	2	1	4	12	4	8	10	6	5	16	1	13	3	13	18	0	23	1	1	1	1	2	3	1	1	1	1	1	1	1	2	1	1	1	3	2	4	3	3	1	2
25500	-152.522334758390315	-159.377822709349687	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.698377171313037	3	4	5	5	7	5	7	6	6	8	7	8	8	10	9	7	9	11	13	10	14	15	25	26	0	1	2	2	1	1	8	2	1	4	4	4	8	2	6	1	16	1	13	3	13	18	0	23	1	1	1	1	2	1	1	1	1	2	1	2	1	3	2	2	1	4	3	2	3	2	1	1
26000	-155.004412424281384	-161.859900375240755	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.481138117004498	3	4	5	5	7	5	8	6	7	8	7	8	7	7	10	7	9	11	13	14	15	16	22	26	0	1	2	2	1	1	8	2	1	4	4	4	8	2	6	1	1	9	13	3	19	18	0	23	1	1	1	1	2	1	1	1	2	2	1	1	1	2	3	2	3	2	2	5	1	2	1	2
26500	-157.414073006664921	-164.269560957624293	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.545691065526061	3	4	5	6	8	6	7	5	7	7	8	7	8	8	9	9	8	10	12	12	15	15	23	26	0	1	2	2	6	1	8	2	1	4	10	4	7	2	6	6	1	9	13	3	13	18	0	23	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1	2	2	1	3	3	2	1	1
27000	-149.493135799201752	-156.348623750161124	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.576017525589684	3	4	5	5	6	6	8	6	6	7	7	8	8	9	10	8	9	9	12	13	12	16	24	28	0	1	2	2	1	1	8	2	1	4	4	4	8	12	6	1	16	9	13	3	13	18	0	23	1	1	1	1	2	1	1	1	3	1	1	2	2	1	2	2	1	2	2	4	2	4	1	2
27500	-152.614809385111670	-159.470297336071042	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.594786881946456	3	4	5	5	7	6	7	5	6	7	7	6	7	8	10	6	10	10	12	12	15	15	25	27	0	1	2	2	6	1	8	2	1	4	4	4	8	2	6	1	16	9	13	3	13	18	0	23	1	1	1	1	1	2	2	1	2	2	1	1	1	2	2	2	2	2	2	3	2	2	1	1
28000	-160.570046948569058	-167.425534899528429	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.630322851837070	2	3	4	5	7	5	8	7	7	8	7	7	8	8	10	7	9	10	12	10	12	15	22	27	0	1	2	2	6	1	8	2	1	4	4	4	8	2	6	1	16	9	13	3	13	9	0	23	1	1	1	1	2	2	1	2	2	2	1	1	1	2	2	2	1	2	3	2	2	4	1	2
28500	-159.510638269087593	-166.366126220046965	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.538126833752561	3	4	5	5	7	7	7	6	5	7	8	7	7	9	9	9	8	10	11	13	15	16	24	27	0	1	2	2	1	1	8	2	1	4	4	4	8	2	9	1	1	9	13	3	13	18	0	23	1	1	1	1	2	2	1	1	1	1	2	1	1	2	2	2	3	2	1	3	2	4	1	2
29000	-140.956735638310391	-147.812223589269763	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.602898090572102	3	4	5	5	7	6	7	6	6	8	7	7	7	10	10	8	9	10	12	12	13	15	23	26	0	1	2	2	1	1	8	2	1	4	4	4	8	10	6	1	16	9	13	3	19	18	0	23	1	1	1	1	2	1	1	1	2	2	1	1	1	1	3	2	1	2	3	4	1	2	1	1
29500	-152.024933888945128	-158.880421839904500	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606607819242381	3	4	5	5	7	5	7	6	6	7	8	7	8	10	10	8	9	10	11	13	14	14	24	27	0	1	2	2	1	1	8	2	1	4	4	4	8	10	6	6	9	9	13	3	13	18	0	23	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	2	2	2	2	5	3	2	1	2
30000	-151.552310925355954	-158.407798876315326	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675121451470327	3	4	5	5	8	6	8	5	6	7	7	7	8	8	9	8	9	10	12	14	14	14	23	27	0	1	2	2	1	1	8	2	1	4	4	4	8	4	6	9	16	9	13	3	13	18	0	23	1	1	1	1	2	2	2	1	2	1	1	1	1	1	2	1	1	2	3	5	3	1	1	2
30500	-156.214967998021450	-163.070455948980822	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.659489610968387	3	4	5	5	8	6	7	6	6	7	8	8	8	6	10	8	10	10	12	13	15	14	25	27	0	1	2	2	2	1	8	2	1	4	4	4	8	2	6	1	16	9	13	3	13	9	0	23	1	1	1	1	2	2	1	1	1	2	2	1	1	1	2	3	1	2	2	3	3	5	1	1
31000	-159.934087251512381	-166.789575202471752	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.743849859620899	3	4	5	6	7	6	8	5	5	5	8	8	7	10	10	6	9	10	11	13	15	15	25	27	0	1	2	10	1	1	8	2	1	2	10	10	8	12	5	1	16	9	13	3	19	15	0	23	1	1	1	1	2	2	2	1	1	1	1	2	2	1	2	1	2	2	2	3	2	2	1	2
