step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105
1	-12847.973724974781362	-12854.829212925740649	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.982733497086987	0	4	5	8	10	12	12	14	16	16	19	20	20	19	21	21	21	22	22	22	24	24	25	25	26	26	27	26	27	27	28	31	29	30	30	32	32	31	33	31	32	32	33	33	33	32	32	34	34	34	33	35	37	35	35	35	34	36	36	36	36	37	37	37	38	39	37	37	38	37	37	37	37	38	38	39	38	39	40	40	39	40	42	40	42	41	42	41	41	42	42	41	41	42	43	43	42	44	44	44	45	46	46	46	46	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	5	6	6	7	8	8	10	10	10	10	11	11	11	11	11	11	12	12	13	13	13	13	14	13	14	14	14	16	15	15	15	16	16	16	17	16	16	16	17	17	17	16	16	17	17	17	17	18	19	18	18	18	17	18	18	18	18	19	19	19	19	20	19	19	19	19	19	19	19	19	19	20	19	20	20	20	20	20	21	20	21	21	21	21	21	21	21	21	21	21	22	22	21	22	22	22	23	23	23	23	23
500	-2341.993096781358418	-2348.848584732317704	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.147896018318379	1	5	4	8	10	11	11	14	14	16	17	18	20	18	21	19	18	22	20	19	21	22	25	22	23	26	27	25	24	27	25	32	26	31	31	31	31	32	33	30	32	31	33	33	34	33	31	35	34	34	34	35	38	36	36	36	34	37	37	35	36	37	38	37	38	40	38	37	39	38	38	38	38	38	39	40	39	40	41	40	40	41	43	40	43	41	43	41	41	42	43	42	42	43	44	43	43	45	45	45	46	47	47	47	47	0	1	1	3	2	4	0	4	5	8	6	10	10	11	6	0	0	12	11	4	6	16	18	21	21	11	0	25	25	21	0	5	25	4	21	15	33	21	11	15	21	33	31	20	17	33	19	17	21	21	31	4	9	28	11	25	21	21	21	15	29	11	20	25	2	21	21	20	21	9	17	21	6	21	33	21	20	21	15	21	24	21	19	24	33	21	21	11	21	24	25	29	24	20	21	11	21	17	25	25	17	21	21	29	34	1	2	2	3	2	2	1	3	3	2	3	1	2	1	3	1	1	3	2	6	4	2	2	1	1	5	1	1	1	3	1	15	2	13	5	6	3	6	9	5	10	2	5	9	16	4	4	16	12	12	6	14	17	4	13	12	11	10	12	6	11	11	12	12	24	13	14	9	15	16	19	15	18	16	12	19	16	18	13	16	18	14	15	15	13	17	19	14	18	19	17	13	20	13	18	15	15	24	15	18	25	19	19	15	13
1000	-1601.590069695727607	-1608.445557646686893	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.135641200077544	1	3	5	8	10	12	13	14	16	15	19	20	20	17	18	20	18	23	22	19	21	24	26	26	26	27	26	23	28	24	25	31	26	30	31	33	29	32	33	31	32	29	34	31	34	29	33	35	35	35	34	36	37	35	35	36	33	36	37	37	36	37	38	36	39	40	38	38	39	37	38	38	38	38	39	40	36	40	39	40	40	40	42	41	43	42	43	42	42	43	43	42	42	42	44	43	43	45	44	45	46	47	46	46	47	0	1	2	3	3	4	0	4	4	4	9	4	5	5	9	0	0	10	15	15	17	16	10	28	28	15	0	21	28	28	0	9	30	28	31	20	33	35	19	9	30	33	38	20	30	33	20	17	21	34	31	20	26	46	20	17	31	42	33	9	37	15	20	37	21	37	38	19	30	28	30	30	15	21	41	30	8	21	36	33	42	42	12	37	46	30	33	19	37	30	28	42	21	12	46	20	30	17	34	42	28	33	28	42	37	1	1	1	2	2	2	1	3	4	3	2	8	4	2	1	1	1	4	2	1	2	2	5	1	1	4	1	1	3	1	1	10	1	3	2	7	3	1	5	9	6	1	1	5	10	2	7	15	10	4	5	12	6	2	9	14	7	4	7	10	6	9	9	5	16	9	2	10	13	10	14	9	12	12	6	15	18	18	3	7	8	6	13	10	9	13	13	11	12	16	15	8	20	15	14	14	10	23	8	9	18	18	13	11	16
1500	-1020.274494637579096	-1027.129982588538496	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.195449602077920	0	5	6	9	11	12	12	15	17	16	20	19	19	18	20	21	20	22	20	22	22	24	26	25	23	26	27	26	27	24	28	30	26	30	30	32	29	32	33	31	32	31	33	33	33	29	30	35	35	34	34	36	38	35	34	36	35	36	36	36	36	36	37	36	39	40	36	36	38	38	37	38	37	38	38	40	38	40	40	38	40	41	43	41	42	40	43	41	42	43	43	40	42	42	44	43	43	45	44	44	45	47	47	46	47	0	1	1	3	2	2	0	3	6	3	3	5	8	8	4	0	0	13	6	6	17	16	18	21	21	20	0	25	25	25	0	20	30	28	31	11	33	35	19	19	37	46	35	26	37	33	19	46	33	41	35	11	62	46	15	34	31	41	37	11	46	32	52	48	30	56	38	11	46	50	30	45	32	64	61	33	5	30	15	61	61	61	11	54	46	33	33	11	59	30	37	80	30	15	42	19	46	30	61	42	37	37	37	100	42	1	2	3	2	4	4	1	5	2	5	8	4	2	1	5	1	1	2	5	3	1	2	2	1	1	2	1	1	2	1	1	4	1	2	1	8	2	2	6	4	1	2	2	3	2	2	5	3	7	1	2	7	1	3	6	4	4	2	3	8	3	3	1	1	13	3	2	8	6	2	7	2	3	1	1	7	18	13	8	1	3	3	13	4	5	9	12	11	3	12	11	1	16	12	9	14	8	17	4	8	10	14	8	1	13
2000	-849.572540171646438	-856.428028122605838	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.303227348211463	1	3	5	7	11	11	12	15	16	17	19	20	20	20	20	21	20	23	21	22	23	25	25	25	24	27	28	26	28	25	27	31	27	29	30	32	30	31	33	31	30	32	33	33	33	32	32	35	35	33	33	35	37	34	35	36	35	36	36	37	36	35	37	38	39	39	36	36	39	35	37	37	36	38	38	38	39	39	41	37	39	41	42	40	41	42	42	42	41	43	42	39	41	42	43	44	42	44	45	45	45	45	46	47	47	0	1	2	3	1	4	0	4	8	8	5	10	10	11	11	0	0	13	8	5	17	16	18	21	21	15	0	25	25	25	0	11	30	28	31	26	33	35	20	11	33	37	38	20	42	41	5	45	42	41	38	19	62	41	39	41	51	42	46	44	37	39	55	49	33	41	35	26	80	41	49	49	40	48	41	72	20	37	20	54	49	61	20	59	72	72	41	20	61	33	41	80	30	62	78	40	49	41	86	61	76	41	54	101	41	1	1	1	1	7	2	1	3	1	1	4	2	2	1	1	1	1	2	3	5	1	3	1	1	1	4	1	1	2	1	1	5	1	2	2	4	2	1	5	6	3	2	2	6	1	1	10	1	2	2	2	5	2	3	2	3	2	2	1	2	3	1	1	2	9	5	3	6	1	3	1	1	2	2	4	1	11	7	12	1	3	2	9	2	2	2	8	11	3	11	8	1	10	4	2	7	4	13	2	4	4	13	5	1	12
2500	-704.385909380510952	-711.241397331470353	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.380437904343533	0	3	5	8	7	13	11	14	15	16	19	20	20	18	21	21	20	22	22	22	24	24	25	25	25	24	27	26	27	27	29	31	29	30	30	32	30	32	33	32	32	33	33	34	32	32	31	34	34	34	33	36	37	35	34	35	34	36	36	36	37	37	38	38	39	39	37	36	38	37	37	37	37	38	37	38	39	40	41	37	36	41	42	40	42	42	41	41	42	41	42	42	41	42	43	41	42	45	44	44	45	47	47	43	46	0	1	2	5	3	4	0	2	6	4	14	6	6	9	11	0	0	8	11	15	17	16	13	17	21	20	0	25	25	25	0	6	30	25	31	26	33	35	20	26	37	41	35	47	37	37	20	37	37	41	35	26	40	37	26	50	35	42	54	40	54	68	36	48	61	56	38	40	80	56	49	48	55	49	81	42	26	37	40	54	49	75	39	58	58	72	65	26	75	37	78	54	48	62	93	53	80	81	85	58	93	97	99	86	97	1	2	2	1	1	3	1	5	1	4	1	3	3	2	1	1	1	4	2	1	2	2	3	3	1	1	1	1	2	1	1	9	1	3	1	5	1	2	6	4	1	1	1	2	1	1	4	2	2	1	2	8	2	3	6	1	2	2	1	2	1	1	2	2	1	2	3	3	1	1	2	2	2	2	1	2	9	6	5	1	1	3	5	2	3	3	1	11	3	7	2	3	4	3	1	2	2	7	1	5	3	4	2	1	3
3000	-684.983698062683516	-691.839186013642916	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.547440821058971	0	5	3	8	10	12	11	14	16	16	19	20	21	20	21	21	19	22	23	22	22	25	25	25	25	26	28	26	27	28	27	30	30	29	29	32	31	32	34	32	33	33	33	32	33	32	30	34	32	35	34	35	38	34	33	34	34	35	37	35	35	38	37	38	39	39	38	37	37	37	36	37	37	39	39	39	39	38	41	41	37	37	43	41	42	41	42	40	41	42	42	39	40	41	43	44	42	45	44	44	45	45	47	47	45	0	1	1	2	2	4	0	4	8	8	5	6	10	11	8	0	0	12	11	8	17	16	18	17	21	20	0	25	25	24	0	26	30	28	31	26	33	35	32	26	37	37	35	26	37	37	11	42	37	41	35	26	68	46	20	41	35	42	61	32	49	52	32	48	81	70	38	52	54	56	58	49	47	64	82	58	47	49	39	46	49	61	79	54	70	72	65	20	82	81	89	46	76	62	80	68	80	89	58	93	93	84	76	100	84	1	3	2	2	3	1	1	3	1	1	5	3	2	1	4	1	1	1	2	3	1	2	2	4	1	2	1	1	2	2	1	2	1	2	1	3	1	2	3	3	1	2	2	3	1	1	5	1	1	1	2	4	1	1	5	1	3	1	1	2	2	2	3	2	1	1	2	2	2	2	1	3	3	1	2	2	7	3	5	4	2	1	1	3	2	2	2	10	2	3	1	3	1	2	1	3	1	2	4	2	3	2	4	2	2
3500	-580.694047586942133	-587.549535537901534	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624601664979815	1	4	2	8	10	13	12	14	15	16	19	20	21	20	21	21	21	22	23	22	23	24	25	25	24	27	28	26	28	27	28	32	29	30	29	30	31	31	31	29	32	33	34	33	32	33	32	34	32	34	34	35	38	35	36	33	34	37	37	37	36	37	36	37	38	40	37	37	38	37	36	37	38	39	39	39	38	39	41	41	40	38	42	41	43	41	41	41	41	42	42	41	42	42	43	43	42	45	43	44	46	44	45	47	46	0	3	1	2	4	5	0	4	6	8	8	10	10	11	11	0	0	12	11	11	17	16	18	21	17	20	0	25	28	28	0	20	25	28	31	40	33	35	36	26	37	49	31	36	37	37	15	33	33	56	35	39	68	46	20	41	38	42	46	52	49	32	36	48	72	70	57	52	59	56	49	42	63	64	82	72	47	49	68	69	82	72	62	69	86	76	65	53	82	81	75	69	61	77	93	77	92	89	86	93	100	97	99	103	97	1	2	1	2	1	2	1	2	1	1	2	2	2	1	1	1	1	1	3	1	1	2	2	1	2	3	1	1	1	1	1	5	2	2	1	1	1	1	1	1	1	1	3	1	1	1	5	2	2	1	2	2	1	1	7	1	2	2	2	1	2	2	2	1	1	2	2	1	1	2	2	2	1	1	1	1	4	3	2	1	1	1	2	2	2	2	2	2	2	1	2	2	3	2	1	2	1	3	1	1	1	1	1	1	2
4000	-589.937741462324311	-596.793229413283711	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.726765480711719	0	4	6	8	10	13	11	14	16	16	19	18	19	18	21	21	21	21	23	23	24	24	25	25	26	26	27	25	28	28	28	31	30	29	30	32	31	31	34	30	33	32	34	34	33	32	33	34	34	33	33	35	36	35	34	35	32	36	36	35	34	38	36	36	37	39	36	37	39	37	38	37	37	38	38	38	37	39	41	39	39	40	42	38	42	40	42	41	41	43	40	42	42	41	41	43	42	44	44	44	44	45	45	46	46	0	1	2	2	4	5	0	4	6	8	6	10	10	8	6	0	0	12	15	15	17	16	18	21	28	20	0	21	25	28	0	40	30	28	31	40	33	35	36	11	37	37	38	32	37	37	20	46	37	37	38	39	52	49	36	50	35	42	61	47	37	77	55	48	49	70	51	53	54	56	61	61	44	64	58	42	53	49	68	54	75	75	77	49	72	71	78	68	75	87	75	80	86	77	72	88	80	78	86	86	95	92	86	103	102	1	2	1	2	1	2	1	3	2	1	4	1	2	2	3	1	1	2	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	4	1	1	2	1	1	1	4	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	2	1	2	2	2	2	1	2	1	2	1	2	2	2	1	1	2	2	2	1	2	2	2	1	1	2	2	3	2	1	2	3	2	1	2	1	2	1	1
4500	-592.361291339562058	-599.216779290521458	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.571466594590723	1	3	5	9	10	13	12	13	16	17	18	21	20	20	20	21	22	23	22	23	24	25	24	26	25	26	27	26	27	27	28	31	30	29	31	32	31	32	32	31	32	33	34	33	33	33	30	34	35	33	34	35	35	35	34	35	35	35	36	36	35	37	36	37	36	40	37	37	38	37	37	37	37	39	37	38	38	40	40	41	39	40	41	38	43	41	42	40	41	43	42	41	40	43	43	42	43	43	44	44	46	46	45	47	47	0	1	2	3	4	5	0	4	8	6	9	10	8	11	11	0	0	10	15	19	17	16	13	21	21	20	0	25	25	28	0	26	34	28	31	47	34	35	32	20	33	37	38	32	37	41	26	42	33	41	38	39	47	46	26	50	38	42	49	36	46	53	55	48	42	70	35	53	54	50	61	58	40	48	61	58	53	65	68	54	75	75	77	46	93	58	65	68	75	65	81	84	42	68	72	79	80	89	86	93	93	97	85	101	102	1	1	1	2	1	2	1	2	1	2	1	2	4	1	1	1	1	3	1	1	1	2	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	1	1	4	2	1	2	1	1	1	2	1	2	1	1	2	2	1	4	1	1	1	1	3	1	1	1	1	1	2	2	1	1	2	1	2	3	2	1	2	2	2	2	3	2	2	2	2	1	3	2	2	2	3	1	2	3	4	3	1	1	1	2	2	2	2	2	1	1
