step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72
11000	-413.991083508943859	-420.846571459903259	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.671868476729632	1	3	5	5	4	4	5	6	4	7	7	6	9	6	9	8	5	7	9	8	10	10	10	9	10	10	9	10	13	12	13	10	12	13	14	13	12	13	16	15	16	14	15	15	14	14	15	15	16	16	17	17	14	18	17	18	18	19	18	18	19	19	18	20	18	20	20	24	24	24	22	27	0	1	1	9	1	1	1	3	2	17	17	6	14	6	11	17	6	6	18	7	11	17	11	18	7	7	20	27	27	18	26	24	22	21	0	24	32	32	23	32	0	36	36	36	32	15	36	31	38	38	41	53	30	47	43	44	40	49	45	34	53	53	39	58	44	63	42	49	0	71	56	69	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	2	1	2	2	1	1	2	2	1	1	1	1	1	3	2	2	3	3	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	2	1	2	2	1	2	3	1	1	1	2	2	3	1	1	2	1
11500	-399.301146577528868	-406.156634528488269	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619509431825001	0	2	4	4	4	4	5	6	6	6	7	6	8	8	9	7	8	7	9	9	9	9	10	10	9	11	10	11	12	12	14	12	13	13	13	14	14	12	13	16	16	15	15	15	15	15	16	16	16	15	17	16	15	18	18	17	18	18	16	18	18	18	17	19	18	20	21	24	23	24	23	28	0	1	1	2	1	1	5	6	4	7	7	3	10	3	11	8	10	3	11	18	11	12	10	15	3	22	7	20	20	21	26	24	25	21	0	30	38	24	6	38	0	21	36	30	38	30	39	22	32	32	41	15	34	47	15	52	49	38	32	36	53	53	39	32	56	63	55	50	0	71	65	69	1	1	2	1	2	2	1	2	1	1	1	2	1	2	1	1	1	2	1	2	1	1	2	1	3	1	2	1	2	1	2	1	3	2	1	1	2	1	4	3	1	3	1	2	2	1	2	3	2	3	1	3	1	1	3	1	1	2	2	2	2	2	2	2	1	2	1	4	1	1	3	3
12000	-434.243035573868838	-441.098523524828238	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561152182733167	1	2	5	4	4	4	5	4	7	7	7	6	7	7	8	6	8	8	8	8	10	8	9	9	10	11	8	11	11	12	14	12	11	13	13	13	14	13	15	15	14	14	15	16	15	14	17	15	17	15	16	17	15	18	17	18	18	17	18	17	20	18	17	19	18	20	21	21	24	23	22	27	0	1	6	2	1	1	5	1	2	6	6	5	3	7	11	6	10	1	11	7	11	1	16	6	27	22	7	27	22	11	26	24	25	17	0	15	32	24	34	38	0	15	21	30	38	21	39	1	40	38	41	46	42	20	43	44	49	32	49	46	21	53	39	49	44	63	46	58	0	71	65	69	1	1	1	1	1	3	1	2	3	1	2	1	1	1	1	1	1	3	1	3	2	3	2	2	1	2	2	2	1	3	2	2	1	2	1	2	2	1	1	1	1	3	1	1	2	2	1	6	1	1	1	2	1	5	1	1	1	2	1	3	5	2	1	1	2	2	2	2	1	1	3	3
12500	-414.335240181623192	-421.190728132582592	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.627542445037261	1	2	4	3	3	4	5	6	6	6	8	7	8	8	9	8	7	8	9	9	9	9	10	9	10	10	11	12	12	12	12	12	13	12	14	13	14	14	17	15	16	14	15	16	16	14	16	16	16	16	17	17	14	19	18	18	18	18	19	17	20	16	17	17	16	19	20	23	24	24	23	28	0	1	1	2	1	1	3	3	4	6	17	3	7	5	11	3	6	8	16	7	11	13	17	17	14	8	14	27	13	15	17	24	25	11	0	15	32	34	17	38	0	15	36	43	38	30	24	31	40	38	41	46	24	63	36	44	45	40	50	53	58	53	47	45	42	63	34	58	0	71	65	69	1	1	2	1	1	2	1	1	2	1	1	1	2	3	1	2	2	1	1	3	1	1	1	2	2	2	2	1	1	1	2	2	2	2	1	2	1	1	4	1	1	2	1	1	1	1	3	2	1	2	1	1	3	1	3	1	1	2	1	1	1	1	1	1	1	1	4	2	1	1	4	2
13000	-399.481564497360182	-406.337052448319582	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560380139188092	1	2	5	5	3	5	6	5	7	3	7	6	8	7	8	9	5	8	9	7	9	9	10	10	10	11	10	11	13	12	13	12	12	13	13	14	13	13	14	15	16	16	15	16	16	15	14	17	15	17	17	17	14	18	17	16	19	19	19	19	17	19	17	20	19	20	22	23	23	24	22	27	0	1	1	2	1	10	8	1	4	1	6	6	7	7	11	6	10	12	15	7	11	12	6	21	20	22	20	27	27	11	22	24	7	21	0	34	32	32	18	38	0	30	34	30	32	53	16	26	37	45	41	46	15	63	43	43	40	38	50	30	53	61	39	50	44	63	42	57	0	71	65	69	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	3	2	1	1	1	1	2	1	1	2	2	2	2	1	2	3	1	1	1	1	2	1	1	1	3	2	1	3	1	1	1	2	2	2	3	2	1	1	2	3
13500	-400.343535218198724	-407.199023169158124	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.676859031473062	2	3	4	5	5	4	6	6	7	6	7	7	8	8	8	8	8	7	9	8	10	8	10	10	9	11	11	12	12	11	12	12	11	13	12	13	14	13	16	16	15	14	15	15	15	15	15	16	16	16	16	16	15	18	17	17	17	17	17	18	20	17	18	19	19	21	20	22	25	24	23	28	0	1	1	2	1	1	3	3	4	6	6	8	7	7	10	3	6	10	11	7	15	8	10	19	17	22	13	20	11	20	17	24	20	23	0	30	32	32	47	32	0	30	36	21	38	34	17	26	32	32	41	53	36	47	43	44	38	32	38	44	53	53	47	45	46	63	46	57	0	71	65	69	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	1	2	1	1	2	1	2	3	2	2	1	1	1	1	2	1	1	1	2	1	2	1	3	2	1	5	2	2	2	1	1	1	2	2	1	2	3	2	2	2	1	1	1	2	2	2	2	1	1	2	2
14000	-361.023152369415413	-367.878640320374814	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.782743579859945	1	3	4	5	3	4	5	6	7	6	7	7	8	7	9	8	8	7	9	8	8	9	10	10	11	11	9	11	10	12	13	13	13	13	14	12	14	14	16	15	15	15	15	15	15	13	15	16	16	16	16	17	15	18	17	16	18	17	18	18	20	18	18	18	19	20	22	24	23	23	21	27	0	1	1	2	1	1	1	3	4	3	6	8	7	7	11	10	10	7	11	7	11	8	16	19	27	20	20	27	13	11	22	24	20	36	0	15	32	32	47	38	0	30	46	36	32	30	20	26	32	38	41	53	30	47	43	46	49	50	49	42	53	53	39	45	44	63	52	40	0	65	65	69	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	3	2	2	1	1	1	2	1	2	2	1	1	1	1	2	2	1	1	2	2	2	3	1	2	1	2
14500	-397.003160998617602	-403.858648949577002	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.703469081326198	1	3	4	4	4	4	6	6	6	6	8	7	9	8	9	7	7	7	9	8	8	9	10	9	9	11	10	11	12	10	13	12	11	14	13	13	14	13	17	16	14	14	15	15	15	14	16	17	16	16	16	16	15	19	18	17	18	18	16	16	19	17	18	19	19	21	21	23	25	23	24	27	0	1	1	2	1	1	3	3	4	6	3	6	7	7	21	6	10	6	21	7	17	11	16	21	7	22	25	25	20	21	22	24	25	15	0	30	38	32	6	32	0	15	36	30	38	30	42	31	32	32	41	34	34	63	43	44	39	50	38	34	34	30	47	57	46	47	52	58	0	65	70	69	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	3	1	1	1	2	1	2	2	1	2	1	2	1	1	6	2	1	3	1	3	1	2	1	3	2	2	1	1	1	1	2	1	1	1	1	1	3	4	1	1	2	3	2	2	1	3	1	1
15000	-392.790448424100759	-399.645936375060160	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.627325125410649	0	2	3	4	4	3	5	5	7	6	7	6	7	7	8	7	8	7	8	8	7	10	10	9	10	10	10	12	13	11	13	10	12	13	14	13	13	13	15	14	16	14	15	16	16	14	15	16	16	15	17	16	14	19	17	18	17	19	17	18	19	18	17	19	18	21	20	24	24	23	24	27	0	1	1	2	1	1	3	6	4	5	6	8	7	7	11	7	10	3	11	13	7	8	16	19	20	8	20	27	20	11	8	24	25	30	0	30	32	32	23	32	0	15	30	43	50	30	34	22	32	38	41	42	30	39	43	43	45	59	40	42	53	53	39	49	34	63	52	57	0	56	65	69	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	3	1	1	2	2	3	1	1	2	1	1	1	2	3	2	1	2	2	1	1	2	1	3	3	1	1	1	2	3	1	1	1	1	1	2	2	2	1	2	3	2	2	3	1	3	3	1
15500	-397.760574428521124	-404.616062379480525	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636272679835597	1	2	3	4	4	4	6	5	5	6	6	6	7	7	8	8	8	6	7	9	10	9	8	7	11	10	10	11	12	12	13	12	12	12	13	14	13	13	15	15	16	16	15	15	16	14	16	14	16	16	17	16	15	18	17	17	19	18	18	17	20	19	18	20	18	20	21	23	24	23	24	27	0	1	1	2	3	1	3	3	4	6	6	6	5	7	11	10	6	6	11	13	11	3	6	11	7	23	13	23	25	21	22	24	7	21	0	30	32	32	8	32	0	30	36	46	32	21	21	31	32	32	41	30	46	39	43	44	38	38	40	21	53	53	47	50	42	63	42	57	0	67	65	69	1	1	1	1	1	1	2	2	1	1	1	1	3	1	2	1	2	1	1	1	2	3	3	1	3	1	2	1	1	1	2	2	3	1	1	1	1	1	4	2	1	2	1	1	2	2	2	1	2	2	1	1	1	2	1	1	3	2	3	3	2	2	1	2	1	2	2	2	1	1	3	2
16000	-397.434416319514924	-404.289904270474324	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608787675582129	2	3	6	5	4	5	5	4	6	6	7	6	8	7	9	9	8	7	7	8	9	9	10	10	10	10	10	12	12	11	12	11	13	12	14	13	14	13	16	14	16	13	15	15	16	15	15	16	16	15	17	16	15	19	18	18	18	19	18	18	19	19	17	18	18	20	22	23	24	22	25	27	0	1	5	2	1	1	1	1	2	6	6	8	7	7	11	17	6	10	10	7	11	20	16	15	20	1	3	27	26	23	10	15	25	21	0	30	32	32	16	32	0	30	30	30	40	42	31	31	32	32	41	34	30	39	52	43	45	49	50	43	53	53	39	45	44	63	62	58	0	65	65	69	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	6	1	1	1	1	3	1	2	2	1	1	1	2	3	2	1	1	2	2	1	1	1	2	2	3	1	2	2	2	1	1	1	2	2	1	2	2	1	2	1	2	1	2	1	2	4	2
16500	-390.800037463530373	-397.655525414489773	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.738323332254349	2	3	3	4	4	4	5	5	7	6	7	7	8	7	9	8	9	6	8	7	9	8	9	10	9	10	10	12	12	12	13	12	12	13	14	13	14	14	16	16	16	15	15	15	15	14	14	16	17	16	17	17	15	17	17	16	19	19	19	19	19	18	18	19	19	20	21	22	24	23	25	26	0	1	1	2	1	1	3	3	4	6	6	8	7	7	1	10	13	6	11	7	11	8	16	21	20	8	13	27	27	24	26	24	20	15	0	30	24	32	8	38	0	21	36	30	32	15	27	26	38	32	41	46	34	47	43	42	38	32	50	46	53	53	39	45	52	63	52	58	0	65	65	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	2	1	2	2	1	1	3	1	5	2	1	3	1	1	1	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	1	2	1	2	1	1	1	2	3	1
17000	-390.185542453897426	-397.041030404856826	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658820151989869	1	2	6	4	4	4	6	6	6	6	8	6	8	7	7	8	8	7	8	7	10	10	10	10	10	11	10	11	12	11	13	11	12	12	13	13	13	13	16	15	16	12	16	15	15	14	15	17	17	16	17	17	15	18	18	17	19	18	18	17	19	18	17	18	19	20	21	25	23	23	24	26	0	1	1	2	1	1	5	6	4	6	6	1	7	10	7	3	10	5	15	5	15	3	16	19	3	7	20	27	20	11	22	24	25	15	0	30	32	32	10	24	0	15	46	36	32	30	25	26	32	32	41	30	30	39	43	44	49	32	50	46	53	53	47	45	44	63	61	50	0	65	70	69	1	1	3	1	2	1	1	1	2	2	2	3	1	1	1	1	1	1	1	1	2	2	1	1	3	2	1	1	3	2	2	1	2	2	1	1	1	1	4	3	1	2	1	1	1	2	2	3	2	2	1	3	2	1	1	1	1	4	1	1	2	2	1	2	2	2	1	4	1	2	1	1
17500	-377.145331077047558	-384.000819028006958	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652639298099733	1	2	3	4	4	4	5	5	6	7	6	6	8	7	8	8	9	7	7	9	10	9	10	9	8	10	10	12	10	12	14	12	10	12	13	14	14	10	15	15	15	16	16	15	16	13	13	16	16	16	16	17	14	18	16	18	17	18	17	18	19	18	17	20	18	21	21	24	25	23	24	27	0	1	1	2	3	1	3	1	4	6	6	8	7	8	11	6	13	6	11	8	15	8	16	19	7	22	25	27	25	21	26	38	13	15	0	30	32	24	47	38	0	34	30	46	37	15	17	22	32	32	41	43	46	63	46	44	37	32	32	34	53	53	47	45	55	63	55	57	0	44	70	69	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	2	2	1	1	3	2	3	2	2	1	1	1	1	2	1	1	4	2	2	2	2	2	2	1	2	2	3	1	2	1	1
18000	-403.437199248925310	-410.292687199884710	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616797023570962	1	2	6	4	4	4	5	5	6	6	7	4	8	8	8	8	7	7	9	8	10	9	10	9	10	10	10	12	11	12	12	11	13	12	13	13	14	13	16	16	16	16	15	15	16	13	16	16	16	17	17	17	15	17	17	17	18	16	18	19	20	18	17	19	17	19	21	22	25	23	24	27	0	1	7	2	1	1	12	12	4	12	10	1	7	10	1	10	3	10	11	3	11	8	16	11	20	13	13	27	20	21	22	15	25	21	0	30	32	10	17	32	0	30	36	36	38	11	22	26	38	32	41	30	46	47	43	46	49	32	45	39	53	53	39	45	44	63	42	40	0	65	70	69	1	1	1	1	1	2	1	1	1	2	1	2	2	1	3	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	3	5	2	1	2	1	1	2	2	5	3	2	2	1	3	1	1	1	2	1	3	1	1	2	2	1	2	2	2	2	3	1	2	1	1
18500	-392.408183283562096	-399.263671234521496	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593310465404656	1	2	5	4	3	4	6	4	6	5	7	6	9	8	8	7	9	6	8	8	9	9	9	9	10	10	10	10	12	11	13	11	13	12	14	14	13	14	15	15	16	16	15	16	15	13	16	16	17	16	17	17	15	18	17	18	17	19	17	18	19	18	17	19	18	20	21	24	24	22	24	28	0	1	1	2	1	5	8	1	4	1	10	8	7	7	11	3	11	3	18	8	15	8	16	19	20	7	3	20	27	21	26	24	25	21	0	21	32	34	17	38	0	30	36	43	38	30	39	26	50	40	41	30	36	39	15	42	40	40	40	34	53	53	39	45	55	63	55	64	0	65	70	69	1	1	2	2	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	1	2	2	1	2	1	3	2	1	4	1	1	3	1	1	1	1	1	3	1	1	1	3	1	2	4	1	1	2	1	2	2	2	1	2	1	2	2	2	1	2	1	2
19000	-357.337177841311359	-364.192665792270759	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.694134712710199	1	2	4	4	4	5	6	5	6	5	7	6	8	7	8	7	6	7	8	7	10	10	10	9	9	9	10	12	13	12	13	12	12	13	13	13	14	13	14	15	14	15	14	14	14	13	16	15	16	16	16	15	15	17	17	18	19	16	18	19	18	19	17	19	17	20	21	23	25	22	24	27	0	1	1	2	1	3	5	3	4	3	6	8	7	8	11	6	10	17	11	7	15	8	16	19	20	8	20	27	27	11	22	24	25	11	0	11	32	32	23	38	0	21	30	46	32	21	39	31	38	40	41	34	36	39	43	36	50	38	58	55	53	53	39	45	44	63	61	57	0	65	70	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	2	1	2	2	2	2	2	2	1	2	1	1	2	1	1	3	2	1	1	2	1	1	2	1	1	1	1	1	2	2	2	2	1	1	2	2	1	2	2	2	2	2	1	2	1	1
19500	-385.752882517666478	-392.608370468625878	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.685247859558696	1	2	3	4	4	4	6	5	7	6	6	5	8	7	9	8	8	8	8	6	9	8	9	10	10	10	10	12	12	12	13	12	12	13	14	13	14	14	16	16	16	16	14	16	15	14	14	15	16	16	17	13	14	19	17	17	16	18	18	19	19	18	18	19	18	20	20	24	24	23	25	26	0	1	1	2	1	1	1	3	4	6	6	5	3	7	11	6	6	12	11	5	11	8	17	19	20	22	20	27	20	15	23	24	25	15	0	30	32	32	17	37	0	30	52	52	19	21	16	26	32	32	41	21	21	63	43	44	32	38	57	43	53	53	47	49	44	63	55	40	0	65	70	69	1	1	1	1	2	1	2	1	2	1	1	1	1	1	2	2	2	2	1	1	2	1	1	1	2	1	2	1	3	1	2	1	1	2	1	1	1	1	3	1	1	2	1	1	3	3	3	2	2	2	1	2	2	1	2	1	2	1	1	2	2	2	2	1	1	1	2	4	1	2	1	1
20000	-429.473548272211588	-436.329036223170988	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624976495708750	1	3	5	4	4	4	4	5	6	5	6	7	8	7	8	7	7	7	6	9	10	9	8	9	10	11	11	12	11	12	13	11	11	13	14	13	13	13	16	14	15	15	15	16	15	15	16	15	16	17	16	16	14	19	17	17	18	18	18	18	18	17	18	19	18	20	21	24	23	23	25	27	0	1	5	2	1	1	1	6	4	1	6	8	14	6	11	3	10	9	6	7	15	8	16	18	14	22	20	13	13	19	26	24	20	21	0	21	32	32	28	32	0	17	30	30	40	15	8	26	38	38	41	30	30	47	52	52	40	40	32	44	53	53	39	45	53	63	52	59	0	65	70	69	1	1	1	1	2	2	2	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	1	2	2	4	2	1	2	1	1	2	1	1	2	1	1	3	2	2	1	3	5	2	2	1	1	2	1	2	1	1	1	2	3	1	2	1	1	2	2	2	2	5	1	2	1	2
20500	-408.720164640066400	-415.575652591025801	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.772663380831027	1	2	3	4	5	4	5	5	5	7	5	6	8	8	8	6	8	8	8	9	9	9	7	10	11	10	10	12	12	12	13	12	12	10	14	13	14	13	15	16	15	14	14	16	16	15	16	16	17	16	17	15	16	16	17	15	18	16	18	18	17	18	17	20	18	20	22	24	23	23	25	27	0	1	1	2	3	1	3	3	4	6	6	8	7	7	11	7	6	23	11	7	19	8	6	19	20	22	13	18	27	15	22	24	20	11	0	15	32	32	28	32	0	16	36	56	38	34	39	31	38	38	41	30	42	39	43	42	38	38	40	55	21	53	39	45	44	63	55	58	0	65	70	69	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	2	1	1	1	1	2	2	1	2	1	1	2	1	3	1	1	2	2	1	2	1	1	1	2	1	2	2	2	1	2	1	1	2	1	2	2	1	1	3	1	1	2	1	2	3	4	1	2	2	2
21000	-391.111159560782482	-397.966647511741883	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665366286309771	0	2	3	3	4	4	5	5	5	6	7	6	7	7	9	6	8	7	9	8	10	9	9	9	10	11	10	11	11	12	12	12	12	14	13	13	14	13	16	15	14	15	15	16	14	14	16	17	16	17	16	15	16	18	17	18	18	18	19	16	20	18	18	20	19	21	22	24	24	23	24	28	0	1	1	2	3	3	3	3	4	6	6	8	7	7	18	6	10	6	11	13	24	8	16	11	20	22	23	27	7	15	22	24	25	21	0	15	32	32	17	38	0	30	46	36	32	18	17	31	40	40	41	30	30	47	43	44	49	38	24	30	53	53	39	38	56	63	53	57	0	65	67	69	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	1	2	2	1	1	2	1	1	3	2	2	2	2	2	1	1	1	1	4	1	1	2	1	2	1	3	3	2	1	1	1	2	2	1	1	2	1	3	4	2	2	1	1	3	1	2	3	3	1	2	1	2
21500	-416.901276667451498	-423.756764618410898	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657753356708509	1	3	3	5	5	4	4	5	7	6	7	7	6	6	9	8	9	8	8	8	10	9	9	10	10	10	9	11	12	12	14	11	12	12	14	13	14	13	13	15	13	15	15	16	15	13	16	16	17	16	16	15	16	19	17	18	18	18	19	19	20	18	18	19	18	20	22	22	25	22	23	27	0	1	1	2	1	1	3	3	4	6	10	10	7	7	11	6	7	10	10	6	11	12	6	23	13	22	8	27	25	11	22	24	27	15	0	21	38	32	17	32	0	36	30	36	30	30	39	31	38	38	41	11	52	47	43	44	40	40	50	52	53	53	39	45	44	63	52	58	0	52	65	69	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	3	1	2	1	3	2	1	4	2	1	1	2	1	1	1	2	3	3	1	1	2	1	1	1	2	1	2	2	1	3	1	2	1	1	1	2	3	2	2	1	2	2	1	1	3	2	1	3	2	1
22000	-364.792342536249919	-371.647830487209319	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.602721141398109	1	2	5	4	2	4	6	6	6	6	7	6	8	7	6	6	9	8	8	8	10	9	9	10	10	9	10	11	10	12	13	12	12	14	13	13	14	12	15	15	15	15	15	16	15	15	17	15	17	16	16	17	16	18	17	17	17	18	18	18	20	19	17	19	19	21	22	24	24	23	24	27	0	1	1	2	1	1	3	3	4	6	15	6	7	7	6	6	10	10	15	7	11	8	16	15	7	8	3	27	20	21	22	21	25	11	0	30	38	24	17	38	0	30	30	34	38	30	39	22	40	32	41	42	42	47	36	44	45	40	40	52	53	53	39	49	44	63	42	50	0	65	65	69	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	2	2	2	1	1	2	2	1	1	2	1	1	1	1	3	1	1	2	2	1	1	2	2	2	1	2	1	1	1	1	2	1	1	2	1	1	2	2	1	1	2	2	3	4	1	2	2	2
22500	-403.806060897978341	-410.661548848937741	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.697163871222053	1	2	5	4	4	4	5	6	6	6	7	7	8	8	8	8	9	7	8	7	10	9	8	9	11	8	10	12	12	13	13	12	12	12	11	14	11	14	15	16	15	14	14	16	14	14	17	16	15	16	16	16	15	19	16	16	18	19	18	19	19	18	17	18	19	21	21	24	24	24	21	27	0	1	1	2	1	1	1	1	4	6	3	3	8	6	11	3	10	3	11	7	15	8	3	15	16	8	13	20	27	17	22	37	20	3	0	30	24	32	3	32	0	34	34	36	32	21	39	31	32	32	41	42	30	63	43	36	38	57	38	62	46	34	39	38	44	63	42	40	0	71	65	69	1	1	2	2	1	2	2	3	1	1	2	1	1	2	1	2	2	1	1	1	1	2	1	1	2	1	1	2	1	3	2	1	3	3	1	1	1	2	4	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	2	1	2	1	2	3	1	2	2	2	2	3	1	2	2	2
23000	-431.829934863251822	-438.685422814211222	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.630446434764676	1	2	4	4	4	4	5	4	7	6	7	7	8	7	6	8	9	7	7	8	9	9	10	8	10	9	10	11	12	11	12	12	12	11	12	12	13	14	17	16	14	13	15	16	15	14	14	14	17	16	16	13	16	18	18	17	18	17	19	17	18	19	17	19	18	18	19	22	24	23	21	27	0	1	1	2	1	1	3	1	4	5	15	5	7	7	6	6	6	5	15	7	15	8	10	19	20	8	16	20	13	11	13	30	25	15	0	11	32	32	26	32	0	30	42	30	38	52	17	22	38	24	41	36	36	63	30	44	58	32	50	36	46	42	47	45	44	47	52	64	0	71	67	69	1	1	2	1	1	2	1	1	2	1	1	1	2	2	1	2	2	1	1	1	2	2	1	1	1	2	1	2	2	2	3	1	1	2	1	3	1	2	4	2	1	2	1	2	1	1	3	2	2	3	1	1	2	1	3	1	1	2	2	2	2	2	2	2	1	2	2	2	1	1	1	2
