step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58
29500	-283.289458183917191	-281.614552449686926	-1.674905734230272	0.000085155359249	0.000018016365533	0.211570542265325	0.643129902835687	3	2	1	5	7	4	5	4	6	6	6	6	7	9	7	7	7	7	9	7	7	8	8	8	8	8	8	9	8	9	9	8	9	9	11	10	10	11	10	10	11	11	11	11	11	11	9	12	13	14	12	14	13	13	14	12	13	15	2	3	0	2	8	2	8	3	6	6	8	0	7	24	9	4	9	11	27	12	6	9	5	8	16	16	20	29	13	21	10	9	26	26	47	18	47	29	31	21	29	34	37	18	36	30	18	42	42	18	44	45	46	41	56	45	41	56	1	1	1	3	2	1	1	3	2	2	2	1	2	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	2	3	2	1	4	1	1	2	1	2	5	1	2	2	2	2	1	2	3
30000	-283.056074923330925	-281.142428832503072	-1.913646090827832	0.000095902481956	0.000014679783406	0.153069900870371	0.685011561179075	3	2	1	6	4	5	5	5	6	5	6	6	7	9	8	6	7	7	9	7	8	8	8	8	8	8	8	8	9	9	9	9	9	9	11	10	9	10	10	11	11	11	10	11	12	11	11	12	12	14	13	13	12	14	14	14	14	15	2	3	0	6	3	2	5	5	6	2	7	0	11	24	17	6	9	7	12	12	4	9	7	5	16	16	20	18	28	6	21	22	26	26	28	29	18	29	31	22	18	25	18	29	44	21	29	42	42	41	44	45	46	41	35	35	29	45	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	2	2	1	2	2	1	2	2	2	1	1	1	4	1	1	1	1	1	1	2	1	1	2	2	2	2	2	1	2	2	1	1	2	2	1	1	2	2	3	4	2
30500	-296.181986679779072	-293.717420337215913	-2.464566342563181	0.000115334989683	0.000010258912572	0.088948831571973	0.572161166661221	3	2	0	6	7	5	6	3	5	3	5	6	7	8	8	6	7	7	9	7	8	8	8	7	7	8	8	9	10	9	7	9	9	9	11	10	10	10	9	11	11	11	11	11	12	12	12	12	12	14	13	11	13	14	14	14	15	15	2	3	0	10	11	10	11	2	10	2	8	0	11	11	17	6	10	11	12	12	4	17	11	11	16	25	20	18	28	6	9	25	26	9	38	28	28	18	31	6	29	26	37	28	52	39	29	42	42	44	44	29	46	41	45	45	29	52	1	1	1	2	2	2	1	1	2	1	2	1	1	2	1	1	4	2	2	1	2	1	1	1	1	1	1	2	1	2	2	2	1	2	1	1	1	2	2	4	1	2	1	1	1	2	2	1	1	2	2	1	1	3	2	2	2	3
31000	-265.805558507105786	-264.179592784731369	-1.625965722374399	0.000113635543418	0.000026056133073	0.229295626084460	0.727935460943210	3	2	1	6	7	5	5	4	6	3	6	6	6	9	8	7	7	7	9	7	7	7	7	8	8	8	8	8	9	9	9	9	9	10	11	10	10	11	10	10	11	11	11	10	12	12	11	12	12	12	13	14	13	13	13	14	15	15	2	3	0	6	11	10	8	3	10	2	7	0	7	5	17	4	6	8	12	12	9	9	8	5	16	16	20	18	18	10	21	16	26	32	28	28	18	44	31	31	18	32	37	29	38	39	36	42	42	44	50	45	46	43	45	55	50	47	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	3	2	2	1	1	2	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	3	3
31500	-272.764905868650089	-270.945781014038630	-1.819124854611438	0.000102129689747	0.000017584407096	0.172177230142429	0.648344446058722	3	2	1	6	7	5	5	4	6	3	6	5	7	8	8	7	7	7	9	7	8	8	8	6	8	8	8	9	10	9	9	9	9	10	11	10	10	11	10	11	11	11	8	11	12	12	12	12	13	14	12	14	13	14	14	14	15	15	2	3	0	10	7	10	8	3	6	2	7	0	11	5	17	9	9	8	12	12	4	17	8	8	16	4	12	18	18	6	4	16	26	25	28	28	43	18	30	31	37	34	18	29	29	31	41	42	48	44	44	45	31	38	45	45	41	45	1	1	1	3	1	2	1	2	1	1	1	1	1	1	1	1	1	3	2	2	2	1	3	2	1	2	2	1	3	3	2	2	1	1	2	1	2	2	1	1	1	1	1	1	2	2	1	1	1	2	1	2	2	1	2	2	2	2
32000	-263.284472127598292	-261.467913213945792	-1.816558913652518	0.000117783007780	0.000020347702124	0.172755837262273	0.723365674366210	3	2	1	6	7	5	6	6	6	4	6	6	7	9	8	7	7	7	8	7	8	5	8	8	8	8	8	9	10	8	9	9	9	10	11	9	10	10	10	11	11	11	8	11	12	12	12	12	13	13	13	13	13	14	14	14	14	15	2	3	0	6	7	10	3	3	22	2	3	0	8	11	17	9	9	7	12	12	4	10	8	8	16	16	20	18	18	6	30	16	26	26	28	18	43	18	21	22	29	34	18	38	29	31	41	42	42	44	44	45	46	50	45	45	41	45	1	1	1	1	1	1	4	2	1	1	4	1	1	3	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	2	1	2	1	2	2	2	2	3	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	1	2
32500	-294.704997220883172	-293.202754305022950	-1.502242915860218	0.000129976911579	0.000038095439708	0.293093898331207	0.612862850985134	3	2	1	4	7	5	6	5	6	6	6	6	6	9	8	6	7	7	8	7	8	8	8	7	8	8	8	8	9	9	9	9	6	10	11	8	10	11	10	11	10	11	11	11	12	11	12	12	12	14	13	13	13	14	14	14	15	14	2	3	0	1	13	4	8	3	6	6	8	0	8	8	17	4	9	8	12	12	10	9	13	8	16	16	12	13	36	25	21	25	4	25	29	8	29	41	31	30	18	34	29	41	37	39	38	26	42	44	41	45	46	47	45	51	58	45	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	2	1	2	2	2	1	2	2	1	1	1	1	2	2	2	1	1	1	1	2	2	1	2	1	1	1	1	3	1	2	3	1	2	2	1	1	1	2
33000	-272.595883812761997	-271.168222305444147	-1.427661507317853	0.000085961581909	0.000031013053360	0.360778067026051	0.758460110301289	3	2	1	6	6	5	6	4	4	6	5	6	7	9	8	7	6	7	8	7	8	8	8	8	5	7	8	9	10	9	9	9	8	10	11	10	10	10	7	11	10	11	11	11	12	12	12	12	13	14	13	13	13	12	14	14	15	15	2	3	0	6	11	2	11	3	2	6	8	0	5	7	16	25	9	11	12	12	4	17	8	5	9	25	20	18	28	21	21	16	16	16	41	28	28	18	6	21	28	34	37	41	35	40	41	42	48	44	44	45	46	43	45	45	55	45	1	1	1	1	1	2	1	2	1	1	1	1	1	3	1	1	2	2	2	1	2	2	2	2	1	1	1	2	1	1	1	2	1	2	1	1	1	3	2	2	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	2	1	1
33500	-254.274497042161414	-252.823535404083401	-1.450961638078018	0.000091422241001	0.000030639105065	0.335138416316361	0.765309813663696	3	2	1	6	7	5	6	5	6	6	6	6	7	9	7	7	7	7	9	7	7	8	8	6	8	8	8	9	9	9	9	8	9	10	11	10	10	10	10	10	11	11	11	11	12	10	12	12	12	14	13	14	12	14	12	14	13	15	2	3	0	6	8	2	8	3	6	6	8	0	7	8	9	4	9	11	27	12	6	17	8	8	16	16	20	18	18	21	21	16	26	26	28	29	29	29	30	21	29	34	37	29	38	31	44	42	42	44	47	55	46	37	35	55	47	52	1	1	1	1	2	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	2	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	2	2	2	1	2	1	1
34000	-274.068156365372374	-272.541197977947775	-1.526958387424610	0.000087226457783	0.000024179151051	0.277199735788451	0.687434295699803	3	2	1	6	7	5	6	5	6	3	6	5	7	9	8	6	7	7	9	7	7	8	8	8	8	8	8	8	9	8	9	9	9	10	10	9	9	11	10	11	10	11	11	11	12	11	12	11	12	14	13	14	13	14	14	13	14	12	2	3	0	10	4	10	8	3	6	2	8	0	11	24	9	6	9	8	12	12	10	17	13	8	16	16	20	18	18	21	30	25	25	26	28	18	18	35	31	30	18	34	37	29	44	39	43	34	48	29	44	56	46	37	56	45	41	29	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	2	2	1	1	2	1	1	1	1	1	2	2	1	1	1	2	3	1	2	2	1	1	1	1	1	3	2	1	2	3	1	1	4	2
34500	-295.411686723458843	-293.714407904051143	-1.697278819407708	0.000100600501949	0.000020558638055	0.204359199573495	0.688847508353095	3	2	0	6	7	5	6	5	6	4	6	3	7	8	8	7	7	7	9	7	8	8	7	8	8	8	8	9	9	8	9	8	9	10	10	10	10	11	10	11	10	11	11	11	11	11	11	12	13	14	13	14	13	14	14	13	14	15	2	3	0	10	7	10	8	3	6	1	8	0	11	5	8	9	9	8	27	12	4	9	8	8	16	16	20	18	18	2	21	16	32	33	28	18	29	41	31	15	18	33	37	28	29	30	18	42	48	44	47	41	46	37	45	45	29	45	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	2	2	3	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	3	2	1	1	2	2	2	2	2	2	2	4	2
35000	-281.446898581201822	-280.006869378654244	-1.440029202547582	0.000103137235122	0.000035733042262	0.346461122598760	0.662608484094683	3	2	1	6	7	5	6	3	6	5	6	6	6	9	8	7	7	7	9	7	7	8	8	5	8	8	8	8	9	9	8	9	9	10	10	10	10	11	9	11	11	11	11	11	12	12	10	12	12	13	13	14	13	14	12	14	15	15	2	3	0	2	13	2	8	3	10	2	8	0	8	24	9	10	9	11	12	12	9	17	7	8	16	16	20	18	18	21	4	16	16	26	29	28	29	18	31	30	18	34	37	29	36	39	18	42	42	44	38	55	31	43	38	45	54	55	1	1	1	2	1	2	3	1	1	1	2	1	2	2	2	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	2	1	2	1	2	2	1	1	1	1	2	2	1	1	2	2	2	2	2	1	2	1	2
35500	-280.804065553898624	-279.380114633198559	-1.423950920700040	0.000099188816372	0.000036248608864	0.365450563784945	0.655488020488716	3	2	1	6	6	5	5	4	6	5	6	6	7	8	8	7	7	7	9	7	8	8	7	8	8	8	8	9	9	9	9	9	8	10	11	9	10	11	9	11	11	11	11	11	12	12	10	12	13	14	13	13	13	14	14	14	15	15	2	3	0	10	3	2	8	3	6	8	7	0	7	13	17	4	9	8	12	12	4	9	5	8	16	16	20	18	18	21	21	25	4	33	29	18	36	18	4	30	28	34	37	28	38	40	18	34	42	44	44	45	46	41	45	45	54	38	1	1	1	1	4	2	1	3	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	3	1	1	1	1	2	1	1	1	2	2	2	1	1	3	3	2	1	1	1	2	1	1	2	1	2	3	2	1	1	3	2	2	1	3
36000	-310.684360699975969	-308.933950831858795	-1.750409868117195	0.000133649888490	0.000025263261965	0.189025686821671	0.636346212246562	3	2	1	6	6	3	4	6	6	5	5	5	6	7	8	7	7	7	9	7	8	8	8	8	8	7	6	8	9	6	8	9	8	9	11	8	9	11	10	11	11	10	11	11	12	12	12	9	13	12	13	13	13	14	14	14	13	15	2	3	0	10	11	2	3	11	6	6	3	0	11	8	26	4	4	13	27	27	30	4	8	14	16	4	12	18	18	6	10	9	16	16	29	18	36	18	31	34	37	48	37	29	41	31	38	26	42	38	44	45	40	44	45	45	47	47	1	1	1	1	1	1	2	1	2	2	3	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	3	2	2	2	1	1	2	1	4	1	1	1	1	2	1	2	3	2	2	1	2
36500	-289.376544526719385	-287.643093132719912	-1.733451393999455	0.000074264099313	0.000014382865418	0.193671848861623	0.674246980096189	3	1	0	6	7	4	6	6	6	6	5	5	7	7	8	7	7	7	9	7	7	8	8	8	8	8	8	9	10	9	9	7	9	9	11	10	8	11	10	11	10	11	10	11	12	12	12	10	11	12	12	14	13	14	11	13	15	15	2	3	0	6	8	1	3	11	6	6	3	0	7	8	17	4	9	11	12	12	10	17	7	11	16	16	20	18	18	4	21	10	26	26	18	37	18	29	21	21	18	48	37	18	55	31	38	34	48	44	44	56	31	41	41	45	47	47	2	1	1	2	1	1	2	1	1	2	5	1	1	1	1	1	1	2	3	1	1	1	2	2	1	1	1	1	3	1	2	1	1	1	2	1	1	1	3	2	3	1	2	2	1	1	1	1	1	1	1	1	2	2	1	1	2	2
37000	-276.822702387978893	-274.048156075148199	-2.774546312830677	0.000123163339386	0.000008577492006	0.069643223778133	0.651062774482046	3	2	1	6	6	5	6	5	6	6	3	5	7	9	8	7	7	7	9	7	8	8	8	8	8	8	7	8	10	9	9	9	9	10	11	10	10	11	10	11	10	11	11	11	11	12	12	12	13	14	12	12	11	13	14	14	15	15	2	3	0	6	3	2	8	11	6	6	3	0	5	5	17	9	9	11	27	12	10	17	5	5	16	16	12	18	28	6	21	25	21	16	29	18	18	29	21	30	28	34	37	41	37	53	37	42	42	44	41	45	21	41	45	52	47	52	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1	1	1	2	1	2	2	1	1	2	1	1	2	1	2	1	1	1	1	1	1	3	2	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	3	3	2	2	2
37500	-295.492309179469657	-293.949355841280635	-1.542953338189019	0.000121527769669	0.000032564946821	0.267963008864479	0.563813302435676	3	2	1	6	7	5	6	5	6	4	6	6	7	9	8	7	5	7	8	7	8	7	8	6	8	8	8	8	9	9	9	9	9	9	11	10	10	10	10	10	11	11	11	11	12	10	9	12	13	14	13	14	13	12	14	14	14	15	2	3	0	6	3	10	8	3	17	2	8	0	11	24	22	17	10	11	12	12	6	9	8	8	16	16	20	18	18	4	6	25	26	26	18	47	18	47	6	4	47	34	47	47	38	31	28	42	42	44	18	45	46	35	45	45	29	41	1	1	1	1	3	1	1	2	1	2	1	1	1	2	1	1	1	1	2	1	3	1	2	1	1	1	1	1	2	3	3	1	1	1	3	1	2	1	3	3	2	2	2	2	2	1	1	1	2	2	6	2	3	1	2	1	4	2
38000	-286.645504790471477	-285.143191138062321	-1.502313652409175	0.000106896453731	0.000031325490267	0.293045177585878	0.666475179890938	3	2	1	6	6	5	6	3	6	4	5	6	6	7	8	7	7	7	9	7	7	8	8	8	8	8	8	9	9	8	9	9	9	10	11	10	10	11	10	10	11	11	11	11	12	12	9	12	12	13	13	14	13	14	12	13	14	15	2	3	0	10	8	10	8	3	10	2	8	0	8	11	17	6	9	7	12	12	6	9	7	7	16	16	12	18	18	21	6	25	26	26	36	18	47	18	21	30	18	26	37	47	35	31	18	42	42	44	29	55	31	37	38	55	41	56	1	1	1	1	1	1	3	1	2	1	2	1	2	1	1	2	1	1	2	1	2	1	2	1	1	1	2	1	2	1	2	1	1	2	1	2	1	2	2	2	2	1	1	2	1	2	2	1	1	2	4	1	2	1	1	1	2	2
38500	-260.060994990044833	-258.546639574454844	-1.514355415589974	0.000093767426827	0.000026726889120	0.285033833431151	0.716665658619047	3	2	1	6	7	5	6	4	6	6	5	6	7	9	8	7	7	7	9	7	8	7	8	8	8	8	8	9	9	6	8	9	9	9	11	10	10	11	10	11	11	11	11	11	12	12	12	12	11	14	13	14	13	14	13	14	15	15	2	3	0	6	8	2	8	3	6	6	8	0	11	24	9	9	9	7	12	12	30	6	11	5	16	16	20	18	18	6	6	25	26	25	28	29	29	29	31	21	18	26	37	18	41	31	41	34	34	44	44	45	46	43	45	45	47	55	1	1	1	1	2	2	2	2	1	1	1	1	2	1	2	1	1	1	3	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	3	1	2	2	1	1	1	1	2	1	2	2	1
39000	-280.516176748191299	-278.990745009503030	-1.525431738688241	0.000111796104275	0.000031092855113	0.278121096571976	0.765167921668149	3	2	1	6	7	4	5	5	6	6	6	6	7	9	8	7	7	7	9	7	7	7	8	8	8	8	8	9	10	8	9	9	9	9	10	9	9	11	10	11	11	11	11	11	12	12	11	10	13	13	13	14	13	14	14	13	15	15	2	3	0	6	11	2	3	3	6	6	7	0	11	24	21	6	9	7	12	12	2	9	8	21	9	16	20	18	37	10	21	25	26	26	36	18	18	36	30	17	18	48	37	29	35	31	29	25	42	44	44	56	40	43	38	45	47	55	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	2	1	4	1	3	1	2	1	1	1	1	2	1	1	1	1	1	2	2	2	2	3	2	1	2	1	1	2	1	1	2	1	2	1	2	2	2	1	2	1
39500	-305.184866008480810	-303.550501253916082	-1.634364754564755	0.000125648169360	0.000028401369779	0.226038866495379	0.588438395974289	3	2	1	3	5	4	6	3	5	6	5	6	7	9	7	7	7	7	9	7	8	8	8	8	8	8	8	9	9	8	9	9	9	10	8	10	10	11	10	10	11	11	11	11	12	12	12	12	13	14	13	14	13	13	13	14	15	15	2	3	0	2	3	4	11	3	4	9	8	0	8	7	10	9	9	11	12	12	5	15	5	3	16	17	20	18	18	10	21	16	26	26	18	18	18	37	31	30	37	26	36	29	13	31	41	26	48	44	44	55	21	29	29	55	47	35	1	1	1	1	3	1	1	2	2	1	2	1	4	3	1	2	2	1	2	1	2	1	2	5	1	1	1	1	2	1	1	2	1	2	1	2	2	1	1	2	1	3	1	1	3	2	1	2	1	2	2	1	3	3	2	1	2	4
40000	-305.711217042048133	-304.092704752824147	-1.618512289223993	0.000134278679540	0.000031188821676	0.232269350451538	0.537198614849151	3	2	1	5	5	4	5	4	5	6	6	6	7	9	8	6	7	7	8	7	6	8	8	8	8	7	8	8	9	7	7	9	9	10	11	10	10	10	9	10	10	11	11	11	12	11	11	12	13	14	13	14	13	14	14	12	15	15	2	3	0	6	3	2	8	3	6	4	7	0	11	24	9	9	9	7	12	12	4	9	5	5	16	16	20	18	18	21	6	22	26	25	38	18	29	28	30	30	18	32	37	41	41	39	18	34	26	18	41	56	46	43	29	35	50	45	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	2	2	1	1	1	2	1	2	1	2	2	1	3	1	1	1	2	2	2	1	1	2	1	2	1	5	3	3	2	2	3	2	1	1	3
40500	-298.775842162029846	-296.957871723596270	-1.817970438433560	0.000122578700164	0.000021137116093	0.172437104199606	0.716830309544408	3	2	1	5	7	4	5	3	6	6	6	6	7	9	8	6	7	7	8	7	8	7	8	8	7	8	8	9	9	8	9	8	9	10	11	10	10	11	10	11	10	11	11	11	12	12	12	12	13	13	12	14	13	14	13	14	13	15	2	3	0	6	11	2	8	3	6	4	7	0	11	24	9	4	16	8	12	12	10	9	13	5	4	25	20	18	18	9	10	25	25	26	29	7	18	41	31	30	18	26	41	29	41	39	41	42	34	35	36	55	40	36	45	36	35	55	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2	4	2	1	1	2	2	3	1	2	2	2	1	1	2	2	1	1	1	3	1	3	2	2
41000	-312.807820796437227	-311.019217778840357	-1.788603017596872	0.000157350255122	0.000028212930967	0.179300192075546	0.591901695698940	3	2	1	6	5	4	6	3	5	6	6	5	7	9	8	6	7	7	9	7	7	7	8	5	8	8	8	8	10	9	7	9	9	9	11	10	9	11	9	11	10	11	11	11	11	12	12	9	11	14	13	14	13	14	14	11	15	12	2	3	0	2	6	2	5	3	6	6	5	0	7	5	17	9	9	11	27	12	4	9	13	8	16	16	12	18	18	4	4	26	25	26	28	28	18	37	17	21	18	26	37	14	29	31	38	26	48	44	38	56	40	29	43	29	52	56	1	1	1	2	1	2	1	2	1	2	1	1	1	4	1	1	2	1	1	2	1	2	1	1	2	1	2	1	2	3	1	1	1	1	1	1	2	2	2	2	2	3	2	1	1	3	1	1	2	3	1	2	2	2	1	1	1	1
41500	-307.628978442325206	-306.015053305858544	-1.613925136466664	0.000109536770169	0.000025646980115	0.234140371998636	0.564330946055461	3	2	1	6	5	5	6	6	6	4	6	4	7	9	8	7	7	7	8	6	7	8	8	8	8	8	5	9	10	9	9	9	9	10	10	10	9	11	9	11	11	11	11	11	12	12	12	12	13	14	13	13	13	14	14	11	15	15	2	3	0	6	3	10	3	3	6	2	5	0	11	24	9	9	9	8	12	27	4	9	5	5	16	8	12	8	18	21	21	26	26	15	28	28	18	28	2	6	18	22	28	28	29	31	35	34	42	44	38	56	39	37	56	35	52	45	1	1	1	1	4	1	2	4	1	2	1	1	1	1	2	1	1	1	3	1	1	2	2	2	1	2	1	3	2	2	2	1	1	2	1	1	2	2	4	3	4	3	2	2	2	2	1	2	1	1	2	2	1	2	2	1	2	2
42000	-307.977373080027121	-306.452870743322137	-1.524502336705002	0.000120576084101	0.000033602819321	0.278685608105023	0.666596114506195	3	2	1	4	5	5	6	6	5	6	6	5	7	7	8	7	7	7	9	6	8	8	8	7	6	8	8	8	9	9	9	9	9	9	11	10	10	11	10	9	11	11	11	11	11	12	10	12	13	14	13	12	13	14	14	12	15	15	2	3	0	2	4	4	5	3	4	6	5	0	7	8	9	25	9	5	20	12	10	17	5	5	9	25	12	18	18	17	21	25	15	15	28	18	29	18	31	10	36	34	37	18	29	40	18	34	48	44	44	45	40	41	56	45	44	45	1	1	1	2	1	1	1	3	1	1	1	1	1	1	2	1	2	2	2	1	1	1	2	2	1	2	1	1	2	2	1	1	1	1	1	1	1	2	1	3	1	1	1	1	2	1	2	2	1	2	2	1	2	2	2	1	2	3
42500	-288.423521827150296	-286.982374878203359	-1.441146948946932	0.000095918256035	0.000033115893855	0.345251208934607	0.669187192946955	3	2	1	5	4	5	6	6	6	4	5	6	7	8	8	7	7	7	9	7	7	8	7	7	8	8	8	9	9	8	8	9	9	10	11	10	9	11	10	11	10	9	11	10	11	11	11	12	13	14	13	14	13	14	14	14	15	15	2	3	0	10	3	10	11	5	4	2	5	0	11	13	9	4	9	7	27	12	4	9	11	8	16	17	20	18	18	6	21	25	15	16	28	29	18	18	31	39	29	26	37	37	28	39	41	34	48	44	41	45	46	43	47	45	43	45	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	3	2	2	2	2	2	3	2
43000	-288.683806251388603	-286.671166037064438	-2.012640214324176	0.000113546939203	0.000015526001188	0.136736413128725	0.725276247870318	3	2	1	5	4	4	6	6	6	6	5	4	7	7	7	7	7	7	9	5	8	8	7	8	8	8	7	9	10	7	8	9	9	10	10	10	10	11	9	11	9	11	11	11	12	12	12	12	13	14	13	14	12	14	14	14	14	15	2	3	0	6	3	2	11	3	4	6	5	0	7	8	9	10	4	8	20	12	30	9	8	14	16	16	12	18	18	4	30	25	9	17	18	28	41	13	31	21	18	34	37	28	29	39	28	34	48	44	44	45	39	43	45	45	29	56	1	1	1	1	2	1	1	3	1	2	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	2	1	1	3	1	2	2	1	1	1	2	3	3	2	1	2	1	2	3	3	2	2	2	1
43500	-300.574518424411565	-299.024697164707504	-1.549821259704074	0.000105121798129	0.000027774556315	0.264213101465275	0.587818081375581	3	2	1	4	6	5	6	5	6	6	6	6	7	9	8	7	7	7	9	7	8	8	7	8	8	8	8	9	9	9	9	8	9	9	11	9	10	11	10	11	10	10	11	11	11	11	10	11	13	14	12	13	12	14	14	13	14	15	2	3	0	2	3	4	8	3	6	4	8	0	11	5	9	10	9	8	12	12	6	6	5	8	16	4	20	18	18	26	22	4	32	22	47	18	29	29	31	21	18	26	37	47	28	31	18	16	48	51	44	45	31	43	47	45	47	45	1	1	1	2	3	1	1	3	1	2	1	1	1	2	2	1	1	1	2	1	3	3	1	2	1	3	1	2	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	2	1	2	4	2	2	1	2	3	2	4	2	1	3
44000	-291.373036774237562	-289.782751480843444	-1.590285293394133	0.000088573829931	0.000021640218304	0.244318421378117	0.644824794618308	3	2	1	3	5	5	6	4	6	6	5	5	6	8	8	7	7	7	9	7	7	7	7	8	8	8	8	9	10	9	7	9	9	10	10	10	10	11	10	11	9	11	11	11	12	11	12	12	12	14	12	14	13	13	14	14	15	13	2	3	0	2	3	4	11	3	6	4	8	0	8	8	17	9	9	5	12	12	9	9	13	5	16	10	20	18	41	26	6	9	26	25	18	28	41	18	31	9	18	26	37	28	35	39	18	42	42	38	44	41	46	43	45	45	47	45	1	1	1	1	2	2	1	1	1	2	1	1	2	2	1	1	1	2	2	1	1	1	1	2	1	2	1	2	1	1	1	2	1	2	2	1	1	4	2	4	2	1	1	2	1	1	3	1	1	3	1	2	2	2	2	2	2	1
44500	-272.070051156183581	-270.575155199406140	-1.494895956777440	0.000103607577486	0.000030902815831	0.298267912258196	0.679513200953727	3	2	1	6	7	4	6	5	6	5	6	6	7	9	8	7	7	7	9	7	8	8	8	6	8	8	8	9	8	9	9	9	9	10	10	10	10	11	10	9	10	10	11	10	12	11	9	12	11	14	13	14	13	14	11	14	15	14	2	3	0	10	11	2	3	3	6	6	3	0	8	24	9	9	4	7	12	12	4	17	8	8	16	16	20	29	18	4	21	17	26	26	29	47	29	47	31	4	29	25	37	18	55	31	29	42	42	38	44	45	46	37	41	45	52	45	1	1	1	1	1	1	2	2	2	1	2	1	1	2	1	1	1	1	3	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	3	2	1	1	3	1	1	1	2	1	3	2	2	2	1	1	2	1	2
