step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81
1	-2653.186886231641893	-2651.724804147122995	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.411286853921872	0	2	4	3	5	4	4	6	5	5	4	5	5	6	6	5	7	8	7	7	8	7	7	8	9	9	8	8	8	8	9	8	8	9	8	10	9	9	9	10	12	9	9	9	9	11	11	11	11	12	12	12	13	13	14	13	13	15	16	16	14	17	15	16	17	16	17	17	16	18	19	19	18	19	19	20	20	20	21	22	25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	2	2	3	3	3	2	3	3	3	3	3	4	4	4	4	4	4	4	4	5	5	4	4	4	4	5	4	4	5	4	5	5	5	5	5	6	5	5	5	5	6	6	6	6	6	6	6	7	7	7	7	7	8	8	8	7	9	8	8	9	8	9	9	8	9	10	10	9	10	10	10	10	10	11	11	13
500	-618.619009785055482	-616.130257619163103	-2.488752165892389	0.000010041286754	0.000037398742952	3.724497055804112	0.351867099863805	0	2	2	3	5	4	5	7	5	5	3	5	5	6	7	5	6	8	7	7	8	7	4	6	9	9	8	9	8	8	10	8	7	10	5	10	10	6	10	10	13	9	9	8	9	8	11	11	10	10	13	13	14	12	13	13	13	15	17	16	14	17	13	17	16	16	18	17	16	19	20	19	19	19	17	20	20	20	20	23	25	0	1	1	1	2	4	11	2	3	23	0	4	2	12	10	23	4	1	35	7	2	23	3	16	9	10	5	14	16	10	29	24	5	17	11	32	27	23	28	29	31	24	32	19	7	38	27	43	30	45	54	48	39	46	45	46	32	45	56	54	56	50	19	57	57	54	54	52	19	61	50	59	57	50	52	72	35	63	48	79	69	1	1	1	2	2	1	1	3	2	1	1	2	2	1	2	1	2	5	1	2	2	1	1	1	2	2	2	2	2	2	1	2	1	2	2	1	1	1	1	2	2	2	1	1	2	1	2	1	1	1	1	2	2	2	2	4	3	4	4	2	1	4	3	3	2	2	5	2	7	2	6	2	2	5	2	1	9	4	5	2	5
1000	-491.852716422331014	-490.128652914415625	-1.724063507915390	0.000010025397281	0.000016577253336	1.653525827632137	0.578040979420769	0	2	3	2	3	4	4	6	5	5	2	5	5	4	6	6	6	8	6	8	8	7	4	7	8	7	7	6	8	9	9	9	8	9	8	10	9	9	9	10	12	9	10	9	10	10	10	12	12	12	13	12	12	12	14	13	14	15	16	16	14	17	16	17	15	17	18	18	16	18	20	19	18	18	19	21	21	20	21	23	25	0	1	2	1	1	2	11	4	3	23	0	5	5	4	23	23	5	8	7	7	2	10	3	16	9	10	5	14	16	23	10	24	12	17	19	42	27	26	28	29	31	24	32	35	19	38	27	43	31	44	54	43	28	46	50	54	43	55	54	54	54	50	55	52	52	61	51	65	50	61	62	67	52	69	48	72	74	69	75	79	69	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	2	2	2	2	1	2	2	1	2	2	1	1	1	1	2	1	3	2	1	1	2	1	2	1	2	2	1	1	3	1	1	1	2	1	2	2	1	3	1	2	1	2	3	1	3	2	1	1	2	2	2	2	2	2	1	1	4
1500	-482.720518214117021	-480.708521373356007	-2.011996840761022	0.000009934928936	0.000023571830623	2.372621965853055	0.744790445560207	-1	3	3	1	5	5	4	6	5	6	2	5	4	6	7	5	6	9	7	7	9	8	4	7	8	9	8	7	7	8	10	9	9	9	8	10	10	10	9	9	12	9	9	10	10	11	11	11	10	12	13	13	13	12	14	14	12	15	15	16	14	17	15	17	16	17	17	16	16	18	18	20	19	17	19	19	20	21	21	22	25	0	4	1	1	2	4	11	5	3	23	0	2	4	2	23	23	13	5	7	7	2	23	3	16	9	10	8	14	16	10	30	24	12	17	19	24	27	26	28	16	31	24	24	19	35	38	37	43	22	44	54	43	28	46	50	54	43	50	56	56	54	63	55	52	48	61	56	43	58	61	55	67	65	58	68	67	74	74	75	79	77	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	2	2	1	1	2	2	1	1	2	2	1	2	2	1	2	2	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	3	2	2	1	4	1	2	2	2	2	1	1	1	2	3	2	1	2
2000	-463.558152302491123	-461.754305447150614	-1.803846855340528	0.000010001740376	0.000018483406678	1.848019043037361	0.661349337933175	1	3	3	3	5	5	4	6	5	6	3	5	6	7	6	5	8	8	6	8	7	8	4	7	8	9	8	9	8	8	9	9	9	10	8	10	10	9	10	10	12	10	9	9	9	10	12	12	11	12	13	12	14	12	14	13	14	14	16	16	15	18	15	17	17	16	17	17	16	18	19	20	18	18	20	20	21	20	22	23	23	0	1	1	1	4	4	11	2	3	23	0	4	2	13	23	23	8	5	7	19	4	23	3	16	9	29	13	14	16	10	30	24	12	17	19	24	27	30	28	29	31	24	24	35	35	38	37	43	10	45	54	43	28	46	50	54	43	50	51	54	54	63	50	57	52	61	60	57	58	66	62	67	65	69	65	67	74	74	75	79	77	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	2	1	1	2	1	1	1	2	1	1	2	2	1	1	1	2	1	1	2	2	2	1	1	1	1	1	2	3	1	1	2	2	1	1	1	2	1	2	3	2	2	2	1	2	1	1	2	1	2	1	2	1	1	2	2	2	2	1	1	1
2500	-468.830710780670927	-466.779618421339137	-2.051092359331772	0.000010269978555	0.000025417028838	2.474886262055006	0.704779127924960	1	3	4	3	5	4	4	7	5	6	3	5	5	6	7	6	7	9	8	8	7	8	5	7	9	9	8	8	9	8	9	8	9	9	9	10	9	9	10	9	13	8	9	10	10	10	12	11	12	12	13	13	13	12	14	14	13	15	17	16	14	17	15	15	16	16	17	16	15	19	19	18	16	19	19	21	18	21	21	22	25	0	1	4	1	1	1	11	6	3	23	0	4	4	4	10	23	2	21	11	7	12	10	3	16	9	30	13	14	16	10	23	24	12	17	19	32	27	23	28	16	30	24	42	35	35	38	37	43	26	35	54	48	39	46	50	54	43	55	56	56	54	63	55	48	52	61	60	48	50	66	62	67	57	69	57	67	69	74	75	79	74	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	1	1	2	1	2	1	2	1	3	1	2	1	1	1	1	2	2	3	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	2	1	1	2	1	2	2	1	1	3	1	2	1	1	1	2	4	2	1	1	1	1	2
3000	-493.134066670319100	-491.389771750111038	-1.744294920208053	0.000010309129090	0.000017552712192	1.702637733907854	0.661259110341626	-1	2	3	2	5	4	5	6	5	5	3	5	6	6	6	5	8	8	6	8	5	8	4	7	10	9	7	8	8	6	7	8	8	10	9	10	10	8	9	10	12	9	10	9	9	10	10	11	11	11	13	13	13	11	13	13	14	15	16	17	15	16	15	16	17	17	18	17	16	19	18	20	19	20	18	19	19	20	20	22	25	0	1	4	1	1	2	11	4	3	23	0	2	5	12	23	23	8	4	7	7	2	23	3	16	9	23	5	14	16	10	23	24	12	17	19	42	27	30	28	16	31	24	42	19	19	38	27	32	31	44	54	43	39	46	50	54	43	50	54	54	51	50	55	43	52	61	60	48	58	61	55	67	65	69	65	60	58	77	75	79	74	1	2	1	1	3	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	2	2	1	1	2	1	2	1	2	1	3	1	2	1	1	3	2	1	1	2	2	1	2	2	2	1	1	2	2	1	2	1	2	2	3	3	1	3	1	3	1	2	1	2	1	2	2	1	1	2	1	1	2	1	1	2	2
3500	-451.398719900397055	-449.484301613508251	-1.914418286888826	0.000010617141366	0.000022539020641	2.122889755734766	0.708488577188099	1	2	3	4	3	5	4	6	5	5	2	5	5	6	7	5	7	9	6	6	6	7	4	7	8	9	8	8	9	8	9	8	8	10	8	9	9	9	10	9	12	8	9	9	10	11	12	10	11	12	13	12	14	12	14	13	13	14	15	17	14	17	16	16	16	15	17	16	16	18	19	19	18	17	19	19	20	20	20	22	24	0	1	1	1	1	2	11	4	3	23	0	5	5	4	23	23	5	8	7	7	5	23	3	16	9	10	13	14	16	23	23	24	12	17	19	24	27	10	28	30	31	24	32	35	19	38	27	43	22	45	54	48	39	46	50	54	43	50	56	56	54	55	55	52	52	56	56	48	58	61	62	67	68	69	68	67	74	74	75	79	77	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	2	1	1	2	2	2	1	2	2	2	1	2	1	1	1	1	2	2	1	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	2	1	1	2	2	2	1	2	2	1	2	2	1	2	1	1	1	1	2	1	2	2	1	1	2
4000	-478.037945257413128	-475.988018051798861	-2.049927205614261	0.000011181881885	0.000027639588865	2.471819068540460	0.717403131197315	0	3	4	3	5	5	5	6	5	6	2	6	5	6	7	6	7	9	7	7	7	7	5	7	9	9	9	7	8	8	10	9	9	9	8	10	10	10	9	11	12	9	9	9	10	11	12	12	11	12	13	12	14	12	15	13	14	15	15	16	14	18	14	16	17	16	17	17	16	17	20	20	15	20	19	20	19	20	21	23	23	0	1	4	1	1	4	11	2	3	23	0	6	4	5	23	23	2	5	7	7	8	10	3	16	9	10	13	14	16	23	23	24	12	17	19	42	27	26	28	26	26	24	24	19	19	38	27	43	23	44	54	43	39	46	63	54	43	50	56	51	54	55	45	57	52	61	59	52	58	61	62	67	52	77	48	67	58	58	75	79	77	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	3	2	1	2	2	1	1	1	2	1	1	2	1	2	3	1	2	2	1	2	1	2	2	2	2	1	3	2	1	2	1	1	2
4500	-445.989354891421499	-444.207294395670772	-1.782060495750754	0.000011386927093	0.000020435713557	1.794664477153935	0.726811355607572	1	2	3	3	4	4	4	6	5	5	3	5	5	6	7	5	8	8	7	6	7	7	4	6	9	9	7	9	7	8	9	8	8	9	5	10	10	10	10	10	12	9	9	9	9	11	11	11	11	12	13	13	12	12	14	14	13	14	16	15	14	18	15	15	18	17	17	17	16	19	19	20	19	19	19	21	18	20	21	23	24	0	1	1	1	4	4	11	1	3	23	0	4	4	5	23	23	5	8	35	7	1	10	3	16	9	30	5	14	10	10	30	24	12	8	7	32	27	30	28	29	31	24	24	35	35	38	37	43	31	45	54	48	39	46	50	54	43	50	51	54	51	55	55	57	68	61	56	48	58	61	62	67	68	77	68	72	69	77	75	79	77	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	2	1	1	2	1	2	1	1	2	2	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	2	1	1	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	1	2
