step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111
1	-6822.675637263454519	-6821.213555178936076	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.109274236480474	0	1	1	3	3	3	3	4	4	3	4	4	4	4	5	5	5	6	6	5	7	7	7	6	8	8	9	8	9	7	8	8	8	8	10	9	8	10	9	10	10	10	10	11	10	11	11	11	10	11	11	10	11	11	11	12	12	12	13	11	14	13	13	13	13	14	12	13	12	14	13	14	14	13	14	15	13	14	15	16	14	15	16	16	15	14	17	15	15	17	18	16	16	17	15	16	17	17	18	17	19	18	18	18	19	19	20	20	20	21	23	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	4	4	4	3	4	4	5	4	5	4	4	4	4	4	5	5	4	5	5	5	5	5	5	6	5	6	6	6	5	6	6	5	6	6	6	6	6	6	7	6	7	7	7	7	7	7	6	7	6	7	7	7	7	7	7	8	7	7	8	8	7	8	8	8	8	7	9	8	8	9	9	8	8	9	8	8	9	9	9	9	10	9	9	9	10	10	10	10	10	11	12
500	-1775.549774031829656	-1773.385436189668781	-2.164337842160790	0.000010063610256	0.000027967005675	2.779023130054651	0.161270081027719	-1	0	0	1	2	3	2	4	3	4	4	5	5	5	3	4	6	5	7	5	7	8	7	5	6	9	6	8	9	5	8	5	8	8	7	9	6	9	6	10	10	10	9	8	10	11	12	11	10	11	10	11	11	10	11	9	12	12	14	8	14	13	11	13	14	15	13	12	13	14	13	14	14	12	15	14	10	14	16	16	15	16	16	16	16	15	18	16	15	18	17	16	16	17	16	17	18	17	18	16	20	19	19	18	20	20	20	20	19	22	24	0	1	1	2	2	3	3	9	5	5	4	4	11	5	5	7	9	8	30	15	8	9	4	16	16	28	16	18	18	9	20	16	20	24	25	27	18	30	32	27	30	30	37	39	28	24	24	25	27	37	37	39	39	30	44	18	35	39	40	39	30	43	39	60	45	35	37	39	42	39	24	35	68	54	60	56	35	39	60	63	48	56	45	35	68	54	77	60	35	56	77	60	35	77	44	60	60	44	68	56	44	77	60	60	56	53	68	56	53	56	63	1	1	1	1	1	2	2	1	1	1	2	3	1	2	1	2	2	1	2	2	2	4	3	1	1	1	2	1	2	1	2	1	2	2	1	2	1	2	1	3	4	3	2	2	1	3	3	4	2	3	2	1	4	4	2	2	3	4	3	1	7	2	3	2	4	5	3	5	2	4	4	5	2	1	6	3	2	5	8	3	3	4	4	5	3	3	6	7	5	6	4	6	4	4	6	7	10	7	3	4	8	6	11	5	7	6	6	8	5	7	10
1000	-1440.992620936267940	-1438.663232159689869	-2.329388776578035	0.000010059618828	0.000032647948908	3.245445922555557	0.401740698542335	0	1	1	2	2	4	3	4	3	4	5	5	4	5	5	4	5	6	7	6	8	7	8	6	7	9	8	8	9	5	8	6	8	9	8	9	8	9	7	9	10	9	10	10	9	11	11	10	10	11	11	9	11	10	11	11	11	11	14	8	15	13	13	13	14	14	12	13	12	14	14	15	15	12	15	13	12	13	16	16	15	16	16	16	16	15	17	16	16	16	18	16	15	17	16	16	18	18	18	17	19	19	19	17	20	19	21	21	21	22	24	0	1	1	2	2	3	3	5	5	5	4	4	4	9	5	7	8	8	5	15	8	9	11	16	32	18	16	18	28	9	20	16	20	24	25	27	18	30	32	27	30	30	37	60	18	34	24	35	36	37	37	39	39	30	44	29	35	39	40	39	38	43	44	44	45	35	37	39	54	58	46	48	68	54	55	56	57	58	60	63	48	56	45	66	68	42	77	60	66	76	77	60	66	77	60	60	60	60	68	76	60	77	60	60	100	60	99	76	106	76	88	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	2	1	1	1	2	2	1	1	1	2	1	1	2	1	1	1	3	1	1	2	4	1	1	2	1	2	1	1	3	2	1	2	4	1	1	2	2	2	1	5	1	2	2	4	4	2	5	1	2	1	3	1	2	4	2	1	2	8	1	2	4	3	1	2	3	3	7	2	2	4	4	1	3	5	5	8	7	3	2	7	5	10	6	3	6	3	5	1	6	7
1500	-1289.428400944727855	-1286.806322876807144	-2.622078067920675	0.000010248448726	0.000042517710677	4.148697213810101	0.461378784659523	-2	0	1	2	2	3	3	3	4	3	5	4	5	5	5	5	5	5	6	6	6	7	7	6	7	8	8	8	9	7	9	6	9	9	8	9	7	10	7	10	9	10	11	11	9	11	10	11	10	10	10	9	11	11	12	12	13	12	13	8	14	14	13	14	14	14	11	13	13	14	13	14	15	13	14	15	11	14	16	16	15	15	17	17	15	13	17	14	15	17	18	14	16	17	15	16	16	18	18	17	20	19	19	18	20	20	20	21	21	22	24	0	1	1	2	2	3	3	5	5	5	4	4	4	9	5	7	8	8	9	15	8	10	4	16	32	18	16	18	28	19	20	7	20	24	25	27	18	30	32	27	30	30	51	60	18	34	24	35	36	37	37	39	39	30	44	29	35	39	40	39	54	43	44	44	45	48	51	52	42	58	46	57	68	54	55	56	35	58	60	63	66	56	65	66	68	54	77	60	66	76	77	60	66	77	60	60	60	60	85	76	60	77	60	92	90	97	99	76	106	105	97	1	1	2	2	1	1	1	1	1	1	2	1	2	1	2	1	1	2	2	1	2	2	3	1	1	2	2	1	1	1	1	2	1	2	1	1	1	2	1	2	1	2	1	2	2	1	2	2	1	2	2	1	3	3	1	1	3	2	2	1	2	1	2	1	3	1	1	4	2	1	1	1	2	1	2	2	2	1	8	2	1	2	2	2	2	1	3	5	1	1	4	3	2	3	4	5	7	6	2	1	5	5	9	4	2	3	1	4	1	1	6
2000	-1244.922271110079919	-1242.553293076973205	-2.368978033106635	0.000010378185808	0.000034888543322	3.361718894449023	0.627386124765337	-1	1	1	3	2	3	3	4	4	3	5	5	5	4	5	5	5	5	6	6	6	7	7	6	9	7	8	9	10	8	7	6	8	8	10	10	8	10	7	10	10	10	10	11	10	11	12	11	10	11	12	10	10	11	12	12	13	12	14	8	13	13	13	13	14	14	12	13	12	15	13	15	14	14	15	16	12	14	16	15	14	16	15	15	15	14	17	16	16	17	18	13	16	18	14	16	18	17	18	17	20	19	19	19	19	19	20	20	20	21	24	0	1	1	2	2	3	3	5	5	5	4	4	4	5	5	7	8	8	9	15	9	9	11	7	27	18	16	18	18	19	20	16	20	24	25	27	18	30	32	27	30	30	37	53	28	24	34	35	27	37	37	39	39	30	44	29	48	53	40	39	38	43	44	44	45	48	37	52	42	78	34	81	52	54	55	56	35	58	60	63	48	56	45	66	68	42	77	60	48	76	77	60	66	77	60	44	60	44	85	76	92	77	60	98	76	95	99	100	106	108	109	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	3	2	2	2	1	1	2	2	2	1	1	1	1	1	2	2	3	3	1	1	2	1	2	1	2	2	1	1	7	2	2	2	2	1	1	2	3	5	2	1	3	2	1	3	3	3	5	4	1	1	4	5	9	1	2	4	1	3	1	1	3
2500	-1161.408122807027212	-1158.983104797740452	-2.425018009286787	0.000010626535882	0.000037504908607	3.529363569187668	0.613602827915603	-1	0	2	2	2	3	4	3	5	4	4	4	5	4	4	5	6	5	4	6	7	7	8	7	8	9	9	7	9	7	8	7	9	9	10	10	8	10	8	10	9	9	10	10	11	10	11	12	11	10	11	10	11	11	12	11	12	12	12	9	14	13	13	13	13	14	13	13	12	15	13	15	14	13	15	15	12	14	14	16	15	15	16	16	15	13	18	16	14	18	19	15	16	17	13	17	18	17	17	17	18	19	19	19	19	19	20	19	20	22	23	0	1	1	2	2	3	3	5	5	5	2	4	4	5	5	7	8	8	5	15	9	9	11	16	32	28	16	18	18	19	20	16	20	24	25	27	18	30	32	27	30	30	37	60	18	24	34	35	36	37	37	39	39	42	44	29	35	53	40	39	38	43	44	44	45	48	51	52	30	58	46	66	52	30	55	56	35	58	60	63	35	56	65	57	68	30	77	95	48	76	77	60	66	77	60	79	95	88	85	76	92	77	60	98	76	97	99	90	106	105	109	1	1	2	2	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	1	2	2	2	1	1	2	2	2	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	3	2	1	1	1	1	2	1	2	1	1	2	2	1	1	1	2	2	2	2	2	1	1	2	3	3	2	1	2	3	2	2	1	1	3	2	3	2	1	2	1	2	3	2	1	1	3	3	1	2	3	2	4	1	1	1	2	5	9	2	2	1	2	1	1	1	2
3000	-1065.295193346529459	-1063.234910092594646	-2.060283253934895	0.000011014637847	0.000027526939010	2.499123383923262	0.730578468621887	-1	1	1	3	2	3	3	4	4	3	5	5	4	4	5	5	5	6	4	6	6	7	7	6	8	8	8	8	9	7	8	6	9	8	10	9	8	9	8	11	11	11	11	10	10	11	11	12	10	11	10	10	11	11	11	12	12	12	13	9	14	13	13	13	13	15	12	14	12	13	14	14	15	14	14	15	14	15	13	16	14	15	15	17	15	15	18	15	15	18	18	17	15	17	13	17	17	17	17	17	20	17	19	19	19	19	20	20	20	22	22	0	1	1	2	2	3	3	5	5	5	4	4	4	5	9	7	8	8	5	15	8	10	4	16	32	18	16	18	18	19	20	16	20	24	25	27	18	30	32	27	30	30	51	60	18	34	34	35	36	51	37	39	39	30	44	29	35	39	40	39	38	43	44	44	45	48	51	52	42	58	46	57	68	42	55	56	57	58	60	63	48	56	65	66	68	54	77	79	81	76	77	79	81	77	60	95	95	95	85	76	92	77	95	98	76	97	99	105	106	108	109	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	1	2	1	1	2	1	2	2	2	1	1	2	1	2	2	2	2	1	2	1	1	2	1	1	2	2	2	1	1	2	2	1	2	1	2	1	2	3	1	1	1	2	2	1	2	3	2	4	2	1	1	2	2	5	1	2	1	1	1	1	1	1
3500	-1027.088077145539046	-1024.851513348201252	-2.236563797337778	0.000011460500546	0.000034147596967	2.979590361710875	0.719864324876317	-1	1	0	3	2	3	3	4	3	3	4	5	5	5	5	5	6	6	6	6	7	6	7	6	7	8	8	8	10	7	8	8	8	8	9	9	9	11	9	10	10	10	11	11	11	11	10	11	10	11	12	11	11	11	12	12	12	12	13	10	14	14	13	14	14	13	12	14	13	14	14	14	14	13	15	15	13	14	13	15	13	15	15	17	15	14	16	15	15	17	18	15	16	16	13	16	17	18	17	18	20	18	18	19	19	19	21	21	20	21	22	0	1	1	2	2	3	3	5	5	5	4	11	4	5	9	7	8	8	9	15	8	10	11	16	16	18	16	18	18	19	20	25	20	24	25	27	28	42	32	27	30	30	37	60	18	34	34	35	36	37	37	39	39	30	44	29	35	53	40	39	38	43	44	44	45	35	37	52	42	58	46	66	52	42	55	56	57	58	60	63	48	56	65	81	68	69	77	79	81	76	77	79	66	77	60	88	95	96	85	90	92	94	95	98	90	97	99	105	106	105	109	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	1	2	2	2	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	2	2	2	1	1	2	2	2	1	1	1	2	1	2	2	1	1	2	1	1	1	1	2	1	2	2	2	1	1	1	2	2	1	1	2	2	2	1	1	2	1	1	2	1	2	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1	3	1	1	1	2	1	1	1	1
4000	-1037.967171712468826	-1035.772535215153766	-2.194636497315024	0.000012647049117	0.000036202313795	2.862510729601649	0.644102993979395	-2	1	1	3	2	4	3	4	4	3	5	4	5	5	4	5	5	6	5	6	7	8	8	6	5	9	9	9	9	7	9	7	8	9	11	10	9	11	8	10	10	10	10	11	11	10	10	12	11	11	11	11	10	10	12	12	13	12	12	10	13	14	14	14	14	14	12	13	12	14	12	15	14	14	15	15	13	15	13	16	13	14	16	16	15	14	15	14	14	18	16	16	17	17	15	16	18	18	17	17	20	18	18	19	20	19	19	21	20	21	24	0	1	1	2	2	3	3	2	5	5	4	4	4	5	5	7	2	8	5	15	8	8	4	16	7	18	16	18	18	19	20	25	20	24	25	27	18	54	32	27	30	30	37	60	18	24	24	35	36	37	37	39	39	30	44	29	35	53	40	39	42	43	44	44	45	81	37	52	42	58	46	66	52	54	55	56	35	58	60	63	48	56	65	66	52	54	77	79	48	76	77	79	66	77	60	88	95	96	85	76	92	94	95	98	90	97	99	105	106	105	109	1	2	1	1	1	2	2	2	2	1	2	1	1	2	2	1	2	2	1	2	1	2	3	1	1	2	2	2	2	1	2	1	1	2	4	1	2	1	1	1	2	2	1	1	2	3	2	1	1	1	1	2	2	2	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	2	1	1	1	2	2	2	1	1	2	1	1	1	1	1	2	2	1	1	2	2	1	1	2	2	1	1	2	2	1	1	2	1	2	1	1	1	2	1	1	1	2
4500	-957.792417894783739	-956.037119340398476	-1.755298554385241	0.000017161836785	0.000029679656369	1.729398591758971	0.755133577374001	0	1	1	2	2	3	3	4	4	3	4	4	4	4	4	4	5	6	6	5	6	6	7	7	6	8	7	9	10	8	8	7	8	8	8	10	8	11	8	10	10	10	10	12	10	11	11	11	10	11	11	10	11	11	12	13	12	12	13	11	13	13	14	14	14	15	13	13	13	14	13	13	14	13	15	15	13	15	15	16	15	14	15	14	14	15	17	14	16	17	18	17	16	15	13	17	18	17	16	17	19	19	18	18	19	17	20	21	20	21	23	0	1	1	2	2	3	3	5	5	5	4	4	4	5	5	7	8	8	9	15	8	10	11	16	16	18	16	18	28	19	20	25	20	24	25	27	18	30	32	27	30	30	37	60	28	24	24	35	27	37	37	39	39	30	53	29	35	53	40	39	38	43	44	44	45	48	51	52	54	53	46	48	52	42	55	56	35	70	60	63	48	56	65	48	68	69	77	95	48	76	77	79	66	77	60	88	95	88	85	76	92	94	95	98	90	95	99	105	106	105	109	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	1	1	2	1	2	1	1	2	1	1	1	2	2	2	2	1	1	2	1	1	1	2	1	2	2	2	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	2	2	1	1	1	2	3	1	1	2	2	1	1	1	1
