step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104
1	-2494.002941778839613	-2500.858429729798900	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.374062543679701	0	2	2	4	6	4	5	5	5	6	8	9	8	8	7	9	8	8	9	10	9	9	9	10	10	10	9	10	9	12	11	10	12	11	12	11	10	11	11	12	11	12	12	12	12	11	13	12	13	13	14	14	14	13	14	14	14	13	14	14	15	15	15	14	15	15	16	16	16	16	16	17	16	18	16	17	18	17	19	19	18	19	20	21	20	22	23	23	24	23	25	24	24	24	24	25	26	29	30	29	30	31	33	34	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	3	3	3	3	4	5	4	4	4	5	4	4	5	5	5	5	5	5	5	5	5	5	5	6	6	5	6	6	6	6	5	6	6	6	6	6	6	6	6	6	7	6	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	7	8	8	8	8	8	8	8	9	8	9	8	9	9	9	10	10	9	10	10	11	10	11	12	12	12	12	13	12	12	12	12	13	13	15	15	15	15	16	17	17
500	-869.071226786291277	-875.926714737250677	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.302792434848978	-1	1	2	3	4	4	6	5	5	5	5	10	9	7	8	9	7	8	10	10	8	9	8	10	10	10	9	10	9	12	12	10	13	12	12	11	11	11	11	11	11	13	13	13	13	8	13	12	13	10	13	14	14	13	14	14	14	13	13	13	14	14	16	11	15	15	17	15	16	17	17	17	17	18	15	16	18	18	18	16	18	18	17	20	17	23	24	23	24	24	26	24	25	24	24	25	27	29	31	30	30	31	33	35	0	1	2	2	4	3	3	3	3	5	5	17	14	3	10	5	11	5	7	17	3	17	5	21	10	46	11	14	11	23	21	3	14	12	11	22	26	27	18	10	29	27	26	15	14	5	19	25	27	0	24	25	37	36	12	45	43	15	23	50	19	58	75	50	60	27	34	59	54	47	15	59	46	34	49	34	66	80	16	11	62	76	64	53	64	64	64	85	50	50	80	64	64	64	64	85	64	64	83	60	80	85	83	85	1	1	1	2	1	1	2	1	2	1	1	2	2	2	3	3	1	2	2	2	4	1	2	1	2	1	2	1	2	2	2	3	3	2	4	1	1	1	2	3	1	3	1	3	3	2	2	1	2	1	2	2	2	1	3	1	1	4	3	2	2	1	1	1	1	3	3	1	2	3	4	2	5	3	2	2	1	1	3	7	2	1	5	2	3	5	6	4	13	10	6	7	6	8	6	4	9	10	11	10	9	9	13	15
1000	-728.677179801242914	-735.532667752202315	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.392167419947398	0	2	1	3	5	5	5	6	6	6	8	10	8	8	7	10	8	8	9	11	7	9	8	9	9	10	10	10	9	13	11	9	11	11	12	11	9	12	11	13	11	13	12	13	13	11	13	13	13	10	14	14	15	13	15	14	15	11	14	14	13	15	15	12	16	14	15	16	15	16	16	17	17	18	17	18	17	18	19	19	18	20	20	21	17	21	23	23	25	24	24	23	24	24	24	24	26	30	31	29	29	32	33	35	0	3	1	3	4	4	3	3	4	5	5	17	4	21	10	5	10	5	7	12	8	15	5	8	10	23	11	24	23	46	19	8	14	22	37	25	5	27	29	25	5	18	41	34	35	9	7	22	27	0	33	34	27	36	46	30	43	23	37	50	31	48	66	50	64	27	16	48	25	61	25	57	26	48	27	71	49	68	72	53	69	52	64	72	50	64	64	86	50	64	83	64	60	64	64	85	50	85	83	95	87	87	85	92	1	1	1	1	1	1	2	3	1	1	2	1	3	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	1	2	2	2	1	1	2	2	2	1	1	2	3	2	1	1	1	2	3	2	1	1	3	1	2	1	2	1	2	2	2	2	2	1	1	1	2	2	3	1	2	1	3	1	4	2	3	1	2	1	2	2	2	2	4	3	3	4	6	2	11	9	3	8	5	6	6	3	8	9	7	3	3	7	11	11
1500	-649.411548602670905	-656.267036553630305	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.504094796139256	0	1	2	4	7	5	3	4	6	6	7	9	9	9	7	8	8	8	9	10	9	9	9	10	10	11	9	11	10	13	11	10	12	11	13	11	11	11	12	11	10	13	11	12	11	11	14	13	14	12	13	14	14	14	14	15	15	12	15	15	16	15	15	14	13	16	17	17	17	17	15	18	16	19	14	17	18	15	20	19	17	19	20	21	18	21	23	23	25	21	26	24	25	25	24	26	27	29	31	27	28	32	32	34	0	1	2	3	10	1	2	2	4	6	6	17	1	8	10	11	15	5	7	17	11	15	16	14	15	16	18	14	23	46	13	19	8	22	16	15	16	27	29	25	11	27	23	25	23	18	19	22	58	0	21	34	37	26	29	58	43	16	16	65	31	15	49	50	50	46	58	78	71	19	48	57	59	81	58	52	66	52	57	55	48	67	64	72	64	64	85	90	64	85	95	85	88	83	90	93	85	85	101	89	89	101	97	97	1	1	1	1	1	2	1	2	1	1	2	1	4	2	1	1	1	1	3	1	1	1	1	1	2	2	1	1	1	1	1	1	4	1	4	2	1	2	1	1	1	2	1	1	1	1	2	2	1	1	2	1	1	2	3	2	2	2	5	1	2	2	1	1	1	2	2	2	1	5	1	2	1	2	1	2	1	1	2	2	2	1	3	2	1	5	2	1	9	2	1	4	1	3	2	1	4	8	2	1	2	2	4	4
2000	-589.178906904919700	-596.034394855879100	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.567713203147992	0	2	3	3	5	5	5	5	5	6	7	8	8	8	8	9	9	7	9	11	6	10	9	9	10	11	10	11	9	12	11	11	11	9	13	11	9	11	11	12	11	12	10	12	13	12	13	13	13	12	14	14	14	13	15	15	14	13	14	14	15	16	15	14	13	12	15	16	16	16	17	17	17	18	16	16	18	17	20	18	18	20	19	22	19	20	21	21	25	23	24	24	24	24	23	25	26	29	31	29	30	32	33	33	0	1	2	2	4	4	3	3	4	5	5	10	7	21	10	11	12	5	7	17	8	10	18	21	10	37	11	7	18	25	19	24	14	15	37	15	18	5	22	15	6	27	37	5	23	16	28	36	27	0	33	22	36	22	59	43	37	23	23	65	47	48	42	50	50	27	54	52	25	61	54	57	35	34	63	67	63	68	57	16	48	76	64	72	64	64	83	83	64	87	85	83	88	90	87	93	92	83	101	89	89	101	102	102	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	2	2	1	1	2	1	2	1	1	2	1	2	2	1	3	1	2	3	1	1	3	2	1	1	1	2	1	1	2	2	2	1	2	3	2	2	1	1	2	1	1	1	2	1	1	2	1	2	1	2	5	1	1	1	1	3	4	2	3	2	3	2	4	1	1	7	2	2	3	2	1	1	1	1	5	1	2	2	2	1	1
2500	-585.599016151259889	-592.454504102219289	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.600034445969139	-1	1	2	2	5	5	6	4	6	6	6	9	9	8	7	10	8	8	10	10	8	9	9	11	10	10	9	10	9	12	11	10	13	11	13	10	8	11	11	12	12	11	12	13	12	11	14	13	14	12	12	14	15	13	14	15	15	13	13	15	16	15	16	14	14	13	16	16	17	17	17	17	17	18	16	17	16	17	20	19	18	19	21	22	19	21	23	23	23	24	25	25	25	24	23	25	25	30	30	29	30	31	33	35	0	1	2	2	4	4	2	4	4	5	5	17	7	8	10	37	5	11	7	17	9	10	37	21	15	23	11	7	37	26	7	14	51	22	41	10	11	27	29	25	37	27	37	36	23	23	31	34	38	0	14	22	59	34	29	43	43	37	23	65	19	48	49	50	50	27	15	52	40	61	56	57	59	62	27	52	38	67	72	55	62	76	64	79	64	64	86	83	50	95	85	83	88	85	85	95	86	91	92	96	89	101	102	102	1	1	1	1	2	2	2	1	2	1	1	1	2	3	1	1	1	1	2	1	1	2	1	2	1	1	2	2	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	2	1	1	2	2	1	2	2	1	3	1	1	2	1	2	4	1	3	1	1	1	2	2	2	2	1	1	2	3	2	1	3	2	2	5	2	1	7	1	2	2	1	2	2	1	2	2	2	2	3	1	2	2
3000	-569.066195499881928	-575.921683450841329	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.688643279667181	0	3	2	4	6	5	6	5	5	7	9	10	8	8	8	10	8	7	10	10	10	10	10	10	8	8	10	10	9	13	10	9	12	11	12	10	10	11	11	11	12	12	12	12	12	10	13	13	13	13	15	13	15	13	15	14	14	12	15	15	14	15	15	15	14	15	16	16	15	17	14	17	15	15	15	17	19	17	18	18	19	19	20	21	20	22	24	23	24	23	25	23	24	24	24	25	26	30	29	29	29	31	34	33	0	3	1	2	4	4	3	2	4	5	5	17	7	8	10	26	5	5	13	17	14	11	26	14	10	18	11	3	26	46	7	4	21	22	23	25	26	18	29	36	37	38	23	34	23	26	31	22	42	0	14	22	12	25	39	43	43	46	23	65	31	48	38	50	50	49	52	62	40	47	15	57	23	48	35	67	27	68	57	59	74	76	64	57	64	64	64	83	90	85	85	85	88	85	64	88	92	89	93	96	94	101	102	102	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	2	2	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	2	1	2	2	2	1	1	1	2	1	2	1	2	1	1	1	1	1	2	2	2	1	2	1	1	1	3	1	2	2	2	1	2	3	2	2	3	2	1	1	2	1	1	2	3	1	2	3	2	2	3	1	2	1
3500	-539.334666208621798	-546.190154159581198	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.664209721067799	0	2	3	4	7	5	5	5	5	6	8	10	7	9	7	10	8	8	10	10	7	10	9	10	11	10	10	10	10	13	12	10	11	11	12	12	10	12	11	13	12	13	12	13	13	10	13	12	14	13	14	14	14	13	15	14	14	13	15	15	15	14	13	15	14	14	15	15	16	15	16	17	16	18	16	17	18	17	20	19	18	18	19	22	21	22	23	23	24	24	24	25	24	24	21	25	25	28	30	28	28	30	33	35	0	1	2	3	9	2	3	2	4	2	5	15	7	21	10	23	10	5	7	17	8	15	5	21	15	23	18	7	5	23	19	14	14	22	26	10	5	27	46	25	16	27	26	22	46	23	28	22	38	0	14	22	35	36	45	43	16	46	53	65	47	48	38	50	50	27	34	25	36	31	54	57	59	36	63	67	63	68	72	73	62	67	64	72	83	83	85	95	87	87	95	87	88	64	64	95	87	94	101	96	97	101	102	103	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	3	1	2	1	1	1	1	1	2	2	1	1	2	1	1	1	1	2	1	2	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	3	2	2	3	1	2	2	2	2	2	3	1	2	1	1	1	1	1	1	1	4	3	2	1	2	1	2	1	1	2	1
4000	-524.582274669819526	-531.437762620778926	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.718955410249383	-1	2	1	3	6	5	5	6	5	6	8	9	8	8	7	10	7	7	9	9	10	9	9	10	10	11	9	9	10	12	11	9	12	11	13	10	8	11	12	13	11	11	13	12	13	12	13	13	13	13	14	13	14	13	15	15	15	11	14	15	15	15	16	14	14	15	16	16	16	16	15	17	16	18	16	17	18	17	19	20	19	20	19	22	21	23	23	23	24	24	26	24	24	25	24	25	27	29	30	28	29	31	34	33	0	3	1	3	9	2	4	2	4	2	18	17	7	8	10	37	10	5	7	17	8	15	37	14	10	23	11	13	37	11	19	14	8	22	58	11	5	27	29	36	16	11	30	15	58	23	31	34	27	0	21	34	41	36	39	43	53	37	16	65	47	48	38	50	50	59	34	52	71	61	15	57	30	62	49	62	75	67	72	73	48	76	64	72	83	85	85	83	88	87	86	83	88	89	88	92	92	95	101	96	97	101	102	102	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	3	1	2	2	2	1	1	1	1	1	1	2	3	1	1	1	3	1	1	1	3	1	1	2	1	1	1	1	2	2	3	2	3	2	1	1	1	2	1	1	2	2	1	1	1	1	2	2	1	1	1	1	2	1
4500	-569.074340335671081	-575.929828286630482	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700300951583790	0	2	1	5	5	3	5	6	4	6	8	9	9	8	8	10	8	6	9	10	9	10	9	11	9	11	9	10	10	12	12	11	12	11	11	11	8	11	12	13	12	13	13	11	11	11	14	13	12	12	14	13	14	13	15	14	15	14	15	14	14	14	15	15	13	13	16	15	15	17	17	17	14	17	16	16	16	17	20	16	18	20	20	21	21	22	22	23	23	24	26	24	25	24	24	25	27	29	29	29	29	31	33	35	0	3	1	6	9	2	1	2	3	5	5	17	7	8	10	23	10	5	7	17	8	10	37	21	10	23	18	7	5	35	28	13	21	22	37	25	5	27	26	36	37	38	46	25	11	37	31	44	27	0	14	34	35	36	39	43	43	35	58	65	31	16	29	50	50	16	52	54	12	31	69	57	46	48	63	52	49	68	72	46	48	76	64	72	83	83	85	83	87	85	86	87	88	87	83	88	92	92	97	96	97	101	102	103	1	1	1	1	1	1	2	3	2	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	3	1	2	1	2	1	1	1	1	1	1	1	2	2	1	2	2	2	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	2	1	3	3	2	1	2	2	1	2	2	1	2	2	3	2	2	2	1	1	1	1	1	1	2	1	2	2	2	1	2	2	1	2	1	1	2	1
