step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69
10000	-353.842450067279628	-360.697938018239029	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.629765417985857	0	2	3	2	3	4	4	8	9	9	8	9	12	10	11	11	11	10	11	13	13	13	14	15	16	15	17	18	21	20	23	21	22	22	23	24	24	24	24	24	25	25	25	25	25	27	27	26	26	28	29	30	29	30	31	29	31	32	31	32	33	34	33	33	34	33	36	35	36	0	1	2	1	4	3	0	3	11	11	6	11	19	11	9	9	9	8	9	15	14	16	14	20	21	22	24	21	27	25	30	28	25	27	33	34	33	0	32	31	31	28	32	0	40	40	41	44	44	31	46	47	49	48	50	47	56	52	54	0	54	57	56	59	61	54	63	61	0	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1	2	1	2	1	2	1	2	2	2	2	1	2	2	2	1	1	1	1	2	1	1	4	2	1	1	1	1	1	1	2	1	2	2	2	1	1	2	1	1	1	2	2	2	1	1	2	2	1	1
10500	-393.330644072224800	-400.186132023184200	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.632341942098529	0	1	3	2	3	5	4	8	8	10	10	8	13	8	10	11	11	12	10	11	13	14	14	15	15	16	17	18	20	21	24	20	22	22	22	24	23	23	25	22	25	25	24	24	25	27	26	27	26	28	28	30	29	29	31	28	30	33	32	31	32	35	33	34	34	35	36	36	36	0	1	1	1	4	3	0	3	2	8	9	6	17	6	3	10	11	11	14	11	14	10	14	21	23	10	21	24	24	29	40	27	24	30	28	30	29	0	43	28	33	30	32	0	40	31	41	44	44	45	46	47	49	48	45	47	56	57	54	0	54	58	57	59	54	61	63	61	0	1	1	2	1	1	2	1	2	4	1	1	1	1	2	2	1	1	1	1	1	2	1	4	1	1	2	2	1	2	1	2	1	3	1	2	2	2	1	1	2	1	2	1	1	1	2	1	3	1	2	1	2	2	1	2	1	2	2	2	1	2	1	2	1	3	2	1	2	1
11000	-384.494830949901313	-391.350318900860714	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.613435758986231	0	1	2	1	2	5	5	8	8	10	9	8	13	10	10	11	11	12	12	13	13	13	15	15	14	15	17	17	22	21	24	22	21	22	23	24	25	24	24	24	24	26	23	24	25	26	26	27	26	28	29	30	29	30	30	27	30	33	32	32	33	34	33	34	32	35	36	35	36	0	1	2	1	4	2	0	6	2	8	8	1	19	9	6	15	15	11	16	11	14	8	21	21	21	13	24	22	27	28	33	28	23	28	30	30	33	0	43	29	33	36	32	0	40	31	31	44	44	31	45	47	49	44	50	47	56	52	54	0	65	57	56	59	54	48	63	65	0	1	1	1	1	1	2	1	2	3	1	1	3	1	1	2	1	1	1	1	2	2	3	2	1	1	1	1	2	3	3	2	2	3	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	3	1	1	1	2	1	1	1	2	2	2	2	4	2	2	1
11500	-370.492526606234890	-377.348014557194290	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.740440289551010	-1	1	2	0	3	4	3	8	8	9	8	8	13	10	11	11	12	11	12	12	13	14	14	15	14	15	17	18	21	19	22	20	22	21	24	26	24	22	25	24	24	25	23	25	25	28	26	26	27	28	29	30	30	30	30	29	30	33	32	32	32	31	34	33	33	36	36	35	37	0	4	2	1	4	3	0	6	3	9	6	6	15	11	10	10	8	9	10	16	16	15	21	21	21	13	24	27	27	25	29	24	23	30	33	37	34	0	32	31	31	37	32	0	40	45	41	44	44	33	46	47	49	48	50	41	47	52	54	0	54	57	62	59	61	68	63	54	0	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	1	2	3	1	3	4	1	1	1	1	1	4	1	2	1	1	1	1	2	1	1	1	3	1	2	1	2	1	2	2	2	1	1	1	1	2	1	1	1	1	2	1
12000	-343.372694082256317	-350.228182033215717	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.734764023718340	0	1	3	2	3	5	2	7	9	7	9	7	12	10	11	11	10	11	11	13	13	13	15	15	15	14	17	18	21	20	23	20	21	22	23	26	24	20	25	24	25	25	23	25	25	27	27	27	26	27	29	30	28	30	30	29	31	33	32	31	33	34	33	32	35	36	34	35	35	0	1	2	2	4	2	0	6	8	6	8	6	17	10	8	9	11	11	9	15	14	19	21	21	21	22	24	27	28	28	27	27	27	30	33	34	29	0	43	31	31	28	32	0	31	40	41	44	44	45	46	47	49	48	50	47	56	47	48	0	59	56	56	54	61	61	57	54	0	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	2	2	1	2	3	2	1	1	2	2	1	1	1	2	2	1
12500	-372.014094349751701	-378.869582300711102	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.596569183008070	-1	0	3	1	3	4	3	8	10	9	8	7	12	9	10	12	11	12	12	14	13	14	13	16	15	14	18	18	21	20	23	22	22	22	23	25	24	23	24	24	24	25	25	25	25	27	27	27	27	28	30	30	29	29	30	31	30	32	33	31	32	35	32	33	34	35	35	36	37	0	1	1	1	4	1	0	6	11	6	6	6	8	11	11	11	9	17	15	9	14	21	14	22	21	18	24	24	24	28	29	29	24	30	25	34	34	0	32	31	35	27	39	0	31	40	41	44	44	45	46	47	49	48	50	47	47	52	61	0	48	56	57	54	61	61	56	65	0	1	1	2	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	2	2	1	1	3	1	5	2	1	1	1	1	1	4	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	3	2	2	2	1	1	2	1	1
13000	-377.455285453481963	-384.310773404441363	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.777765345285603	-1	2	2	2	3	4	4	8	9	8	8	9	13	10	12	12	12	11	10	13	13	13	14	16	15	16	18	18	21	20	23	21	22	23	22	23	23	24	23	24	24	26	25	24	25	27	27	27	26	27	29	29	29	29	31	30	29	31	32	30	33	33	33	34	35	34	35	35	37	0	1	1	1	4	2	0	2	6	6	6	8	15	9	19	8	9	8	9	19	9	16	21	21	21	22	24	24	28	24	27	27	24	30	28	30	28	0	32	31	31	36	39	0	31	45	41	44	44	31	47	41	49	48	50	57	47	52	54	0	54	57	57	59	61	61	57	61	0	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	2	1	2	1	4	1	2	2	2	2	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	2	2	2	2	1	1	1	2	1	2	2	2	1	1	1	3	1	1
13500	-347.036833301590946	-353.892321252550346	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.697661381358663	1	2	2	2	3	5	4	8	9	10	9	9	10	9	11	12	11	11	12	13	14	13	14	15	15	15	18	18	22	19	23	22	22	21	24	25	24	22	24	25	25	25	25	24	25	27	27	26	26	28	29	29	29	29	30	29	30	33	32	31	34	35	34	35	35	34	35	33	36	0	1	1	1	4	3	0	6	3	9	8	6	8	8	6	10	11	11	8	13	14	16	15	23	21	22	24	24	24	27	29	27	30	30	29	34	34	0	32	31	31	34	39	0	29	40	41	44	44	45	40	47	49	48	50	47	56	52	54	0	54	63	56	59	61	59	63	54	0	1	1	1	1	1	2	1	1	4	1	1	1	1	1	3	1	1	1	2	1	2	1	1	1	1	2	1	1	3	1	1	2	2	1	1	2	2	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	2	2	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1
14000	-377.576125088123774	-384.431613039083174	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.697285962831388	-1	1	3	0	2	5	3	8	8	9	8	9	13	10	10	11	10	10	12	12	12	14	14	15	15	15	18	17	21	20	23	22	23	22	23	26	24	23	24	25	24	25	24	23	25	27	25	25	25	26	29	29	29	29	31	30	31	32	32	30	33	33	33	35	35	34	34	35	36	0	1	2	1	4	1	0	2	6	11	2	8	9	8	10	10	9	9	15	18	14	10	21	13	21	10	28	24	27	28	30	29	22	30	29	42	34	0	27	41	31	37	33	0	31	50	41	44	44	31	33	47	49	48	50	52	56	52	54	0	48	57	56	59	61	61	62	61	0	1	1	1	1	1	3	1	3	2	1	3	1	3	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	2	1	4	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	3	2	2	2	3	1	1	2	2	1	3	1	2	2	1	1	1	1	1
14500	-372.768316088591632	-379.623804039551032	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.780997519367224	0	2	3	2	3	5	4	7	9	8	9	7	10	9	12	11	10	11	11	14	14	13	15	15	15	16	17	19	21	20	22	22	21	22	23	26	22	21	22	24	24	24	25	24	24	25	26	26	26	28	29	29	29	30	30	28	29	31	32	32	32	35	32	34	34	35	34	33	36	0	1	2	1	4	3	0	1	2	8	6	6	8	10	9	10	11	11	13	13	16	16	21	21	21	22	24	24	25	27	33	29	28	30	29	34	30	0	29	31	31	29	39	0	31	41	41	44	44	46	46	47	49	48	50	47	47	47	54	0	54	56	56	59	61	61	57	61	0	1	1	1	1	1	1	1	2	3	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	2	1	2	1	2	1	1	1	3	2	1	1	1	2	1	1
15000	-355.924579781238549	-362.780067732197949	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.701987843771510	-1	1	2	1	3	5	4	9	9	8	8	9	12	10	11	11	11	10	11	13	13	13	15	16	15	15	18	17	21	20	23	21	22	22	23	25	24	23	25	25	24	25	24	25	25	26	27	26	27	29	30	30	29	29	30	28	30	33	32	31	33	34	32	35	34	35	35	36	36	0	1	2	1	4	3	0	3	6	6	6	10	9	10	9	10	11	11	8	19	14	10	21	21	21	22	23	24	24	28	34	24	27	30	27	30	30	0	43	31	31	34	32	0	31	41	41	44	44	45	46	47	49	48	50	47	56	47	48	0	54	56	47	61	59	61	63	61	0	1	1	1	1	2	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	3	2	2	3	2	3	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	3	3	1	2	3	3	1	1	1	2	2	1
15500	-395.287330110599498	-402.142818061558899	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.597398865592965	0	1	2	2	3	4	3	8	10	9	10	7	12	10	10	12	12	12	12	13	12	12	14	15	15	14	17	18	19	20	22	21	23	22	23	25	23	22	23	25	23	25	25	25	26	27	26	27	27	28	29	29	30	30	30	30	31	33	31	31	34	34	33	34	33	33	34	35	37	0	1	1	1	4	3	0	6	6	8	8	6	15	8	8	10	11	11	15	13	14	10	19	21	16	10	14	16	21	27	29	29	32	30	21	37	27	0	32	31	31	34	39	0	31	40	41	44	44	45	45	47	49	48	50	47	47	57	48	0	65	52	56	59	59	54	57	61	0	1	1	1	1	1	1	1	2	3	1	1	2	1	2	1	2	1	1	1	1	2	2	1	2	2	2	4	2	4	2	1	1	2	2	5	1	3	1	2	2	1	2	2	1	2	1	1	1	1	1	1	2	2	2	1	2	3	1	2	1	1	2	2	2	1	2	3	1	1
16000	-360.525008389306436	-367.380496340265836	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.639261643861920	0	1	2	1	2	5	1	8	9	9	10	9	11	9	10	12	11	12	10	13	13	14	14	15	15	14	17	19	21	20	22	21	22	23	23	25	23	23	24	24	25	24	25	24	25	28	27	27	26	29	30	29	30	28	31	30	31	31	31	31	32	34	33	34	34	36	36	36	37	0	1	2	1	4	2	0	6	6	8	3	8	8	8	10	10	9	15	6	9	14	16	21	21	23	19	24	24	21	27	28	24	27	29	29	34	33	0	29	31	31	37	32	0	31	40	41	44	44	45	46	47	49	48	50	47	56	47	54	0	48	57	57	61	61	65	62	65	0	1	1	1	1	1	2	1	2	2	1	4	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	2	4	2	1	3	2	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	2	1	1	2	1	1	2	1	2	2	1	3	1	2	1	2	1	1	2	1
16500	-392.277931923737526	-399.133419874696926	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634380606371711	-1	2	3	0	2	4	4	6	10	10	9	9	11	9	12	12	12	10	11	12	12	13	14	16	15	16	17	19	22	20	24	20	21	19	23	25	25	23	25	23	25	25	23	24	25	27	26	27	25	28	30	28	30	30	30	31	30	29	32	30	33	34	33	34	35	35	34	35	37	0	1	2	1	4	1	0	3	6	14	6	8	14	6	13	9	19	8	11	6	14	10	21	21	21	19	24	24	21	34	40	24	32	24	33	30	30	0	29	32	31	30	32	0	40	45	31	44	44	45	46	47	49	48	50	47	47	47	54	0	54	63	56	59	61	61	56	61	0	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	1	1	2	2	4	1	2	1	2	1	3	1	2	4	1	1	2	1	1	1	2	3	1	2	2	1	3	2	1	1	1	1	2	1	1	2	1	3	2	1	2	2	2	1	1	2	1	1	1	2	1	2	1	1
17000	-353.859877620811119	-360.715365571770519	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.794995217542280	-1	1	3	1	2	5	4	7	10	9	9	8	13	10	11	12	11	11	11	14	12	14	14	14	16	15	18	19	21	21	23	21	19	21	22	25	25	24	24	23	24	23	22	24	26	27	26	26	26	28	27	29	28	30	30	31	30	32	31	31	33	33	33	34	34	34	32	35	34	0	1	2	1	4	3	0	6	11	8	8	3	15	10	11	10	8	9	11	9	14	16	21	21	21	22	23	24	28	33	33	27	24	27	28	34	34	0	43	28	31	34	32	0	40	31	41	44	44	45	40	41	49	48	50	52	47	52	48	0	54	56	56	54	61	59	57	61	0	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	2	1	1	2	1	1	1	1	2	1	2	2	1	2	2	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	2	3	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1
17500	-383.541087480482247	-390.396575431441647	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684015898235750	0	1	1	1	3	4	4	7	8	8	9	9	12	9	9	10	11	11	11	13	13	13	13	16	15	15	17	19	20	20	23	21	22	22	23	25	24	22	25	24	24	23	24	23	26	27	26	26	25	28	29	29	28	29	30	31	30	32	33	31	34	33	33	35	34	35	35	35	36	0	1	1	1	4	1	0	6	6	3	6	10	15	9	6	9	15	11	15	17	16	16	11	21	23	16	21	27	27	26	28	28	28	30	28	30	29	0	29	31	31	30	32	0	40	40	41	44	44	45	46	47	49	48	50	57	47	57	54	0	54	56	47	59	54	61	63	54	0	1	1	1	1	2	2	1	2	2	4	2	1	2	1	2	1	1	1	1	1	1	2	2	1	1	2	2	1	2	3	2	1	1	1	2	2	2	1	3	1	1	2	2	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	2	1	2	1	4	1	2	1	1	2	1
18000	-355.856072656943923	-362.711560607903323	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.755042275535932	0	2	2	2	3	4	4	7	8	10	9	9	12	9	12	11	12	10	11	12	13	14	13	15	15	15	18	19	20	19	22	21	23	21	21	26	24	24	25	24	24	25	23	25	25	26	27	26	26	29	29	29	28	30	30	31	29	33	32	31	32	35	33	33	35	34	35	34	36	0	1	1	1	4	3	0	6	6	9	6	8	19	9	19	10	9	11	8	9	16	16	14	23	21	16	24	27	24	24	32	27	35	27	27	42	34	0	43	31	31	34	32	0	40	27	46	44	44	46	46	41	49	48	50	57	47	47	54	0	54	56	56	59	54	61	63	61	0	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	2	1	2	1	2	2	1	2	1	1	1	1	2	1	1	1	4	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1
18500	-382.961609403841976	-389.817097354801376	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.600500775383997	-1	2	1	2	3	4	3	9	9	9	7	9	12	9	11	11	12	11	11	13	13	13	15	16	15	15	18	17	21	19	22	21	21	21	24	25	24	24	24	23	25	25	24	24	25	27	26	26	26	28	29	28	29	29	30	30	31	31	31	31	30	33	34	34	33	34	36	34	35	0	1	1	3	4	1	0	11	11	6	6	11	19	6	8	8	19	10	9	15	14	16	14	21	21	16	24	21	24	28	27	24	21	23	33	30	29	0	27	31	33	37	32	0	31	41	41	44	44	45	46	47	49	48	50	52	56	52	48	0	44	57	52	61	61	61	56	54	0	1	1	1	1	1	3	1	1	1	2	2	2	1	2	1	1	1	2	1	1	2	1	4	2	1	1	2	2	3	1	2	2	4	3	2	3	2	1	3	1	2	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	2	1	3	1	3	2	1	2	2	3	1
19000	-358.981187109580958	-365.836675060540358	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.690395986607794	-1	2	1	2	3	4	5	9	7	8	9	8	11	10	11	12	11	11	11	14	13	13	15	16	15	15	17	18	21	18	22	19	21	22	23	26	23	23	25	24	24	24	23	25	25	27	26	26	27	28	30	28	29	30	30	29	31	33	31	31	33	33	33	34	35	35	35	35	35	0	1	1	1	4	1	0	9	6	9	9	9	8	10	11	10	11	11	9	13	14	15	21	16	21	22	21	27	24	27	27	27	28	30	34	37	34	0	32	31	31	29	27	0	31	45	41	44	44	45	46	47	49	48	50	52	56	47	48	0	59	57	56	54	61	54	62	61	0	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	2	1	3	1	3	1	2	2	1	1	1	1	3	1	2	1	3	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	2	1	1	1	2	2	1	3	1	1	1
19500	-382.697702262448558	-389.553190213407959	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.600021792660157	0	2	2	2	3	4	5	7	8	10	8	9	12	10	10	12	10	10	11	12	13	14	13	15	15	15	17	19	20	19	23	21	22	22	24	25	23	24	23	22	24	25	24	24	26	26	25	26	27	28	28	27	28	29	29	30	31	30	29	32	34	34	33	33	33	35	35	35	35	0	1	1	1	4	3	0	2	6	9	8	8	15	9	11	10	11	11	6	6	9	16	20	21	21	22	24	24	24	21	29	28	24	28	34	34	28	0	32	28	31	37	39	0	40	28	31	44	44	46	45	46	49	48	50	52	56	52	44	0	65	56	47	59	54	61	62	54	0	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	4	4	2	1	1	1	1	1	1	2	2	3	2	1	2	1	2	2	2	1	1	2	1	1	1	1	2	4	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	4	2	2	1	1	3	1
20000	-374.829370554694094	-381.684858505653494	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.629445950619793	-1	2	1	1	2	5	4	7	9	10	8	8	13	9	11	11	12	10	11	14	13	14	14	15	14	15	17	18	18	21	23	21	21	22	23	26	25	24	25	23	24	25	23	25	25	27	26	26	26	28	29	29	29	29	30	28	31	32	32	32	34	34	34	34	34	36	35	36	37	0	1	1	1	4	1	0	1	8	9	6	8	9	8	9	10	11	11	9	9	14	10	21	23	21	10	24	24	21	27	33	27	27	33	30	30	34	0	43	29	31	30	32	0	40	40	41	44	44	45	45	47	49	48	50	41	47	47	54	0	54	52	58	59	48	61	62	61	0	1	2	1	1	1	3	1	3	1	1	2	1	2	1	1	1	2	1	1	2	2	2	1	1	1	2	1	2	2	3	1	3	2	1	1	3	2	1	1	2	1	2	1	1	2	1	1	1	1	1	2	2	1	2	1	2	3	2	1	1	3	3	1	2	3	1	1	1	1
20500	-370.351073812279594	-377.206561763238994	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.756238917584630	0	2	2	2	3	4	4	7	9	9	7	9	12	10	11	10	11	12	10	13	13	12	15	16	14	14	18	18	20	20	24	21	20	22	24	25	22	22	23	23	24	23	25	25	25	27	25	27	26	28	27	30	29	29	31	30	31	31	32	30	33	33	34	34	32	35	35	36	36	0	1	1	1	4	3	0	6	11	11	6	11	19	10	9	9	14	19	10	19	14	19	14	25	14	16	24	24	24	27	40	27	24	30	34	30	30	0	33	29	40	34	39	0	31	45	41	44	44	37	31	47	49	48	50	47	52	52	48	0	65	57	57	59	54	65	63	65	0	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	4	1	3	2	1	1	3	1	1	2	1	1	1	2	1	2	1	1	2	1
21000	-360.257006742895214	-367.112494693854615	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.763591940125391	0	1	2	2	3	4	3	8	8	7	9	9	13	8	10	10	11	10	10	11	13	14	14	16	15	15	16	18	21	20	23	22	23	23	22	23	24	23	24	25	24	25	25	24	25	28	26	26	26	27	29	29	29	29	30	28	31	32	32	32	32	34	33	34	33	34	36	36	37	0	1	1	1	4	2	0	6	6	6	8	6	15	10	3	10	11	8	9	16	14	17	21	23	21	17	23	27	27	28	29	29	35	30	28	30	36	0	32	31	31	34	39	0	31	40	41	44	44	45	40	41	49	48	50	47	56	47	54	0	54	58	56	65	61	61	62	61	0	1	1	1	1	1	1	1	2	2	1	1	2	1	1	3	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	3	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	3	1	2	1	1	2	3	2	1	2	1	2	1	1	1	1	2	1
21500	-387.371574147438764	-394.227062098398164	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592483111018750	0	1	2	2	3	3	5	8	8	7	9	8	12	7	11	11	11	12	11	12	13	13	15	15	16	15	18	18	21	20	23	20	21	21	23	25	25	23	25	23	24	24	24	24	25	28	26	26	27	27	30	30	29	28	30	31	31	33	32	31	34	34	33	33	33	36	34	35	37	0	1	1	2	4	3	0	1	6	6	9	6	15	6	9	9	11	11	9	11	15	9	21	21	21	21	24	24	24	27	28	27	24	30	29	34	34	0	29	28	40	33	29	0	31	45	41	44	44	45	46	41	49	44	50	47	41	52	48	0	54	56	56	59	54	61	52	61	0	1	1	1	1	1	1	1	3	2	1	1	4	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	2	2	1	2	1	3	1	1	2	2	1	2	2	1	2	2	1	1	2	1	2	1	1	1	3	1	2	2	3	2	2	3	1	2	1	1	1	2	1	2	1	1
22000	-370.188792882526002	-377.044280833485402	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.698458971176257	0	1	2	1	2	5	4	7	8	9	9	8	12	9	11	10	12	10	10	13	13	13	15	15	16	15	18	18	20	21	22	21	20	22	23	25	24	24	25	24	24	26	22	24	25	28	26	27	26	28	30	29	29	30	30	30	31	32	32	29	32	34	33	33	34	35	35	35	36	0	1	1	1	4	1	0	6	6	1	9	6	15	6	19	9	11	8	10	18	16	13	21	21	24	9	21	24	24	24	33	29	24	30	33	34	28	0	43	31	31	34	29	0	40	45	41	44	44	45	46	47	49	48	50	47	56	56	54	0	54	56	57	54	48	65	62	65	0	1	1	1	1	1	2	1	1	2	4	1	1	1	3	1	1	1	3	1	2	2	1	1	1	1	3	3	1	2	2	1	1	2	1	1	2	3	1	2	1	1	2	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	2	3	1	1	1	1
22500	-348.251014517681199	-355.106502468640599	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634715343499622	-1	0	3	2	3	5	4	7	9	8	9	8	12	9	11	11	11	12	11	13	13	13	15	15	15	15	17	19	20	20	22	22	19	22	23	26	24	22	23	24	24	26	25	24	26	26	26	26	26	29	27	29	28	30	31	29	31	33	32	31	34	34	32	34	33	35	36	35	36	0	1	1	2	4	3	0	6	8	6	6	6	19	10	8	10	11	17	9	16	14	16	21	21	21	22	24	23	27	27	29	30	27	33	28	34	30	0	32	31	31	37	39	0	40	31	41	44	44	45	45	47	49	48	50	47	56	52	54	0	65	58	56	59	54	65	56	65	0	1	1	2	1	1	1	1	2	1	2	2	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	2	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1
