step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69
23000	-362.286758970632036	-369.142246921591436	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.753338686934780	-1	2	1	0	2	5	5	7	9	6	9	8	13	10	12	12	12	10	11	13	13	14	14	16	15	16	17	19	20	20	20	21	22	22	22	24	22	24	23	24	25	26	25	25	25	26	27	27	26	29	29	30	29	30	30	29	31	33	33	31	34	34	33	35	32	35	35	35	36	0	3	1	1	4	2	0	6	8	6	8	10	19	8	19	19	11	11	8	15	10	16	21	21	21	22	14	24	28	28	27	29	29	30	27	30	30	0	32	27	40	37	39	0	40	45	40	44	44	45	46	47	49	48	50	47	56	47	65	0	65	63	56	59	54	61	63	61	0	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	1	3	1	1	2	1	1	3	1	1	1	2	1	1	2	2	2	1	1	2	4	1	2	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1
23500	-359.632053935975705	-366.487541886935105	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.711524080807752	-1	2	3	1	3	4	4	8	10	10	8	9	13	9	12	10	10	11	11	14	13	12	14	15	15	15	18	18	21	20	23	22	22	22	23	25	24	23	25	24	25	25	24	24	25	26	27	26	27	28	29	28	29	29	30	29	31	31	31	31	32	35	34	34	33	35	36	35	36	0	1	2	1	4	2	0	6	11	6	6	11	19	11	8	11	8	8	9	13	16	16	21	11	21	16	14	21	27	28	28	29	28	30	28	34	33	0	43	31	31	34	32	0	31	40	41	44	44	31	40	41	49	48	50	47	56	47	54	0	54	57	56	59	61	61	63	61	0	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	2	1	1	1	1	1	3	1	1	5	2	2	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	2	2	1	1	2	2	2	2	1	1	1	1	1
24000	-386.303229316203328	-393.158717267162729	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657555208252083	0	2	2	1	3	4	5	8	8	9	8	9	12	9	12	12	12	11	10	12	13	14	13	15	16	12	18	19	21	20	22	22	20	22	23	24	23	23	25	25	25	26	24	25	25	27	27	26	27	28	30	30	30	30	31	30	31	32	32	31	32	34	33	35	34	34	36	36	37	0	1	1	1	2	2	0	2	6	6	6	9	9	6	8	19	11	11	6	14	14	8	14	21	21	10	21	27	24	28	28	29	24	30	27	37	34	0	43	31	33	36	32	0	31	41	40	44	44	45	46	47	49	48	50	47	47	52	54	0	54	52	56	59	61	61	62	61	0	1	1	1	1	1	1	1	3	2	2	1	1	2	2	1	1	2	1	2	1	2	2	2	1	1	2	3	1	2	1	2	1	2	1	2	1	1	1	1	1	3	1	1	1	1	2	1	1	1	2	2	2	1	2	2	1	3	2	1	1	1	2	2	2	1	1	1	2	1
24500	-368.801410881032211	-375.656898831991612	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.541740772601674	0	1	2	1	2	5	4	7	8	9	8	9	11	10	12	12	10	12	11	14	13	14	13	16	15	15	18	19	21	20	23	22	23	22	24	25	24	23	25	24	25	25	24	24	25	27	26	26	25	28	29	29	30	29	30	29	31	32	31	30	32	33	33	33	34	35	33	35	36	0	1	1	1	4	3	0	6	2	8	8	9	8	9	8	10	11	11	10	16	14	16	14	23	21	22	24	24	27	28	28	29	28	30	33	30	34	0	43	31	21	37	32	0	29	45	31	44	44	31	50	47	49	48	50	47	47	57	54	0	54	57	56	59	61	54	57	54	0	1	1	1	1	1	2	1	1	3	1	1	1	2	1	2	2	1	2	1	1	2	1	2	1	1	1	2	2	2	1	2	1	3	1	1	2	1	1	1	1	5	1	1	1	2	1	2	1	1	2	1	2	2	2	1	2	2	1	1	1	1	1	2	1	1	3	2	4	1
25000	-390.171388035016776	-397.026875985976176	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.648727231813569	1	2	3	2	3	5	5	8	7	10	8	8	12	10	11	11	11	9	11	12	13	13	14	15	15	15	16	19	19	20	22	22	20	22	23	25	24	23	25	24	25	26	24	25	25	27	26	26	27	28	29	29	29	30	31	30	31	32	33	31	32	34	33	34	33	36	35	35	35	0	1	1	1	4	2	0	6	1	11	9	9	18	8	8	10	11	11	6	17	14	10	21	14	14	16	23	25	27	21	29	27	27	29	29	29	30	0	28	31	40	37	32	0	40	40	41	44	44	45	46	47	49	48	36	52	41	57	61	0	54	57	56	59	48	61	63	54	0	1	1	1	1	1	2	1	2	3	1	1	1	2	1	1	1	1	1	3	1	2	1	1	3	2	2	1	3	2	3	1	3	2	2	3	3	2	1	3	1	1	1	1	1	1	1	1	1	1	2	1	3	1	2	3	1	3	1	1	1	1	2	2	1	2	2	1	1	1
25500	-354.208389267697896	-361.063877218657296	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.778733848210270	-1	1	3	1	2	5	4	8	8	9	9	7	12	7	10	11	11	10	11	12	14	13	14	15	15	15	17	18	20	20	23	22	21	22	23	26	23	23	24	25	25	25	25	25	25	27	27	26	27	27	29	29	29	30	30	31	29	32	33	31	32	34	32	34	34	36	35	35	36	0	1	2	1	4	2	0	6	6	8	12	3	8	6	6	18	11	6	8	18	15	10	14	21	23	16	24	27	27	28	29	29	29	30	29	37	30	0	32	31	31	34	39	0	31	45	41	44	44	40	46	47	49	48	45	57	47	57	54	0	54	56	57	59	61	68	62	65	0	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	3	1	1	2	2	3	1	1	2	1	1	2	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	2	3	1	1	1	2	1	1	2	2	1	1	1	1	1	1
26000	-372.228201266838653	-379.083689217798053	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.682837545332652	0	1	2	1	3	4	5	7	9	9	9	8	13	10	10	12	10	12	11	14	13	12	13	16	14	15	18	17	20	20	21	21	19	22	23	24	24	22	22	24	24	26	24	24	25	27	26	26	27	26	29	29	29	30	30	31	30	32	32	32	32	34	34	34	34	36	35	35	36	0	1	4	1	4	3	0	6	3	8	8	3	19	9	6	10	8	17	17	18	22	10	14	23	14	10	24	21	27	33	28	24	23	30	34	30	34	0	29	31	31	36	39	0	31	41	41	44	44	45	46	47	49	48	50	52	47	52	54	0	54	56	56	59	61	68	56	54	0	1	1	1	1	2	1	1	1	3	1	1	3	1	1	3	2	2	1	1	1	1	2	2	1	2	2	1	2	2	1	2	2	3	1	1	2	1	1	1	2	2	1	2	1	2	1	1	1	1	1	2	2	1	2	2	1	2	1	1	1	1	2	2	1	1	1	2	3	1
26500	-386.557702879980411	-393.413190830939811	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677121700812042	0	1	2	2	3	5	5	8	8	9	10	9	12	10	10	11	12	11	8	14	12	12	14	16	15	15	18	19	21	19	22	22	22	22	24	22	23	24	23	24	24	26	24	24	26	27	26	27	26	28	30	29	30	30	30	31	29	33	33	31	33	33	34	35	34	35	35	36	36	0	1	2	1	4	3	0	3	6	6	6	9	15	9	8	10	11	11	1	22	10	9	21	22	21	22	24	24	28	23	28	27	29	27	34	30	34	0	24	31	31	37	32	0	40	31	41	44	44	46	40	47	49	48	50	52	47	52	54	0	54	56	57	59	54	61	62	61	0	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	2	1	4	1	1	2	1	2	2	2	2	2	2	2	1	1	1	2	1	2	1	1	3	1	1	2	1	1	1	2	1	2	1	1	2	2	2	2	1	2	1	2	1	1	1	1	2	1	2	1	2	2	1
27000	-380.638008248079473	-387.493496199038873	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706510679702944	-1	1	1	2	3	5	5	8	9	9	9	8	13	10	11	10	12	10	11	13	11	13	15	16	15	13	18	19	21	21	23	20	20	22	23	26	24	22	25	24	24	25	23	24	26	26	26	26	25	28	30	28	30	29	30	31	29	32	32	31	33	34	33	35	33	35	36	35	36	0	1	1	3	4	2	0	3	6	8	6	6	9	6	16	10	18	11	16	19	14	16	22	21	21	16	23	27	27	27	30	28	27	33	30	28	34	0	43	31	29	29	29	0	40	29	41	44	44	46	46	47	49	48	50	47	47	52	48	0	48	56	56	59	54	61	62	61	0	1	1	1	1	1	2	1	4	2	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	2	2	1	1	1	1	1	4	1	1	1	1	2	2	1	1	1	3	1	1	1	1	1	2	2	2	1	2	2	2	3	1	4	1	1	1	3	1	1	1	1
27500	-388.716701589785885	-395.572189540745285	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665752835774523	0	1	3	2	3	4	4	8	9	9	8	8	12	10	10	11	12	11	10	12	13	12	14	15	15	16	17	19	19	20	23	21	21	22	23	25	24	24	24	25	24	25	24	24	25	28	26	27	26	28	29	28	30	30	29	29	31	32	33	31	34	33	33	35	34	35	34	35	37	0	1	2	2	4	2	0	1	11	6	6	6	19	8	9	11	10	11	9	2	8	10	21	21	20	22	24	27	27	27	33	28	24	30	28	34	34	0	29	31	31	29	29	0	31	45	41	44	44	31	40	31	49	48	50	52	56	47	48	0	59	57	56	54	54	59	58	54	0	1	1	1	1	1	2	1	3	1	3	2	2	1	1	1	1	1	1	1	6	3	2	1	1	2	2	1	1	1	1	2	1	3	1	1	1	1	1	3	1	1	3	2	1	1	1	1	2	1	2	3	2	2	1	1	1	1	2	3	1	1	1	2	2	1	1	1	2	1
28000	-382.532944133780347	-389.388432084739748	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666226179668726	0	2	2	1	2	5	4	8	7	10	8	9	12	10	10	12	11	10	11	13	13	13	15	13	16	15	18	18	21	20	22	22	22	23	23	25	23	22	24	25	24	25	24	25	26	27	27	27	27	28	29	30	30	29	30	29	30	32	33	31	32	34	33	35	34	36	35	34	35	0	1	1	1	4	1	0	2	6	8	6	9	15	8	9	10	11	11	15	15	18	16	14	8	21	24	24	24	27	27	28	28	21	30	28	30	30	0	33	31	31	34	32	0	33	40	41	44	44	45	46	41	49	48	50	47	47	47	54	0	54	57	56	59	61	59	52	61	0	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	2	2	1	1	2	2	6	3	2	2	2	1	1	1	1	1	2	1	3	2	2	1	1	1	1	3	2	1	1	1	2	2	2	1	1	1	3	1	1	1	2	1	1
28500	-392.279807456281787	-399.135295407241188	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591467166409350	-1	2	1	2	3	3	5	7	8	10	7	6	13	9	11	12	11	11	12	12	13	12	14	15	15	15	17	18	21	20	23	20	21	22	23	24	25	24	24	25	25	25	23	25	24	27	27	27	27	27	29	30	28	30	29	30	30	32	32	29	33	34	33	33	34	36	35	33	36	0	1	1	3	4	3	0	2	6	11	6	2	22	8	6	10	8	11	15	15	10	9	21	21	21	18	24	24	27	28	24	28	27	30	28	30	30	0	32	31	31	34	28	0	31	45	41	44	44	31	40	47	49	48	50	47	47	52	54	0	59	57	52	59	61	61	57	54	0	1	1	1	1	1	1	1	2	3	2	2	2	1	1	4	2	2	1	1	1	2	2	1	1	1	1	1	2	2	1	4	1	2	1	2	2	2	1	2	1	1	2	2	1	1	2	1	2	1	2	2	1	1	2	1	2	2	1	1	1	1	2	2	1	1	2	4	1	1
29000	-384.066215739857682	-390.921703690817083	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.653707667721470	0	1	3	2	3	4	4	8	9	8	8	9	11	9	11	11	11	11	10	13	12	13	14	14	16	15	17	19	21	20	23	21	22	21	24	24	25	24	23	25	25	26	24	24	25	28	27	27	26	28	30	30	30	28	30	31	29	31	33	31	33	35	32	34	35	35	35	35	35	0	1	2	2	4	1	0	6	6	1	6	6	19	8	10	10	19	9	6	13	10	16	9	21	23	22	24	27	30	27	32	24	29	30	27	29	34	0	29	31	31	36	39	0	31	30	41	44	44	45	46	47	49	48	50	57	47	47	54	0	48	56	57	59	61	61	56	59	0	1	1	1	1	1	2	1	2	3	3	2	2	1	1	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	1	4	1	1	3	3	1	1	1	1	2	1	1	1	1	5	1	2	1	2	2	2	2	1	1	1	1	2	3	1	3	2	1	1	1	2	2	1	1
29500	-413.218993210653252	-420.074481161612653	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621084436233456	-1	2	1	3	2	5	3	8	10	9	6	9	13	9	9	11	11	10	12	12	13	13	14	15	16	16	18	18	20	20	24	22	20	22	23	23	22	23	24	22	23	24	24	24	24	25	26	25	26	28	29	30	28	30	31	30	31	32	32	32	33	34	34	34	35	35	35	35	37	0	1	1	2	1	3	0	11	8	8	2	6	18	6	6	10	9	11	15	9	6	16	19	21	6	13	14	24	24	28	33	29	25	30	27	30	33	0	27	29	40	28	33	0	40	40	41	44	44	45	31	41	49	48	50	47	47	57	54	0	54	57	58	54	61	61	56	61	0	1	2	1	1	1	2	1	1	1	1	2	2	2	2	2	1	1	2	2	1	3	1	1	1	6	1	5	1	2	1	2	1	3	2	1	2	2	1	3	1	1	3	2	1	1	1	1	1	1	2	2	3	2	3	1	2	2	1	1	1	1	1	1	2	1	1	3	1	1
30000	-400.417805699018572	-407.273293649977973	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.569663078443700	0	2	3	1	2	4	4	6	10	10	9	8	12	9	12	12	11	11	11	14	14	14	14	16	15	15	17	18	20	20	24	22	22	21	22	25	24	22	25	25	24	25	24	25	25	28	25	26	27	28	27	29	29	29	30	31	30	32	32	31	33	35	32	35	34	36	35	35	37	0	1	2	1	4	2	0	2	3	8	6	8	19	8	19	10	6	11	10	19	17	16	9	21	21	10	24	24	24	27	27	29	25	30	30	34	28	0	32	29	29	30	32	0	31	40	41	44	44	45	31	47	49	48	50	47	47	57	48	0	48	57	57	59	59	61	56	61	0	1	1	1	1	1	2	1	2	3	1	3	1	1	1	1	1	3	2	1	2	2	1	1	1	1	2	1	1	2	2	3	1	3	1	1	2	2	1	1	1	3	3	1	1	1	2	1	1	1	1	2	2	1	2	2	3	3	1	3	1	4	3	2	1	1	3	2	1	1
30500	-370.141177274427662	-376.996665225387062	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665358159092922	0	1	2	1	3	5	4	9	8	9	7	9	12	10	10	11	11	12	11	12	13	13	14	15	16	15	17	18	21	20	23	21	22	23	23	26	22	23	25	25	24	26	23	25	25	27	26	27	26	26	28	29	29	30	31	30	29	33	32	31	33	34	31	33	33	36	36	34	36	0	1	1	1	4	2	0	11	11	9	6	11	19	6	8	10	10	11	15	15	16	10	21	21	21	16	24	24	23	28	29	30	28	33	29	37	29	0	43	31	31	37	32	0	29	45	31	44	44	31	40	47	49	48	50	57	47	52	54	0	48	58	56	59	54	61	57	61	0	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	3	1	2	1	2	1	1	1	1	2	1	3	2	2	1	2	1	1	2	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	2	2	2	3	1	1	2	1	1	3	1	1	1	1	1	4	1	1
31000	-382.984997575612738	-389.840485526572138	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.639087161960819	0	1	2	2	3	5	3	8	9	8	10	8	12	10	11	11	12	11	11	13	12	11	15	14	14	15	18	19	22	20	22	21	21	23	24	24	24	23	23	23	24	25	25	25	26	27	26	26	26	28	29	30	30	29	29	30	28	32	33	31	33	34	33	34	32	36	35	35	36	0	1	1	2	4	3	0	6	8	6	6	6	11	6	6	10	18	11	9	15	10	10	21	14	22	16	21	24	32	28	28	28	23	30	33	30	33	0	28	31	31	37	39	0	40	31	41	44	44	31	46	47	49	48	45	57	47	52	54	0	65	63	56	59	54	61	62	61	0	1	1	1	1	1	2	1	1	1	1	2	2	1	3	2	1	1	1	1	1	2	2	2	4	2	2	3	3	1	1	2	1	3	2	1	2	1	1	2	1	2	1	2	1	1	2	1	1	1	3	1	3	2	2	1	2	1	1	2	1	1	1	2	1	2	2	1	1	1
31500	-371.606324010618494	-378.461811961577894	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.745933207499115	-1	1	0	2	3	5	3	7	9	8	9	7	12	10	10	12	11	11	10	13	12	14	14	15	16	16	17	18	21	20	23	21	21	22	23	25	25	22	24	23	24	25	23	25	25	27	27	27	26	28	29	29	29	29	30	29	31	32	31	31	32	34	33	35	33	35	36	35	37	0	1	1	3	4	2	0	6	8	6	8	6	15	10	8	14	9	15	8	17	14	16	21	16	21	22	24	21	27	24	25	27	27	30	24	30	35	0	43	29	31	33	33	0	31	45	41	44	44	45	31	47	49	44	50	41	52	47	54	0	48	63	57	61	61	61	62	61	0	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	3	2	2	3	2	2	1	4	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	3	1	2	1	2	1	1	3	1	2	2	1	2	1	2	1
32000	-367.936393082237373	-374.791881033196773	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665462958622521	0	2	2	1	2	5	4	8	8	9	7	9	13	10	11	11	12	9	10	13	13	13	14	15	15	15	17	19	20	21	24	19	22	22	24	26	24	22	25	25	24	25	21	25	25	27	25	26	27	28	29	29	29	30	31	31	30	32	32	32	32	35	34	34	33	36	35	35	37	0	1	1	1	4	2	0	6	6	8	6	9	15	8	19	9	19	11	6	16	14	10	14	14	21	10	21	24	23	29	33	27	28	30	28	30	34	0	43	29	30	37	32	0	31	31	31	44	44	45	46	47	49	48	50	52	52	52	54	0	54	57	57	59	54	54	57	54	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	3	1	3	2	1	3	1	1	1	2	1	2	3	1	1	2	3	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2	2	1	1	1	1	1	3	2	1	1	2	2	2	1
32500	-355.468207236409512	-362.323695187368912	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.707099951036039	0	1	2	2	3	4	4	8	9	8	9	9	12	10	11	10	11	11	12	13	14	13	15	15	15	15	17	18	20	20	24	21	22	22	23	26	24	24	23	22	25	25	24	25	26	26	27	27	26	28	28	29	30	30	30	30	29	32	32	31	33	35	33	34	35	35	36	35	36	0	1	2	2	4	3	0	1	6	6	6	10	14	10	9	9	9	11	11	15	14	9	16	21	21	16	14	21	24	24	40	29	29	30	29	34	34	0	32	30	31	37	32	0	40	40	41	44	44	45	46	47	49	48	50	57	47	52	54	0	54	63	57	59	61	61	63	61	0	1	1	1	1	1	2	1	4	2	2	2	1	1	2	1	1	1	2	1	1	2	2	2	1	1	2	3	1	2	2	2	1	2	1	1	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	2	2	2	1	1	2	1	1	1	2	2	1	1	1	1	1	1
33000	-369.208113409772409	-376.063601360731809	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.762162746400955	0	1	2	2	3	5	4	9	10	8	9	8	13	9	11	11	11	12	11	13	12	12	14	15	15	16	17	18	20	20	24	20	22	22	24	24	24	22	23	22	25	26	24	23	25	27	27	26	25	27	30	28	29	30	30	29	31	32	33	30	32	35	33	32	34	34	35	34	37	0	1	2	2	4	3	0	6	8	6	6	6	11	6	9	8	14	17	9	19	14	16	21	13	21	9	24	26	27	28	40	27	29	30	33	30	34	0	32	29	40	37	32	0	40	45	45	44	44	45	45	41	49	48	45	52	56	56	54	0	54	58	57	54	61	61	63	61	0	1	1	1	1	1	1	1	2	1	2	1	3	2	2	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	2	2	1	1	2	1	2	1	2	1	2	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1
33500	-373.688574636022963	-380.544062586982363	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.581543135361300	-1	1	1	2	3	5	5	7	9	9	9	9	12	9	11	11	11	11	11	13	13	12	15	16	15	16	18	19	22	20	21	21	22	22	24	24	25	23	25	23	23	25	23	25	25	25	26	26	26	29	30	29	29	29	30	30	30	32	33	32	34	34	33	35	33	35	36	35	36	0	1	1	2	4	2	0	2	6	8	8	6	15	8	9	10	11	11	9	19	14	10	10	21	21	14	24	23	32	28	24	27	27	30	28	30	34	0	43	34	31	28	28	0	31	40	41	44	44	45	46	41	49	48	50	47	52	52	44	0	54	63	56	65	48	65	63	65	0	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	2	2	2	1	4	1	2	1	1	1	2	1	1	2	2	2	1	1	1	1	3	2	1	2	1	2	1	1	1	2	3	2	2	1	2	1	2	4	1	2	1	2	1	3	1	1	1	1
34000	-369.715106761087384	-376.570594712046784	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.828744469498581	0	2	2	1	2	4	4	7	8	9	10	9	12	9	12	11	11	12	10	14	13	13	14	14	16	16	17	18	21	20	23	20	22	21	23	25	24	24	23	25	24	26	24	25	25	27	26	27	27	27	29	29	29	30	30	28	31	32	31	31	31	34	34	34	34	35	35	36	36	0	1	1	1	4	3	0	6	3	8	9	9	19	6	19	14	11	11	9	15	14	10	21	14	21	13	21	24	27	27	30	28	25	30	29	30	34	0	32	31	31	37	33	0	31	40	41	44	44	45	46	47	49	48	50	47	52	56	54	0	54	52	57	59	44	61	57	65	0	1	1	1	1	1	1	1	2	3	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	2	2	1	1	1	1	1	2	1	1	2	1	1	3	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	2	1	2	1	1	1	1	2	1	3	1	2	1	1
34500	-360.641456756881610	-367.496944707841010	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.737495707946926	-1	1	1	2	3	5	4	8	9	9	10	7	12	10	11	12	9	11	11	14	13	13	13	16	15	16	17	18	20	21	23	21	21	23	24	25	24	23	24	24	24	25	25	24	25	27	26	26	26	28	29	29	29	30	31	30	30	32	32	31	32	34	32	34	34	36	36	34	36	0	1	1	2	4	3	0	6	8	6	17	6	15	10	8	6	8	17	8	13	14	10	8	25	23	16	24	23	24	29	28	24	29	30	28	37	28	0	32	34	31	28	39	0	31	31	41	44	44	40	46	47	49	48	50	47	47	57	54	0	54	63	56	59	61	65	62	61	0	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	3	1	1	2	1	2	1	2	1	2	2	1	2	2	1	2	2	1	1	3	1	3	1	1	1	1	3	1	1	1	2	1	1	1	2	1	2	1	2	2	2	3	2	1	1	1	1	1	1	1	1	1	1	1
35000	-381.958811704807488	-388.814299655766888	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.599058849866419	-1	0	3	2	3	5	4	7	10	10	9	8	12	9	12	11	9	10	11	14	13	13	15	15	15	15	18	17	21	20	22	22	19	22	23	24	24	22	24	22	25	22	22	25	25	26	27	27	27	28	29	30	30	30	30	31	29	32	32	31	33	34	33	34	35	36	36	35	36	0	1	2	2	4	2	0	6	1	8	6	6	10	6	8	10	8	11	8	10	11	16	21	15	21	22	24	24	15	33	27	24	28	30	29	30	34	0	32	27	40	30	33	0	31	31	41	44	44	45	46	41	49	44	50	57	47	52	54	0	54	57	56	61	59	61	63	61	0	1	1	1	1	1	2	1	1	4	2	2	2	1	2	3	1	1	1	2	2	3	1	1	1	1	1	2	1	5	1	2	3	1	1	1	2	1	1	2	2	2	1	2	1	2	2	1	1	1	1	1	2	2	3	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1
35500	-386.621435805459726	-393.476923756419126	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634601171968259	-1	1	3	2	3	5	3	9	10	9	9	8	12	10	12	11	10	11	11	14	13	12	14	16	15	15	17	19	20	19	22	20	22	22	23	24	25	24	25	25	25	26	23	23	24	27	26	27	26	28	29	29	29	29	29	28	30	32	33	31	32	34	33	35	34	35	35	35	36	0	1	1	2	4	3	0	6	8	6	6	2	6	10	10	9	11	10	11	22	13	16	8	25	21	16	24	27	27	24	28	28	27	30	28	30	34	0	43	31	31	37	32	0	31	31	41	44	44	45	41	47	49	44	50	47	56	52	48	0	54	56	57	59	48	65	63	61	0	1	1	2	1	1	1	1	2	1	2	2	3	4	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2	2	2	1	1	2	2	1	2	1	1	3	1	3	2	1	2	2	2	2	1	1	1	2	2	1	1	3	3	1	3	1	1	2	1
