step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15
41000	-72.367423569834727	-81.418266950286068	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.857894073941449	0	5	6	6	18	12	16	24	28	37	44	62	62	58	72	0	1	1	1	1	3	6	7	5	9	8	14	14	11	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
41500	-74.405766969338316	-83.456610349789656	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.977986704366572	1	4	11	8	8	10	14	18	25	33	41	51	59	58	73	0	1	1	2	2	2	5	3	3	9	10	11	12	12	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
42000	-72.271468228734861	-81.322311609186201	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.881043903951764	-3	2	9	8	19	13	18	15	28	42	48	59	63	52	62	0	1	2	1	3	4	8	2	7	9	10	11	12	11	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
42500	-72.193367576839790	-81.244210957291131	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986701395684966	-2	5	5	11	14	12	10	20	17	35	47	56	62	55	66	0	1	1	3	6	2	3	9	6	8	10	11	12	11	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
43000	-73.584353322373929	-82.635196702825269	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.945440328172379	-2	5	2	10	15	5	8	22	28	36	41	63	54	49	68	0	3	1	6	7	3	3	7	8	9	9	13	14	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
43500	-68.635648183822042	-77.686491564273382	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.934354917900911	-2	4	8	1	17	11	19	24	28	37	43	63	61	53	69	0	1	4	1	6	2	6	7	5	7	10	14	14	11	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
44000	-72.779297844011623	-81.830141224462963	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978289871218058	-2	4	7	10	17	11	13	23	30	31	46	58	62	57	70	0	1	1	3	6	3	3	6	8	8	10	11	14	9	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
44500	-70.075242516722682	-79.126085897174022	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973728660480379	-3	6	4	7	21	14	16	22	27	42	51	57	53	60	68	0	1	1	1	6	2	4	7	7	9	10	11	10	11	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
45000	-72.568727358039055	-81.619570738490395	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.959057990547086	-1	5	5	5	18	12	10	24	26	39	45	59	54	49	67	0	1	1	1	2	3	2	5	2	9	10	13	14	10	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
45500	-72.754659377051752	-81.805502757503092	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999065536417766	-9	-2	6	6	24	6	15	16	29	38	51	60	60	54	72	0	1	2	2	8	2	6	3	7	9	10	14	11	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
46000	-75.790914558351517	-84.841757938802857	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.969529792687531	-7	-5	3	3	19	8	15	22	27	38	42	60	61	51	58	0	1	1	2	7	3	3	7	5	9	10	11	15	11	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
46500	-71.693487318846280	-80.744330699297620	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.960213913840506	-3	3	9	4	22	10	17	23	31	41	47	51	62	56	59	0	1	4	1	7	4	4	7	8	8	10	10	15	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
47000	-77.135971043592406	-86.186814424043746	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998997141051505	-3	7	6	5	20	16	12	26	29	35	47	61	39	54	65	0	1	1	1	6	2	2	6	8	8	13	14	10	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
47500	-72.369640983186912	-81.420484363638252	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.922337341892557	-4	6	3	7	12	13	18	21	25	29	43	51	63	56	70	0	1	1	3	4	3	2	6	7	7	10	11	14	12	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
48000	-78.090341837183090	-87.141185217634430	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.942759415748701	-5	1	8	6	18	-2	16	12	24	36	49	58	59	58	64	0	1	2	6	8	1	6	6	3	9	10	11	11	11	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
48500	-72.111468398543806	-81.162311778995146	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.893248563514002	1	4	7	8	18	12	14	19	25	39	46	62	43	54	73	0	1	1	1	6	3	4	7	8	9	10	14	10	10	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
49000	-70.496237528839330	-79.547080909290671	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.965655583448775	-3	1	8	7	22	10	13	14	26	39	44	62	50	57	73	0	1	2	2	8	2	6	2	5	9	10	14	11	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
49500	-63.647822644810496	-72.698666025261844	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998332705927002	-1	3	6	10	18	10	18	22	25	37	44	61	63	56	71	0	1	1	2	4	2	4	5	8	9	10	14	14	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
50000	-81.219654563775933	-90.270497944227273	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.805068597957096	-1	4	3	5	18	7	16	14	26	38	47	53	59	56	62	0	1	1	1	2	3	3	3	6	9	10	10	12	10	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
50500	-76.115929672419725	-85.166773052871065	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.970534824156177	-1	5	12	7	21	13	20	18	30	42	49	59	59	50	74	0	1	1	1	2	2	6	6	8	9	10	14	14	10	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
51000	-69.540057939861711	-78.590901320313051	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.967545532878765	-3	2	1	5	18	13	6	22	24	38	48	57	59	58	63	0	1	1	3	6	7	2	5	5	9	10	11	11	11	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
51500	-73.822535241951400	-82.873378622402740	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.969705436181545	-5	4	2	5	22	15	17	21	29	38	44	64	57	61	68	0	3	1	3	7	2	2	7	8	5	10	14	11	13	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
52000	-82.853151774701075	-91.903995155152415	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.922175094191317	-15	-2	2	8	12	12	21	24	27	35	49	47	61	54	71	0	1	2	2	2	3	5	5	8	7	10	10	12	11	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
52500	-75.523385488502299	-84.574228868953639	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.968216536424905	-3	0	6	11	17	13	9	24	16	39	44	56	65	56	72	0	1	2	2	6	7	3	5	6	8	10	11	12	11	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
53000	-72.661438249619252	-81.712281630070592	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991458697238511	-5	7	0	4	14	9	16	24	29	39	47	63	57	43	69	0	3	1	1	2	4	2	7	7	9	14	13	14	10	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
53500	-71.745516923517471	-80.796360303968811	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983129340682815	-2	5	10	2	22	11	16	25	29	36	39	59	54	48	60	0	1	2	1	3	2	6	5	8	9	9	13	14	10	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
54000	-71.905546908700245	-80.956390289151585	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.948729896860788	0	3	7	3	14	13	14	21	27	39	49	62	58	61	72	0	1	1	1	1	3	4	3	7	9	10	13	11	13	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
54500	-75.745564449399865	-84.796407829851205	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.936575016000837	-2	4	12	9	17	9	9	23	19	40	48	59	59	55	68	0	1	1	1	7	2	2	6	3	8	10	11	11	11	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
55000	-71.292847236886857	-80.343690617338197	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.971308341691159	1	6	6	10	24	10	13	23	27	37	45	61	61	52	67	0	1	1	3	4	3	3	7	8	9	10	14	11	10	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
55500	-75.806964723375927	-84.857808103827267	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981236294999709	-1	3	6	10	16	11	20	24	26	39	44	33	63	47	71	0	1	1	2	6	2	6	7	7	8	10	9	14	10	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
56000	-70.714568696360899	-79.765412076812240	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985833038254154	-5	5	8	9	22	11	16	25	25	38	44	53	55	61	63	0	1	2	2	3	3	6	7	7	9	10	11	11	12	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
56500	-72.047761131619851	-81.098604512071191	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.964750531899738	-4	3	2	0	19	8	12	26	22	39	46	53	62	55	68	0	1	1	1	6	2	3	9	2	8	10	11	12	11	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
57000	-80.042460103448562	-89.093303483899902	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992183700373965	-1	1	10	12	19	8	15	25	28	34	41	41	60	53	72	0	1	1	2	7	2	3	6	5	9	10	9	14	12	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
57500	-71.190916139308499	-80.241759519759839	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985736319878634	-1	3	10	12	20	7	18	23	17	36	49	62	59	59	70	0	1	6	6	7	1	4	9	3	8	10	13	11	11	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
58000	-72.830233387235154	-81.881076767686494	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.968976823218319	-2	1	7	3	12	9	12	26	22	37	45	60	49	57	69	0	1	4	1	3	3	4	9	5	8	10	13	11	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
58500	-82.951269345557392	-92.002112726008733	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.959284507574311	-9	-3	5	6	23	13	15	16	26	32	43	60	50	58	72	0	1	2	2	4	4	6	4	7	5	9	14	10	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
59000	-74.010076560458103	-83.060919940909443	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987267379320087	-8	6	9	5	17	1	14	23	29	40	49	62	59	60	69	0	1	6	6	4	1	2	3	8	8	10	13	11	11	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
59500	-75.109541962414880	-84.160385342866221	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988096680207296	0	6	2	6	17	8	16	22	29	42	47	58	56	51	71	0	3	1	1	6	3	6	5	8	9	9	14	11	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
60000	-71.934442706817393	-80.985286087268733	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.868708679031719	-7	2	6	10	18	10	15	17	27	35	46	62	54	62	70	0	1	1	3	2	3	6	4	5	9	10	13	11	13	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
60500	-75.200543464890160	-84.251386845341500	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992113447427983	-4	1	9	7	18	14	15	20	23	34	44	48	58	52	63	0	1	1	2	3	3	3	6	8	9	10	10	14	12	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
61000	-67.333521171767188	-76.384364552218528	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997669231201206	-3	3	8	5	16	6	10	19	28	41	50	57	62	61	69	0	1	2	1	6	1	6	5	8	9	10	11	12	12	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
61500	-84.040373726369864	-93.091217106821205	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982194135780484	-1	3	10	11	23	13	13	19	28	27	50	54	62	43	68	0	1	2	2	4	3	3	6	5	8	9	14	12	6	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
62000	-69.799172977734969	-78.850016358186309	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997223119675541	-1	4	8	7	17	6	19	25	29	36	42	60	50	56	70	0	1	1	2	6	1	5	5	8	9	10	13	11	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
62500	-72.596564326967965	-81.647407707419305	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986316045880214	-4	4	7	11	18	10	17	16	26	35	47	56	58	60	70	0	1	2	2	2	2	3	3	8	9	9	11	11	11	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
63000	-67.508342915067601	-76.559186295518941	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.865970236202938	-2	4	5	8	23	12	16	18	29	37	44	61	60	56	68	0	1	1	2	8	4	6	4	8	5	10	14	14	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
63500	-73.555456771910656	-82.606300152361996	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.870338189988032	1	7	7	11	19	10	12	23	25	37	45	62	60	57	67	0	1	1	2	6	3	3	7	5	8	9	14	14	11	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
64000	-83.440001678886077	-92.490845059337417	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.968349289310035	-6	3	10	11	13	7	19	23	27	39	37	61	45	57	73	0	1	2	1	4	2	3	7	6	11	9	14	11	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
64500	-72.883966434692184	-81.934809815143524	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.960191213390714	-1	5	3	7	24	12	18	22	30	31	40	61	53	56	70	0	1	1	1	8	4	3	7	5	8	9	14	11	13	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
65000	-72.645111702584515	-81.695955083035855	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.951601419224120	-2	3	4	10	20	9	19	14	28	41	47	63	46	60	71	0	1	1	3	4	3	8	6	5	9	10	14	9	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
65500	-73.081432645163105	-82.132276025614445	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.963670292520187	-4	4	8	10	15	10	20	22	25	38	51	63	60	61	70	0	1	2	3	6	2	6	7	8	8	10	13	11	11	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
66000	-75.118297245057192	-84.169140625508533	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999821646768192	-4	0	8	2	15	8	12	14	27	35	47	62	55	51	68	0	1	4	2	6	2	4	3	7	9	10	11	14	11	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
66500	-74.484160906790535	-83.535004287241875	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981093802988815	-4	5	5	3	22	9	19	23	15	31	42	58	63	57	62	0	4	1	1	9	4	9	9	6	8	10	11	12	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
67000	-74.122405445500476	-83.173248825951816	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.957899240580705	-3	4	4	10	23	8	6	17	23	34	49	59	60	56	61	0	1	1	2	8	3	3	4	8	8	10	14	14	11	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
67500	-78.282921220531406	-87.333764600982747	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.821327506427598	-2	3	10	7	18	12	15	22	24	35	42	55	51	50	67	0	1	2	1	3	1	3	7	3	8	10	14	14	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
68000	-75.689955676657092	-84.740799057108433	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.964558627763401	-6	0	8	4	12	13	17	21	25	38	49	56	61	58	70	0	1	1	2	4	4	4	7	8	6	10	10	12	11	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
68500	-75.046368451079857	-84.097211831531197	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.959262542638487	0	3	7	8	17	12	16	24	30	38	42	53	57	60	71	0	1	1	1	6	3	3	7	8	7	10	10	11	11	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
69000	-73.022167843394172	-82.073011223845512	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.955790780787416	-9	3	9	3	24	15	18	20	25	36	50	59	63	53	72	0	1	4	1	8	3	3	3	8	5	10	14	12	11	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
69500	-68.261763951118752	-77.312607331570092	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.919416184560699	-1	2	4	11	16	12	9	20	27	39	49	62	62	58	68	0	1	1	2	7	2	2	6	8	9	10	14	11	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
70000	-75.573123684874332	-84.623967065325672	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986397337403799	-9	6	6	9	15	4	17	26	26	37	44	52	56	60	64	0	6	6	6	2	1	2	7	5	9	10	11	11	13	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
70500	-80.226572313859677	-89.277415694311017	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990548910594446	-7	0	7	5	17	14	11	24	23	41	47	48	59	53	57	0	1	2	1	7	2	2	4	6	9	10	10	15	11	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
71000	-72.504968543814769	-81.555811924266109	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.868654029424000	-1	3	7	11	14	12	16	21	27	37	47	60	64	59	67	0	1	1	2	6	2	6	5	6	8	10	11	12	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
71500	-78.200584054547576	-87.251427434998917	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997077021632148	-2	4	5	9	23	15	15	20	24	26	46	53	59	57	55	0	1	1	3	4	4	2	7	6	5	10	11	12	12	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
72000	-79.451419694496821	-88.502263074948161	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.965253682040241	-6	-1	7	8	16	12	20	19	28	41	47	55	60	49	68	0	1	2	2	2	4	3	4	7	9	10	10	11	10	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
72500	-74.269254218005159	-83.320097598456499	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999781135613856	-1	2	6	10	14	8	15	21	28	38	51	57	52	60	66	0	1	1	3	2	2	6	6	8	9	9	11	10	13	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
73000	-77.091929596870813	-86.142772977322153	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.858423873709920	-4	2	0	11	6	8	17	19	22	39	47	54	61	59	67	0	1	1	6	2	3	5	7	7	8	10	11	11	12	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
73500	-74.062547341415510	-83.113390721866850	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.951651631032105	-4	5	7	7	17	11	12	24	28	40	49	59	51	58	71	0	1	2	1	3	4	2	7	3	9	10	13	10	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
74000	-78.091927934843412	-87.142771315294752	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.879695339981854	-8	1	9	7	21	14	13	20	28	40	50	63	33	58	68	0	1	2	1	6	3	3	7	5	9	10	14	8	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
74500	-73.936711958254165	-82.987555338705505	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.885583944854751	-5	6	3	6	17	13	15	24	27	40	46	58	57	61	54	0	3	1	3	2	2	3	5	8	9	10	15	11	13	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
75000	-69.077905590817579	-78.128748971268919	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.949149113182712	-1	6	6	5	13	13	20	23	27	39	45	54	65	55	71	0	1	1	1	4	2	5	6	7	8	10	11	14	11	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
75500	-70.794980056421181	-79.845823436872521	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992177147921029	-8	5	1	10	21	11	17	25	28	33	48	57	62	53	66	0	3	1	2	7	1	6	7	7	9	10	11	14	11	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
76000	-70.029422054879390	-79.080265435330730	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997145000789349	-3	6	9	4	20	10	12	22	24	39	50	61	58	54	69	0	1	4	1	7	2	2	3	6	9	10	11	11	11	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
76500	-75.627519005335003	-84.678362385786343	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.858296251104276	0	3	3	9	18	8	12	23	24	41	46	56	49	50	72	0	1	1	1	7	1	1	5	5	8	10	14	11	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
77000	-76.064919755635529	-85.115763136086869	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994794519362200	-6	1	9	5	20	11	18	17	30	39	43	51	53	49	67	0	1	1	1	4	2	6	3	8	9	10	11	11	11	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
77500	-69.005048584934315	-78.055891965385655	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992875775155960	-3	2	5	11	17	9	15	20	22	38	45	57	60	61	66	0	1	2	3	4	2	2	5	7	9	10	11	12	12	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
78000	-71.899817567869192	-80.950660948320532	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.936255844671631	-1	3	9	4	20	13	17	21	24	41	48	61	58	45	71	0	1	2	1	3	3	4	7	8	9	10	11	11	10	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
78500	-77.792052596248922	-86.842895976700262	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.876545473186173	-9	-3	6	5	23	13	13	13	22	38	41	58	64	54	64	0	1	2	1	6	4	4	3	7	9	10	14	12	11	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
79000	-76.989042379542326	-86.039885759993666	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.802971334892956	-8	0	9	5	20	7	16	25	23	32	43	59	49	59	67	0	1	2	2	6	2	4	7	7	9	10	13	11	13	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
79500	-76.175310854388840	-85.226154234840180	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.887742032602107	-3	5	10	11	18	7	16	20	22	34	42	51	60	59	72	0	1	2	2	4	2	3	4	7	7	9	11	12	12	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
80000	-77.259112627398380	-86.309956007849721	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991802736532147	-5	-2	1	10	21	11	4	21	30	38	42	47	59	60	70	0	1	2	7	6	3	2	6	8	9	9	10	11	12	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
80500	-71.902134938801780	-80.952978319253120	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989723862661150	-4	4	6	-1	23	3	13	20	26	40	47	53	61	57	64	0	4	6	1	7	1	3	7	8	9	10	11	11	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
81000	-72.988472087341492	-82.039315467792832	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.968245612870608	-3	3	7	6	13	4	19	24	27	36	43	63	56	51	67	0	1	1	1	2	1	2	7	8	8	10	14	11	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
81500	-78.602099692819436	-87.652943073270777	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990992733067527	-7	-1	7	8	14	5	14	17	15	42	50	57	59	60	65	0	1	2	2	3	2	4	5	2	5	10	11	11	11	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
82000	-73.067796227659386	-82.118639608110726	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.949795082329226	-7	3	0	8	11	8	19	24	27	41	45	58	62	49	69	0	1	1	1	2	2	4	5	8	9	10	14	12	11	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
82500	-69.638026856655301	-78.688870237106642	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.961711755872654	-5	-2	7	10	15	12	18	23	22	39	45	61	60	57	71	0	1	2	2	4	3	4	4	5	9	10	14	14	11	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
83000	-70.258596171915642	-79.309439552366982	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981602072290800	-2	4	7	3	21	10	20	25	30	40	47	54	58	54	62	0	1	1	1	6	4	4	7	5	8	10	11	12	11	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
83500	-77.187165005452059	-86.238008385903399	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.675579785298268	-1	6	1	9	19	10	13	25	13	39	48	58	57	54	64	0	1	1	3	7	2	4	5	4	8	10	11	11	11	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
84000	-69.731989531016438	-78.782832911467779	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.923329045199561	-3	6	7	4	16	13	14	20	30	40	49	61	54	59	68	0	1	1	1	6	4	3	5	6	9	10	13	11	13	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
84500	-72.505312653947598	-81.556156034398938	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.957736703379734	-8	3	8	5	21	10	20	16	26	31	47	57	63	58	67	0	1	2	1	8	3	3	6	5	9	10	11	14	11	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
85000	-72.954877806916841	-82.005721187368181	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.950568350142530	-3	3	6	10	19	14	10	16	30	38	50	58	58	59	65	0	1	1	2	7	3	3	3	8	9	10	11	10	11	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
85500	-79.298597593494122	-88.349440973945462	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989826685961469	-4	0	4	10	20	14	7	25	25	38	44	61	53	55	54	0	1	1	3	7	3	3	5	4	5	10	13	11	11	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
