step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108
1	-6635.803534784420663	-6634.341452699902220	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.971523495616711	0	2	3	4	4	4	5	6	6	7	7	7	6	7	7	8	6	8	8	10	7	8	9	9	8	11	9	8	10	10	9	10	10	11	11	10	11	11	11	11	13	10	13	10	10	12	12	12	12	12	12	12	13	13	13	14	13	13	14	14	13	16	15	14	15	15	17	17	16	16	16	18	15	15	17	16	18	17	16	17	18	18	18	18	18	19	19	21	21	21	22	22	23	21	22	25	25	26	26	26	28	28	27	29	29	31	32	33	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	3	3	4	4	4	3	4	4	4	3	4	4	5	4	4	5	5	4	6	5	4	5	5	5	5	5	6	6	5	6	6	6	6	7	5	7	5	5	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	8	8	7	8	8	9	9	8	8	8	9	8	8	9	8	9	9	8	9	9	9	9	9	9	10	10	11	11	11	11	11	12	11	11	13	13	13	13	13	14	14	14	15	15	16	16	17
500	-1235.057977444066182	-1232.961861469663290	-2.096115974402947	0.000010013694207	0.000025979056412	2.594352880656622	0.289400557341242	0	1	4	5	4	3	4	7	5	6	5	7	6	7	6	8	4	7	9	10	6	8	9	9	7	11	10	8	9	10	8	8	10	12	8	11	11	11	11	12	13	10	14	10	11	12	12	12	11	10	12	12	14	14	14	14	14	12	15	12	13	16	15	11	16	16	17	18	16	16	16	18	15	15	17	16	18	18	17	17	19	19	19	18	19	20	20	22	22	21	22	22	23	21	22	26	25	26	26	27	28	28	28	29	29	31	33	33	0	0	1	3	2	1	2	2	6	7	7	11	7	7	7	4	6	15	2	8	7	14	14	14	4	29	12	7	8	14	9	6	21	14	3	22	35	50	25	64	25	15	11	4	18	21	24	25	9	32	18	42	39	61	15	48	32	2	18	32	50	27	17	35	32	60	57	60	48	23	19	45	36	40	17	44	57	80	74	32	12	63	0	7	4	55	66	50	64	64	50	53	92	81	64	64	64	64	83	64	64	64	64	68	64	100	92	64	1	1	2	1	2	2	3	3	1	1	1	1	1	2	1	1	1	1	5	1	1	1	1	1	1	1	2	2	1	1	1	3	2	3	3	1	1	1	3	1	2	2	4	2	2	3	2	2	3	1	3	2	2	1	5	1	2	6	4	3	1	2	7	2	4	4	1	4	1	3	2	3	2	3	8	2	1	1	1	4	7	2	1	6	7	4	2	5	7	5	7	2	1	1	10	12	8	10	4	11	9	9	15	5	8	2	7	13
1000	-920.564162033314233	-918.896349515072643	-1.667812518241547	0.000010010627655	0.000015189326571	1.517320101730111	0.384579218017373	1	2	3	5	4	4	4	6	5	7	7	7	7	5	7	9	6	9	8	11	7	8	8	10	8	11	10	7	11	10	9	11	10	11	11	11	12	11	10	12	12	10	13	11	10	12	12	12	11	12	13	12	13	12	11	14	12	14	14	15	13	17	16	11	16	16	17	18	16	16	15	18	15	14	16	16	19	17	15	16	18	17	17	18	18	20	19	21	21	21	23	23	23	22	22	25	26	26	25	27	28	29	28	29	29	31	32	34	0	0	1	1	2	3	2	7	6	7	7	7	7	2	7	13	9	10	21	16	7	14	14	14	9	21	4	7	22	9	9	45	21	16	25	22	29	33	25	8	25	6	26	6	6	44	34	25	31	32	36	12	34	34	17	64	45	44	55	61	11	71	64	17	45	45	57	57	48	35	11	45	19	55	55	41	67	80	24	50	15	75	0	71	45	66	66	80	75	64	85	89	71	67	64	64	75	64	62	82	75	75	64	98	98	89	96	64	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	1	1	1	3	3	4	1	4	4	1	1	2	1	1	1	3	1	1	2	2	1	1	1	1	2	1	5	3	2	3	1	4	2	4	4	6	3	1	4	2	1	1	3	2	4	1	1	2	5	2	1	2	4	7	3	1	3	2	6	9	8	10	4	7	9	8	15	2	2	5	4	13
1500	-962.948219463388568	-960.977621107565255	-1.970598355823335	0.000009992351095	0.000022640164101	2.265749460367470	0.450046415979597	0	1	2	5	4	5	5	6	6	7	6	8	6	7	8	8	6	8	9	10	7	8	10	9	7	8	9	8	10	9	9	11	9	10	10	10	9	12	11	11	13	11	14	7	10	12	13	13	10	12	13	13	14	14	13	14	13	13	13	13	13	16	16	12	15	15	17	16	16	16	17	18	14	14	17	15	18	18	15	16	16	19	19	17	15	18	18	22	21	20	22	22	22	22	20	25	25	26	23	26	29	28	28	30	29	31	33	33	0	0	1	5	2	1	5	1	6	7	7	7	7	4	13	13	3	1	10	2	7	14	37	14	9	9	7	7	22	16	44	6	21	14	8	22	2	4	25	18	49	20	25	6	6	23	24	25	6	35	29	45	48	27	6	52	45	33	19	42	46	27	74	17	45	50	57	53	48	58	38	32	55	64	64	14	67	80	58	50	12	75	0	81	32	61	66	80	82	64	85	89	82	47	64	64	64	64	75	64	64	95	64	95	92	105	92	99	1	1	1	1	1	3	1	2	1	1	1	2	1	1	2	1	2	5	1	4	1	1	1	2	1	1	2	1	1	1	1	3	1	2	2	1	4	2	2	1	2	1	4	1	2	1	2	3	3	1	2	2	1	2	3	1	2	2	1	1	1	4	1	3	3	1	2	1	1	1	4	4	1	1	2	5	1	1	1	3	3	1	1	1	2	1	1	4	1	5	2	1	1	4	4	10	5	8	3	7	10	5	10	5	3	1	4	9
2000	-955.899177256830853	-953.992372924039728	-1.906804332791135	0.000010141436481	0.000021334628505	2.103708734485996	0.481845420360708	1	2	3	3	5	4	3	5	7	6	8	7	6	7	6	8	6	9	9	11	7	8	9	9	9	12	10	8	11	10	10	10	10	12	12	10	11	10	12	12	12	10	13	9	11	12	13	13	12	12	12	13	13	13	12	14	13	13	14	13	14	15	15	12	15	15	17	17	16	15	16	18	15	13	15	17	19	17	15	15	17	18	19	18	18	19	19	20	21	20	22	22	22	20	22	25	26	27	25	26	28	27	27	29	30	31	32	33	0	0	1	1	2	4	2	1	6	7	7	7	7	10	4	13	3	12	12	33	7	14	14	14	9	25	10	8	22	13	44	6	10	24	28	22	10	15	25	32	25	22	13	8	15	45	24	25	32	32	18	39	45	20	4	22	45	38	55	50	30	19	74	8	45	53	57	45	48	50	21	45	39	64	64	75	67	80	41	32	19	75	0	71	56	67	66	80	90	75	85	89	72	45	90	64	96	82	87	63	64	64	64	103	96	89	105	95	1	1	1	1	1	1	1	2	1	2	3	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	3	1	1	3	1	4	3	1	2	1	3	2	2	2	1	1	4	2	3	1	2	2	1	1	2	1	1	1	4	3	1	2	1	1	2	3	2	4	2	1	2	2	2	1	3	3	2	1	2	1	1	1	2	4	5	1	1	1	2	1	1	3	1	3	2	1	2	5	1	9	1	6	3	4	10	7	9	1	2	5	1	7
2500	-1179.680082754198338	-1177.863300570805450	-1.816782183392957	0.000010467113925	0.000019676138450	1.879805511835769	0.520445318748755	1	2	3	4	4	4	5	7	6	7	8	8	7	7	8	9	6	9	8	10	7	8	9	9	9	12	9	8	11	11	9	10	10	11	11	10	10	11	10	11	12	10	14	11	11	13	12	12	11	12	11	10	13	12	13	14	13	13	15	14	14	17	16	12	15	15	17	16	16	15	15	19	15	13	16	17	18	18	15	16	17	18	19	18	18	20	20	22	21	22	23	22	21	21	23	25	26	26	24	26	27	29	28	29	29	31	31	33	0	0	1	2	2	3	2	1	6	7	7	7	7	7	4	12	4	9	3	10	7	7	14	14	9	21	7	7	7	32	15	4	11	22	27	14	17	24	8	37	25	12	48	31	31	35	15	25	31	15	37	12	45	21	17	41	45	51	55	52	41	28	74	9	45	45	57	57	25	53	15	65	21	39	56	49	32	80	74	32	11	75	0	71	45	84	66	78	82	55	85	89	69	85	90	64	96	90	94	96	64	96	75	95	100	68	105	89	1	1	1	1	1	1	1	2	2	1	2	2	1	1	2	1	1	3	2	2	1	2	1	1	2	2	1	2	2	1	1	2	1	2	1	2	2	1	1	1	2	1	1	1	1	1	2	2	1	3	1	1	1	2	5	1	1	1	1	2	1	5	2	4	2	3	2	1	3	1	4	3	3	2	2	5	3	1	1	4	4	1	1	2	3	2	2	1	2	5	2	1	3	1	1	10	1	3	1	1	11	3	8	3	2	6	1	6
3000	-877.873685815178646	-875.971067827580669	-1.902617987598016	0.000010507450653	0.000021993985543	2.093179998669962	0.513746349162354	0	2	3	4	3	5	4	6	6	8	8	6	6	7	6	8	6	9	8	10	8	9	9	9	8	12	9	6	9	11	9	10	10	12	11	9	12	11	11	10	13	11	14	11	11	13	11	12	11	12	13	9	12	13	13	14	13	13	15	14	12	15	15	11	16	15	16	17	15	17	16	19	16	13	16	16	19	18	14	16	18	18	18	17	17	16	20	21	21	21	23	23	23	20	22	25	26	26	26	25	27	28	28	28	29	30	32	34	0	0	1	5	2	1	2	4	6	15	7	7	7	4	6	8	3	4	12	52	7	14	14	14	9	7	28	7	14	21	6	6	21	24	24	14	45	24	25	31	39	21	45	31	32	33	24	25	9	32	47	8	47	47	17	45	45	14	55	53	16	27	74	17	49	56	57	57	31	55	8	85	19	64	64	34	67	80	28	37	22	75	0	73	57	60	66	80	75	75	85	89	90	44	89	64	96	90	100	89	64	96	40	97	100	91	105	96	1	1	2	1	1	3	1	1	1	1	1	1	1	2	1	1	1	3	1	1	3	1	1	1	2	4	2	1	1	2	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1	2	1	1	5	2	1	3	1	1	2	2	2	2	3	1	1	2	3	2	5	1	3	1	2	1	2	1	3	2	4	1	1	1	2	1	3	3	2	3	2	1	1	5	1	8	1	2	1	2	7	2	5	1	2	3	1	5
3500	-893.967862899738861	-891.964047447994517	-2.003815451744311	0.000011134731229	0.000026182076647	2.351388291914589	0.632349898663020	1	3	3	4	5	4	6	7	6	7	4	8	7	6	7	7	7	8	7	10	8	8	9	9	8	12	10	8	11	9	9	9	11	10	10	10	11	8	11	10	13	10	14	10	11	12	11	13	13	12	11	10	14	13	13	14	13	13	13	14	13	17	16	14	15	15	16	16	15	17	16	19	14	15	17	15	18	18	16	16	17	18	19	19	17	20	19	20	21	21	21	22	22	21	22	23	25	26	26	25	27	28	27	29	30	32	32	34	0	0	1	2	2	1	11	6	6	11	2	11	11	4	7	6	9	9	11	13	11	14	19	15	9	52	28	7	19	12	8	8	21	15	7	22	42	19	25	28	37	38	54	31	32	52	8	25	32	32	30	25	49	29	17	28	45	29	8	30	47	43	74	55	50	26	57	53	48	66	7	85	59	64	64	56	67	80	49	32	28	75	0	81	45	42	66	80	82	75	72	89	88	63	89	64	96	90	100	89	97	101	98	103	89	100	105	107	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	2	1	1	2	1	3	2	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	4	3	1	1	3	3	1	3	1	1	3	1	1	1	1	1	4	1	1	1	1	1	2	1	2	3	5	1	1	1	4	4	2	2	1	3	1	1	2	3	1	8	1	1	1	2	1	1	1	1	4	3	1	2
4000	-955.101810604465641	-953.383194509896043	-1.718616094569625	0.000012255263844	0.000020102540847	1.640318895054520	0.538904022930506	0	2	3	4	4	4	6	4	5	8	5	7	7	7	7	8	7	9	9	10	7	8	10	10	8	10	9	7	10	10	7	9	10	12	11	10	11	11	10	11	10	9	13	9	10	12	12	13	13	12	12	13	12	11	13	13	13	13	14	14	13	16	16	14	15	16	17	18	17	17	15	18	15	15	16	16	18	18	15	17	17	18	18	18	15	20	18	22	21	22	21	23	24	22	23	24	25	26	23	26	27	28	28	29	30	31	32	34	0	0	1	2	2	1	11	2	6	11	4	11	11	2	3	21	9	7	13	19	11	14	14	14	9	25	11	11	22	18	9	9	21	24	16	14	45	32	25	21	15	6	40	31	25	31	24	25	31	6	10	5	27	16	19	16	45	19	39	51	35	30	74	49	45	57	9	32	48	74	19	85	36	64	64	49	67	50	10	32	7	75	0	62	25	70	66	80	82	82	79	89	86	60	89	64	96	90	43	96	97	101	98	92	100	93	105	100	1	1	2	1	1	2	1	1	1	1	1	1	1	3	2	1	1	2	1	1	1	1	2	2	1	1	2	1	1	1	2	2	1	1	1	2	1	1	2	2	2	2	1	1	2	2	1	4	3	4	2	4	1	1	2	3	1	2	4	2	1	4	1	1	3	2	7	7	3	1	4	1	2	1	1	2	1	3	3	3	4	1	1	1	4	2	1	2	1	2	3	1	2	4	2	8	1	2	4	1	1	1	1	2	2	3	1	3
4500	-750.221062496087939	-748.692541892415079	-1.528520603672910	0.000015393972924	0.000018090245956	1.175151213073187	0.589254707455708	0	1	2	5	4	4	6	6	5	7	5	8	6	7	7	8	7	8	9	10	7	8	9	9	7	11	10	9	11	11	9	10	10	11	11	10	11	10	12	11	14	11	12	11	7	13	11	12	12	13	12	13	14	13	13	14	13	14	15	13	13	16	16	14	16	15	18	18	16	17	16	18	16	15	18	17	19	17	16	18	18	19	18	18	18	20	20	20	21	21	22	23	22	21	23	25	26	26	25	26	29	29	27	26	28	32	31	33	0	0	1	2	2	3	11	11	6	11	2	8	11	5	8	8	9	15	25	14	8	11	14	14	9	36	28	12	24	10	9	6	21	24	36	14	12	31	25	45	25	27	30	31	6	24	24	25	6	32	13	28	39	32	17	48	6	35	55	47	49	27	74	17	45	57	65	45	48	53	7	65	54	64	64	64	67	35	47	78	30	75	0	71	65	67	66	80	75	82	61	89	86	80	89	64	96	99	90	89	97	97	96	90	100	105	100	106	1	1	1	2	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	2	1	2	1	3	1	1	1	2	2	1	2	3	1	3	2	1	2	3	1	5	3	1	1	1	3	1	4	4	2	1	7	2	1	3	1	1	1	1	2	1	3	2	1	3	1	1	1	1	1	2	1	1	1	4	1	1	2	1	7	1	1	2	2	3	2	1	2	2	2	2	1
