step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83
1	-864.622488477646812	-873.673331858098209	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.130638924519133	2	6	6	7	5	12	6	10	7	7	9	7	11	12	10	9	9	14	8	10	9	10	13	9	9	9	10	10	10	11	10	10	10	12	13	15	13	14	11	14	12	11	13	11	15	12	15	14	15	12	14	14	13	13	13	14	13	17	15	16	14	15	16	16	19	18	17	17	16	19	20	18	28	20	20	20	23	21	24	26	24	29	28	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-322.417584348353955	-331.468427728805295	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.519215982952546	2	6	7	8	6	10	6	10	6	7	8	7	10	13	10	9	4	15	5	10	9	10	13	9	9	8	10	10	11	10	9	10	11	11	11	13	12	12	11	14	13	11	12	11	14	11	13	13	11	12	14	15	12	11	9	15	14	17	15	16	13	13	10	16	15	16	17	17	14	20	17	19	28	19	18	21	23	21	23	26	22	26	24	0	19	9	10	17	24	1	2	19	17	2	2	16	54	21	12	1	14	1	11	10	2	20	11	5	7	12	21	12	25	10	2	27	16	15	63	35	63	32	48	44	10	29	8	16	6	53	50	5	32	50	6	30	10	4	43	46	65	28	51	7	32	25	47	51	54	18	69	35	74	59	18	82	59	51	71	78	75	68	83	51	83	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-251.718472931585495	-260.769316312036835	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976890884854091	2	7	5	8	5	13	7	10	7	7	9	8	10	12	8	9	9	11	9	9	9	11	11	9	7	8	11	11	11	11	11	9	9	11	13	15	12	14	11	15	12	12	12	9	15	11	13	15	15	12	14	15	10	14	13	13	13	16	16	17	14	14	12	16	19	17	17	16	17	20	18	18	25	16	18	21	24	18	22	26	25	27	27	0	3	1	2	1	50	5	9	5	3	25	3	7	46	10	9	7	33	26	25	2	25	9	12	5	7	32	26	12	19	13	9	9	16	29	61	46	41	4	53	18	10	46	10	55	7	19	22	54	30	42	12	44	21	46	34	27	49	49	38	6	55	53	52	74	54	64	38	59	75	67	36	79	42	28	74	75	66	76	81	79	73	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-251.673793302669708	-260.724636683121048	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.959443687281635	2	7	6	8	5	12	6	10	7	8	10	7	11	7	9	9	8	15	9	10	9	10	12	10	8	9	10	10	11	12	11	10	10	12	13	13	13	13	12	14	13	12	13	11	15	11	13	14	15	12	15	12	14	10	13	12	10	15	15	14	14	15	17	16	19	17	17	18	16	19	19	15	27	18	20	18	23	19	21	25	22	29	25	0	5	5	7	1	22	5	25	3	9	17	3	20	5	12	14	14	21	14	19	4	16	57	25	14	14	12	4	21	21	4	4	14	19	23	31	52	23	16	14	26	8	50	4	23	32	34	24	43	14	29	29	47	19	44	27	4	44	41	37	34	30	52	45	68	53	6	18	41	58	51	57	83	69	40	18	81	64	71	81	68	73	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-243.537516918585823	-252.588360299037163	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.977209161038637	3	6	5	6	4	13	7	11	7	8	8	8	11	12	10	8	10	15	7	8	9	10	9	10	9	9	10	11	10	12	11	9	7	12	10	16	13	15	11	14	13	10	12	8	16	12	16	13	16	11	15	13	14	14	13	14	13	16	16	16	14	15	14	15	18	18	18	14	17	20	18	19	25	19	20	20	23	21	21	22	24	27	21	0	3	1	1	1	34	5	44	5	33	9	19	16	24	26	7	16	32	3	2	44	23	9	20	10	11	20	12	19	17	25	44	2	26	44	30	31	50	25	14	43	16	24	2	14	28	54	13	37	26	55	29	24	13	13	6	22	37	64	6	39	63	28	37	53	47	64	14	51	69	45	65	77	59	59	65	75	72	72	74	83	81	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-253.024464594987762	-262.075307975439102	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996132793788074	3	5	7	8	5	9	4	10	7	6	9	7	10	11	10	8	8	14	8	9	10	11	12	9	10	10	11	11	11	12	11	10	9	11	10	15	14	15	6	13	9	9	13	12	13	12	13	13	12	11	14	13	14	11	14	14	13	18	14	15	14	15	15	14	17	17	17	18	16	13	20	19	29	16	20	20	24	22	23	26	25	27	27	0	1	10	5	1	3	1	11	2	5	5	2	33	21	3	39	39	47	3	9	19	13	33	3	5	12	4	16	20	15	33	6	9	20	41	31	11	57	7	27	12	12	50	54	26	21	34	14	14	20	30	34	70	16	40	22	35	66	52	70	32	27	70	50	36	59	51	65	42	22	68	66	78	57	38	72	72	65	71	81	77	77	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-268.235489835175940	-277.286333215627280	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999498013414221	3	4	7	7	5	13	5	5	7	7	9	7	10	13	8	8	8	15	9	9	9	9	12	6	9	8	11	5	10	11	9	9	10	11	13	16	13	14	11	15	13	12	13	11	15	13	13	14	16	9	15	14	13	14	11	13	10	15	15	16	12	16	16	17	18	19	16	16	17	20	19	19	28	17	14	19	17	18	20	26	25	30	29	0	1	28	2	1	29	2	2	8	24	5	28	50	23	3	10	5	38	3	15	7	16	13	2	26	24	17	2	50	4	2	3	31	50	21	25	32	6	29	52	11	13	39	13	6	20	30	39	6	3	37	42	33	42	26	27	12	43	23	45	34	75	54	40	75	31	48	18	62	74	68	68	81	54	61	53	37	63	65	79	51	73	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-240.081871911195037	-249.132715291646377	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978667859503748	3	7	7	7	6	13	6	11	8	8	10	7	11	12	11	5	10	15	5	10	10	7	11	10	10	9	10	9	9	12	9	9	11	11	13	15	13	14	12	14	12	10	13	11	15	13	15	15	15	13	13	14	10	14	8	14	12	17	13	16	13	15	16	16	17	19	18	17	13	19	20	16	28	18	17	21	23	22	24	26	20	27	25	0	19	16	16	19	44	19	21	16	22	4	16	17	15	25	1	10	54	1	12	55	7	53	9	3	12	2	22	10	23	2	2	11	26	57	56	33	13	25	30	11	16	11	2	41	44	6	50	14	41	53	23	28	37	5	23	53	47	41	24	34	69	40	69	43	58	64	69	13	58	68	14	80	49	62	65	66	66	76	77	63	80	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-234.120302827710645	-243.171146208161986	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997992608228953	3	7	6	7	6	12	5	10	7	7	10	8	11	11	11	8	8	15	9	11	9	9	14	10	9	9	10	10	11	11	10	8	11	12	13	16	13	15	11	15	13	11	13	11	14	12	15	14	16	12	14	15	13	13	7	14	13	15	11	16	15	15	14	15	20	18	18	12	17	19	15	17	27	20	18	21	24	21	23	27	25	29	27	0	3	1	3	7	59	1	26	7	5	2	2	11	8	24	10	55	29	7	26	2	2	46	55	17	4	2	12	31	22	55	2	10	22	24	23	6	57	8	48	20	7	42	25	30	27	54	68	38	59	50	56	46	30	5	27	20	23	2	19	41	53	13	54	72	40	47	31	71	49	41	58	78	40	56	74	78	70	78	77	79	73	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-255.556454785199492	-264.607298165650832	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987831228790145	2	6	7	6	4	8	6	8	7	8	10	7	12	12	10	10	8	13	8	11	10	10	13	7	10	9	11	9	9	7	6	8	11	5	8	15	12	14	10	13	12	11	12	10	14	9	12	10	12	13	14	12	13	12	12	14	13	18	14	15	14	15	13	14	19	19	14	17	16	19	20	18	27	20	20	21	21	22	23	22	24	29	27	0	5	31	34	1	7	5	24	4	4	29	31	26	44	12	9	9	47	24	35	10	32	11	1	24	17	15	17	24	4	5	4	46	5	24	64	22	49	46	54	15	22	15	46	14	30	15	10	11	20	54	11	21	21	33	37	44	36	20	17	54	18	43	42	72	59	42	51	54	68	65	69	81	70	58	71	60	70	75	77	77	79	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5000	-254.923914503713775	-263.974757884165115	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998203174309473	3	6	7	5	4	12	7	6	7	8	9	8	9	13	11	9	9	12	8	10	7	11	14	9	9	10	10	11	11	10	11	11	11	10	9	15	13	12	12	14	11	11	13	10	14	13	14	14	16	13	15	14	13	14	14	15	8	16	15	12	14	13	17	17	20	17	16	18	14	19	19	16	27	18	19	20	23	22	25	25	17	27	27	0	4	4	1	1	42	8	4	4	21	9	3	7	38	10	7	57	31	8	17	2	12	62	12	21	9	2	12	20	19	20	13	11	11	21	39	31	42	31	50	35	26	31	19	22	30	60	18	41	22	46	28	18	31	60	53	7	48	39	26	31	28	59	29	71	61	55	81	12	29	81	29	78	72	67	71	64	49	77	65	38	79	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-240.345311494219118	-249.396154874670458	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999189914956825	1	6	7	7	4	11	4	10	6	5	10	8	12	12	10	8	9	14	9	10	9	11	12	10	8	7	10	11	11	11	9	10	10	13	12	14	14	14	9	15	12	11	13	11	15	11	15	14	15	13	14	14	13	13	14	13	13	17	15	16	14	15	14	16	18	16	16	16	15	19	21	15	28	18	11	19	23	20	23	21	24	21	23	0	10	9	10	1	19	1	21	5	5	25	3	8	32	25	2	26	57	16	17	3	27	75	19	4	2	16	11	31	8	3	25	19	42	75	23	56	57	26	53	31	19	30	21	11	20	34	33	44	75	35	46	30	33	50	29	6	72	41	50	41	52	27	49	72	18	45	36	54	40	76	43	81	18	15	38	80	74	71	65	83	64	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-260.266355486580437	-269.317198867031777	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998272929454628	0	6	7	4	6	10	5	10	6	7	9	8	11	12	11	10	8	13	8	7	9	7	13	9	10	10	11	10	11	11	11	10	9	13	13	16	13	15	11	14	6	11	14	11	15	13	15	13	15	13	12	15	13	11	12	15	13	12	14	13	15	15	17	16	18	19	17	16	15	11	19	18	23	20	21	20	21	20	19	22	24	27	26	0	4	5	1	7	19	4	12	4	2	3	41	9	17	8	11	4	42	10	7	20	9	6	10	17	10	26	41	28	20	6	20	5	13	13	60	29	48	21	18	4	12	18	21	51	15	18	30	53	16	6	34	16	8	11	14	15	70	28	28	51	34	61	43	60	47	46	57	22	24	61	64	66	67	61	65	72	64	67	79	80	83	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-276.664552156311345	-285.715395536762685	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.969912086390723	3	5	6	7	5	7	5	10	7	7	10	8	8	12	10	8	4	14	9	9	9	11	11	9	6	10	6	6	9	11	10	10	11	12	12	15	14	14	12	15	11	10	13	11	14	12	13	12	15	13	12	15	14	12	13	15	14	16	16	17	11	16	16	14	19	16	16	14	15	17	18	18	21	18	20	14	14	19	24	26	21	25	28	0	17	1	2	17	25	17	16	28	28	13	9	3	22	12	4	1	44	4	28	25	20	10	6	5	9	1	17	27	15	29	4	6	44	30	77	54	46	21	34	15	28	8	19	46	25	31	30	44	19	20	43	8	29	23	57	46	35	69	66	25	43	47	26	77	64	43	35	76	67	59	50	65	67	74	26	55	63	75	82	72	81	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
