step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114
1	-3874.960757837815891	-3880.899955056901035	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.493066823450503	0	3	3	3	4	5	6	6	6	7	8	8	10	7	9	8	8	9	10	10	10	10	11	9	10	12	11	10	11	12	11	11	11	11	12	11	11	13	13	12	15	12	11	12	11	14	14	15	13	12	13	12	15	14	15	14	14	15	13	14	14	13	13	13	14	15	14	15	17	15	15	15	16	16	16	16	15	15	17	16	15	17	17	16	16	17	17	16	17	16	17	16	16	18	18	18	18	17	19	18	19	20	20	20	20	21	24	21	23	25	24	25	25	30	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	3	3	3	4	4	4	5	4	5	4	4	5	5	5	5	5	6	5	5	6	6	5	6	6	6	6	6	6	6	6	6	7	7	6	8	6	6	6	6	7	7	8	7	6	7	6	8	7	8	7	7	8	7	7	7	7	7	7	7	8	7	8	9	8	8	8	8	8	8	8	8	8	9	8	8	9	9	8	8	9	9	8	9	8	9	8	8	9	9	9	9	9	10	9	10	10	10	10	10	11	12	11	12	13	12	13	13	15
500	-1105.437084413985076	-1111.376281633070221	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.316280806415893	0	4	4	2	3	4	7	7	6	8	7	8	10	7	10	6	8	8	8	8	10	11	11	9	10	12	8	10	11	10	10	12	11	9	11	10	12	13	12	13	12	12	11	10	11	13	14	16	13	11	13	11	15	14	15	15	15	16	13	14	14	13	14	13	14	15	15	15	18	16	15	15	16	15	16	16	15	14	18	17	15	18	17	15	16	17	18	16	17	16	17	17	16	19	18	18	19	18	18	18	18	21	20	20	21	20	25	21	24	25	24	26	26	31	0	1	1	1	1	1	4	5	5	16	4	5	27	6	19	6	11	8	9	9	12	5	9	9	14	10	9	27	27	10	17	17	20	27	24	17	25	20	8	8	27	34	14	19	11	42	20	34	23	30	34	9	20	27	16	37	39	21	34	41	43	29	29	41	22	16	40	44	47	52	38	64	50	20	20	60	12	14	63	62	44	72	9	16	23	64	64	12	44	12	38	16	25	60	20	75	68	68	71	48	54	47	46	27	77	55	101	0	6	54	97	66	77	0	1	2	2	1	2	2	2	2	1	1	2	3	1	1	1	2	1	1	2	1	2	4	2	1	1	1	1	1	2	1	1	2	2	1	2	1	1	3	2	2	2	2	2	1	1	1	5	7	1	1	2	2	6	2	5	3	1	3	2	2	1	1	2	1	1	6	2	5	2	2	1	1	4	3	3	1	5	5	4	2	2	1	5	3	3	2	3	5	5	5	3	7	3	2	7	1	2	2	2	1	1	6	3	9	5	2	5	1	13	7	3	10	6	1
1000	-972.157691961322598	-978.096889180407857	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.460624397586665	1	3	3	2	4	5	5	6	7	5	9	6	8	5	8	7	9	8	11	10	10	10	11	9	10	12	12	10	12	12	11	12	12	11	12	11	11	13	14	12	14	12	11	9	11	15	12	16	13	11	13	12	16	13	15	15	15	13	13	14	14	13	12	14	15	15	14	14	16	16	14	15	16	17	14	17	14	15	16	16	15	17	17	17	16	17	17	16	17	17	18	14	16	18	19	18	17	17	20	17	19	20	21	21	19	21	24	21	23	25	25	25	26	29	0	1	1	1	4	4	1	5	5	4	6	5	12	4	12	10	14	8	21	12	9	12	9	9	17	16	13	9	44	5	17	17	20	13	24	25	17	18	52	21	13	13	25	9	17	59	20	65	34	16	23	9	75	9	10	36	21	20	27	59	43	44	44	13	64	30	58	29	41	52	47	23	66	47	47	54	27	25	44	62	63	48	77	66	60	72	64	67	29	52	20	16	78	72	47	71	54	62	53	54	54	10	79	83	83	55	104	0	92	54	97	7	105	0	1	1	1	1	1	2	2	1	3	2	2	1	1	2	1	2	2	1	1	2	2	2	2	1	1	2	2	2	1	3	1	2	2	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	2	1	2	1	2	6	2	2	2	1	1	2	3	2	4	1	2	1	1	2	2	1	1	1	2	1	2	1	2	4	2	2	1	2	2	1	1	2	1	4	4	3	4	1	2	5	2	1	2	1	2	3	8	2	2	2	3	2	1	7	9	4	12	5	1
1500	-872.249020685664732	-878.188217904749990	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.497522092128724	1	4	3	3	5	5	5	7	3	7	9	8	11	8	7	8	9	10	10	9	10	10	11	9	10	13	10	9	11	12	12	12	10	12	13	11	11	14	13	12	16	12	11	12	12	14	15	15	14	13	13	12	15	14	15	13	15	14	13	13	14	13	13	13	12	14	14	14	18	15	14	15	15	17	16	16	15	15	17	15	15	17	18	17	16	16	17	16	18	16	16	16	17	18	18	17	18	18	19	18	17	20	20	21	19	21	24	21	23	26	24	25	26	31	0	4	1	1	9	4	4	1	1	7	4	5	18	6	5	10	14	12	28	5	20	9	28	9	14	16	24	5	27	16	17	17	8	18	24	25	25	20	21	9	51	23	25	27	14	59	40	64	23	10	18	21	71	40	26	37	21	52	28	23	43	40	44	65	28	16	52	44	49	40	40	65	66	33	38	24	18	56	44	63	63	64	101	66	49	64	64	67	68	40	20	66	78	64	47	75	77	62	20	77	77	66	85	101	76	92	104	0	92	97	54	30	105	0	1	1	1	1	1	1	2	3	1	2	3	2	1	1	1	1	1	2	1	3	1	3	1	3	1	3	1	3	1	2	1	1	2	1	2	1	1	3	1	6	1	1	1	1	3	1	2	1	2	2	3	1	1	1	1	1	2	1	2	1	2	1	1	1	2	3	2	1	3	2	1	2	1	2	1	5	2	1	1	2	1	2	1	1	1	1	2	1	2	2	3	1	1	2	2	1	3	2	5	1	1	2	3	2	2	3	2	1	4	6	4	8	4	1
2000	-843.186997654589732	-849.126194873674990	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.525486030204167	1	2	4	3	4	6	7	7	6	8	8	8	9	7	7	9	8	9	10	11	8	10	11	8	9	12	11	10	11	12	11	11	12	10	13	11	12	14	12	13	16	12	11	13	11	14	15	13	13	13	13	12	14	13	15	14	12	15	13	15	14	13	12	14	13	15	15	16	18	14	15	15	16	16	16	15	13	16	18	16	15	17	17	16	16	16	17	17	18	16	18	16	17	18	18	18	18	16	19	17	20	20	20	20	17	19	23	21	24	25	25	25	26	31	0	1	1	2	2	4	4	5	5	6	6	5	12	6	5	10	14	15	15	5	5	21	12	9	17	11	13	13	9	16	17	17	20	8	29	25	25	8	21	52	34	34	25	29	17	29	20	29	29	16	34	21	20	13	16	37	21	52	23	23	43	34	9	42	12	50	57	44	49	57	20	65	30	38	53	77	23	56	80	62	44	64	54	50	60	64	64	67	68	70	71	50	78	34	38	47	54	62	47	77	97	92	60	97	38	73	83	0	92	97	105	106	105	0	1	1	2	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	1	1	2	1	1	3	2	1	2	1	1	1	1	2	3	2	1	3	2	1	1	1	2	2	1	1	2	2	1	1	2	3	1	2	2	1	2	2	2	3	1	3	1	2	1	2	1	3	1	3	1	1	1	1	2	1	2	1	2	2	2	1	1	1	1	1	1	2	2	1	4	2	1	3	1	2	2	1	3	3	1	3	2	2	1	4	5	4	4	5	1
2500	-815.328622186247912	-821.267819405333171	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.605041874386917	1	4	4	3	5	5	6	7	7	7	9	7	9	7	8	9	9	10	10	10	10	10	11	10	10	12	10	11	12	13	11	12	12	10	13	12	12	13	14	12	16	12	11	12	12	15	15	15	13	12	14	11	14	14	16	14	15	16	14	15	15	14	14	13	15	15	14	15	17	13	16	15	16	17	13	16	15	16	16	16	14	17	17	16	15	15	16	16	18	16	17	15	17	19	17	16	17	15	19	19	19	21	20	19	20	19	24	21	24	25	24	25	25	30	0	4	1	1	2	4	4	5	5	6	6	5	9	1	9	10	14	9	9	12	12	5	13	13	17	16	13	13	34	16	17	17	20	15	24	25	25	33	40	22	29	13	25	13	17	23	42	64	42	16	42	12	75	29	50	37	39	67	29	42	43	44	29	42	42	30	40	44	49	21	53	64	92	38	20	54	34	37	62	81	44	72	54	30	42	64	64	40	68	70	53	30	56	72	47	47	34	29	38	97	54	73	60	97	77	73	101	0	106	77	105	102	105	0	1	1	1	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	2	2	1	2	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	2	3	1	2	2	3	2	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	2	1	2	2	2	2	2	1	2	2	1	1	3	2	3	1	2	3	2	1	3	2	4	1	3	6	2	2	1	1
3000	-777.843543789872456	-783.782741008957714	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.642461624674221	1	3	4	3	4	5	6	7	7	7	6	8	10	7	9	9	8	9	10	11	10	9	9	10	9	13	12	10	11	13	11	11	12	11	12	11	11	13	13	12	14	11	10	12	11	14	15	14	11	10	13	12	14	14	15	13	15	14	13	14	13	13	14	13	15	15	15	16	16	14	16	15	16	15	17	16	15	15	17	16	16	17	17	15	16	18	17	17	16	17	17	16	17	19	16	18	18	18	20	19	18	19	20	21	21	21	23	21	23	24	24	25	26	31	0	1	4	1	4	4	6	5	5	4	6	4	9	11	9	10	14	9	15	8	12	5	9	9	17	10	9	9	23	16	14	17	20	12	24	25	25	20	52	21	23	23	25	28	17	64	28	23	23	16	23	21	20	28	30	37	39	40	23	27	43	27	44	23	28	50	58	44	49	21	20	41	30	20	20	27	28	56	68	63	63	65	54	30	46	41	65	67	29	70	53	66	78	86	20	47	41	79	91	41	76	92	85	101	77	102	101	0	106	105	97	106	105	0	1	1	1	2	1	1	1	2	1	1	1	3	1	1	1	2	1	1	1	2	1	2	1	2	1	3	3	3	1	2	1	2	1	2	1	1	1	1	1	1	4	1	1	1	2	1	3	2	1	1	2	1	1	2	1	1	1	1	2	1	2	1	1	3	4	2	1	2	2	2	3	1	2	2	2	2	3	1	1	1	1	1	2	1	1	2	2	1	2	1	2	1	1	1	2	1	2	1	2	2	1	1	2	2	3	1	2	1	1	1	2	2	2	1
3500	-787.096409220814962	-793.035606439900221	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.642459913740058	-1	2	3	1	4	5	7	6	7	7	9	8	9	7	10	9	8	8	10	10	9	10	10	10	10	13	11	10	12	12	11	11	11	12	13	12	12	13	13	12	15	10	12	13	11	14	15	15	14	12	14	11	15	15	15	14	13	14	14	15	14	13	14	13	14	15	14	15	17	15	15	15	16	16	17	15	13	15	17	15	16	16	18	17	17	17	16	16	18	16	17	17	16	17	19	18	17	18	20	18	20	20	19	20	20	22	22	21	23	25	24	26	25	30	0	1	4	1	1	5	2	5	6	6	14	8	9	6	18	10	14	9	9	12	9	12	9	9	17	10	15	13	27	16	17	25	20	23	24	45	25	15	21	19	49	13	25	27	17	42	38	65	27	16	34	21	20	77	16	37	21	40	34	59	43	27	29	27	34	30	40	63	27	52	20	64	30	53	38	27	27	56	62	44	63	64	54	26	60	72	64	57	68	70	71	50	56	72	74	38	77	79	75	77	100	92	46	76	97	102	83	0	102	105	105	106	97	0	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	3	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	3	1	1	2	2	1	1	3	1	3	1	4	1	1	1	1	1	2	1	1	2	1	1	3	2	2	1	2	1	2	2	1	1	2	1	1	2	2	1	1	1	2	1	1	1	1	3	1	1	1	3	2	1	1	2	1	1	2	3	2	2	1	1	2	2	3	2	4	1
4000	-738.343851121490388	-744.283048340575647	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.640502973234862	1	3	3	2	4	5	7	6	6	7	8	7	9	7	9	8	8	8	11	10	10	9	11	9	10	12	11	9	11	13	10	11	12	10	12	11	11	13	12	13	15	13	12	12	11	14	14	16	13	11	13	13	15	14	15	13	14	16	13	15	14	14	13	14	13	15	14	15	17	15	16	15	16	15	16	16	14	15	16	16	15	16	17	17	16	18	18	16	17	17	17	15	17	17	17	18	19	18	19	19	19	21	20	21	20	22	24	20	24	25	24	25	25	30	0	1	1	1	1	4	4	5	5	6	14	5	9	6	12	10	14	12	18	18	12	12	18	12	17	10	13	12	13	26	17	17	20	13	24	25	25	20	21	39	42	34	25	29	14	34	38	72	23	16	34	21	20	13	50	37	39	67	23	51	43	63	44	23	23	50	39	44	49	52	38	23	92	20	38	27	42	56	62	44	29	72	54	16	46	72	42	52	68	70	71	50	78	72	74	75	76	79	96	76	54	92	60	101	97	102	104	0	102	105	105	102	105	0	1	1	2	1	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	3	2	1	1	1	2	2	2	2	3	2	1	1	1	1	1	1	1	1	2	1	2	1	1	3	1	1	2	1	2	2	3	1	1	1	2	2	1	2	4	1	2	3	1	1	1	1	2	1	2	1	1	2	1	1	2	2	2	2	2	1	1	1	1	1	2	2	1	3	1
4500	-776.525026851894040	-782.464224070979299	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.570799082246061	0	2	4	3	3	6	7	6	7	8	8	9	9	7	8	9	8	9	11	9	9	11	11	9	10	12	11	11	11	13	12	11	12	11	13	12	12	13	14	13	15	13	12	11	11	14	14	12	13	12	13	12	14	14	15	13	14	15	13	15	14	13	13	13	14	15	14	15	17	15	15	15	14	16	14	16	16	14	17	16	15	15	17	16	16	15	17	16	18	17	18	16	17	19	18	17	18	16	20	19	18	21	20	20	19	21	24	21	23	26	25	26	25	30	0	1	2	2	1	4	4	5	5	6	6	9	8	6	5	10	14	5	9	5	9	9	15	15	14	10	9	15	13	50	17	17	20	13	24	25	25	20	40	12	59	23	25	13	14	34	20	13	34	16	48	15	20	13	30	37	21	40	27	42	43	44	44	34	48	16	52	44	49	57	38	64	50	38	38	54	13	56	44	29	63	64	54	30	23	64	64	40	68	70	47	73	78	64	74	75	54	62	75	77	76	92	60	83	97	92	104	0	102	111	97	109	77	0	1	1	1	1	1	1	2	1	2	1	1	1	1	1	3	1	1	2	2	3	1	2	1	1	2	2	2	2	1	1	3	1	1	2	2	1	2	2	1	1	1	1	1	1	2	1	2	2	1	2	1	2	2	2	2	1	3	1	1	1	1	2	1	1	1	3	1	2	2	1	2	1	1	2	1	2	3	1	2	2	1	1	1	2	2	1	2	1	1	2	3	1	2	3	1	2	2	2	3	2	2	3	3	1	1	3	2	1	1	1	2	2	4	1
