step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34
48500	-335.207973353315140	-333.476131391069373	-1.731841962245757	0.000492661610487	0.000095637542095	0.194124202209538	0.230067058586966	3	5	8	7	9	9	10	9	11	12	11	12	11	11	14	13	15	16	16	18	16	18	21	23	24	33	31	36	39	39	41	42	43	44	0	1	1	2	4	1	1	4	2	2	5	5	2	4	5	8	9	11	17	15	1	15	9	3	15	14	3	26	22	24	23	14	23	9	1	1	2	1	1	3	4	1	4	4	1	1	2	2	1	3	2	4	1	3	6	2	5	7	5	10	10	2	11	9	9	14	10	15
49000	-345.809165054359596	-344.031018751937495	-1.778146302422087	0.000354936981852	0.000064551621984	0.181867839318460	0.246794745372820	3	6	9	7	10	10	10	9	10	12	11	11	12	12	14	13	15	14	16	18	17	19	23	22	24	33	33	36	38	40	40	40	42	44	0	1	4	1	2	1	3	4	2	8	4	8	6	5	1	3	6	2	10	3	3	19	14	18	3	21	15	26	24	25	20	15	22	24	1	2	2	2	2	4	1	2	1	2	3	1	2	1	5	2	1	6	1	7	3	3	6	4	11	9	9	1	10	9	8	10	9	12
49500	-354.001638938230371	-352.370677098460249	-1.630961839770137	0.000373505907559	0.000084915315872	0.227346647411211	0.192847264927193	4	6	8	5	9	9	10	9	9	10	11	11	11	12	13	14	13	15	16	18	16	19	22	22	26	32	33	35	39	40	40	40	41	44	0	4	4	1	1	3	3	3	4	8	8	8	1	2	3	4	11	3	4	1	18	9	6	3	21	14	16	27	21	23	20	20	19	16	1	1	1	1	3	1	1	1	2	1	1	2	3	3	2	4	1	3	6	8	1	5	9	6	6	11	10	1	10	12	10	14	10	10
50000	-349.499020654477420	-347.973210704001644	-1.525809950475769	0.000411293612084	0.000114295268890	0.277892156678044	0.210879200384407	3	5	7	4	9	10	10	9	11	12	12	11	12	11	13	13	15	16	17	18	17	17	23	22	25	33	33	36	37	40	40	41	42	44	0	4	4	1	2	4	3	4	2	12	1	8	14	4	5	14	15	15	18	16	2	9	4	9	16	3	8	27	14	23	6	20	20	24	1	1	2	1	2	3	1	2	4	1	5	1	1	4	2	1	2	2	1	3	6	3	11	3	6	15	10	2	15	9	14	12	8	14
50500	-334.829394097240765	-333.131138061855836	-1.698256035384919	0.000454210852010	0.000092684146473	0.204055332589845	0.218574737197223	3	5	7	4	9	9	10	9	9	13	11	11	12	12	12	13	15	15	16	18	18	19	21	22	26	33	35	36	39	38	40	42	43	44	0	4	4	1	3	4	5	3	4	11	6	6	2	2	6	13	7	3	1	3	4	2	16	3	15	14	9	26	19	21	23	19	18	20	1	1	2	1	1	2	1	1	4	1	1	1	2	3	1	1	3	4	4	5	8	6	3	8	9	9	11	1	11	9	8	12	11	14
51000	-326.818403273409672	-325.124890936341217	-1.693512337068468	0.000482820615103	0.000099238373893	0.205538808386281	0.190743010024267	3	5	9	7	10	9	10	10	10	12	11	11	12	11	13	12	14	15	17	18	16	18	20	22	24	33	34	35	36	40	40	40	43	43	0	1	2	2	2	4	2	6	1	12	6	3	2	1	1	5	11	2	11	7	6	16	2	7	19	9	21	26	24	23	7	23	16	22	1	1	2	1	3	1	3	1	3	1	1	1	4	4	5	1	1	4	3	3	4	4	7	5	4	11	9	1	8	10	14	12	17	10
51500	-329.466546581773969	-327.813838267249878	-1.652708314524084	0.000346226369906	0.000075909862957	0.219249224078029	0.238810487184383	3	5	7	8	10	9	11	9	10	12	11	12	10	11	13	13	14	16	17	18	16	18	23	22	26	33	34	36	38	40	40	40	43	44	0	1	2	3	8	3	5	3	4	7	8	7	2	3	4	4	14	4	3	3	4	14	4	15	16	19	23	26	20	23	21	23	15	18	1	1	1	1	1	1	1	1	1	1	2	1	4	2	3	2	2	4	7	6	4	6	8	4	7	6	4	1	8	10	11	9	17	13
52000	-344.226190475317196	-342.603701232227934	-1.622489243089240	0.000354074905230	0.000081675383218	0.230672611956617	0.279249585256384	2	6	9	7	9	10	11	9	10	11	12	10	11	10	12	14	15	15	16	19	18	17	22	22	24	33	34	35	39	39	41	41	44	44	0	1	2	1	2	1	8	4	2	14	2	8	3	4	9	15	3	8	14	2	11	2	11	15	4	16	21	26	21	20	19	16	19	24	1	1	1	2	2	4	1	1	2	1	3	1	1	1	1	2	3	3	3	8	3	6	5	6	7	8	7	1	11	7	12	13	12	11
52500	-322.923173829647908	-321.087503887435446	-1.835669942212439	0.000430294236891	0.000072517500163	0.168530028862794	0.244744814094139	2	6	8	5	7	8	10	9	10	13	12	11	12	12	13	13	14	16	17	15	16	18	22	21	26	33	35	35	37	39	39	42	44	44	0	4	2	1	4	4	5	5	1	8	12	8	2	6	1	3	13	2	14	10	6	6	13	19	22	23	23	26	23	21	24	15	24	25	1	1	1	1	1	1	2	1	5	2	1	1	3	2	5	2	1	5	2	1	5	5	5	3	4	6	7	1	7	10	9	14	12	10
53000	-328.466486388207386	-326.597373912222736	-1.869112475984641	0.000395203346540	0.000063853567006	0.161571422824586	0.198651778403838	2	6	7	5	10	8	11	9	10	13	12	11	11	13	14	13	13	15	17	18	16	17	22	23	24	34	32	36	37	41	41	41	43	44	0	4	4	1	8	3	5	6	4	7	6	5	2	4	12	6	7	2	3	4	4	11	2	15	1	22	19	27	24	25	20	24	21	24	1	1	1	1	1	1	1	1	3	1	3	1	2	4	2	2	1	4	5	5	5	3	9	4	8	10	8	3	7	11	9	9	13	9
53500	-326.411483291400089	-324.825915864515196	-1.585567426884910	0.000430426213872	0.000106085325384	0.246465763386470	0.135227380153292	4	5	6	8	10	8	9	9	11	12	11	11	10	12	12	13	15	15	15	18	16	18	22	22	25	34	35	35	36	40	38	40	43	43	0	1	2	3	8	3	3	6	4	8	8	8	2	2	3	3	11	8	7	16	6	16	10	1	1	21	21	25	21	25	16	21	14	22	1	1	1	1	1	1	3	1	1	1	1	1	2	4	4	3	3	4	3	3	3	3	5	9	10	9	9	5	9	10	13	11	15	13
54000	-330.992690982239253	-329.334554215827836	-1.658136766411435	0.000378633613005	0.000082284482771	0.217319540432540	0.269339748408553	3	5	7	7	10	8	9	10	10	12	11	11	10	13	12	14	15	16	16	17	17	17	23	22	26	33	32	35	38	41	40	40	43	43	0	1	2	2	7	3	6	7	3	5	7	7	2	2	3	6	12	15	3	4	3	6	8	17	14	22	16	23	18	25	14	18	20	23	1	1	1	1	1	1	1	1	1	1	1	1	2	5	2	4	2	3	5	5	5	3	7	3	6	8	11	6	11	10	14	11	11	9
54500	-319.418330003746178	-317.920694319016718	-1.497635684729434	0.000399074479415	0.000118250424782	0.296311668326685	0.205873720919689	4	5	8	6	10	9	10	10	9	12	12	11	12	13	12	11	14	15	16	18	16	17	22	21	24	32	32	36	39	40	39	41	44	44	0	1	2	1	3	2	3	3	3	2	3	7	6	12	2	4	7	14	1	4	2	3	7	11	4	15	22	25	23	25	22	22	20	21	1	1	1	1	1	2	1	1	1	3	3	1	2	1	4	1	2	1	8	6	5	4	6	4	9	8	6	6	9	7	10	12	12	15
55000	-301.065706825133816	-299.341300363555035	-1.724406461578798	0.000372341101906	0.000073068521675	0.196240816017822	0.202259336817966	3	5	7	7	9	9	10	10	10	13	11	11	12	12	13	13	14	15	17	18	16	17	22	22	25	34	35	36	38	40	40	40	43	44	0	1	2	2	4	3	5	4	1	11	7	5	9	7	1	6	12	6	14	21	18	4	6	20	21	18	24	23	23	23	18	15	24	24	1	1	1	1	1	1	1	2	4	1	1	1	1	1	5	2	1	4	2	1	1	6	8	2	6	10	5	7	7	10	14	16	10	12
55500	-322.504481956647737	-320.889172544328630	-1.615309412319129	0.000392235846704	0.000091615464484	0.233572390830394	0.184569577760547	4	5	7	7	9	8	10	9	10	13	11	11	12	11	14	14	14	14	15	16	17	18	22	22	25	33	35	36	39	40	40	38	43	43	0	1	2	2	6	3	6	4	1	7	8	8	2	2	3	3	12	3	6	6	6	3	3	13	22	15	1	23	19	23	15	21	23	23	1	1	1	1	1	1	1	1	3	2	1	1	4	3	3	2	2	4	4	3	4	5	7	5	3	9	14	5	13	10	12	11	11	10
56000	-353.467205442277589	-351.925498887223171	-1.541706555054442	0.000456874447394	0.000122742542917	0.268657053633468	0.142022033491877	4	5	6	8	8	10	10	9	10	12	12	11	11	13	12	13	14	14	16	19	17	18	22	21	26	34	35	35	37	41	39	40	43	45	0	1	2	3	3	2	3	5	2	12	8	5	2	1	9	1	10	3	2	4	11	4	10	7	21	15	23	14	6	25	7	21	23	24	1	1	1	1	1	3	3	1	2	1	2	1	2	5	1	4	1	3	6	7	2	7	6	6	5	13	8	11	14	8	14	15	11	11
56500	-348.859172181586359	-347.095077060485664	-1.764095121100679	0.000468487107407	0.000086870944763	0.185428677522337	0.218048936184566	4	6	9	5	10	9	10	9	10	11	12	11	11	12	11	13	14	15	16	17	17	17	22	22	26	33	35	36	39	39	41	42	43	41	0	4	4	1	4	2	4	4	6	6	7	8	6	12	4	6	7	2	17	5	3	14	7	3	4	20	16	25	21	24	20	18	23	21	1	1	2	1	3	2	2	2	1	1	1	1	2	1	2	2	3	3	1	5	4	2	7	7	12	8	12	9	11	7	11	13	9	13
57000	-313.922087990813111	-312.218519926221973	-1.703568064591151	0.000336572378380	0.000068128647465	0.202419009525699	0.224973513721352	4	5	8	6	9	8	8	9	10	12	10	10	12	10	11	14	14	14	16	18	16	18	20	23	25	33	33	36	38	41	40	42	44	43	0	1	4	1	6	4	4	7	4	5	6	8	9	6	1	6	12	14	16	4	18	3	6	3	16	15	15	20	15	27	25	22	24	23	1	1	1	1	1	1	1	1	3	2	1	1	1	1	4	3	2	2	1	8	1	5	7	6	5	12	13	8	13	4	7	13	9	11
57500	-338.276240836876411	-336.639752905893772	-1.636487930982631	0.000428334986279	0.000096474235793	0.225230809723882	0.231667354963458	3	5	7	8	10	8	11	9	11	12	11	12	12	13	14	13	13	14	16	18	17	18	21	20	25	34	34	36	36	38	38	42	41	45	0	1	2	2	8	3	6	3	2	8	8	11	2	1	1	6	7	6	13	3	10	4	6	5	1	14	19	25	19	26	19	23	22	23	1	1	1	1	1	1	1	1	4	2	1	1	3	5	6	2	1	3	2	7	3	6	6	7	10	9	9	6	8	3	10	10	11	12
58000	-346.531557445666408	-344.691698114752853	-1.839859330913533	0.000544203026486	0.000091224104081	0.167628806973215	0.245703143357640	3	5	7	7	9	7	10	9	9	13	10	12	10	12	13	13	13	16	15	18	17	19	23	22	26	33	33	34	37	38	40	40	44	45	0	1	2	2	6	2	5	6	3	7	1	5	2	7	14	4	5	13	16	19	9	13	3	19	6	18	21	23	18	24	13	20	22	16	1	1	1	1	1	1	1	1	1	1	4	1	2	1	1	2	2	2	1	2	4	6	8	5	13	7	7	4	12	6	13	9	11	16
58500	-361.753725294475771	-360.114101954888099	-1.639623339587670	0.000424930439577	0.000095204992982	0.224048418553118	0.228341063247401	3	5	8	6	9	10	11	10	7	12	10	11	11	12	13	13	14	15	16	18	18	18	21	22	24	33	35	34	37	40	41	41	43	43	0	1	4	1	9	3	9	2	1	11	3	9	9	13	9	8	11	11	7	18	8	7	19	4	4	20	19	25	23	25	21	22	20	22	1	1	1	2	2	1	2	3	2	1	2	4	3	1	3	1	3	3	2	1	6	4	3	7	9	10	9	5	8	7	9	12	12	12
59000	-342.397706336960312	-340.906698504982216	-1.491007831978096	0.000405235585344	0.000122017009861	0.301101419209155	0.208538464865360	4	6	8	7	10	7	10	8	10	10	8	11	11	11	14	13	14	16	15	18	17	17	22	22	25	33	35	35	38	40	40	41	44	45	0	1	6	1	8	2	4	6	4	4	2	8	4	9	3	3	10	6	14	3	14	4	3	13	4	22	19	24	18	15	21	21	21	19	1	1	1	2	1	1	1	1	2	2	1	1	2	1	5	3	2	5	3	4	3	5	7	7	7	8	10	7	9	13	9	13	13	19
59500	-332.943977674103564	-331.187662611912913	-1.756315062190662	0.000378392711104	0.000070932536806	0.187457460793787	0.136431948469949	3	6	9	5	8	8	11	9	8	11	11	11	11	10	13	13	14	15	17	18	17	19	23	22	23	32	34	35	37	41	39	41	44	42	0	4	1	1	4	2	8	5	4	14	8	3	6	4	4	3	14	4	16	1	3	6	5	9	19	16	19	20	25	26	15	25	22	25	1	1	3	1	1	2	1	1	1	1	1	1	2	3	3	2	3	5	2	9	4	6	9	6	3	9	7	8	7	6	15	10	13	11
60000	-326.443878552940930	-324.811387086911225	-1.632491466029708	0.000501036334143	0.000113613419252	0.226756846778980	0.231661964150624	3	4	8	7	10	9	11	9	11	11	11	11	11	12	13	13	14	13	17	17	16	19	20	21	26	33	34	35	36	41	41	40	43	44	0	1	2	1	8	4	5	4	5	5	4	3	2	5	11	9	5	2	15	2	14	14	10	15	19	19	18	24	23	20	23	23	21	21	1	1	2	2	1	1	1	1	1	1	2	2	3	1	1	1	2	3	2	7	3	4	4	5	5	7	10	6	8	16	14	9	11	14
60500	-343.897163452936411	-342.152649211091102	-1.744514241845297	0.000483536142460	0.000092169972626	0.190616511429115	0.184364727150708	3	5	8	7	7	9	10	9	11	12	11	11	9	13	14	14	13	14	16	18	16	18	22	21	26	33	34	35	38	40	41	42	43	45	0	1	1	1	2	1	4	5	13	2	13	7	2	2	9	14	3	7	10	14	10	9	7	13	15	19	19	23	14	23	23	21	23	23	1	2	3	3	1	3	1	1	2	3	1	1	2	3	1	1	2	1	2	1	3	3	6	5	8	7	9	5	14	11	10	12	11	10
61000	-343.673513574153674	-341.926298244085501	-1.747215330068195	0.000424397644773	0.000080586539529	0.189884511664102	0.260633958729704	3	5	9	7	9	8	10	9	10	12	11	12	10	13	12	13	13	16	17	19	17	18	22	22	25	33	34	35	38	41	41	40	43	44	0	1	4	2	2	2	8	2	2	6	2	5	4	1	9	11	8	8	6	6	4	3	8	18	15	16	14	20	14	20	4	24	23	21	1	2	1	1	2	2	1	2	2	2	2	1	1	5	1	1	2	4	6	7	4	5	5	3	6	9	9	5	12	11	14	7	10	14
61500	-373.051425532059511	-371.284052248917305	-1.767373283142211	0.000456197132704	0.000084207711585	0.184586235968370	0.218889231018601	3	5	8	6	10	9	11	10	10	13	11	10	12	12	12	13	15	15	16	18	17	18	22	22	25	31	34	35	37	41	40	40	43	43	0	1	4	1	4	1	8	3	1	11	8	3	9	7	8	2	7	15	5	1	15	5	9	5	21	16	16	9	6	24	22	9	16	3	1	2	1	2	2	4	1	1	4	1	1	1	2	1	1	4	2	1	4	7	3	4	6	6	5	10	9	10	17	15	11	17	17	17
62000	-327.891466177824270	-326.198842155850741	-1.692624021973512	0.000464694272422	0.000095642902445	0.205818982761365	0.215153986335409	3	5	8	7	9	9	11	10	10	13	10	10	11	12	13	12	14	16	16	19	18	18	22	23	25	33	35	35	38	40	41	41	43	44	0	1	1	1	2	1	11	4	1	3	3	4	2	12	8	8	7	7	8	16	10	4	10	1	20	13	22	24	23	24	25	22	21	9	1	1	3	2	3	4	1	2	3	2	1	1	3	1	2	2	1	3	4	4	2	3	4	9	3	11	8	7	7	8	8	13	13	14
62500	-334.478990412117469	-332.837327879163524	-1.641662532953961	0.000462272377100	0.000103219087440	0.223286297328891	0.207877669033894	3	6	8	5	10	8	10	9	9	12	12	11	12	13	12	13	15	12	16	19	16	18	23	22	25	33	34	35	38	41	40	41	41	44	0	4	2	1	6	4	8	6	1	9	5	8	2	5	3	4	14	9	2	14	15	18	8	4	15	21	22	24	19	25	22	16	20	19	1	1	1	2	1	1	1	1	3	2	1	1	3	2	2	4	2	1	4	3	3	3	6	7	6	9	8	6	10	10	13	15	8	12
63000	-337.866128221225495	-336.192637780077348	-1.673490441148173	0.000365136472882	0.000077424948531	0.212043863818808	0.231240340700040	2	5	7	7	10	9	11	9	10	12	11	11	11	12	13	12	14	15	15	17	18	18	22	22	25	31	35	32	38	40	40	41	43	44	0	1	1	2	8	2	5	4	1	12	5	5	6	11	1	6	12	12	6	6	1	18	7	3	18	18	18	26	9	20	16	21	22	16	1	1	3	2	1	3	1	1	4	1	1	1	1	1	5	2	2	3	2	6	7	3	6	8	4	7	10	1	14	13	13	11	14	16
63500	-370.280907188483013	-368.580862114799174	-1.700045073683838	0.000513416684707	0.000104480979413	0.203501332398035	0.222549576383166	1	6	8	5	9	9	10	10	11	13	10	11	9	13	14	13	15	15	15	18	18	19	22	20	25	32	33	36	39	41	40	41	43	44	0	4	2	1	2	2	3	2	3	9	3	6	2	4	2	3	16	12	6	2	14	14	21	4	21	19	23	27	21	24	6	22	4	20	1	1	1	2	2	1	1	2	1	1	1	2	2	3	3	2	1	1	3	5	3	3	3	8	2	6	5	2	9	12	10	9	18	18
64000	-338.222210207294211	-336.533461870674842	-1.688748336619352	0.000394341924372	0.000081648609024	0.207050288029961	0.186010252063912	2	5	8	6	9	9	10	8	9	12	12	11	11	13	11	13	13	16	16	17	15	19	22	22	26	33	34	34	38	40	41	41	44	45	0	1	2	1	2	2	8	4	1	7	8	4	9	2	3	1	4	3	6	5	15	2	7	3	14	18	22	26	22	27	14	20	19	22	1	2	2	3	3	2	1	1	4	1	3	3	1	4	1	6	3	4	4	4	2	6	6	6	9	9	7	1	9	4	14	13	19	15
64500	-317.547160431724421	-315.913388833511078	-1.633771598213332	0.000353004103407	0.000079872718526	0.226265694235850	0.221292460248660	3	5	6	8	9	7	11	8	11	12	11	11	11	11	13	14	15	15	17	19	16	18	22	22	25	34	34	36	39	40	39	42	43	44	0	1	2	3	8	2	5	6	1	6	8	5	2	4	3	12	7	6	1	6	3	16	10	14	9	23	15	27	18	26	20	15	20	20	1	1	1	1	1	1	1	1	3	3	2	2	2	1	3	2	2	5	6	6	4	2	5	7	6	7	13	1	12	3	11	13	11	13
65000	-338.631184977910380	-336.822399402906512	-1.808785575003849	0.000343456492719	0.000059943707181	0.174530714810639	0.284007619314456	3	6	9	7	9	7	11	10	10	12	11	11	12	12	14	13	13	15	16	17	18	17	22	21	25	34	32	35	39	40	41	41	43	44	0	1	1	1	6	1	5	6	2	6	5	5	6	7	6	6	3	7	6	6	9	2	14	15	21	21	24	26	16	26	25	15	24	20	1	1	3	3	1	3	1	3	1	3	1	1	3	1	4	3	2	1	4	5	3	3	4	3	4	8	6	1	14	4	8	11	9	14
65500	-340.145100999468127	-338.467579787753778	-1.677521211714325	0.000407804902690	0.000085925064208	0.210701400696913	0.319377514617122	3	6	7	5	9	9	11	10	10	12	11	10	11	12	13	12	14	16	16	19	18	18	22	23	26	33	31	35	39	40	40	39	41	44	0	4	4	1	3	1	9	5	3	11	5	5	2	5	10	6	3	15	6	4	1	14	8	15	18	19	19	27	16	26	20	20	20	21	1	1	2	1	1	3	1	1	2	1	1	1	3	1	1	2	3	2	3	7	7	3	7	7	5	8	7	4	13	5	9	9	9	11
66000	-330.477456136069407	-328.794178688781187	-1.683277447288233	0.000401801841316	0.000083901662414	0.208813533904083	0.252762634926984	3	5	6	7	10	8	11	9	11	13	11	12	9	13	13	13	15	15	16	18	17	16	23	20	25	33	34	35	39	41	40	41	43	44	0	1	2	3	6	3	8	6	3	7	8	7	2	6	2	4	14	10	3	6	2	16	6	14	11	19	20	21	23	28	24	15	4	19	1	1	1	1	1	1	1	1	4	1	1	1	3	2	4	2	1	1	4	5	7	1	8	3	6	8	9	8	8	3	8	14	17	14
66500	-342.426157460590616	-340.674578354627897	-1.751579105962743	0.000549467508947	0.000103691769860	0.188713196270695	0.192495350107703	4	6	5	7	9	9	11	7	9	13	12	11	12	13	11	12	14	15	15	18	17	17	22	22	23	33	34	36	39	40	40	39	43	45	0	3	1	3	3	2	9	3	3	16	2	6	3	12	5	5	10	9	5	2	18	3	3	3	3	18	13	24	18	26	16	18	4	19	1	1	1	2	2	1	1	2	2	1	5	2	4	2	1	3	1	3	3	7	1	7	8	8	8	11	11	6	14	4	14	11	16	16
67000	-335.211666606243000	-333.311544277920348	-1.900122328322649	0.000422695442937	0.000065757110238	0.155566167880979	0.262336582527290	3	6	5	7	9	10	10	8	11	13	12	11	11	12	13	13	14	15	17	15	16	18	23	22	23	32	34	34	38	40	40	40	43	44	0	3	1	3	8	4	5	3	6	4	6	8	2	1	2	6	8	7	4	3	4	18	10	10	10	14	20	19	16	29	21	21	24	24	1	1	1	1	1	1	1	1	1	3	1	2	2	4	2	1	2	2	5	4	4	2	6	4	4	7	10	5	11	1	14	9	11	9
67500	-319.437174787845549	-317.688716887489193	-1.748457900356358	0.000403896792865	0.000076558464921	0.189549573736683	0.252908330314582	3	4	9	7	10	8	11	9	10	11	11	12	11	13	14	13	14	15	16	19	18	19	23	23	25	33	35	36	37	40	40	41	43	45	0	1	4	2	8	2	5	6	4	6	5	5	2	7	6	4	11	15	9	14	6	10	15	14	3	16	19	27	21	27	16	23	16	20	1	1	1	2	1	1	1	1	2	1	1	1	2	1	3	3	1	1	3	4	5	4	6	6	7	10	11	1	10	2	13	7	14	13
68000	-332.933566928409164	-331.348223617431699	-1.585343310977441	0.000474478337491	0.000116991553863	0.246568799077584	0.205153928889265	3	5	9	7	9	7	11	8	11	13	11	11	11	12	14	13	13	15	17	18	15	18	23	22	25	33	35	36	38	41	40	42	42	42	0	1	6	1	6	2	6	6	3	11	8	8	5	1	12	6	11	11	6	7	9	7	10	15	21	21	20	27	18	27	20	14	18	20	1	1	1	3	2	1	2	1	1	1	1	2	1	5	2	2	1	4	6	2	2	4	4	5	8	6	7	1	13	3	14	15	15	12
68500	-301.787113059220303	-300.030431260044907	-1.756681799175400	0.000327887150052	0.000061433226050	0.187360883281810	0.208060968854888	3	5	8	7	10	10	11	9	10	12	10	11	10	12	13	13	14	13	16	17	18	18	22	23	24	32	34	36	38	41	41	41	41	45	0	1	1	1	8	8	8	4	1	7	8	11	3	6	2	3	5	9	6	9	16	4	2	19	19	19	15	27	20	27	22	25	21	24	1	1	3	2	1	1	1	1	4	1	1	1	1	1	4	2	2	2	3	4	3	5	8	3	3	8	12	1	8	4	12	9	10	11
69000	-328.819491127875665	-327.282826116820388	-1.536665011055267	0.000304541754396	0.000082685184619	0.271506890026412	0.274177778446233	3	6	7	4	8	9	11	9	9	13	12	11	11	13	12	13	13	16	16	18	18	19	19	21	26	31	34	35	37	40	41	40	43	43	0	4	4	1	4	2	8	3	4	7	8	8	3	4	5	4	6	5	9	18	3	4	6	19	18	22	21	27	25	27	22	16	16	22	1	2	2	1	2	1	1	1	2	1	1	1	2	3	2	4	2	3	3	1	5	5	4	2	6	5	9	1	6	4	10	14	16	10
69500	-325.750048290919949	-324.098519560336172	-1.651528730583801	0.000367029568355	0.000080626552746	0.219673180849083	0.193884662556341	3	5	8	7	10	8	10	9	10	12	12	12	11	12	11	14	15	16	16	18	17	18	21	23	25	32	34	34	37	40	40	42	43	44	0	1	1	1	8	1	8	3	1	8	7	5	6	8	1	2	5	3	14	3	2	14	3	3	4	14	14	24	18	27	9	23	9	15	1	1	2	2	1	2	1	1	4	1	1	1	2	2	3	3	2	5	2	4	8	3	5	7	9	10	9	5	9	3	16	11	18	13
70000	-350.986596350257344	-349.380418048283332	-1.606178301974012	0.000350965120261	0.000083310019067	0.237374070122192	0.170480271787956	3	5	9	4	10	9	11	9	9	13	12	11	11	10	12	12	14	14	17	18	18	19	21	22	25	33	34	35	39	41	39	40	44	45	0	4	2	1	6	4	5	4	4	16	8	8	2	2	1	4	11	4	9	4	4	14	10	22	6	23	22	25	24	27	14	22	23	24	1	1	2	1	1	1	1	2	2	1	1	1	3	2	5	3	1	5	4	8	7	6	5	2	8	7	6	4	10	3	14	9	12	10
70500	-328.541000842119502	-326.793288918523217	-1.747711923596265	0.000477461465639	0.000090598560511	0.189750518168475	0.231376823125122	4	6	8	8	10	9	11	9	9	12	11	11	12	12	14	13	15	15	16	18	18	18	23	21	26	31	34	36	38	39	39	40	42	44	0	1	2	2	8	1	5	3	1	5	2	8	9	4	2	4	6	16	17	19	13	3	21	3	20	22	14	15	21	29	21	22	21	21	1	1	1	1	1	3	1	1	2	1	2	1	2	3	5	3	3	1	1	1	4	3	2	6	5	6	11	15	7	1	8	10	11	10
71000	-317.204818927718975	-315.331735969456645	-1.873082958262354	0.000389921583500	0.000062691428350	0.160779579799558	0.288427166263022	3	6	7	5	9	8	10	10	10	12	11	12	11	12	14	13	13	14	15	18	18	18	22	22	25	30	34	33	38	40	40	40	43	43	0	4	4	1	6	3	5	5	4	5	8	8	2	6	10	10	5	6	3	4	18	6	14	15	21	20	22	20	16	29	24	22	22	19	1	1	1	1	1	1	1	1	3	2	1	2	2	2	1	1	2	3	5	6	2	5	3	3	3	5	7	8	15	1	7	10	12	14
71500	-337.835973636989422	-336.333714093825336	-1.502259543164103	0.000462608133839	0.000135582322586	0.293082444229451	0.233496435407319	3	6	5	4	9	9	11	9	8	10	12	12	11	12	11	13	14	15	16	18	18	18	22	22	25	33	34	34	38	41	39	42	44	45	0	3	4	1	3	4	4	9	4	8	9	8	6	15	9	4	10	15	17	4	5	4	15	11	18	15	23	24	7	28	23	7	9	21	1	1	1	1	3	3	5	1	2	1	2	1	1	1	2	5	2	2	1	7	5	9	4	5	5	10	5	8	11	4	9	14	19	13
72000	-329.218992862830305	-327.567624449198263	-1.651368413632025	0.000357073089928	0.000078460002264	0.219730930379756	0.225827986204493	3	5	9	8	9	9	10	10	11	12	12	11	11	13	13	13	13	15	16	18	15	18	21	23	25	34	35	35	36	41	41	42	42	44	0	1	1	2	2	2	3	3	4	8	12	8	3	4	5	3	12	4	4	1	4	16	2	18	22	19	22	20	16	28	20	21	18	23	1	2	3	1	2	2	1	1	1	1	1	1	2	2	2	1	1	4	4	7	3	4	9	5	4	7	7	8	11	2	11	15	15	13
72500	-320.713181878356806	-319.116754648519645	-1.596427229837176	0.000399255266020	0.000096453372213	0.241583218612802	0.217636007891086	3	5	7	4	8	9	10	9	10	12	12	11	12	13	13	13	13	15	16	18	17	18	22	22	25	34	35	34	39	41	39	41	43	44	0	4	4	1	3	4	5	5	3	5	9	8	6	2	3	9	11	12	10	4	9	19	16	22	6	23	24	20	16	29	20	15	14	23	1	1	2	1	1	3	2	1	2	4	1	1	2	5	3	2	1	2	1	8	4	1	4	2	5	5	6	8	14	2	10	13	14	14
73000	-334.510384856865585	-332.795233704159898	-1.715151152705680	0.000430550301300	0.000085653155928	0.198938789892251	0.295655846485031	3	5	9	8	8	10	11	8	10	13	11	12	10	12	14	13	14	15	16	17	18	18	23	22	24	33	34	36	38	41	39	41	43	45	0	1	5	1	2	8	3	1	5	14	5	7	2	6	3	3	10	3	9	15	16	15	22	15	16	22	19	25	19	31	24	23	23	19	1	1	1	2	2	1	1	3	1	1	2	1	2	1	2	1	1	3	3	1	1	2	4	5	7	8	8	6	8	1	11	7	11	15
