step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105
1	-1248.545686882582913	-1247.083604798064016	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.536037782500985	0	1	2	4	3	4	4	8	8	10	10	10	13	13	12	13	14	14	14	15	14	16	15	15	16	15	17	17	18	18	19	18	19	18	19	19	21	21	19	21	22	22	22	23	22	24	24	24	24	25	24	25	26	26	27	26	27	26	26	28	28	29	27	29	28	28	30	28	31	31	30	29	29	29	31	30	31	32	31	32	31	33	32	32	33	34	33	34	33	34	35	37	34	37	36	37	38	37	38	39	40	43	44	45	49	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	4	4	5	5	5	7	7	6	7	7	7	7	8	7	8	8	8	8	8	9	9	9	9	10	9	10	9	10	10	11	11	10	11	11	11	11	12	11	12	12	12	12	13	12	13	13	13	14	13	14	13	13	14	14	15	14	15	14	14	15	14	16	16	15	15	15	15	16	15	16	16	16	16	16	17	16	16	17	17	17	17	17	17	18	19	17	19	18	19	19	19	19	20	20	22	22	23	25
500	-1205.696956384128498	-1202.428804629025080	-3.268151755103454	0.000009975531509	0.000065302019319	6.546219543591665	0.173834657795569	0	2	2	4	4	4	2	7	9	9	10	11	13	14	12	13	13	14	12	16	14	16	15	15	16	15	18	17	18	18	19	18	20	18	18	20	21	22	19	21	23	21	22	22	23	24	24	24	25	25	25	25	25	27	27	26	28	26	27	28	29	29	27	29	28	28	30	28	32	32	31	29	29	29	28	30	32	32	32	33	30	33	32	32	32	35	34	34	34	34	36	38	33	37	37	37	38	37	38	39	41	41	42	45	47	0	1	1	3	7	2	1	3	8	7	5	4	11	9	12	3	3	6	7	2	19	21	18	10	14	12	14	18	2	24	23	4	26	17	25	3	25	39	2	23	5	10	4	33	36	32	41	34	32	45	32	39	29	40	51	18	11	22	51	27	58	31	40	17	36	27	13	17	14	14	2	68	25	47	46	48	5	6	36	3	58	10	25	72	4	31	72	30	13	55	8	19	56	16	3	34	42	2	82	9	3	27	23	5	1	1	1	1	1	1	1	1	2	1	3	3	4	1	3	1	6	4	5	5	6	1	1	1	3	1	2	3	1	8	2	2	6	2	2	1	10	2	1	6	4	10	7	8	1	2	3	1	3	5	1	2	2	4	2	1	5	11	5	1	7	2	6	3	7	8	6	7	5	7	9	13	1	7	3	3	3	15	14	8	15	2	11	11	1	12	10	3	8	12	4	18	12	3	11	18	11	9	21	5	19	16	13	11	21	17
1000	-918.960099524809721	-916.456058714668188	-2.504040810141491	0.000010039156508	0.000037867988629	3.772028914745652	0.200147066191365	-1	1	2	2	4	4	5	9	6	10	11	10	13	12	12	13	15	14	15	16	15	17	13	16	16	15	18	16	18	19	17	18	20	18	20	20	22	22	18	22	23	22	22	23	21	25	24	25	25	25	23	25	26	25	26	27	28	26	27	29	28	30	27	28	28	28	30	28	31	30	29	28	29	30	29	30	30	32	32	32	30	32	31	32	33	34	33	35	33	34	35	37	34	36	36	36	38	38	37	39	41	44	43	46	48	0	1	1	2	3	3	3	3	6	7	9	4	7	12	11	3	5	7	15	16	16	13	12	6	11	11	16	26	15	34	21	23	32	16	17	22	12	34	21	45	28	5	30	31	21	15	8	12	2	27	37	41	47	26	43	2	2	43	38	68	63	57	46	20	13	55	64	9	49	64	56	40	56	64	4	59	13	31	57	35	46	24	45	61	59	56	52	77	31	35	16	20	51	86	45	25	79	13	49	21	5	78	23	16	51	1	1	3	1	1	1	2	2	1	3	3	3	5	1	1	5	7	6	2	2	1	2	1	9	3	2	2	1	3	1	1	4	2	3	2	1	5	2	1	1	4	5	1	4	4	6	7	9	11	3	1	2	1	6	2	14	12	2	2	1	1	2	2	6	7	1	1	8	3	1	1	3	1	1	15	2	13	6	2	8	2	10	6	2	3	3	6	3	10	9	11	9	6	1	11	11	3	12	6	11	20	7	20	18	15
1500	-718.551262486594510	-716.693055913051353	-1.858206573543112	0.000010070477284	0.000019961828878	1.982212790431754	0.213475339847158	1	2	3	5	3	4	5	8	7	11	8	10	11	13	12	13	14	13	13	13	15	15	15	15	16	15	17	17	19	17	17	17	19	17	18	17	21	20	19	21	23	22	19	22	22	22	24	24	24	26	24	25	26	26	27	24	27	26	26	29	28	29	27	30	27	29	30	29	30	31	30	29	29	30	31	31	30	33	31	33	31	32	33	30	33	34	31	35	33	34	35	37	35	38	35	36	39	37	39	40	39	43	44	46	50	0	1	1	3	2	2	3	1	4	11	9	9	11	10	4	3	12	9	13	1	14	13	13	5	9	11	19	19	24	18	21	26	10	19	8	21	29	36	13	31	37	35	17	23	13	31	30	20	1	12	26	17	22	43	52	38	31	51	42	61	30	56	29	51	6	63	56	38	61	16	16	56	63	46	27	63	2	70	28	52	18	42	81	53	54	16	67	74	75	35	76	74	37	96	50	33	96	54	93	3	1	84	1	2	16	1	1	1	1	1	1	1	3	1	2	1	1	2	1	4	5	2	4	1	6	1	2	2	6	4	3	1	2	2	3	1	1	4	2	4	1	1	1	4	2	1	2	3	3	8	2	4	5	9	8	4	5	5	3	2	2	6	1	2	1	6	2	4	2	7	2	3	7	1	9	10	1	1	5	8	2	13	2	7	5	8	4	1	3	4	8	1	1	1	8	2	4	6	1	5	8	1	6	3	17	18	9	24	24	17
2000	-1038.653262336900525	-1036.967207221489616	-1.686055115410975	0.000010013388751	0.000015635610334	1.561470419552383	0.243885551060886	0	2	2	5	3	5	3	9	8	11	11	9	14	12	12	13	14	14	14	13	15	16	15	14	16	15	18	16	18	19	19	19	18	18	20	19	21	22	17	21	22	21	23	23	23	23	23	24	22	25	24	26	26	26	27	26	26	26	26	28	28	29	28	30	28	28	30	28	30	31	30	29	29	30	30	30	32	32	31	32	32	34	33	31	32	34	33	34	34	32	36	37	34	36	37	38	38	36	39	38	40	42	44	46	48	0	1	1	1	2	2	1	7	7	9	1	2	9	7	6	10	1	14	4	8	16	13	12	12	7	1	12	3	25	25	22	26	25	15	29	26	39	35	26	15	29	5	29	26	6	30	49	40	1	6	21	19	41	38	49	33	5	12	25	16	59	42	13	18	45	53	63	25	61	59	6	51	61	66	24	66	64	76	46	55	79	54	84	55	65	28	76	44	83	25	62	57	80	81	80	91	56	89	53	1	6	69	5	6	62	1	1	1	3	1	2	1	3	3	2	6	3	3	3	4	1	8	1	5	2	1	1	2	2	8	7	3	7	1	2	1	2	1	4	1	2	3	1	1	5	2	7	3	4	11	4	1	2	9	11	6	5	2	2	2	3	13	8	5	7	1	3	9	9	3	1	1	4	1	3	12	3	1	2	7	1	1	1	4	3	1	4	1	2	3	9	2	9	1	7	4	5	1	2	1	1	6	1	6	9	18	5	26	20	8
2500	-727.796547746320130	-726.066182157687535	-1.730365588632541	0.000010120639858	0.000016889455131	1.668812977061271	0.251978160023137	-1	0	2	4	3	4	4	8	9	8	10	10	12	13	11	14	13	15	14	15	15	16	15	15	17	14	17	16	18	16	20	18	20	18	20	19	21	20	17	21	21	23	23	23	21	24	23	24	25	25	25	22	25	26	26	26	28	27	27	29	29	29	26	29	27	28	29	28	31	31	30	29	29	30	32	31	31	32	32	32	30	32	32	32	33	34	33	34	32	31	35	37	34	37	33	38	38	38	38	38	41	43	43	45	49	0	1	2	3	3	3	3	5	2	4	9	5	12	6	11	13	5	16	15	6	10	5	9	19	10	4	26	19	19	14	28	26	22	18	34	20	36	32	23	35	10	2	29	17	8	26	41	41	30	38	17	45	41	28	29	39	19	40	47	35	47	66	41	59	16	31	41	18	73	38	25	20	56	62	64	68	14	41	53	60	52	62	59	37	50	41	64	47	31	10	90	93	84	70	90	59	66	74	59	81	16	80	1	21	82	1	1	1	1	1	1	1	2	5	3	1	4	1	6	1	2	4	1	2	5	3	6	4	1	5	4	2	1	2	2	2	2	2	2	1	3	1	1	2	1	6	11	4	4	8	5	1	1	6	2	7	1	2	4	4	5	7	3	2	5	3	1	2	1	8	4	4	8	1	6	6	6	1	1	2	2	8	3	3	2	4	2	2	6	4	6	2	7	5	11	2	2	1	3	1	7	4	5	6	6	17	5	25	13	12
3000	-745.760090401803723	-743.261884109003404	-2.498206292800337	0.000010541202478	0.000039570158583	3.753856229082616	0.261421805785584	0	1	2	3	3	5	4	9	9	11	10	10	14	14	12	13	13	15	14	15	12	16	15	14	16	15	18	18	16	19	19	18	19	17	19	20	21	21	19	18	21	22	23	24	21	22	23	24	24	25	24	25	27	26	28	26	28	26	27	29	29	29	27	29	28	28	31	26	30	32	30	29	29	29	32	30	31	32	30	33	31	33	32	32	33	34	33	33	34	35	36	38	34	36	37	38	38	36	38	39	40	42	45	44	47	0	1	2	2	1	2	3	6	5	4	9	4	11	15	11	21	8	21	21	9	7	15	17	2	9	6	3	16	9	40	29	18	25	11	24	5	29	31	2	23	1	1	23	30	14	36	29	46	30	37	17	23	39	44	43	29	26	49	23	52	43	57	33	27	2	41	48	1	37	81	26	17	50	36	55	44	40	12	38	22	60	76	76	17	76	36	18	64	55	78	81	80	83	81	20	81	56	57	83	24	36	86	1	61	14	1	1	1	2	2	2	1	2	3	5	1	3	1	1	1	1	2	2	1	4	3	2	1	5	3	5	8	2	3	1	2	1	1	4	2	7	3	1	8	2	13	12	4	3	3	1	3	1	1	2	4	4	4	1	2	5	7	1	6	2	4	1	5	3	11	3	3	8	8	1	6	8	1	4	2	2	8	9	5	6	1	2	1	9	1	6	8	3	3	2	2	2	1	2	11	4	7	4	3	11	11	4	25	5	10
3500	-938.941436976237924	-936.101955130734268	-2.839481845503610	0.000010870556535	0.000053152119347	4.889549046967497	0.249073661491881	0	2	2	4	4	4	4	8	8	10	11	10	14	13	12	13	14	14	14	15	14	16	15	15	17	13	18	18	19	17	19	18	17	18	19	19	21	21	19	22	22	23	23	23	22	24	25	24	24	25	23	25	25	27	27	26	27	25	27	28	27	29	27	29	28	28	30	29	31	32	30	27	29	29	31	29	30	32	32	33	30	33	31	32	34	32	33	33	32	35	36	38	34	37	36	37	38	37	38	39	40	43	44	43	48	0	1	1	1	3	1	3	7	3	8	5	4	6	11	7	4	6	9	8	1	3	14	16	2	9	15	26	5	11	26	32	24	21	20	19	25	36	33	18	17	25	16	35	29	8	9	23	29	31	46	17	44	43	43	5	14	5	10	33	22	28	72	52	12	9	39	30	22	62	66	13	44	65	44	73	52	58	42	52	31	50	81	64	72	48	6	83	32	50	84	43	49	67	79	32	58	83	80	89	25	2	97	2	85	13	1	2	1	1	1	2	1	2	3	1	4	3	4	1	3	3	5	3	3	7	6	2	1	7	4	1	2	5	5	2	1	2	1	2	2	1	1	3	4	5	3	5	2	1	6	10	5	3	3	1	5	1	1	2	10	6	11	7	5	6	3	1	1	8	11	4	7	3	1	2	7	2	1	4	1	2	3	3	3	7	2	3	1	3	5	8	1	5	4	1	6	6	2	2	10	5	2	2	4	8	17	2	22	2	11
4000	-592.869161287331849	-590.857764784420851	-2.011396502910967	0.000010895281828	0.000025833388093	2.371061942275983	0.226537600287347	-2	0	2	4	3	4	5	7	9	11	11	10	13	13	12	13	13	14	13	14	15	15	16	14	17	15	18	17	17	19	16	18	19	19	20	19	21	22	18	22	22	22	23	23	22	24	24	24	25	26	24	25	26	27	28	26	27	26	26	29	29	30	27	30	29	27	31	27	32	30	31	29	29	29	30	30	31	33	31	29	30	33	31	33	33	34	34	34	33	34	35	37	34	37	36	38	38	37	39	39	41	41	44	46	50	0	1	1	3	2	5	5	1	7	1	12	5	5	4	2	3	3	11	6	3	12	13	19	8	19	8	11	10	17	27	12	16	28	18	30	17	29	24	8	18	18	10	39	30	5	5	40	25	23	41	38	41	41	53	45	20	26	12	35	57	51	50	34	57	16	13	54	8	70	52	28	52	20	8	52	32	25	41	81	33	28	70	49	65	38	50	77	45	61	89	41	79	63	74	75	74	38	85	91	23	16	77	2	50	54	1	1	2	1	1	1	1	5	3	6	1	2	6	5	5	6	6	1	5	7	2	1	1	3	2	5	3	3	2	1	3	3	2	3	1	3	2	3	6	2	3	4	2	1	9	8	1	3	5	3	1	2	3	1	3	7	8	6	2	1	2	2	4	2	9	7	2	10	1	2	3	2	8	10	2	6	6	5	1	4	8	1	4	2	7	5	1	4	2	1	6	4	4	2	3	4	9	2	2	12	17	4	21	8	13
4500	-999.788904750806751	-997.015031296388770	-2.773873454418002	0.000011379412628	0.000053020330439	4.659320491618688	0.245868878680732	1	2	2	5	4	3	5	6	7	9	10	10	13	14	12	13	13	15	15	15	14	17	16	13	15	15	17	17	18	18	20	19	20	19	19	20	20	22	19	21	22	22	21	24	21	24	25	24	24	26	24	26	26	27	26	27	27	25	27	27	28	29	28	28	28	28	29	26	30	31	30	29	29	28	32	31	30	32	32	30	31	33	32	33	32	33	33	34	34	33	35	37	34	37	35	38	37	36	39	39	39	44	45	44	50	0	1	1	3	2	3	2	5	4	7	5	1	7	15	11	10	6	15	16	6	15	19	26	8	16	17	2	26	12	18	34	23	34	12	13	23	29	22	1	8	23	43	25	27	18	32	41	23	23	7	28	41	44	27	25	49	26	39	48	35	32	59	58	47	39	33	59	32	25	51	1	33	61	58	46	41	6	74	66	40	55	62	16	70	71	36	54	41	82	85	47	62	59	83	75	14	60	85	71	52	22	67	43	59	55	1	1	1	2	1	1	2	1	1	2	3	5	4	1	1	2	4	2	1	6	2	2	1	3	1	1	7	1	6	2	1	1	1	6	3	2	1	3	4	7	6	1	3	4	3	3	1	6	3	11	3	2	1	5	7	1	6	2	2	4	4	1	2	2	2	5	1	2	6	3	14	5	1	1	3	3	14	2	2	5	2	2	12	1	1	6	3	5	1	1	5	4	3	4	1	13	5	2	4	5	7	7	18	5	12
