"","type","n","prop.ances.ok","msup.ances","msup.kappa","merr.date","prop.imp.ok","mu.ok","mu1.ok","mu2.ok","merr.pi","time"
"f88e391414","seq-0.50",114,0.110091743119266,0.0554054054054054,0.482785087719298,0.806633771929825,0,0,0,0,0.522456681787008,1037
