step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72
11000	-571.065521166361577	-577.921009117320978	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.597693173885001	5	12	9	21	16	27	24	29	31	29	36	30	41	33	44	45	52	51	49	55	57	58	61	59	63	62	60	63	66	65	68	74	69	75	74	74	77	71	71	63	78	88	83	82	75	84	76	84	78	85	82	88	86	87	92	87	84	90	90	77	90	92	92	95	89	96	95	104	102	99	93	95	0	1	1	3	2	4	4	5	4	4	12	4	10	6	14	14	16	16	15	18	19	18	22	15	18	21	16	22	15	26	28	30	40	24	38	28	40	26	29	13	33	16	38	39	0	51	31	47	45	38	38	36	43	35	54	38	40	60	42	35	54	57	54	50	54	62	47	67	65	59	51	62	1	1	1	2	1	1	1	3	1	2	1	1	2	1	2	2	1	1	1	1	1	1	1	3	1	1	2	1	3	1	1	1	1	3	1	2	1	1	1	2	1	4	3	3	1	1	1	2	1	2	2	2	1	2	1	2	2	2	1	1	1	2	1	2	1	1	3	1	2	2	3	1
11500	-574.604940412806059	-581.460428363765459	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.693722823789305	3	12	14	23	20	26	26	31	29	30	40	30	39	41	48	44	49	46	51	53	60	55	57	58	62	64	65	63	69	64	68	69	66	73	74	74	77	70	71	73	77	89	79	84	78	78	78	76	79	80	84	88	85	87	89	86	84	85	92	91	89	87	92	91	90	91	94	99	102	91	95	101	0	1	2	5	1	4	5	4	5	6	6	4	8	13	4	13	14	16	15	18	15	18	20	15	22	21	21	20	22	21	22	26	11	24	38	33	29	30	25	31	33	44	35	37	0	35	40	28	45	46	35	48	35	35	51	38	28	50	70	32	53	47	51	43	54	33	40	67	60	47	61	67	1	1	1	1	2	1	1	1	1	1	3	2	1	1	4	1	1	1	1	1	2	2	1	2	1	1	1	4	2	1	1	1	3	2	1	2	2	1	2	1	2	1	1	2	1	2	1	2	1	1	2	2	2	1	1	2	3	2	1	5	1	2	2	3	1	4	2	1	2	2	1	1
12000	-557.354373819692000	-564.209861770651401	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624062134275746	5	14	16	18	20	22	26	33	27	26	41	33	42	39	48	49	49	50	53	54	59	62	61	59	63	65	62	58	67	64	66	70	66	77	74	76	79	77	74	75	80	88	78	84	73	84	81	85	77	83	77	89	84	81	91	89	89	87	89	88	90	87	98	92	93	95	85	104	97	97	100	103	0	1	2	2	2	4	6	6	6	6	14	3	14	8	14	13	13	13	16	14	19	20	28	20	16	21	21	16	25	21	28	26	28	24	30	31	29	35	16	31	16	39	35	41	0	51	33	33	45	35	35	48	26	35	46	54	33	30	41	38	58	67	60	50	60	48	41	62	65	59	60	67	1	2	1	1	1	1	1	2	1	1	1	3	1	2	2	2	1	1	1	2	1	2	1	1	2	1	1	1	1	1	2	1	2	3	1	2	2	1	3	2	5	2	1	1	1	2	3	2	1	2	1	1	3	2	1	2	5	3	2	2	1	1	1	1	2	2	1	2	1	2	2	3
12500	-597.113433121139678	-603.968921072099079	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.477451404439020	5	15	15	22	19	27	20	32	27	29	38	33	42	43	45	45	46	52	51	55	58	59	59	59	62	63	62	58	65	67	62	75	67	77	74	72	76	79	74	75	77	86	76	80	74	80	77	81	80	85	84	89	83	89	90	81	91	92	88	90	90	93	97	96	91	91	94	105	93	98	97	100	0	1	1	1	3	4	2	6	4	3	8	3	8	8	4	12	12	10	12	19	19	16	28	20	22	21	21	19	15	26	28	26	31	15	30	20	23	30	25	31	33	37	35	37	0	26	31	40	45	35	56	48	38	43	56	30	40	32	47	46	56	31	54	58	50	47	40	67	38	59	50	57	1	1	1	3	1	2	1	1	1	2	1	3	2	2	5	1	2	3	3	2	1	2	1	1	1	1	1	1	3	1	1	3	1	5	2	2	2	3	2	2	2	2	1	1	1	3	2	1	1	3	1	2	1	2	2	2	3	2	3	2	1	8	1	1	1	2	4	1	2	3	2	2
13000	-545.904899908122843	-552.760387859082243	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.641981105676338	4	11	14	22	17	30	25	33	27	30	35	36	37	36	46	46	48	51	52	56	60	59	59	59	60	64	63	62	67	67	68	71	69	70	69	76	79	77	69	78	73	87	84	78	75	82	80	83	79	81	85	78	85	80	88	87	90	90	88	84	90	86	90	94	92	95	93	100	101	96	95	100	0	1	2	2	3	4	4	6	5	4	4	6	4	6	14	14	13	15	18	18	19	18	20	19	16	21	21	23	25	26	28	26	28	24	30	31	29	35	29	31	33	39	38	39	0	38	31	52	45	30	46	33	50	38	46	35	62	60	47	35	54	40	35	54	38	59	57	57	65	59	54	57	1	2	1	2	1	1	1	1	2	1	1	2	3	1	2	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	3	1	1	2	1	1	2	1	1	1	2	2	2	1	1	2	2	1	2	4	2	2	1	1	2	1	2	1	1
13500	-578.481877297990650	-585.337365248950050	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683088630121876	3	14	16	26	18	28	25	29	35	30	35	23	41	37	47	48	49	50	54	53	60	55	57	53	58	65	65	65	67	68	68	72	73	69	72	76	77	76	76	78	76	88	79	82	74	80	78	83	80	81	82	80	84	82	92	82	92	92	93	91	90	85	94	95	88	99	91	105	95	100	93	96	0	1	1	5	2	12	12	12	5	4	6	3	4	8	11	8	15	14	16	18	19	13	22	15	15	21	21	23	25	21	28	27	31	24	26	28	29	35	25	31	33	39	35	39	0	35	20	52	45	35	38	47	47	32	51	38	47	30	31	38	46	40	53	60	51	40	62	31	65	40	50	57	1	2	2	1	1	1	1	1	4	1	1	1	2	1	2	2	1	1	1	1	1	3	1	2	2	2	1	1	1	1	1	1	1	2	2	2	1	1	3	1	1	2	1	1	1	2	5	1	1	2	2	1	1	1	1	2	3	2	2	2	2	1	1	1	2	5	1	5	1	2	2	1
14000	-568.484433563111565	-575.339921514070966	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.570542184084920	0	15	14	25	19	20	26	32	36	22	40	33	39	41	45	47	51	50	54	52	59	57	57	55	60	60	65	63	65	64	66	69	70	76	75	76	75	80	72	76	76	86	83	81	74	85	80	79	80	85	73	87	80	88	91	82	91	90	88	92	86	92	97	90	91	98	91	105	101	98	95	102	0	1	1	6	2	2	6	4	5	6	8	6	8	13	14	14	13	16	20	16	16	15	20	17	18	22	21	20	25	26	25	30	23	24	51	31	25	35	16	31	31	44	51	37	0	38	31	31	45	38	26	48	35	38	46	35	40	38	36	38	43	41	54	43	56	62	33	57	58	52	51	57	1	2	3	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	3	2	1	1	2	1	1	2	1	1	1	1	2	2	1	2	3	1	3	2	1	1	2	1	1	1	2	2	1	1	4	2	1	2	2	2	2	2	2	2	1	2	1	2	2	1	3	1	1	2	2	3
14500	-583.018672294192470	-589.874160245151870	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.581673364655319	6	16	16	26	22	22	26	31	34	29	41	32	42	40	45	46	47	53	51	51	58	55	52	57	62	63	61	60	66	68	65	64	68	80	70	72	76	80	70	77	80	82	79	82	76	84	77	81	79	81	78	86	87	87	90	85	84	95	83	82	88	90	97	94	85	96	93	105	95	92	99	104	0	1	1	6	2	2	6	6	8	6	6	6	8	6	8	11	14	16	15	16	15	11	13	23	22	27	22	16	25	21	23	27	28	24	30	28	29	35	29	23	33	39	35	25	0	43	33	40	45	35	30	48	32	56	46	35	47	54	40	30	51	57	53	54	43	67	57	70	43	59	58	57	1	1	2	1	2	1	1	2	1	1	4	2	1	2	4	1	1	1	1	1	2	2	2	1	3	1	2	3	1	2	2	1	2	3	1	1	2	2	1	4	2	2	2	2	1	1	2	1	1	2	1	1	3	1	1	2	1	2	2	3	2	1	2	1	1	1	2	1	2	2	1	3
15000	-598.474335745451071	-605.329823696410472	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.563267055747222	-1	14	18	17	23	24	27	32	35	27	35	28	43	37	48	46	51	52	51	53	61	60	59	58	60	59	65	61	68	67	66	73	72	67	71	75	76	78	69	76	78	79	82	80	77	84	79	78	82	85	77	84	86	84	89	88	86	86	90	86	88	92	98	96	89	98	94	103	97	100	94	97	0	1	2	2	2	4	4	3	3	6	4	5	6	8	6	12	15	16	15	18	16	20	13	18	18	13	16	20	25	26	21	26	31	21	21	23	21	30	29	16	33	39	32	40	0	51	33	33	45	30	35	48	35	35	50	30	47	38	40	30	53	57	71	56	38	62	62	66	65	59	60	40	1	2	1	1	1	2	2	4	3	1	2	1	4	1	4	4	1	1	1	1	4	2	3	1	1	1	3	2	1	2	2	2	1	1	2	2	2	1	1	5	1	2	2	1	1	2	1	1	1	3	1	1	2	2	1	4	1	1	2	3	1	2	1	2	2	1	1	1	2	1	2	4
15500	-581.718901079321427	-588.574389030280827	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.620195959193011	3	10	18	23	21	28	20	30	32	28	38	29	42	41	46	49	53	53	55	44	58	61	61	61	64	60	65	58	64	67	66	73	64	73	73	72	79	76	69	78	73	86	82	86	69	85	72	70	79	84	79	87	84	83	90	83	92	95	94	92	87	91	97	96	91	97	93	104	99	99	97	102	0	1	1	2	3	4	2	7	4	4	8	1	8	3	3	20	13	16	20	14	19	15	28	20	22	21	21	18	24	26	33	26	24	24	30	31	29	35	25	22	24	39	38	39	0	51	31	31	45	35	35	48	51	35	56	30	40	35	62	50	51	31	56	61	54	67	52	66	56	52	61	57	1	2	1	2	1	2	1	1	2	1	1	3	2	4	3	1	1	1	2	1	1	2	1	3	1	1	1	1	1	2	1	2	1	2	1	2	2	1	1	3	2	2	1	3	1	2	2	1	2	2	2	2	1	2	1	3	2	2	1	2	1	4	2	2	1	1	1	1	2	2	1	2
16000	-573.700807902998008	-580.556295853957408	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605908322031435	0	12	16	22	20	30	25	30	28	28	36	32	43	36	42	50	51	50	52	53	57	63	58	58	66	64	64	64	64	67	66	71	67	74	74	73	80	76	73	73	73	85	82	83	77	85	80	76	81	69	77	87	87	84	90	85	86	80	90	88	91	94	97	96	92	98	95	96	98	99	86	100	0	1	1	2	2	4	3	4	3	4	12	4	14	6	14	14	13	13	12	6	20	18	13	15	20	21	21	13	23	20	23	30	28	24	50	28	29	50	29	31	33	39	35	39	0	51	23	33	45	26	35	48	54	50	54	58	33	50	57	35	56	40	56	54	56	62	57	31	65	59	58	57	1	2	2	2	1	1	1	1	2	1	1	2	2	1	2	2	2	2	1	3	1	2	2	2	2	1	1	2	1	3	2	1	1	2	1	2	2	2	1	2	1	2	1	2	1	2	3	2	1	1	1	2	1	2	1	1	2	2	1	2	1	4	3	2	1	1	2	4	1	2	1	3
16500	-564.828337018993807	-571.683824969953207	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.714260202248019	-2	15	17	24	19	26	27	31	34	28	36	31	38	36	45	49	52	52	55	54	59	57	60	57	62	65	66	63	64	62	65	71	69	75	73	71	77	77	75	76	75	84	83	83	76	85	75	81	79	71	82	85	84	88	88	85	90	94	92	84	90	90	90	96	84	96	95	104	99	97	93	101	0	1	1	3	2	3	3	6	2	4	12	4	6	12	13	15	15	16	16	16	19	18	22	13	18	21	19	23	25	21	23	26	23	24	50	31	29	26	22	33	33	39	38	37	0	51	31	33	45	30	38	28	35	35	60	35	52	43	31	35	56	31	60	35	38	57	40	57	61	62	53	62	1	3	3	2	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	3	2	2	3	1	1	1	1	1	1	5	1	1	2	1	3	2	1	2	1	1	1	1	2	1	1	1	1	2	2	3	1	2	1	2	4	2	2	3	1	3	1	1	2	3	2	1	2	1
17000	-564.551740887675123	-571.407228838634524	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.646338553687366	3	13	15	20	18	26	27	31	29	31	38	23	41	40	49	45	49	53	57	57	59	63	48	60	64	64	67	62	69	66	66	66	68	74	71	71	78	78	75	77	76	86	77	83	80	84	77	83	82	77	81	89	83	84	88	87	89	94	85	84	90	93	96	85	91	96	93	100	94	98	85	98	0	1	2	3	2	4	6	6	5	4	6	4	11	12	2	14	11	16	13	23	16	18	16	19	28	21	21	23	25	26	28	26	20	19	30	31	29	35	29	31	31	39	26	39	0	51	31	41	45	30	50	48	43	43	46	35	40	54	33	35	60	59	53	43	50	67	47	57	60	59	54	57	1	1	1	1	1	1	1	1	1	2	2	1	1	1	5	1	2	2	4	2	2	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	2	1	2	2	2	2	1	1	1	2	1	1	2	1	1	1	2	1	2	2	2	2	2	1	2	2	2	2	1	4	1	2	1	1	1
17500	-625.293114247486983	-632.148602198446383	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.518381336443647	1	15	11	21	18	29	25	28	29	30	39	32	42	38	50	51	44	51	55	49	60	57	59	61	57	63	67	62	66	60	67	72	72	75	72	71	77	77	76	67	75	82	83	68	76	85	79	82	79	80	75	80	79	89	92	80	93	95	90	89	87	88	97	95	95	98	86	103	102	99	100	102	0	3	1	2	2	4	2	4	5	8	12	8	14	5	13	14	13	14	20	8	18	16	15	18	20	21	26	23	16	14	16	27	28	24	27	28	29	32	29	16	18	39	35	18	0	51	20	52	45	35	35	41	35	46	46	35	14	38	47	51	38	41	58	60	60	62	33	31	38	57	60	62	1	1	3	1	1	2	1	1	2	1	2	1	1	3	1	1	1	2	1	4	2	2	2	2	1	1	1	1	2	2	3	1	2	2	1	2	3	1	1	2	4	2	3	3	1	1	3	1	1	3	1	1	1	1	2	2	6	3	2	3	2	2	1	1	1	1	3	4	3	1	3	1
18000	-603.346200279303389	-610.201688230262789	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595162894873552	1	15	17	20	22	29	24	31	37	22	38	36	40	38	48	47	53	51	53	45	59	62	54	58	64	64	67	59	67	63	69	71	62	76	70	71	76	76	75	76	75	85	76	77	74	80	77	75	78	75	76	87	84	86	90	87	91	88	93	90	88	93	92	96	95	93	94	101	103	97	91	101	0	1	1	2	2	4	2	4	6	2	4	4	8	7	13	12	15	13	16	3	19	16	16	11	22	21	26	23	25	21	33	26	20	24	21	31	29	35	16	31	33	22	50	13	0	51	28	31	45	35	35	48	50	51	46	46	40	50	40	38	30	47	61	54	54	31	57	67	58	47	58	62	1	3	3	1	1	2	3	2	2	1	2	2	1	3	1	1	1	3	1	4	1	2	1	4	1	1	1	1	1	1	1	1	3	3	1	1	2	2	6	2	1	2	1	6	1	2	3	1	1	1	1	2	2	2	1	1	3	3	2	3	2	3	1	1	2	4	1	1	1	3	1	2
18500	-573.358152207858097	-580.213640158817498	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590402292995994	4	8	15	23	19	27	27	34	36	25	39	33	39	39	44	47	47	52	51	44	59	56	58	56	63	63	66	66	69	66	67	71	67	75	75	71	74	73	76	75	75	88	84	85	77	81	71	75	80	81	81	87	80	86	89	82	87	86	93	92	88	91	97	95	86	98	92	104	101	97	95	93	0	1	2	2	3	3	3	6	5	4	4	6	7	8	13	20	15	16	16	11	19	18	18	13	16	21	21	23	25	26	23	21	16	24	30	31	22	21	25	28	47	34	35	39	0	38	31	28	45	26	38	48	38	35	56	35	31	51	40	58	50	57	53	50	43	67	57	72	35	52	35	40	1	1	1	2	1	2	2	2	3	1	3	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	3	4	3	2	1	3	3	2	2	1	2	2	1	1	2	1	1	1	2	1	2	2	1	1	2	3	1	2	2	1	1	3	2	1	1	1	2	4	1	2	4
19000	-562.537751713244120	-569.393239664203520	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642694267450299	-2	15	15	19	23	28	26	31	36	30	41	28	38	41	48	47	52	51	52	53	58	60	56	56	65	62	66	64	63	67	63	73	72	73	75	72	76	78	70	71	78	84	80	79	77	84	77	84	81	80	79	87	83	86	90	82	93	92	92	87	88	89	92	96	93	98	97	105	101	96	97	104	0	1	1	2	2	4	4	7	5	4	8	4	4	8	14	14	15	16	18	18	19	18	16	18	23	21	26	23	20	21	22	30	28	24	32	31	29	35	14	31	40	25	35	39	0	51	28	34	45	30	35	41	35	35	51	38	47	56	41	30	60	36	60	50	60	57	57	67	65	59	60	67	1	3	2	1	2	2	2	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	2	1	3	1	1	2	1	5	2	2	3	1	1	1	1	3	2	1	3	1	2	2	2	2	1	1	1	3	3	1	3	1	3	1	1	1	2	2	1	1	1
19500	-573.883498124293624	-580.738986075253024	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552786070475992	2	13	14	24	18	27	26	28	33	30	40	34	40	38	47	42	52	47	57	51	60	61	58	56	59	65	65	61	68	67	65	71	67	73	76	76	74	70	73	75	74	87	82	83	74	79	79	78	78	82	83	84	85	88	86	86	85	92	88	79	85	87	95	93	92	92	91	103	103	96	98	103	0	1	2	2	2	5	4	5	6	8	8	8	8	8	13	12	15	14	20	16	19	14	18	15	18	21	21	13	25	26	28	26	22	18	38	22	28	30	22	24	33	39	35	39	0	35	31	40	45	30	26	16	43	60	50	38	47	46	40	38	60	57	53	54	50	62	57	57	50	59	58	62	1	2	1	2	1	2	1	1	2	1	2	2	2	2	1	2	1	1	1	1	1	5	1	2	3	1	1	3	3	1	1	1	1	3	1	2	2	1	1	3	1	4	1	2	1	1	2	1	1	2	3	7	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	4	4	2	1	3
20000	-609.540570019541065	-616.396057970500465	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.472974954690981	3	10	6	21	20	30	25	27	34	23	40	36	41	39	44	48	46	51	56	54	59	61	58	56	62	62	61	54	65	66	70	72	70	73	74	72	76	77	69	70	74	85	76	78	76	80	77	83	79	82	85	80	84	86	89	88	87	93	88	86	81	91	88	95	91	96	95	103	102	98	98	99	0	3	1	3	2	8	4	3	5	5	7	6	8	6	14	15	14	13	18	16	13	16	16	28	13	21	21	14	20	21	28	26	23	24	21	28	29	30	16	20	33	37	30	31	0	35	39	52	45	38	46	36	35	38	50	38	48	38	31	38	35	57	50	35	38	57	36	72	50	59	56	57	1	1	1	4	2	1	1	2	2	1	3	1	3	1	1	1	2	2	2	2	3	2	2	1	4	1	1	3	1	2	3	2	2	2	5	4	2	1	4	3	1	2	2	2	1	1	1	2	1	2	1	1	3	2	1	3	1	2	3	2	2	1	2	3	2	2	3	1	4	2	3	2
20500	-556.019439818452270	-562.874927769411670	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.737157114214889	3	11	15	21	20	24	19	33	32	26	40	35	42	31	46	48	51	49	53	55	60	61	51	58	63	64	66	59	67	68	66	74	72	72	73	71	76	75	71	78	77	88	82	84	71	82	80	83	78	82	86	89	81	88	86	83	80	95	90	89	92	92	94	96	91	91	93	102	97	93	99	98	0	1	2	2	3	2	2	14	5	2	8	8	6	4	12	14	13	15	18	18	19	23	18	20	17	21	21	23	25	26	28	26	22	24	30	22	29	35	29	20	36	39	38	57	0	35	31	57	45	35	46	48	35	35	46	38	16	54	57	43	54	41	56	50	50	47	31	62	65	59	50	66	1	1	1	2	1	2	1	1	2	3	1	1	2	1	1	3	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	2	1	1	4	1	2	1	1	1	2	2	1	1	3	1	1	2	2	1	2	5	1	2	2	1	2	2	2	2	2	3	1	1	1	2	1
21000	-566.260953344188238	-573.116441295147638	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605989256580880	0	13	10	21	20	23	26	29	35	29	36	33	39	42	45	45	52	51	53	52	61	60	57	59	63	63	64	66	62	68	66	71	70	78	74	73	76	80	69	75	75	89	81	84	70	83	79	83	82	83	80	90	84	87	91	88	90	90	94	87	92	94	98	95	95	99	96	104	103	98	95	98	0	3	1	3	2	1	6	6	8	3	6	8	12	8	13	14	13	16	14	16	19	23	12	18	23	21	21	20	23	26	22	30	22	22	30	31	20	35	22	31	33	40	35	39	0	51	31	40	45	35	35	48	38	35	54	38	40	30	31	38	54	57	58	56	58	57	57	62	50	59	56	59	1	1	2	2	1	3	1	1	1	2	3	1	2	3	2	1	2	1	1	2	1	1	3	1	1	1	1	2	1	1	1	1	2	3	1	1	3	1	2	2	1	2	2	4	1	1	2	1	2	2	1	2	1	2	1	2	2	3	2	2	1	1	1	2	1	2	1	1	3	1	1	1
21500	-587.324786336090142	-594.180274287049542	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.603623410419081	1	9	15	24	19	27	27	30	35	30	35	31	43	40	40	48	51	51	53	56	49	61	60	58	65	64	66	63	69	65	65	69	70	78	74	76	79	78	77	73	78	86	76	85	79	85	78	76	81	85	76	84	81	89	87	88	88	94	92	92	89	94	94	94	92	97	89	99	101	100	96	100	0	1	1	5	2	4	2	4	3	6	12	7	14	6	8	14	13	16	16	18	3	19	20	20	16	21	21	16	20	21	20	26	22	22	26	40	29	35	25	28	25	39	26	39	0	51	31	33	45	35	35	48	43	46	43	55	33	51	57	35	50	52	53	54	46	41	40	62	38	59	60	67	1	2	2	1	2	1	2	1	3	1	1	1	1	1	2	2	1	1	1	2	5	1	1	1	4	3	2	2	2	4	1	1	2	2	1	1	2	2	1	2	2	2	3	2	1	1	2	1	1	2	1	2	1	1	2	1	3	3	1	2	1	2	2	1	2	3	3	1	4	1	1	1
22000	-569.270404135853255	-576.125892086812655	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.553038040101919	1	14	9	19	22	24	26	31	35	28	38	30	35	41	41	44	51	53	51	57	58	62	52	59	62	62	60	57	67	67	63	69	73	73	72	71	79	75	73	67	79	87	80	80	73	82	74	76	79	79	80	78	85	83	89	77	87	92	94	86	90	93	94	96	89	91	96	98	97	95	99	103	0	3	1	2	3	4	4	6	2	6	12	6	12	11	13	15	13	16	16	16	19	16	16	17	16	21	21	23	25	26	23	26	28	22	30	40	31	35	25	16	47	39	38	39	0	38	31	47	45	35	30	22	51	30	51	35	48	32	40	53	35	57	53	46	50	47	62	62	65	52	58	62	1	1	1	1	2	1	1	1	3	1	2	1	1	1	1	1	3	2	1	2	1	3	1	2	2	1	1	1	1	1	2	1	2	2	1	1	3	1	1	2	1	2	1	1	1	2	2	1	1	2	2	2	2	3	1	1	1	4	5	1	2	2	1	2	2	4	1	1	1	3	2	1
22500	-563.259047947106751	-570.114535898066151	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.573019261348551	0	16	13	22	20	20	21	29	32	30	42	33	39	40	44	44	52	50	57	57	58	55	58	60	62	64	64	64	68	66	66	73	71	78	74	69	78	72	76	77	78	85	82	85	72	84	74	79	77	83	77	86	84	87	88	87	81	91	92	88	93	95	95	96	90	95	91	103	99	95	95	99	0	3	1	6	2	3	3	4	5	4	4	6	12	13	14	8	18	14	22	13	18	11	12	11	17	21	21	25	25	26	23	26	28	24	30	23	29	30	25	47	31	39	51	41	0	51	28	47	45	51	30	48	51	50	51	50	40	60	47	50	46	59	54	56	56	57	57	62	65	67	56	67	1	1	2	1	1	1	2	1	2	1	3	2	2	1	1	3	1	3	1	3	1	3	3	2	2	1	1	1	1	1	2	1	1	2	2	2	1	2	2	1	3	2	1	2	1	2	2	1	1	1	2	2	1	1	3	1	1	1	3	1	2	1	1	3	1	2	2	1	1	1	1	1
23000	-573.275571517111757	-580.131059468071157	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.567583813964816	1	14	17	19	21	26	26	33	29	22	41	35	41	38	45	47	52	50	53	50	61	59	58	60	64	65	59	64	67	68	66	71	72	78	73	73	76	78	71	72	78	90	81	83	75	86	71	81	77	81	84	84	86	85	87	87	93	93	88	93	91	81	93	93	90	97	93	105	98	97	95	102	0	1	1	2	2	4	4	7	3	3	4	6	14	6	4	13	15	11	15	16	27	20	18	20	22	21	19	23	20	26	28	26	31	15	30	47	28	35	22	31	23	39	26	37	0	38	31	28	45	38	50	28	50	30	38	35	62	50	48	46	54	47	56	43	46	67	62	31	65	59	54	66	1	2	3	1	1	1	1	1	3	1	5	2	1	1	3	1	2	2	1	1	1	2	1	1	1	1	1	2	3	1	1	1	1	4	1	1	2	1	1	1	3	4	3	2	1	1	2	4	1	1	1	6	1	2	2	2	2	1	1	2	1	1	1	2	1	1	3	3	1	2	1	2
