"","type","n","prop.ances.ok","msup.ances","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi"
"bb78798738","zuper",94,0.806451612903226,0.763709677419355,2.99288563829787,NA,1,1,0.01087825962066
