step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78
10000	-545.411573221252411	-543.599011675820407	-1.812561545432008	0.000124619153100	0.000021641907761	0.173664378408556	0.480233927404904	0	3	6	10	13	12	16	16	17	19	18	17	18	22	21	19	19	22	22	22	24	24	25	25	28	25	26	27	26	28	27	25	27	27	26	27	27	29	29	28	29	31	30	29	30	33	31	31	32	34	31	32	31	33	33	34	32	36	34	34	33	34	38	34	35	37	38	37	36	40	38	40	42	45	46	48	48	50	0	0	2	0	6	4	6	5	4	13	6	8	8	15	9	7	0	16	11	0	0	18	20	20	32	21	16	35	26	20	32	20	24	18	32	32	27	23	24	24	32	16	39	40	32	18	44	20	43	61	36	30	39	49	53	53	38	50	47	45	32	53	50	55	50	43	53	33	64	58	65	52	66	73	74	70	75	41	1	1	2	1	1	1	2	2	4	1	2	1	1	1	2	2	1	2	1	1	1	2	2	2	2	1	3	1	1	3	2	2	2	2	1	1	1	2	2	2	2	4	1	1	1	4	1	3	1	1	3	2	1	1	1	2	2	1	2	2	3	1	3	1	1	3	2	4	1	2	2	3	2	1	1	4	2	13
10500	-555.206724921469345	-553.446071401396239	-1.760653520073088	0.000143662313280	0.000026767302575	0.186320977048335	0.463242196442137	0	4	8	10	12	13	16	16	18	19	17	18	19	22	21	19	21	21	23	22	24	23	24	25	25	25	27	26	27	27	27	27	27	28	28	27	26	29	29	29	29	31	29	30	30	32	32	31	32	32	32	32	31	34	32	32	32	36	35	34	35	34	36	35	36	36	38	38	37	41	38	40	43	47	44	47	48	49	0	0	2	0	4	5	4	4	6	8	5	6	7	12	7	6	0	9	14	0	0	18	20	23	20	21	18	20	26	23	25	24	20	22	28	24	18	23	32	35	25	34	30	40	28	18	40	23	28	39	40	35	43	33	38	43	43	50	48	31	35	53	64	53	57	54	62	48	53	58	63	60	43	66	70	70	75	68	1	1	2	1	1	1	3	3	3	1	2	2	1	3	3	3	1	1	1	1	1	2	1	1	1	1	3	2	1	2	2	1	3	3	2	1	2	3	1	1	2	2	1	1	3	6	1	3	5	1	1	2	1	3	2	2	2	2	3	4	4	2	1	2	2	1	2	4	3	3	1	4	8	5	2	3	2	6
11000	-583.866529016926961	-582.143319903515930	-1.723209113411016	0.000155339512816	0.000030537548414	0.196585838726662	0.554762947875833	0	3	6	10	13	14	16	16	16	19	19	17	18	22	21	20	20	21	23	22	24	24	24	24	25	25	26	25	27	26	28	28	28	27	26	28	25	30	29	30	27	31	27	30	31	31	32	31	32	34	30	31	31	33	34	34	33	35	34	34	31	34	37	36	34	37	38	37	37	40	38	40	42	46	47	48	48	50	0	0	2	0	4	4	4	6	5	12	7	6	8	9	10	11	0	7	7	0	0	16	20	20	20	21	15	24	26	20	25	24	25	22	28	35	22	33	23	32	25	37	23	41	31	34	51	24	53	49	36	41	39	38	53	39	43	61	36	30	25	54	65	61	39	55	54	50	43	64	48	60	64	66	53	73	58	69	1	1	1	1	2	1	3	1	2	1	2	2	1	2	2	1	1	3	4	1	1	2	1	1	1	1	3	1	2	3	1	3	2	2	1	1	1	2	3	2	1	3	2	2	2	1	1	3	1	2	1	2	1	2	2	3	3	2	3	3	3	1	2	3	2	1	3	1	5	2	3	2	3	5	6	3	6	8
11500	-531.280763071189426	-529.766499503073760	-1.514263568115647	0.000145206361983	0.000041397303620	0.285092905396994	0.502071149665844	-1	3	8	11	12	13	15	16	17	18	18	17	19	22	21	20	20	21	23	23	24	25	25	25	25	27	27	26	26	27	27	27	28	27	28	27	29	29	30	29	30	28	30	28	30	32	31	31	32	33	29	32	31	34	33	34	33	37	35	34	35	35	37	35	35	38	35	36	37	41	38	40	42	47	45	48	49	50	0	0	2	0	4	5	6	5	6	12	6	7	11	9	9	11	0	16	14	0	0	18	20	20	20	21	22	25	21	23	25	25	25	18	36	24	22	32	30	44	20	22	38	36	31	34	28	28	43	39	32	33	39	57	43	53	43	39	33	45	52	54	65	39	45	39	53	31	53	57	68	33	63	58	58	73	73	68	1	1	2	1	1	1	1	2	2	1	3	1	1	2	3	1	1	1	1	1	1	3	1	1	1	2	2	1	1	1	1	2	1	3	1	1	2	1	2	1	4	2	1	1	2	2	3	2	1	1	1	1	1	1	2	2	2	3	3	2	1	1	1	3	2	3	2	4	3	5	1	5	3	6	2	4	3	9
12000	-517.935792898657155	-516.271161807281374	-1.664631091375777	0.000156405702896	0.000033635973028	0.215055924468543	0.546918343209984	1	3	7	10	13	12	16	15	17	19	18	17	17	23	21	20	21	19	21	23	24	24	24	25	28	26	25	26	26	27	27	26	28	27	27	27	28	30	29	28	29	31	29	29	31	32	31	31	33	33	30	32	30	32	32	32	32	35	33	34	34	34	36	35	36	37	37	37	38	40	39	40	42	45	45	49	49	49	0	0	2	0	6	4	6	5	8	11	9	7	8	19	10	7	0	13	12	0	0	16	20	20	32	21	18	23	21	23	32	23	20	18	28	28	27	23	30	36	32	18	30	40	32	16	51	32	43	48	44	41	43	53	53	30	53	50	33	59	39	55	58	53	64	33	53	52	66	50	65	48	58	73	63	74	73	46	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	3	1	1	2	1	1	2	2	3	1	1	1	1	1	3	5	1	1	2	3	1	1	1	5	1	1	3	8	1	2	2	1	1	2	1	1	2	2	2	1	2	1	2	2	1	2	1	4	2	3	1	4	2	4	3	1	5	3	3	8
12500	-499.963639657492195	-498.257943923228538	-1.705695734263651	0.000136612465646	0.000027564409231	0.201770820114040	0.615668412300505	-1	3	7	9	13	14	15	17	17	18	19	17	18	20	22	20	21	22	23	22	23	24	24	24	27	26	27	26	24	26	28	25	28	27	27	28	28	28	29	29	30	30	29	30	30	33	31	31	32	34	31	32	30	33	33	31	32	36	34	34	32	33	34	36	35	37	38	37	36	40	36	37	43	45	47	48	48	49	0	0	2	0	4	5	5	5	7	8	9	7	8	12	14	13	0	16	14	0	0	18	20	20	32	29	22	24	21	23	25	20	25	22	28	28	22	30	23	36	25	18	30	40	31	27	40	24	43	30	40	32	43	56	56	53	53	63	40	39	33	53	48	56	63	63	49	45	49	58	65	60	70	73	73	74	73	50	1	1	3	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	2	1	2	1	1	2	1	2	1	1	4	2	1	2	4	1	3	2	4	1	3	1	1	1	1	1	1	2	4	2	2	1	2	1	1	3	4	2	1	1	2	1	1	2	1	3	9
13000	-504.028890622006941	-502.511777992175666	-1.517112629831262	0.000115142082586	0.000032616794534	0.283274314670698	0.550967511409999	0	3	8	10	12	14	16	16	17	17	19	18	18	23	20	19	21	21	22	23	24	25	25	24	27	26	26	26	27	27	28	26	28	28	25	27	26	30	29	29	29	30	30	29	31	31	31	31	32	33	32	32	31	33	34	32	32	36	34	34	34	34	37	35	35	38	37	38	37	40	39	40	41	46	46	48	48	48	0	0	2	0	4	5	6	6	6	4	9	7	8	12	10	9	0	16	12	0	0	18	20	20	20	21	18	35	26	23	25	24	32	37	24	28	22	30	25	35	32	22	30	25	31	34	40	33	30	53	44	33	39	43	53	53	43	38	40	45	52	54	58	53	50	43	57	60	64	49	65	48	67	70	73	74	75	70	1	1	2	1	1	2	1	1	2	5	1	1	2	3	1	1	1	1	3	1	1	2	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	2	2	1	2	2	1	2	2	1	1	3	2	2	1	1	1	2	2	3	3	2	1	4	2	2	2	3	2	1	2	7
13500	-539.332062709314187	-537.621152249643615	-1.710910459670526	0.000134026062882	0.000026831918248	0.200199257301132	0.582949796861096	-1	3	8	10	12	14	15	16	17	18	19	17	17	20	22	20	21	21	22	23	24	24	24	24	27	27	27	27	27	28	27	25	29	28	25	28	27	29	29	29	29	30	30	26	29	33	32	30	31	34	31	31	31	34	34	33	33	37	34	34	32	35	37	35	35	36	36	37	37	39	38	39	41	46	46	48	48	50	0	0	2	0	4	5	4	5	6	9	9	6	8	12	12	6	0	16	12	0	0	18	20	20	32	21	22	35	21	23	32	20	31	22	24	28	22	30	23	44	32	37	38	35	31	34	28	20	41	39	44	32	43	53	53	53	49	53	44	47	23	55	50	53	48	39	50	48	55	54	64	52	66	70	73	74	74	68	1	1	3	1	1	2	2	1	2	1	1	1	1	1	2	3	1	1	2	1	1	2	1	1	1	2	2	1	1	2	1	1	2	2	1	1	2	1	3	2	2	1	1	1	1	2	3	3	1	3	2	2	1	2	2	2	1	2	4	1	4	1	2	2	1	2	1	3	2	3	2	4	2	2	2	1	1	9
14000	-488.141729356780218	-486.571961237974961	-1.569768118805251	0.000086188284479	0.000021889267420	0.253970334283885	0.642163469634115	1	4	9	9	11	13	16	16	17	19	19	17	18	21	22	20	20	21	24	23	24	24	25	24	25	27	27	27	26	27	27	26	29	27	26	28	28	29	30	30	28	30	29	29	30	32	32	32	31	33	32	32	30	33	34	34	31	36	34	34	34	34	37	35	35	37	37	37	37	40	38	41	43	46	46	48	49	49	0	0	2	0	4	5	5	6	6	12	9	6	8	12	12	13	0	7	14	0	0	18	20	20	20	29	22	35	21	23	32	25	20	18	24	28	34	30	30	44	23	34	20	36	31	42	40	25	39	49	44	33	43	57	53	53	38	50	44	52	23	54	58	53	50	58	57	48	62	65	48	68	66	73	73	73	75	61	1	1	2	1	1	1	3	1	2	1	1	2	1	2	3	1	1	2	2	1	1	2	1	1	1	1	3	1	1	1	1	1	2	2	1	1	1	1	2	1	3	1	4	1	2	1	1	3	1	1	2	2	1	1	2	3	1	2	2	1	4	1	1	2	1	1	3	2	2	3	4	1	3	1	1	2	2	6
14500	-525.201865971705729	-523.581154254906892	-1.620711716798836	0.000131576733326	0.000030444673724	0.231383413727795	0.570276706542512	1	3	7	11	12	14	15	16	17	18	18	16	18	22	21	20	21	22	23	23	23	24	25	24	27	27	27	26	27	27	27	25	28	28	25	26	28	29	29	30	28	30	30	29	31	31	31	31	31	33	32	31	31	33	34	34	32	36	34	33	35	34	37	35	36	37	38	38	37	41	38	39	42	47	46	48	48	49	0	0	2	0	4	5	6	6	6	6	12	7	8	10	11	13	0	16	9	0	0	7	20	20	20	21	22	35	21	23	32	20	32	16	24	35	22	30	30	44	32	27	39	36	31	22	40	31	43	43	28	32	38	53	53	53	53	50	36	30	52	53	30	53	64	64	53	51	62	65	52	68	67	73	73	67	75	52	1	1	3	1	1	1	1	1	1	3	1	1	1	2	1	1	1	2	3	1	1	2	1	1	3	2	1	1	2	1	1	1	2	4	1	1	2	1	1	1	2	2	1	1	3	4	1	2	1	2	3	3	1	1	2	2	1	2	4	3	3	2	3	2	1	1	4	3	2	3	3	1	2	2	2	5	1	6
15000	-521.358126754249611	-519.819855249183320	-1.538271505066244	0.000103298183153	0.000027951571855	0.270591127569600	0.569717460991561	0	3	8	11	12	14	14	16	18	18	17	16	18	22	20	20	19	21	22	23	23	24	25	25	28	26	26	26	27	27	27	25	29	27	27	27	28	30	30	30	29	30	30	29	30	32	31	31	32	33	32	32	31	33	34	33	33	36	35	34	34	34	37	36	35	38	38	37	38	39	38	41	41	45	44	49	47	50	0	0	2	0	4	5	5	6	6	8	7	6	12	15	13	6	0	7	15	0	0	16	20	20	32	21	22	24	21	23	32	20	32	22	28	28	27	23	30	44	32	27	30	36	31	42	44	41	39	43	44	20	39	53	53	53	39	50	47	33	48	53	58	53	57	64	64	61	64	66	57	68	71	70	73	75	74	33	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	1	1	1	2	1	1	2	3	1	1	2	1	1	1	2	2	1	1	1	3	2	1	2	2	1	1	2	1	1	2	1	2	2	4	1	1	2	1	2	2	3	3	2	1	1	2	1	2	1	2	1	1	3	2	1	4	2	3	1	10
15500	-557.108473911766509	-555.565895633435616	-1.542578278330848	0.000143922702214	0.000038595945877	0.268171353671189	0.482967664050480	0	4	8	9	11	13	15	16	17	18	17	17	18	22	19	21	20	22	24	23	24	24	24	25	27	26	25	26	26	27	28	28	27	29	27	27	27	28	29	29	30	28	29	28	31	33	31	29	32	33	32	30	30	31	34	33	32	36	34	34	34	35	38	34	36	37	37	37	37	40	39	40	43	46	46	48	49	49	0	0	2	0	4	5	6	4	5	12	8	6	5	9	12	9	0	16	14	0	0	18	20	20	20	21	18	24	17	23	25	33	24	16	28	28	27	23	23	24	31	10	25	24	31	27	44	33	38	57	44	33	43	53	53	53	53	50	36	56	38	57	65	53	49	57	53	33	54	49	68	68	71	70	73	70	75	29	1	1	2	1	1	1	2	3	3	1	1	2	2	3	2	3	1	1	2	1	1	1	1	2	2	1	2	1	3	2	1	1	1	5	1	1	1	2	3	2	1	4	1	2	1	4	2	1	2	1	3	1	1	1	2	2	2	2	4	1	3	1	1	3	2	2	3	5	3	4	1	2	2	3	1	3	1	11
16000	-533.366658446488941	-531.633836552730259	-1.732821893758676	0.000161702820465	0.000031345855104	0.193848536556484	0.510067239998790	1	3	8	10	11	13	16	16	17	18	18	18	19	23	20	20	21	21	24	23	23	24	24	24	25	26	26	26	27	27	27	28	28	28	27	27	27	29	28	29	29	29	30	29	31	32	32	31	32	32	31	31	31	33	33	32	32	37	34	34	34	34	38	35	34	36	37	36	35	40	39	40	42	46	46	48	48	50	0	0	2	0	4	5	6	5	6	7	6	6	7	7	7	12	0	16	8	0	0	18	20	20	20	17	22	24	17	25	25	20	20	18	28	28	22	30	23	35	25	22	38	36	31	18	40	40	39	52	44	20	23	52	57	38	39	39	35	31	39	55	38	54	43	50	55	48	55	71	50	68	53	73	73	74	75	52	1	1	2	1	1	1	1	3	2	1	2	2	2	3	2	2	1	1	4	1	1	2	1	1	1	2	2	1	3	1	1	3	3	5	1	1	1	1	2	1	1	3	1	1	2	5	1	1	1	1	1	4	3	1	1	1	2	4	3	3	2	1	4	2	2	1	2	1	1	1	3	2	5	2	2	1	1	14
16500	-524.092045131989494	-522.387573242985809	-1.704471889003688	0.000155035073628	0.000031339280072	0.202143162435331	0.480432941273372	0	2	8	10	12	14	15	16	17	19	19	17	18	23	21	20	20	22	23	23	23	25	25	25	26	26	26	26	25	27	28	26	28	29	28	27	29	29	29	29	30	30	28	28	30	32	31	32	31	33	32	32	31	34	33	33	33	36	34	35	31	35	38	34	35	36	36	37	37	41	38	41	42	45	46	49	48	50	0	0	2	0	4	5	5	6	8	13	9	7	7	15	9	13	0	12	15	0	0	16	20	20	20	17	16	24	17	23	32	20	25	16	28	28	27	30	25	44	33	37	30	28	31	42	40	39	43	39	40	32	38	55	53	25	43	48	36	36	45	64	60	53	57	52	64	33	62	63	57	61	58	73	73	74	75	56	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	3	1	1	1	3	1	1	2	4	3	1	3	1	1	2	1	4	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	4	3	2	3	3	1	1	2	1	1	2	1	3	1	1	3	5	3	2	2	3	1	11
17000	-529.422042048591834	-527.755404076605487	-1.666637971986395	0.000166207875933	0.000035629328020	0.214366063102102	0.537743668509185	1	3	9	10	13	12	15	16	18	18	19	17	19	22	20	21	21	22	23	23	25	23	25	24	27	26	26	26	25	27	27	27	25	28	27	27	27	29	30	29	29	29	30	30	30	32	31	31	32	33	31	32	31	33	34	34	31	36	35	34	34	35	38	35	36	38	38	37	36	39	38	41	43	45	46	49	48	50	0	0	2	0	6	4	5	5	5	8	12	6	12	9	12	6	0	9	12	0	0	8	20	20	28	21	18	24	17	23	33	33	20	37	28	24	18	30	32	32	30	27	30	25	25	18	40	33	30	48	40	35	38	53	53	53	43	50	47	31	33	56	65	55	56	50	43	31	39	69	65	25	70	49	73	73	75	48	1	1	3	1	1	1	1	1	3	1	1	2	1	2	2	3	1	2	3	1	1	4	1	1	1	1	2	1	2	1	2	2	1	1	1	1	2	1	2	1	1	1	2	1	2	4	1	3	2	1	2	3	1	1	1	2	1	2	2	3	4	1	1	1	1	3	5	4	3	1	1	5	1	7	2	3	2	6
17500	-503.867290789951710	-502.305779319707995	-1.561511470243698	0.000131807387168	0.000034019389389	0.258099262262206	0.528127814849159	0	3	8	10	13	12	15	16	15	18	18	17	18	23	20	20	20	22	24	23	23	24	25	24	25	26	25	26	27	27	27	27	29	27	28	27	27	30	30	28	29	31	29	29	31	31	30	31	32	33	31	32	31	34	34	34	33	36	35	34	35	35	37	35	35	37	37	38	38	41	38	39	42	46	45	48	49	49	0	0	2	0	6	4	6	7	6	9	7	6	8	15	12	13	0	16	12	0	0	13	20	20	20	21	16	24	21	23	25	25	25	27	28	28	22	30	30	36	20	34	30	40	31	34	40	33	43	53	41	33	30	49	53	53	53	49	51	45	41	53	39	57	49	62	64	41	63	66	65	48	71	73	73	73	75	61	1	1	2	1	1	1	2	1	1	2	2	3	1	2	1	1	1	2	4	1	1	3	1	1	1	2	2	1	2	1	1	1	2	1	1	1	1	2	2	1	3	2	1	1	2	2	1	1	2	1	1	1	1	1	2	2	2	2	2	3	3	3	3	2	2	1	1	4	1	2	2	3	2	2	2	3	2	7
18000	-514.226322124058470	-512.633833703392611	-1.592488420665837	0.000137306132145	0.000033410644087	0.243329584523812	0.484622140615502	-1	4	6	10	13	13	15	16	18	19	19	18	19	21	21	20	19	21	23	21	25	24	24	25	26	26	26	25	26	27	27	27	28	28	28	27	28	29	30	30	29	27	29	28	31	33	31	31	33	32	30	33	31	32	34	33	33	35	34	34	33	34	35	35	36	38	37	37	37	39	38	40	42	46	46	49	48	49	0	0	2	0	4	4	4	4	6	5	6	6	8	11	8	13	0	16	9	0	0	18	20	20	23	17	16	23	21	20	25	23	25	22	36	28	42	30	38	44	25	22	32	36	31	42	40	25	43	39	28	24	43	53	53	50	54	50	47	51	28	53	50	57	63	56	49	28	56	69	50	32	67	71	73	73	75	68	1	1	2	1	2	1	3	3	3	3	4	2	1	1	2	1	1	1	3	1	1	2	2	2	1	3	2	1	1	3	1	2	1	2	1	1	1	1	1	1	2	2	1	1	2	4	1	2	3	1	3	3	1	1	2	1	1	2	2	1	3	2	2	1	1	2	2	6	2	1	3	6	2	5	2	4	1	6
18500	-529.695688322380988	-528.098858634896715	-1.596829687484321	0.000118910023477	0.000028705629728	0.241406307800986	0.517715427956484	0	3	8	10	12	13	16	17	17	19	18	16	18	22	20	21	20	22	22	22	24	23	24	23	26	26	27	25	27	27	27	25	29	29	26	27	27	28	30	30	29	30	29	29	30	32	31	31	31	33	30	31	31	34	33	33	33	37	34	33	34	35	38	35	35	37	37	37	36	39	38	40	42	46	47	49	48	49	0	0	2	0	4	5	6	4	5	8	12	6	7	8	7	13	0	16	12	0	0	18	20	20	20	21	18	23	26	24	25	23	28	16	28	35	22	23	38	44	32	27	38	36	31	42	35	32	43	43	44	23	39	53	38	53	53	64	40	48	45	56	65	53	55	55	62	41	55	58	65	41	67	63	73	73	74	34	1	1	3	1	1	1	1	3	2	1	1	2	1	2	3	2	1	1	2	1	1	1	1	1	2	1	3	1	1	2	1	1	2	4	1	1	2	2	1	1	2	2	1	1	2	1	3	2	2	2	1	3	1	1	2	1	1	1	2	1	2	1	1	2	1	2	1	4	2	1	2	5	2	3	2	4	1	7
19000	-499.878691704141147	-498.385282364053239	-1.493409340087919	0.000126909789695	0.000037989585908	0.299343226394023	0.541146182375772	0	4	8	10	12	13	15	17	15	18	17	17	19	22	20	17	20	21	23	22	24	25	24	25	28	26	26	27	26	27	25	26	29	28	28	27	28	30	29	29	30	30	28	28	29	32	32	31	30	32	32	30	31	33	33	34	32	37	35	34	34	34	37	35	35	38	37	36	37	40	38	40	41	46	45	47	48	50	0	0	2	0	4	5	5	6	6	5	7	6	10	7	8	7	0	16	15	0	0	18	20	20	32	21	18	24	21	23	20	20	32	22	28	24	27	30	30	44	24	18	30	36	31	22	44	25	43	41	40	32	49	53	53	53	53	48	51	45	25	53	64	56	56	63	57	25	64	66	50	48	72	73	71	74	75	72	1	1	2	1	1	1	2	2	1	3	1	2	1	4	1	1	1	2	1	1	1	2	1	2	1	2	2	1	1	2	1	1	2	2	1	1	1	2	1	1	3	5	1	1	2	3	2	2	1	1	2	2	1	1	1	2	1	4	3	2	4	2	1	1	1	1	3	3	1	1	3	6	1	2	4	1	1	7
19500	-545.494416446185028	-543.886353013519170	-1.608063432665806	0.000134595732368	0.000031842446384	0.236578425065814	0.554059456410615	-1	3	6	10	11	14	15	17	17	19	18	16	18	23	20	20	20	20	21	22	23	24	24	24	26	26	26	26	27	27	28	26	28	28	28	27	26	30	27	28	28	30	30	30	29	32	32	29	33	32	31	32	32	33	33	31	32	35	34	34	35	34	37	36	35	36	36	36	36	40	39	41	42	45	45	48	49	48	0	0	2	0	4	5	5	12	5	12	4	4	12	15	7	12	0	8	15	0	0	16	20	20	24	21	18	24	26	23	32	23	32	18	20	28	22	33	20	36	32	37	39	40	31	18	44	32	56	35	40	20	56	53	56	38	30	50	36	33	51	56	58	53	49	58	56	32	62	71	50	68	70	71	73	73	75	61	1	1	2	1	1	2	2	1	2	2	6	3	1	2	2	2	1	1	1	1	1	2	1	1	1	2	3	1	1	2	1	1	1	3	3	1	1	1	3	1	1	2	1	1	1	6	2	2	1	2	2	5	1	1	1	1	2	2	4	2	2	1	1	2	1	1	2	4	1	1	3	2	1	2	1	3	2	6
20000	-535.754952584065791	-534.060068338528254	-1.694884245537512	0.000115999139749	0.000023792303974	0.205107589813289	0.563533083847688	-1	2	9	10	12	14	15	16	17	18	18	16	18	23	20	19	20	20	23	23	24	23	25	24	27	27	26	25	25	27	28	27	26	28	28	26	28	29	30	28	29	31	28	29	30	32	32	31	32	33	31	33	30	33	33	33	32	37	34	34	33	34	38	34	36	38	35	37	37	41	37	40	43	46	45	49	48	48	0	0	2	0	4	5	6	6	6	6	12	5	7	7	12	12	0	8	15	0	0	16	20	20	20	29	18	24	21	23	33	33	20	18	28	28	22	30	30	36	32	37	25	40	25	27	36	45	43	48	40	30	43	53	53	53	53	50	44	49	36	53	50	55	55	58	53	52	57	58	50	61	58	73	73	74	75	34	1	1	3	1	1	1	1	1	1	2	1	3	1	4	2	2	1	2	2	1	1	3	1	1	2	1	2	1	1	1	1	1	1	5	2	1	2	1	2	1	2	2	1	1	2	4	4	1	2	1	2	4	1	2	2	2	2	2	2	1	2	2	3	1	2	1	2	2	2	3	2	3	3	2	1	2	2	5
20500	-531.717383565793170	-530.079113867136812	-1.638269698656406	0.000151418073174	0.000034002034581	0.224557305930836	0.565171766061359	0	4	8	10	12	14	15	17	18	18	18	16	18	22	21	21	20	22	23	23	24	24	24	25	27	27	27	26	26	27	27	26	28	28	27	27	27	29	30	28	30	30	30	29	30	31	31	31	32	34	30	32	31	33	34	33	32	36	34	34	34	34	36	34	35	36	37	37	37	40	38	38	42	47	46	48	48	49	0	0	2	0	4	5	6	5	12	12	7	5	7	15	12	9	0	16	4	0	0	13	20	20	28	29	18	20	21	24	32	20	20	18	28	24	22	30	30	28	32	18	38	40	25	34	40	45	53	45	44	31	33	53	38	53	53	39	33	41	41	56	65	57	50	43	64	58	54	71	65	52	63	50	73	75	75	33	1	1	2	1	1	1	1	4	1	1	1	2	2	1	1	1	1	1	6	1	1	3	1	2	1	1	2	2	1	1	1	1	2	2	1	1	2	1	2	1	2	4	1	1	2	1	2	1	1	2	1	3	1	1	3	2	1	4	3	2	2	1	1	1	1	4	2	1	1	2	2	2	3	5	2	1	1	9
21000	-519.984926320700310	-518.408275873706657	-1.576650446993700	0.000151793483227	0.000038045492369	0.250639826958211	0.577443258474569	0	4	8	11	13	14	15	17	18	19	17	16	18	23	20	20	20	22	22	23	24	25	24	24	25	27	25	26	25	27	27	27	29	28	27	27	28	30	29	30	30	29	29	29	30	32	31	28	32	34	31	31	31	32	34	33	32	37	34	35	33	34	37	35	36	35	35	37	38	40	39	40	42	46	46	48	48	47	0	0	2	0	4	5	4	5	7	6	6	6	12	13	7	13	0	16	8	0	0	18	20	20	20	17	18	24	21	23	25	25	20	27	28	28	27	48	20	44	32	27	30	36	31	27	44	20	33	49	36	20	43	53	43	53	53	50	44	35	51	56	60	53	55	62	53	61	63	64	65	68	67	73	71	73	74	33	1	1	2	1	1	1	1	3	1	3	2	1	1	2	2	1	1	1	3	1	1	3	1	1	1	2	1	1	1	2	1	1	3	2	1	1	2	1	3	1	2	2	1	1	2	3	1	3	2	1	2	3	1	1	3	1	1	2	3	4	1	1	1	2	1	1	2	2	1	2	2	1	4	2	3	2	1	5
